model	physical_folio	pairs	gain_bits	positive
FACTORED	f77	2	-0.131524543941	0
FACTORED	f79	2	-0.186857677582	0
FACTORED	f82	1	-0.025411720634	0
FACTORED	f83	2	-3.868065814888	0
FACTORED	f85	2	0.684494963398	1
FACTORED	f89	1	0.884806104723	1
FACTORED	f9	2	-0.051095324505	0
FACTORED	f95	2	-0.086096128194	0
FACTORED	f96	1	0.098386466029	1
FACTORED_PLUS_RAW	f10	1	-0.090054255864	0
FACTORED_PLUS_RAW	f13	1	0.095762008750	1
FACTORED_PLUS_RAW	f15	1	-0.233658064777	0
FACTORED_PLUS_RAW	f18	1	0.018556065795	1
FACTORED_PLUS_RAW	f20	1	1.161708133231	1
FACTORED_PLUS_RAW	f23	1	-0.188706005300	0
FACTORED_PLUS_RAW	f27	1	-0.282983320787	0
FACTORED_PLUS_RAW	f28	1	-0.178759769880	0
FACTORED_PLUS_RAW	f29	1	-0.171992473839	0
FACTORED_PLUS_RAW	f37	1	0.042239134005	1
FACTORED_PLUS_RAW	f4	1	0.126804377313	1
FACTORED_PLUS_RAW	f47	2	-0.249765428354	0
FACTORED_PLUS_RAW	f52	1	-0.020594511588	0
FACTORED_PLUS_RAW	f7	1	-0.225027987702	0
FACTORED_PLUS_RAW	f75	1	-0.946903650864	0
FACTORED_PLUS_RAW	f77	2	0.691442550833	1
FACTORED_PLUS_RAW	f79	2	-0.139358631783	0
FACTORED_PLUS_RAW	f82	1	0.036975558845	1
FACTORED_PLUS_RAW	f83	2	-3.502760022551	0
FACTORED_PLUS_RAW	f85	2	0.412616123846	1
FACTORED_PLUS_RAW	f89	1	0.900251496662	1
FACTORED_PLUS_RAW	f9	2	-0.032596538372	0
FACTORED_PLUS_RAW	f95	2	-0.264036380939	0
FACTORED_PLUS_RAW	f96	1	0.180191343432	1
