pair_rule	left_form	right_form	proposed_segmentation	editions_present	alternate_readings_not_replications	left_physical_folios	right_physical_folios	left_loci_count	right_loci_count	same_locus_count	same_page_count	representative_left_loci	representative_right_loci	ranking_score	evidence_ceiling
D_S_LEFT_CONTRAST	d	s	d/s+	IT2a;RF1b;ZL3b	1	44	93	82	384	11	39	f100r.14;f102r2.20;f103r.34;f104v.24;f106r.12;f108r.15;f10r.11;f111r.52	f100r.12;f100v.15;f100v.16;f100v.18;f101r.1;f101r.3;f101r.6;f101r.8	822	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otedy	qotedy	q+otedy	IT2a;RF1b;ZL3b	1	38	31	152	83	12	36	f103r.12;f103r.32;f103r.40;f103v.10;f103v.27;f103v.30;f103v.34;f104r.3	f103r.13;f103r.15;f103r.6;f103v.5;f105r.26;f106r.1;f106r.36;f106v.11	778	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dar	sar	d/s+ar	IT2a;RF1b;ZL3b	1	87	44	322	102	7	48	f101r.3;f101r.9;f101v.20;f101v.23;f102v1.9;f102v2.32;f102v2.38;f103r.11	f100r.5;f101r.6;f102v1.12;f102v2.36;f102v2.37;f103r.17;f103r.2;f103v.31	762	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oky	qoky	q+oky	IT2a;RF1b;ZL3b	1	63	50	107	144	3	36	f102r2.18;f102v2.32;f102v2.33;f103r.24;f103v.44;f104r.3;f105r.26;f106r.47	f101r.8;f102v2.35;f103r.14;f103r.21;f103r.49;f103v.1;f103v.11;f103v.6	717	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okol	qokol	q+okol	IT2a;RF1b;ZL3b	1	48	47	88	103	4	24	f100v.17;f101r.2;f101r.5;f101r.8;f101r.9;f101v.10;f102r1.14;f102r2.18	f101r.3;f101v.20;f102r1.5;f102r2.18;f102r2.3;f102v1.11;f104r.9;f104v.11	703	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	otey	oteey	o+te/tee+y	IT2a;RF1b;ZL3b	1	32	48	63	142	9	27	f103r.1;f103r.24;f103r.36;f103r.9;f103v.13;f103v.33;f105r.5;f106r.13	f100r.13;f100v.14;f101r.8;f102v2.30;f103r.11;f103r.12;f103r.18;f103r.24	703	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	cheo	cheody	cheo+∅/dy	IT2a;RF1b;ZL3b	1	33	38	90	91	6	23	f100v.18;f101r.9;f101v.22;f101v.26;f102r2.19;f102v1.21;f102v1.8;f102v1.9	f101v.21;f101v.25;f102r2.12;f102r2.20;f102v1.11;f102v1.21;f103v.33;f104r.13	675	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otaiin	qotaiin	q+otaiin	IT2a;RF1b;ZL3b	1	51	30	150	84	7	25	f101r.7;f103r.10;f103r.9;f104r.34;f104r.44;f104r.45;f104v.10;f104v.2	f104r.27;f104r.43;f104r.5;f104v.13;f104v.3;f104v.35;f104v.41;f105v.3	674	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	cho	chody	cho+∅/dy	IT2a;RF1b;ZL3b	1	49	48	94	98	2	23	f100r.27;f101r.5;f101v.24;f102v2.20;f105r.27;f106r.24;f106r.30;f106v.3	f102r2.19;f104r.15;f104v.28;f106r.33;f106v.12;f106v.6;f107r.25;f107v.1	674	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otar	qotar	q+otar	IT2a;RF1b;ZL3b	1	50	28	167	71	8	31	f103r.22;f103r.3;f103v.14;f103v.20;f103v.27;f103v.41;f103v.45;f104r.19	f103r.22;f103r.8;f103v.27;f103v.9;f104r.12;f104r.19;f104r.36;f104v.9	671	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dol	sol	d/s+ol	IT2a;RF1b;ZL3b	1	56	37	114	80	5	28	f101r.10;f101r.2;f101r.3;f101v.23;f102r1.10;f102r2.10;f102r2.11;f102r2.12	f100v.18;f100v.5;f101v.27;f102r1.11;f102r2.10;f102v1.11;f104v.37;f104v.7	665	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	qotedy	qoteedy	qo+te/tee+dy	IT2a;RF1b;ZL3b	1	31	26	83	75	7	30	f103r.13;f103r.15;f103r.6;f103v.5;f105r.26;f106r.1;f106r.36;f106v.11	f103r.45;f103v.4;f104v.10;f104v.4;f105r.28;f105v.11;f106r.2;f106r.8	645	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oty	qoty	q+oty	IT2a;RF1b;ZL3b	1	59	39	120	89	3	29	f103r.17;f103r.24;f103v.25;f103v.35;f103v.39;f106r.44;f106v.28;f106v.38	f103r.52;f103r.54;f103v.2;f103v.23;f103v.3;f104r.16;f104r.41;f104v.12	644	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okey	qokey	q+okey	IT2a;RF1b;ZL3b	1	32	33	62	105	6	18	f101r.2;f102r2.11;f102r2.17;f102v2.23;f102v2.34;f102v2.36;f102v2.38;f103r.4	f102r1.13;f102r2.17;f102r2.19;f102v1.10;f102v1.23;f102v1.8;f103r.17;f103r.30	642	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	o	qo	q+o	IT2a;RF1b;ZL3b	1	75	41	204	67	3	31	f101r.1;f101r.2;f101r.9;f101v.20;f102r2.12;f102r2.20;f102v2.18;f102v2.19	f102r2.5;f108r.6;f111r.22;f111r.49;f111v.14;f111v.21;f111v.28;f112r.12	632	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dal	sal	d/s+al	IT2a;RF1b;ZL3b	1	79	36	251	61	4	32	f101r.1;f101v.27;f102r1.10;f103r.1;f103r.13;f103r.41;f103v.1;f104r.43	f100v.18;f101v.27;f102v2.34;f103r.2;f103v.12;f103v.29;f108v.27;f111r.3	621	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dy	sy	d/s+y	IT2a;RF1b;ZL3b	1	94	33	290	45	5	28	f100r.22;f100v.16;f101r.7;f101v.22;f102r1.16;f102v1.10;f102v1.11;f102v2.2	f101v.19;f102r1.9;f102v2.32;f105v.30;f112r.21;f13r.3;f14r.9;f15r.11	610	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oteedy	qoteedy	q+oteedy	IT2a;RF1b;ZL3b	1	32	26	114	75	5	29	f103r.10;f103r.16;f103r.26;f103r.41;f103r.45;f103v.14;f103v.17;f103v.18	f103r.45;f103v.4;f104v.10;f104v.4;f105r.28;f105v.11;f106r.2;f106r.8	605	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	sho	shody	sho+∅/dy	IT2a;RF1b;ZL3b	1	58	36	135	56	3	13	f100r.23;f101r.10;f101r.6;f101v.22;f102r2.3;f102v1.23;f102v2.33;f102v2.38	f101r.6;f103r.40;f104r.16;f104r.29;f105r.21;f106v.16;f106v.31;f106v.35	596	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dor	sor	d/s+or	IT2a;RF1b;ZL3b	1	49	39	85	59	2	17	f101r.10;f101r.5;f101r.9;f102r1.15;f102r1.16;f102r2.4;f102r2.6;f102r2.9	f100v.15;f102r1.14;f102r2.4;f102v2.34;f102v2.36;f103r.10;f104r.15;f104r.28	594	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otchy	qotchy	q+otchy	IT2a;RF1b;ZL3b	1	35	39	49	66	3	16	f103r.2;f105v.2;f107r.28;f107r.51;f10r.3;f13v.1;f13v.3;f13v.8	f102r2.16;f103r.26;f104v.22;f10r.12;f10r.3;f10v.5;f115r.17;f115r.38	584	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otal	qotal	q+otal	IT2a;RF1b;ZL3b	1	54	27	148	68	4	27	f100r.14;f101v.22;f101v.3;f103r.21;f103v.17;f103v.23;f103v.25;f104r.14	f103r.1;f103r.39;f103r.43;f103v.20;f103v.22;f104r.14;f104r.24;f104r.34	583	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dain	sain	d/s+ain	IT2a;RF1b;ZL3b	1	70	33	212	77	2	27	f101v.21;f101v.22;f102r1.5;f102v2.22;f102v2.35;f103r.1;f103r.2;f103r.24	f100v.19;f101r.1;f103r.7;f103v.25;f103v.8;f104r.1;f106r.16;f106v.19	582	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeol	qokeol	q+okeol	IT2a;RF1b;ZL3b	1	27	28	60	52	4	15	f100r.25;f100v.16;f101r.4;f101r.5;f101r.9;f101v.26;f102r1.16;f102r2.19	f100r.14;f100r.26;f100v.15;f100v.17;f100v.18;f101r.2;f101r.9;f101v.23	567	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chedal	chedy	che+dal/dy	IT2a;RF1b;ZL3b	1	16	47	27	469	8	18	f103r.25;f104r.10;f104r.4;f104r.8;f104v.5;f105v.22;f108r.30;f108r.36	f103r.13;f103r.14;f103r.19;f103r.2;f103r.28;f103r.29;f103r.3;f103r.36	567	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	sheo	sheody	sheo+∅/dy	IT2a;RF1b;ZL3b	1	36	29	57	50	3	16	f101r.3;f102r1.13;f102r2.5;f102r2.8;f102v1.7;f103r.34;f104r.23;f104v.31	f100r.24;f101r.3;f101v.22;f102r2.11;f102v1.20;f102v1.23;f104r.26;f104v.31	555	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okchy	qokchy	q+okchy	IT2a;RF1b;ZL3b	1	32	46	44	71	2	13	f102v1.22;f111r.51;f112r.41;f113v.2;f115r.33;f13r.6;f13v.8;f14r.10	f103r.27;f103r.48;f104v.15;f104v.19;f104v.28;f104v.6;f106r.23;f106v.22	544	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oteey	qoteey	q+oteey	IT2a;RF1b;ZL3b	1	48	26	142	43	3	21	f100r.13;f100v.14;f101r.8;f102v2.30;f103r.11;f103r.12;f103r.18;f103r.24	f100r.14;f103r.1;f103r.26;f103r.40;f103v.17;f104r.41;f104v.42;f106r.42	533	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chedar	chedy	che+dar/dy	IT2a;RF1b;ZL3b	1	17	47	36	469	5	23	f103r.4;f104r.28;f104r.31;f104v.13;f106r.16;f106r.24;f106v.44;f108r.43	f103r.13;f103r.14;f103r.19;f103r.2;f103r.28;f103r.29;f103r.3;f103r.36	521	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	ol	oldy	ol+∅/dy	IT2a;RF1b;ZL3b	1	81	22	571	31	4	17	f100v.15;f100v.18;f100v.20;f100v.21;f101r.1;f101r.10;f101r.2;f101r.3	f102r1.6;f107v.26;f108v.33;f13r.7;f13r.9;f33v.6;f40v.1;f46v.2	521	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otol	qotol	q+otol	IT2a;RF1b;ZL3b	1	53	30	90	44	1	14	f101r.3;f101v.3;f102r2.18;f102v2.7;f104r.15;f105r.21;f106r.18;f106v.44	f101r.3;f104v.11;f104v.17;f104v.19;f104v.4;f105v.3;f107v.5;f113v.28	514	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otain	qotain	q+otain	IT2a;RF1b;ZL3b	1	29	20	97	62	2	24	f103r.11;f103r.28;f103r.9;f103v.15;f103v.16;f103v.24;f104r.25;f104r.45	f103r.24;f103r.50;f103v.10;f103v.2;f103v.25;f104r.6;f104v.23;f104v.34	502	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	she	shedy	she+∅/dy	IT2a;RF1b;ZL3b	1	28	43	33	387	1	10	f101v.23;f102r1.5;f103r.7;f111v.17;f112r.17;f112v.42;f17v.17;f1r.13	f103r.1;f103r.10;f103r.11;f103r.20;f103r.22;f103r.24;f103r.30;f103r.32	493	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	dair	sair	d/s+air	IT2a;RF1b;ZL3b	1	59	23	115	35	2	10	f100v.15;f101v.25;f102v1.19;f103v.8;f105r.27;f105r.32;f105v.34;f106r.23	f104v.25;f106v.32;f107r.10;f107r.17;f108v.26;f111v.21;f114r.20;f114r.24	490	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	oar	otar	o/ot+ar	IT2a;RF1b;ZL3b	1	13	50	18	167	5	9	f104r.2;f112r.2;f112v.2;f112v.47;f114r.35;f114r.9;f58r.25;f5r.1	f103r.22;f103r.3;f103v.14;f103v.20;f103v.27;f103v.41;f103v.45;f104r.19	483	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	oteo	oteody	oteo+∅/dy	IT2a;RF1b;ZL3b	1	15	21	22	39	4	10	f102v2.21;f102v2.23;f104r.43;f106v.1;f108v.1;f111r.15;f111r.24;f113v.33	f102v1.22;f104r.37;f105v.6;f106v.28;f111r.15;f111r.18;f112r.42;f112v.31	477	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okor	qokor	q+okor	IT2a;RF1b;ZL3b	1	32	27	42	40	0	9	f100v.21;f101r.5;f101v.20;f102r2.11;f104r.8;f108r.40;f112v.8;f115v.7	f105r.6;f105v.30;f106r.7;f106v.20;f106v.28;f107r.35;f107r.8;f107v.27	475	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	oaiin	otaiin	o/ot+aiin	IT2a;RF1b;ZL3b	1	20	51	28	150	2	6	f101r.7;f101v.23;f102v1.13;f107r.19;f107v.32;f111r.19;f111v.38;f112v.6	f101r.7;f103r.10;f103r.9;f104r.34;f104r.44;f104r.45;f104v.10;f104v.2	468	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	dal	daldy	dal+∅/dy	IT2a;RF1b;ZL3b	1	79	17	251	23	3	16	f101r.1;f101v.27;f102r1.10;f103r.1;f103r.13;f103r.41;f103v.1;f104r.43	f103r.1;f112v.46;f114r.14;f13r.9;f38v.7;f45r.10;f48r.6;f58r.20	468	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	sh	shdy	sh+∅/dy	IT2a;RF1b;ZL3b	1	26	30	30	49	0	7	f100v.18;f104r.16;f106r.38;f113r.35;f116r.34;f18v.8;f1r.7;f21r.9	f103r.1;f103r.36;f103r.53;f103v.3;f103v.37;f104r.10;f106r.36;f106v.35	460	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	odaiin	qodaiin	q+odaiin	IT2a;RF1b;ZL3b	1	39	22	69	44	0	15	f101v.22;f104r.7;f104v.3;f105r.19;f105r.28;f105r.29;f105r.34;f105r.4	f101v.27;f104r.25;f104r.4;f104v.23;f104v.26;f104v.28;f105v.2;f106v.10	454	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otor	qotor	q+otor	IT2a;RF1b;ZL3b	1	36	21	47	28	1	6	f104r.19;f104v.24;f105v.12;f105v.2;f105v.31;f106v.34;f107r.1;f10r.10	f104r.12;f105v.25;f106r.8;f10r.11;f10r.12;f10r.3;f10v.5;f113r.45	453	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okchey	qokchey	q+okchey	IT2a;RF1b;ZL3b	1	28	19	34	29	1	7	f104v.43;f105r.9;f107r.6;f107v.27;f107v.38;f108r.12;f108r.7;f112r.41	f101r.7;f103r.28;f104v.23;f107r.36;f107r.38;f107v.11;f107v.18;f107v.38	444	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okchdy	qokchdy	q+okchdy	IT2a;RF1b;ZL3b	1	19	30	28	53	1	10	f107v.14;f113r.37;f114r.9;f115v.2;f26v.3;f34v.3;f50v.4;f57r.6	f103r.37;f104r.20;f105v.13;f106v.15;f106v.24;f107r.25;f112r.34;f112v.42	443	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	oteos	oteeos	o+te/tee+os	IT2a;RF1b;ZL3b	1	14	9	28	16	4	5	f102v2.21;f102v2.6;f107v.2;f1r.4;f21r.2;f43v.16;f67r1.7;f68r3.6	f102v2.17;f103r.9;f113r.6;f58r.24;f67r1.7;f68v1.2;f68v1.5;f68v2.13	441	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeody	qokeody	q+okeody	IT2a;RF1b;ZL3b	1	26	17	42	31	1	11	f102r1.11;f102r2.12;f102r2.9;f102v1.2;f102v1.21;f102v1.3;f102v2.22;f104r.30	f100r.14;f101v.26;f102r1.15;f102r2.6;f102v1.20;f102v1.7;f102v2.20;f107v.16	436	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chdal	chdy	ch+dal/dy	IT2a;RF1b;ZL3b	1	14	49	19	144	2	13	f105v.36;f106v.24;f106v.4;f108r.27;f112v.46;f114v.16;f115v.33;f33r.3	f103v.43;f103v.46;f104r.13;f104v.16;f105r.18;f106r.18;f106r.2;f106r.35	429	FORMAL_MINIMAL_PAIR_NO_MEANING
O_OT_LEFT_CONTRAST	o	ot	o/ot+	IT2a;RF1b;ZL3b	1	75	14	204	18	2	10	f101r.1;f101r.2;f101r.9;f101v.20;f102r2.12;f102r2.20;f102v2.18;f102v2.19	f103r.3;f105r.13;f105r.33;f105v.15;f113v.5;f115r.8;f116r.19;f25r.7	428	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	or	qor	q+or	IT2a;RF1b;ZL3b	1	80	17	394	23	1	15	f101r.2;f101r.3;f101r.4;f101r.5;f101r.8;f101v.19;f101v.20;f101v.21	f107r.2;f112r.17;f112v.1;f115v.2;f116r.32;f116r.47;f116r.49;f17r.4	428	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okam	qokam	q+okam	IT2a;RF1b;ZL3b	1	26	20	35	26	0	6	f103r.10;f104r.44;f104v.38;f105v.9;f108r.50;f108v.2;f114r.12;f116r.4	f103v.6;f104r.24;f106r.4;f106r.7;f107v.27;f107v.32;f108v.32;f112v.37	426	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chdar	chdy	ch+dar/dy	IT2a;RF1b;ZL3b	1	16	49	26	144	1	14	f103r.4;f104r.19;f104v.20;f107v.22;f108r.24;f108r.35;f108r.50;f108r.6	f103v.43;f103v.46;f104r.13;f104v.16;f105r.18;f106r.18;f106r.2;f106r.35	426	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	okeeey	qokeeey	q+okeeey	IT2a;RF1b;ZL3b	1	18	15	32	28	1	8	f102v2.20;f103r.25;f103r.8;f104v.43;f104v.44;f105r.18;f105r.24;f106v.46	f101v.27;f103r.28;f103v.32;f104v.40;f104v.44;f105r.4;f105v.34;f107r.3	423	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	otedar	otedy	ote+dar/dy	IT2a;RF1b;ZL3b	1	9	38	14	152	3	8	f106v.37;f108r.26;f108v.1;f111r.15;f111r.26;f112v.32;f112v.44;f113v.5	f103r.12;f103r.32;f103r.40;f103v.10;f103v.27;f103v.30;f103v.34;f104r.3	419	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	oaiin	qoaiin	q+oaiin	IT2a;RF1b;ZL3b	1	20	19	28	23	0	4	f101r.7;f101v.23;f102v1.13;f107r.19;f107v.32;f111r.19;f111v.38;f112v.6	f104r.37;f105v.36;f108r.27;f112r.20;f113r.11;f113r.12;f114r.30;f115r.32	418	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	shedal	shedy	she+dal/dy	IT2a;RF1b;ZL3b	1	5	43	11	387	4	7	f111r.36;f111v.3;f111v.9;f31v.3;f76r.26;f76v.10;f77v.12;f83r.15	f103r.1;f103r.10;f103r.11;f103r.20;f103r.22;f103r.24;f103r.30;f103r.32	416	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	opchedy	qopchedy	q+opchedy	IT2a;RF1b;ZL3b	1	24	17	48	29	0	14	f103r.2;f103r.24;f103r.30;f103v.17;f103v.30;f104v.1;f104v.6;f105v.13	f104r.1;f105r.17;f105r.29;f105r.6;f105v.29;f106v.5;f107v.20;f108r.21	414	FORMAL_MINIMAL_PAIR_NO_MEANING
D_S_LEFT_CONTRAST	doiin	soiin	d/s+oiin	IT2a;RF1b;ZL3b	1	19	18	21	23	0	4	f102v1.21;f102v1.7;f103v.16;f105r.5;f111r.2;f13r.9;f15v.4;f22r.11	f100r.23;f101r.9;f101v.19;f101v.27;f102r2.12;f102v1.20;f103r.31;f111v.10	411	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	okal	okaldy	okal+∅/dy	IT2a;RF1b;ZL3b	1	60	8	159	11	3	7	f101r.2;f103r.1;f104r.15;f104r.3;f104r.37;f105r.31;f105r.33;f105v.16	f18r.8;f33r.2;f43r.2;f43v.2;f58v.10;f58v.28;f72r2.27;f72v3.18	411	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	otey	qotey	q+otey	IT2a;RF1b;ZL3b	1	32	17	63	24	0	10	f103r.1;f103r.24;f103r.36;f103r.9;f103v.13;f103v.33;f105r.5;f106r.13	f103r.15;f103r.41;f103v.32;f104r.17;f108r.6;f108v.20;f108v.40;f114r.40	409	FORMAL_MINIMAL_PAIR_NO_MEANING
TE_TEE_CONTRAST	qotey	qoteey	qo+te/tee+y	IT2a;RF1b;ZL3b	1	17	26	24	43	0	8	f103r.15;f103r.41;f103v.32;f104r.17;f108r.6;f108v.20;f108v.40;f114r.40	f100r.14;f103r.1;f103r.26;f103r.40;f103v.17;f104r.41;f104v.42;f106r.42	409	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	chol	choldy	chol+∅/dy	IT2a;RF1b;ZL3b	1	85	11	365	13	2	10	f100r.15;f100r.22;f100r.23;f100r.24;f100r.25;f100r.26;f100r.27;f100v.15	f101v.23;f103r.33;f11v.3;f19r.11;f20v.1;f47r.2;f4v.2;f54v.4	408	FORMAL_MINIMAL_PAIR_NO_MEANING
RIGHT_MODULE_CONTRAST	ctho	cthody	ctho+∅/dy	IT2a;RF1b;ZL3b	1	19	14	23	18	1	4	f10r.4;f11v.4;f1v.6;f21v.5;f23r.3;f27r.5;f27v.5;f30v.7	f13v.3;f20r.2;f21r.9;f27r.4;f28r.5;f29v.8;f53v.9;f54r.3	408	FORMAL_MINIMAL_PAIR_NO_MEANING
Q_OUTER_INSERTION	ody	qody	q+ody	IT2a;RF1b;ZL3b	1	34	14	54	17	1	6	f101v.19;f101v.26;f102r2.19;f104r.17;f106v.33;f108r.1;f108r.10;f10r.4	f105r.2;f105r.6;f106v.30;f106v.40;f108r.2;f17r.5;f40v.15;f42r.18	407	FORMAL_MINIMAL_PAIR_NO_MEANING
