page_host_submotif	external_axis	locus	physical_folio	section	axis_positive	tokens	page_hosts	object_tags	relation_tags	semantic_role
^ar	PLANT	f72r1.16	f72	Z	0	okeey;ary	okeey;ary	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ar	PLANT	f72r1.8	f72	Z	0	otaraldy	ar	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ar	PLANT	f72r2.12	f72	Z	0	okeey;ary	okeey;ary	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ar	PLANT	f72r2.7	f72	Z	0	otaraldy	ar	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ar	PLANT	f73r.30	f73	Z	0	ar	ar	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ar	PLANT	f75v.19	f75	B	0	saral	ar	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f75v.21	f75	B	0	darol	arol	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f75v.30	f75	B	0	dary	ary	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f77r.1	f77	B	0	darchdar	archd	FIGURE;LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f82r.35	f82	B	0	darol	arol	LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f83r.51	f83	B	0	darolsy	arolsy	FIGURE;LABEL	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f88r.14	f88	P	1	dary	ary	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f88v.27	f88	P	0	daramdal	aramd	LABEL	REL_ARRAY_OR_GROUP	UNASSIGNED
^ar	PLANT	f88v.4	f88	P	1	arody	aro	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f89r1.5	f89	P	1	ararchodaiin	ararchod	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f89v1.4	f89	P	1	darshody	arsho	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f99r.3	f99	P	1	darar	ar	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f99v.25	f99	P	1	darolaly	arolaly	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ar	PLANT	f99v.5	f99	P	1	ary	ary	LABEL;PLANT		UNASSIGNED
^ar	PLANT	f99v.8	f99	P	1	arol	arol	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^d$	REL_ENCLOSURE	f67r2.24	f67	A	0	sodar;ar	d;ar	STAR_OR_SKY	REL_PROXIMITY	UNASSIGNED
^d$	REL_ENCLOSURE	f67r2.39	f67	A	0	sor;chedaiin;dy	or;d;y	STAR_OR_SKY		UNASSIGNED
^d$	REL_ENCLOSURE	f67r2.48	f67	A	1	todaiin;dain;dy	d;ain;y	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	UNASSIGNED
^d$	REL_ENCLOSURE	f68r2.11	f68	A	1	shdar	d	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^d$	REL_ENCLOSURE	f68r2.25	f68	A	1	odair;chol	d;l	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^d$	REL_ENCLOSURE	f68r2.28	f68	A	1	chodar	d	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^d$	REL_ENCLOSURE	f68r2.9	f68	A	1	odaiin	d	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^d$	REL_ENCLOSURE	f69r.45	f69	C	0	d	d	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^d$	REL_ENCLOSURE	f70r1.18	f70	C	1	chodal	d	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	UNASSIGNED
^d$	REL_ENCLOSURE	f72v1.10	f72	Z	0	odal	d	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^d$	REL_ENCLOSURE	f76r.7	f76	T	0	d	d	LABEL		UNASSIGNED
^d$	REL_ENCLOSURE	f89r2.17	f89	P	0	sodar	d	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f100r.17	f100	P	1	shockhey	ockhey	LABEL;PLANT	REL_ARRAY_OR_GROUP;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f100r.2	f100	P	1	sochorcfhy	ochorcfhy	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f67r2.20	f67	A	0	chocfhy;saral	ocfhy;ar	STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f67r2.38	f67	A	0	otoldos;octhole	otoldos;octhole	STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f67r2.60	f67	A	0	octhys	octhys	LABEL;STAR_OR_SKY	REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f67v1.11	f67	A	0	ochodare	ochodare	LABEL		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f67v1.9	f67	A	0	ockhosam	ockhosa	LABEL		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f68r1.13	f68	A	1	octhey	octhey	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f68r1.21	f68	A	1	ockhy	ockhy	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f68r1.31	f68	A	1	ocphy	ocphy	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f68r2.10	f68	A	1	ochory	ochory	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f68v2.10	f68	A	0	socths;chety	ocths;ty	STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f69r.36	f69	C	0	docheeo;kody;sar	ocheeo;ko;ar	PLANT	REL_PROXIMITY	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f69v.6	f69	C	0	ochoyk	ochoyk	LABEL;STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f72r3.31	f72	Z	0	octho	octho	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f72v1.3	f72	Z	0	octhy	octhy	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f73r.2	f73	Z	1	chockhy	ockhy	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^oc	REL_EXPLICIT_ATTACHMENT	f88v.2	f88	P	1	cheocthy	octhy	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f100r.16	f100	P	1	okeeos	okeeos	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f100v.10	f100	P	1	okcheor	okcheor	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f102v1.3	f102	P	1	okeody	okeo	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f102v2.10	f102	P	1	okody	oko	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f102v2.12	f102	P	1	okoroeey	okoroeey	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f102v2.27	f102	P	1	okeeoraiin	okeeor	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f102v2.28	f102	P	1	okockhy	okockhy	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f67r1.17	f67	A	0	okeol;sal	okeol;al	LABEL	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f67r1.18	f67	A	0	okeey;sar	okeey;ar	LABEL	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f67r2.22	f67	A	0	okal	ok	LABEL;STAR_OR_SKY	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f67v1.3	f67	A	0	okal;ary	ok;ary	LABEL		UNASSIGNED
^ok	PLANT	f68r1.11	f68	A	0	okoaly	okoaly	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f68r1.28	f68	A	0	okoldy	okol	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f68r1.3	f68	A	1	ykor;shey;qocheey;chokal;okeey;ror;daram	ykor;ey;cheey;ok;okeey;ror;ara	PLANT	REL_OVERLAP_OR_CONTACT	UNASSIGNED
^ok	PLANT	f68r1.32	f68	A	0	okeeodal	okeeod	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f68r1.33	f68	A	0	okshor	okshor	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f68r2.15	f68	A	0	okchor	okchor	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f68r3.13	f68	A	0	okos	okos	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f68r3.17	f68	A	0	okolchy	okolchy	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.22	f69	C	1	okeo;sho;qotam	okeo;o;a	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.23	f69	C	1	okeodar;oteody	okeod;eo	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.25	f69	C	1	ykeey;dal;oky	ykeey;al;oky	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.27	f69	C	1	okchol;qokol	okchol;okol	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.30	f69	C	1	okar;ar	ok;ar	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.34	f69	C	1	sol;aiir;okeytam	l;aiir;okeyta	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.35	f69	C	1	okeos;ar	okeos;ar	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.39	f69	C	1	al;okody;otedy	al;oko;e	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.40	f69	C	1	okody;cheody;sar	oko;o;ar	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69r.41	f69	C	1	chokeod	okeod	PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f69v.11	f69	C	0	okody	oko	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.14	f69	C	0	okeod	okeod	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.18	f69	C	0	okeod	okeod	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.21	f69	C	0	okolar	okol	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.28	f69	C	0	okodchy	okodchy	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.29	f69	C	0	okeody	okeo	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f69v.5	f69	C	0	okeo;dy	okeo;y	LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70r1.15	f70	C	0	okeody	okeo	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f70v1.13	f70	Z	0	okoly	okoly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v1.5	f70	Z	0	okalal	okal	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v1.9	f70	Z	0	okolshy	okolshy	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.12	f70	Z	0	okody	oko	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.18	f70	Z	0	okeoly	okeoly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.19	f70	Z	0	okydy	oky	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.27	f70	Z	0	okaram	okara	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.30	f70	Z	0	okaldal	okald	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f70v2.6	f70	Z	0	oky;ody	oky;o	FIGURE;LABEL;STAR_OR_SKY	REL_ARRAY_OR_GROUP	UNASSIGNED
^ok	PLANT	f71r.3	f71	Z	0	okldam	oklda	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f71r.6	f71	Z	0	okeoaly	okeoaly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f71v.4	f71	Z	0	okolar	okol	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f71v.8	f71	Z	0	okaraiin	okar	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72r1.16	f72	Z	0	okeey;ary	okeey;ary	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f72r1.5	f72	Z	0	okalam	okala	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72r2.10	f72	Z	0	okaly	okaly	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.11	f72	Z	0	okal	ok	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.12	f72	Z	0	okeey;ary	okeey;ary	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.15	f72	Z	0	okaircham	okaircha	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.18	f72	Z	0	okaly	okaly	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.2	f72	Z	0	oklairdy	okl	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f72r2.20	f72	Z	0	okyd	okyd	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.25	f72	Z	0	okam	oka	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72r2.27	f72	Z	0	okaldy	ok	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72r2.4	f72	Z	0	okairy	okairy	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNASSIGNED
^ok	PLANT	f72r2.8	f72	Z	0	okalar	okal	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r2.9	f72	Z	0	okal	ok	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f72r3.12	f72	Z	0	opoeey;okaiin	opoeey;ok	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72r3.22	f72	Z	0	okalar	okal	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v1.25	f72	Z	0	okeey	okeey	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v1.28	f72	Z	0	okedy	oke	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v1.30	f72	Z	0	okalair	okal	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v1.5	f72	Z	0	okeoly	okeoly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v1.9	f72	Z	0	okeeoly	okeeoly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v2.15	f72	Z	0	okeody	okeo	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v2.16	f72	Z	0	okeoldy	okeol	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v2.25	f72	Z	0	okeeom	okeeo	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v2.4	f72	Z	0	okeoram	okeora	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.16	f72	Z	0	okeeol	okeeol	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.17	f72	Z	0	okaly	okaly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.18	f72	Z	0	okaldy	ok	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.22	f72	Z	0	oky	oky	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.27	f72	Z	0	okary	okary	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.5	f72	Z	0	okey	okey	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f72v3.7	f72	Z	0	okyeeshy	okyeeshy	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73r.20	f73	Z	0	okeos	okeos	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f73r.26	f73	Z	0	oky	oky	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73r.7	f73	Z	0	okeody	okeo	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNASSIGNED
^ok	PLANT	f73v.19	f73	Z	0	okeos	okeos	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73v.21	f73	Z	0	qokeoly	okeoly	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73v.27	f73	Z	0	okal	ok	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73v.30	f73	Z	0	okeod	okeod	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f73v.6	f73	Z	0	okeody	okeo	FIGURE;LABEL;STAR_OR_SKY		UNASSIGNED
^ok	PLANT	f75v.18	f75	B	0	okshy	okshy	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f75v.20	f75	B	0	dokal	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f75v.25	f75	B	0	qokal	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f75v.51	f75	B	0	okeey;lol	okeey;lol	LABEL;WATER_OR_APPARATUS	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f77v.1	f77	B	0	okain	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f77v.44	f77	B	0	okalo	okalo	FIGURE;LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f78r.1	f78	B	0	okchdldlo	okchdldlo	LABEL	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f78r.2	f78	B	0	okchdy	okch	LABEL	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f78r.47	f78	B	0	okaral	okar	LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f80r.3	f80	B	0	okaly	okaly	FIGURE;LABEL	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f80r.4	f80	B	0	okolo	okolo	FIGURE;LABEL	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82r.36	f82	B	0	okal	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82r.42	f82	B	0	sokoly	okoly	FIGURE;LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82v.40	f82	B	0	okalchy	okalchy	FIGURE;LABEL	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82v.41	f82	B	0	okain	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82v.43	f82	B	0	okedor	okedor	FIGURE;LABEL;WATER_OR_APPARATUS	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f82v.44	f82	B	0	okol	okol	FIGURE;LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f83v.10	f83	B	0	okarchy	okarchy	FIGURE;LABEL		UNASSIGNED
^ok	PLANT	f83v.35	f83	B	0	okaiin	ok	FIGURE;LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f88r.15	f88	P	1	okol	okol	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f88v.14	f88	P	1	okaiin	ok	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f89r1.1	f89	P	0	okchshy	okchshy	LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f89r1.14	f89	P	1	okaiin;dan	ok;an	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f89r2.29	f89	P	0	okain	ok	LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f89v2.4	f89	P	1	chokaro	okaro	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f89v2.6	f89	P	1	chokam	oka	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f99r.11	f99	P	1	okary	okary	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f99r.23	f99	P	1	choky	oky	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
^ok	PLANT	f99r.24	f99	P	1	oky	oky	LABEL;PLANT	REL_PROXIMITY	UNASSIGNED
