host_a	host_b	length	position	glyph_a	glyph_b	substitution_class	count_a	count_b	folios_a	folios_b	pages_a	pages_b	sections_a	sections_b	context_cosine	context_js	claim_state
ail	air	3	3	l	r	L3:P3:l>r	5	81	3	40	5	51	H|S	B|C|H|P|S|T	0.946033511898	0.091349562141	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ail	arl	3	2	i	r	L3:P2:i>r	5	2	3	2	5	2	H|S	H|S	0.966950684010	0.025841928294	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ain	air	3	3	n	r	L3:P3:n>r	182	81	59	40	85	51	B|C|H|P|S|T	B|C|H|P|S|T	0.997576481880	0.008675502042	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ain	iin	3	1	a	i	L3:P1:a>i	182	1	59	1	85	1	B|C|H|P|S|T	H	0.883403504133	0.205759354626	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ain	oin	3	1	a	o	L3:P1:a>o	182	4	59	4	85	4	B|C|H|P|S|T	B|S	0.955845113339	0.107841074319	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
air	aor	3	2	i	o	L3:P2:i>o	81	1	40	1	51	1	B|C|H|P|S|T	P	0.910315574118	0.172481219660	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
air	oir	3	1	a	o	L3:P1:a>o	81	1	40	1	51	1	B|C|H|P|S|T	H	0.896428505654	0.183237996799	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	al	2	2	k	l	L2:P2:k>l	3	292	3	64	3	94	B|S	B|C|H|P|S|T	0.872271170739	0.178459926767	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	am	2	2	k	m	L2:P2:k>m	3	1	3	1	3	1	B|S	S	0.938316913742	0.056920451973	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	an	2	2	k	n	L2:P2:k>n	3	25	3	17	3	19	B|S	B|H|S	0.867605720019	0.167272027521	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	ar	2	2	k	r	L2:P2:k>r	3	350	3	69	3	111	B|S	B|C|H|P|S|T	0.886307525413	0.166807222118	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	at	2	2	k	t	L2:P2:k>t	3	1	3	1	3	1	B|S	H	0.947777608013	0.046422926046	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	ek	2	1	a	e	L2:P1:a>e	3	11	3	9	3	10	B|S	B|H|S|T	0.934533925660	0.087959728517	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	lk	2	1	a	l	L2:P1:a>l	3	61	3	17	3	24	B|S	B|C|H|S|T	0.933093435027	0.127261347774	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	ok	2	1	a	o	L2:P1:a>o	3	839	3	69	3	113	B|S	B|C|H|P|S|T	0.937391564692	0.136952376005	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ak	yk	2	1	a	y	L2:P1:a>y	3	55	3	32	3	38	B|S	B|C|H|P|S|T	0.946987566665	0.093210053451	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	aly	3	2	k	l	L3:P2:k>l	2	23	2	16	2	20	H|S	B|H|S|T	0.962151038055	0.072630351467	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	ary	3	2	k	r	L3:P2:k>r	2	26	2	20	2	22	H|S	B|C|H|S|T	0.963483573332	0.083002379561	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	asy	3	2	k	s	L3:P2:k>s	2	1	2	1	2	1	H|S	B	0.985289903492	0.012292694841	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	eky	3	1	a	e	L3:P1:a>e	2	29	2	22	2	27	H|S	B|H|P|S|T	0.922382032785	0.144184023472	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	lky	3	1	a	l	L3:P1:a>l	2	11	2	8	2	9	H|S	B|S	0.945683947278	0.075075932361	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	oky	3	1	a	o	L3:P1:a>o	2	155	2	67	2	87	H|S	B|H|P|S|T	0.935381587642	0.153700411549	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	rky	3	1	a	r	L3:P1:a>r	2	1	2	1	2	1	H|S	S	0.985289903492	0.012292694841	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aky	yky	3	1	a	y	L3:P1:a>y	2	12	2	9	2	10	H|S	H|S|T	0.967753740497	0.056185225268	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	am	2	2	l	m	L2:P2:l>m	292	1	64	1	94	1	B|C|H|P|S|T	S	0.827331753572	0.231428238427	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	an	2	2	l	n	L2:P2:l>n	292	25	64	17	94	19	B|C|H|P|S|T	B|H|S	0.989981968801	0.027101493490	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	ar	2	2	l	r	L2:P2:l>r	292	350	64	69	94	111	B|C|H|P|S|T	B|C|H|P|S|T	0.997681580218	0.007725602497	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	at	2	2	l	t	L2:P2:l>t	292	1	64	1	94	1	B|C|H|P|S|T	H	0.827331753572	0.231428238427	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	kl	2	1	a	k	L2:P1:a>k	292	2	64	2	94	2	B|C|H|P|S|T	H|S	0.945126403546	0.122683162565	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	ll	2	1	a	l	L2:P1:a>l	292	2	64	1	94	1	B|C|H|P|S|T	S	0.851037421940	0.183805746797	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	ol	2	1	a	o	L2:P1:a>o	292	71	64	42	94	53	B|C|H|P|S|T	B|H|P|S|T	0.779928426268	0.229251473853	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	rl	2	1	a	r	L2:P1:a>r	292	1	64	1	94	1	B|C|H|P|S|T	S	0.904408613341	0.167942153927	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
al	yl	2	1	a	y	L2:P1:a>y	292	2	64	2	94	2	B|C|H|P|S|T	H|S	0.912480475014	0.144180971452	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	ald	3	3	a	d	L3:P3:a>d	5	9	4	7	5	8	H|S	H|P|S	0.759123732162	0.161342075400	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	alg	3	3	a	g	L3:P3:a>g	5	2	4	2	5	2	H|S	H|P	0.832251743171	0.092115734794	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	alk	3	3	a	k	L3:P3:a>k	5	16	4	9	5	10	H|S	C|H|S	0.715430755593	0.223407747854	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	alo	3	3	a	o	L3:P3:a>o	5	5	4	5	5	5	H|S	B|H|S	0.896370121060	0.065279010665	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	als	3	3	a	s	L3:P3:a>s	5	3	4	3	5	3	H|S	H|P	0.819537625790	0.107390948225	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	alt	3	3	a	t	L3:P3:a>t	5	2	4	2	5	2	H|S	B|S	0.740981301508	0.171200426353	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	aly	3	3	a	y	L3:P3:a>y	5	23	4	16	5	20	H|S	B|H|S|T	0.799724228265	0.154963313537	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	ama	3	2	l	m	L3:P2:l>m	5	1	4	1	5	1	H|S	H	0.954114029730	0.050238820719	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	ara	3	2	l	r	L3:P2:l>r	5	8	4	8	5	8	H|S	H|S	0.992782961050	0.015943311294	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ala	ola	3	1	a	o	L3:P1:a>o	5	3	4	3	5	3	H|S	S	0.983420105937	0.018677573892	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	alg	3	3	d	g	L3:P3:d>g	9	2	7	2	8	2	H|P|S	H|P	0.957499019620	0.052217057602	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	alk	3	3	d	k	L3:P3:d>k	9	16	7	9	8	10	H|P|S	C|H|S	0.942125223583	0.072066006373	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	alo	3	3	d	o	L3:P3:d>o	9	5	7	5	8	5	H|P|S	B|H|S	0.888758442232	0.089968827099	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	als	3	3	d	s	L3:P3:d>s	9	3	7	3	8	3	H|P|S	H|P	0.955579101985	0.050133845862	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	alt	3	3	d	t	L3:P3:d>t	9	2	7	2	8	2	H|P|S	B|S	0.937376653763	0.073621367990	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	aly	3	3	d	y	L3:P3:d>y	9	23	7	16	8	20	H|P|S	B|H|S|T	0.923431646258	0.078627013625	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ald	old	3	1	a	o	L3:P1:a>o	9	19	7	14	8	15	H|P|S	C|H|P|S	0.974470771751	0.036203752568	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	alk	3	3	g	k	L3:P3:g>k	2	16	2	9	2	10	H|P	C|H|S	0.915701927860	0.108145664228	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	alo	3	3	g	o	L3:P3:g>o	2	5	2	5	2	5	H|P	B|H|S	0.948170709747	0.031548303512	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	als	3	3	g	s	L3:P3:g>s	2	3	2	3	2	3	H|P	H|P	0.988708229971	0.014061998331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	alt	3	3	g	t	L3:P3:g>t	2	2	2	2	2	2	H|P	B|S	0.932307911415	0.055966855117	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	aly	3	3	g	y	L3:P3:g>y	2	23	2	16	2	20	H|P	B|H|S|T	0.962151038055	0.072630351467	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alg	ylg	3	1	a	y	L3:P1:a>y	2	1	2	1	2	1	H|P	H	0.985289903492	0.012292694841	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alk	alo	3	3	k	o	L3:P3:k>o	16	5	9	5	10	5	C|H|S	B|H|S	0.856074539341	0.146738605100	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alk	als	3	3	k	s	L3:P3:k>s	16	3	9	3	10	3	C|H|S	H|P	0.883094578292	0.130853434087	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alk	alt	3	3	k	t	L3:P3:k>t	16	2	9	2	10	2	C|H|S	B|S	0.917102261288	0.103619980920	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alk	aly	3	3	k	y	L3:P3:k>y	16	23	9	16	10	20	C|H|S	B|H|S|T	0.848305570123	0.160494094892	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alk	olk	3	1	a	o	L3:P1:a>o	16	69	9	22	10	34	C|H|S	B|C|H|S|T	0.995264433928	0.015343270922	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	als	3	3	o	s	L3:P3:o>s	5	3	5	3	5	3	B|H|S	H|P	0.927674392779	0.053343373139	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	alt	3	3	o	t	L3:P3:o>t	5	2	5	2	5	2	B|H|S	B|S	0.856752418008	0.108533479583	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	aly	3	3	o	y	L3:P3:o>y	5	23	5	16	5	20	B|H|S	B|H|S|T	0.903981654238	0.105765445399	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	amo	3	2	l	m	L3:P2:l>m	5	1	5	1	5	1	B|H|S	H	0.934633008703	0.046953508607	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	aro	3	2	l	r	L3:P2:l>r	5	6	5	6	5	6	B|H|S	H|P|S	0.964141432188	0.023403650350	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	llo	3	1	a	l	L3:P1:a>l	5	1	5	1	5	1	B|H|S	S	0.919535014096	0.062464710134	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alo	olo	3	1	a	o	L3:P1:a>o	5	11	5	9	5	9	B|H|S	B|H	0.966263924377	0.037863915340	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
als	alt	3	3	s	t	L3:P3:s>t	3	2	3	2	3	2	H|P	B|S	0.922165098503	0.062635412159	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
als	aly	3	3	s	y	L3:P3:s>y	3	23	3	16	3	20	H|P	B|H|S|T	0.980389654486	0.047150751804	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
als	lls	3	1	a	l	L3:P1:a>l	3	1	3	1	3	1	H|P	S	0.974921689225	0.023721503924	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
als	ols	3	1	a	o	L3:P1:a>o	3	13	3	12	3	13	H|P	B|H|P|S|T	0.952402458764	0.064912333623	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alt	aly	3	3	t	y	L3:P3:t>y	2	23	2	16	2	20	B|S	B|H|S|T	0.855341862362	0.157923846033	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
alt	olt	3	1	a	o	L3:P1:a>o	2	8	2	5	2	6	B|S	B|H|S|T	0.941586155671	0.068806959652	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aly	ary	3	2	l	r	L3:P2:l>r	23	26	16	20	20	22	B|H|S|T	B|C|H|S|T	0.993567140463	0.009812353464	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aly	asy	3	2	l	s	L3:P2:l>s	23	1	16	1	20	1	B|H|S|T	B	0.923363149107	0.116670737447	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aly	oly	3	1	a	o	L3:P1:a>o	23	43	16	26	20	29	B|H|S|T	B|H|P|S|T	0.963588278870	0.055511080236	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
am	an	2	2	m	n	L2:P2:m>n	1	25	1	17	1	19	S	B|H|S	0.839272440276	0.195664079749	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
am	ar	2	2	m	r	L2:P2:m>r	1	350	1	69	1	111	S	B|C|H|P|S|T	0.835576628899	0.226671943296	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
am	at	2	2	m	t	L2:P2:m>t	1	1	1	1	1	1	S	H	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ama	amo	3	3	a	o	L3:P3:a>o	1	1	1	1	1	1	H	H	0.892343387471	0.044035104293	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ama	ara	3	2	m	r	L3:P2:m>r	1	8	1	8	1	8	H	H|S	0.936400615342	0.078109493067	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
amo	aro	3	2	m	r	L3:P2:m>r	1	6	1	6	1	6	H	H|P|S	0.885352003852	0.076529703650	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
an	ar	2	2	n	r	L2:P2:n>r	25	350	17	69	19	111	B|H|S	B|C|H|P|S|T	0.987984620108	0.028332364465	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
an	at	2	2	n	t	L2:P2:n>t	25	1	17	1	19	1	B|H|S	H	0.839272440276	0.195664079749	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
an	on	2	1	a	o	L2:P1:a>o	25	1	17	1	19	1	B|H|S	H	0.910279451492	0.137496134350	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	eor	3	1	a	e	L3:P1:a>e	1	34	1	23	1	28	P	B|C|H|P|S|T	0.890034302829	0.161615052387	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	for	3	1	a	f	L3:P1:a>f	1	1	1	1	1	1	P	H	0.961948955916	0.028308281331	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	kor	3	1	a	k	L3:P1:a>k	1	12	1	11	1	12	P	H|P|S	0.884175913036	0.140964971682	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	lor	3	1	a	l	L3:P1:a>l	1	20	1	14	1	16	P	B|H|S|T	0.864903819093	0.179025418340	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	por	3	1	a	p	L3:P1:a>p	1	9	1	7	1	8	P	B|H|P|S	0.908742558609	0.103096504728	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	ror	3	1	a	r	L3:P1:a>r	1	8	1	6	1	7	P	B|S	0.898834625787	0.110606787092	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	tor	3	1	a	t	L3:P1:a>t	1	1	1	1	1	1	P	T	0.985150812065	0.012581458369	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
aor	yor	3	1	a	y	L3:P1:a>y	1	2	1	2	1	2	P	H	0.965522631333	0.028377401170	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ar	at	2	2	r	t	L2:P2:r>t	350	1	69	1	111	1	B|C|H|P|S|T	H	0.836647525472	0.224826724312	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ar	lr	2	1	a	l	L2:P1:a>l	350	6	69	4	111	5	B|C|H|P|S|T	B|S	0.975951006986	0.057117860031	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ar	or	2	1	a	o	L2:P1:a>o	350	504	69	86	111	154	B|C|H|P|S|T	B|C|H|P|S|T	0.990681088064	0.028432191056	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ara	arl	3	3	a	l	L3:P3:a>l	8	2	8	2	8	2	H|S	H|S	0.807687222471	0.128161888134	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ara	aro	3	3	a	o	L3:P3:a>o	8	6	8	6	8	6	H|S	H|P|S	0.765124911779	0.148078651788	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ara	ary	3	3	a	y	L3:P3:a>y	8	26	8	20	8	22	H|S	B|C|H|S|T	0.806611424462	0.152090851957	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
ara	ora	3	1	a	o	L3:P1:a>o	8	5	8	5	8	5	H|S	B|H|S|T	0.968906949514	0.033631256920	ONE_GLYPH_FORMAL_NEIGHBOR_NO_MORPHOLOGY_OR_MEANING
