edition	model	held_unit	unit_type	effect	positive_effect
IT2a	EDGE29	f104	LEAVE_FOLIO_OUT	0.000051700905	1
IT2a	EDGE29	f105	LEAVE_FOLIO_OUT	0.000129318263	1
IT2a	EDGE29	f106	LEAVE_FOLIO_OUT	0.000285977450	1
IT2a	EDGE29	f107	LEAVE_FOLIO_OUT	0.000134246752	1
IT2a	EDGE29	f112	LEAVE_FOLIO_OUT	0.000086112184	1
IT2a	EDGE29	f113	LEAVE_FOLIO_OUT	-0.000416614260	0
IT2a	EDGE29	f114	LEAVE_FOLIO_OUT	0.000110845687	1
IT2a	EDGE29	f115	LEAVE_FOLIO_OUT	-0.000041782963	0
IT2a	RAW_CHAR3_HASH32	f104r	PAGE	0.018848313833	1
IT2a	RAW_CHAR3_HASH32	f104v	PAGE	0.025887609127	1
IT2a	RAW_CHAR3_HASH32	f105r	PAGE	-0.008818167023	0
IT2a	RAW_CHAR3_HASH32	f105v	PAGE	0.003306378078	1
IT2a	RAW_CHAR3_HASH32	f106r	PAGE	-0.037011077937	0
IT2a	RAW_CHAR3_HASH32	f107v	PAGE	0.039302068479	1
IT2a	RAW_CHAR3_HASH32	f112v	PAGE	0.003743879520	1
IT2a	RAW_CHAR3_HASH32	f113r	PAGE	0.043722855958	1
IT2a	RAW_CHAR3_HASH32	f113v	PAGE	0.002740248303	1
IT2a	RAW_CHAR3_HASH32	f114r	PAGE	-0.010492314471	0
IT2a	RAW_CHAR3_HASH32	f114v	PAGE	-0.016153232779	0
IT2a	RAW_CHAR3_HASH32	f115r	PAGE	-0.005819028779	0
IT2a	RAW_CHAR3_HASH32	f115v	PAGE	-0.034049315012	0
IT2a	RAW_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	-0.001775245969	0
IT2a	RAW_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.002792727840	1
IT2a	RAW_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.005184941269	1
IT2a	RAW_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	-0.001174487599	0
IT2a	RAW_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.001788694815	1
IT2a	RAW_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	-0.001932262451	0
IT2a	RAW_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.004713978595	1
IT2a	RAW_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.005916051008	1
IT2a	HOST_CHAR3_HASH32	f104r	PAGE	0.088145372665	1
IT2a	HOST_CHAR3_HASH32	f104v	PAGE	0.016665174584	1
IT2a	HOST_CHAR3_HASH32	f105r	PAGE	0.011937960870	1
IT2a	HOST_CHAR3_HASH32	f105v	PAGE	-0.031942531778	0
IT2a	HOST_CHAR3_HASH32	f106r	PAGE	-0.013123853416	0
IT2a	HOST_CHAR3_HASH32	f107v	PAGE	0.003591146522	1
IT2a	HOST_CHAR3_HASH32	f112v	PAGE	-0.015596620036	0
IT2a	HOST_CHAR3_HASH32	f113r	PAGE	0.028199481651	1
IT2a	HOST_CHAR3_HASH32	f113v	PAGE	0.006003596786	1
IT2a	HOST_CHAR3_HASH32	f114r	PAGE	-0.011220092284	0
IT2a	HOST_CHAR3_HASH32	f114v	PAGE	0.043416963000	1
IT2a	HOST_CHAR3_HASH32	f115r	PAGE	0.010106802532	1
IT2a	HOST_CHAR3_HASH32	f115v	PAGE	0.003948971542	1
IT2a	HOST_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	0.003211075035	1
IT2a	HOST_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.014557903959	1
IT2a	HOST_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.012771352171	1
IT2a	HOST_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	0.011378435510	1
IT2a	HOST_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.012977416056	1
IT2a	HOST_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	0.009629935837	1
IT2a	HOST_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.009812318357	1
IT2a	HOST_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.011461508960	1
RF1b	COMPILER12	f104r	PAGE	-0.026760671067	0
RF1b	COMPILER12	f104v	PAGE	-0.011893148864	0
RF1b	COMPILER12	f105r	PAGE	0.076249260336	1
RF1b	COMPILER12	f105v	PAGE	-0.017243632953	0
RF1b	COMPILER12	f106r	PAGE	0.004169517641	1
RF1b	COMPILER12	f107v	PAGE	0.022108523321	1
RF1b	COMPILER12	f112v	PAGE	0.116598488311	1
RF1b	COMPILER12	f113r	PAGE	0.068406153783	1
RF1b	COMPILER12	f113v	PAGE	0.009208311978	1
RF1b	COMPILER12	f114r	PAGE	-0.014159208284	0
RF1b	COMPILER12	f114v	PAGE	0.005212963087	1
RF1b	COMPILER12	f115r	PAGE	0.022081962676	1
RF1b	COMPILER12	f115v	PAGE	0.008147001462	1
RF1b	COMPILER12	f104	LEAVE_FOLIO_OUT	0.027343576487	1
RF1b	COMPILER12	f105	LEAVE_FOLIO_OUT	0.018465444913	1
RF1b	COMPILER12	f106	LEAVE_FOLIO_OUT	0.021496333649	1
RF1b	COMPILER12	f107	LEAVE_FOLIO_OUT	0.020001416509	1
RF1b	COMPILER12	f112	LEAVE_FOLIO_OUT	0.012127252760	1
RF1b	COMPILER12	f113	LEAVE_FOLIO_OUT	0.016773732333	1
RF1b	COMPILER12	f114	LEAVE_FOLIO_OUT	0.024642887875	1
RF1b	COMPILER12	f115	LEAVE_FOLIO_OUT	0.021081505208	1
RF1b	EDGE29	f104r	PAGE	-0.001427225604	0
RF1b	EDGE29	f104v	PAGE	0.000172145258	1
RF1b	EDGE29	f105r	PAGE	0.000775255347	1
RF1b	EDGE29	f105v	PAGE	0.002558574867	1
RF1b	EDGE29	f106r	PAGE	-0.004168528438	0
RF1b	EDGE29	f107v	PAGE	0.003122435045	1
RF1b	EDGE29	f112v	PAGE	-0.000690639662	0
RF1b	EDGE29	f113r	PAGE	0.002952882762	1
RF1b	EDGE29	f113v	PAGE	0.001532886611	1
RF1b	EDGE29	f114r	PAGE	0.000826014687	1
RF1b	EDGE29	f114v	PAGE	-0.001848351608	0
RF1b	EDGE29	f115r	PAGE	0.002223373266	1
RF1b	EDGE29	f115v	PAGE	0.000599867355	1
RF1b	EDGE29	f104	LEAVE_FOLIO_OUT	0.000716706385	1
RF1b	EDGE29	f105	LEAVE_FOLIO_OUT	0.000299532697	1
RF1b	EDGE29	f106	LEAVE_FOLIO_OUT	0.000899768194	1
RF1b	EDGE29	f107	LEAVE_FOLIO_OUT	0.000292187903	1
RF1b	EDGE29	f112	LEAVE_FOLIO_OUT	0.000609944129	1
RF1b	EDGE29	f113	LEAVE_FOLIO_OUT	0.000194810956	1
RF1b	EDGE29	f114	LEAVE_FOLIO_OUT	0.000695547892	1
RF1b	EDGE29	f115	LEAVE_FOLIO_OUT	0.000345949933	1
RF1b	RAW_CHAR3_HASH32	f104r	PAGE	0.029382845128	1
RF1b	RAW_CHAR3_HASH32	f104v	PAGE	0.014664341921	1
RF1b	RAW_CHAR3_HASH32	f105r	PAGE	0.006260092057	1
RF1b	RAW_CHAR3_HASH32	f105v	PAGE	0.007315058346	1
RF1b	RAW_CHAR3_HASH32	f106r	PAGE	-0.035900583343	0
RF1b	RAW_CHAR3_HASH32	f107v	PAGE	0.046996096780	1
RF1b	RAW_CHAR3_HASH32	f112v	PAGE	0.020030135920	1
RF1b	RAW_CHAR3_HASH32	f113r	PAGE	0.037331657835	1
RF1b	RAW_CHAR3_HASH32	f113v	PAGE	-0.001428691414	0
RF1b	RAW_CHAR3_HASH32	f114r	PAGE	-0.006113952254	0
RF1b	RAW_CHAR3_HASH32	f114v	PAGE	-0.029720934217	0
RF1b	RAW_CHAR3_HASH32	f115r	PAGE	0.006161086935	1
RF1b	RAW_CHAR3_HASH32	f115v	PAGE	-0.039857779363	0
RF1b	RAW_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	0.001006562480	1
RF1b	RAW_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.003776747630	1
RF1b	RAW_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.007584996473	1
RF1b	RAW_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	0.000676939796	1
RF1b	RAW_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.002924103201	1
RF1b	RAW_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	0.001746946173	1
RF1b	RAW_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.008268569164	1
RF1b	RAW_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.008074187887	1
RF1b	HOST_CHAR3_HASH32	f104r	PAGE	0.080370461754	1
RF1b	HOST_CHAR3_HASH32	f104v	PAGE	0.010497985868	1
RF1b	HOST_CHAR3_HASH32	f105r	PAGE	0.013917945294	1
RF1b	HOST_CHAR3_HASH32	f105v	PAGE	-0.007271508088	0
RF1b	HOST_CHAR3_HASH32	f106r	PAGE	-0.018221351908	0
RF1b	HOST_CHAR3_HASH32	f107v	PAGE	0.010064445237	1
RF1b	HOST_CHAR3_HASH32	f112v	PAGE	-0.036401745837	0
RF1b	HOST_CHAR3_HASH32	f113r	PAGE	0.018729050422	1
RF1b	HOST_CHAR3_HASH32	f113v	PAGE	0.003831902238	1
RF1b	HOST_CHAR3_HASH32	f114r	PAGE	0.000414223214	1
RF1b	HOST_CHAR3_HASH32	f114v	PAGE	0.033097918896	1
RF1b	HOST_CHAR3_HASH32	f115r	PAGE	-0.002672080672	0
RF1b	HOST_CHAR3_HASH32	f115v	PAGE	0.025196975402	1
RF1b	HOST_CHAR3_HASH32	f104	LEAVE_FOLIO_OUT	0.003698706745	1
RF1b	HOST_CHAR3_HASH32	f105	LEAVE_FOLIO_OUT	0.011355253147	1
RF1b	HOST_CHAR3_HASH32	f106	LEAVE_FOLIO_OUT	0.012481297811	1
RF1b	HOST_CHAR3_HASH32	f107	LEAVE_FOLIO_OUT	0.010124148049	1
RF1b	HOST_CHAR3_HASH32	f112	LEAVE_FOLIO_OUT	0.013996330638	1
RF1b	HOST_CHAR3_HASH32	f113	LEAVE_FOLIO_OUT	0.009908479015	1
RF1b	HOST_CHAR3_HASH32	f114	LEAVE_FOLIO_OUT	0.008912916337	1
RF1b	HOST_CHAR3_HASH32	f115	LEAVE_FOLIO_OUT	0.009911757008	1
