language_id	panel	module	source_sta_sequence	held_folio	mapped_phoneme_sequence	modal_realization	modal_fold_count	stable_9_of_12
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f111	a	s	6	0
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f112	s	s	6	0
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f113	s	s	6	0
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f114	ɐ	s	6	0
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f115	s	s	6	0
GEORGIAN	KARTVELIAN_TARGET	s-	C2	f116	a	s	6	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f103	m ɐ	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f104	s a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f105	l i	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f106	m a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f107	s a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f108	l i	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f111	a a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f112	s a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f113	s a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f114	a n	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f115	l i	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dy	B1 A2	f116	x a	s a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f103	m m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f104	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f105	l l ɐ	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f106	m l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f107	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f108	l l ɐ	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f111	a l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f112	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f113	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f114	a l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f115	l m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f116	x l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f103	m m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f104	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f105	l l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f106	m l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f107	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f108	l l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f111	a l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f112	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f113	s m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f114	a l i	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f115	l m a	s m a	4	0
GEORGIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f116	x l i	s m a	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f103	m	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f104	tʃ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f105	m	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f106	dʒ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f107	u	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f108	tʃ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f111	dʒ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f112	u	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f113	tʃ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f114	tʃ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f115	dʒ	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	q-	D1	f116	m	tʃ	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f103	m	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f104	i	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f105	m	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f106	t	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f107	o	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f108	i	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f111	t	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f112	o	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f113	m	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f114	r	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f115	t	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	d-	B1	f116	m	m	4	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f103	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f104	i	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f105	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f106	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f107	tʃ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f108	i	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f111	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f112	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f113	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f114	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f115	i	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	s-	C2	f116	ɐ	ɐ	8	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f103	m ɐ	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f104	i i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f105	m ɐ	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f106	t i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f107	o o	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f108	i i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f111	t i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f112	o o	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f113	m ɐ	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f114	r i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f115	t i	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dy	B1 A2	f116	m ɐ	m ɐ	4	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f103	m m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f104	i r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f105	m m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f106	t l ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f107	o x o	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f108	i r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f111	t m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f112	o r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f113	m r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f114	r r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f115	t r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f116	m r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f103	m m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f104	i r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f105	m m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f106	t l ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f107	o x o	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f108	i r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f111	t m ɐ	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f112	o r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f113	m r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f114	r r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f115	t r i	m m ɐ	2	0
MINGRELIAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f116	m r i	m m ɐ	2	0
LAZ	KARTVELIAN_TARGET	q-	D1	f103	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f104	ɐ	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f105	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f106	d	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f107	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f108	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f111	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f112	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f113	d	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f114	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f115	m	m	9	1
LAZ	KARTVELIAN_TARGET	q-	D1	f116	m	m	9	1
LAZ	KARTVELIAN_TARGET	d-	B1	f103	r	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f104	r	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f105	o	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f106	x	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f107	x	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f108	r	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f111	r	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f112	o	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f113	x	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f114	r	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f115	o	r	5	0
LAZ	KARTVELIAN_TARGET	d-	B1	f116	i	r	5	0
LAZ	KARTVELIAN_TARGET	s-	C2	f103	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f104	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f105	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f106	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f107	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f108	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f111	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f112	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f113	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f114	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f115	i	ɐ	11	1
LAZ	KARTVELIAN_TARGET	s-	C2	f116	ɐ	ɐ	11	1
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f103	r i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f104	r i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f105	o i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f106	x i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f107	x i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f108	r i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f111	r i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f112	o i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f113	x i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f114	r i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f115	o i	r i	5	0
LAZ	KARTVELIAN_TARGET	-dy	B1 A2	f116	i m	r i	5	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f103	r r i	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f104	r r i	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f105	o x o	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f106	x r ɐ	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f107	x r ɐ	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f108	r r ɐ	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f111	r r ɐ	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f112	o x o	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f113	x r ɐ	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f114	r r i	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f115	o l i	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dal	B1 A3 B2	f116	i r i	r r i	3	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f103	r r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f104	r r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f105	o x o	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f106	x r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f107	x r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f108	r r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f111	r r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f112	o x o	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f113	x r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f114	r r i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f115	o l i	r r i	5	0
LAZ	KARTVELIAN_TARGET	-dar	B1 A3 C1	f116	i r i	r r i	5	0
SVAN	KARTVELIAN_TARGET	q-	D1	f103	m	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f104	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f105	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f106	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f107	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f108	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f111	m	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f112	m	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f113	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f114	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f115	s	s	9	1
SVAN	KARTVELIAN_TARGET	q-	D1	f116	s	s	9	1
SVAN	KARTVELIAN_TARGET	d-	B1	f103	m	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f104	a	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f105	a	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f106	a	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f107	ɐ	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f108	a	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f111	s	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f112	s	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f113	a	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f114	ʃ	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f115	x	a	5	0
SVAN	KARTVELIAN_TARGET	d-	B1	f116	ʃ	a	5	0
SVAN	KARTVELIAN_TARGET	s-	C2	f103	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f104	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f105	a	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f106	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f107	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f108	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f111	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f112	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f113	m	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f114	gʷ	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f115	l	m	9	1
SVAN	KARTVELIAN_TARGET	s-	C2	f116	m	m	9	1
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f103	m m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f104	a m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f105	a m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f106	a m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f107	ɐ x	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f108	a m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f111	s g	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f112	s g	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f113	a m	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f114	ʃ i	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f115	x a	a m	5	0
SVAN	KARTVELIAN_TARGET	-dy	B1 A2	f116	ʃ i	a m	5	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f103	m a m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f104	a s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f105	a ʃ i	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f106	a s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f107	ɐ x a	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f108	a s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f111	s s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f112	s s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f113	a x a	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f114	ʃ a m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f115	x a m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dal	B1 A3 B2	f116	ʃ s m	a s m	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f103	m a m	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f104	a s g	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f105	a ʃ i	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f106	a s g	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f107	ɐ x a	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f108	a s g	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f111	s s g	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f112	s s g	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f113	a x a	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f114	ʃ a m	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f115	x a m	a s g	3	0
SVAN	KARTVELIAN_TARGET	-dar	B1 A3 C1	f116	ʃ s g	a s g	3	0
ARMENIAN	UNRELATED_CONTROL	q-	D1	f103	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f104	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f105	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f106	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f107	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f108	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f111	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f112	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f113	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f114	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f115	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	q-	D1	f116	m	m	12	1
ARMENIAN	UNRELATED_CONTROL	d-	B1	f103	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f104	u	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f105	k	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f106	o	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f107	o	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f108	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f111	o	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f112	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f113	o	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f114	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f115	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	d-	B1	f116	a	a	6	0
ARMENIAN	UNRELATED_CONTROL	s-	C2	f103	m	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f104	m	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f105	m	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f106	o	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f107	l	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f108	m	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f111	m	m	10	1
ARMENIAN	UNRELATED_CONTROL	s-	C2	f112	m	m	10	1
