fold	training_books	surface_group	surface_without_marker	outer_left	local_left	page_host	right_outer	right_inner	abbreviation_marker	operation_count	host_training_occurrences	host_envelope_types
Band2	Band3;Band4;Band5	abprechen	abprechen	NONE	NONE	abprechen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	absagen	absagen	NONE	NONE	absag	en	NONE	0	1	4	3
Band2	Band3;Band4;Band5	abschreibn¤	abschreibn	NONE	NONE	abschreibn	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	abschrifft	abschrifft	NONE	NONE	abschrifft	NONE	NONE	0	0	17	1
Band2	Band3;Band4;Band5	abschrift	abschrift	NONE	NONE	abschrift	NONE	NONE	0	0	68	2
Band2	Band3;Band4;Band5	abschrifte	abschrifte	NONE	NONE	abschrift	e	NONE	0	1	68	2
Band2	Band3;Band4;Band5	abschriften	abschriften	NONE	NONE	abschrift	en	NONE	0	1	68	2
Band2	Band3;Band4;Band5	abschr¤	abschr	NONE	NONE	abschr	NONE	NONE	1	0	133	1
Band2	Band3;Band4;Band5	absperg	absperg	NONE	NONE	absperg	NONE	NONE	0	0	2	2
Band2	Band3;Band4;Band5	absperger	absperger	NONE	NONE	absperg	er	NONE	0	1	2	2
Band2	Band3;Band4;Band5	abspergers	abspergers	NONE	NONE	abspergers	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	absperg¤	absperg	NONE	NONE	absperg	NONE	NONE	1	0	2	2
Band2	Band3;Band4;Band5	abspg¤	abspg	NONE	NONE	abspg	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	abtragen	abtragen	NONE	NONE	abtrage	n	NONE	0	1	9	1
Band2	Band3;Band4;Band5	abtrage¤	abtrage	NONE	NONE	abtrage	NONE	NONE	1	0	9	1
Band2	Band3;Band4;Band5	abtspg¤	abtspg	NONE	NONE	abtspg	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	abtun	abtun	NONE	NONE	abtun	NONE	NONE	0	0	20	0
Band2	Band3;Band4;Band5	abtün	abtün	NONE	NONE	abtü	n	NONE	0	1	6	1
Band2	Band3;Band4;Band5	ab¤	ab	NONE	NONE	ab	NONE	NONE	1	0	477	41
Band2	Band3;Band4;Band5	ache	ache	NONE	NONE	ach	e	NONE	0	1	13	23
Band2	Band3;Band4;Band5	achilej	achilej	NONE	NONE	achilej	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	achillej	achillej	NONE	NONE	achillej	NONE	NONE	0	0	6	0
Band2	Band3;Band4;Band5	achilleẏ	achilleẏ	NONE	NONE	achilleẏ	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	acht	acht	NONE	NONE	acht	NONE	NONE	0	0	78	15
Band2	Band3;Band4;Band5	achtag	achtag	NONE	NONE	achtag	NONE	NONE	0	0	2	0
Band2	Band3;Band4;Band5	achten	achten	NONE	NONE	acht	en	NONE	0	1	78	15
Band2	Band3;Band4;Band5	achtern	achtern	NONE	NONE	achtern	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ach¤	ach	NONE	NONE	ach	NONE	NONE	1	0	13	23
Band2	Band3;Band4;Band5	actum	actum	NONE	NONE	actum	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	act¤	act	NONE	NONE	act	NONE	NONE	1	0	36	0
Band2	Band3;Band4;Band5	ad	ad	NONE	NONE	ad	NONE	NONE	0	0	24	14
Band2	Band3;Band4;Band5	addito	addito	NONE	NONE	addito	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	adel	adel	NONE	NONE	adel	NONE	NONE	0	0	4	4
Band2	Band3;Band4;Band5	adell	adell	NONE	NONE	adel	l	NONE	0	1	4	4
Band2	Band3;Band4;Band5	adeln	adeln	NONE	NONE	adel	n	NONE	0	1	4	4
Band2	Band3;Band4;Band5	adito¤	adito	NONE	NONE	adito	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	adlacʒheim	adlacʒheim	NONE	NONE	adlacʒheim	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	admand¤	admand	NONE	NONE	admand	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	afftermontag	afftermontag	NONE	NONE	afftermontag	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	agnes	agnes	NONE	NONE	agnes	NONE	NONE	0	0	5	1
Band2	Band3;Band4;Band5	aigen	aigen	NONE	NONE	aigen	NONE	NONE	0	0	1	2
Band2	Band3;Band4;Band5	aigentlichen	aigentlichen	NONE	NONE	aigentlichen	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ainen	ainen	NONE	NONE	ain	en	NONE	0	1	1	7
Band2	Band3;Band4;Band5	al	al	NONE	NONE	a	l	NONE	0	1	70	183
Band2	Band3;Band4;Band5	albert¤	albert	NONE	NONE	albert	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	albrecht	albrecht	NONE	NONE	albrecht	NONE	NONE	0	0	17	4
Band2	Band3;Band4;Band5	albrechten	albrechten	NONE	NONE	albrecht	en	NONE	0	1	17	4
Band2	Band3;Band4;Band5	albrechte¤	albrechte	NONE	NONE	albrecht	e	NONE	1	1	17	4
Band2	Band3;Band4;Band5	albrecht¤	albrecht	NONE	NONE	albrecht	NONE	NONE	1	0	17	4
Band2	Band3;Band4;Band5	albreht	albreht	NONE	NONE	albreht	NONE	NONE	0	0	9	2
Band2	Band3;Band4;Band5	albrehtn¤	albrehtn	NONE	NONE	albreht	n	NONE	1	1	9	2
Band2	Band3;Band4;Band5	albreht¤	albreht	NONE	NONE	albreht	NONE	NONE	1	0	9	2
Band2	Band3;Band4;Band5	albr¤	albr	NONE	NONE	albr	NONE	NONE	1	0	128	1
Band2	Band3;Band4;Band5	alb¤	alb	NONE	NONE	alb	NONE	NONE	1	0	1	5
Band2	Band3;Band4;Band5	alersperg	alersperg	NONE	NONE	alersperg	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	alerspg¤	alerspg	NONE	NONE	alerspg	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	alexius	alexius	NONE	NONE	alexius	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	alheiden	alheiden	NONE	NONE	alheid	en	NONE	0	1	1	0
Band2	Band3;Band4;Band5	alheid¤	alheid	NONE	NONE	alheid	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	alheit¤	alheit	NONE	NONE	alheit	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	alheẏd	alheẏd	NONE	NONE	alheẏd	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	alicui¤	alicui	NONE	NONE	alicui	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	alijs	alijs	NONE	NONE	alijs	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	all	all	NONE	NONE	a	l	l	0	2	70	183
Band2	Band3;Band4;Band5	allcʒeit	allcʒeit	NONE	NONE	allcʒeit	NONE	NONE	0	0	153	0
Band2	Band3;Band4;Band5	allcʒeẏ	allcʒeẏ	NONE	NONE	allcʒeẏ	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	allcʒit	allcʒit	NONE	NONE	allcʒit	NONE	NONE	0	0	10	0
Band2	Band3;Band4;Band5	allcʒ¤	allcʒ	NONE	NONE	allcʒ	NONE	NONE	1	0	77	3
Band2	Band3;Band4;Band5	alle	alle	NONE	NONE	alle	NONE	NONE	0	0	137	16
Band2	Band3;Band4;Band5	allein	allein	NONE	NONE	allein	NONE	NONE	0	0	17	0
Band2	Band3;Band4;Band5	alleine	alleine	NONE	NONE	allein	e	NONE	0	1	17	0
Band2	Band3;Band4;Band5	allem	allem	NONE	NONE	alle	m	NONE	0	1	137	16
Band2	Band3;Band4;Band5	allen	allen	NONE	NONE	alle	n	NONE	0	1	137	16
Band2	Band3;Band4;Band5	aller	aller	NONE	NONE	alle	r	NONE	0	1	137	16
Band2	Band3;Band4;Band5	allerdhlewhtigist¤	allerdhlewhtigist	NONE	NONE	allerdhlewhtigist	NONE	NONE	1	0	1	1
Band2	Band3;Band4;Band5	allerdurchl¤	allerdurchl	NONE	NONE	allerdurchl	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	allerheiligetag¤	allerheiligetag	NONE	NONE	allerheiligetag	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	allerschierst	allerschierst	NONE	NONE	allerschierst	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	allerslacht	allerslacht	NONE	NONE	allerslacht	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	alles	alles	NONE	NONE	alle	s	NONE	0	1	137	16
Band2	Band3;Band4;Band5	allewege	allewege	NONE	NONE	alleweg	e	NONE	0	1	1	0
Band2	Band3;Band4;Band5	alle¤	alle	NONE	NONE	alle	NONE	NONE	1	0	137	16
Band2	Band3;Band4;Band5	alls	alls	NONE	NONE	all	s	NONE	0	1	101	18
Band2	Band3;Band4;Band5	allweg	allweg	NONE	NONE	allweg	NONE	NONE	0	0	38	2
Band2	Band3;Band4;Band5	all¤	all	NONE	NONE	a	l	l	1	2	70	183
Band2	Band3;Band4;Band5	allʒeit	allʒeit	NONE	NONE	allʒeit	NONE	NONE	0	0	7	0
Band2	Band3;Band4;Band5	allʒeite	allʒeite	NONE	NONE	allʒeit	e	NONE	0	1	7	0
Band2	Band3;Band4;Band5	als	als	NONE	NONE	als	NONE	NONE	0	0	4828	15
Band2	Band3;Band4;Band5	alsbalde	alsbalde	NONE	NONE	alsbald	e	NONE	0	1	9	1
Band2	Band3;Band4;Band5	alsdann	alsdann	NONE	NONE	alsdan	n	NONE	0	1	3	1
Band2	Band3;Band4;Band5	alslang	alslang	NONE	NONE	alslang	NONE	NONE	0	0	14	1
Band2	Band3;Band4;Band5	also	also	NONE	NONE	also	NONE	NONE	0	0	1531	3
Band2	Band3;Band4;Band5	alspald	alspald	NONE	NONE	alspald	NONE	NONE	0	0	17	1
Band2	Band3;Band4;Band5	alspalde	alspalde	NONE	NONE	alspald	e	NONE	0	1	17	1
Band2	Band3;Band4;Band5	alsuerre	alsuerre	NONE	NONE	alsuerr	e	NONE	0	1	5	1
Band2	Band3;Band4;Band5	alsuil	alsuil	NONE	NONE	alsuil	NONE	NONE	0	0	7	0
Band2	Band3;Band4;Band5	alsure¤	alsure	NONE	NONE	alsure	NONE	NONE	1	0	38	1
Band2	Band3;Band4;Band5	alsvil	alsvil	NONE	NONE	alsvil	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	alsvre¤	alsvre	NONE	NONE	alsvre	NONE	NONE	1	0	4	0
Band2	Band3;Band4;Band5	altar	altar	NONE	NONE	altar	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	alten	alten	NONE	NONE	alt	en	NONE	0	1	20	21
Band2	Band3;Band4;Band5	altenbürg	altenbürg	NONE	NONE	altenbürg	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	altenperg	altenperg	NONE	NONE	altenperg	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	altenpürg	altenpürg	NONE	NONE	altenpürg	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	altepürg¤	altepürg	NONE	NONE	altepürg	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	alter	alter	NONE	NONE	alter	NONE	NONE	0	0	34	2
Band2	Band3;Band4;Band5	alterher	alterher	NONE	NONE	alterher	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	alterherkume¤	alterherkume	NONE	NONE	alterherkume	NONE	NONE	1	0	5	1
Band2	Band3;Band4;Band5	altman	altman	NONE	NONE	altman	NONE	NONE	0	0	6	2
Band2	Band3;Band4;Band5	altman¤	altman	NONE	NONE	altman	NONE	NONE	1	0	6	2
Band2	Band3;Band4;Band5	altprehsthof	altprehsthof	NONE	NONE	altprehsthof	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	alt¤	alt	NONE	NONE	a	t	l	1	2	70	183
Band2	Band3;Band4;Band5	alʒ	alʒ	NONE	NONE	alʒ	NONE	NONE	0	0	3	0
Band2	Band3;Band4;Band5	alʒo	alʒo	NONE	NONE	alʒo	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	am	am	NONE	NONE	a	m	NONE	0	1	70	183
Band2	Band3;Band4;Band5	amb	amb	NONE	NONE	amb	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	amberg	amberg	NONE	NONE	amberg	NONE	NONE	0	0	28	1
Band2	Band3;Band4;Band5	ambg¤	ambg	NONE	NONE	ambg	NONE	NONE	1	0	13	1
Band2	Band3;Band4;Band5	amman	amman	NONE	NONE	amman	NONE	NONE	0	0	14	2
Band2	Band3;Band4;Band5	amperg	amperg	NONE	NONE	amperg	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ampt	ampt	NONE	NONE	ampt	NONE	NONE	0	0	4	8
Band2	Band3;Band4;Band5	amptam	amptam	NONE	NONE	amptam	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	amptleut	amptleut	NONE	NONE	amptleut	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	amptleute	amptleute	NONE	NONE	amptleute	NONE	NONE	0	0	2	1
Band2	Band3;Band4;Band5	amptman	amptman	NONE	NONE	amptman	NONE	NONE	0	0	68	1
Band2	Band3;Band4;Band5	amptman¤	amptman	NONE	NONE	amptman	NONE	NONE	1	0	68	1
Band2	Band3;Band4;Band5	amptma¤	amptma	NONE	NONE	amptma	NONE	NONE	1	0	6	2
Band2	Band3;Band4;Band5	ampt¤	ampt	NONE	NONE	ampt	NONE	NONE	1	0	4	8
Band2	Band3;Band4;Band5	an	an	NONE	NONE	an	NONE	NONE	0	0	1817	81
Band2	Band3;Band4;Band5	anbehabt	anbehabt	an	be	habt	NONE	NONE	0	2	1673	2
Band2	Band3;Band4;Band5	anckon	anckon	NONE	NONE	anckon	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	ancʒal	ancʒal	NONE	NONE	ancʒal	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	ander	ander	an	NONE	der	NONE	NONE	0	1	4210	55
Band2	Band3;Band4;Band5	andere	andere	an	NONE	der	e	NONE	0	2	4210	55
Band2	Band3;Band4;Band5	anderhalben	anderhalben	NONE	NONE	anderhalben	NONE	NONE	0	0	0	0
Band2	Band3;Band4;Band5	andern	andern	an	NONE	der	n	NONE	0	2	4210	55
Band2	Band3;Band4;Band5	andernseite¤	andernseite	NONE	NONE	andernseite	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	anderr	anderr	an	NONE	der	r	NONE	0	2	4210	55
Band2	Band3;Band4;Band5	anders	anders	an	NONE	der	s	NONE	0	2	4210	55
Band2	Band3;Band4;Band5	anderswo	anderswo	NONE	NONE	anderswo	NONE	NONE	0	0	14	2
Band2	Band3;Band4;Band5	anderswohin	anderswohin	NONE	NONE	anderswohin	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	anderweit	anderweit	NONE	NONE	anderweit	NONE	NONE	0	0	1	0
Band2	Band3;Band4;Band5	ander¤	ander	an	NONE	der	NONE	NONE	1	1	4210	55
Band2	Band3;Band4;Band5	ande¤	ande	an	NONE	d	e	NONE	1	2	757	212
Band2	Band3;Band4;Band5	andn¤	andn	an	NONE	d	n	NONE	1	2	757	212
Band2	Band3;Band4;Band5	andr	andr	an	NONE	d	r	NONE	0	2	757	212
Band2	Band3;Band4;Band5	andree	andree	NONE	NONE	andr	e	e	0	2	125	3
Band2	Band3;Band4;Band5	andres	andres	an	NONE	d	es	r	0	3	757	212
Band2	Band3;Band4;Band5	andresen	andresen	NONE	NONE	andr	en	es	0	2	125	3
Band2	Band3;Band4;Band5	andr¤	andr	an	NONE	d	r	NONE	1	2	757	212
Band2	Band3;Band4;Band5	ands¤	ands	an	NONE	d	s	NONE	1	2	757	212
Band2	Band3;Band4;Band5	and¤	and	an	NONE	d	NONE	NONE	1	1	757	212
Band2	Band3;Band4;Band5	anerstorbn¤	anerstorbn	NONE	NONE	anerstorbn	NONE	NONE	1	0	6	0
Band2	Band3;Band4;Band5	angange¤	angange	NONE	NONE	angange	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	ange	ange	an	NONE	ge	NONE	NONE	0	1	152	171
Band2	Band3;Band4;Band5	angee	angee	an	NONE	ge	e	NONE	0	2	152	171
Band2	Band3;Band4;Band5	angeen	angeen	an	NONE	ge	en	NONE	0	2	152	171
Band2	Band3;Band4;Band5	angeet	angeet	an	NONE	ge	et	NONE	0	2	152	171
Band2	Band3;Band4;Band5	angefangen	angefangen	an	NONE	gefang	en	NONE	0	2	102	6
Band2	Band3;Band4;Band5	angefange¤	angefange	an	NONE	gefang	e	NONE	1	2	102	6
Band2	Band3;Band4;Band5	angelegt	angelegt	an	NONE	geleg	t	NONE	0	2	22	9
Band2	Band3;Band4;Band5	angemutet	angemutet	an	ge	mut	et	NONE	0	3	10	13
Band2	Band3;Band4;Band5	angemütet	angemütet	an	ge	mü	et	t	0	4	2	29
Band2	Band3;Band4;Band5	angen	angen	an	NONE	gen	NONE	NONE	0	1	935	102
Band2	Band3;Band4;Band5	angenemen	angenemen	an	ge	neme	n	NONE	0	3	55	12
Band2	Band3;Band4;Band5	angenome¤	angenome	an	NONE	genome	NONE	NONE	1	1	275	7
Band2	Band3;Band4;Band5	angepüre	angepüre	an	NONE	gepüre	NONE	NONE	0	1	6	0
Band2	Band3;Band4;Band5	angesagt	angesagt	an	NONE	gesagt	NONE	NONE	0	1	380	6
Band2	Band3;Band4;Band5	angesehen	angesehen	an	ge	sehen	NONE	NONE	0	2	66	9
Band2	Band3;Band4;Band5	angesproche¤	angesproche	an	NONE	gesproche	NONE	NONE	1	1	8	3
Band2	Band3;Band4;Band5	angeualle¤	angeualle	an	NONE	geualle	NONE	NONE	1	1	3	2
Band2	Band3;Band4;Band5	angeuertigt	angeuertigt	an	NONE	geuertigt	NONE	NONE	0	1	4	0
Band2	Band3;Band4;Band5	angevange¤	angevange	an	NONE	gevange	NONE	NONE	1	1	35	1
Band2	Band3;Band4;Band5	angreiffen	angreiffen	NONE	NONE	angreiffen	NONE	NONE	0	0	4	0
Band2	Band3;Band4;Band5	angreiffet	angreiffet	an	NONE	greiff	et	NONE	0	2	2	5
Band2	Band3;Band4;Band5	angriffen	angriffen	NONE	NONE	angriff	en	NONE	0	1	4	3
Band2	Band3;Band4;Band5	anhangend¤	anhangend	NONE	NONE	anhangend	NONE	NONE	1	0	1	1
Band2	Band3;Band4;Band5	anhang¤	anhang	an	NONE	hang	NONE	NONE	1	1	2	1
Band2	Band3;Band4;Band5	anheim	anheim	NONE	NONE	anheim	NONE	NONE	0	0	264	2
Band2	Band3;Band4;Band5	anh¤	anh	an	NONE	h	NONE	NONE	1	1	265	194
Band2	Band3;Band4;Band5	ankume¤	ankume	an	NONE	kume	NONE	NONE	1	1	288	13
Band2	Band3;Band4;Band5	anlasʒe	anlasʒe	an	NONE	lasʒe	NONE	NONE	0	1	29	4
Band2	Band3;Band4;Band5	anligen	anligen	an	NONE	ligen	NONE	NONE	0	1	27	8
Band2	Band3;Band4;Band5	anna	anna	NONE	NONE	anna	NONE	NONE	0	0	6	1
Band2	Band3;Band4;Band5	annemen	annemen	an	NONE	neme	n	NONE	0	2	55	12
Band2	Band3;Band4;Band5	annemet	annemet	an	NONE	neme	t	NONE	0	2	55	12
Band2	Band3;Band4;Band5	anneme¤	anneme	an	NONE	neme	NONE	NONE	1	1	55	12
Band2	Band3;Band4;Band5	annemt	annemt	an	NONE	ne	t	m	0	3	2	95
Band2	Band3;Band4;Band5	annen	annen	an	NONE	n	n	e	0	3	98	305
Band2	Band3;Band4;Band5	anno	anno	NONE	NONE	anno	NONE	NONE	0	0	285	0
Band2	Band3;Band4;Band5	annuciaciom¤	annuciaciom	NONE	NONE	annuciaciom	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	annuciacois¤	annuciacois	NONE	NONE	annuciacois	NONE	NONE	1	0	1	0
Band2	Band3;Band4;Band5	annuciac¤	annuciac	NONE	NONE	annuciac	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	anrüffen	anrüffen	NONE	NONE	anrüffen	NONE	NONE	0	0	8	0
Band2	Band3;Band4;Band5	anrüren	anrüren	an	NONE	rüren	NONE	NONE	0	1	3	2
Band2	Band3;Band4;Band5	anrür¤	anrür	an	NONE	rür	NONE	NONE	1	1	1	5
Band2	Band3;Band4;Band5	ansehen	ansehen	an	NONE	sehen	NONE	NONE	0	1	66	9
Band2	Band3;Band4;Band5	ansehn¤	ansehn	an	NONE	sehn	NONE	NONE	1	1	7	5
Band2	Band3;Band4;Band5	ansteet	ansteet	an	NONE	steet	NONE	NONE	0	1	38	5
Band2	Band3;Band4;Band5	ant	ant	NONE	NONE	an	t	NONE	0	1	1817	81
Band2	Band3;Band4;Band5	ante	ante	NONE	NONE	an	e	t	0	2	1817	81
Band2	Band3;Band4;Band5	anten¤	anten	NONE	NONE	an	en	t	1	2	1817	81
Band2	Band3;Band4;Band5	anthoni	anthoni	NONE	NONE	anthoni	NONE	NONE	0	0	12	3
Band2	Band3;Band4;Band5	anthonien	anthonien	NONE	NONE	anthoni	en	NONE	0	1	12	3
Band2	Band3;Band4;Band5	anthonij	anthonij	NONE	NONE	anthonij	NONE	NONE	0	0	30	0
Band2	Band3;Band4;Band5	antreffen	antreffen	NONE	NONE	antreff	en	NONE	0	1	12	3
Band2	Band3;Band4;Band5	antreffe¤	antreffe	NONE	NONE	antreff	e	NONE	1	1	12	3
Band2	Band3;Band4;Band5	antvvt	antvvt	NONE	NONE	antvvt	NONE	NONE	0	0	166	6
Band2	Band3;Band4;Band5	antvvten¤	antvvten	NONE	NONE	antvvt	en	NONE	1	1	166	6
Band2	Band3;Band4;Band5	antvvt¤	antvvt	NONE	NONE	antvvt	NONE	NONE	1	0	166	6
Band2	Band3;Band4;Band5	antvvt¤¤	antvvt	NONE	NONE	antvvt	NONE	NONE	1	0	166	6
Band2	Band3;Band4;Band5	antvvurt	antvvurt	NONE	NONE	antvvurt	NONE	NONE	0	0	13	8
Band2	Band3;Band4;Band5	antvvurtt	antvvurtt	NONE	NONE	antvvurtt	NONE	NONE	0	0	23	3
Band2	Band3;Band4;Band5	antvvurtten	antvvurtten	NONE	NONE	antvvurtt	en	NONE	0	1	23	3
Band2	Band3;Band4;Band5	antvvurtte¤	antvvurtte	NONE	NONE	antvvurtt	e	NONE	1	1	23	3
Band2	Band3;Band4;Band5	antw	antw	an	NONE	tw	NONE	NONE	0	1	4	3
Band2	Band3;Band4;Band5	antwt¤	antwt	NONE	NONE	antwt	NONE	NONE	1	0	211	10
Band2	Band3;Band4;Band5	antwurt	antwurt	NONE	NONE	antwurt	NONE	NONE	0	0	202	7
Band2	Band3;Band4;Band5	antwurtn¤	antwurtn	NONE	NONE	antwurt	n	NONE	1	1	202	7
Band2	Band3;Band4;Band5	antwurtt	antwurtt	NONE	NONE	antwurt	t	NONE	0	1	202	7
Band2	Band3;Band4;Band5	anuciac¤	anuciac	NONE	NONE	anuciac	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	anunciacois¤	anunciacois	NONE	NONE	anunciacois	NONE	NONE	1	0	0	0
Band2	Band3;Band4;Band5	anvvorden	anvvorden	an	NONE	vvorden	NONE	NONE	0	1	32	0
Band2	Band3;Band4;Band5	an¤	an	NONE	NONE	an	NONE	NONE	1	0	1817	81
Band2	Band3;Band4;Band5	ao	ao	NONE	NONE	ao	NONE	NONE	0	0	45	0
Band2	Band3;Band4;Band5	ap	ap	NONE	NONE	ap	NONE	NONE	0	0	1	15
Band2	Band3;Band4;Band5	apel	apel	NONE	NONE	apel	NONE	NONE	0	0	5	3
Band2	Band3;Band4;Band5	apell	apell	NONE	NONE	apel	l	NONE	0	1	5	3
Band2	Band3;Band4;Band5	apli¤	apli	NONE	NONE	apli	NONE	NONE	1	0	43	0
