host	visual_feature	feature_class	additional_feature_pages	additional_effect	additional_z	additional_local_p	additional_maxT_p	additional_lofo_min	additional_lofo_max	full_b_feature_pages	full_b_host_pages	full_b_hit_pages	full_b_counterexample_pages	full_b_feature_precision	full_b_hit_folios	full_b_effect	full_b_z	full_b_local_p	full_b_maxT_p	full_b_lofo_min	full_b_lofo_max	token_variants	prefix_variants	closing_fraction	label_rows	label	claim_state
o	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	-0.059698308228	-1.654052789345	0.108389161084	1.000000000000	-0.073587197117	-0.050462315462	12	19	6	13	0.315789473684	5	-0.015646651318	-1.867695759776	0.055094490551	1.000000000000	-0.018709441830	-0.011835859063	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.092121848739	0.000000000000	1.000000000000	1.000000000000	-0.101334033613	-0.051334033613	5	13	2	11	0.153846153846	2	0.015162653168	1.823376514292	0.082591740826	1.000000000000	0.003181729572	0.022768624159	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	0.075299700300	0.892517028279	0.464053594641	1.000000000000	-0.045264259550	0.121925693354	5	14	1	13	0.071428571429	1	-0.010097796080	-1.816178177410	0.060293970603	1.000000000000	-0.014467034986	-0.007996581698	3	2	0.900000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	0.014718894551	0.317079558259	0.725527447255	1.000000000000	-0.045562796337	0.058730021269	5	14	4	10	0.285714285714	4	0.009344921418	1.746641339784	0.081991800820	1.000000000000	0.001656161500	0.014165382123	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	0.043158567775	0.817493228047	0.598040195980	1.000000000000	-0.015663992870	0.084336007130	5	19	3	16	0.157894736842	3	0.005026214829	1.643239140200	0.200279972003	1.000000000000	-0.003045250089	0.012304201070	5	4	0.142857142857	5	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.010238780827	1.072332176331	0.454354564544	1.000000000000	-0.040588605294	0.070126372227	12	14	7	7	0.500000000000	6	0.001995771210	1.622019738260	0.112488751125	1.000000000000	-0.002475270021	0.005465998548	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.057332597958	-1.000000000000	1.000000000000	1.000000000000	-0.062544652317	-0.049557639330	3	19	0	19	0.000000000000	0	-0.023942201778	-1.616988605617	0.207179282072	1.000000000000	-0.025715698206	-0.021133309695	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	0.056453634085	1.278094862464	0.479952004800	1.000000000000	0.041374269006	0.075000000000	7	6	3	3	0.500000000000	3	0.007566571640	1.615849555594	0.201779822018	1.000000000000	0.004254434590	0.010567565903	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.018700597648	-0.417744282999	0.769623037696	1.000000000000	-0.042226292226	0.011312217195	8	14	2	12	0.142857142857	2	-0.008773283656	-1.598265382843	0.125487451255	1.000000000000	-0.011541329680	-0.006331254779	3	2	0.900000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	0.004139615713	0.087602216366	1.000000000000	1.000000000000	-0.016171328671	0.013240436035	5	17	3	14	0.176470588235	3	0.011367660434	1.584741736585	0.103989601040	1.000000000000	0.004056044738	0.019255402773	5	5	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	0.105660298307	2.191090760192	0.014798520148	0.982701729827	0.054998922646	0.136858974359	12	6	4	2	0.666666666667	3	0.013721878606	1.566191075300	0.098790120988	1.000000000000	0.004569377990	0.017524733860	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.043133569217	0.337909799851	0.651734826517	1.000000000000	-0.069537815126	0.005153237766	8	13	4	9	0.307692307692	3	0.013564972433	1.566012723242	0.129687031297	1.000000000000	0.006109726005	0.018812627361	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.035685148185	-0.287918573000	1.000000000000	1.000000000000	-0.053867957439	-0.017285492285	5	19	4	15	0.210526315789	4	0.015656043907	1.564887527182	0.116688331167	1.000000000000	0.010089220419	0.025779210837	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.037513007826	1.155594912201	0.345665433457	1.000000000000	0.020800553613	0.056514839327	12	19	8	11	0.421052631579	8	0.009278131857	1.544260290048	0.129087091291	1.000000000000	0.004882408931	0.011243249470	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	GRASS	VISIBLE_PLANT_FEATURE	5	0.018912086979	0.467453436330	0.668833116688	1.000000000000	-0.085142308672	0.063008096135	7	14	2	12	0.142857142857	2	-0.012051658310	-1.534421969688	0.148685131487	1.000000000000	-0.016026032962	-0.009630151215	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
aiin	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.046705384399	-1.615778606385	0.151884811519	1.000000000000	-0.052200135505	-0.038189016865	8	25	4	21	0.160000000000	3	-0.035668557059	-1.522406172239	0.129087091291	1.000000000000	-0.041389816908	-0.029581174664	3	3	0.000000000000	2	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	0.002615418637	0.259379397261	1.000000000000	1.000000000000	-0.016088486677	0.009872048367	8	17	6	11	0.352941176471	5	0.014668888957	1.479039399295	0.144185581442	1.000000000000	0.007868025503	0.020703201992	5	5	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okar	BROAD_CALYX	VISIBLE_PLANT_FEATURE	7	-0.106667403804	0.000000000000	1.000000000000	1.000000000000	-0.119216510133	-0.060392980722	7	13	0	13	0.000000000000	0	-0.019653964208	-1.478597811096	0.151884811519	1.000000000000	-0.021363004574	-0.016792718724	2	2	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.114029108147	-1.642433493927	0.112288771123	1.000000000000	-0.139605585824	-0.093917940136	5	18	1	17	0.055555555556	1	-0.023161261731	-1.477425728138	0.136986301370	1.000000000000	-0.029757534749	-0.016596413752	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	-0.050118590560	-0.720362030176	0.598440155984	1.000000000000	-0.092431438979	-0.011657052098	3	14	1	13	0.071428571429	1	-0.011679943391	-1.473565876033	0.183381661834	1.000000000000	-0.016639690742	-0.008275029088	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	4	-0.041287878788	-1.634426834730	0.230276972303	1.000000000000	-0.045416666667	-0.031349206349	5	6	0	6	0.000000000000	0	-0.006486956284	-1.465270372527	0.263773622638	1.000000000000	-0.007297825819	-0.005005912786	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	0.090892094017	1.021020891133	0.489651034897	1.000000000000	-0.034107905983	0.212791375291	3	6	1	5	0.166666666667	1	0.003822430404	1.463495638458	0.250574942506	1.000000000000	-0.006502814686	0.008872935454	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	GRASS	VISIBLE_PLANT_FEATURE	5	0.018352725706	1.114787436899	0.304569543046	1.000000000000	-0.013037330317	0.029270361991	7	17	6	11	0.352941176471	6	0.015070591754	1.461478886474	0.143085691431	1.000000000000	0.007415208786	0.021559945628	5	5	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ol	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	-0.021571598336	0.508735374996	1.000000000000	1.000000000000	-0.038703703704	0.008567290553	11	19	9	10	0.473684210526	7	0.016128611878	1.451119751439	0.149785021498	1.000000000000	0.009616907268	0.021740033237	5	4	0.142857142857	5	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.095824661450	-1.400015882993	0.240275972403	1.000000000000	-0.104535994309	-0.080293570066	3	24	2	22	0.083333333333	2	-0.027303281976	-1.443880465820	0.165183481652	1.000000000000	-0.035693861086	-0.016582870312	2	2	0.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ar	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	2	0.006846278721	0.610183054445	0.305069493051	1.000000000000	-0.032989836251	0.045307817183	3	22	3	19	0.136363636364	3	0.048959736414	1.427972561391	0.101389861014	1.000000000000	0.010764985421	0.081504987121	3	3	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
y	BULB_OR_TUBER_ROOT	VISIBLE_PLANT_FEATURE	2	-0.017274698341	0.000000000000	1.000000000000	1.000000000000	-0.018845125463	-0.011852118470	3	17	2	15	0.117647058824	2	-0.011718281531	-1.423792767018	0.255074492551	1.000000000000	-0.014325738416	-0.006048374918	5	5	0.000000000000	4	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	0.128282244072	2.136920870981	0.055594440556	0.990200979902	0.067948717949	0.162393162393	8	13	5	8	0.384615384615	5	0.011267281143	1.418445625346	0.161883811619	1.000000000000	0.004487108450	0.014655863540	4	4	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.047807017544	-1.486227289758	0.269073092691	1.000000000000	-0.053431372549	-0.036574074074	8	6	0	6	0.000000000000	0	-0.007297825819	-1.412933562721	0.257774222578	1.000000000000	-0.007961264530	-0.005688537257	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	-0.095306654130	-1.488372890205	0.167083291671	1.000000000000	-0.111002069826	-0.044335403159	12	14	4	10	0.285714285714	4	-0.009893023059	-1.380942268062	0.172482751725	1.000000000000	-0.013135468219	-0.006918162148	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okch	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	-0.050885225885	-0.981796838146	0.607839216078	1.000000000000	-0.056241565452	-0.025978407557	9	6	0	6	0.000000000000	0	-0.009233993110	-1.367959657048	0.193180681932	1.000000000000	-0.010113421025	-0.004306220096	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	0.029402903352	-0.000884431317	1.000000000000	1.000000000000	-0.006659073886	0.058408567696	5	8	3	5	0.375000000000	2	0.016629876477	1.366218611459	0.170282971703	1.000000000000	0.003300276344	0.021809035106	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	-0.029687500000	-1.537287521161	0.195480451955	1.000000000000	-0.046354166667	-0.016111111111	12	6	1	5	0.166666666667	1	-0.005505358463	-1.353926631265	0.171882811719	1.000000000000	-0.007537878788	-0.003565122772	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	DAISY_CUP	VISIBLE_PLANT_FEATURE	11	0.023484848485	0.989729697202	0.528347165283	1.000000000000	0.009880952381	0.039556277056	11	6	3	3	0.500000000000	3	0.002699388564	1.345657657893	0.412358764124	1.000000000000	0.000166297118	0.004852498612	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
oke	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.106116638779	-1.566236376031	0.117188281172	1.000000000000	-0.131892181892	-0.085160155748	8	18	3	15	0.166666666667	3	-0.017732119538	-1.288922528846	0.181181881812	1.000000000000	-0.023883881056	-0.010346072538	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ckhy	GRASS	VISIBLE_PLANT_FEATURE	5	0.063003663004	0.560832850041	0.639736026397	1.000000000000	-0.038846153846	0.090000000000	7	13	4	9	0.307692307692	4	0.012632087498	1.288797963466	0.205779422058	1.000000000000	0.004842395429	0.018112322965	4	4	0.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	MULTIPLE_STEMS_OR_STALKS	VISIBLE_PLANT_FEATURE	5	-0.020238095238	0.649971899731	1.000000000000	1.000000000000	-0.047500000000	-0.005833333333	9	8	3	5	0.375000000000	3	0.013428725953	1.279347875677	0.223077692231	1.000000000000	-0.001766212853	0.023719864591	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
dy	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.037189018711	0.156008625822	1.000000000000	1.000000000000	-0.096960236733	-0.013626903400	5	24	4	20	0.166666666667	4	-0.004120272775	1.275705940357	0.304869513049	1.000000000000	-0.014475141592	0.006556712841	2	2	0.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ote	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	10	0.058229393156	0.092188758780	0.963303669633	1.000000000000	-0.000287090361	0.080070052497	12	8	4	4	0.500000000000	3	0.000849491856	-1.271034292536	0.224377562244	1.000000000000	-0.001506045451	0.002633044741	2	2	1.000000000000	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.007947210505	-0.669164360340	1.000000000000	1.000000000000	-0.028807556080	0.005062388592	5	7	1	6	0.142857142857	1	-0.004774664733	-1.267890299259	0.329867013299	1.000000000000	-0.007491138705	-0.002915362178	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
e	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	13	0.052972668357	-0.990445640787	1.000000000000	1.000000000000	0.027625152625	0.068931068931	13	14	9	5	0.642857142857	7	0.011422960572	1.264122315370	0.263773622638	1.000000000000	0.008168794341	0.014995728639	3	2	0.900000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
o	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	0.015536999233	-0.305067056511	0.949905009499	1.000000000000	-0.053453743226	0.054122014349	5	19	4	15	0.210526315789	4	-0.000336873477	-1.253263687404	0.199580041996	1.000000000000	-0.008320075976	0.005016472364	6	5	0.916666666667	6	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	TEXT_ABOVE_PLANT	PAGE_LAYOUT_RELATION	7	-0.023997493734	-1.132052681820	0.339466053395	1.000000000000	-0.050462962963	-0.010014005602	8	8	2	6	0.250000000000	2	-0.009107894420	-1.245368340286	0.251774822518	1.000000000000	-0.011882541774	-0.003502049480	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okee	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	5	-0.043253968254	-1.633982364560	0.236976302370	1.000000000000	-0.047807017544	-0.032916666667	5	6	0	6	0.000000000000	0	-0.006486956284	-1.232829052309	0.411258874113	1.000000000000	-0.007297825819	-0.005005912786	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
otch	GRASS	VISIBLE_PLANT_FEATURE	5	-0.032980464913	-0.651537738356	1.000000000000	1.000000000000	-0.036452092799	-0.019429590018	7	7	0	7	0.000000000000	0	-0.008278589132	-1.232388215108	0.500349965003	1.000000000000	-0.008998466447	-0.006308715531	2	2	1.000000000000	1	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
ke	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	9	0.000490196078	0.432518489283	0.747825217478	1.000000000000	-0.025551470588	0.017222222222	12	8	4	4	0.500000000000	4	0.008944183903	1.230097773689	0.277872212779	1.000000000000	-0.002475933578	0.013578443162	2	2	1.000000000000	0	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
okal	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	3	-0.073610532690	-0.427804548611	1.000000000000	1.000000000000	-0.097455574728	-0.022589264568	5	14	2	12	0.142857142857	2	-0.002696863957	-1.225490845006	0.329367063294	1.000000000000	-0.012935529600	0.003381486717	4	2	0.500000000000	10	WEAK	POSTSELECTED_HOST_VISUAL_ASSOCIATION_NOT_CONFIRMED_MEANING
