edition	page	physical_folio	star_ordinal_left	star_ordinal_right	left_locus	right_locus	boundary_class	left_groups	right_groups
ZL3b	f105v	f105	10	10	f105v.34	f105v.35	WITHIN_RECORD	10	12
ZL3b	f105v	f105	10	10	f105v.35	f105v.36	WITHIN_RECORD	12	11
ZL3b	f105v	f105	10	10	f105v.36	f105v.37	WITHIN_RECORD	11	12
ZL3b	f105v	f105	10	10	f105v.37	f105v.38	WITHIN_RECORD	12	4
ZL3b	f106r	f106	1	1	f106r.1	f106r.2	WITHIN_RECORD	11	12
ZL3b	f106r	f106	1	1	f106r.2	f106r.3	WITHIN_RECORD	12	6
ZL3b	f106r	f106	2	2	f106r.4	f106r.5	WITHIN_RECORD	10	11
ZL3b	f106r	f106	2	2	f106r.5	f106r.6	WITHIN_RECORD	11	11
ZL3b	f106r	f106	2	2	f106r.6	f106r.7	WITHIN_RECORD	11	7
ZL3b	f106r	f106	3	3	f106r.8	f106r.9	WITHIN_RECORD	11	7
ZL3b	f106r	f106	4	4	f106r.10	f106r.11	WITHIN_RECORD	9	12
ZL3b	f106r	f106	4	4	f106r.11	f106r.12	WITHIN_RECORD	12	5
ZL3b	f106r	f106	5	5	f106r.13	f106r.14	WITHIN_RECORD	11	8
ZL3b	f106r	f106	6	6	f106r.15	f106r.16	WITHIN_RECORD	10	12
ZL3b	f106r	f106	6	6	f106r.16	f106r.17	WITHIN_RECORD	12	6
ZL3b	f106r	f106	7	7	f106r.18	f106r.19	WITHIN_RECORD	11	10
ZL3b	f106r	f106	7	7	f106r.19	f106r.20	WITHIN_RECORD	10	10
ZL3b	f106r	f106	7	7	f106r.20	f106r.21	WITHIN_RECORD	10	6
ZL3b	f106r	f106	8	8	f106r.22	f106r.23	WITHIN_RECORD	10	10
ZL3b	f106r	f106	9	9	f106r.24	f106r.25	WITHIN_RECORD	9	11
ZL3b	f106r	f106	9	9	f106r.25	f106r.26	WITHIN_RECORD	11	2
ZL3b	f106r	f106	11	11	f106r.32	f106r.33	WITHIN_RECORD	10	9
ZL3b	f106r	f106	12	12	f106r.34	f106r.35	WITHIN_RECORD	9	5
ZL3b	f106r	f106	13	13	f106r.36	f106r.37	WITHIN_RECORD	10	3
ZL3b	f106r	f106	14	14	f106r.38	f106r.39	WITHIN_RECORD	11	11
ZL3b	f106r	f106	14	14	f106r.39	f106r.40	WITHIN_RECORD	11	11
ZL3b	f106r	f106	14	14	f106r.40	f106r.41	WITHIN_RECORD	11	6
ZL3b	f106r	f106	15	15	f106r.42	f106r.43	WITHIN_RECORD	10	11
ZL3b	f106r	f106	15	15	f106r.43	f106r.44	WITHIN_RECORD	11	10
ZL3b	f106r	f106	15	15	f106r.44	f106r.45	WITHIN_RECORD	10	11
ZL3b	f106r	f106	15	15	f106r.45	f106r.46	WITHIN_RECORD	11	9
ZL3b	f106r	f106	15	15	f106r.46	f106r.47	WITHIN_RECORD	9	6
ZL3b	f107v	f107	1	1	f107v.1	f107v.2	WITHIN_RECORD	11	13
ZL3b	f107v	f107	1	1	f107v.2	f107v.3	WITHIN_RECORD	13	13
ZL3b	f107v	f107	1	1	f107v.3	f107v.4	WITHIN_RECORD	13	7
ZL3b	f107v	f107	2	2	f107v.5	f107v.6	WITHIN_RECORD	11	11
ZL3b	f107v	f107	2	2	f107v.6	f107v.7	WITHIN_RECORD	11	4
ZL3b	f107v	f107	3	3	f107v.8	f107v.9	WITHIN_RECORD	9	12
ZL3b	f107v	f107	3	3	f107v.9	f107v.10	WITHIN_RECORD	12	7
ZL3b	f107v	f107	4	4	f107v.11	f107v.12	WITHIN_RECORD	10	11
ZL3b	f107v	f107	4	4	f107v.12	f107v.13	WITHIN_RECORD	11	10
ZL3b	f107v	f107	4	4	f107v.13	f107v.14	WITHIN_RECORD	10	10
ZL3b	f107v	f107	4	4	f107v.14	f107v.15	WITHIN_RECORD	10	9
ZL3b	f107v	f107	5	5	f107v.16	f107v.17	WITHIN_RECORD	10	11
ZL3b	f107v	f107	5	5	f107v.17	f107v.18	WITHIN_RECORD	11	10
ZL3b	f107v	f107	5	5	f107v.18	f107v.19	WITHIN_RECORD	10	6
ZL3b	f107v	f107	6	6	f107v.20	f107v.21	WITHIN_RECORD	10	12
ZL3b	f107v	f107	6	6	f107v.21	f107v.22	WITHIN_RECORD	12	6
ZL3b	f107v	f107	7	7	f107v.23	f107v.24	WITHIN_RECORD	10	5
ZL3b	f107v	f107	8	8	f107v.25	f107v.26	WITHIN_RECORD	12	12
ZL3b	f107v	f107	8	8	f107v.26	f107v.27	WITHIN_RECORD	12	11
ZL3b	f107v	f107	8	8	f107v.27	f107v.28	WITHIN_RECORD	11	5
ZL3b	f107v	f107	9	9	f107v.29	f107v.30	WITHIN_RECORD	9	11
ZL3b	f107v	f107	9	9	f107v.30	f107v.31	WITHIN_RECORD	11	8
ZL3b	f107v	f107	10	10	f107v.32	f107v.33	WITHIN_RECORD	9	11
ZL3b	f107v	f107	10	10	f107v.33	f107v.34	WITHIN_RECORD	11	6
ZL3b	f107v	f107	11	11	f107v.35	f107v.36	WITHIN_RECORD	10	10
ZL3b	f107v	f107	12	12	f107v.37	f107v.38	WITHIN_RECORD	11	9
ZL3b	f107v	f107	12	12	f107v.38	f107v.39	WITHIN_RECORD	9	10
ZL3b	f107v	f107	12	12	f107v.39	f107v.40	WITHIN_RECORD	10	6
ZL3b	f107v	f107	13	13	f107v.41	f107v.42	WITHIN_RECORD	13	4
ZL3b	f107v	f107	14	14	f107v.43	f107v.44	WITHIN_RECORD	11	7
ZL3b	f107v	f107	15	15	f107v.45	f107v.46	WITHIN_RECORD	10	10
ZL3b	f107v	f107	15	15	f107v.46	f107v.47	WITHIN_RECORD	10	11
ZL3b	f107v	f107	15	15	f107v.47	f107v.48	WITHIN_RECORD	11	10
ZL3b	f107v	f107	15	15	f107v.48	f107v.49	WITHIN_RECORD	10	8
ZL3b	f112v	f112	1	1	f112v.1	f112v.2	WITHIN_RECORD	10	9
ZL3b	f112v	f112	1	1	f112v.2	f112v.3	WITHIN_RECORD	9	11
ZL3b	f112v	f112	1	1	f112v.3	f112v.4	WITHIN_RECORD	11	9
ZL3b	f112v	f112	1	1	f112v.4	f112v.5	WITHIN_RECORD	9	9
ZL3b	f112v	f112	1	1	f112v.5	f112v.6	WITHIN_RECORD	9	5
ZL3b	f112v	f112	2	2	f112v.7	f112v.8	WITHIN_RECORD	8	9
ZL3b	f112v	f112	2	2	f112v.8	f112v.9	WITHIN_RECORD	9	8
ZL3b	f112v	f112	2	2	f112v.9	f112v.10	WITHIN_RECORD	8	4
ZL3b	f112v	f112	3	3	f112v.11	f112v.12	WITHIN_RECORD	10	9
ZL3b	f112v	f112	3	3	f112v.12	f112v.13	WITHIN_RECORD	9	9
ZL3b	f112v	f112	3	3	f112v.13	f112v.14	WITHIN_RECORD	9	7
ZL3b	f112v	f112	4	4	f112v.15	f112v.16	WITHIN_RECORD	9	9
ZL3b	f112v	f112	4	4	f112v.16	f112v.17	WITHIN_RECORD	9	9
ZL3b	f112v	f112	4	4	f112v.17	f112v.18	WITHIN_RECORD	9	10
ZL3b	f112v	f112	4	4	f112v.18	f112v.19	WITHIN_RECORD	10	9
ZL3b	f112v	f112	5	5	f112v.20	f112v.21	WITHIN_RECORD	8	10
ZL3b	f112v	f112	5	5	f112v.21	f112v.22	WITHIN_RECORD	10	6
ZL3b	f112v	f112	6	6	f112v.23	f112v.24	WITHIN_RECORD	9	9
ZL3b	f112v	f112	6	6	f112v.24	f112v.25	WITHIN_RECORD	9	11
ZL3b	f112v	f112	6	6	f112v.25	f112v.26	WITHIN_RECORD	11	7
ZL3b	f112v	f112	7	7	f112v.27	f112v.28	WITHIN_RECORD	10	11
ZL3b	f112v	f112	7	7	f112v.28	f112v.29	WITHIN_RECORD	11	7
ZL3b	f112v	f112	8	8	f112v.30	f112v.31	WITHIN_RECORD	10	5
ZL3b	f112v	f112	9	9	f112v.32	f112v.33	WITHIN_RECORD	11	10
ZL3b	f112v	f112	9	9	f112v.33	f112v.34	WITHIN_RECORD	10	8
ZL3b	f112v	f112	9	9	f112v.34	f112v.35	WITHIN_RECORD	8	6
ZL3b	f112v	f112	10	10	f112v.36	f112v.37	WITHIN_RECORD	10	11
ZL3b	f112v	f112	10	10	f112v.37	f112v.38	WITHIN_RECORD	11	12
ZL3b	f112v	f112	11	11	f112v.39	f112v.40	WITHIN_RECORD	9	11
ZL3b	f112v	f112	11	11	f112v.40	f112v.41	WITHIN_RECORD	11	4
ZL3b	f112v	f112	12	12	f112v.42	f112v.43	WITHIN_RECORD	10	12
ZL3b	f112v	f112	12	12	f112v.43	f112v.44	WITHIN_RECORD	12	9
ZL3b	f112v	f112	13	13	f112v.45	f112v.46	WITHIN_RECORD	10	12
ZL3b	f112v	f112	13	13	f112v.46	f112v.47	WITHIN_RECORD	12	9
ZL3b	f113r	f113	1	1	f113r.1	f113r.2	WITHIN_RECORD	11	13
ZL3b	f113r	f113	1	1	f113r.2	f113r.3	WITHIN_RECORD	13	5
ZL3b	f113r	f113	2	2	f113r.4	f113r.5	WITHIN_RECORD	12	13
ZL3b	f113r	f113	2	2	f113r.5	f113r.6	WITHIN_RECORD	13	16
ZL3b	f113r	f113	2	2	f113r.6	f113r.7	WITHIN_RECORD	16	8
ZL3b	f113r	f113	3	3	f113r.8	f113r.9	WITHIN_RECORD	11	11
ZL3b	f113r	f113	4	4	f113r.10	f113r.11	WITHIN_RECORD	12	14
ZL3b	f113r	f113	4	4	f113r.11	f113r.12	WITHIN_RECORD	14	10
ZL3b	f113r	f113	5	5	f113r.13	f113r.14	WITHIN_RECORD	12	13
ZL3b	f113r	f113	5	5	f113r.14	f113r.15	WITHIN_RECORD	13	5
ZL3b	f113r	f113	6	6	f113r.16	f113r.17	WITHIN_RECORD	11	13
ZL3b	f113r	f113	6	6	f113r.17	f113r.18	WITHIN_RECORD	13	11
ZL3b	f113r	f113	6	6	f113r.18	f113r.19	WITHIN_RECORD	11	5
ZL3b	f113r	f113	7	7	f113r.20	f113r.21	WITHIN_RECORD	10	10
ZL3b	f113r	f113	8	8	f113r.22	f113r.23	WITHIN_RECORD	10	11
ZL3b	f113r	f113	8	8	f113r.23	f113r.24	WITHIN_RECORD	11	7
ZL3b	f113r	f113	9	9	f113r.25	f113r.26	WITHIN_RECORD	10	10
ZL3b	f113r	f113	10	10	f113r.27	f113r.28	WITHIN_RECORD	13	13
ZL3b	f113r	f113	10	10	f113r.28	f113r.29	WITHIN_RECORD	13	10
ZL3b	f113r	f113	11	11	f113r.30	f113r.31	WITHIN_RECORD	11	13
ZL3b	f113r	f113	11	11	f113r.31	f113r.32	WITHIN_RECORD	13	11
ZL3b	f113r	f113	11	11	f113r.32	f113r.33	WITHIN_RECORD	11	5
ZL3b	f113r	f113	12	12	f113r.34	f113r.35	WITHIN_RECORD	10	14
ZL3b	f113r	f113	12	12	f113r.35	f113r.36	WITHIN_RECORD	14	3
ZL3b	f113r	f113	13	13	f113r.37	f113r.38	WITHIN_RECORD	10	7
ZL3b	f113r	f113	14	14	f113r.39	f113r.40	WITHIN_RECORD	12	12
ZL3b	f113r	f113	14	14	f113r.40	f113r.41	WITHIN_RECORD	12	10
ZL3b	f113r	f113	15	15	f113r.42	f113r.43	WITHIN_RECORD	10	14
ZL3b	f113r	f113	15	15	f113r.43	f113r.44	WITHIN_RECORD	14	4
ZL3b	f113r	f113	16	16	f113r.45	f113r.46	WITHIN_RECORD	11	10
ZL3b	f113r	f113	16	16	f113r.46	f113r.47	WITHIN_RECORD	10	12
ZL3b	f113r	f113	16	16	f113r.47	f113r.48	WITHIN_RECORD	12	10
ZL3b	f113r	f113	16	16	f113r.48	f113r.49	WITHIN_RECORD	10	13
ZL3b	f113r	f113	16	16	f113r.49	f113r.50	WITHIN_RECORD	13	10
ZL3b	f113r	f113	16	16	f113r.50	f113r.51	WITHIN_RECORD	10	7
ZL3b	f113v	f113	1	1	f113v.1	f113v.2	WITHIN_RECORD	13	15
ZL3b	f113v	f113	1	1	f113v.2	f113v.3	WITHIN_RECORD	15	7
ZL3b	f113v	f113	2	2	f113v.4	f113v.5	WITHIN_RECORD	11	14
ZL3b	f113v	f113	2	2	f113v.5	f113v.6	WITHIN_RECORD	14	4
ZL3b	f113v	f113	3	3	f113v.7	f113v.8	WITHIN_RECORD	12	11
ZL3b	f113v	f113	3	3	f113v.8	f113v.9	WITHIN_RECORD	11	7
ZL3b	f113v	f113	4	4	f113v.10	f113v.11	WITHIN_RECORD	14	12
ZL3b	f113v	f113	4	4	f113v.11	f113v.12	WITHIN_RECORD	12	5
ZL3b	f113v	f113	5	5	f113v.13	f113v.14	WITHIN_RECORD	12	13
ZL3b	f113v	f113	5	5	f113v.14	f113v.15	WITHIN_RECORD	13	12
ZL3b	f113v	f113	5	5	f113v.15	f113v.16	WITHIN_RECORD	12	12
ZL3b	f113v	f113	5	5	f113v.16	f113v.17	WITHIN_RECORD	12	7
ZL3b	f113v	f113	6	6	f113v.18	f113v.19	WITHIN_RECORD	10	11
ZL3b	f113v	f113	6	6	f113v.19	f113v.20	WITHIN_RECORD	11	8
ZL3b	f113v	f113	7	7	f113v.21	f113v.22	WITHIN_RECORD	12	11
ZL3b	f113v	f113	7	7	f113v.22	f113v.23	WITHIN_RECORD	11	13
ZL3b	f113v	f113	7	7	f113v.23	f113v.24	WITHIN_RECORD	13	4
ZL3b	f113v	f113	8	8	f113v.25	f113v.26	WITHIN_RECORD	12	13
ZL3b	f113v	f113	8	8	f113v.26	f113v.27	WITHIN_RECORD	13	5
ZL3b	f113v	f113	9	9	f113v.28	f113v.29	WITHIN_RECORD	12	13
ZL3b	f113v	f113	9	9	f113v.29	f113v.30	WITHIN_RECORD	13	13
ZL3b	f113v	f113	9	9	f113v.30	f113v.31	WITHIN_RECORD	13	10
ZL3b	f113v	f113	9	9	f113v.31	f113v.32	WITHIN_RECORD	10	9
ZL3b	f113v	f113	10	10	f113v.33	f113v.34	WITHIN_RECORD	10	9
ZL3b	f113v	f113	10	10	f113v.34	f113v.35	WITHIN_RECORD	9	6
ZL3b	f113v	f113	11	11	f113v.36	f113v.37	WITHIN_RECORD	11	8
ZL3b	f113v	f113	12	12	f113v.38	f113v.39	WITHIN_RECORD	10	11
ZL3b	f113v	f113	12	12	f113v.39	f113v.40	WITHIN_RECORD	11	12
ZL3b	f113v	f113	12	12	f113v.40	f113v.41	WITHIN_RECORD	12	7
ZL3b	f113v	f113	13	13	f113v.42	f113v.43	WITHIN_RECORD	13	12
ZL3b	f113v	f113	13	13	f113v.43	f113v.44	WITHIN_RECORD	12	6
ZL3b	f113v	f113	14	14	f113v.45	f113v.46	WITHIN_RECORD	11	6
ZL3b	f113v	f113	15	15	f113v.47	f113v.48	WITHIN_RECORD	11	12
ZL3b	f113v	f113	15	15	f113v.48	f113v.49	WITHIN_RECORD	12	10
ZL3b	f114r	f114	1	1	f114r.1	f114r.2	WITHIN_RECORD	9	13
ZL3b	f114r	f114	1	1	f114r.2	f114r.3	WITHIN_RECORD	13	1
ZL3b	f114r	f114	2	2	f114r.4	f114r.5	WITHIN_RECORD	10	12
ZL3b	f114r	f114	2	2	f114r.5	f114r.6	WITHIN_RECORD	12	11
ZL3b	f114r	f114	2	2	f114r.6	f114r.7	WITHIN_RECORD	11	8
ZL3b	f114r	f114	3	3	f114r.8	f114r.9	WITHIN_RECORD	10	12
ZL3b	f114r	f114	3	3	f114r.9	f114r.10	WITHIN_RECORD	12	5
ZL3b	f114r	f114	4	4	f114r.11	f114r.12	WITHIN_RECORD	11	12
ZL3b	f114r	f114	4	4	f114r.12	f114r.13	WITHIN_RECORD	12	3
ZL3b	f114r	f114	5	5	f114r.14	f114r.15	WITHIN_RECORD	11	14
ZL3b	f114r	f114	5	5	f114r.15	f114r.16	WITHIN_RECORD	14	14
ZL3b	f114r	f114	5	5	f114r.16	f114r.17	WITHIN_RECORD	14	10
ZL3b	f114r	f114	5	5	f114r.17	f114r.18	WITHIN_RECORD	10	7
ZL3b	f114r	f114	6	6	f114r.19	f114r.20	WITHIN_RECORD	12	13
ZL3b	f114r	f114	6	6	f114r.20	f114r.21	WITHIN_RECORD	13	4
ZL3b	f114r	f114	7	7	f114r.22	f114r.23	WITHIN_RECORD	11	10
ZL3b	f114r	f114	8	8	f114r.24	f114r.25	WITHIN_RECORD	13	14
ZL3b	f114r	f114	8	8	f114r.25	f114r.26	WITHIN_RECORD	14	10
ZL3b	f114r	f114	8	8	f114r.26	f114r.27	WITHIN_RECORD	10	7
ZL3b	f114r	f114	9	9	f114r.28	f114r.29	WITHIN_RECORD	11	14
ZL3b	f114r	f114	9	9	f114r.29	f114r.30	WITHIN_RECORD	14	14
ZL3b	f114r	f114	9	9	f114r.30	f114r.31	WITHIN_RECORD	14	7
ZL3b	f114r	f114	10	10	f114r.32	f114r.33	WITHIN_RECORD	10	14
ZL3b	f114r	f114	10	10	f114r.33	f114r.34	WITHIN_RECORD	14	8
ZL3b	f114r	f114	11	11	f114r.35	f114r.36	WITHIN_RECORD	13	10
ZL3b	f114r	f114	11	11	f114r.36	f114r.37	WITHIN_RECORD	10	13
ZL3b	f114r	f114	11	11	f114r.37	f114r.38	WITHIN_RECORD	13	9
ZL3b	f114r	f114	12	12	f114r.39	f114r.40	WITHIN_RECORD	9	10
ZL3b	f114r	f114	12	12	f114r.40	f114r.41	WITHIN_RECORD	10	11
ZL3b	f114r	f114	13	13	f114r.42	f114r.43	WITHIN_RECORD	10	11
ZL3b	f114r	f114	13	13	f114r.43	f114r.44	WITHIN_RECORD	11	12
ZL3b	f114r	f114	13	13	f114r.44	f114r.45	WITHIN_RECORD	12	7
