locus	page	physical_folio	register	group_index	group_count	token	normalized_line_position	normalized_field_index	normalized_within_field_position	after_dy	source_codes	source_member_count	terminal_member	group_initial_q2	internal_a1q2	contains_q2	contains_a1	q2_predecessors
f103r.24	f103r	f103	S|B	1	12	tchoky	0	0	0	0	Q2 K1 A1 Q1 A2	5	A2	1	0	1	1	NONE
f103r.24	f103r	f103	S|B	5	12	oty	0.363636363636	0.5	0.5	0	A1 Q2 A2	3	A2	0	1	1	1	A1:1
f103r.24	f103r	f103	S|B	7	12	qotain	0.545454545455	1	0	1	D1 A1 Q2 A3 F1	5	F1	0	1	1	1	A1:1
f103r.24	f103r	f103	S|B	9	12	otey	0.727272727273	1	0.4	0	A1 Q2 J1 A2	4	A2	0	1	1	1	A1:1
f103r.24	f103r	f103	S|B	11	12	oteey	0.909090909091	1	0.8	0	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f103r.30	f103r	f103	S|B	8	9	oteeykshy	0.875	1	0	1	A1 Q2 K2 A2 Q1 L1 A2	7	A2	0	1	1	1	A1:1
f103r.32	f103r	f103	S|B	5	8	shety	0.571428571429	0.666666666667	0.5	0	L1 J1 Q2 A2	4	A2	0	0	1	0	J1:1
f103r.36	f103r	f103	S|B	7	8	otey	0.857142857143	1	0.666666666667	0	A1 Q2 J1 A2	4	A2	0	1	1	1	A1:1
f103r.39	f103r	f103	S|B	4	6	qotal	0.6	0.5	0.666666666667	0	D1 A1 Q2 A3 B2	5	B2	0	1	1	1	A1:1
f103r.39	f103r	f103	S|B	6	6	oteey	1	1	0.5	1	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f103r.43	f103r	f103	S|B	1	11	tar	0	0	0	0	Q2 A3 C1	3	C1	1	0	1	0	NONE
f103r.43	f103r	f103	S|B	5	11	qotal	0.4	0	0.571428571429	0	D1 A1 Q2 A3 B2	5	B2	0	1	1	1	A1:1
f103r.44	f103r	f103	S|B	5	5	otshedy	1	0.5	1	0	A1 Q2 L1 J1 B1 A2	6	A2	0	1	1	1	A1:1
f103r.53	f103r	f103	S|B	10	10	loty	1	1	0.5	1	B2 A1 Q2 A2	4	A2	0	1	1	1	A1:1
f103v.14	f103v	f103	S|B	1	12	teeol	0	0	0	0	Q2 K2 A1 B2	4	B2	1	0	1	1	NONE
f103v.14	f103v	f103	S|B	8	12	oteedy	0.636363636364	0.75	0.5	1	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f103v.14	f103v	f103	S|B	10	12	otar	0.818181818182	1	0.333333333333	0	A1 Q2 A3 C1	4	C1	0	1	1	1	A1:1
f103v.14	f103v	f103	S|B	12	12	otam	1	1	1	0	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f103v.17	f103v	f103	S|B	3	11	qoteey	0.2	0.25	0.5	0	D1 A1 Q2 K2 A2	5	A2	0	1	1	1	A1:1
f103v.17	f103v	f103	S|B	4	11	oteedy	0.3	0.25	1	0	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f103v.17	f103v	f103	S|B	10	11	otal	0.9	1	0.75	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f103v.24	f103v	f103	S|B	7	12	otan	0.545454545455	0.5	0.545454545455	0	A1 Q2 A3 E2	4	E2	0	1	1	1	A1:1
f103v.24	f103v	f103	S|B	8	12	otain	0.636363636364	0.5	0.636363636364	0	A1 Q2 A3 F1	4	F1	0	1	1	1	A1:1
f103v.24	f103v	f103	S|B	9	12	otain	0.727272727273	0.5	0.727272727273	0	A1 Q2 A3 F1	4	F1	0	1	1	1	A1:1
f103v.25	f103v	f103	S|B	4	10	oteedy	0.333333333333	0	1	0	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f103v.25	f103v	f103	S|B	5	10	qotain	0.444444444444	1	0	1	D1 A1 Q2 A3 F1	5	F1	0	1	1	1	A1:1
f103v.25	f103v	f103	S|B	6	10	otal	0.555555555556	1	0.2	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f103v.25	f103v	f103	S|B	7	10	oty	0.666666666667	1	0.4	0	A1 Q2 A2	3	A2	0	1	1	1	A1:1
f103v.25	f103v	f103	S|B	10	10	oteeam	1	1	1	0	A1 Q2 K2 A3 B3	5	B3	0	1	1	1	A1:1
f103v.26	f103v	f103	S|B	1	6	yteey	0	0	0	0	A2 Q2 K2 A2	4	A2	0	0	1	0	A2:1
f103v.26	f103v	f103	S|B	3	6	sheety	0.4	0	0.5	0	L1 K2 Q2 A2	4	A2	0	0	1	0	K2:1
f103v.26	f103v	f103	S|B	4	6	oteey	0.6	0	0.75	0	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f103v.26	f103v	f103	S|B	6	6	oteaiin	1	1	0.5	1	A1 Q2 J1 A3 G1	5	G1	0	1	1	1	A1:1
f103v.30	f103v	f103	S|B	6	10	otedy	0.555555555556	0.5	0.5	1	A1 Q2 J1 B1 A2	5	A2	0	1	1	1	A1:1
f103v.32	f103v	f103	S|B	3	7	qotey	0.333333333333	0.5	0.333333333333	0	D1 A1 Q2 J1 A2	5	A2	0	1	1	1	A1:1
f103v.33	f103v	f103	S|B	7	10	otey	0.666666666667	1	0	1	A1 Q2 J1 A2	4	A2	0	1	1	1	A1:1
f103v.7	f103v	f103	S|B	5	12	oteey	0.363636363636	0	0.571428571429	0	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f104r.22	f104r	f104	S|B	1	12	tshedar	0	0	0	0	Q2 L1 J1 B1 A3 C1	6	C1	1	0	1	0	NONE
f104r.22	f104r	f104	S|B	11	12	taiin	0.909090909091	1	0.75	0	Q2 A3 G1	3	G1	1	0	1	0	NONE
f104r.27	f104r	f104	S|B	3	11	qotaiin	0.2	0.5	0.2	0	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f104r.37	f104r	f104	S|B	10	10	qotir	1	1	1	0	D1 A1 Q2 F3	4	F3	0	1	1	1	A1:1
f104r.39	f104r	f104	S|B	5	11	qotal	0.4	0.5	0	1	D1 A1 Q2 A3 B2	5	B2	0	1	1	1	A1:1
f104r.39	f104r	f104	S|B	10	11	qotair	0.9	1	0	1	D1 A1 Q2 A3 F3	5	F3	0	1	1	1	A1:1
f104r.5	f104r	f104	S|B	2	12	qotaiin	0.0909090909091	0	0.5	0	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f104r.7	f104r	f104	S|B	4	11	otchedy	0.3	0	1	0	A1 Q2 K1 J1 B1 A2	6	A2	0	1	1	1	A1:1
f104v.10	f104v	f104	S|B	4	11	qoteedy	0.3	0.333333333333	1	0	D1 A1 Q2 K2 B1 A2	6	A2	0	1	1	1	A1:1
f104v.10	f104v	f104	S|B	5	11	otaiin	0.4	0.666666666667	0	1	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f104v.10	f104v	f104	S|B	6	11	oteedy	0.5	0.666666666667	1	0	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f104v.10	f104v	f104	S|B	7	11	qotedor	0.6	1	0	1	D1 A1 Q2 J1 B1 A1 C1	7	C1	0	1	1	1	A1:1
f104v.19	f104v	f104	S|B	5	13	qotol	0.333333333333	0.5	0	1	D1 A1 Q2 A1 B2	5	B2	0	1	1	1	A1:1
f104v.19	f104v	f104	S|B	8	13	qotched	0.583333333333	1	0.166666666667	0	D1 A1 Q2 K1 J1 B1	6	B1	0	1	1	1	A1:1
f104v.20	f104v	f104	S|B	6	12	qotcheedy	0.454545454545	0.333333333333	1	0	D1 A1 Q2 K1 K2 B1 A2	7	A2	0	1	1	1	A1:1
f104v.20	f104v	f104	S|B	7	12	qotchedy	0.545454545455	0.666666666667	0.5	1	D1 A1 Q2 K1 J1 B1 A2	7	A2	0	1	1	1	A1:1
f104v.20	f104v	f104	S|B	12	12	otam	1	1	1	0	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f104v.34	f104v	f104	S|B	3	8	qotain	0.285714285714	0.5	0.285714285714	0	D1 A1 Q2 A3 F1	5	F1	0	1	1	1	A1:1
f104v.4	f104v	f104	S|B	1	11	qoteedy	0	0	0.5	0	D1 A1 Q2 K2 B1 A2	6	A2	0	1	1	1	A1:1
f104v.4	f104v	f104	S|B	4	11	qotol	0.3	1	0.222222222222	0	D1 A1 Q2 A1 B2	5	B2	0	1	1	1	A1:1
f104v.4	f104v	f104	S|B	5	11	qotched	0.4	1	0.333333333333	0	D1 A1 Q2 K1 J1 B1	6	B1	0	1	1	1	A1:1
f105r.10	f105r	f105	S|B	4	4	ytam	1	1	0.5	1	A2 Q2 A3 B3	4	B3	0	0	1	0	A2:1
f105r.15	f105r	f105	S|B	9	12	oteeol	0.727272727273	1	0.4	0	A1 Q2 K2 A1 B2	5	B2	0	1	1	1	A1:1
f105r.18	f105r	f105	S|B	8	12	otedy	0.636363636364	0.333333333333	1	0	A1 Q2 J1 B1 A2	5	A2	0	1	1	1	A1:1
f105r.18	f105r	f105	S|B	9	12	cheoty	0.727272727273	0.666666666667	0	1	K1 J1 A1 Q2 A2	5	A2	0	1	1	1	A1:1
f105r.18	f105r	f105	S|B	10	12	oteedy	0.818181818182	0.666666666667	1	0	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f105r.18	f105r	f105	S|B	11	12	oteey	0.909090909091	1	0	1	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f105r.21	f105r	f105	S|B	7	11	otol	0.6	0.666666666667	0.666666666667	0	A1 Q2 A1 B2	4	B2	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	1	11	dyteey	0	0	0	0	B1 A2 Q2 K2 A2	5	A2	0	0	1	0	A2:1
f105r.36	f105r	f105	S|B	2	11	otedaiin	0.1	0	0.111111111111	0	A1 Q2 J1 B1 A3 G1	6	G1	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	3	11	otar	0.2	0	0.222222222222	0	A1 Q2 A3 C1	4	C1	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	6	11	ted	0.5	0	0.555555555556	0	Q2 J1 B1	3	B1	1	0	1	0	NONE
f105r.36	f105r	f105	S|B	7	11	qotar	0.6	0	0.666666666667	0	D1 A1 Q2 A3 C1	5	C1	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	8	11	oteodar	0.7	0	0.777777777778	0	A1 Q2 J1 A1 B1 A3 C1	7	C1	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	9	11	otam	0.8	0	0.888888888889	0	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f105r.36	f105r	f105	S|B	10	11	ytedy	0.9	0	1	0	A2 Q2 J1 B1 A2	5	A2	0	0	1	0	A2:1
f105r.36	f105r	f105	S|B	11	11	otaiin	1	1	0.5	1	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f105r.8	f105r	f105	S|B	9	11	oteedy	0.8	0.5	0.5	1	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f105v.16	f105v	f105	S|B	11	12	otaiin	0.909090909091	0.5	0.909090909091	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f105v.18	f105v	f105	S|B	6	10	oltchdy	0.555555555556	0	1	0	A1 B2 Q2 K1 B1 A2	6	A2	0	0	1	1	B2:1
f105v.26	f105v	f105	S|B	3	12	otaiin	0.181818181818	0.5	0.181818181818	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f105v.26	f105v	f105	S|B	4	12	otar	0.272727272727	0.5	0.272727272727	0	A1 Q2 A3 C1	4	C1	0	1	1	1	A1:1
f105v.26	f105v	f105	S|B	5	12	otal	0.363636363636	0.5	0.363636363636	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f105v.28	f105v	f105	S|B	6	6	otaiin	1	0.5	1	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f105v.37	f105v	f105	S|B	8	12	tchdy	0.636363636364	0	1	0	Q2 K1 B1 A2	4	A2	1	0	1	0	NONE
f105v.7	f105v	f105	S|B	3	7	otair	0.333333333333	0	0.4	0	A1 Q2 A3 F3	4	F3	0	1	1	1	A1:1
f106r.10	f106r	f106	S|B	9	9	qotoky	1	1	0.5	1	D1 A1 Q2 A1 Q1 A2	6	A2	0	1	1	1	A1:1
f106r.18	f106r	f106	S|B	4	11	otol	0.3	0.5	0	1	A1 Q2 A1 B2	4	B2	0	1	1	1	A1:1
f106r.18	f106r	f106	S|B	9	11	qotolchy	0.8	1	0.6	0	D1 A1 Q2 A1 B2 K1 A2	7	A2	0	1	1	1	A1:1
f106r.18	f106r	f106	S|B	10	11	qoty	0.9	1	0.8	0	D1 A1 Q2 A2	4	A2	0	1	1	1	A1:1
f106r.20	f106r	f106	S|B	1	10	ytaiin	0	0	0	0	A2 Q2 A3 G1	4	G1	0	0	1	0	A2:1
f106r.23	f106r	f106	S|B	8	10	otedy	0.777777777778	0.75	1	0	A1 Q2 J1 B1 A2	5	A2	0	1	1	1	A1:1
f106r.36	f106r	f106	S|B	4	10	qotedy	0.333333333333	0	1	0	D1 A1 Q2 J1 B1 A2	6	A2	0	1	1	1	A1:1
f106r.36	f106r	f106	S|B	5	10	qotes	0.444444444444	1	0	1	D1 A1 Q2 J1 C2	5	C2	0	1	1	1	A1:1
f106r.36	f106r	f106	S|B	9	10	otaiin	0.888888888889	1	0.8	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f106r.37	f106r	f106	S|B	2	3	tcheo	0.5	0.5	0.5	0	Q2 K1 J1 A1	4	A1	1	0	1	1	NONE
f106r.44	f106r	f106	S|B	2	10	qoteey	0.111111111111	1	0	1	D1 A1 Q2 K2 A2	5	A2	0	1	1	1	A1:1
f106r.44	f106r	f106	S|B	3	10	otaiin	0.222222222222	1	0.125	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f106r.44	f106r	f106	S|B	8	10	oty	0.777777777778	1	0.75	0	A1 Q2 A2	3	A2	0	1	1	1	A1:1
f106r.44	f106r	f106	S|B	9	10	otair	0.888888888889	1	0.875	0	A1 Q2 A3 F3	4	F3	0	1	1	1	A1:1
f106r.44	f106r	f106	S|B	10	10	otaiikam	1	1	1	0	A1 Q2 A3 F2 Q1 A3 B3	7	B3	0	1	1	1	A1:1
f106v.10	f106v	f106	S|B	5	7	ytain	0.666666666667	0.5	0.75	0	A2 Q2 A3 F1	4	F1	0	0	1	0	A2:1
f106v.10	f106v	f106	S|B	7	7	oltydy	1	1	0.5	1	A1 B2 Q2 A2 B1 A2	6	A2	0	0	1	1	B2:1
f106v.18	f106v	f106	S|B	9	10	qotaly	0.888888888889	1	0	1	D1 A1 Q2 A3 B2 A2	6	A2	0	1	1	1	A1:1
f106v.34	f106v	f106	S|B	6	12	otos	0.454545454545	0	0.625	0	A1 Q2 A1 C2	4	C2	0	1	1	1	A1:1
f106v.34	f106v	f106	S|B	10	12	qotaiin	0.818181818182	1	0	1	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f106v.34	f106v	f106	S|B	11	12	otor	0.909090909091	1	0.5	0	A1 Q2 A1 C1	4	C1	0	1	1	1	A1:1
f106v.4	f106v	f106	S|B	1	8	ycheoto	0	0.5	0	0	A2 K1 J1 A1 Q2 A1	6	A1	0	1	1	1	A1:1
f106v.46	f106v	f106	S|B	1	11	ytar	0	0.5	0	0	A2 Q2 A3 C1	4	C1	0	0	1	0	A2:1
f106v.5	f106v	f106	S|B	1	12	tshoar	0	0	0	0	Q2 L1 A1 A3 C1	5	C1	1	0	1	1	NONE
f106v.5	f106v	f106	S|B	7	12	otaiin	0.545454545455	1	0	1	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f106v.8	f106v	f106	S|B	5	5	otaiin	1	0.5	1	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f107r.13	f107r	f107	S|B	8	10	otodal	0.777777777778	0.5	0.5	0	A1 Q2 A1 B1 A3 B2	6	B2	0	1	1	1	A1:1
f107r.13	f107r	f107	S|B	10	10	otaral	1	1	0.5	1	A1 Q2 A3 C1 A3 B2	6	B2	0	1	1	1	A1:1
f107r.2	f107r	f107	S|B	2	13	qoteos	0.0833333333333	0	0.333333333333	0	D1 A1 Q2 J1 A1 C2	6	C2	0	1	1	1	A1:1
f107r.2	f107r	f107	S|B	5	13	oteed	0.333333333333	1	0	1	A1 Q2 K2 B1	4	B1	0	1	1	1	A1:1
f107r.2	f107r	f107	S|B	10	13	qotain	0.75	1	0.625	0	D1 A1 Q2 A3 F1	5	F1	0	1	1	1	A1:1
f107r.35	f107r	f107	S|B	8	11	qotaiin	0.7	1	0.5	0	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f107r.38	f107r	f107	S|B	4	9	qoteedy	0.375	0	1	0	D1 A1 Q2 K2 B1 A2	6	A2	0	1	1	1	A1:1
f107r.38	f107r	f107	S|B	5	9	qotaiin	0.5	0.5	0	1	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f107r.38	f107r	f107	S|B	8	9	otlchdain	0.875	1	0.5	0	A1 Q2 B2 K1 B1 A3 F1	7	F1	0	1	1	1	A1:1
f107r.46	f107r	f107	S|B	8	12	otal	0.636363636364	0.5	0.636363636364	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f107r.46	f107r	f107	S|B	9	12	taiin	0.727272727273	0.5	0.727272727273	0	Q2 A3 G1	3	G1	1	0	1	0	NONE
f107r.46	f107r	f107	S|B	11	12	otal	0.909090909091	0.5	0.909090909091	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f107r.5	f107r	f107	S|B	3	10	oteeey	0.222222222222	0.5	0	1	A1 Q2 M1 A2	4	A2	0	1	1	1	A1:1
f107r.7	f107r	f107	S|B	1	6	ytaiin	0	0	0	0	A2 Q2 A3 G1	4	G1	0	0	1	0	A2:1
f107r.7	f107r	f107	S|B	2	6	cheotchey	0.2	0	0.25	0	K1 J1 A1 Q2 K1 J1 A2	7	A2	0	1	1	1	A1:1
f107r.7	f107r	f107	S|B	6	6	otcheey	1	1	0.5	1	A1 Q2 K1 K2 A2	5	A2	0	1	1	1	A1:1
f107v.11	f107v	f107	S|B	7	10	qotaiin	0.666666666667	0.666666666667	0.6	0	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f107v.11	f107v	f107	S|B	8	10	otol	0.777777777778	0.666666666667	0.8	0	A1 Q2 A1 B2	4	B2	0	1	1	1	A1:1
f107v.11	f107v	f107	S|B	9	10	qoteedy	0.888888888889	0.666666666667	1	0	D1 A1 Q2 K2 B1 A2	6	A2	0	1	1	1	A1:1
f107v.12	f107v	f107	S|B	9	11	choty	0.8	1	0.5	0	K1 A1 Q2 A2	4	A2	0	1	1	1	A1:1
f107v.12	f107v	f107	S|B	11	11	otam	1	1	1	0	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f107v.15	f107v	f107	S|B	7	9	otain	0.75	0.5	0.75	0	A1 Q2 A3 F1	4	F1	0	1	1	1	A1:1
f107v.15	f107v	f107	S|B	9	9	tarairy	1	0.5	1	0	Q2 A3 C1 A3 F3 A2	6	A2	1	0	1	0	NONE
f107v.18	f107v	f107	S|B	8	10	otaiin	0.777777777778	1	0.666666666667	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f107v.2	f107v	f107	S|B	7	13	otal	0.5	1	0	1	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f107v.2	f107v	f107	S|B	9	13	oteos	0.666666666667	1	0.333333333333	0	A1 Q2 J1 A1 C2	5	C2	0	1	1	1	A1:1
f107v.2	f107v	f107	S|B	11	13	otar	0.833333333333	1	0.666666666667	0	A1 Q2 A3 C1	4	C1	0	1	1	1	A1:1
f107v.38	f107v	f107	S|B	7	9	oteey	0.75	0.5	0.75	0	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f107v.38	f107v	f107	S|B	8	9	oteey	0.875	0.5	0.875	0	A1 Q2 K2 A2	4	A2	0	1	1	1	A1:1
f107v.4	f107v	f107	S|B	6	7	otaiin	0.833333333333	0.5	0.833333333333	0	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f107v.7	f107v	f107	S|B	1	4	taiin	0	0.5	0	0	Q2 A3 G1	3	G1	1	0	1	0	NONE
f107v.8	f107v	f107	S|B	7	9	qotedy	0.75	0	1	0	D1 A1 Q2 J1 B1 A2	6	A2	0	1	1	1	A1:1
f107v.8	f107v	f107	S|B	8	9	ltedy	0.875	0.5	0.5	1	B2 Q2 J1 B1 A2	5	A2	0	0	1	0	B2:1
f107v.8	f107v	f107	S|B	9	9	otedam	1	1	0.5	1	A1 Q2 J1 B1 A3 B3	6	B3	0	1	1	1	A1:1
f108r.17	f108r	f108	S|B	10	10	tedam	1	0.5	1	0	Q2 J1 B1 A3 B3	5	B3	1	0	1	0	NONE
f108r.22	f108r	f108	S|B	5	12	otal	0.363636363636	0	0.666666666667	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f108r.26	f108r	f108	S|B	5	11	oteor	0.4	0.333333333333	0	1	A1 Q2 J1 A1 C1	5	C1	0	1	1	1	A1:1
f108r.26	f108r	f108	S|B	9	11	otaiin	0.8	1	0	1	A1 Q2 A3 G1	4	G1	0	1	1	1	A1:1
f108r.26	f108r	f108	S|B	10	11	otedar	0.9	1	0.5	0	A1 Q2 J1 B1 A3 C1	6	C1	0	1	1	1	A1:1
f108r.29	f108r	f108	S|B	6	9	qotaiin	0.625	0.666666666667	0	1	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f108r.29	f108r	f108	S|B	9	9	otedam	1	1	0.5	1	A1 Q2 J1 B1 A3 B3	6	B3	0	1	1	1	A1:1
f108r.36	f108r	f108	S|B	6	9	qotal	0.625	1	0	1	D1 A1 Q2 A3 B2	5	B2	0	1	1	1	A1:1
f108r.44	f108r	f108	S|B	5	6	otam	0.8	0.5	0.8	0	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f108r.49	f108r	f108	S|B	1	10	oteedy	0	0	0.5	0	A1 Q2 K2 B1 A2	5	A2	0	1	1	1	A1:1
f108r.6	f108r	f108	S|B	8	13	otedy	0.583333333333	0.5	1	0	A1 Q2 J1 B1 A2	5	A2	0	1	1	1	A1:1
f108r.6	f108r	f108	S|B	9	13	qotey	0.666666666667	1	0	1	D1 A1 Q2 J1 A2	5	A2	0	1	1	1	A1:1
f108r.8	f108r	f108	S|B	12	12	qetam	1	1	0.5	1	D1 J1 Q2 A3 B3	5	B3	0	0	1	0	J1:1
f108v.1	f108v	f108	S|B	3	12	otedy	0.181818181818	0	1	0	A1 Q2 J1 B1 A2	5	A2	0	1	1	1	A1:1
f108v.1	f108v	f108	S|B	6	12	ltal	0.454545454545	1	0.142857142857	0	B2 Q2 A3 B2	4	B2	0	0	1	0	B2:1
f108v.1	f108v	f108	S|B	8	12	oteo	0.636363636364	1	0.428571428571	0	A1 Q2 J1 A1	4	A1	0	1	1	1	A1:1
f108v.1	f108v	f108	S|B	10	12	otedar	0.818181818182	1	0.714285714286	0	A1 Q2 J1 B1 A3 C1	6	C1	0	1	1	1	A1:1
f108v.12	f108v	f108	S|B	1	12	tshedky	0	0	0	0	Q2 L1 J1 B1 Q1 A2	6	A2	1	0	1	0	NONE
f108v.12	f108v	f108	S|B	5	12	teeody	0.363636363636	0	1	0	Q2 K2 A1 B1 A2	5	A2	1	0	1	1	NONE
f108v.12	f108v	f108	S|B	12	12	tedam	1	1	1	0	Q2 J1 B1 A3 B3	5	B3	1	0	1	0	NONE
f108v.17	f108v	f108	S|B	6	11	tedy	0.5	0	1	0	Q2 J1 B1 A2	4	A2	1	0	1	0	NONE
f108v.17	f108v	f108	S|B	10	11	otal	0.9	1	0.5	0	A1 Q2 A3 B2	4	B2	0	1	1	1	A1:1
f108v.24	f108v	f108	S|B	10	12	tchar	0.818181818182	0.5	0.818181818182	0	Q2 K1 A3 C1	4	C1	1	0	1	0	NONE
f108v.38	f108v	f108	S|B	10	10	otam	1	1	0.5	1	A1 Q2 A3 B3	4	B3	0	1	1	1	A1:1
f108v.40	f108v	f108	S|B	6	10	qotey	0.555555555556	0.75	0	1	D1 A1 Q2 J1 A2	5	A2	0	1	1	1	A1:1
f108v.40	f108v	f108	S|B	10	10	qotaiin	1	1	0.5	1	D1 A1 Q2 A3 G1	5	G1	0	1	1	1	A1:1
f108v.43	f108v	f108	S|B	4	9	rcheetey	0.375	0.5	0	1	C1 K1 K2 Q2 J1 A2	6	A2	0	0	1	0	K2:1
