locus	page	physical_folio	register	group_index	group_count	token	residual_host	field_index	field_count	position_in_field	field_length	normalized_field_index	normalized_within_field_position	field_start	after_dy
f103r.24	f103r	f103	S|B	7	12	qotain	otain	3	3	1	6	1	0	1	1
f103r.24	f103r	f103	S|B	10	12	dain	ain	3	3	4	6	1	0.6	0	0
f103r.24	f103r	f103	S|B	11	12	oteey	oteey	3	3	5	6	1	0.8	0	0
f103r.30	f103r	f103	S|B	5	9	shedy	e	2	4	4	4	0.333333333333	1	0	0
f103r.32	f103r	f103	S|B	2	8	shedy	e	1	4	2	2	0	1	0	0
f103r.32	f103r	f103	S|B	6	8	otedy	ote	3	4	3	3	0.666666666667	1	0	0
f103r.39	f103r	f103	S|B	5	6	shedy	e	2	3	4	4	0.5	1	0	0
f103r.39	f103r	f103	S|B	6	6	oteey	oteey	3	3	1	1	1	0.5	1	1
f103r.42	f103r	f103	S|B	1	4	tshey	shey	1	1	1	4	0.5	0	1	0
f103r.42	f103r	f103	S|B	2	4	sheol	eol	1	1	2	4	0.5	0.333333333333	0	0
f103r.43	f103r	f103	S|B	3	11	ol	ol	1	3	3	8	0	0.285714285714	0	0
f103r.43	f103r	f103	S|B	4	11	sheey	eey	1	3	4	8	0	0.428571428571	0	0
f103r.43	f103r	f103	S|B	8	11	sheedy	ee	1	3	8	8	0	1	0	0
f103r.44	f103r	f103	S|B	5	5	otshedy	otshe	1	1	5	5	0.5	1	0	0
f103r.53	f103r	f103	S|B	1	10	sshey	shey	1	3	1	2	0	0	1	0
f103v.14	f103v	f103	S|B	1	12	teeol	eeol	1	5	1	4	0	0	1	0
f103v.14	f103v	f103	S|B	2	12	sheol	eol	1	5	2	4	0	0.333333333333	0	0
f103v.14	f103v	f103	S|B	5	12	shedy	e	2	5	1	1	0.25	0.5	1	1
f103v.14	f103v	f103	S|B	7	12	oshedy	oshe	3	5	2	2	0.5	1	0	0
f103v.14	f103v	f103	S|B	8	12	oteedy	otee	4	5	1	1	0.75	0.5	1	1
f103v.14	f103v	f103	S|B	11	12	aiin	aiin	5	5	3	4	1	0.666666666667	0	0
f103v.14	f103v	f103	S|B	12	12	otam	otam	5	5	4	4	1	1	0	0
f103v.17	f103v	f103	S|B	3	11	qoteey	oteey	2	5	2	3	0.25	0.5	0	0
f103v.17	f103v	f103	S|B	4	11	oteedy	otee	2	5	3	3	0.25	1	0	0
f103v.17	f103v	f103	S|B	6	11	shedy	e	4	5	1	1	0.75	0.5	1	1
f103v.17	f103v	f103	S|B	8	11	ol	ol	5	5	2	5	1	0.25	0	0
f103v.24	f103v	f103	S|B	5	12	aiin	aiin	1	1	5	12	0.5	0.363636363636	0	0
f103v.24	f103v	f103	S|B	8	12	otain	otain	1	1	8	12	0.5	0.636363636364	0	0
f103v.24	f103v	f103	S|B	9	12	otain	otain	1	1	9	12	0.5	0.727272727273	0	0
f103v.24	f103v	f103	S|B	11	12	y	y	1	1	11	12	0.5	0.909090909091	0	0
f103v.25	f103v	f103	S|B	1	10	sain	ain	1	2	1	4	0	0	1	0
f103v.25	f103v	f103	S|B	4	10	oteedy	otee	1	2	4	4	0	1	0	0
f103v.25	f103v	f103	S|B	5	10	qotain	otain	2	2	1	6	1	0	1	1
f103v.25	f103v	f103	S|B	7	10	oty	oty	2	2	3	6	1	0.4	0	0
f103v.26	f103v	f103	S|B	4	6	oteey	oteey	1	2	4	5	0	0.75	0	0
f103v.30	f103v	f103	S|B	6	10	otedy	ote	3	5	1	1	0.5	0.5	1	1
f103v.32	f103v	f103	S|B	2	7	chey	y	1	1	2	7	0.5	0.166666666667	0	0
f103v.36	f103v	f103	S|B	1	5	saiin	aiin	1	1	1	5	0.5	0	1	0
f103v.36	f103v	f103	S|B	4	5	oshey	oshey	1	1	4	5	0.5	0.75	0	0
f103v.7	f103v	f103	S|B	1	12	daiin	aiin	1	3	1	8	0	0	1	0
f103v.7	f103v	f103	S|B	3	12	chol	ol	1	3	3	8	0	0.285714285714	0	0
f103v.7	f103v	f103	S|B	4	12	chey	y	1	3	4	8	0	0.428571428571	0	0
f103v.7	f103v	f103	S|B	5	12	oteey	oteey	1	3	5	8	0	0.571428571429	0	0
f103v.7	f103v	f103	S|B	8	12	shedy	e	1	3	8	8	0	1	0	0
f103v.7	f103v	f103	S|B	9	12	shedy	e	2	3	1	1	0.5	0.5	1	1
f103v.7	f103v	f103	S|B	11	12	ol	ol	3	3	2	3	1	0.5	0	0
f104r.22	f104r	f104	S|B	7	12	cheedy	e	2	3	2	2	0.5	1	0	0
f104r.22	f104r	f104	S|B	9	12	cheor	or	3	3	2	5	1	0.25	0	0
f104r.22	f104r	f104	S|B	11	12	taiin	aiin	3	3	4	5	1	0.75	0	0
f104r.22	f104r	f104	S|B	12	12	dam	am	3	3	5	5	1	1	0	0
f104r.26	f104r	f104	S|B	2	4	sheey	eey	1	1	2	4	0.5	0.333333333333	0	0
f104r.27	f104r	f104	S|B	3	11	qotaiin	otaiin	1	1	3	11	0.5	0.2	0	0
f104r.27	f104r	f104	S|B	4	11	dl	l	1	1	4	11	0.5	0.3	0	0
f104r.27	f104r	f104	S|B	8	11	daiin	aiin	1	1	8	11	0.5	0.7	0	0
f104r.37	f104r	f104	S|B	2	10	cheodal	odal	1	2	2	7	0	0.166666666667	0	0
f104r.37	f104r	f104	S|B	3	10	qoaiin	oaiin	1	2	3	7	0	0.333333333333	0	0
f104r.39	f104r	f104	S|B	3	11	aiin	aiin	1	3	3	4	0	0.666666666667	0	0
f104r.39	f104r	f104	S|B	6	11	chol	ol	2	3	2	5	0.5	0.25	0	0
f104r.39	f104r	f104	S|B	8	11	aiin	aiin	2	3	4	5	0.5	0.75	0	0
f104r.39	f104r	f104	S|B	10	11	qotair	otair	3	3	1	2	1	0	1	1
f104r.42	f104r	f104	S|B	1	3	y	y	1	2	1	2	0	0	1	0
f104r.5	f104r	f104	S|B	2	12	qotaiin	otaiin	1	3	2	3	0	0.5	0	0
f104r.5	f104r	f104	S|B	3	12	qoshedy	oshe	1	3	3	3	0	1	0	0
f104r.5	f104r	f104	S|B	4	12	ol	ol	2	3	1	8	0.5	0	1	1
f104r.5	f104r	f104	S|B	5	12	chl	l	2	3	2	8	0.5	0.142857142857	0	0
f104r.5	f104r	f104	S|B	6	12	ol	ol	2	3	3	8	0.5	0.285714285714	0	0
f104r.7	f104r	f104	S|B	4	11	otchedy	otche	1	3	4	4	0	1	0	0
f104r.7	f104r	f104	S|B	6	11	shedy	e	2	3	2	2	0.5	1	0	0
f104v.10	f104v	f104	S|B	1	11	shol	ol	1	4	1	2	0	0	1	0
f104v.10	f104v	f104	S|B	2	11	cheedy	e	1	4	2	2	0	1	0	0
f104v.10	f104v	f104	S|B	4	11	qoteedy	otee	2	4	2	2	0.333333333333	1	0	0
f104v.10	f104v	f104	S|B	5	11	otaiin	otaiin	3	4	1	2	0.666666666667	0	1	1
f104v.10	f104v	f104	S|B	6	11	oteedy	otee	3	4	2	2	0.666666666667	1	0	0
f104v.10	f104v	f104	S|B	9	11	cheos	os	4	4	3	5	1	0.5	0	0
f104v.19	f104v	f104	S|B	2	13	chol	ol	1	3	2	4	0	0.333333333333	0	0
f104v.19	f104v	f104	S|B	6	13	sheedy	ee	2	3	2	2	0.5	1	0	0
f104v.19	f104v	f104	S|B	12	13	aiin	aiin	3	3	6	7	1	0.833333333333	0	0
f104v.20	f104v	f104	S|B	1	12	or	or	1	4	1	3	0	0	1	0
f104v.20	f104v	f104	S|B	2	12	sheeo	eeo	1	4	2	3	0	0.5	0	0
f104v.20	f104v	f104	S|B	5	12	qochey	ochey	2	4	2	3	0.333333333333	0.5	0	0
f104v.20	f104v	f104	S|B	6	12	qotcheedy	otchee	2	4	3	3	0.333333333333	1	0	0
f104v.20	f104v	f104	S|B	7	12	qotchedy	otche	3	4	1	1	0.666666666667	0.5	1	1
f104v.20	f104v	f104	S|B	9	12	chor	or	4	4	2	5	1	0.25	0	0
f104v.20	f104v	f104	S|B	12	12	otam	otam	4	4	5	5	1	1	0	0
f104v.21	f104v	f104	S|B	2	6	sheedy	ee	1	2	2	2	0	1	0	0
f104v.27	f104v	f104	S|B	2	13	shor	or	1	2	2	6	0	0.2	0	0
f104v.27	f104v	f104	S|B	3	13	sheol	eol	1	2	3	6	0	0.4	0	0
f104v.27	f104v	f104	S|B	4	13	sheol	eol	1	2	4	6	0	0.6	0	0
f104v.27	f104v	f104	S|B	5	13	sheol	eol	1	2	5	6	0	0.8	0	0
f104v.27	f104v	f104	S|B	10	13	aiin	aiin	2	2	4	7	1	0.5	0	0
f104v.27	f104v	f104	S|B	12	13	aiin	aiin	2	2	6	7	1	0.833333333333	0	0
f104v.34	f104v	f104	S|B	3	8	qotain	otain	1	1	3	8	0.5	0.285714285714	0	0
f104v.34	f104v	f104	S|B	7	8	cheol	ol	1	1	7	8	0.5	0.857142857143	0	0
f104v.36	f104v	f104	S|B	2	6	aiir	aiir	1	2	2	5	0	0.25	0	0
f104v.4	f104v	f104	S|B	1	11	qoteedy	otee	1	2	1	1	0	0.5	1	0
f104v.4	f104v	f104	S|B	6	11	chol	ol	2	2	5	10	1	0.444444444444	0	0
f104v.4	f104v	f104	S|B	7	11	chey	y	2	2	6	10	1	0.555555555556	0	0
f104v.4	f104v	f104	S|B	8	11	qol	ol	2	2	7	10	1	0.666666666667	0	0
f104v.4	f104v	f104	S|B	10	11	qoeeey	oeeey	2	2	9	10	1	0.888888888889	0	0
f104v.40	f104v	f104	S|B	4	7	aiin	aiin	2	3	2	4	0.5	0.333333333333	0	0
f105r.10	f105r	f105	S|B	3	4	daiindy	aiin	1	2	3	3	0	1	0	0
f105r.15	f105r	f105	S|B	2	12	ol	ol	1	3	2	5	0	0.25	0	0
f105r.15	f105r	f105	S|B	4	12	aiin	aiin	1	3	4	5	0	0.75	0	0
f105r.15	f105r	f105	S|B	9	12	oteeol	oteeol	3	3	3	6	1	0.4	0	0
f105r.15	f105r	f105	S|B	11	12	daiin	aiin	3	3	5	6	1	0.8	0	0
f105r.18	f105r	f105	S|B	3	12	daiin	aiin	2	4	1	6	0.333333333333	0	1	1
f105r.18	f105r	f105	S|B	8	12	otedy	ote	2	4	6	6	0.333333333333	1	0	0
f105r.18	f105r	f105	S|B	9	12	cheoty	oty	3	4	1	2	0.666666666667	0	1	1
f105r.18	f105r	f105	S|B	10	12	oteedy	otee	3	4	2	2	0.666666666667	1	0	0
f105r.18	f105r	f105	S|B	11	12	oteey	oteey	4	4	1	2	1	0	1	1
f105r.21	f105r	f105	S|B	3	11	qoeey	oeey	2	4	1	2	0.333333333333	0	1	1
f105r.21	f105r	f105	S|B	6	11	saiin	aiin	3	4	2	4	0.666666666667	0.333333333333	0	0
f105r.24	f105r	f105	S|B	2	13	ain	ain	1	1	2	13	0.5	0.0833333333333	0	0
f105r.24	f105r	f105	S|B	12	13	daiin	aiin	1	1	12	13	0.5	0.916666666667	0	0
f105r.24	f105r	f105	S|B	13	13	dam	am	1	1	13	13	0.5	1	0	0
f105r.25	f105r	f105	S|B	1	6	deeedy	eee	1	4	1	1	0	0.5	1	0
f105r.27	f105r	f105	S|B	1	7	dair	air	1	1	1	7	0.5	0	1	0
f105r.34	f105r	f105	S|B	1	11	dor	or	1	1	1	11	0.5	0	1	0
f105r.34	f105r	f105	S|B	8	11	oees	oees	1	1	8	11	0.5	0.7	0	0
f105r.36	f105r	f105	S|B	2	11	otedaiin	otedaiin	1	2	2	10	0	0.111111111111	0	0
f105r.36	f105r	f105	S|B	4	11	ol	ol	1	2	4	10	0	0.333333333333	0	0
f105r.36	f105r	f105	S|B	9	11	otam	otam	1	2	9	10	0	0.888888888889	0	0
f105r.36	f105r	f105	S|B	11	11	otaiin	otaiin	2	2	1	1	1	0.5	1	1
f105r.8	f105r	f105	S|B	1	11	sheey	eey	1	5	1	7	0	0	1	0
f105r.8	f105r	f105	S|B	3	11	or	or	1	5	3	7	0	0.333333333333	0	0
f105r.8	f105r	f105	S|B	4	11	air	air	1	5	4	7	0	0.5	0	0
f105r.8	f105r	f105	S|B	6	11	chey	y	1	5	6	7	0	0.833333333333	0	0
f105r.8	f105r	f105	S|B	9	11	oteedy	otee	3	5	1	1	0.5	0.5	1	1
f105v.1	f105v	f105	S|B	2	9	oair	oair	1	4	2	5	0	0.25	0	0
f105v.16	f105v	f105	S|B	1	12	daiin	aiin	1	1	1	12	0.5	0	1	0
f105v.16	f105v	f105	S|B	4	12	chl	l	1	1	4	12	0.5	0.272727272727	0	0
f105v.16	f105v	f105	S|B	6	12	aiin	aiin	1	1	6	12	0.5	0.454545454545	0	0
f105v.16	f105v	f105	S|B	8	12	aiin	aiin	1	1	8	12	0.5	0.636363636364	0	0
f105v.16	f105v	f105	S|B	11	12	otaiin	otaiin	1	1	11	12	0.5	0.909090909091	0	0
f105v.22	f105v	f105	S|B	1	6	daiin	aiin	1	1	1	6	0.5	0	1	0
f105v.22	f105v	f105	S|B	3	6	chedal	dal	1	1	3	6	0.5	0.4	0	0
f105v.22	f105v	f105	S|B	4	6	air	air	1	1	4	6	0.5	0.6	0	0
f105v.26	f105v	f105	S|B	3	12	otaiin	otaiin	1	1	3	12	0.5	0.181818181818	0	0
f105v.26	f105v	f105	S|B	6	12	or	or	1	1	6	12	0.5	0.454545454545	0	0
f105v.26	f105v	f105	S|B	7	12	aiin	aiin	1	1	7	12	0.5	0.545454545455	0	0
f105v.28	f105v	f105	S|B	6	6	otaiin	otaiin	1	1	6	6	0.5	1	0	0
f105v.37	f105v	f105	S|B	4	12	qoeeo	oeeo	1	2	4	8	0	0.428571428571	0	0
f105v.37	f105v	f105	S|B	9	12	sheeey	eeey	2	2	1	4	1	0	1	1
f105v.4	f105v	f105	S|B	6	8	ol	ol	2	2	3	5	1	0.5	0	0
f105v.7	f105v	f105	S|B	3	7	otair	otair	1	2	3	6	0	0.4	0	0
f105v.7	f105v	f105	S|B	4	7	ol	ol	1	2	4	6	0	0.6	0	0
f106r.10	f106r	f106	S|B	8	9	otedy	ote	5	6	1	1	0.8	0.5	1	1
f106r.11	f106r	f106	S|B	2	12	aiin	aiin	1	1	2	12	0.5	0.0909090909091	0	0
f106r.11	f106r	f106	S|B	3	12	cheol	ol	1	1	3	12	0.5	0.181818181818	0	0
f106r.11	f106r	f106	S|B	4	12	aiin	aiin	1	1	4	12	0.5	0.272727272727	0	0
f106r.11	f106r	f106	S|B	10	12	aiin	aiin	1	1	10	12	0.5	0.818181818182	0	0
f106r.18	f106r	f106	S|B	10	11	qoty	oty	3	3	5	6	1	0.8	0	0
f106r.20	f106r	f106	S|B	4	10	shaiin	aiin	1	3	4	5	0	0.75	0	0
f106r.20	f106r	f106	S|B	8	10	cheodal	odal	2	3	3	4	0.5	0.666666666667	0	0
f106r.20	f106r	f106	S|B	9	10	qochedy	oche	2	3	4	4	0.5	1	0	0
f106r.23	f106r	f106	S|B	3	10	dair	air	3	5	1	3	0.5	0	1	1
f106r.23	f106r	f106	S|B	8	10	otedy	ote	4	5	3	3	0.75	1	0	0
f106r.33	f106r	f106	S|B	8	9	aiir	aiir	3	3	4	5	1	0.75	0	0
f106r.36	f106r	f106	S|B	4	10	qotedy	ote	1	2	4	4	0	1	0	0
f106r.36	f106r	f106	S|B	5	10	qotes	otes	2	2	1	6	1	0	1	1
f106r.36	f106r	f106	S|B	6	10	aiin	aiin	2	2	2	6	1	0.2	0	0
f106r.36	f106r	f106	S|B	9	10	otaiin	otaiin	2	2	5	6	1	0.8	0	0
f106r.36	f106r	f106	S|B	10	10	shedy	e	2	2	6	6	1	1	0	0
f106r.37	f106r	f106	S|B	2	3	tcheo	cheo	1	1	2	3	0.5	0.5	0	0
f106r.40	f106r	f106	S|B	1	11	shaiin	aiin	1	3	1	6	0	0	1	0
f106r.40	f106r	f106	S|B	3	11	aiin	aiin	1	3	3	6	0	0.4	0	0
f106r.40	f106r	f106	S|B	4	11	sheey	eey	1	3	4	6	0	0.6	0	0
f106r.40	f106r	f106	S|B	6	11	sheedy	ee	1	3	6	6	0	1	0	0
f106r.40	f106r	f106	S|B	7	11	shedy	e	2	3	1	1	0.5	0.5	1	1
f106r.40	f106r	f106	S|B	9	11	chey	y	3	3	2	4	1	0.333333333333	0	0
f106r.40	f106r	f106	S|B	11	11	chdaldy	dal	3	3	4	4	1	1	0	0
f106r.44	f106r	f106	S|B	1	10	dshedy	she	1	2	1	1	0	0.5	1	0
f106r.44	f106r	f106	S|B	2	10	qoteey	oteey	2	2	1	9	1	0	1	1
f106r.44	f106r	f106	S|B	3	10	otaiin	otaiin	2	2	2	9	1	0.125	0	0
f106r.44	f106r	f106	S|B	4	10	chy	y	2	2	3	9	1	0.25	0	0
f106r.44	f106r	f106	S|B	7	10	aiin	aiin	2	2	6	9	1	0.625	0	0
f106r.44	f106r	f106	S|B	8	10	oty	oty	2	2	7	9	1	0.75	0	0
f106r.44	f106r	f106	S|B	9	10	otair	otair	2	2	8	9	1	0.875	0	0
f106r.9	f106r	f106	S|B	2	7	chol	ol	1	2	2	5	0	0.25	0	0
f106r.9	f106r	f106	S|B	6	7	qocheo	ocheo	2	2	1	2	1	0	1	1
f106v.10	f106v	f106	S|B	2	7	cheol	ol	2	3	1	5	0.5	0	1	1
f106v.10	f106v	f106	S|B	3	7	oteey	oteey	2	3	2	5	0.5	0.25	0	0
f106v.18	f106v	f106	S|B	8	10	oeedy	oee	3	4	4	4	0.666666666667	1	0	0
f106v.25	f106v	f106	S|B	2	6	sheol	eol	1	1	2	6	0.5	0.2	0	0
f106v.25	f106v	f106	S|B	3	6	chol	ol	1	1	3	6	0.5	0.4	0	0
f106v.25	f106v	f106	S|B	5	6	chol	ol	1	1	5	6	0.5	0.8	0	0
f106v.34	f106v	f106	S|B	6	12	otos	otos	1	2	6	9	0	0.625	0	0
f106v.34	f106v	f106	S|B	8	12	odal	odal	1	2	8	9	0	0.875	0	0
f106v.34	f106v	f106	S|B	10	12	qotaiin	otaiin	2	2	1	3	1	0	1	1
f106v.34	f106v	f106	S|B	11	12	otor	otor	2	2	2	3	1	0.5	0	0
f106v.36	f106v	f106	S|B	1	4	sol	ol	1	2	1	2	0	0	1	0
f106v.36	f106v	f106	S|B	2	4	sheedy	ee	1	2	2	2	0	1	0	0
f106v.4	f106v	f106	S|B	3	8	aiin	aiin	1	1	3	8	0.5	0.285714285714	0	0
f106v.4	f106v	f106	S|B	6	8	chdal	dal	1	1	6	8	0.5	0.714285714286	0	0
f106v.46	f106v	f106	S|B	7	11	ol	ol	1	1	7	11	0.5	0.6	0	0
f106v.46	f106v	f106	S|B	11	11	chos	os	1	1	11	11	0.5	1	0	0
f106v.5	f106v	f106	S|B	2	12	oeey	oeey	1	3	2	4	0	0.333333333333	0	0
f106v.5	f106v	f106	S|B	7	12	otaiin	otaiin	3	3	1	6	1	0	1	1
f106v.5	f106v	f106	S|B	9	12	aiin	aiin	3	3	3	6	1	0.4	0	0
f106v.5	f106v	f106	S|B	11	12	dair	air	3	3	5	6	1	0.8	0	0
f106v.8	f106v	f106	S|B	4	5	aiin	aiin	1	1	4	5	0.5	0.75	0	0
f106v.8	f106v	f106	S|B	5	5	otaiin	otaiin	1	1	5	5	0.5	1	0	0
f107r.13	f107r	f107	S|B	2	10	aiin	aiin	1	3	2	6	0	0.2	0	0
f107r.13	f107r	f107	S|B	6	10	shedy	e	1	3	6	6	0	1	0	0
f107r.13	f107r	f107	S|B	9	10	shedy	e	2	3	3	3	0.5	1	0	0
f107r.17	f107r	f107	S|B	1	4	sair	air	1	1	1	4	0.5	0	1	0
f107r.17	f107r	f107	S|B	2	4	chey	y	1	1	2	4	0.5	0.333333333333	0	0
f107r.17	f107r	f107	S|B	4	4	chey	y	1	1	4	4	0.5	1	0	0
f107r.19	f107r	f107	S|B	1	12	oaiin	oaiin	1	2	1	9	0	0	1	0
f107r.19	f107r	f107	S|B	2	12	ol	ol	1	2	2	9	0	0.125	0	0
f107r.19	f107r	f107	S|B	4	12	sheey	eey	1	2	4	9	0	0.375	0	0
f107r.19	f107r	f107	S|B	6	12	aiin	aiin	1	2	6	9	0	0.625	0	0
f107r.19	f107r	f107	S|B	8	12	dy	y	1	2	8	9	0	0.875	0	0
f107r.2	f107r	f107	S|B	1	13	dchey	chey	1	2	1	4	0	0	1	0
f107r.2	f107r	f107	S|B	3	13	aiin	aiin	1	2	3	4	0	0.666666666667	0	0
f107r.2	f107r	f107	S|B	4	13	shedy	e	1	2	4	4	0	1	0	0
f107r.2	f107r	f107	S|B	6	13	qor	or	2	2	2	9	1	0.125	0	0
f107r.2	f107r	f107	S|B	7	13	aiin	aiin	2	2	3	9	1	0.25	0	0
f107r.2	f107r	f107	S|B	10	13	qotain	otain	2	2	6	9	1	0.625	0	0
f107r.2	f107r	f107	S|B	11	13	chey	y	2	2	7	9	1	0.75	0	0
f107r.2	f107r	f107	S|B	12	13	qeeey	eeey	2	2	8	9	1	0.875	0	0
f107r.33	f107r	f107	S|B	5	11	chey	y	1	1	5	11	0.5	0.4	0	0
f107r.33	f107r	f107	S|B	6	11	qol	ol	1	1	6	11	0.5	0.5	0	0
f107r.35	f107r	f107	S|B	1	11	daiin	aiin	1	2	1	4	0	0	1	0
f107r.35	f107r	f107	S|B	2	11	shl	l	1	2	2	4	0	0.333333333333	0	0
f107r.35	f107r	f107	S|B	8	11	qotaiin	otaiin	2	2	4	7	1	0.5	0	0
f107r.35	f107r	f107	S|B	10	11	ol	ol	2	2	6	7	1	0.833333333333	0	0
f107r.38	f107r	f107	S|B	4	9	qoteedy	otee	1	3	4	4	0	1	0	0
f107r.38	f107r	f107	S|B	5	9	qotaiin	otaiin	2	3	1	2	0.5	0	1	1
f107r.46	f107r	f107	S|B	5	12	ol	ol	1	1	5	12	0.5	0.363636363636	0	0
f107r.46	f107r	f107	S|B	6	12	cheor	or	1	1	6	12	0.5	0.454545454545	0	0
f107r.46	f107r	f107	S|B	7	12	aiin	aiin	1	1	7	12	0.5	0.545454545455	0	0
f107r.46	f107r	f107	S|B	9	12	taiin	aiin	1	1	9	12	0.5	0.727272727273	0	0
f107r.5	f107r	f107	S|B	2	10	tedy	e	2	5	1	1	0.25	0.5	1	1
f107r.5	f107r	f107	S|B	3	10	oteeey	oteeey	3	5	1	2	0.5	0	1	1
f107r.7	f107r	f107	S|B	2	6	cheotchey	otchey	1	2	2	5	0	0.25	0	0
f107r.7	f107r	f107	S|B	6	6	otcheey	otcheey	2	2	1	1	1	0.5	1	1
f107v.11	f107v	f107	S|B	1	10	tshedy	she	1	4	1	1	0	0.5	1	0
f107v.11	f107v	f107	S|B	3	10	shedy	e	2	4	2	2	0.333333333333	1	0	0
f107v.11	f107v	f107	S|B	7	10	qotaiin	otaiin	3	4	4	6	0.666666666667	0.6	0	0
f107v.11	f107v	f107	S|B	9	10	qoteedy	otee	3	4	6	6	0.666666666667	1	0	0
f107v.12	f107v	f107	S|B	3	11	chol	ol	1	2	3	6	0	0.4	0	0
f107v.12	f107v	f107	S|B	6	11	shedy	e	1	2	6	6	0	1	0	0
f107v.12	f107v	f107	S|B	9	11	choty	oty	2	2	3	5	1	0.5	0	0
f107v.12	f107v	f107	S|B	11	11	otam	otam	2	2	5	5	1	1	0	0
f107v.15	f107v	f107	S|B	7	9	otain	otain	1	1	7	9	0.5	0.75	0	0
f107v.17	f107v	f107	S|B	1	11	saiin	aiin	1	1	1	11	0.5	0	1	0
f107v.17	f107v	f107	S|B	2	11	or	or	1	1	2	11	0.5	0.1	0	0
f107v.17	f107v	f107	S|B	8	11	cheol	ol	1	1	8	11	0.5	0.7	0	0
f107v.17	f107v	f107	S|B	10	11	chey	y	1	1	10	11	0.5	0.9	0	0
f107v.18	f107v	f107	S|B	6	10	chol	ol	2	2	3	7	1	0.333333333333	0	0
f107v.18	f107v	f107	S|B	8	10	otaiin	otaiin	2	2	5	7	1	0.666666666667	0	0
f107v.2	f107v	f107	S|B	1	13	daiin	aiin	1	2	1	6	0	0	1	0
f107v.2	f107v	f107	S|B	3	13	ol	ol	1	2	3	6	0	0.4	0	0
f107v.2	f107v	f107	S|B	4	13	daiin	aiin	1	2	4	6	0	0.6	0	0
