host	register	physical_folios	wrappers	different_wrapper_pairs	same_wrapper_pairs	different_wrapper_mean_similarity	same_wrapper_mean_similarity	matched_control_mean_similarity	different_minus_control	different_minus_same	same_wrapper_available
olor	STARS_RECIPE_B	4	3	5	1	0.322905049382	0.26835443038	0.294791486379	0.0281135630032	0.054550619002	1
okeed	OTHER_B	7	2	11	16	0.291044612039	0.289761371436	0.26302306129	0.0280215507491	0.00128324060214	1
okeee	OTHER_B	2	2	1	0	0.259649122807	0	0.231650666229	0.0279984565775	0	0
por	STARS_RECIPE_B	3	2	3	5	0.273927849282	0.273085223768	0.246219017191	0.027708832091	0.000842625513908	1
p	OTHER_B	3	2	2	1	0.269177077893	0.301255230126	0.24195205194	0.0272250259536	-0.0320781522321	1
sh	HERBAL_B	2	2	1	0	0.269230769231	0	0.24213601148	0.0270947577512	0	0
r	HERBAL_A	12	2	25	77	0.188151738112	0.17984242512	0.161134117949	0.0270176201624	0.00830931299114	1
cthhy	HERBAL_B	2	2	1	0	0.0441176470588	0	0.0171195191565	0.0269981279023	0	0
ed	HERBAL_B	5	2	5	9	0.15278693414	0.0958465605188	0.126329850867	0.0264570832732	0.0569403736211	1
oke	OTHER_B	12	3	200	200	0.286397172522	0.285763359741	0.260026350235	0.0263708222874	0.000633812781171	1
kee	HERBAL_B	2	2	1	0	0.11320754717	0	0.0868825837261	0.0263249634437	0	0
olky	OTHER_B	5	2	7	7	0.316032215081	0.343937236579	0.2897133923	0.0263188227813	-0.0279050214979	1
k	OTHER_B	11	6	168	88	0.303134313085	0.296600960867	0.276921792702	0.0262125203826	0.00653335221795	1
okeol	HERBAL_B	2	2	1	0	0.125	0	0.0990582220925	0.0259417779075	0	0
old	HERBAL_A	7	6	30	4	0.170053035725	0.183778607295	0.144751637032	0.0253013986933	-0.0137255715697	1
ok	HERBAL_A	27	5	200	200	0.179947118189	0.167981827042	0.154666418121	0.0252807000675	0.0119652911471	1
okaly	OTHER_B	7	2	11	16	0.281562511365	0.275143381039	0.256336174721	0.025226336644	0.0064191303258	1
eol	OTHER_B	11	4	72	57	0.311443246139	0.319713367743	0.286351322453	0.0250919236865	-0.00827012160397	1
ed	OTHER_B	9	5	90	47	0.285383395191	0.266067628459	0.260391960241	0.0249914349497	0.0193157667321	1
olor	OTHER_B	6	3	12	14	0.305037694529	0.292027561508	0.28010608074	0.0249316137883	0.013010133021	1
or	HERBAL_B	12	7	200	150	0.189677816575	0.183115267048	0.16482773162	0.0248500849549	0.00656254952699	1
ckh	OTHER_B	6	4	16	10	0.258771470392	0.27437150769	0.234217952005	0.024553518387	-0.0156000372981	1
eky	OTHER_B	10	2	41	34	0.289712288658	0.297588952188	0.265565925527	0.0241463631304	-0.00787666353037	1
oro	HERBAL_A	3	2	2	1	0.164760914761	0.0952380952381	0.14080496362	0.0239559511413	0.0695228195228	1
olshe	OTHER_B	7	4	52	29	0.33680089165	0.334581755778	0.313078284917	0.0237226067327	0.00221913587175	1
opshe	STARS_RECIPE_B	2	2	1	0	0.265625	0	0.242033756521	0.0235912434786	0	0
sho	HERBAL_A	10	2	21	24	0.188633016688	0.198073755957	0.165043676006	0.0235893406826	-0.00944073926921	1
shol	HERBAL_A	6	3	14	6	0.159995355498	0.114712254313	0.136542786981	0.0234525685168	0.0452831011849	1
oiin	HERBAL_A	15	6	200	68	0.193971603444	0.187511858781	0.17054970243	0.0234219010142	0.00645974466323	1
olk	STARS_RECIPE_B	9	5	91	34	0.280310301833	0.282962983837	0.257043245712	0.0232670561211	-0.00265268200437	1
y	OTHER_B	13	7	200	200	0.251898031373	0.249489670759	0.229166196756	0.0227318346166	0.00240836061383	1
ykeo	HERBAL_A	2	2	1	0	0.169014084507	0	0.146546217139	0.0224678673682	0	0
ot	OTHER_A	2	2	2	4	0.119927301698	0.10672761024	0.0976502544807	0.0222770472173	0.0131996914581	1
y	HERBAL_A	43	8	200	200	0.155655526212	0.152895380717	0.133603931582	0.0220515946299	0.00276014549521	1
she	OTHER_B	11	5	80	47	0.299187105941	0.266192323371	0.277375657434	0.0218114485065	0.0329947825701	1
ty	HERBAL_A	8	2	19	16	0.216082623925	0.227762972745	0.194386487651	0.0216961362738	-0.0116803488197	1
t	HERBAL_A	3	2	2	1	0.156829868097	0.140845070423	0.135227165951	0.0216027021463	0.0159847976749	1
lk	STARS_RECIPE_B	11	2	14	115	0.283880802746	0.268178554285	0.262325966805	0.0215548359413	0.015702248461	1
oko	OTHER_A	3	2	3	2	0.154315245478	0.14874657266	0.132784052883	0.0215311925955	0.00556867281842	1
aiiin	HERBAL_A	5	2	4	6	0.180305371301	0.18325280216	0.158838620464	0.0214667508365	-0.00294743085972	1
ckh	HERBAL_B	6	3	11	4	0.130956177216	0.158498998591	0.109705954749	0.0212502224672	-0.0275428213744	1
air	OTHER_A	4	3	9	4	0.115486888948	0.100666233344	0.0942994386936	0.021187450254	0.0148206556034	1
chy	HERBAL_A	30	7	200	200	0.17584828351	0.16715256485	0.154717392442	0.0211308910683	0.00869571865978	1
okeey	HERBAL_B	5	2	8	6	0.125340557253	0.0894111825361	0.104452067973	0.0208884892793	0.0359293747165	1
ol	OTHER_A	3	2	2	1	0.147890050329	0.0972222222222	0.127075041117	0.0208150092122	0.0506678281069	1
a	STARS_RECIPE_B	12	6	200	79	0.273063122191	0.273132011061	0.252446855307	0.020616266884	-6.88888699608e-05	1
octho	HERBAL_A	2	2	1	0	0.133333333333	0	0.112735015955	0.0205983173779	0	0
ain	OTHER_B	12	6	200	159	0.29397850149	0.297746105017	0.273808455282	0.0201700462086	-0.00376760352702	1
key	HERBAL_B	2	2	1	0	0.159090909091	0	0.138968768245	0.0201221408464	0	0
cthy	HERBAL_B	7	3	23	11	0.178743884946	0.18331788847	0.158796688802	0.0199471961439	-0.004574003524	1
a	HERBAL_A	13	7	122	58	0.149954247858	0.151713297509	0.130209442678	0.01974480518	-0.0017590496508	1
ckhey	OTHER_A	5	2	4	14	0.155692918133	0.137099211296	0.13610342673	0.0195894914034	0.0185937068372	1
eees	STARS_RECIPE_B	3	2	2	1	0.308938965131	0.260317460317	0.289353563402	0.0195854017285	0.0486215048131	1
ee	OTHER_B	13	5	200	200	0.296097143878	0.284283879657	0.276861792523	0.0192353513543	0.0118132642209	1
aiir	HERBAL_B	2	2	1	0	0.105263157895	0	0.0861964836186	0.0190666742762	0	0
cheol	STARS_RECIPE_B	4	2	3	3	0.297574372398	0.264525266668	0.279028345307	0.0185460270912	0.0330491057301	1
okol	OTHER_B	10	4	67	45	0.309204611862	0.294063628822	0.290691105783	0.018513506079	0.0151409830402	1
shor	HERBAL_A	8	3	17	11	0.172049743667	0.178434779103	0.153599342793	0.0184504008737	-0.00638503543622	1
y	STARS_RECIPE_B	12	7	200	200	0.257776948557	0.25542155144	0.239344476144	0.0184324724126	0.00235539711714	1
oke	STARS_RECIPE_B	12	5	187	161	0.276859888254	0.269803175267	0.25856769017	0.0182921980843	0.00705671298712	1
s	HERBAL_B	9	3	30	22	0.143140407646	0.132977563525	0.124877403377	0.0182630042689	0.0101628441218	1
ok	OTHER_B	13	5	200	200	0.263215473357	0.260187704819	0.245031018594	0.0181844547638	0.00302776853818	1
ckho	STARS_RECIPE_B	3	2	2	1	0.290590721093	0.238219895288	0.272571538711	0.0180191823825	0.0523708258054	1
okey	OTHER_B	10	2	50	92	0.308914882119	0.319435159501	0.291015432759	0.01789944936	-0.0105202773821	1
kchy	HERBAL_A	11	2	24	31	0.162221983795	0.129317796188	0.14439061955	0.0178313642453	0.0329041876071	1
o	STARS_RECIPE_B	12	8	200	200	0.265133859276	0.263219787916	0.24731734078	0.017816518496	0.00191407136035	1
otoly	HERBAL_A	2	2	1	0	0.191176470588	0	0.173476911633	0.0176995589554	0	0
chod	HERBAL_A	8	5	34	9	0.191281578099	0.200237010849	0.173720129247	0.0175614488523	-0.00895543274998	1
okee	OTHER_B	13	3	200	200	0.302084596055	0.290868665703	0.284557282692	0.0175273133635	0.0112159303521	1
octhy	HERBAL_A	11	3	45	31	0.181108719846	0.171254565708	0.163604031118	0.0175046887274	0.00985415413756	1
y	HERBAL_B	15	7	200	200	0.145770331298	0.146663042859	0.128384530187	0.0173858011108	-0.000892711561217	1
ar	OTHER_A	5	6	60	17	0.152614511469	0.146139825565	0.135479195713	0.0171353157568	0.00647468590478	1
cthy	HERBAL_A	28	5	200	200	0.177726262468	0.166618424555	0.160619268715	0.017106993753	0.0111078379129	1
d	OTHER_A	4	6	22	3	0.143874414162	0.116926016926	0.126818213548	0.0170562006139	0.0269483972355	1
d	HERBAL_B	13	6	200	58	0.157796429127	0.159433121531	0.140870371879	0.0169260572483	-0.00163669240418	1
al	OTHER_B	13	7	200	200	0.294703870851	0.273984021274	0.277926589895	0.0167772809561	0.0207198495762	1
es	OTHER_B	3	3	4	1	0.360427253906	0.349845201238	0.343819778463	0.0166074754425	0.0105820526671	1
air	HERBAL_A	15	3	27	78	0.156890922753	0.114663704019	0.140407616156	0.0164833065968	0.0422272187333	1
okoiin	HERBAL_A	4	3	7	2	0.195449685833	0.238406046032	0.17938890204	0.0160607837931	-0.0429563601991	1
okeey	STARS_RECIPE_B	11	4	200	200	0.278559552053	0.271980865283	0.262528567498	0.0160309845544	0.00657868676925	1
sheey	STARS_RECIPE_B	5	3	8	6	0.290479182875	0.261549604848	0.274649331841	0.0158298510342	0.0289295780279	1
ytey	OTHER_B	2	2	1	0	0.245614035088	0	0.230103721742	0.0155103133459	0	0
cheey	HERBAL_A	5	2	8	6	0.174767006854	0.156448600165	0.159314091187	0.0154529156669	0.0183184066884	1
ee	HERBAL_B	7	4	22	5	0.175844458616	0.161370509294	0.160395374424	0.0154490841924	0.0144739493219	1
keey	STARS_RECIPE_B	3	3	4	3	0.312285274569	0.287685500832	0.296843103663	0.0154421709057	0.0245997737363	1
eey	HERBAL_B	4	2	3	3	0.094835397161	0.0505910165485	0.0795095826593	0.0153258145017	0.0442443806125	1
airy	STARS_RECIPE_B	3	2	4	1	0.282541290228	0.296551724138	0.26729606951	0.0152452207182	-0.01401043391	1
kchor	HERBAL_A	10	2	10	44	0.161670310839	0.14157166787	0.146645924805	0.0150243860341	0.020098642969	1
opchy	STARS_RECIPE_B	4	2	3	6	0.286941009299	0.29462540167	0.272049192694	0.0148918166049	-0.00768439237115	1
pche	STARS_RECIPE_B	4	2	4	13	0.274329269571	0.287305391244	0.259493112731	0.01483615684	-0.0129761216729	1
l	STARS_RECIPE_B	12	8	200	200	0.258196096001	0.261703090369	0.243390288757	0.0148058072445	-0.00350699436768	1
eor	OTHER_A	3	3	5	2	0.128303960624	0.0741667970584	0.11350836064	0.0147955999839	0.0541371635652	1
al	STARS_RECIPE_B	12	6	200	200	0.275417101581	0.265565726161	0.260658398557	0.0147587030236	0.00985137541934	1
eor	STARS_RECIPE_B	7	3	24	10	0.281855174151	0.291587037844	0.26729272209	0.0145624520614	-0.00973186369221	1
oin	OTHER_B	3	3	3	0	0.336476534125	0	0.32191983318	0.014556700945	0	0
o	OTHER_A	7	6	200	51	0.115084168704	0.111215398438	0.100588463371	0.0144957053331	0.00386877026617	1
okshe	STARS_RECIPE_B	3	2	2	1	0.260793905763	0.1953125	0.246379637391	0.0144142683722	0.0654814057632	1
k	STARS_RECIPE_B	12	7	200	157	0.271837284471	0.266930233526	0.25743536663	0.0144019178406	0.00490705094409	1
ai	STARS_RECIPE_B	3	2	2	1	0.301983459808	0.360544217687	0.287653905112	0.0143295546964	-0.0585607578788	1
op	OTHER_B	5	2	4	6	0.254065237738	0.20169377789	0.240054790884	0.0140104468538	0.0523714598476	1
kol	HERBAL_A	10	2	16	29	0.173026033622	0.177740292095	0.159041442069	0.0139845915531	-0.00471425847285	1
eod	STARS_RECIPE_B	7	2	6	15	0.267401163393	0.224735533486	0.253711877663	0.0136892857299	0.042665629907	1
ytchor	HERBAL_A	7	2	6	15	0.190166754531	0.211738710618	0.176769338882	0.0133974156482	-0.021571956087	1
ar	STARS_RECIPE_B	12	7	200	200	0.270583707985	0.260458408858	0.257226367259	0.0133573407262	0.0101252991269	1
ockhy	HERBAL_B	2	2	1	0	0.120879120879	0	0.107827054537	0.0130520663424	0	0
ckhy	STARS_RECIPE_B	8	5	145	59	0.286613942579	0.297130678585	0.273613469292	0.0130004732869	-0.0105167360054	1
ok	STARS_RECIPE_B	12	6	200	200	0.254052757258	0.247797993576	0.241180748467	0.0128720087911	0.00625476368185	1
eol	STARS_RECIPE_B	11	4	84	78	0.276846730092	0.261003487248	0.264610387136	0.0122363429555	0.0158432428439	1
chol	HERBAL_A	31	5	200	200	0.159246153591	0.151961588237	0.147027707579	0.0122184460129	0.00728456535482	1
shy	HERBAL_A	12	6	68	9	0.169154187006	0.166479251527	0.157016564137	0.0121376228693	0.00267493547918	1
ch	HERBAL_A	16	6	153	30	0.154220150735	0.149741314907	0.142171588465	0.0120485622704	0.00447883582869	1
eey	STARS_RECIPE_B	12	6	200	200	0.269970132771	0.270665917787	0.257943317596	0.0120268151749	-0.000695785016416	1
alch	OTHER_B	2	2	1	0	0.34808259587	0	0.336111226633	0.0119713692374	0	0
okcho	HERBAL_A	7	2	14	13	0.147540168861	0.134978964809	0.13558786251	0.0119523063513	0.0125612040524	1
chy	OTHER_A	2	2	1	1	0.135	0.135	0.123225807059	0.0117741929406	0	1
ckhy	OTHER_B	13	4	200	160	0.290506523186	0.287112501342	0.278789606571	0.0117169166152	0.00339402184378	1
ey	HERBAL_A	17	3	160	154	0.164292025711	0.144026618606	0.1526767381	0.0116152876103	0.0202654071045	1
opch	HERBAL_B	3	2	2	1	0.169416941694	0.156626506024	0.157873923297	0.0115430183974	0.0127904356701	1
shey	STARS_RECIPE_B	3	4	6	1	0.309756439803	0.350299401198	0.298226857733	0.01152958207	-0.0405429613945	1
ain	HERBAL_B	6	2	24	25	0.202935143599	0.197318866428	0.191459453683	0.011475689916	0.00561627717085	1
ok	HERBAL_B	13	4	200	200	0.154699266953	0.165676455468	0.143269990704	0.0114292762493	-0.0109771885145	1
y	OTHER_A	7	7	200	63	0.102156860748	0.108262225213	0.0909840071404	0.0111728536072	-0.006105364465	1
ot	HERBAL_A	25	5	200	177	0.158358592628	0.145267802219	0.147242238236	0.0111163543923	0.0130907904093	1
al	OTHER_A	4	6	63	23	0.155426039222	0.160464432095	0.144383585725	0.0110424534971	-0.00503839287274	1
l	OTHER_A	8	8	200	114	0.106414245107	0.0987026076323	0.0955781664535	0.0108360786535	0.00771163747474	1
e	HERBAL_B	10	4	191	82	0.143325615841	0.137851796261	0.132490691429	0.0108349244114	0.00547381957986	1
aiin	HERBAL_B	13	5	200	200	0.152214247133	0.148544983089	0.14139328229	0.0108209648426	0.00366926404418	1
oked	HERBAL_B	2	2	1	0	0.173333333333	0	0.162607057579	0.0107262757544	0	0
ain	HERBAL_A	28	5	200	200	0.172921537537	0.167883262704	0.16220330835	0.010718229187	0.00503827483363	1
olkeeey	STARS_RECIPE_B	5	2	4	6	0.27556998557	0.248303999378	0.264902459107	0.010667526463	0.0272659861919	1
keey	OTHER_B	4	4	6	0	0.238508922546	0	0.227900525914	0.0106083966316	0	0
cho	HERBAL_A	16	6	151	32	0.151867832842	0.153246628845	0.141283839801	0.0105839930408	-0.00137879600225	1
okeeey	STARS_RECIPE_B	9	2	33	30	0.277652869532	0.284768132968	0.267350181941	0.0103026875908	-0.00711526343626	1
aiiin	HERBAL_B	3	2	2	1	0.180621342992	0.184466019417	0.170419603716	0.0102017392764	-0.003844676425	1
okeol	OTHER_A	5	4	35	19	0.140011147744	0.126582414886	0.129842027215	0.0101691205288	0.0134287328583	1
arol	STARS_RECIPE_B	3	2	2	1	0.28661709563	0.280748663102	0.276469519268	0.0101475763626	0.00586843252883	1
l	HERBAL_A	47	7	200	200	0.132858845287	0.135877082767	0.122717133396	0.0101417118912	-0.00301823747975	1
oto	HERBAL_A	8	4	22	6	0.145267768005	0.135163400667	0.135145997079	0.0101217709254	0.0101043673379	1
olol	HERBAL_A	6	3	9	6	0.157714416742	0.172702440523	0.14761507107	0.0100993456721	-0.0149880237809	1
yk	HERBAL_A	10	3	23	22	0.156994660557	0.141143353675	0.146896353725	0.010098306832	0.0158513068816	1
op	STARS_RECIPE_B	8	4	30	22	0.269172278549	0.262979398169	0.259200317555	0.00997196099444	0.00619288038051	1
eey	OTHER_A	5	4	21	17	0.149592850775	0.137930370916	0.139636356075	0.00995649469924	0.0116624798583	1
ald	OTHER_A	4	3	8	1	0.1612551279	0.172932330827	0.151341390471	0.00991373742863	-0.011677202927	1
eeey	STARS_RECIPE_B	7	3	20	7	0.283223074985	0.289307017747	0.273486154596	0.00973692038898	-0.00608394276216	1
e	STARS_RECIPE_B	12	6	200	200	0.257075626698	0.258747633672	0.247354368797	0.0097212579003	-0.00167200697471	1
ysho	HERBAL_A	3	2	2	1	0.103040540541	0.0943396226415	0.0934577714846	0.00958276905594	0.00870091789903	1
ain	STARS_RECIPE_B	10	6	200	145	0.274198492525	0.269517719331	0.264679484645	0.00951900788004	0.00468077319416	1
okchol	HERBAL_A	11	3	51	25	0.148281354593	0.167867377928	0.138778610261	0.00950274433205	-0.0195860233348	1
