evaluation	representation	renderer_control	scope	boundaries	dy_boundaries	right_events	base_bits	dy_bits	renderer_bits	renderer_dy_bits	dy_gain_vs_base	renderer_gain_vs_base	residual_dy_gain_vs_renderer	renderer_gain_vs_dy	residual_dy_gain_per_event
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	ALL	7409	1298	29206	60734.4623217	59972.2918355	45168.0799512	45459.7685412	762.170486197	15566.3823704	-291.688589978	14512.5232943	-0.00998728309176
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	HERBAL_A	2070	68	8452	17744.3557372	17468.2623684	14315.9308419	14375.1971507	276.093368811	3428.42489523	-59.2663087616	3093.06521765	-0.00701210468074
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	HERBAL_B	640	147	2341	5138.68597154	5107.524509	3886.41306379	3922.80057658	31.1614625365	1252.27290775	-36.3875127881	1184.72393242	-0.0155435765861
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	OTHER_A	386	34	1617	3417.71311002	3368.68373281	2767.31290998	2786.15102089	49.0293772072	650.400200044	-18.8381109104	582.532711926	-0.0116500376688
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	OTHER_B	2146	587	8203	16511.1178189	16273.9586312	11047.6794531	11136.3055265	237.159187623	5463.43836572	-88.6260733667	5137.65310473	-0.0108041050063
LEAVE_FOLIO_OUT	PAGE_HOST	FULL_COMPILER	STARS_RECIPE_B	2167	462	8593	17922.5896841	17753.8625941	13150.7436824	13239.3142665	168.727090018	4771.8460017	-88.5705841511	4514.54832753	-0.0103072947924
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	ALL	7409	1298	29206	63912.8120584	63194.3968149	49930.9541925	50422.2279967	718.415243505	13981.8578659	-491.273804144	12772.1688182	-0.0168209889798
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	HERBAL_A	2070	68	8452	19540.5078838	19311.3260807	16756.2359681	16917.0567066	229.181803127	2784.27191574	-160.820738518	2394.26937409	-0.0190275365023
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	HERBAL_B	640	147	2341	5181.7407172	5172.6503774	3988.65193292	4042.44348086	9.09033980206	1193.08878428	-53.7915479389	1130.20689654	-0.0229780213323
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	OTHER_A	386	34	1617	3450.02523999	3394.2598788	2791.45634	2803.80410624	55.7653611953	658.568899988	-12.3477662386	590.455772554	-0.00763621907148
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	OTHER_B	2146	587	8203	17120.1581153	16862.7450109	12061.6092086	12179.6248079	257.413104365	5058.54890664	-118.015599208	4683.12020307	-0.0143868827512
LEAVE_REGISTER_OUT	PAGE_HOST	FULL_COMPILER	STARS_RECIPE_B	2167	462	8593	18620.3801021	18453.4154671	14333.0007429	14479.2988951	166.964635017	4287.37935925	-146.29815224	3974.11657199	-0.0170252708298
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	ALL	7409	1298	35286	67372.9412771	66581.8041166	47170.1744442	47386.1764044	791.137160522	20202.7668329	-216.001960273	19195.6277121	-0.00612146347767
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	HERBAL_A	2070	68	9679	19066.4241735	18792.7439975	14790.2870221	14812.1363381	273.68017602	4276.13715139	-21.8493159443	3980.60765943	-0.0022573939399
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	HERBAL_B	640	147	2913	5771.41702979	5730.39407439	4045.12189386	4076.53053168	41.0229553929	1726.29513592	-31.4086378152	1653.86354272	-0.0107822306266
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	OTHER_A	386	34	1879	3787.7625742	3731.17060568	2957.96262033	2962.21788011	56.5919685201	829.799953876	-4.25525978779	768.952725568	-0.00226464065343
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	OTHER_B	2146	587	9923	18243.0135753	17979.7529912	11377.8516678	11460.1166606	263.260584089	6865.16190749	-82.2649927822	6519.63633062	-0.00829033485662
LEAVE_FOLIO_OUT	RESIDUAL_ROOT	FULL_COMPILER	STARS_RECIPE_B	2167	462	10892	20504.3239243	20347.7424478	13998.9512401	14075.174994	156.5814765	6505.37268424	-76.2237539437	6272.5674538	-0.00699814119939
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	ALL	7409	1298	35286	70958.0011037	70119.9503814	52481.9572026	52857.4806036	838.050722285	18476.0439011	-375.523400969	17262.4697778	-0.0106422774179
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	HERBAL_A	2070	68	9679	21070.6659379	20817.1641851	17492.056782	17609.9328622	253.501752831	3578.6091559	-117.876080147	3207.23132292	-0.0121785391204
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	HERBAL_B	640	147	2913	5828.58919589	5803.82927769	4151.60314986	4197.37756407	24.7599181989	1676.98604603	-45.7744142178	1606.45171362	-0.0157138394156
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	OTHER_A	386	34	1879	3818.48240709	3754.00747144	2986.73077795	2984.82807148	64.4749356514	831.751629138	1.90270647404	769.17939996	0.00101261653754
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	OTHER_B	2146	587	9923	18914.5093944	18622.9106351	12454.2885932	12558.8588032	291.598759299	6460.22080125	-104.570210025	6064.05183193	-0.010538164872
LEAVE_REGISTER_OUT	RESIDUAL_ROOT	FULL_COMPILER	STARS_RECIPE_B	2167	462	10892	21325.7541684	21122.0388121	15397.2778996	15506.4833027	203.715356303	5928.47626878	-109.205403054	5615.55550942	-0.010026202998
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	ALL	7409	1298	45048	80718.0111961	79905.3210218	48731.4415348	49001.489256	812.690174255	31986.5696612	-270.047721149	30903.8317658	-0.00599466615941
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	HERBAL_A	2070	68	12000	23540.7110648	23314.3788532	15360.4106489	15374.2616793	226.332211634	8180.30041596	-13.8510303992	7940.11717392	-0.00115425253326
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	HERBAL_B	640	147	3764	6919.91538873	6899.02723482	4195.27968062	4252.38903376	20.8881539113	2724.63570811	-57.1093531381	2646.63820106	-0.0151725167742
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	OTHER_A	386	34	2375	4651.16715514	4612.73652073	3092.78337013	3100.07565229	38.4306344008	1558.38378501	-7.29228215828	1512.66086845	-0.00307043459296
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	OTHER_B	2146	587	13104	21515.1453743	21155.7939516	11648.8942794	11740.9773116	359.351422684	9866.25109489	-92.0830321428	9414.81664007	-0.00702709341749
LEAVE_FOLIO_OUT	RAW_SURFACE	FULL_COMPILER	STARS_RECIPE_B	2167	462	13805	24091.0722131	23923.3844614	14434.0735558	14533.7855791	167.687751624	9656.99865726	-99.7120233105	9389.59888232	-0.00722289194571
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	ALL	7409	1298	45048	85563.4157457	84810.7832619	54514.8907739	54995.7251863	752.632483723	31048.5249718	-480.834412481	29815.0580756	-0.0106738237542
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	HERBAL_A	2070	68	12000	26297.1702704	26187.2027978	18228.5372509	18346.5959024	109.967472561	8068.63301947	-118.058651455	7840.60689545	-0.00983822095456
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	HERBAL_B	640	147	3764	7007.50981986	7005.22294402	4340.55421847	4407.57656578	2.28687584581	2666.95560139	-67.0223473121	2597.64637823	-0.0178061496578
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	OTHER_A	386	34	2375	4682.22769462	4633.53620709	3125.71802824	3126.99130814	48.6914875284	1556.50966638	-1.2732799022	1506.54489895	-0.000536117853559
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	OTHER_B	2146	587	13104	22532.6521037	22092.5578481	12846.7804399	12968.6280432	440.094255534	9685.87166373	-121.847603277	9123.92980492	-0.00929850452362
LEAVE_REGISTER_OUT	RAW_SURFACE	FULL_COMPILER	STARS_RECIPE_B	2167	462	13805	25043.8558571	24892.2634649	15973.3008363	16145.9333669	151.592392253	9070.55502082	-172.632530534	8746.33009803	-0.0125050728384
