event_id_sha256	cell_id	physical_folio	page	locus	section	register	line_first	prev_dy	d_choice_withheld
805a3024eac71b6a7df4	d4a31dbcf1ed6d9e5aa9	f103	f103r	f103r.53	S	STARS_RECIPE_B	1	0	WITHHELD_UNTIL_SCORING
f4116b823e40391a2e50	d4a31dbcf1ed6d9e5aa9	f111	f111r	f111r.23	S	STARS_RECIPE_B	1	0	WITHHELD_UNTIL_SCORING
cce2513ffb66cb87fc24	d4a31dbcf1ed6d9e5aa9	f42	f42v	f42v.2	H	HERBAL_A	1	0	WITHHELD_UNTIL_SCORING
d47aeca7e285de8e6c18	d4a31dbcf1ed6d9e5aa9	f79	f79v	f79v.21	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
16de223a27e315270bc3	d4a31dbcf1ed6d9e5aa9	f82	f82r	f82r.26	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
6dc0bd0f0df73f6dbd8e	d4a31dbcf1ed6d9e5aa9	f86	f86v5	f86v5.32	T	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
7f26247da0e80b141cda	d66a6779c5f6df199ed6	f106	f106r	f106r.23	S	STARS_RECIPE_B	1	0	WITHHELD_UNTIL_SCORING
49d3e73fb485d47c0418	d66a6779c5f6df199ed6	f34	f34v	f34v.2	H	HERBAL_B	0	0	WITHHELD_UNTIL_SCORING
e775c47149130bbb8e8c	d66a6779c5f6df199ed6	f77	f77v	f77v.34	B	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
6935ac10a7f22920cffe	d66a6779c5f6df199ed6	f79	f79v	f79v.8	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
596fce81f313bb51af23	d66a6779c5f6df199ed6	f80	f80v	f80v.18	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
46b8263fb09ff9f24f6b	d66a6779c5f6df199ed6	f81	f81r	f81r.12	B	OTHER_B	1	0	WITHHELD_UNTIL_SCORING
8677252c2d8d6e4f9355	d66a6779c5f6df199ed6	f85	f85r1	f85r1.22	T	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
24891bfb023907b52616	d66a6779c5f6df199ed6	f86	f86v5	f86v5.34	T	OTHER_B	0	1	WITHHELD_UNTIL_SCORING
533a518b837e3495971d	e026af581c99322fbd46	f108	f108v	f108v.37	S	STARS_RECIPE_B	0	0	WITHHELD_UNTIL_SCORING
66d1987747758f552a40	e026af581c99322fbd46	f111	f111v	f111v.21	S	STARS_RECIPE_B	0	0	WITHHELD_UNTIL_SCORING
8ca736624317245c11fb	e026af581c99322fbd46	f55	f55v	f55v.5	H	HERBAL_B	0	0	WITHHELD_UNTIL_SCORING
890220a7fc12d7d9d687	e026af581c99322fbd46	f58	f58r	f58r.39	S	OTHER_A	0	0	WITHHELD_UNTIL_SCORING
77441be4c979a8c63ef6	ea0f298b29481f165b4c	f106	f106r	f106r.44	S	STARS_RECIPE_B	0	0	WITHHELD_UNTIL_SCORING
8729cd550c45a2f30dd7	ea0f298b29481f165b4c	f114	f114r	f114r.15	S	STARS_RECIPE_B	0	1	WITHHELD_UNTIL_SCORING
799705137619ebb2b4bc	ea0f298b29481f165b4c	f50	f50r	f50r.2	H	HERBAL_B	0	0	WITHHELD_UNTIL_SCORING
ea648b0a1c9f1c7fea50	ea0f298b29481f165b4c	f50	f50v	f50v.3	H	HERBAL_B	0	0	WITHHELD_UNTIL_SCORING
1217c65692f2b8e71711	ea0f298b29481f165b4c	f58	f58r	f58r.39	S	OTHER_A	0	0	WITHHELD_UNTIL_SCORING
2bc8871d9926ef0fd362	ea0f298b29481f165b4c	f66	f66r	f66r.78	T	OTHER_B	0	0	WITHHELD_UNTIL_SCORING
