boundary_id	locus	page	physical_folio	register	boundary_index	group_count	position_quartile	dy_boundary	previous_page_host	next_page_host	previous_edge	next_edge	semantic_role
f102r1.8|B005	f102r1.8	f102r1	f102	OTHER_A	5	8	2	0	aiin	eol	n	l	UNASSIGNED
f102r1.8|B006	f102r1.8	f102r1	f102	OTHER_A	6	8	3	0	eol	eol	l	l	UNASSIGNED
f102r1.8|B007	f102r1.8	f102r1	f102	OTHER_A	7	8	4	0	eol	oly	l	y	UNASSIGNED
f102r1.9|B001	f102r1.9	f102r1	f102	OTHER_A	1	4	0	0	aiin	orsheol	n	l	UNASSIGNED
f102r1.9|B002	f102r1.9	f102r1	f102	OTHER_A	2	4	2	1	orsheol	okeol	l	l	UNASSIGNED
f102r1.9|B003	f102r1.9	f102r1	f102	OTHER_A	3	4	4	0	okeol	eeo	l	o	UNASSIGNED
f102r2.18|B001	f102r2.18	f102r2	f102	OTHER_A	1	10	0	0	ey	ockhey	y	y	UNASSIGNED
f102r2.18|B002	f102r2.18	f102r2	f102	OTHER_A	2	10	0	0	ockhey	l	y	l	UNASSIGNED
f102r2.18|B003	f102r2.18	f102r2	f102	OTHER_A	3	10	1	0	l	ey	l	y	UNASSIGNED
f102r2.18|B004	f102r2.18	f102r2	f102	OTHER_A	4	10	1	0	ey	l	y	l	UNASSIGNED
f102r2.18|B005	f102r2.18	f102r2	f102	OTHER_A	5	10	2	0	l	eey	l	y	UNASSIGNED
f102r2.18|B006	f102r2.18	f102r2	f102	OTHER_A	6	10	2	0	eey	okol	y	l	UNASSIGNED
f102r2.18|B007	f102r2.18	f102r2	f102	OTHER_A	7	10	3	0	okol	aiin	l	n	UNASSIGNED
f102r2.18|B008	f102r2.18	f102r2	f102	OTHER_A	8	10	3	0	aiin	oky	n	y	UNASSIGNED
f102r2.18|B009	f102r2.18	f102r2	f102	OTHER_A	9	10	4	0	oky	oky	y	y	UNASSIGNED
f102r2.2|B002	f102r2.2	f102r2	f102	OTHER_A	2	5	1	0	ey	cfhey	y	y	UNASSIGNED
f102r2.2|B003	f102r2.2	f102r2	f102	OTHER_A	3	5	2	0	cfhey	por	y	r	UNASSIGNED
f102r2.2|B004	f102r2.2	f102r2	f102	OTHER_A	4	5	4	0	por	aiin	r	n	UNASSIGNED
f102r2.4|B001	f102r2.4	f102r2	f102	OTHER_A	1	2	0	0	aiin	ckheeol	n	l	UNASSIGNED
f102r2.5|B001	f102r2.5	f102r2	f102	OTHER_A	1	4	0	0	or	eo	r	o	UNASSIGNED
f102r2.5|B002	f102r2.5	f102r2	f102	OTHER_A	2	4	2	0	eo	or	o	r	UNASSIGNED
f102r2.5|B003	f102r2.5	f102r2	f102	OTHER_A	3	4	4	0	or	y	r	y	UNASSIGNED
f102r2.6|B001	f102r2.6	f102r2	f102	OTHER_A	1	7	0	0	aiin	oko	n	o	UNASSIGNED
f102r2.6|B002	f102r2.6	f102r2	f102	OTHER_A	2	7	0	1	oko	okeo	o	o	UNASSIGNED
f102r2.6|B003	f102r2.6	f102r2	f102	OTHER_A	3	7	1	1	okeo	okeol	o	l	UNASSIGNED
f102r2.6|B004	f102r2.6	f102r2	f102	OTHER_A	4	7	2	0	okeol	or	l	r	UNASSIGNED
f102r2.6|B005	f102r2.6	f102r2	f102	OTHER_A	5	7	3	0	or	ckhy	r	y	UNASSIGNED
f102r2.6|B006	f102r2.6	f102r2	f102	OTHER_A	6	7	4	0	ckhy	oteod	y	d	UNASSIGNED
f102v1.20|B001	f102v1.20	f102v1	f102	OTHER_A	1	8	0	0	oiin	ey	n	y	UNASSIGNED
f102v1.20|B002	f102v1.20	f102v1	f102	OTHER_A	2	8	0	0	ey	okeey	y	y	UNASSIGNED
f102v1.20|B003	f102v1.20	f102v1	f102	OTHER_A	3	8	1	0	okeey	eeol	y	l	UNASSIGNED
f102v1.20|B004	f102v1.20	f102v1	f102	OTHER_A	4	8	2	0	eeol	okeo	l	o	UNASSIGNED
f102v1.20|B005	f102v1.20	f102v1	f102	OTHER_A	5	8	2	1	okeo	eo	o	o	UNASSIGNED
f102v1.20|B006	f102v1.20	f102v1	f102	OTHER_A	6	8	3	1	eo	oeteey	o	y	UNASSIGNED
f102v1.20|B007	f102v1.20	f102v1	f102	OTHER_A	7	8	4	0	oeteey	okeey	y	y	UNASSIGNED
f102v1.23|B001	f102v1.23	f102v1	f102	OTHER_A	1	5	0	1	ksheo	o	o	o	UNASSIGNED
f102v1.23|B002	f102v1.23	f102v1	f102	OTHER_A	2	5	1	0	o	okey	o	y	UNASSIGNED
f102v1.23|B003	f102v1.23	f102v1	f102	OTHER_A	3	5	2	0	okey	eo	y	o	UNASSIGNED
f102v1.23|B004	f102v1.23	f102v1	f102	OTHER_A	4	5	4	1	eo	ockhey	o	y	UNASSIGNED
f102v1.24|B001	f102v1.24	f102v1	f102	OTHER_A	1	4	0	0	ys	ckhey	s	y	UNASSIGNED
f102v1.24|B002	f102v1.24	f102v1	f102	OTHER_A	2	4	2	0	ckhey	or	y	r	UNASSIGNED
f102v1.24|B003	f102v1.24	f102v1	f102	OTHER_A	3	4	4	0	or	l	r	l	UNASSIGNED
f102v1.7|B001	f102v1.7	f102v1	f102	OTHER_A	1	5	0	0	ockhey	pchol	y	l	UNASSIGNED
f102v1.7|B002	f102v1.7	f102v1	f102	OTHER_A	2	5	1	0	pchol	oiin	l	n	UNASSIGNED
f102v1.7|B003	f102v1.7	f102v1	f102	OTHER_A	3	5	2	0	oiin	ey	n	y	UNASSIGNED
f102v1.7|B004	f102v1.7	f102v1	f102	OTHER_A	4	5	4	0	ey	ockhsy	y	y	UNASSIGNED
f102v1.9|B001	f102v1.9	f102v1	f102	OTHER_A	1	6	0	1	eo	ckheey	o	y	UNASSIGNED
f102v1.9|B002	f102v1.9	f102v1	f102	OTHER_A	2	6	1	0	ckheey	okeol	y	l	UNASSIGNED
f102v1.9|B003	f102v1.9	f102v1	f102	OTHER_A	3	6	2	0	okeol	eky	l	y	UNASSIGNED
f102v1.9|B004	f102v1.9	f102v1	f102	OTHER_A	4	6	3	0	eky	ockheor	y	r	UNASSIGNED
f102v2.23|B001	f102v2.23	f102v2	f102	OTHER_A	1	2	0	0	ey	okey	y	y	UNASSIGNED
f102v2.33|B001	f102v2.33	f102v2	f102	OTHER_A	1	4	0	0	okeor	o	r	o	UNASSIGNED
f102v2.33|B002	f102v2.33	f102v2	f102	OTHER_A	2	4	2	0	o	?keeeos	o	s	UNASSIGNED
f102v2.33|B003	f102v2.33	f102v2	f102	OTHER_A	3	4	4	0	?keeeos	or	s	r	UNASSIGNED
f102v2.37|B002	f102v2.37	f102v2	f102	OTHER_A	2	7	0	0	y	kor	y	r	UNASSIGNED
f102v2.37|B003	f102v2.37	f102v2	f102	OTHER_A	3	7	1	0	kor	or	r	r	UNASSIGNED
f102v2.37|B004	f102v2.37	f102v2	f102	OTHER_A	4	7	2	0	or	cthey	r	y	UNASSIGNED
f102v2.37|B005	f102v2.37	f102v2	f102	OTHER_A	5	7	3	0	cthey	eeey	y	y	UNASSIGNED
f102v2.37|B006	f102v2.37	f102v2	f102	OTHER_A	6	7	4	0	eeey	okeey	y	y	UNASSIGNED
f102v2.39|B001	f102v2.39	f102v2	f102	OTHER_A	1	4	0	0	yot	or	t	r	UNASSIGNED
f102v2.39|B002	f102v2.39	f102v2	f102	OTHER_A	2	4	2	0	or	ekey	r	y	UNASSIGNED
f102v2.39|B003	f102v2.39	f102v2	f102	OTHER_A	3	4	4	0	ekey	or	y	r	UNASSIGNED
f103r.10|B002	f103r.10	f103r	f103	STARS_RECIPE_B	2	10	0	0	o	okeol	o	l	UNASSIGNED
f103r.10|B004	f103r.10	f103r	f103	STARS_RECIPE_B	4	10	1	0	oka	ty	a	y	UNASSIGNED
f103r.10|B005	f103r.10	f103r	f103	STARS_RECIPE_B	5	10	2	0	ty	e	y	e	UNASSIGNED
f103r.10|B006	f103r.10	f103r	f103	STARS_RECIPE_B	6	10	2	1	e	ot	e	t	UNASSIGNED
f103r.10|B007	f103r.10	f103r	f103	STARS_RECIPE_B	7	10	3	0	ot	e	t	e	UNASSIGNED
f103r.10|B008	f103r.10	f103r	f103	STARS_RECIPE_B	8	10	3	1	e	eolshy	e	y	UNASSIGNED
f103r.10|B009	f103r.10	f103r	f103	STARS_RECIPE_B	9	10	4	0	eolshy	ee	y	e	UNASSIGNED
f103r.12|B001	f103r.12	f103r	f103	STARS_RECIPE_B	1	9	0	0	o	ey	o	y	UNASSIGNED
f103r.12|B002	f103r.12	f103r	f103	STARS_RECIPE_B	2	9	0	0	ey	ckhy	y	y	UNASSIGNED
f103r.12|B003	f103r.12	f103r	f103	STARS_RECIPE_B	3	9	1	0	ckhy	eey	y	y	UNASSIGNED
f103r.12|B004	f103r.12	f103r	f103	STARS_RECIPE_B	4	9	1	0	eey	okeol	y	l	UNASSIGNED
f103r.12|B005	f103r.12	f103r	f103	STARS_RECIPE_B	5	9	2	0	okeol	kee	l	e	UNASSIGNED
f103r.12|B006	f103r.12	f103r	f103	STARS_RECIPE_B	6	9	2	1	kee	ar	e	r	UNASSIGNED
f103r.12|B007	f103r.12	f103r	f103	STARS_RECIPE_B	7	9	3	0	ar	aiin	r	n	UNASSIGNED
f103r.12|B008	f103r.12	f103r	f103	STARS_RECIPE_B	8	9	4	0	aiin	e	n	e	UNASSIGNED
f103r.13|B001	f103r.13	f103r	f103	STARS_RECIPE_B	1	9	0	0	eor	e	r	e	UNASSIGNED
f103r.13|B002	f103r.13	f103r	f103	STARS_RECIPE_B	2	9	0	1	e	okeey	e	y	UNASSIGNED
f103r.13|B003	f103r.13	f103r	f103	STARS_RECIPE_B	3	9	1	0	okeey	ok	y	k	UNASSIGNED
f103r.13|B004	f103r.13	f103r	f103	STARS_RECIPE_B	4	9	1	0	ok	ckhy	k	y	UNASSIGNED
f103r.13|B005	f103r.13	f103r	f103	STARS_RECIPE_B	5	9	2	0	ckhy	ok	y	k	UNASSIGNED
f103r.13|B006	f103r.13	f103r	f103	STARS_RECIPE_B	6	9	2	0	ok	y	k	y	UNASSIGNED
f103r.13|B007	f103r.13	f103r	f103	STARS_RECIPE_B	7	9	3	0	y	pch	y	h	UNASSIGNED
f103r.13|B008	f103r.13	f103r	f103	STARS_RECIPE_B	8	9	4	1	pch	sh	h	h	UNASSIGNED
f103r.17|B001	f103r.17	f103r	f103	STARS_RECIPE_B	1	2	0	0	ar	ey	r	y	UNASSIGNED
f103r.18|B001	f103r.18	f103r	f103	STARS_RECIPE_B	1	4	0	1	polche	okeol	e	l	UNASSIGNED
f103r.18|B002	f103r.18	f103r	f103	STARS_RECIPE_B	2	4	2	0	okeol	ok	l	k	UNASSIGNED
f103r.18|B003	f103r.18	f103r	f103	STARS_RECIPE_B	3	4	4	0	ok	cthy	k	y	UNASSIGNED
f103r.19|B001	f103r.19	f103r	f103	STARS_RECIPE_B	1	10	0	0	ok	y	k	y	UNASSIGNED
f103r.19|B002	f103r.19	f103r	f103	STARS_RECIPE_B	2	10	0	0	y	y	y	y	UNASSIGNED
f103r.19|B003	f103r.19	f103r	f103	STARS_RECIPE_B	3	10	1	0	y	ey	y	y	UNASSIGNED
f103r.19|B004	f103r.19	f103r	f103	STARS_RECIPE_B	4	10	1	0	ey	ok	y	k	UNASSIGNED
f103r.19|B005	f103r.19	f103r	f103	STARS_RECIPE_B	5	10	2	0	ok	y	k	y	UNASSIGNED
f103r.19|B006	f103r.19	f103r	f103	STARS_RECIPE_B	6	10	2	0	y	ok	y	k	UNASSIGNED
f103r.19|B009	f103r.19	f103r	f103	STARS_RECIPE_B	9	10	4	1	lkl	lr	l	r	UNASSIGNED
f103r.21|B001	f103r.21	f103r	f103	STARS_RECIPE_B	1	12	0	0	pchea	oke	a	e	UNASSIGNED
f103r.21|B002	f103r.21	f103r	f103	STARS_RECIPE_B	2	12	0	1	oke	alk	e	k	UNASSIGNED
f103r.21|B003	f103r.21	f103r	f103	STARS_RECIPE_B	3	12	0	0	alk	ot	k	t	UNASSIGNED
f103r.21|B004	f103r.21	f103r	f103	STARS_RECIPE_B	4	12	1	0	ot	ok	t	k	UNASSIGNED
f103r.21|B005	f103r.21	f103r	f103	STARS_RECIPE_B	5	12	1	0	ok	py	k	y	UNASSIGNED
f103r.21|B006	f103r.21	f103r	f103	STARS_RECIPE_B	6	12	2	0	py	oke	y	e	UNASSIGNED
f103r.21|B007	f103r.21	f103r	f103	STARS_RECIPE_B	7	12	2	1	oke	oky	e	y	UNASSIGNED
f103r.21|B008	f103r.21	f103r	f103	STARS_RECIPE_B	8	12	2	0	oky	pche	y	e	UNASSIGNED
f103r.21|B009	f103r.21	f103r	f103	STARS_RECIPE_B	9	12	3	1	pche	okaly	e	y	UNASSIGNED
f103r.21|B010	f103r.21	f103r	f103	STARS_RECIPE_B	10	12	3	0	okaly	okee	y	e	UNASSIGNED
f103r.21|B011	f103r.21	f103r	f103	STARS_RECIPE_B	11	12	4	1	okee	lor	e	r	UNASSIGNED
f103r.22|B001	f103r.22	f103r	f103	STARS_RECIPE_B	1	8	0	0	alshy	ok	y	k	UNASSIGNED
f103r.22|B002	f103r.22	f103r	f103	STARS_RECIPE_B	2	8	0	0	ok	ckho	k	o	UNASSIGNED
f103r.22|B003	f103r.22	f103r	f103	STARS_RECIPE_B	3	8	1	1	ckho	d	o	d	UNASSIGNED
f103r.22|B004	f103r.22	f103r	f103	STARS_RECIPE_B	4	8	2	0	d	okee	d	e	UNASSIGNED
f103r.22|B005	f103r.22	f103r	f103	STARS_RECIPE_B	5	8	2	1	okee	e	e	e	UNASSIGNED
f103r.22|B006	f103r.22	f103r	f103	STARS_RECIPE_B	6	8	3	1	e	ot	e	t	UNASSIGNED
f103r.22|B007	f103r.22	f103r	f103	STARS_RECIPE_B	7	8	4	0	ot	cthy	t	y	UNASSIGNED
f103r.23|B001	f103r.23	f103r	f103	STARS_RECIPE_B	1	5	0	0	aiin	eckhy	n	y	UNASSIGNED
f103r.23|B002	f103r.23	f103r	f103	STARS_RECIPE_B	2	5	1	0	eckhy	lche	y	e	UNASSIGNED
f103r.23|B003	f103r.23	f103r	f103	STARS_RECIPE_B	3	5	2	1	lche	ckhy	e	y	UNASSIGNED
f103r.23|B004	f103r.23	f103r	f103	STARS_RECIPE_B	4	5	4	0	ckhy	l	y	l	UNASSIGNED
f103r.24|B001	f103r.24	f103r	f103	STARS_RECIPE_B	1	12	0	0	choky	oke	y	e	UNASSIGNED
f103r.24|B002	f103r.24	f103r	f103	STARS_RECIPE_B	2	12	0	0	oke	e	e	e	UNASSIGNED
f103r.24|B003	f103r.24	f103r	f103	STARS_RECIPE_B	3	12	0	1	e	ok	e	k	UNASSIGNED
f103r.24|B004	f103r.24	f103r	f103	STARS_RECIPE_B	4	12	1	0	ok	y	k	y	UNASSIGNED
f103r.24|B005	f103r.24	f103r	f103	STARS_RECIPE_B	5	12	1	0	y	opche	y	e	UNASSIGNED
f103r.24|B006	f103r.24	f103r	f103	STARS_RECIPE_B	6	12	2	1	opche	ot	e	t	UNASSIGNED
f103r.24|B007	f103r.24	f103r	f103	STARS_RECIPE_B	7	12	2	0	ot	cthy	t	y	UNASSIGNED
f103r.24|B008	f103r.24	f103r	f103	STARS_RECIPE_B	8	12	2	0	cthy	otey	y	y	UNASSIGNED
f103r.24|B009	f103r.24	f103r	f103	STARS_RECIPE_B	9	12	3	0	otey	ain	y	n	UNASSIGNED
f103r.24|B010	f103r.24	f103r	f103	STARS_RECIPE_B	10	12	3	0	ain	eey	n	y	UNASSIGNED
f103r.24|B011	f103r.24	f103r	f103	STARS_RECIPE_B	11	12	4	0	eey	oky	y	y	UNASSIGNED
f103r.27|B001	f103r.27	f103r	f103	STARS_RECIPE_B	1	3	0	0	okechy	okeey	y	y	UNASSIGNED
f103r.27|B002	f103r.27	f103r	f103	STARS_RECIPE_B	2	3	4	0	okeey	okeey	y	y	UNASSIGNED
f103r.30|B001	f103r.30	f103r	f103	STARS_RECIPE_B	1	9	0	1	pcholkch	eckhy	h	y	UNASSIGNED
f103r.30|B002	f103r.30	f103r	f103	STARS_RECIPE_B	2	9	0	0	eckhy	okey	y	y	UNASSIGNED
f103r.30|B003	f103r.30	f103r	f103	STARS_RECIPE_B	3	9	1	0	okey	ok	y	k	UNASSIGNED
f103r.30|B004	f103r.30	f103r	f103	STARS_RECIPE_B	4	9	1	0	ok	e	k	e	UNASSIGNED
f103r.30|B005	f103r.30	f103r	f103	STARS_RECIPE_B	5	9	2	1	e	pchy	e	y	UNASSIGNED
f103r.30|B006	f103r.30	f103r	f103	STARS_RECIPE_B	6	9	2	0	pchy	opche	y	e	UNASSIGNED
f103r.30|B007	f103r.30	f103r	f103	STARS_RECIPE_B	7	9	3	1	opche	oteeykshy	e	y	UNASSIGNED
f103r.30|B008	f103r.30	f103r	f103	STARS_RECIPE_B	8	9	4	0	oteeykshy	aly	y	y	UNASSIGNED
