locus	page	physical_folio	section	currier	hand	register	group_index	group_count	token	wrapper	inner_d	local_frame	page_host	right_family	dy_closure	b3	position_quartile
f100r.27	f100r	f100	P	A	1	OTHER_A	4	5	chckheody	ch	0	NONE	ckheo	NONE	1	0	3
f100r.27	f100r	f100	P	A	1	OTHER_A	5	5	otolchey	NONE	0	NONE	otolchey	NONE	0	0	4
f100v.15	f100v	f100	P	A	1	OTHER_A	1	10	sor	s	0	NONE	or	NONE	0	0	0
f100v.15	f100v	f100	P	A	1	OTHER_A	2	10	cheey	che	0	NONE	ey	NONE	0	0	0
f100v.15	f100v	f100	P	A	1	OTHER_A	3	10	dair	d	0	NONE	air	NONE	0	0	0
f100v.15	f100v	f100	P	A	1	OTHER_A	5	10	cheol	che	0	O	l	NONE	0	0	1
f100v.15	f100v	f100	P	A	1	OTHER_A	6	10	qoolkeey	q	0	NONE	oolkeey	NONE	0	0	2
f100v.15	f100v	f100	P	A	1	OTHER_A	7	10	chol	ch	0	O	l	NONE	0	0	2
f100v.15	f100v	f100	P	A	1	OTHER_A	8	10	cheey	che	0	NONE	ey	NONE	0	0	3
f100v.15	f100v	f100	P	A	1	OTHER_A	9	10	qokeol	q	0	NONE	okeol	NONE	0	0	3
f100v.16	f100v	f100	P	A	1	OTHER_A	1	10	ykeeol	NONE	0	NONE	ykeeol	NONE	0	0	0
f100v.16	f100v	f100	P	A	1	OTHER_A	2	10	chol	ch	0	O	l	NONE	0	0	0
f100v.16	f100v	f100	P	A	1	OTHER_A	3	10	chey	che	0	NONE	y	NONE	0	0	0
f100v.20	f100v	f100	P	A	1	OTHER_A	1	8	ycheoky	NONE	0	NONE	ycheoky	NONE	0	0	0
f100v.20	f100v	f100	P	A	1	OTHER_A	2	8	shokeesy	sh	0	NONE	okeesy	NONE	0	0	0
f100v.20	f100v	f100	P	A	1	OTHER_A	3	8	qokeey	q	0	NONE	okeey	NONE	0	0	1
f100v.20	f100v	f100	P	A	1	OTHER_A	4	8	chokeol	ch	0	NONE	okeol	NONE	0	0	1
f100v.20	f100v	f100	P	A	1	OTHER_A	6	8	cheor	che	0	NONE	or	NONE	0	0	2
f100v.20	f100v	f100	P	A	1	OTHER_A	7	8	ol	NONE	0	O	l	NONE	0	0	3
f100v.20	f100v	f100	P	A	1	OTHER_A	8	8	chockhar	ch	0	NONE	ockh	ar	0	0	4
f100v.21	f100v	f100	P	A	1	OTHER_A	1	10	soral	s	0	NONE	or	al	0	0	0
f100v.21	f100v	f100	P	A	1	OTHER_A	2	10	okor	NONE	0	NONE	okor	NONE	0	0	0
f100v.21	f100v	f100	P	A	1	OTHER_A	3	10	ol	NONE	0	O	l	NONE	0	0	0
f100v.21	f100v	f100	P	A	1	OTHER_A	4	10	choy	ch	0	O	y	NONE	0	0	1
f100v.21	f100v	f100	P	A	1	OTHER_A	5	10	ly	NONE	0	NONE	ly	NONE	0	0	1
f100v.21	f100v	f100	P	A	1	OTHER_A	6	10	araroy	NONE	0	NONE	araroy	NONE	0	0	2
f100v.21	f100v	f100	P	A	1	OTHER_A	7	10	okar	NONE	0	NONE	ok	ar	0	0	2
f100v.21	f100v	f100	P	A	1	OTHER_A	8	10	cheeeal	che	0	NONE	ee	al	0	0	3
f100v.21	f100v	f100	P	A	1	OTHER_A	9	10	cheokeol	che	0	NONE	okeol	NONE	0	0	3
f100v.21	f100v	f100	P	A	1	OTHER_A	10	10	orey	NONE	0	NONE	orey	NONE	0	0	4
f100v.22	f100v	f100	P	A	1	OTHER_A	1	3	daiin	d	0	NONE	aiin	NONE	0	0	0
f100v.22	f100v	f100	P	A	1	OTHER_A	2	3	cheky	che	0	NONE	ky	NONE	0	0	2
f100v.22	f100v	f100	P	A	1	OTHER_A	3	3	chory	ch	0	NONE	ory	NONE	0	0	4
f101r.8	f101r	f101	P	A	1	OTHER_A	10	25	chol	ch	0	O	l	NONE	0	0	1
f102r1.10	f102r1	f102	P	A	1	OTHER_A	1	9	ycheol	NONE	0	NONE	ycheol	NONE	0	0	0
f102r1.10	f102r1	f102	P	A	1	OTHER_A	2	9	sholdy	sh	0	O	l	NONE	1	0	0
f102r1.10	f102r1	f102	P	A	1	OTHER_A	3	9	chol	ch	0	O	l	NONE	0	0	1
f102r1.10	f102r1	f102	P	A	1	OTHER_A	4	9	chol	ch	0	O	l	NONE	0	0	1
f102r1.10	f102r1	f102	P	A	1	OTHER_A	5	9	ykeeol	NONE	0	NONE	ykeeol	NONE	0	0	2
f102r1.10	f102r1	f102	P	A	1	OTHER_A	6	9	dol	d	0	O	l	NONE	0	0	2
f102r1.10	f102r1	f102	P	A	1	OTHER_A	9	9	cthedy	NONE	0	NONE	cthe	NONE	1	0	4
f102r1.11	f102r1	f102	P	A	1	OTHER_A	1	8	dcheo	d	0	NONE	cheo	NONE	0	0	0
f102r1.11	f102r1	f102	P	A	1	OTHER_A	2	8	qockhy	q	0	NONE	ockhy	NONE	0	0	0
f102r1.11	f102r1	f102	P	A	1	OTHER_A	3	8	sol	s	0	O	l	NONE	0	0	1
f102r1.11	f102r1	f102	P	A	1	OTHER_A	4	8	sheey	sh	0	NONE	eey	NONE	0	0	1
f102r1.11	f102r1	f102	P	A	1	OTHER_A	5	8	okeody	NONE	0	NONE	okeo	NONE	1	0	2
f102r1.11	f102r1	f102	P	A	1	OTHER_A	6	8	qokeodol	q	0	NONE	okeodol	NONE	0	0	2
f102r1.11	f102r1	f102	P	A	1	OTHER_A	7	8	shockhey	sh	0	NONE	ockhey	NONE	0	0	3
f102r1.11	f102r1	f102	P	A	1	OTHER_A	8	8	oleeol	NONE	0	NONE	oleeol	NONE	0	0	4
f102r1.14	f102r1	f102	P	A	1	OTHER_A	1	11	doeey	d	0	O	eey	NONE	0	0	0
f102r1.14	f102r1	f102	P	A	1	OTHER_A	2	11	keeol	NONE	0	NONE	keeol	NONE	0	0	0
f102r1.14	f102r1	f102	P	A	1	OTHER_A	3	11	qokeo	q	0	NONE	okeo	NONE	0	0	0
f102r1.14	f102r1	f102	P	A	1	OTHER_A	4	11	daor	d	0	NONE	aor	NONE	0	0	1
f102r1.14	f102r1	f102	P	A	1	OTHER_A	5	11	shey	sh	0	NONE	ey	NONE	0	0	1
f102r1.14	f102r1	f102	P	A	1	OTHER_A	6	11	qoteol	q	0	OT	eol	NONE	0	0	2
f102r1.14	f102r1	f102	P	A	1	OTHER_A	7	11	okol	NONE	0	NONE	okol	NONE	0	0	2
f102r1.14	f102r1	f102	P	A	1	OTHER_A	8	11	chos	ch	0	NONE	os	NONE	0	0	2
f102r1.15	f102r1	f102	P	A	1	OTHER_A	1	9	or	NONE	0	NONE	or	NONE	0	0	0
f102r1.15	f102r1	f102	P	A	1	OTHER_A	2	9	chol	ch	0	O	l	NONE	0	0	0
f102r1.15	f102r1	f102	P	A	1	OTHER_A	3	9	daiin	d	0	NONE	aiin	NONE	0	0	1
f102r1.15	f102r1	f102	P	A	1	OTHER_A	5	9	sheey	sh	0	NONE	eey	NONE	0	0	2
f102r1.15	f102r1	f102	P	A	1	OTHER_A	6	9	qokeody	q	0	NONE	okeo	NONE	1	0	2
f102r1.15	f102r1	f102	P	A	1	OTHER_A	7	9	dor	d	0	NONE	or	NONE	0	0	3
f102r1.17	f102r1	f102	P	A	1	OTHER_A	1	6	ydar	NONE	0	NONE	yd	ar	0	0	0
f102r1.17	f102r1	f102	P	A	1	OTHER_A	2	6	arody	NONE	0	NONE	aro	NONE	1	0	0
f102r1.17	f102r1	f102	P	A	1	OTHER_A	3	6	oldaiin	NONE	0	NONE	old	aiin	0	0	1
f102r1.17	f102r1	f102	P	A	1	OTHER_A	4	6	sody	s	0	NONE	o	NONE	1	0	2
f102r1.17	f102r1	f102	P	A	1	OTHER_A	5	6	chockhy	ch	0	NONE	ockhy	NONE	0	0	3
f102r1.17	f102r1	f102	P	A	1	OTHER_A	6	6	oly	NONE	0	NONE	oly	NONE	0	0	4
f102r1.3	f102r1	f102	P	A	1	OTHER_A	1	7	polaiin	NONE	0	NONE	pol	aiin	0	0	0
f102r1.3	f102r1	f102	P	A	1	OTHER_A	2	7	shocthy	sh	0	NONE	octhy	NONE	0	0	0
f102r1.3	f102r1	f102	P	A	1	OTHER_A	3	7	qoteol	q	0	OT	eol	NONE	0	0	1
f102r1.3	f102r1	f102	P	A	1	OTHER_A	4	7	loiiin	NONE	0	NONE	loiiin	NONE	0	0	2
f102r1.3	f102r1	f102	P	A	1	OTHER_A	5	7	oteeor	NONE	0	OT	eeor	NONE	0	0	2
f102r1.3	f102r1	f102	P	A	1	OTHER_A	6	7	cpheodar	NONE	0	NONE	cpheod	ar	0	0	3
f102r1.3	f102r1	f102	P	A	1	OTHER_A	7	7	sholdaiin	sh	0	NONE	old	aiin	0	0	4
f102r1.5	f102r1	f102	P	A	1	OTHER_A	1	10	ytol	NONE	0	NONE	ytol	NONE	0	0	0
f102r1.5	f102r1	f102	P	A	1	OTHER_A	2	10	sheol	sh	0	NONE	eol	NONE	0	0	0
f102r1.5	f102r1	f102	P	A	1	OTHER_A	3	10	she	sh	0	NONE	e	NONE	0	0	0
f102r1.5	f102r1	f102	P	A	1	OTHER_A	4	10	olaiin	NONE	0	O	l	aiin	0	0	1
f102r1.5	f102r1	f102	P	A	1	OTHER_A	5	10	orain	NONE	0	NONE	or	ain	0	0	1
f102r1.5	f102r1	f102	P	A	1	OTHER_A	6	10	oraroekeol	NONE	0	NONE	oraroekeol	NONE	0	0	2
f102r1.5	f102r1	f102	P	A	1	OTHER_A	7	10	chol	ch	0	O	l	NONE	0	0	2
f102r1.5	f102r1	f102	P	A	1	OTHER_A	8	10	ekey	NONE	0	NONE	ekey	NONE	0	0	3
f102r1.5	f102r1	f102	P	A	1	OTHER_A	9	10	qokol	q	0	NONE	okol	NONE	0	0	3
f102r1.5	f102r1	f102	P	A	1	OTHER_A	10	10	dain	d	0	NONE	ain	NONE	0	0	4
f102r1.6	f102r1	f102	P	A	1	OTHER_A	1	4	daiin	d	0	NONE	aiin	NONE	0	0	0
f102r1.6	f102r1	f102	P	A	1	OTHER_A	2	4	ykeeol	NONE	0	NONE	ykeeol	NONE	0	0	1
f102r1.6	f102r1	f102	P	A	1	OTHER_A	3	4	oldy	NONE	0	O	l	NONE	1	0	2
f102r1.6	f102r1	f102	P	A	1	OTHER_A	4	4	okodaiin	NONE	0	NONE	okod	aiin	0	0	4
f102r1.8	f102r1	f102	P	A	1	OTHER_A	1	8	pshodaiin	NONE	0	NONE	pshod	aiin	0	0	0
f102r1.8	f102r1	f102	P	A	1	OTHER_A	2	8	qoorar	q	0	O	or	ar	0	0	0
f102r1.8	f102r1	f102	P	A	1	OTHER_A	3	8	chopy	ch	0	NONE	opy	NONE	0	0	1
f102r1.8	f102r1	f102	P	A	1	OTHER_A	4	8	chofol	ch	0	NONE	ofol	NONE	0	0	1
f102r1.8	f102r1	f102	P	A	1	OTHER_A	5	8	daiin	d	0	NONE	aiin	NONE	0	0	2
f102r1.8	f102r1	f102	P	A	1	OTHER_A	6	8	oteol	NONE	0	OT	eol	NONE	0	0	2
f102r1.8	f102r1	f102	P	A	1	OTHER_A	7	8	qoteol	q	0	OT	eol	NONE	0	0	3
f102r1.8	f102r1	f102	P	A	1	OTHER_A	8	8	doly	d	0	NONE	oly	NONE	0	0	4
f102r1.9	f102r1	f102	P	A	1	OTHER_A	1	7	daiin	d	0	NONE	aiin	NONE	0	0	0
f102r1.9	f102r1	f102	P	A	1	OTHER_A	2	7	orsheoldy	NONE	0	NONE	orsheol	NONE	1	0	0
f102r1.9	f102r1	f102	P	A	1	OTHER_A	3	7	qokeol	q	0	NONE	okeol	NONE	0	0	1
f102r1.9	f102r1	f102	P	A	1	OTHER_A	4	7	oteeody	NONE	0	OT	eeo	NONE	1	0	2
f102r2.18	f102r2	f102	P	A	1	OTHER_A	2	11	shey	sh	0	NONE	ey	NONE	0	0	0
f102r2.18	f102r2	f102	P	A	1	OTHER_A	3	11	qockhey	q	0	NONE	ockhey	NONE	0	0	0
f102r2.18	f102r2	f102	P	A	1	OTHER_A	4	11	dol	d	0	O	l	NONE	0	0	1
f102r2.18	f102r2	f102	P	A	1	OTHER_A	5	11	shey	sh	0	NONE	ey	NONE	0	0	1
f102r2.18	f102r2	f102	P	A	1	OTHER_A	6	11	dol	d	0	O	l	NONE	0	0	2
f102r2.18	f102r2	f102	P	A	1	OTHER_A	7	11	sheey	sh	0	NONE	eey	NONE	0	0	2
f102r2.18	f102r2	f102	P	A	1	OTHER_A	8	11	qokol	q	0	NONE	okol	NONE	0	0	2
f102r2.18	f102r2	f102	P	A	1	OTHER_A	9	11	daiin	d	0	NONE	aiin	NONE	0	0	3
f102r2.18	f102r2	f102	P	A	1	OTHER_A	10	11	oky	NONE	0	NONE	oky	NONE	0	0	3
f102r2.18	f102r2	f102	P	A	1	OTHER_A	11	11	oky	NONE	0	NONE	oky	NONE	0	0	4
f102r2.2	f102r2	f102	P	A	1	OTHER_A	1	7	lsais	NONE	0	NONE	lsais	NONE	0	0	0
f102r2.2	f102r2	f102	P	A	1	OTHER_A	3	7	cheey	che	0	NONE	ey	NONE	0	0	1
f102r2.2	f102r2	f102	P	A	1	OTHER_A	4	7	cfhey	NONE	0	NONE	cfhey	NONE	0	0	2
f102r2.2	f102r2	f102	P	A	1	OTHER_A	5	7	por	NONE	0	NONE	por	NONE	0	0	2
f102r2.2	f102r2	f102	P	A	1	OTHER_A	6	7	aiin	NONE	0	NONE	aiin	NONE	0	0	3
f102r2.3	f102r2	f102	P	A	1	OTHER_A	1	6	ycheor	NONE	0	NONE	ycheor	NONE	0	0	0
f102r2.4	f102r2	f102	P	A	1	OTHER_A	1	8	daiin	d	0	NONE	aiin	NONE	0	0	0
f102r2.4	f102r2	f102	P	A	1	OTHER_A	2	8	ckheeol	NONE	0	NONE	ckheeol	NONE	0	0	0
f102r2.5	f102r2	f102	P	A	1	OTHER_A	1	8	tor	t	0	NONE	or	NONE	0	0	0
f102r2.5	f102r2	f102	P	A	1	OTHER_A	2	8	sheo	sh	0	NONE	eo	NONE	0	0	0
f102r2.5	f102r2	f102	P	A	1	OTHER_A	3	8	or	NONE	0	NONE	or	NONE	0	0	1
f102r2.5	f102r2	f102	P	A	1	OTHER_A	4	8	chey	che	0	NONE	y	NONE	0	0	1
f102r2.6	f102r2	f102	P	A	1	OTHER_A	1	9	daiin	d	0	NONE	aiin	NONE	0	0	0
f102r2.6	f102r2	f102	P	A	1	OTHER_A	2	9	okody	NONE	0	NONE	oko	NONE	1	0	0
f102r2.6	f102r2	f102	P	A	1	OTHER_A	3	9	qokeody	q	0	NONE	okeo	NONE	1	0	1
f102r2.6	f102r2	f102	P	A	1	OTHER_A	4	9	okeol	NONE	0	NONE	okeol	NONE	0	0	1
f102r2.6	f102r2	f102	P	A	1	OTHER_A	5	9	dor	d	0	NONE	or	NONE	0	0	2
f102r2.6	f102r2	f102	P	A	1	OTHER_A	6	9	chckhy	ch	0	NONE	ckhy	NONE	0	0	2
f102r2.6	f102r2	f102	P	A	1	OTHER_A	7	9	oteod	NONE	0	NONE	oteod	NONE	0	0	3
f102v1.12	f102v1	f102	P	A	1	OTHER_A	2	10	cheol	che	0	O	l	NONE	0	0	0
f102v1.20	f102v1	f102	P	A	1	OTHER_A	1	9	soiin	s	0	NONE	oiin	NONE	0	0	0
f102v1.20	f102v1	f102	P	A	1	OTHER_A	2	9	shey	sh	0	NONE	ey	NONE	0	0	0
f102v1.20	f102v1	f102	P	A	1	OTHER_A	3	9	qokeey	q	0	NONE	okeey	NONE	0	0	1
f102v1.20	f102v1	f102	P	A	1	OTHER_A	4	9	qoeeol	q	0	O	eeol	NONE	0	0	1
f102v1.20	f102v1	f102	P	A	1	OTHER_A	5	9	qokeody	q	0	NONE	okeo	NONE	1	0	2
f102v1.20	f102v1	f102	P	A	1	OTHER_A	6	9	sheody	sh	0	NONE	eo	NONE	1	0	2
f102v1.20	f102v1	f102	P	A	1	OTHER_A	7	9	qoeteey	q	0	NONE	oeteey	NONE	0	0	3
f102v1.20	f102v1	f102	P	A	1	OTHER_A	8	9	okeey	NONE	0	NONE	okeey	NONE	0	0	3
f102v1.23	f102v1	f102	P	A	1	OTHER_A	1	8	ksheody	NONE	0	NONE	ksheo	NONE	1	0	0
f102v1.23	f102v1	f102	P	A	1	OTHER_A	2	8	sho	sh	0	NONE	o	NONE	0	0	0
f102v1.23	f102v1	f102	P	A	1	OTHER_A	3	8	qokey	q	0	NONE	okey	NONE	0	0	1
f102v1.23	f102v1	f102	P	A	1	OTHER_A	4	8	sheody	sh	0	NONE	eo	NONE	1	0	1
f102v1.23	f102v1	f102	P	A	1	OTHER_A	5	8	qockhey	q	0	NONE	ockhey	NONE	0	0	2
f102v1.24	f102v1	f102	P	A	1	OTHER_A	1	4	ysaiin	NONE	0	NONE	ys	aiin	0	0	0
f102v1.24	f102v1	f102	P	A	1	OTHER_A	2	4	ckhey	NONE	0	NONE	ckhey	NONE	0	0	1
f102v1.24	f102v1	f102	P	A	1	OTHER_A	3	4	qoor	q	0	O	or	NONE	0	0	2
f102v1.24	f102v1	f102	P	A	1	OTHER_A	4	4	cheol	che	0	O	l	NONE	0	0	4
f102v1.7	f102v1	f102	P	A	1	OTHER_A	2	8	ockhey	NONE	0	NONE	ockhey	NONE	0	0	0
f102v1.7	f102v1	f102	P	A	1	OTHER_A	3	8	pchol	NONE	0	NONE	pchol	NONE	0	0	1
f102v1.7	f102v1	f102	P	A	1	OTHER_A	4	8	doiin	d	0	NONE	oiin	NONE	0	0	1
f102v1.7	f102v1	f102	P	A	1	OTHER_A	5	8	shey	sh	0	NONE	ey	NONE	0	0	2
f102v1.7	f102v1	f102	P	A	1	OTHER_A	6	8	shockhsy	sh	0	NONE	ockhsy	NONE	0	0	2
f102v1.9	f102v1	f102	P	A	1	OTHER_A	1	10	teody	t	0	NONE	eo	NONE	1	0	0
f102v1.9	f102v1	f102	P	A	1	OTHER_A	2	10	ckheey	NONE	0	NONE	ckheey	NONE	0	0	0
f102v1.9	f102v1	f102	P	A	1	OTHER_A	3	10	qokeol	q	0	NONE	okeol	NONE	0	0	0
f102v1.9	f102v1	f102	P	A	1	OTHER_A	4	10	sheky	sh	0	NONE	eky	NONE	0	0	1
f102v1.9	f102v1	f102	P	A	1	OTHER_A	5	10	qockheor	q	0	NONE	ockheor	NONE	0	0	1
f102v1.9	f102v1	f102	P	A	1	OTHER_A	7	10	cheo	che	0	NONE	o	NONE	0	0	2
f102v2.23	f102v2	f102	P	A	1	OTHER_A	3	7	shey	sh	0	NONE	ey	NONE	0	0	1
f102v2.23	f102v2	f102	P	A	1	OTHER_A	4	7	okey	NONE	0	NONE	okey	NONE	0	0	2
f102v2.33	f102v2	f102	P	A	1	OTHER_A	1	12	qokeor	q	0	NONE	okeor	NONE	0	0	0
f102v2.33	f102v2	f102	P	A	1	OTHER_A	2	12	sho	sh	0	NONE	o	NONE	0	0	0
f102v2.33	f102v2	f102	P	A	1	OTHER_A	3	12	?keeeos	NONE	0	NONE	?keeeos	NONE	0	0	0
f102v2.33	f102v2	f102	P	A	1	OTHER_A	4	12	cheor	che	0	NONE	or	NONE	0	0	1
f102v2.37	f102v2	f102	P	A	1	OTHER_A	1	10	tchor	t	0	NONE	chor	NONE	0	0	0
f102v2.37	f102v2	f102	P	A	1	OTHER_A	3	10	chey	che	0	NONE	y	NONE	0	0	0
f102v2.37	f102v2	f102	P	A	1	OTHER_A	4	10	kor	NONE	0	NONE	kor	NONE	0	0	1
f102v2.37	f102v2	f102	P	A	1	OTHER_A	5	10	or	NONE	0	NONE	or	NONE	0	0	1
f102v2.37	f102v2	f102	P	A	1	OTHER_A	6	10	cthey	NONE	0	NONE	cthey	NONE	0	0	2
f102v2.37	f102v2	f102	P	A	1	OTHER_A	7	10	qoeeey	q	0	O	eeey	NONE	0	0	2
f102v2.37	f102v2	f102	P	A	1	OTHER_A	8	10	qokeey	q	0	NONE	okeey	NONE	0	0	3
f102v2.39	f102v2	f102	P	A	1	OTHER_A	1	4	yotaiin	NONE	0	NONE	yot	aiin	0	0	0
f102v2.39	f102v2	f102	P	A	1	OTHER_A	2	4	cheor	che	0	NONE	or	NONE	0	0	1
f102v2.39	f102v2	f102	P	A	1	OTHER_A	3	4	cheekey	che	0	NONE	ekey	NONE	0	0	2
f102v2.39	f102v2	f102	P	A	1	OTHER_A	4	4	orain	NONE	0	NONE	or	ain	0	0	4
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	1	14	daiin	d	0	NONE	aiin	NONE	0	0	0
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	3	14	oain	NONE	0	NONE	o	ain	0	0	0
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	4	14	okeol	NONE	0	NONE	okeol	NONE	0	0	0
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	6	14	okam	NONE	0	NONE	oka	NONE	0	1	1
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	7	14	chety	che	0	NONE	ty	NONE	0	0	1
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	8	14	shedy	sh	0	NONE	e	NONE	1	0	2
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	9	14	otaiin	NONE	0	NONE	ot	aiin	0	0	2
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	10	14	shedy	sh	0	NONE	e	NONE	1	0	2
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	11	14	teolshy	t	0	NONE	eolshy	NONE	0	0	3
f103r.10	f103r	f103	S	B	3	STARS_RECIPE_B	12	14	oteedy	NONE	0	OT	ee	NONE	1	0	3
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	1	9	oain	NONE	0	NONE	o	ain	0	0	0
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	2	9	shey	sh	0	NONE	ey	NONE	0	0	0
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	3	9	shckhy	sh	0	NONE	ckhy	NONE	0	0	1
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	4	9	oteey	NONE	0	OT	eey	NONE	0	0	1
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	5	9	qokeol	q	0	NONE	okeol	NONE	0	0	2
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	6	9	keedy	NONE	0	NONE	kee	NONE	1	0	2
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	7	9	shar	sh	0	NONE	ar	NONE	0	0	3
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	8	9	aiin	NONE	0	NONE	aiin	NONE	0	0	3
f103r.12	f103r	f103	S	B	3	STARS_RECIPE_B	9	9	otedy	NONE	0	OT	e	NONE	1	0	4
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	2	12	sheor	sh	0	NONE	eor	NONE	0	0	0
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	3	12	qotedy	q	0	OT	e	NONE	1	0	0
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	4	12	okeey	NONE	0	NONE	okeey	NONE	0	0	1
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	5	12	qokar	q	0	NONE	ok	ar	0	0	1
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	6	12	checkhy	che	0	NONE	ckhy	NONE	0	0	1
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	7	12	qokain	q	0	NONE	ok	ain	0	0	2
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	8	12	chedy	che	1	NONE	y	NONE	0	0	2
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	9	12	pchdy	NONE	0	NONE	pch	NONE	1	0	2
f103r.13	f103r	f103	S	B	3	STARS_RECIPE_B	10	12	tshdy	t	0	NONE	sh	NONE	1	0	3
f103r.17	f103r	f103	S	B	3	STARS_RECIPE_B	1	10	sar	s	0	NONE	ar	NONE	0	0	0
f103r.17	f103r	f103	S	B	3	STARS_RECIPE_B	2	10	shey	sh	0	NONE	ey	NONE	0	0	0
f103r.18	f103r	f103	S	B	3	STARS_RECIPE_B	1	9	polchedy	NONE	0	NONE	polche	NONE	1	0	0
f103r.18	f103r	f103	S	B	3	STARS_RECIPE_B	2	9	qokeol	q	0	NONE	okeol	NONE	0	0	0
f103r.18	f103r	f103	S	B	3	STARS_RECIPE_B	3	9	okain	NONE	0	NONE	ok	ain	0	0	1
f103r.18	f103r	f103	S	B	3	STARS_RECIPE_B	4	9	checthy	che	0	NONE	cthy	NONE	0	0	1
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	1	12	okaiin	NONE	0	NONE	ok	aiin	0	0	0
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	2	12	chey	che	0	NONE	y	NONE	0	0	0
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	3	12	qoy	q	0	O	y	NONE	0	0	0
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	4	12	shey	sh	0	NONE	ey	NONE	0	0	1
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	5	12	qokaiin	q	0	NONE	ok	aiin	0	0	1
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	6	12	chedy	che	1	NONE	y	NONE	0	0	1
f103r.19	f103r	f103	S	B	3	STARS_RECIPE_B	7	12	qokain	q	0	NONE	ok	ain	0	0	2
