tail	wrapper_outcome	o_occurrences	y_occurrences	o_rate	y_rate	o_minus_y	predicted_direction	actual_direction	informative	prediction_correct
koiin	D	5	2	0	0	0	Y_HIGHER	TIE	0	NA
kol	Q	94	5	0.595744680851	0	0.595744680851	O_HIGHER	O_HIGHER	1	1
kol	D	94	5	0	0	0	Y_HIGHER	TIE	0	NA
ky	Q	159	12	0.496855345912	0	0.496855345912	O_HIGHER	O_HIGHER	1	1
ky	D	159	12	0.0062893081761	0.25	-0.243710691824	Y_HIGHER	Y_HIGHER	1	1
l	Q	72	2	0.388888888889	0	0.388888888889	O_HIGHER	O_HIGHER	1	1
l	D	72	2	0	0	0	Y_HIGHER	TIE	0	NA
p	Q	24	4	0.333333333333	0	0.333333333333	O_HIGHER	O_HIGHER	1	1
p	D	24	4	0	0	0	Y_HIGHER	TIE	0	NA
pch	Q	19	3	0.368421052632	0	0.368421052632	O_HIGHER	O_HIGHER	1	1
pch	D	19	3	0	0	0	Y_HIGHER	TIE	0	NA
pchd	Q	2	2	0	0	0	O_HIGHER	TIE	0	NA
pchd	D	2	2	0	0	0	Y_HIGHER	TIE	0	NA
pche	Q	44	6	0.409090909091	0	0.409090909091	O_HIGHER	O_HIGHER	1	1
pche	D	44	6	0	0	0	Y_HIGHER	TIE	0	NA
pchey	Q	22	3	0.272727272727	0	0.272727272727	O_HIGHER	O_HIGHER	1	1
pchey	D	22	3	0	0	0	Y_HIGHER	TIE	0	NA
pchol	Q	5	2	0.2	0	0.2	O_HIGHER	O_HIGHER	1	1
pchol	D	5	2	0	0	0	Y_HIGHER	TIE	0	NA
pchor	Q	4	2	0.5	0	0.5	O_HIGHER	O_HIGHER	1	1
pchor	D	4	2	0	0	0	Y_HIGHER	TIE	0	NA
pchy	Q	15	2	0.4	0	0.4	O_HIGHER	O_HIGHER	1	1
pchy	D	15	2	0	0.5	-0.5	Y_HIGHER	Y_HIGHER	1	1
s	Q	47	4	0.106382978723	0	0.106382978723	O_HIGHER	O_HIGHER	1	1
s	D	47	4	0	0.5	-0.5	Y_HIGHER	Y_HIGHER	1	1
t	Q	432	55	0.319444444444	0	0.319444444444	O_HIGHER	O_HIGHER	1	1
t	D	432	55	0	0.0363636363636	-0.0363636363636	Y_HIGHER	Y_HIGHER	1	1
tey	Q	41	8	0.390243902439	0	0.390243902439	O_HIGHER	O_HIGHER	1	1
tey	D	41	8	0	0.125	-0.125	Y_HIGHER	Y_HIGHER	1	1
to	Q	16	5	0.5	0	0.5	O_HIGHER	O_HIGHER	1	1
to	D	16	5	0	0	0	Y_HIGHER	TIE	0	NA
tod	Q	7	2	0.428571428571	0	0.428571428571	O_HIGHER	O_HIGHER	1	1
tod	D	7	2	0	0	0	Y_HIGHER	TIE	0	NA
