host	register	wrapper	frame	right_family	b3_absent_unit	b3_present_unit	context_similarity	matched_control_similarity	gain_vs_control	control_units
ctho	HERBAL_A	NONE	NONE	NONE	f27r|ctho|0|NONE|NONE|NONE	f6r|ctho|1|NONE|NONE|NONE	0.133333333333	0.129037022232	0.00429631110094	6
ctho	HERBAL_A	NONE	NONE	NONE	f27r|ctho|0|NONE|NONE|NONE	f6v|ctho|1|NONE|NONE|NONE	0.112676056338	0.129037022232	-0.0163609658944	6
ctho	HERBAL_A	NONE	NONE	NONE	f44v|ctho|0|NONE|NONE|NONE	f3r|ctho|1|NONE|NONE|NONE	0.191304347826	0.214415756372	-0.023111408546	2
ctho	HERBAL_A	NONE	NONE	NONE	f44v|ctho|0|NONE|NONE|NONE	f45r|ctho|1|NONE|NONE|NONE	0.269230769231	0.18503240643	0.0841983628005	6
ctho	HERBAL_A	NONE	NONE	NONE	f44v|ctho|0|NONE|NONE|NONE	f4r|ctho|1|NONE|NONE|NONE	0.25974025974	0.18503240643	0.07470785331	6
ctho	HERBAL_A	NONE	NONE	NONE	f44v|ctho|0|NONE|NONE|NONE	f6r|ctho|1|NONE|NONE|NONE	0.215189873418	0.18503240643	0.0301574669875	6
ctho	HERBAL_A	NONE	NONE	NONE	f44v|ctho|0|NONE|NONE|NONE	f6v|ctho|1|NONE|NONE|NONE	0.139240506329	0.18503240643	-0.0457919001012	6
ctho	HERBAL_A	NONE	NONE	NONE	f87r|ctho|0|NONE|NONE|NONE	f3r|ctho|1|NONE|NONE|NONE	0.181034482759	0.165865751335	0.0151687314238	2
ctho	HERBAL_A	NONE	NONE	NONE	f87r|ctho|0|NONE|NONE|NONE	f45r|ctho|1|NONE|NONE|NONE	0.178571428571	0.160796592925	0.0177748356463	6
ctho	HERBAL_A	NONE	NONE	NONE	f87r|ctho|0|NONE|NONE|NONE	f4r|ctho|1|NONE|NONE|NONE	0.168674698795	0.160796592925	0.00787810587001	6
ctho	HERBAL_A	NONE	NONE	NONE	f87r|ctho|0|NONE|NONE|NONE	f6r|ctho|1|NONE|NONE|NONE	0.215189873418	0.160796592925	0.0543932804925	6
ctho	HERBAL_A	NONE	NONE	NONE	f87r|ctho|0|NONE|NONE|NONE	f6v|ctho|1|NONE|NONE|NONE	0.153846153846	0.160796592925	-0.00695043907902	6
ctho	HERBAL_A	NONE	NONE	NONE	f96r|ctho|0|NONE|NONE|NONE	f3r|ctho|1|NONE|NONE|NONE	0.212389380531	0.161598971333	0.0507904091975	2
ctho	HERBAL_A	NONE	NONE	NONE	f96r|ctho|0|NONE|NONE|NONE	f45r|ctho|1|NONE|NONE|NONE	0.1	0.143707066492	-0.0437070664919	6
ctho	HERBAL_A	NONE	NONE	NONE	f96r|ctho|0|NONE|NONE|NONE	f4r|ctho|1|NONE|NONE|NONE	0.141176470588	0.143707066492	-0.00253059590364	6
ctho	HERBAL_A	NONE	NONE	NONE	f96r|ctho|0|NONE|NONE|NONE	f6r|ctho|1|NONE|NONE|NONE	0.2	0.143707066492	0.0562929335081	6
ctho	HERBAL_A	NONE	NONE	NONE	f96r|ctho|0|NONE|NONE|NONE	f6v|ctho|1|NONE|NONE|NONE	0.168831168831	0.143707066492	0.0251241023393	6
lo	OTHER_B	NONE	NONE	NONE	f75r|lo|0|NONE|NONE|NONE	f77r|lo|1|NONE|NONE|NONE	0.393728222997	0.344203196094	0.0495250269027	3
lo	OTHER_B	NONE	NONE	NONE	f75r|lo|0|NONE|NONE|NONE	f80r|lo|1|NONE|NONE|NONE	0.341059602649	0.344203196094	-0.00314359344477	3
lo	OTHER_B	NONE	NONE	NONE	f75r|lo|0|NONE|NONE|NONE	f80v|lo|1|NONE|NONE|NONE	0.417218543046	0.170391061453	0.246827481594	1
lo	OTHER_B	NONE	NONE	NONE	f76v|lo|0|NONE|NONE|NONE	f77r|lo|1|NONE|NONE|NONE	0.457912457912	0.254650825541	0.203261632371	3
lo	OTHER_B	NONE	NONE	NONE	f76v|lo|0|NONE|NONE|NONE	f80r|lo|1|NONE|NONE|NONE	0.220055710306	0.254650825541	-0.0345951152346	3
lo	OTHER_B	NONE	NONE	NONE	f76v|lo|0|NONE|NONE|NONE	f80v|lo|1|NONE|NONE|NONE	0.25956284153	0.215053763441	0.0445090780892	1
lo	OTHER_B	NONE	NONE	NONE	f83r|lo|0|NONE|NONE|NONE	f77r|lo|1|NONE|NONE|NONE	0.372013651877	0.310396768223	0.0616168836539	3
lo	OTHER_B	NONE	NONE	NONE	f83r|lo|0|NONE|NONE|NONE	f80r|lo|1|NONE|NONE|NONE	0.283911671924	0.310396768223	-0.026485096299	3
lo	OTHER_B	NONE	NONE	NONE	f83r|lo|0|NONE|NONE|NONE	f80v|lo|1|NONE|NONE|NONE	0.352201257862	0.19943019943	0.152771058431	1
o	HERBAL_A	ch	NONE	NONE	f14r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.0857142857143	0.0857142857143	0	1
o	HERBAL_A	ch	NONE	NONE	f14r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.150684931507	0.146341463415	0.00434346809222	1
o	HERBAL_A	ch	NONE	NONE	f16v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.115044247788	0.115044247788	0	1
o	HERBAL_A	ch	NONE	NONE	f16v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.116279069767	0.232558139535	-0.116279069767	1
o	HERBAL_A	ch	NONE	NONE	f1v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.133333333333	0.120879120879	0.0124542124542	1
o	HERBAL_A	ch	NONE	NONE	f1v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.125	0.108108108108	0.0168918918919	1
o	HERBAL_A	ch	NONE	NONE	f20r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.125	0.125	0	1
o	HERBAL_A	ch	NONE	NONE	f20r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0909090909091	0.104166666667	-0.0132575757576	1
o	HERBAL_A	ch	NONE	NONE	f20v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.201834862385	0.201834862385	0	1
o	HERBAL_A	ch	NONE	NONE	f20v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.16091954023	0.290697674419	-0.129778134189	1
o	HERBAL_A	ch	NONE	NONE	f21v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.150943396226	0.150943396226	0	1
o	HERBAL_A	ch	NONE	NONE	f21v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0952380952381	0.228915662651	-0.133677567413	1
o	HERBAL_A	ch	NONE	NONE	f25v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.0967741935484	0.0967741935484	0	1
o	HERBAL_A	ch	NONE	NONE	f25v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.125	0.123287671233	0.00171232876712	1
o	HERBAL_A	ch	NONE	NONE	f27v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.0120481927711	0.0120481927711	0	1
o	HERBAL_A	ch	NONE	NONE	f27v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0384615384615	0.0322580645161	0.00620347394541	1
o	HERBAL_A	ch	NONE	NONE	f28r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.135135135135	0.135135135135	0	1
o	HERBAL_A	ch	NONE	NONE	f28r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.103448275862	0.218390804598	-0.114942528736	1
o	HERBAL_A	ch	NONE	NONE	f2v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.18085106383	0.18085106383	0	1
o	HERBAL_A	ch	NONE	NONE	f2v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.140845070423	0.213333333333	-0.0724882629108	1
o	HERBAL_A	ch	NONE	NONE	f30r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.117647058824	0.117647058824	0	1
o	HERBAL_A	ch	NONE	NONE	f30r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.144444444444	0.0970873786408	0.0473570658037	1
o	HERBAL_A	ch	NONE	NONE	f35v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.114035087719	0.114035087719	0	1
o	HERBAL_A	ch	NONE	NONE	f35v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.197530864198	0.175824175824	0.0217066883734	1
o	HERBAL_A	ch	NONE	NONE	f38v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.111111111111	0.111111111111	0	1
o	HERBAL_A	ch	NONE	NONE	f38v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0958904109589	0.139240506329	-0.0433500953702	1
o	HERBAL_A	ch	NONE	NONE	f47v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.157894736842	0.157894736842	0	1
o	HERBAL_A	ch	NONE	NONE	f47v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.133333333333	0.217391304348	-0.0840579710145	1
o	HERBAL_A	ch	NONE	NONE	f49r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.182608695652	0.182608695652	0	1
o	HERBAL_A	ch	NONE	NONE	f49r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0927835051546	0.171717171717	-0.0789336665625	1
o	HERBAL_A	ch	NONE	NONE	f49v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.189781021898	0.189781021898	0	1
o	HERBAL_A	ch	NONE	NONE	f49v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.127118644068	0.24347826087	-0.116359616802	1
o	HERBAL_A	ch	NONE	NONE	f51r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.0729166666667	0.0729166666667	0	1
o	HERBAL_A	ch	NONE	NONE	f51r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0735294117647	0.0921052631579	-0.0185758513932	1
o	HERBAL_A	ch	NONE	NONE	f51v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.138613861386	0.138613861386	0	1
o	HERBAL_A	ch	NONE	NONE	f51v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0897435897436	0.144578313253	-0.0548347235094	1
o	HERBAL_A	ch	NONE	NONE	f54v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.106382978723	0.106382978723	0	1
o	HERBAL_A	ch	NONE	NONE	f54v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.174603174603	0.183098591549	-0.00849541694612	1
o	HERBAL_A	ch	NONE	NONE	f56r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.106796116505	0.106796116505	0	1
o	HERBAL_A	ch	NONE	NONE	f56r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0769230769231	0.105882352941	-0.0289592760181	1
o	HERBAL_A	ch	NONE	NONE	f6r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.196078431373	0.196078431373	0	1
o	HERBAL_A	ch	NONE	NONE	f6r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.210526315789	0.2	0.0105263157895	1
o	HERBAL_A	ch	NONE	NONE	f7r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.0934579439252	0.0934579439252	0	1
o	HERBAL_A	ch	NONE	NONE	f7r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.101265822785	0.154761904762	-0.0534960819771	1
o	HERBAL_A	ch	NONE	NONE	f8v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.157894736842	0.157894736842	0	1
o	HERBAL_A	ch	NONE	NONE	f8v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.127272727273	0.196428571429	-0.0691558441558	1
o	HERBAL_A	ch	NONE	NONE	f93r|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.201298701299	0.193548387097	0.00775031420193	1
o	HERBAL_A	ch	NONE	NONE	f93r|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.107142857143	0.161971830986	-0.0548289738431	1
o	HERBAL_A	ch	NONE	NONE	f93v|o|0|ch|NONE|NONE	f3r|o|1|ch|NONE|NONE	0.135416666667	0.135416666667	0	1
o	HERBAL_A	ch	NONE	NONE	f93v|o|0|ch|NONE|NONE	f3v|o|1|ch|NONE|NONE	0.0821917808219	0.0987654320988	-0.0165736512768	1
o	HERBAL_A	d	NONE	NONE	f24v|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.119565217391	0.117937635073	0.00162758231875	2
o	HERBAL_A	d	NONE	NONE	f24v|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.0634920634921	0.130982236155	-0.0674901726626	4
o	HERBAL_A	d	NONE	NONE	f37v|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.235294117647	0.17699403147	0.0583000861766	2
o	HERBAL_A	d	NONE	NONE	f37v|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.153846153846	0.150049690931	0.00379646291517	5
o	HERBAL_A	d	NONE	NONE	f38v|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.147727272727	0.135409726849	0.0123175458785	2
o	HERBAL_A	d	NONE	NONE	f38v|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.0833333333333	0.139993894994	-0.0566605616606	5
o	HERBAL_A	d	NONE	NONE	f53v|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.112359550562	0.102631578947	0.00972797161443	2
o	HERBAL_A	d	NONE	NONE	f53v|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.0862068965517	0.101606946175	-0.0154000496228	5
o	HERBAL_A	d	NONE	NONE	f5v|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.158536585366	0.155555555556	0.0029810298103	2
o	HERBAL_A	d	NONE	NONE	f5v|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.18	0.164791889663	0.0152081103372	5
o	HERBAL_A	d	NONE	NONE	f8r|o|0|d|NONE|NONE	f15r|o|1|d|NONE|NONE	0.255319148936	0.186350868233	0.0689682807033	2
o	HERBAL_A	d	NONE	NONE	f8r|o|0|d|NONE|NONE	f19v|o|1|d|NONE|NONE	0.138888888889	0.19273587232	-0.0538469834307	5
o	HERBAL_A	sh	NONE	NONE	f10v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.127272727273	0.102941176471	0.0243315508021	1
o	HERBAL_A	sh	NONE	NONE	f15r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.112359550562	0.154639175258	-0.0422796246959	1
o	HERBAL_A	sh	NONE	NONE	f16r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0666666666667	0.149253731343	-0.0825870646766	1
o	HERBAL_A	sh	NONE	NONE	f17v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0980392156863	0.126126126126	-0.0280869104399	1
o	HERBAL_A	sh	NONE	NONE	f20r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.10447761194	0.12987012987	-0.0253925179298	1
o	HERBAL_A	sh	NONE	NONE	f20v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.128571428571	0.210526315789	-0.081954887218	1
o	HERBAL_A	sh	NONE	NONE	f21r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.145161290323	0.166666666667	-0.0215053763441	1
o	HERBAL_A	sh	NONE	NONE	f21v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.147540983607	0.169014084507	-0.0214731009005	1
o	HERBAL_A	sh	NONE	NONE	f22v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.105263157895	0.154761904762	-0.0494987468672	1
o	HERBAL_A	sh	NONE	NONE	f23v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0579710144928	0.162162162162	-0.104191147669	1
o	HERBAL_A	sh	NONE	NONE	f27v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0322580645161	0.0227272727273	0.00953079178886	1
o	HERBAL_A	sh	NONE	NONE	f28r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.15625	0.191780821918	-0.0355308219178	1
o	HERBAL_A	sh	NONE	NONE	f29v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.107142857143	0.190476190476	-0.0833333333333	1
o	HERBAL_A	sh	NONE	NONE	f2r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0989010989011	0.15306122449	-0.0541601255887	1
o	HERBAL_A	sh	NONE	NONE	f2v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.156862745098	0.2	-0.043137254902	1
o	HERBAL_A	sh	NONE	NONE	f30r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.08	0.146341463415	-0.0663414634146	1
o	HERBAL_A	sh	NONE	NONE	f30v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.132075471698	0.123076923077	0.00899854862119	1
o	HERBAL_A	sh	NONE	NONE	f32r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.102941176471	0.142857142857	-0.0399159663866	1
o	HERBAL_A	sh	NONE	NONE	f32v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0943396226415	0.183333333333	-0.0889937106918	1
o	HERBAL_A	sh	NONE	NONE	f35r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0945945945946	0.132530120482	-0.0379355258873	1
o	HERBAL_A	sh	NONE	NONE	f38r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0731707317073	0.0363636363636	0.0368070953437	1
o	HERBAL_A	sh	NONE	NONE	f38v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.115384615385	0.126984126984	-0.0115995115995	1
o	HERBAL_A	sh	NONE	NONE	f3v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0985915492958	0.197368421053	-0.0987768717569	1
o	HERBAL_A	sh	NONE	NONE	f42r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0987654320988	0.159090909091	-0.0603254769921	1
o	HERBAL_A	sh	NONE	NONE	f42v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.179104477612	0.164556962025	0.0145475155866	1
o	HERBAL_A	sh	NONE	NONE	f44v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.109589041096	0.175	-0.0654109589041	1
o	HERBAL_A	sh	NONE	NONE	f47v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.12676056338	0.148148148148	-0.0213875847679	1
o	HERBAL_A	sh	NONE	NONE	f49r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.12	0.127906976744	-0.00790697674419	1
o	HERBAL_A	sh	NONE	NONE	f49v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.11	0.169811320755	-0.0598113207547	1
o	HERBAL_A	sh	NONE	NONE	f4v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.173076923077	0.174603174603	-0.00152625152625	1
o	HERBAL_A	sh	NONE	NONE	f54r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.14	0.186440677966	-0.0464406779661	1
o	HERBAL_A	sh	NONE	NONE	f56r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.107142857143	0.102941176471	0.00420168067227	1
o	HERBAL_A	sh	NONE	NONE	f56v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.089552238806	0.162162162162	-0.0726099233562	1
o	HERBAL_A	sh	NONE	NONE	f5r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0571428571429	0.0416666666667	0.0154761904762	1
o	HERBAL_A	sh	NONE	NONE	f7r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.140350877193	0.164179104478	-0.0238282272846	1
o	HERBAL_A	sh	NONE	NONE	f7v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0847457627119	0.132352941176	-0.0476071784646	1
o	HERBAL_A	sh	NONE	NONE	f87r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.140845070423	0.189873417722	-0.049028347299	1
o	HERBAL_A	sh	NONE	NONE	f8r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.119402985075	0.205479452055	-0.0860764669802	1
o	HERBAL_A	sh	NONE	NONE	f8v|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0736842105263	0.210526315789	-0.136842105263	1
o	HERBAL_A	sh	NONE	NONE	f90v1|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.147058823529	0.106382978723	0.040675844806	1
o	HERBAL_A	sh	NONE	NONE	f93r|o|0|sh|NONE|NONE	f53v|o|1|sh|NONE|NONE	0.0901639344262	0.15873015873	-0.0685662243039	1
o	STARS_RECIPE_B	NONE	NONE	NONE	f106v|o|0|NONE|NONE|NONE	f107r|o|1|NONE|NONE|NONE	0.334572490706	0.268781373361	0.065791117345	2
o	STARS_RECIPE_B	NONE	NONE	NONE	f106v|o|0|NONE|NONE|NONE	f111r|o|1|NONE|NONE|NONE	0.207282913165	0.200557103064	0.0067258101012	1
o	STARS_RECIPE_B	NONE	NONE	NONE	f108r|o|0|NONE|NONE|NONE	f107r|o|1|NONE|NONE|NONE	0.33137829912	0.282685498558	0.0486928005623	2
o	STARS_RECIPE_B	NONE	NONE	NONE	f108r|o|0|NONE|NONE|NONE	f111r|o|1|NONE|NONE|NONE	0.335025380711	0.33164556962	0.00337981109041	1
o	STARS_RECIPE_B	NONE	NONE	NONE	f111r|o|0|NONE|NONE|NONE	f107r|o|1|NONE|NONE|NONE	0.27027027027	0.242553104072	0.0277171661986	2
o	STARS_RECIPE_B	NONE	NONE	NONE	f111v|o|0|NONE|NONE|NONE	f107r|o|1|NONE|NONE|NONE	0.359649122807	0.234661643741	0.124987479066	2
o	STARS_RECIPE_B	NONE	NONE	NONE	f112r|o|0|NONE|NONE|NONE	f107r|o|1|NONE|NONE|NONE	0.356401384083	0.266666666667	0.0897347174164	1
o	STARS_RECIPE_B	NONE	NONE	NONE	f112r|o|0|NONE|NONE|NONE	f111r|o|1|NONE|NONE|NONE	0.329512893983	0.318181818182	0.011331075801	1
o	STARS_RECIPE_B	che	NONE	NONE	f103v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.351145038168	0.342105263158	0.00903977501004	1
o	STARS_RECIPE_B	che	NONE	NONE	f104r|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.273615635179	0.262820512821	0.0107951223586	1
o	STARS_RECIPE_B	che	NONE	NONE	f104v|o|0|che|NONE|NONE	f112r|o|1|che|NONE|NONE	0.277227722772	0.270358306189	0.00686941658335	1
