scope	page	physical_folio	record_id	field_ordinal	record_field_count	relative_position	field_group_count	locus	line_field_end	abstract_role_like	source_tokens	page_hosts	compiler_cells	claim_state
Q13	f75r	f75	Q13|f75r|R01	18	40	0.45	8	f75r.17	DY	INSTRUCTION_CLAUSE_LIKE	pchedar|shepchy|lshedary|dal|shal|shy|kol|shedy	pched|epchy|lshedary|al|al|y|kol|e	NONE:NONE:0:ar:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	19	40	0.475	1	f75r.17	LINE_END	SHORT_ARGUMENT_LIKE	qokam	oka	q:NONE:0:NONE:0:1	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	20	40	0.5	2	f75r.18	DY	SHORT_ARGUMENT_LIKE	sol|sheedy	l|ee	s:O:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	21	40	0.525	2	f75r.18	DY	SHORT_ARGUMENT_LIKE	qol|shedy	l|e	q:O:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	22	40	0.55	5	f75r.18	LINE_END	INSTRUCTION_CLAUSE_LIKE	qol|otain|char|sar|oly	l|ot|ar|ar|oly	q:O:0:NONE:0:0|NONE:NONE:0:ain:0:0|ch:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	23	40	0.575	7	f75r.24	LINE_END	INSTRUCTION_CLAUSE_LIKE	qokain|olkeey|qolkary|sain|checthy|lor|ol	ok|olkeey|olkary|ain|cthy|lor|l	q:NONE:0:ain:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|NONE:O:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	24	40	0.6	1	f75r.31	DY	SHORT_ARGUMENT_LIKE	dshedy	she	d:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	25	40	0.625	4	f75r.31	DY	INSTRUCTION_CLAUSE_LIKE	qokey|chckhy|qokar|shedy	okey|ckhy|ok|e	q:NONE:0:NONE:0:0|ch:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	26	40	0.65	3	f75r.31	DY	INSTRUCTION_CLAUSE_LIKE	chey|qoked|qokedy	y|oked|oke	che:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	27	40	0.675	1	f75r.31	DY	SHORT_ARGUMENT_LIKE	daldy	al	d:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	28	40	0.7	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	qokeedy	okee	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	29	40	0.725	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	qokeedy	okee	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	30	40	0.75	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	qokedy	oke	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	31	40	0.775	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	qokedy	oke	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	32	40	0.8	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	qokeedy	okee	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	33	40	0.825	1	f75r.38	DY	SHORT_ARGUMENT_LIKE	ldy	l	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	34	40	0.85	2	f75r.40	DY	SHORT_ARGUMENT_LIKE	dar|shedy	ar|e	d:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	35	40	0.875	2	f75r.40	DY	SHORT_ARGUMENT_LIKE	qokain|shedy	ok|e	q:NONE:0:ain:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	36	40	0.9	2	f75r.40	DY	SHORT_ARGUMENT_LIKE	dal|keedy	al|kee	d:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	37	40	0.925	1	f75r.40	DY	SHORT_ARGUMENT_LIKE	rshedy	rshe	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	38	40	0.95	1	f75r.43	DY	SHORT_ARGUMENT_LIKE	yshedy	yshe	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	39	40	0.975	2	f75r.43	DY	SHORT_ARGUMENT_LIKE	chekar|oldy	k|l	che:NONE:0:ar:0:0|NONE:O:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R01	40	40	1.0	4	f75r.43	DY	RECORD_CLOSER_LIKE	qokain|chkar|otar|oldy	ok|k|ot|l	q:NONE:0:ain:0:0|ch:NONE:0:ar:0:0|NONE:NONE:0:ar:0:0|NONE:O:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	1	6	0.16666666666666666	2	f75r.47	DY	UNRESOLVED_EDGE_CLASS	sal|okeedy	al|okee	s:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	2	6	0.3333333333333333	2	f75r.48	LINE_END	SHORT_ARGUMENT_LIKE	daly|ychey	aly|ychey	d:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	3	6	0.5	1	f75r.50	LINE_END	SHORT_ARGUMENT_LIKE	ychty	ychty	NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	4	6	0.6666666666666666	1	f75r.51	LINE_END	SHORT_ARGUMENT_LIKE	saino	aino	s:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	5	6	0.8333333333333334	1	f75r.52	DY	SHORT_ARGUMENT_LIKE	saldy	al	s:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75r	f75	Q13|f75r|R02	6	6	1.0	1	f75r.53	LINE_END	SHORT_ARGUMENT_LIKE	dainy	ainy	d:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	1	12	0.08333333333333333	3	f75v.14	DY	UNRESOLVED_EDGE_CLASS	qol|sheckhy|qokedy	l|eckhy|oke	q:O:0:NONE:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	2	12	0.16666666666666666	1	f75v.14	DY	SHORT_ARGUMENT_LIKE	qokedy	oke	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	3	12	0.25	6	f75v.14	DY	INSTRUCTION_CLAUSE_LIKE	qokaly|sor|chedy|qoky|olshty|qokydy	okaly|or|y|oky|olshty|oky	q:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|che:NONE:1:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	4	12	0.3333333333333333	4	f75v.39	DY	INSTRUCTION_CLAUSE_LIKE	qoqokeey|olkain|qol|sheedy	oqokeey|olk|l|ee	q:NONE:0:NONE:0:0|NONE:NONE:0:ain:0:0|q:O:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	5	12	0.4166666666666667	2	f75v.39	DY	SHORT_ARGUMENT_LIKE	qokeor|sheedy	okeor|ee	q:NONE:0:NONE:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	6	12	0.5	6	f75v.39	LINE_END	INSTRUCTION_CLAUSE_LIKE	qokal|or|chey|qokar|ol|aiin	ok|or|y|ok|l|aiin	q:NONE:0:al:0:0|NONE:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|NONE:O:0:NONE:0:0|NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	7	12	0.5833333333333334	3	f75v.45	DY	INSTRUCTION_CLAUSE_LIKE	yshey|qokar|olchedy	yshey|ok|olche	NONE:NONE:0:NONE:0:0|q:NONE:0:ar:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	8	12	0.6666666666666666	3	f75v.45	DY	INSTRUCTION_CLAUSE_LIKE	qor|oiin|okeedy	or|oiin|okee	q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	9	12	0.75	6	f75v.45	LINE_END	INSTRUCTION_CLAUSE_LIKE	qokeed|qokeey|qokeey|otey|qoky|dy	okeed|okeey|okeey|otey|oky|y	q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	10	12	0.8333333333333334	4	f75v.46	DY	INSTRUCTION_CLAUSE_LIKE	ychey|qotain|sheckhy|qokedy	ychey|ot|eckhy|oke	NONE:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	11	12	0.9166666666666666	1	f75v.46	DY	SHORT_ARGUMENT_LIKE	qokedy	oke	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R01	12	12	1.0	5	f75v.46	DY	RECORD_CLOSER_LIKE	lsheckhy|qokain|dal|tol|olchedy	lsheckhy|ok|al|l|olche	NONE:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|d:NONE:0:NONE:0:0|t:O:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	1	12	0.08333333333333333	1	f75v.60	DY	SHORT_ARGUMENT_LIKE	kolkedy	kolke	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	2	12	0.16666666666666666	1	f75v.60	DY	SHORT_ARGUMENT_LIKE	qokedy	oke	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	3	12	0.25	2	f75v.60	DY	SHORT_ARGUMENT_LIKE	qoky|lpchdy	oky|lpch	q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	4	12	0.3333333333333333	1	f75v.60	DY	SHORT_ARGUMENT_LIKE	qotchdy	ch	q:OT:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	5	12	0.4166666666666667	1	f75v.60	LINE_END	SHORT_ARGUMENT_LIKE	lol	lol	NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	6	12	0.5	1	f75v.67	DY	SHORT_ARGUMENT_LIKE	ykeedy	ykee	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	7	12	0.5833333333333334	3	f75v.67	LINE_END	INSTRUCTION_CLAUSE_LIKE	qokain|otain|shety	ok|ot|ety	q:NONE:0:ain:0:0|NONE:NONE:0:ain:0:0|sh:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	8	12	0.6666666666666666	2	f75v.69	DY	SHORT_ARGUMENT_LIKE	okeshey|olkedy	okeshey|olke	NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	9	12	0.75	1	f75v.69	DY	SHORT_ARGUMENT_LIKE	olkedy	olke	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	10	12	0.8333333333333334	2	f75v.69	LINE_END	SHORT_ARGUMENT_LIKE	qol|chey	l|y	q:O:0:NONE:0:0|che:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	11	12	0.9166666666666666	2	f75v.70	DY	SHORT_ARGUMENT_LIKE	qokey|olchedy	okey|olche	q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f75v	f75	Q13|f75v|R02	12	12	1.0	2	f75v.70	LINE_END	RECORD_CLOSER_LIKE	otey|orol	otey|orol	NONE:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	1	21	0.047619047619047616	5	f76r.3	DY	INSTRUCTION_CLAUSE_LIKE	yshey|qokeey|qokey|qokeed|okedy	yshey|okeey|okey|okeed|oke	NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	2	21	0.09523809523809523	2	f76r.3	DY	SHORT_ARGUMENT_LIKE	shky|qotedy	ky|e	sh:NONE:0:NONE:0:0|q:OT:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	3	21	0.14285714285714285	1	f76r.3	DY	SHORT_ARGUMENT_LIKE	otedy	e	NONE:OT:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	4	21	0.19047619047619047	5	f76r.3	LINE_END	INSTRUCTION_CLAUSE_LIKE	shol|qoty|ol|chedy|aiiny	l|y|l|y|aiiny	sh:O:0:NONE:0:0|q:OT:0:NONE:0:0|NONE:O:0:NONE:0:0|che:NONE:1:NONE:0:0|NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	5	21	0.23809523809523808	7	f76r.17	DY	INSTRUCTION_CLAUSE_LIKE	chey|chckh|shey|qeeey|chol|lkain|shedy	y|ckh|ey|eeey|l|lk|e	che:NONE:0:NONE:0:0|ch:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|ch:O:0:NONE:0:0|NONE:NONE:0:ain:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	6	21	0.2857142857142857	1	f76r.17	DY	SHORT_ARGUMENT_LIKE	qokeedy	okee	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	7	21	0.3333333333333333	4	f76r.17	LINE_END	INSTRUCTION_CLAUSE_LIKE	okain|chedy|okeed|qokaloro	ok|y|okeed|okaloro	NONE:NONE:0:ain:0:0|che:NONE:1:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	8	21	0.38095238095238093	1	f76r.19	DY	SHORT_ARGUMENT_LIKE	dcheedy	chee	d:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	9	21	0.42857142857142855	6	f76r.19	DY	INSTRUCTION_CLAUSE_LIKE	qolchey|qokeey|qokeey|chedy|qokar|shedy	olchey|okeey|okeey|y|ok|e	q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|che:NONE:1:NONE:0:0|q:NONE:0:ar:0:0|sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	10	21	0.47619047619047616	1	f76r.19	DY	SHORT_ARGUMENT_LIKE	shedy	e	sh:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	11	21	0.5238095238095238	1	f76r.19	DY	SHORT_ARGUMENT_LIKE	lshedy	lshe	NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	12	21	0.5714285714285714	1	f76r.19	DY	SHORT_ARGUMENT_LIKE	qolchedy	olche	q:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	13	21	0.6190476190476191	1	f76r.19	LINE_END	SHORT_ARGUMENT_LIKE	otedyl	otedyl	NONE:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	14	21	0.6666666666666666	12	f76r.30	LINE_END	INSTRUCTION_CLAUSE_LIKE	darchey|cheolchey|shcthy|chedy|qo|qokey|dalaiin|sheeky|qokain|olky|sain|chy	archey|olchey|cthy|y|o|okey|al|eeky|ok|olky|ain|y	d:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|che:NONE:1:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|d:NONE:0:aiin:0:0|sh:NONE:0:NONE:0:0|q:NONE:0:ain:0:0|NONE:NONE:0:NONE:0:0|s:NONE:0:NONE:0:0|ch:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	15	21	0.7142857142857143	6	f76r.38	LINE_END	INSTRUCTION_CLAUSE_LIKE	oteey|lchey|chey|olsheol|qokal|chal	eey|lchey|y|olsheol|ok|al	NONE:OT:0:NONE:0:0|NONE:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|q:NONE:0:al:0:0|ch:NONE:0:NONE:0:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	16	21	0.7619047619047619	3	f76r.48	DY	INSTRUCTION_CLAUSE_LIKE	saiin|shckhy|lkeedy	aiin|ckhy|lkee	s:NONE:0:NONE:0:0|sh:NONE:0:NONE:0:0|NONE:NONE:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
Q13	f76r	f76	Q13|f76r|R01	17	21	0.8095238095238095	4	f76r.48	DY	INSTRUCTION_CLAUSE_LIKE	qoky|okain|ytain|oteedy	oky|ok|yt|ee	q:NONE:0:NONE:0:0|NONE:NONE:0:ain:0:0|NONE:NONE:0:ain:0:0|NONE:OT:0:NONE:1:0	OPAQUE_ABSTRACT_INTERLINEAR_NO_GLOSS
