line_id	book	record_id	page_id	line_index	group_count	generated_map	generated_sampled	map_exact_lexicon_groups	map_productive_groups	map_identity_groups	sampled_exact_lexicon_groups	sampled_productive_groups	sampled_identity_groups
NB_B2_R000001_L0086	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	86	4	hn hansen von hirsʒhoꝛn	hn hanse von hirsʒhoꝛ	3	1	0	3	1	0
NB_B2_R000001_L0087	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	87	3	der stat lübeck	der stat lübeck	3	0	0	3	0	0
NB_B2_R000001_L0088	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	88	4	hertʒog ernst von österr	hertʒog ernst von östreich	4	0	0	4	0	0
NB_B2_R000001_L0089	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	89	3	der stat bambg	der stat bambg	3	0	0	3	0	0
NB_B2_R000001_L0090	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	90	4	c tuchsesʒen von pumersfelde	c tuchsesʒen von pumersfeldn	2	1	1	2	1	1
NB_B2_R000001_L0091	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	91	1	rotembg	rotembg	1	0	0	1	0	0
NB_B2_R000001_L0092	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	92	5	stephan geyr vnd jacob schencken	stephan geyr vnd jacob schenck	4	0	1	4	0	1
NB_B2_R000001_L0093	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	93	4	newenstat an der aÿsch	newenstat an der aÿsch	3	0	1	3	0	1
NB_B2_R000001_L0094	Band2	NB_B2_R000001	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	94	4	hertʒog fridr von osterreich	hertʒog fridr vo ostr	4	0	0	4	0	0
NB_B2_R000002_L0001	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	1	4	vllein müllner von gemünd	vllein mülln von gemünd	4	0	0	4	0	0
NB_B2_R000002_L0002	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	2	4	els vvitbelein sein swester	els vvitbelein sein swester	3	0	1	3	0	1
NB_B2_R000002_L0003	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	3	4	der öheim von gemünd	der öheim von gemünd	4	0	0	4	0	0
NB_B2_R000002_L0004	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	4	3	der popp doselbst	d popp doselbst	3	0	0	3	0	0
NB_B2_R000002_L0005	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	5	2	fricʒ pet	fricʒ peter	2	0	0	2	0	0
NB_B2_R000002_L0006	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	6	2	der künlein	der künlein	2	0	0	2	0	0
NB_B2_R000002_L0007	Band2	NB_B2_R000002	Rst Nbg-Briefbücher-Nr 2_0003_left.png	7	3	heincʒ vvindebrg vbereit	heincʒ vvindembrg vberreiter	1	2	0	1	1	1
NB_B2_R000002_L0008	Band2	NB_B2_R000002	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	8	3	hans gumpemperg ritt	hans gupemperg ritter	2	1	0	2	1	0
NB_B2_R000002_L0009	Band2	NB_B2_R000002	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	9	2	seicʒ marschalk	seicʒ marschalk	2	0	0	2	0	0
NB_B2_R000002_L0010	Band2	NB_B2_R000002	StAN Rst Nürnberg Briefbücher des Innern Rats 2 fol 2 r.jpg	10	2	vvielant swelher	vvielant swelher	1	0	1	1	0	1
NB_B2_R000003_L0001	Band2	NB_B2_R000003	Rst Nbg-Briefbücher-Nr 2_0003_right.png	1	7	eʒ sind burgermeist woꝛden hr pet haller	eʒ sind burgermeist woꝛden hr pet hall	7	0	0	7	0	0
NB_B2_R000003_L0002	Band2	NB_B2_R000003	Rst Nbg-Briefbücher-Nr 2_0003_right.png	2	9	vnd hr anthoni derrer fia iiij p doꝛothee virgis	vnd her anthoni derrer fia iiij post doꝛothee virgis	8	0	1	8	0	1
NB_B2_R000003_L0003	Band2	NB_B2_R000003	Rst Nbg-Briefbücher-Nr 2_0003_right.png	3	4	anno m occcc octauo	ao m occcc octauo	2	0	2	2	1	1
NB_B2_R000004_L0001	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	1	1	rotembg	rotembg	1	0	0	1	0	0
NB_B2_R000004_L0002	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	2	9	l fr vns ist in lantmansweise fürkume vvie daʒ	lieben freunde vns ist in lantmansweise fürkumen vvie daʒ	9	0	0	9	0	0
NB_B2_R000004_L0003	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	3	9	ein rihtigug cʒwischn vnsere hren den burggraf etc vnd	ein rihtigug cʒwischen vnsen hren den burggraf etc vnd	8	1	0	8	1	0
NB_B2_R000004_L0004	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	4	11	ewr troffen vnd gemacht seẏ woꝛden nach dem vnd vns fr	ewr troffen vnd gemacht seẏ woꝛden nach dem vnd vns fr	10	0	1	10	0	1
NB_B2_R000004_L0005	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	5	10	von euch gescheyd sein ro daʒ jr vns eẏgentlich verschr	von euch gescheyden sein ro daʒ jr vns eẏgentlich verschr	8	2	0	8	0	2
NB_B2_R000004_L0006	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	6	5	ob dem also sey od	ob dem also sey od	5	0	0	5	0	0
NB_B2_R000004_L0007	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	7	11	wiss lasset wie eʒ darümb noch gestalt seẏ vnd ob man	wiss lasset wie eʒ dar noch gestalt seẏ vnd ob man	11	0	0	11	0	0
NB_B2_R000004_L0008	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	8	11	syder ichts ands darein getragen hab dan ver do als vns	syder ichts ands darein getragen hab dan ver do als vns	11	0	0	11	0	0
NB_B2_R000004_L0009	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	9	9	fr dabey gewes sein vnd das gelassen habn das	freunde dabey gewes sein vnd das gelass habe das	9	0	0	9	0	0
NB_B2_R000004_L0010	Band2	NB_B2_R000004	Rst Nbg-Briefbücher-Nr 2_0003_right.png	10	9	wolle etc dat fia vj in die scolastice virgis	wolle etc dat fia vj i die scolastice virgis	9	0	0	9	0	0
NB_B2_R000005_L0001	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	1	3	bẏsschoff von meincʒ	bẏsschoff vo meincʒ	3	0	0	3	0	0
NB_B2_R000005_L0002	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	2	9	gnedig hre vns ist fürbraht woꝛden vvie daʒ der	gnedig hre vns ist fürbraht woꝛden vvie daʒ der	9	0	0	9	0	0
NB_B2_R000005_L0003	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	3	9	seicʒ grafe vns b in ewre geleyte beẏ fran	seicʒ grafe vns burg in ewre geleyte beẏ fran	8	0	1	8	0	1
NB_B2_R000005_L0004	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	4	7	cʒwischn frankfurt vnd meincʒe gefang vnd hinvveg	cʒwischen frankfurt vnd meincʒe gefang vnd hinvveg	7	0	0	7	0	0
NB_B2_R000005_L0005	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	5	10	gefürt seẏ woꝛden ro daʒ jr von ewn fürstenl gnad	gefürt seẏ woꝛden ro daʒ jr von ewn fürstenl gnad	10	0	0	10	0	0
NB_B2_R000005_L0006	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	6	1	gnedikl	gnediklich	1	0	0	1	0	0
NB_B2_R000005_L0007	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	7	8	vnd fürdrug darcʒu wenden wöllet durch vns willige	vnd fürdrug darcʒu wenden wöllet durch vns willige	8	0	0	8	0	0
NB_B2_R000005_L0008	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	8	9	dinste wille daʒ der eg vns b ledig werde	dinste willn daʒ der eg vns b ledig wde	9	0	0	9	0	0
NB_B2_R000005_L0009	Band2	NB_B2_R000005	Rst Nbg-Briefbücher-Nr 2_0003_right.png	9	6	als etc das wölle etc dat	als etc das wöllen etc dat	6	0	0	6	0	0
NB_B2_R000006_L0001	Band2	NB_B2_R000006	Rst Nbg-Briefbücher-Nr 2_0003_right.png	1	1	schencken	schencke	1	0	0	1	0	0
