page	record_id	field_ordinal	record_field_count	locus	source_tokens	page_hosts	compiler_cells	field_group_count	line_field_end	abstract_role_like	leading_latent_document_role	mandatory_alternatives	evidence_grade	semantic_value
f82r	Q13|f82r|R01	14	26	f82r.19	lchy	lchy	NONE:NONE:0:NONE:0:0	1	LINE_END	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	15	26	f82r.23	cheey|qcthey|qokeey|lcheey|daiin|chey|qokeeedy	ey|cthey|okeey|lcheey|aiin|y|okeee	che:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|q:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|d:NONE:0:NONE:0:0|che:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	7	DY	INSTRUCTION_CLAUSE_LIKE	SETTING_OR_HYDRAULIC_DESCRIPTION	PRACTICAL_DESCRIPTION_OR_INDICATION;SETTING_OR_HYDRAULIC_DESCRIPTION;PROCEDURE_OR_CAUTION	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	16	26	f82r.23	lchedy	lche	NONE:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	17	26	f82r.23	lar	l	NONE:NONE:0:ar:0:0	1	LINE_END	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	18	26	f82r.26	tshey|qokeedy	shey|okee	t:NONE:0:NONE:0:0|q:NONE:0:NONE:1:0	2	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	19	26	f82r.26	cheal|lchedar|ches|aiin|oteey|qokaiin|okey	al|lched|s|aiin|eey|ok|okey	che:NONE:0:NONE:0:0|NONE:NONE:0:ar:0:0|che:NONE:0:NONE:0:0|NONE:NONE:0:NONE:0:0|NONE:OT:0:NONE:0:0|q:NONE:0:aiin:0:0|NONE:NONE:0:NONE:0:0	7	LINE_END	INSTRUCTION_CLAUSE_LIKE	SETTING_OR_HYDRAULIC_DESCRIPTION	PRACTICAL_DESCRIPTION_OR_INDICATION;SETTING_OR_HYDRAULIC_DESCRIPTION;PROCEDURE_OR_CAUTION	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	20	26	f82r.27	pchedy	pche	NONE:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	21	26	f82r.27	rsheal|daldy	rshe|al	NONE:NONE:0:al:0:0|d:NONE:0:NONE:1:0	2	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	22	26	f82r.27	qokeedy	okee	q:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	23	26	f82r.27	rshedy	rshe	NONE:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	24	26	f82r.27	qoteedy	ee	q:OT:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	25	26	f82r.27	qokeedy	okee	q:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
f82r	Q13|f82r|R01	26	26	f82r.27	lochedy	loche	NONE:NONE:0:NONE:1:0	1	DY	SHORT_ARGUMENT_LIKE	COMPONENT_PARAMETER_OR_LOCAL_STATE	MATERIAL_OR_SUBSTANCE;COMPONENT_OR_LOCAL_STATE;CASE_OR_CONDITION;LOCATION_OR_ACCESS;QUANTITY_OR_DEGREE	FORMAL_PLACEMENT_SUPPORTED_SEMANTIC_ROLE_SPECULATIVE	UNASSIGNED
