scope	endpoint_panel	representation	eligible_loci	physical_folios	descriptor_tokens	positive_cells	baseline_bits	held_bits	gain_bits	selector_paid_gain_bits	positive_gain_folios	min_folio_gain	max_folio_gain	mean_available_neighbors	local_permutation_p	max_three_p
AVERAGE_PROFILEABLE_GE2	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	27	6	19	96	243.433149695	275.905652179	-32.472502484	SENSITIVITY	2	-19.790609965	4.23314647617	5	0.394460553945	0.020597940206
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	RAW_CHAR3	27	6	8	90	179.155110304	182.030284178	-2.87517387369	SENSITIVITY	2	-8.08199119614	4.77592710301	4.74074074074	0.001299870013	0.001299870013
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	27	6	8	90	179.155110304	201.305413154	-22.1503028495	SENSITIVITY	2	-23.8755732495	4.8341822857	4.55555555556	0.0544945505449	0.001299870013
AVERAGE_PROFILEABLE_GE2	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	27	6	8	90	179.155110304	202.059585049	-22.9044747446	SENSITIVITY	2	-17.4401168577	2.81389890311	5	0.0689931006899	0.001299870013
IT2a_GE1	ALL_19	RAW_CHAR3	22	6	19	76	187.272104563	201.855293464	-14.5831889009	SENSITIVITY	2	-11.1816591036	4.47357319008	4.63636363636	0.111688831117	0.115388461154
IT2a_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	22	6	19	76	187.272104563	204.341372491	-17.0692679279	SENSITIVITY	3	-16.5985046654	3.99556775009	5	0.01899810019	0.115388461154
IT2a_GE1	ALL_19	PAGE_HOST_CHAR3	22	6	19	76	187.272104563	228.055910731	-40.7838061672	SENSITIVITY	1	-27.232151238	2.96884975962	4.72727272727	0.303669633037	0.115388461154
IT2a_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	22	6	8	73	144.448947852	158.585844492	-14.1368966409	SENSITIVITY	3	-15.199902143	3.36879625796	4.63636363636	0.024297570243	0.027097290271
IT2a_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	22	6	8	73	144.448947852	161.583160208	-17.1342123561	SENSITIVITY	2	-18.5723863966	2.41648840528	5	0.011598840116	0.027097290271
IT2a_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	22	6	8	73	144.448947852	177.758240512	-33.3092926601	SENSITIVITY	1	-28.0345670124	1.15329715049	4.72727272727	0.0783921607839	0.027097290271
RF1b_GE1	ALL_19	RAW_CHAR3	26	6	19	90	233.319309933	231.954042238	1.3652676953	SENSITIVITY	3	-7.53428648676	4.59734548256	4.69230769231	0.003799620038	0.003799620038
RF1b_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	26	6	19	90	233.319309933	265.378838328	-32.0595283953	SENSITIVITY	2	-17.2948843523	2.62848526129	5	0.446855314469	0.003799620038
RF1b_GE1	ALL_19	PAGE_HOST_CHAR3	26	6	19	90	233.319309933	275.274320548	-41.9550106152	SENSITIVITY	2	-27.8815200761	7.57119712466	4.34615384615	0.369463053695	0.003799620038
RF1b_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	26	6	8	84	170.511853913	169.64930254	0.862551373181	SENSITIVITY	4	-12.2033782005	6.12537173058	4.69230769231	0.000399960004	0.000399960004
RF1b_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	26	6	8	84	170.511853913	190.399020166	-19.8871662532	SENSITIVITY	2	-20.1840387183	5.26732671588	5	0.131586841316	0.000399960004
RF1b_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	26	6	8	84	170.511853913	200.757673454	-30.2458195412	SENSITIVITY	2	-30.5970621138	10.2981923657	4.34615384615	0.0919908009199	0.000399960004
ZL3b_GE1	ALL_19	RAW_CHAR3	23	6	19	82	202.916613651	215.923654972	-13.0070413214	SENSITIVITY	1	-7.02952531611	1.56496385631	4.65217391304	0.0697930206979	0.0741925807419
ZL3b_GE1	ALL_19	BEHAVIOR_SELF_NEIGHBOR_NOPOS	23	6	19	82	202.916613651	226.538834577	-23.6222209263	SENSITIVITY	2	-12.4923515819	2.47835178458	5	0.0911908809119	0.0741925807419
ZL3b_GE1	ALL_19	PAGE_HOST_CHAR3	23	6	19	82	202.916613651	245.904959784	-42.9883461328	SENSITIVITY	1	-18.1300451322	3.03575813947	4.5652173913	0.230676932307	0.0741925807419
ZL3b_GE1	TARGET_CAPACITY_GE3	RAW_CHAR3	23	6	8	76	144.520907743	155.378701194	-10.8577934507	SENSITIVITY	1	-4.97696855397	0.513073067131	4.65217391304	0.011798820118	0.015498450155
ZL3b_GE1	TARGET_CAPACITY_GE3	BEHAVIOR_SELF_NEIGHBOR_NOPOS	23	6	8	76	144.520907743	158.908332595	-14.3874248519	SENSITIVITY	3	-13.7995925858	1.46452727806	5	0.016098390161	0.015498450155
ZL3b_GE1	TARGET_CAPACITY_GE3	PAGE_HOST_CHAR3	23	6	8	76	144.520907743	174.57873104	-30.0578232964	SENSITIVITY	1	-19.3417695483	1.25878163773	4.5652173913	0.0535946405359	0.015498450155
