locus	page	physical_folio	section	family_surface	stable_prefix	relation_class	source_relation_tags	certainty	claim_state
f100r.9	f100r	f100	P	CACAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.1	f100v	f100	P	QABKB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.10	f100v	f100	P	AQKJAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.11	f100v	f100	P	AQKAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.12	f100v	f100	P	BAQKAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.13	f100v	f100	P	KAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.2	f100v	f100	P	KABC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.3	f100v	f100	P	APKAC	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.4	f100v	f100	P	CABCA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.5	f100v	f100	P	CABKCAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.6	f100v	f100	P	AQKAKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.7	f100v	f100	P	AQKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.8	f100v	f100	P	BKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f100v.9	f100v	f100	P	BABCA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102r1.2	f102r1	f102	P	AQABKABAC	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102r2.21	f102r2	f102	P	QABBACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102r2.22	f102r2	f102	P	ABABABACA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.16	f102v1	f102	P	APKABBA	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.17	f102v1	f102	P	BACABABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.18	f102v1	f102	P	APKBACB	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.2	f102v1	f102	P	AQJABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.3	f102v1	f102	P	AQJABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.4	f102v1	f102	P	BAFCABA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.5	f102v1	f102	P	APACA	APAC	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v1.6	f102v1	f102	P	APKAQK	APK	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.10	f102v2	f102	P	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.11	f102v2	f102	P	KJAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.12	f102v2	f102	P	AQACAKA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.13	f102v2	f102	P	APKA	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.14	f102v2	f102	P	CACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.15	f102v2	f102	P	ABCABAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.16	f102v2	f102	P	QABZ	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.24	f102v2	f102	P	AQABQA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.26	f102v2	f102	P	AEQA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.27	f102v2	f102	P	AQKACAG	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.28	f102v2	f102	P	AQAUA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.3	f102v2	f102	P	ACAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.4	f102v2	f102	P	KAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.5	f102v2	f102	P	CAKA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.6	f102v2	f102	P	AQJAC	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.7	f102v2	f102	P	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f102v2.8	f102v2	f102	P	AQACA	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.31	f67r2	f67	A	APKABBA	APK	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.47	f67r2	f67	A	APAF	APA	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.55	f67r2	f67	A	AQABAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.60	f67r2	f67	A	AUAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.61	f67r2	f67	A	AQAQAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67r2.63	f67r2	f67	A	AQABAC	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67v1.1	f67v1	f67	A	BABABB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67v1.12	f67v1	f67	A	ABC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67v1.7	f67v1	f67	A	AQJABAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67v2.2	f67v2	f67	C	AQACACAF	NONE	ENCLOSURE_OR_CONTACT	REL_ENCLOSURE	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f67v2.22	f67v2	f67	C	AQKACAB	NONE	ENCLOSURE_OR_CONTACT	REL_ENCLOSURE	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.10	f68r1	f68	A	AQKJABA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.11	f68r1	f68	A	AQAABA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.12	f68r1	f68	A	KATA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.13	f68r1	f68	A	AUJA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.15	f68r1	f68	A	AQABA	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.16	f68r1	f68	A	AQJAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.17	f68r1	f68	A	TAUA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.18	f68r1	f68	A	AQKABA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.19	f68r1	f68	A	AQAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.20	f68r1	f68	A	ABAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.21	f68r1	f68	A	AUA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.22	f68r1	f68	A	APKJAC	APK	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.24	f68r1	f68	A	AQAQKC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.25	f68r1	f68	A	AQAB	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.26	f68r1	f68	A	AQAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.27	f68r1	f68	A	AGAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.28	f68r1	f68	A	AQABBA	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.29	f68r1	f68	A	AQKBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.31	f68r1	f68	A	ATA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.32	f68r1	f68	A	AQKABAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.33	f68r1	f68	A	AQLAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.34	f68r1	f68	A	ACBAG	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.35	f68r1	f68	A	AQAKJBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.36	f68r1	f68	A	BABKJBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.8	f68r1	f68	A	AQABABA	AQAB	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r1.9	f68r1	f68	A	ABKJUA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.10	f68r2	f68	A	AKACA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.11	f68r2	f68	A	LBAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.12	f68r2	f68	A	BKAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.13	f68r2	f68	A	QABACAFBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.14	f68r2	f68	A	ABKKCJA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.15	f68r2	f68	A	AQKAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.16	f68r2	f68	A	AQJAAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.17	f68r2	f68	A	AABKA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.19	f68r2	f68	A	KABAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.20	f68r2	f68	A	BKJABBA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.21	f68r2	f68	A	AQMAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.24	f68r2	f68	A	AQKJABAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.25	f68r2	f68	A	ABAF	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.26	f68r2	f68	A	APATAC	APA	ATTACHMENT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.27	f68r2	f68	A	AQALAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.28	f68r2	f68	A	KABAC	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.29	f68r2	f68	A	LKA	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.8	f68r2	f68	A	KJACAB	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r2.9	f68r2	f68	A	ABAG	NONE	ATTACHMENT	REL_EXPLICIT_ATTACHMENT	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r3.12	f68r3	f68	A	AABKJAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r3.17	f68r3	f68	A	AQABKA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r3.18	f68r3	f68	A	A	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f68r3.21	f68r3	f68	A	AQKABA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f70v2.6	f70v2	f70	Z	AQA	NONE	ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f70v2.7	f70v2	f70	Z	AQA	NONE	ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f75v.18	f75v	f75	B	AQLA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f75v.50	f75v	f75	B	AQAB	AQAB	ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f75v.54	f75v	f75	B	AQJBA	NONE	ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP;REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f75v.57	f75v	f75	B	AQJBA	NONE	ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f76r.31	f76r	f76	T	C	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f76r.37	f76r	f76	T	C	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.1	f77r	f77	B	BACKBAC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.2	f77r	f77	B	ABQKC	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.3	f77r	f77	B	AQJBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.4	f77r	f77	B	AQACQ	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.49	f77r	f77	B	AQKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.5	f77r	f77	B	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.50	f77r	f77	B	AQABAGA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.6	f77r	f77	B	BKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.7	f77r	f77	B	CACAB	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77r.8	f77r	f77	B	BAQJBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.1	f77v	f77	B	AQAF	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.2	f77v	f77	B	AQAB	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.3	f77v	f77	B	ABQKBAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.4	f77v	f77	B	AQABAC	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.43	f77v	f77	B	CACACAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.44	f77v	f77	B	AQABA	AQAB	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f77v.5	f77v	f77	B	ACKJBAB	NONE	PROXIMITY	REL_PROXIMITY	HEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f78r.1	f78r	f78	B	AQKBBBBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
f78r.2	f78r	f78	B	AQKBA	NONE	PROXIMITY	REL_PROXIMITY	UNHEDGED	VISIBLE_RELATION_MODE_NO_OWNERSHIP_OR_GLOSS
