locus	page	physical_folio	group_index	previous_dy_token	target_token	target_family	record_state	matching_figure_features	claim_state
f103v.17	f103v	f103	7	shedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f103v.30	f103v	f103	6	fchedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104r.17	f104r	f104	2	ykeeshedy	olkeeody	ABQKABA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104r.33	f104r	f104	4	qokcheedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104r.34	f104r	f104	9	cheody	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104r.42	f104r	f104	3	lshedy	cholkar	KABQAC	AR_REFERENCE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104v.10	f104v	f104	7	oteedy	qotedor	DAQJBAC	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104v.16	f104v	f104	10	qokchedy	olkchy	ABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104v.25	f104v	f104	4	lchedy	qokedaiin	DAQJBAG	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f104v.8	f104v	f104	7	ykeedy	chotedy	KAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105r.15	f105r	f105	6	okeedy	olkeeody	ABQKABA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105r.15	f105r	f105	7	olkeeody	lkaiin	BQAG	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105r.21	f105r	f105	5	qokedy	qokedal	DAQJBAB	AL_STATE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105r.25	f105r	f105	2	deeedy	cheodkedy	KJABQJBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105r.8	f105r	f105	8	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f105v.3	f105v	f105	8	okoldy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.10	f106r	f106	7	lchedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.10	f106r	f106	8	qokedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.18	f106r	f106	6	okeedy	lkeedar	BQKBAC	AR_REFERENCE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.24	f106r	f106	3	qokchedy	lkechor	BQJKAC	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.3	f106r	f106	3	lchedy	lkchedy	BQKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106r.40	f106r	f106	8	shedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106v.10	f106v	f106	7	ychdy	oltydy	ABQABA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106v.28	f106v	f106	2	psheody	olkeedy	ABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f106v.6	f106v	f106	5	sheody	olkaiin	ABQAG	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107r.10	f107r	f107	5	lchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107r.25	f107r	f107	8	qokchdy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107r.5	f107r	f107	2	olkchedy	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.11	f107v	f107	2	tshedy	okal	AQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.12	f107v	f107	7	shedy	qokaly	DAQABA	AL_STATE	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.14	f107v	f107	10	okchdy	dlkal	BBQAB	AL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:kal|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.16	f107v	f107	9	qokeody	lkar	BQAC	AR_REFERENCE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.20	f107v	f107	9	qopchedy	pcholkal	PKABQAB	AL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.3	f107v	f107	10	ochedy	lkaiin	BQAG	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.35	f107v	f107	2	polchedy	olkeey	ABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.45	f107v	f107	7	shedy	okeeolkcheey	AQKABQKKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.8	f107v	f107	8	qotedy	ltedy	BQJBA	DY_RESOLUTION	SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f107v.8	f107v	f107	9	ltedy	otedam	AQJBAB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.26	f108r	f108	8	qokedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.29	f108r	f108	2	polchedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.29	f108r	f108	4	qopchedy	okeolkey	AQJABQJA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.29	f108r	f108	9	okeedy	otedam	AQJBAB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.33	f108r	f108	4	qokedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.33	f108r	f108	9	okedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.35	f108r	f108	9	cheedy	qokalchdy	DAQABKBA	DY_RESOLUTION	RESIDUAL_HOST:H3:kal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.38	f108r	f108	4	qokeedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.45	f108r	f108	10	dalkedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.49	f108r	f108	10	lkedy	lkedy	BQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108r.9	f108r	f108	5	okedy	lkedy	BQJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.1	f108v	f108	5	qokeedy	lky	BQA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.12	f108v	f108	6	teeody	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.17	f108v	f108	9	qokeshdy	kedar	QJBAC	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.31	f108v	f108	5	qokedy	qokedain	DAQJBAF	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.31	f108v	f108	8	qoteedy	otedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.31	f108v	f108	9	otedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.38	f108v	f108	6	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.43	f108v	f108	4	shedy	rcheetey	CKKQJA	OTHER	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.49	f108v	f108	11	checkhedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f108v.6	f108v	f108	10	okeedy	kedarxy	QJBACXA	AR_REFERENCE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f10r.1	f10r	f10	4	octhody	chorchy	KACKA	CARRIER_STATE	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK|SOURCE_FAMILY:F3:ACK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.13	f111r	f111	4	lshedy	olkeeedy	ABQMBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.29	f111r	f111	2	salkeedy	lkeedy	BQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.29	f111r	f111	11	qokeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.3	f111r	f111	2	dsheedy	lkeedy	BQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.40	f111r	f111	6	otedy	qokeokedy	DAQJAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.40	f111r	f111	8	qokeedy	oteeolkeey	AQKABQKA	OL_STATE	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.43	f111r	f111	2	okeedy	lkeedy	BQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.43	f111r	f111	3	lkeedy	lkedar	BQJBAC	AR_REFERENCE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.48	f111r	f111	3	lkeedy	tedain	QJBAF	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111r.8	f111r	f111	10	otshedy	lkeeol	BQKAB	OL_STATE	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111v.2	f111v	f111	10	qopchedy	qokedam	DAQJBAB	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111v.46	f111v	f111	8	lchedy	lkeain	BQJAF	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111v.5	f111v	f111	5	otedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f111v.5	f111v	f111	11	shedy	qotedal	DAQJBAB	AL_STATE	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.15	f112r	f112	6	qokeedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.25	f112r	f112	6	ykedy	kedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.27	f112r	f112	7	opchedy	lky	BQA	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.37	f112r	f112	4	olkedy	okedy	AQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.40	f112r	f112	6	okchedy	qokal	DAQAB	AL_STATE	RESIDUAL_HOST:H3:kal|RESIDUAL_HOST:HOST_EXACT:okal	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112r.6	f112r	f112	5	qokeedy	olkeedy	ABQKBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|RESIDUAL_HOST:H3:olk|SOURCE_FAMILY:F2:BQ|SOURCE_FAMILY:F3:ABQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112v.27	f112v	f112	10	olkeedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112v.33	f112v	f112	4	okeedy	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112v.36	f112v	f112	9	lkedy	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f112v.37	f112v	f112	6	shedy	qokedaiin	DAQJBAG	ED_MEDIUM	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.13	f113r	f113	3	cheody	qotedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.13	f113r	f113	4	qotedy	lkeches	BQJKJC	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.2	f113r	f113	4	oteeody	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.23	f113r	f113	11	lkchedy	lkaiin	BQAG	OTHER	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.30	f113r	f113	4	lshedy	lkshedy	BQLJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:lk|SOURCE_FAMILY:F2:BQ	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.34	f113r	f113	9	qoteedy	rchedy	CKJBA	DY_RESOLUTION	RESIDUAL_HOST:H2:rc|SOURCE_FAMILY:F2:CK	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.4	f113r	f113	7	chckhody	qokedy	DAQJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
f113r.45	f113r	f113	11	qotody	tedy	QJBA	DY_RESOLUTION	SOURCE_FAMILY:F3:QJB	COMPLETE_PROSE_OCCURRENCE_OF_VISUALLY_NOMINATED_FEATURE_NOT_FIGURE_MEANING
