page	physical_folio	page_host	frame	register	page_weight	source_tags	semantic_role
f107r	f107	eeey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	eey	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	l	O	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	lchd	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107r	f107	or	OT	STARS_RECIPE_B	0.0833333333333	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	a	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	che	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	chey	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	d	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	e	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	ee	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	eey	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	l	O	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	ol	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f107v	f107	y	OT	STARS_RECIPE_B	0.1	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	a	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	cheey	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	e	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	ed	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	ee	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	ee	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	eeo	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	eey	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	eo	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	eor	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108r	f108	l	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	a	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	a	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	che	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	d	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	e	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	ed	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	ee	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	eey	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	eo	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	l	O	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f108v	f108	she	OT	STARS_RECIPE_B	0.0909090909091	TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	chol	OT	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	chor	OT	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	chy	OT	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	d	O	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	l	O	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	ol	OT	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10r	f10	or	OT	HERBAL_A	0.142857142857	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10v	f10	chy	OT	HERBAL_A	0.2	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10v	f10	d	O	HERBAL_A	0.2	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10v	f10	l	O	HERBAL_A	0.2	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10v	f10	or	OT	HERBAL_A	0.2	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f10v	f10	y	OT	HERBAL_A	0.2	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	a	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	ar	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	ch	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	che	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	chey	O	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	d	O	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	e	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	ee	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	eed	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	eeol	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	ees	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	eey	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	eo	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	eol	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	es	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	l	O	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	she	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	sheo	O	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111r	f111	y	OT	STARS_RECIPE_B	0.0526315789474	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	chey	OT	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	d	O	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	e	OT	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	ed	OT	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	eey	OT	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f111v	f111	l	O	STARS_RECIPE_B	0.166666666667	TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	che	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	chor	O	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	d	O	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	e	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	ee	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	eey	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	eo	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	eor	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	l	O	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112r	f112	y	OT	STARS_RECIPE_B	0.1	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	a	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	ch	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	che	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	cheor	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	e	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	ee	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	ee	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	eeey	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	eey	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	eey	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	eo	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	l	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	y	O	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f112v	f112	y	OT	STARS_RECIPE_B	0.0714285714286	TEXT_BETWEEN_GRAPHICS;TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	che	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	d	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	e	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	ee	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	eeo	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	eeos	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	eol	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	l	O	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
f113r	f113	y	OT	STARS_RECIPE_B	0.111111111111	TEXT_PARAGRAPHS	UNASSIGNED
