locus	page	physical_folio	register	section	currier	hand	group_index	group_count	token	frozen_wrapper	frozen_residual_host	base_host	outer_carrier	inner_d	cell	record_state	retained_line_complete	field_position	previous_state	following_state
f55r.6	f55r	f55	HB	H	B	2	2	7	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	ENTRY_STATE	CARRIER_STATE
f55v.10	f55v	f55	HB	H	B	2	4	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	OTHER
f55v.11	f55v	f55	HB	H	B	2	5	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_START	DY_RESOLUTION	AL_STATE
f55v.5	f55v	f55	HB	H	B	2	2	8	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_INTERNAL	Q_OUTER_STATE	OTHER
f55v.5	f55v	f55	HB	H	B	2	6	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	CARRIER_STATE
f55v.6	f55v	f55	HB	H	B	2	2	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	OTHER	OTHER
f55v.9	f55v	f55	HB	H	B	2	7	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	OTHER
f94r.6	f94r	f94	HB	H	B	3	1	10	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f94v.12	f94v	f94	HB	H	B	3	1	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f94v.8	f94v	f94	HB	H	B	3	3	9	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	PRECLOSE	CARRIER_STATE	DY_RESOLUTION
f94v.9	f94v	f94	HB	H	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OL_STATE
f95r1.3	f95r1	f95	HB	H	B	3	8	8	chaiin	ch	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	OPEN_FIELD_END	CARRIER_STATE	EOS
f95r1.7	f95r1	f95	HB	H	B	3	5	9	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	CARRIER_STATE	AR_REFERENCE
f95r2.2	f95r2	f95	HB	H	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	DY_RESOLUTION
f95r2.4	f95r2	f95	HB	H	B	3	1	6	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	DY_RESOLUTION
f95r2.9	f95r2	f95	HB	H	B	3	6	7	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	0	FIELD_START	DY_RESOLUTION	OL_STATE
f95v1.9	f95v1	f95	HB	H	B	3	2	11	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_INTERNAL	ENTRY_STATE	OL_STATE
f95v2.4	f95v2	f95	HB	H	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	OL_STATE
f95v2.5	f95v2	f95	HB	H	B	3	4	9	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	AR_REFERENCE
f103r.10	f103r	f103	SB	S	B	3	1	14	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	OTHER
f103r.12	f103r	f103	SB	S	B	3	8	9	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	AR_REFERENCE	DY_RESOLUTION
f103r.23	f103r	f103	SB	S	B	3	1	5	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f103r.51	f103r	f103	SB	S	B	3	1	4	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f103v.14	f103v	f103	SB	S	B	3	11	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OT_AR_LOCAL	OTHER
f103v.24	f103v	f103	SB	S	B	3	5	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OL_STATE
f103v.28	f103v	f103	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f103v.34	f103v	f103	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f103v.36	f103v	f103	SB	S	B	3	1	5	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f103v.7	f103v	f103	SB	S	B	3	1	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f104r.14	f104r	f104	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f104r.22	f104r	f104	SB	S	B	3	11	12	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	ENTRY_STATE
f104r.24	f104r	f104	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	AR_REFERENCE
f104r.27	f104r	f104	SB	S	B	3	8	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	OTHER	AR_REFERENCE
f104r.31	f104r	f104	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	Q_OUTER_STATE	OTHER
f104r.34	f104r	f104	SB	S	B	3	10	11	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_INTERNAL	AL_STATE	OL_STATE
f104r.39	f104r	f104	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	AR_REFERENCE	DY_RESOLUTION
f104r.39	f104r	f104	SB	S	B	3	8	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	O_AR_LOCAL	DY_RESOLUTION
f104v.14	f104v	f104	SB	S	B	3	5	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f104v.16	f104v	f104	SB	S	B	3	5	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f104v.19	f104v	f104	SB	S	B	3	12	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OL_STATE	AL_STATE
f104v.27	f104v	f104	SB	S	B	3	10	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f104v.27	f104v	f104	SB	S	B	3	12	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	AL_STATE
f104v.38	f104v	f104	SB	S	B	3	8	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	CARRIER_STATE
f104v.38	f104v	f104	SB	S	B	3	11	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f104v.4	f104v	f104	SB	S	B	3	2	11	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_START	DY_RESOLUTION	AR_REFERENCE
f104v.40	f104v	f104	SB	S	B	3	4	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	Q_OUTER_STATE	OTHER
f104v.44	f104v	f104	SB	S	B	3	1	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	OTHER
f105r.10	f105r	f105	SB	S	B	3	3	4	daiindy	d	aiin	aiin	0	1	C0D1	DY_RESOLUTION	1	FIELD_CLOSE	OTHER	OTHER
f105r.15	f105r	f105	SB	S	B	3	4	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	OTHER	DY_RESOLUTION
f105r.15	f105r	f105	SB	S	B	3	11	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	CARRIER_STATE	AR_REFERENCE
f105r.16	f105r	f105	SB	S	B	3	3	7	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	AL_STATE
f105r.18	f105r	f105	SB	S	B	3	3	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	DY_RESOLUTION	AL_STATE
f105r.18	f105r	f105	SB	S	B	3	7	12	chdaiin	ch	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	PRECLOSE	OTHER	DY_RESOLUTION
f105r.19	f105r	f105	SB	S	B	3	3	11	daiindy	d	aiin	aiin	0	1	C0D1	DY_RESOLUTION	0	FIELD_CLOSE	OL_STATE	CARRIER_STATE
f105r.21	f105r	f105	SB	S	B	3	6	11	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_INTERNAL	AL_STATE	OT_OL_LOCAL
f105r.24	f105r	f105	SB	S	B	3	12	13	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_INTERNAL	AL_STATE	ENTRY_STATE
f105r.6	f105r	f105	SB	S	B	3	7	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	DY_RESOLUTION	DY_RESOLUTION
f105v.12	f105v	f105	SB	S	B	3	2	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	DY_RESOLUTION	OL_STATE
f105v.13	f105v	f105	SB	S	B	3	1	8	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f105v.16	f105v	f105	SB	S	B	3	1	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f105v.16	f105v	f105	SB	S	B	3	6	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f105v.16	f105v	f105	SB	S	B	3	8	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	AL_STATE
f105v.18	f105v	f105	SB	S	B	3	2	10	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	FIELD_INTERNAL	OTHER	OTHER
f105v.19	f105v	f105	SB	S	B	3	2	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	OTHER
f105v.19	f105v	f105	SB	S	B	3	6	11	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	OPEN_FIELD_END	CARRIER_STATE	EOS
f105v.20	f105v	f105	SB	S	B	3	6	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	AL_STATE
f105v.22	f105v	f105	SB	S	B	3	1	6	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f105v.24	f105v	f105	SB	S	B	3	5	8	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	OTHER	OL_STATE
f105v.26	f105v	f105	SB	S	B	3	7	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f105v.30	f105v	f105	SB	S	B	3	9	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_START	DY_RESOLUTION	OTHER
f105v.30	f105v	f105	SB	S	B	3	11	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	ENTRY_STATE
f105v.34	f105v	f105	SB	S	B	3	2	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f105v.34	f105v	f105	SB	S	B	3	8	11	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	0	FIELD_INTERNAL	OTHER	AL_STATE
f105v.4	f105v	f105	SB	S	B	3	8	8	chedaiin	che	daiin	aiin	1	1	C1D1	CARRIER_STATE	1	OPEN_FIELD_END	OL_STATE	EOS
f106r.11	f106r	f106	SB	S	B	3	2	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	OL_STATE
f106r.11	f106r	f106	SB	S	B	3	4	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OL_STATE	CARRIER_STATE
f106r.11	f106r	f106	SB	S	B	3	10	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	OTHER
f106r.16	f106r	f106	SB	S	B	3	4	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OTHER	AR_REFERENCE
f106r.16	f106r	f106	SB	S	B	3	8	12	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	DY_RESOLUTION	AR_REFERENCE
f106r.20	f106r	f106	SB	S	B	3	4	10	shaiin	sh	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	PRECLOSE	Q_OUTER_STATE	DY_RESOLUTION
f106r.36	f106r	f106	SB	S	B	3	6	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	Q_OUTER_STATE	AL_STATE
f106r.39	f106r	f106	SB	S	B	3	4	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	PRECLOSE	OL_STATE	DY_RESOLUTION
f106r.39	f106r	f106	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	AL_STATE
f106r.40	f106r	f106	SB	S	B	3	1	11	shaiin	sh	aiin	aiin	1	0	C1D0	CARRIER_STATE	1	FIELD_START	BOS	AR_REFERENCE
f106r.40	f106r	f106	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	CARRIER_STATE
f106r.43	f106r	f106	SB	S	B	3	3	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	PRECLOSE	AL_STATE	DY_RESOLUTION
f106r.43	f106r	f106	SB	S	B	3	9	11	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	0	FIELD_INTERNAL	AL_STATE	AL_STATE
f106r.44	f106r	f106	SB	S	B	3	7	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	OTHER
f106v.16	f106v	f106	SB	S	B	3	3	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	OT_AL_LOCAL
f106v.29	f106v	f106	SB	S	B	3	10	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	OPEN_FIELD_END	OL_STATE	EOS
f106v.33	f106v	f106	SB	S	B	3	6	8	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	OL_STATE	ENTRY_STATE
f106v.4	f106v	f106	SB	S	B	3	3	8	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OTHER	CARRIER_STATE
f106v.5	f106v	f106	SB	S	B	3	9	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	OTHER
f106v.6	f106v	f106	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	DY_RESOLUTION
f106v.8	f106v	f106	SB	S	B	3	4	5	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OL_STATE	OTHER
f107r.13	f107r	f107	SB	S	B	3	2	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	OL_STATE	CARRIER_STATE
f107r.19	f107r	f107	SB	S	B	3	6	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	AR_REFERENCE	AL_STATE
f107r.2	f107r	f107	SB	S	B	3	3	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	PRECLOSE	Q_OUTER_STATE	DY_RESOLUTION
f107r.2	f107r	f107	SB	S	B	3	7	13	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	Q_OUTER_STATE	CARRIER_STATE
f107r.21	f107r	f107	SB	S	B	3	6	11	shaiin	sh	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	FIELD_INTERNAL	OT_AL_LOCAL	OL_STATE
f107r.21	f107r	f107	SB	S	B	3	11	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	OPEN_FIELD_END	OTHER	EOS
f107r.28	f107r	f107	SB	S	B	3	2	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AR_REFERENCE	CARRIER_STATE
f107r.28	f107r	f107	SB	S	B	3	6	11	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	CARRIER_STATE	CARRIER_STATE
f107r.31	f107r	f107	SB	S	B	3	1	14	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	OL_STATE
f107r.35	f107r	f107	SB	S	B	3	1	11	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	CARRIER_STATE
f107r.40	f107r	f107	SB	S	B	3	5	10	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	0	FIELD_INTERNAL	AL_STATE	AR_REFERENCE
f107r.46	f107r	f107	SB	S	B	3	7	12	aiin	NONE	aiin	aiin	0	0	C0D0	OTHER	1	FIELD_INTERNAL	CARRIER_STATE	OT_AL_LOCAL
f107r.46	f107r	f107	SB	S	B	3	9	12	taiin	t	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_INTERNAL	OT_AL_LOCAL	Q_OUTER_STATE
f107v.14	f107v	f107	SB	S	B	3	1	10	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	0	FIELD_START	BOS	CARRIER_STATE
f107v.14	f107v	f107	SB	S	B	3	2	10	shaiin	sh	aiin	aiin	1	0	C1D0	CARRIER_STATE	0	FIELD_INTERNAL	ENTRY_STATE	AR_REFERENCE
f107v.17	f107v	f107	SB	S	B	3	1	11	saiin	s	aiin	aiin	0	0	C0D0	ENTRY_STATE	1	FIELD_START	BOS	OTHER
f107v.2	f107v	f107	SB	S	B	3	1	13	daiin	d	aiin	aiin	0	1	C0D1	ENTRY_STATE	1	FIELD_START	BOS	ENTRY_STATE
