control_id	held_folio	target_host_cases	zero_recurrence_cases	donor_events	tier_0_events	tier_1_events	tier_2_events	tier_3_events	tier_4_events
VOYNICH_REFERENCE	f35	46	5	3532	979	201	262	201	1889
VOYNICH_REFERENCE	f36	36	8	3089	794	120	135	137	1903
VOYNICH_REFERENCE	f37	33	8	2545	672	100	86	130	1557
VOYNICH_REFERENCE	f38	30	3	3098	646	162	244	216	1830
VOYNICH_REFERENCE	f39	26	4	3414	802	172	228	345	1867
VOYNICH_REFERENCE	f4	30	5	2969	870	116	161	268	1554
VOYNICH_REFERENCE	f40	38	3	3719	1048	221	361	364	1725
VOYNICH_REFERENCE	f41	13	4	511	325	37	59	49	41
VOYNICH_REFERENCE	f42	44	5	3344	887	182	206	100	1969
VOYNICH_REFERENCE	f43	40	7	3416	699	216	202	227	2072
VOYNICH_REFERENCE	f44	28	7	2317	497	76	118	170	1456
VOYNICH_REFERENCE	f45	38	3	3614	1138	170	286	324	1696
VOYNICH_REFERENCE	f46	30	3	3212	643	211	276	232	1850
VOYNICH_REFERENCE	f47	44	6	3672	1169	199	322	346	1636
VOYNICH_REFERENCE	f48	43	5	3982	1011	192	324	342	2113
VOYNICH_REFERENCE	f49	54	15	3422	807	175	237	305	1898
VOYNICH_REFERENCE	f5	17	2	2059	587	73	115	135	1149
VOYNICH_REFERENCE	f50	35	3	2342	688	196	266	378	814
VOYNICH_REFERENCE	f51	41	6	3320	793	129	155	145	2098
VOYNICH_REFERENCE	f52	31	4	2686	544	163	150	134	1695
VOYNICH_REFERENCE	f53	13	2	1715	98	21	19	13	1564
VOYNICH_REFERENCE	f54	12	0	1959	268	27	84	137	1443
VOYNICH_REFERENCE	f55	20	2	3083	801	121	231	311	1619
VOYNICH_REFERENCE	f56	34	5	2618	648	93	134	135	1608
VOYNICH_REFERENCE	f58	84	27	4613	1409	288	340	377	2199
VOYNICH_REFERENCE	f6	38	5	3273	758	136	207	270	1902
VOYNICH_REFERENCE	f66	56	9	4208	1234	262	343	394	1975
VOYNICH_REFERENCE	f7	36	9	2729	671	136	112	45	1765
VOYNICH_REFERENCE	f75	72	9	4388	1447	391	448	390	1712
VOYNICH_REFERENCE	f76	86	15	5061	1578	439	535	434	2075
VOYNICH_REFERENCE	f77	76	13	4930	1513	410	453	410	2144
VOYNICH_REFERENCE	f78	79	7	4901	1566	472	513	398	1952
VOYNICH_REFERENCE	f79	109	19	4932	1661	428	457	398	1988
VOYNICH_REFERENCE	f8	38	10	2958	999	182	300	353	1124
VOYNICH_REFERENCE	f80	96	18	4761	1632	436	525	430	1738
VOYNICH_REFERENCE	f81	67	6	4824	1512	437	465	429	1981
VOYNICH_REFERENCE	f82	66	10	4261	1242	380	406	297	1936
VOYNICH_REFERENCE	f83	91	10	5128	1639	481	500	426	2082
VOYNICH_REFERENCE	f85	52	9	3988	1074	277	392	427	1818
VOYNICH_REFERENCE	f86	114	27	5006	1604	385	454	392	2171
VOYNICH_REFERENCE	f87	33	13	2636	390	112	126	174	1834
VOYNICH_REFERENCE	f88	37	6	3462	765	164	262	334	1937
VOYNICH_REFERENCE	f89	40	2	3793	1048	195	306	342	1902
VOYNICH_REFERENCE	f9	41	8	3396	912	140	196	254	1894
VOYNICH_REFERENCE	f90	14	1	850	344	88	60	107	251
VOYNICH_REFERENCE	f93	48	13	2875	897	125	192	277	1384
VOYNICH_REFERENCE	f94	32	3	3604	977	275	281	337	1734
VOYNICH_REFERENCE	f95	64	6	4415	1229	294	339	401	2152
VOYNICH_REFERENCE	f96	43	7	2406	592	127	163	185	1339
VOYNICH_REFERENCE	f99	41	9	2999	904	201	284	337	1273
