page_host	gdt296_classification	events	folios	renderer_types	raw_surface_types	renderer_to_surface_function	surface_to_renderer_function	within_host_bijection	dominant_renderer_tuple	dominant_raw_token	dominant_events	dominant_share	held_renderer_top1	held_whole_surface_top1_equivalent	strict_single_surface
lk	VARIABLE_RENDERER	30	11	3	3	1	1	1	NONE|NONE|0|ain|0|0	lkain	13	0.433333333333	0.200000000000	0.200000000000	0
ot	VARIABLE_RENDERER	253	57	22	22	1	1	1	NONE|NONE|0|aiin|0|0	otaiin	44	0.173913043478	0.173913043478	0.173913043478	0
o	VARIABLE_RENDERER	207	67	35	35	1	1	1	sh|NONE|0|NONE|0|0	sho	34	0.164251207729	0.164251207729	0.164251207729	0
ed	VARIABLE_RENDERER	37	17	21	21	1	1	1	sh|NONE|0|NONE|0|0	shed	6	0.162162162162	0.162162162162	0.162162162162	0
ch	VARIABLE_RENDERER	39	31	24	24	1	1	1	NONE|OT|0|NONE|1|0	otchdy	6	0.153846153846	0.153846153846	0.153846153846	0
ockhy	VARIABLE_RENDERER	20	15	6	6	1	1	1	q|NONE|0|NONE|0|0	qockhy	7	0.350000000000	0.150000000000	0.150000000000	0
ee	VARIABLE_RENDERER	103	31	14	14	1	1	1	NONE|OT|0|NONE|1|0	oteedy	29	0.281553398058	0.145631067961	0.145631067961	0
ok	VARIABLE_RENDERER	437	58	24	24	1	1	1	q|NONE|0|aiin|0|0	qokaiin	85	0.194508009153	0.137299771167	0.137299771167	0
okor	VARIABLE_RENDERER	22	17	5	5	1	1	1	q|NONE|0|NONE|0|0	qokor	9	0.409090909091	0.136363636364	0.136363636364	0
yk	VARIABLE_RENDERER	27	19	10	10	1	1	1	NONE|NONE|0|ar|0|0	ykar	8	0.296296296296	0.111111111111	0.111111111111	0
d	VARIABLE_RENDERER	189	61	50	50	1	1	1	ch|O|0|aiin|0|0	chodaiin	20	0.105820105820	0.105820105820	0.105820105820	0
k	VARIABLE_RENDERER	76	33	20	20	1	1	1	NONE|NONE|0|ar|0|0	kar	12	0.157894736842	0.105263157895	0.105263157895	0
a	VARIABLE_RENDERER	69	36	14	14	1	1	1	d|NONE|0|NONE|0|1	dam	20	0.289855072464	0.101449275362	0.101449275362	0
chey	VARIABLE_RENDERER	34	23	10	10	1	1	1	q|OT|0|NONE|0|0	qotchey	8	0.235294117647	0.088235294118	0.088235294118	0
or	VARIABLE_RENDERER	275	78	29	29	1	1	1	ch|NONE|0|NONE|0|0	chor	65	0.236363636364	0.050909090909	0.050909090909	0
