locus	page	physical_folio	register	hand	group_index	group_count	token	residual_host	final_member	physical_line_end
f46v.11	f46v	f46	HB	2	5	5	dam	am	B3	1
f46v.12	f46v	f46	HB	2	3	5	chdam	dam	B3	0
f46v.12	f46v	f46	HB	2	5	5	chdam	dam	B3	1
f48v.5	f48v	f48	HB	5	10	10	otam	otam	B3	1
f48v.9	f48v	f48	HB	5	11	12	ytam	ytam	B3	0
f50r.2	f50r	f50	HB	2	12	12	okam	okam	B3	1
f50r.3	f50r	f50	HB	2	10	10	odam	odam	B3	1
f50v.1	f50v	f50	HB	2	10	10	fardam	fardam	B3	1
f55v.5	f55v	f55	HB	2	8	8	talam	alam	B3	1
f66v.5	f66v	f66	HB	5	2	5	shedefam	edefam	B3	0
f94v.5	f94v	f94	HB	3	8	8	am	am	B3	1
f95r1.7	f95r1	f95	HB	3	9	9	chkam	kam	B3	1
f95r2.2	f95r2	f95	HB	3	10	10	okam	okam	B3	1
f95r2.3	f95r2	f95	HB	3	10	10	aram	aram	B3	1
f95v1.2	f95v1	f95	HB	3	11	11	am	am	B3	1
f103r.21	f103r	f103	SB	3	1	12	pcheam	pcheam	B3	0
f103v.14	f103v	f103	SB	3	12	12	otam	otam	B3	1
f103v.25	f103v	f103	SB	3	9	10	aram	aram	B3	0
f103v.25	f103v	f103	SB	3	10	10	oteeam	oteeam	B3	1
f103v.32	f103v	f103	SB	3	7	7	olkam	olkam	B3	1
f104r.22	f104r	f104	SB	3	12	12	dam	am	B3	1
f104r.7	f104r	f104	SB	3	11	11	okaim	okaim	B3	1
f104v.20	f104v	f104	SB	3	12	12	otam	otam	B3	1
f105r.10	f105r	f105	SB	3	4	4	ytam	ytam	B3	1
f105r.21	f105r	f105	SB	3	11	11	chekaim	kaim	B3	1
f105r.24	f105r	f105	SB	3	13	13	dam	am	B3	1
f105r.34	f105r	f105	SB	3	11	11	alkam	alkam	B3	1
f105r.36	f105r	f105	SB	3	9	11	otam	otam	B3	0
f105v.16	f105v	f105	SB	3	12	12	opaiim	opaiim	B3	1
f105v.18	f105v	f105	SB	3	10	10	karaim	karaim	B3	1
f106r.44	f106r	f106	SB	3	10	10	otaiikam	otaiikam	B3	1
f106v.34	f106v	f106	SB	3	12	12	alodam	alodam	B3	1
f106v.4	f106v	f106	SB	3	7	8	chdam	dam	B3	0
f106v.4	f106v	f106	SB	3	8	8	charam	aram	B3	1
f107r.25	f107r	f107	SB	3	11	11	om	om	B3	1
f107r.35	f107r	f107	SB	3	11	11	kaldaim	kaldaim	B3	1
f107v.12	f107v	f107	SB	3	11	11	otam	otam	B3	1
f107v.17	f107v	f107	SB	3	11	11	lkam	lkam	B3	1
f107v.20	f107v	f107	SB	3	10	10	opalkam	opalkam	B3	1
f107v.8	f107v	f107	SB	3	9	9	otedam	otedam	B3	1
f108r.17	f108r	f108	SB	3	10	10	tedam	edam	B3	1
f108r.22	f108r	f108	SB	3	12	12	okeeam	okeeam	B3	1
f108r.29	f108r	f108	SB	3	9	9	otedam	otedam	B3	1
f108r.44	f108r	f108	SB	3	4	6	charam	aram	B3	0
f108r.44	f108r	f108	SB	3	5	6	otam	otam	B3	0
f108r.8	f108r	f108	SB	3	12	12	qetam	etam	B3	1
f108v.1	f108v	f108	SB	3	11	12	am	am	B3	0
f108v.12	f108v	f108	SB	3	12	12	tedam	edam	B3	1
f108v.17	f108v	f108	SB	3	11	11	raram	raram	B3	1
f108v.24	f108v	f108	SB	3	12	12	oram	oram	B3	1
f108v.37	f108v	f108	SB	3	11	11	dalam	alam	B3	1
f108v.38	f108v	f108	SB	3	10	10	otam	otam	B3	1
f108v.43	f108v	f108	SB	3	9	9	okeearam	okeearam	B3	1
f108v.49	f108v	f108	SB	3	12	12	oam	oam	B3	1
f111r.1	f111r	f111	SB	3	10	11	am	am	B3	0
f111r.12	f111r	f111	SB	3	10	11	shedam	edam	B3	0
f111r.12	f111r	f111	SB	3	11	11	cheam	am	B3	1
f111r.17	f111r	f111	SB	3	12	12	otam	otam	B3	1
f111r.48	f111r	f111	SB	3	9	10	chepcham	pcham	B3	0
f111r.48	f111r	f111	SB	3	10	10	daim	aim	B3	1
f111r.7	f111r	f111	SB	3	13	13	om	om	B3	1
f111v.21	f111v	f111	SB	3	15	15	alam	alam	B3	1
f111v.24	f111v	f111	SB	3	11	11	chctham	ctham	B3	1
f111v.31	f111v	f111	SB	3	12	12	llm	llm	B3	1
f112r.10	f112r	f112	SB	3	5	5	dam	am	B3	1
f112r.18	f112r	f112	SB	3	10	10	cham	am	B3	1
f112r.26	f112r	f112	SB	3	3	3	chedam	dam	B3	1
f112r.30	f112r	f112	SB	3	9	9	cheom	om	B3	1
f112r.36	f112r	f112	SB	3	6	6	olam	olam	B3	1
f112r.4	f112r	f112	SB	3	6	7	taim	aim	B3	0
f112r.4	f112r	f112	SB	3	7	7	oram	oram	B3	1
f112v.13	f112v	f112	SB	3	9	9	otam	otam	B3	1
f112v.18	f112v	f112	SB	3	8	10	qotam	otam	B3	0
f112v.18	f112v	f112	SB	3	10	10	am	am	B3	1
f112v.34	f112v	f112	SB	3	8	8	chdam	dam	B3	1
f112v.36	f112v	f112	SB	3	10	10	raram	raram	B3	1
f112v.37	f112v	f112	SB	3	11	11	qokam	okam	B3	1
f112v.39	f112v	f112	SB	3	5	9	otam	otam	B3	0
f113v.25	f113v	f113	SB	3	12	12	qotam	otam	B3	1
f113v.7	f113v	f113	SB	3	5	12	lchealaim	lchealaim	B3	0
f113v.8	f113v	f113	SB	3	4	11	olkam	olkam	B3	0
f113v.8	f113v	f113	SB	3	5	11	chokam	okam	B3	0
f114r.26	f114r	f114	SB	3	10	10	olam	olam	B3	1
f114r.27	f114r	f114	SB	3	5	7	ksam	ksam	B3	0
f114v.11	f114v	f114	SB	3	10	10	otam	otam	B3	1
f114v.16	f114v	f114	SB	3	12	12	dam	am	B3	1
f114v.28	f114v	f114	SB	3	7	7	chetam	tam	B3	1
f114v.35	f114v	f114	SB	3	7	7	olkaim	olkaim	B3	1
f115r.19	f115r	f115	SB	@	10	10	ram	ram	B3	1
f115v.7	f115v	f115	SB	3	10	10	chotam	otam	B3	1
f116r.42	f116r	f116	SB	3	10	10	cham	am	B3	1
f75r.17	f75r	f75	OB	2	9	9	qokam	okam	B3	1
f76v.11	f76v	f76	OB	2	10	10	shedam	edam	B3	1
f77r.11	f77r	f77	OB	2	9	9	cham	am	B3	1
f77r.28	f77r	f77	OB	2	6	6	lom	lom	B3	1
f77v.12	f77v	f77	OB	2	11	11	lam	lam	B3	1
f78r.4	f78r	f78	OB	2	7	7	dam	am	B3	1
f78v.25	f78v	f78	OB	2	9	9	sham	am	B3	1
f79r.16	f79r	f79	OB	2	9	9	qokam	okam	B3	1
f79r.18	f79r	f79	OB	2	10	10	dam	am	B3	1
f79r.9	f79r	f79	OB	2	9	9	qokam	okam	B3	1
f79v.17	f79v	f79	OB	2	10	10	oram	oram	B3	1
f80r.18	f80r	f80	OB	2	11	11	olkam	olkam	B3	1
f80r.20	f80r	f80	OB	2	11	11	dalom	alom	B3	1
f80r.36	f80r	f80	OB	2	11	11	lom	lom	B3	1
f80r.45	f80r	f80	OB	2	8	8	lolom	lolom	B3	1
f80r.51	f80r	f80	OB	2	11	11	olom	olom	B3	1
f80v.33	f80v	f80	OB	2	8	8	lom	lom	B3	1
f82r.11	f82r	f82	OB	2	8	8	kam	kam	B3	1
f82v.35	f82v	f82	OB	2	10	10	dym	ym	B3	1
f84v.10	f84v	f84	OB	2	7	7	dam	am	B3	1
f85r1.3	f85r1	f85	OB	2	11	11	otedam	otedam	B3	1
f85r1.8	f85r1	f85	OB	2	11	11	oram	oram	B3	1
f86v3.21	f86v3	f86	OB	2	9	9	tam	am	B3	1
f86v3.31	f86v3	f86	OB	2	7	7	lkam	lkam	B3	1
f86v3.7	f86v3	f86	OB	2	7	7	ytam	ytam	B3	1
f86v5.10	f86v5	f86	OB	2	10	11	otam	otam	B3	0
f86v5.10	f86v5	f86	OB	2	11	11	ytam	ytam	B3	1
f86v5.11	f86v5	f86	OB	2	10	10	olkam	olkam	B3	1
f86v5.13	f86v5	f86	OB	2	3	11	otam	otam	B3	0
f86v5.27	f86v5	f86	OB	2	11	11	om	om	B3	1
f86v5.34	f86v5	f86	OB	2	8	9	otam	otam	B3	0
f86v5.36	f86v5	f86	OB	2	9	9	dam	am	B3	1
f58r.3	f58r	f58	OA	3	2	8	dalaldam	alaldam	B3	0
f58r.3	f58r	f58	OA	3	3	8	ytam	ytam	B3	0
f58r.30	f58r	f58	OA	3	3	10	alom	alom	B3	0
f58r.39	f58r	f58	OA	3	9	9	dalam	alam	B3	1
f58r.7	f58r	f58	OA	3	4	10	shom	om	B3	0
f58v.8	f58v	f58	OA	3	11	11	dam	am	B3	1
f88r.31	f88r	f88	OA	1	6	6	cheom	om	B3	1
f88r.9	f88r	f88	OA	1	3	11	om	om	B3	0
f88r.9	f88r	f88	OA	1	4	11	otam	otam	B3	0
f88r.9	f88r	f88	OA	1	5	11	okeom	okeom	B3	0
f88r.9	f88r	f88	OA	1	10	11	om	om	B3	0
f88v.8	f88v	f88	OA	1	9	9	cheokam	okam	B3	1
f89r1.8	f89r1	f89	OA	1	9	9	dam	am	B3	1
f99v.23	f99v	f99	OA	1	9	9	qokeechom	okeechom	B3	1
