locus	page	physical_folio	section	currier	hand	group_index	group_count	token	stripped_prefix	residual_host	dy_closure	family_surface	record_state
f100v.16	f100v	f100	P	A	1	3	10	chey	che	y	0	KJA	CARRIER_STATE
f100v.20	f100v	f100	P	A	1	1	8	ycheoky	NONE	ycheoky	0	AKJAQA	OTHER
f100v.20	f100v	f100	P	A	1	2	8	shokeesy	sh	okeesy	0	LAQKCA	CARRIER_STATE
f100v.20	f100v	f100	P	A	1	3	8	qokeey	q	okeey	0	DAQKA	Q_OUTER_STATE
f100v.20	f100v	f100	P	A	1	4	8	chokeol	ch	okeol	0	KAQJAB	OL_STATE
f100v.20	f100v	f100	P	A	1	6	8	cheor	che	or	0	KJAC	CARRIER_STATE
f100v.20	f100v	f100	P	A	1	7	8	ol	NONE	ol	0	AB	OL_STATE
f100v.20	f100v	f100	P	A	1	8	8	chockhar	ch	ockhar	0	KAUAC	AR_REFERENCE
f100v.21	f100v	f100	P	A	1	1	10	soral	s	oral	0	CACAB	AL_STATE
f100v.21	f100v	f100	P	A	1	2	10	okor	NONE	okor	0	AQAC	OTHER
f100v.21	f100v	f100	P	A	1	3	10	ol	NONE	ol	0	AB	OL_STATE
f100v.21	f100v	f100	P	A	1	4	10	choy	ch	oy	0	KAA	CARRIER_STATE
f100v.21	f100v	f100	P	A	1	5	10	ly	NONE	ly	0	BA	OTHER
f100v.21	f100v	f100	P	A	1	6	10	araroy	NONE	araroy	0	ACACAA	AR_REFERENCE
f100v.21	f100v	f100	P	A	1	7	10	okar	NONE	okar	0	AQAC	AR_REFERENCE
f100v.21	f100v	f100	P	A	1	8	10	cheeeal	che	eeal	0	KMAB	AL_STATE
f100v.21	f100v	f100	P	A	1	9	10	cheokeol	che	okeol	0	KJAQJAB	OL_STATE
f100v.21	f100v	f100	P	A	1	10	10	orey	NONE	orey	0	ACJA	OTHER
f100v.22	f100v	f100	P	A	1	1	3	daiin	d	aiin	0	BAG	ENTRY_STATE
f100v.22	f100v	f100	P	A	1	2	3	cheky	che	ky	0	KJQA	CARRIER_STATE
f100v.22	f100v	f100	P	A	1	3	3	chory	ch	ory	0	KACA	CARRIER_STATE
f101r.8	f101r	f101	P	A	1	10	25	chol	ch	ol	0	KAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	1	9	ycheol	NONE	ycheol	0	AKJAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	2	9	sholdy	sh	ol	1	LABBA	DY_RESOLUTION
f102r1.10	f102r1	f102	P	A	1	3	9	chol	ch	ol	0	KAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	4	9	chol	ch	ol	0	KAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	5	9	ykeeol	NONE	ykeeol	0	AQKAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	6	9	dol	d	ol	0	BAB	OL_STATE
f102r1.10	f102r1	f102	P	A	1	9	9	cthedy	NONE	cthe	1	UJBA	DY_RESOLUTION
f102r1.11	f102r1	f102	P	A	1	1	8	dcheo	d	cheo	0	BKJA	ENTRY_STATE
f102r1.11	f102r1	f102	P	A	1	2	8	qockhy	q	ockhy	0	DAUA	Q_OUTER_STATE
f102r1.11	f102r1	f102	P	A	1	3	8	sol	s	ol	0	CAB	OL_STATE
f102r1.11	f102r1	f102	P	A	1	4	8	sheey	sh	eey	0	LKA	CARRIER_STATE
f102r1.11	f102r1	f102	P	A	1	5	8	okeody	NONE	okeo	1	AQJABA	DY_RESOLUTION
f102r1.11	f102r1	f102	P	A	1	6	8	qokeodol	q	okeodol	0	DAQJABAB	OL_STATE
f102r1.11	f102r1	f102	P	A	1	7	8	shockhey	sh	ockhey	0	LAUJA	CARRIER_STATE
f102r1.11	f102r1	f102	P	A	1	8	8	oleeol	NONE	oleeol	0	ABKAB	OL_STATE
f102r1.14	f102r1	f102	P	A	1	1	11	doeey	d	oeey	0	BAKA	ENTRY_STATE
f102r1.14	f102r1	f102	P	A	1	2	11	keeol	NONE	keeol	0	QKAB	OL_STATE
f102r1.14	f102r1	f102	P	A	1	3	11	qokeo	q	okeo	0	DAQJA	Q_OUTER_STATE
f102r1.14	f102r1	f102	P	A	1	4	11	daor	d	aor	0	BAAC	ENTRY_STATE
f102r1.14	f102r1	f102	P	A	1	5	11	shey	sh	ey	0	LJA	CARRIER_STATE
f102r1.14	f102r1	f102	P	A	1	6	11	qoteol	q	oteol	0	DAQJAB	OL_STATE
f102r1.14	f102r1	f102	P	A	1	7	11	okol	NONE	okol	0	AQAB	OL_STATE
f102r1.14	f102r1	f102	P	A	1	8	11	chos	ch	os	0	KAC	CARRIER_STATE
f102r1.15	f102r1	f102	P	A	1	1	9	or	NONE	or	0	AC	OTHER
f102r1.15	f102r1	f102	P	A	1	2	9	chol	ch	ol	0	KAB	OL_STATE
f102r1.15	f102r1	f102	P	A	1	3	9	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r1.15	f102r1	f102	P	A	1	5	9	sheey	sh	eey	0	LKA	CARRIER_STATE
f102r1.15	f102r1	f102	P	A	1	6	9	qokeody	q	okeo	1	DAQJABA	DY_RESOLUTION
f102r1.15	f102r1	f102	P	A	1	7	9	dor	d	or	0	BAC	ENTRY_STATE
f102r1.17	f102r1	f102	P	A	1	1	6	ydar	NONE	ydar	0	ABAC	AR_REFERENCE
f102r1.17	f102r1	f102	P	A	1	2	6	arody	NONE	aro	1	ACABA	DY_RESOLUTION
f102r1.17	f102r1	f102	P	A	1	3	6	oldaiin	NONE	oldaiin	0	ABBAG	OL_STATE
f102r1.17	f102r1	f102	P	A	1	4	6	sody	s	o	1	CABA	DY_RESOLUTION
f102r1.17	f102r1	f102	P	A	1	5	6	chockhy	ch	ockhy	0	KAUA	CARRIER_STATE
f102r1.17	f102r1	f102	P	A	1	6	6	oly	NONE	oly	0	ABA	OL_STATE
f102r1.3	f102r1	f102	P	A	1	1	7	polaiin	NONE	polaiin	0	PABAG	OL_STATE
f102r1.3	f102r1	f102	P	A	1	2	7	shocthy	sh	octhy	0	LAUA	CARRIER_STATE
f102r1.3	f102r1	f102	P	A	1	3	7	qoteol	q	oteol	0	DAQJAB	OL_STATE
f102r1.3	f102r1	f102	P	A	1	4	7	loiiin	NONE	loiiin	0	BAH	OTHER
f102r1.3	f102r1	f102	P	A	1	5	7	oteeor	NONE	oteeor	0	AQKAC	OTHER
f102r1.3	f102r1	f102	P	A	1	6	7	cpheodar	NONE	cpheodar	0	TJABAC	AR_REFERENCE
f102r1.3	f102r1	f102	P	A	1	7	7	sholdaiin	sh	oldaiin	0	LABBAG	OL_STATE
f102r1.5	f102r1	f102	P	A	1	1	10	ytol	NONE	ytol	0	AQAB	OL_STATE
f102r1.5	f102r1	f102	P	A	1	2	10	sheol	sh	eol	0	LJAB	OL_STATE
f102r1.5	f102r1	f102	P	A	1	3	10	she	sh	e	0	LJ	CARRIER_STATE
f102r1.5	f102r1	f102	P	A	1	4	10	olaiin	NONE	olaiin	0	ABAG	OL_STATE
f102r1.5	f102r1	f102	P	A	1	5	10	orain	NONE	orain	0	ACAF	OTHER
f102r1.5	f102r1	f102	P	A	1	6	10	oraroekeol	NONE	oraroekeol	0	ACACAJQJAB	AR_REFERENCE
f102r1.5	f102r1	f102	P	A	1	7	10	chol	ch	ol	0	KAB	OL_STATE
f102r1.5	f102r1	f102	P	A	1	8	10	ekey	NONE	ekey	0	JQJA	OTHER
f102r1.5	f102r1	f102	P	A	1	9	10	qokol	q	okol	0	DAQAB	OL_STATE
f102r1.5	f102r1	f102	P	A	1	10	10	dain	d	ain	0	BAF	ENTRY_STATE
f102r1.6	f102r1	f102	P	A	1	1	4	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r1.6	f102r1	f102	P	A	1	2	4	ykeeol	NONE	ykeeol	0	AQKAB	OL_STATE
f102r1.6	f102r1	f102	P	A	1	3	4	oldy	NONE	ol	1	ABBA	DY_RESOLUTION
f102r1.6	f102r1	f102	P	A	1	4	4	okodaiin	NONE	okodaiin	0	AQABAG	OTHER
f102r1.8	f102r1	f102	P	A	1	1	8	pshodaiin	NONE	pshodaiin	0	PLABAG	OTHER
f102r1.8	f102r1	f102	P	A	1	2	8	qoorar	q	oorar	0	DAACAC	AR_REFERENCE
f102r1.8	f102r1	f102	P	A	1	3	8	chopy	ch	opy	0	KAPA	CARRIER_STATE
f102r1.8	f102r1	f102	P	A	1	4	8	chofol	ch	ofol	0	KAPAB	OL_STATE
f102r1.8	f102r1	f102	P	A	1	5	8	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r1.8	f102r1	f102	P	A	1	6	8	oteol	NONE	oteol	0	AQJAB	OL_STATE
f102r1.8	f102r1	f102	P	A	1	7	8	qoteol	q	oteol	0	DAQJAB	OL_STATE
f102r1.8	f102r1	f102	P	A	1	8	8	doly	d	oly	0	BABA	OL_STATE
f102r1.9	f102r1	f102	P	A	1	1	7	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r1.9	f102r1	f102	P	A	1	2	7	orsheoldy	NONE	orsheol	1	ACLJABBA	DY_RESOLUTION
f102r1.9	f102r1	f102	P	A	1	3	7	qokeol	q	okeol	0	DAQJAB	OL_STATE
f102r1.9	f102r1	f102	P	A	1	4	7	oteeody	NONE	oteeo	1	AQKABA	DY_RESOLUTION
f102r2.18	f102r2	f102	P	A	1	2	11	shey	sh	ey	0	LJA	CARRIER_STATE
f102r2.18	f102r2	f102	P	A	1	3	11	qockhey	q	ockhey	0	DAUJA	Q_OUTER_STATE
f102r2.18	f102r2	f102	P	A	1	4	11	dol	d	ol	0	BAB	OL_STATE
f102r2.18	f102r2	f102	P	A	1	5	11	shey	sh	ey	0	LJA	CARRIER_STATE
f102r2.18	f102r2	f102	P	A	1	6	11	dol	d	ol	0	BAB	OL_STATE
f102r2.18	f102r2	f102	P	A	1	7	11	sheey	sh	eey	0	LKA	CARRIER_STATE
f102r2.18	f102r2	f102	P	A	1	8	11	qokol	q	okol	0	DAQAB	OL_STATE
f102r2.18	f102r2	f102	P	A	1	9	11	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r2.18	f102r2	f102	P	A	1	10	11	oky	NONE	oky	0	AQA	OTHER
f102r2.18	f102r2	f102	P	A	1	11	11	oky	NONE	oky	0	AQA	OTHER
f102r2.2	f102r2	f102	P	A	1	1	7	lsais	NONE	lsais	0	BCAEC	OTHER
f102r2.2	f102r2	f102	P	A	1	3	7	cheey	che	ey	0	KKA	CARRIER_STATE
f102r2.2	f102r2	f102	P	A	1	4	7	cfhey	NONE	cfhey	0	TJA	OTHER
f102r2.2	f102r2	f102	P	A	1	5	7	por	NONE	por	0	PAC	OTHER
f102r2.2	f102r2	f102	P	A	1	6	7	aiin	NONE	aiin	0	AG	OTHER
f102r2.3	f102r2	f102	P	A	1	1	6	ycheor	NONE	ycheor	0	AKJAC	OTHER
f102r2.4	f102r2	f102	P	A	1	1	8	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r2.4	f102r2	f102	P	A	1	2	8	ckheeol	NONE	ckheeol	0	UKAB	OL_STATE
f102r2.5	f102r2	f102	P	A	1	1	8	tor	t	or	0	QAC	ENTRY_STATE
f102r2.5	f102r2	f102	P	A	1	2	8	sheo	sh	eo	0	LJA	CARRIER_STATE
f102r2.5	f102r2	f102	P	A	1	3	8	or	NONE	or	0	AC	OTHER
f102r2.5	f102r2	f102	P	A	1	4	8	chey	che	y	0	KJA	CARRIER_STATE
f102r2.6	f102r2	f102	P	A	1	1	9	daiin	d	aiin	0	BAG	ENTRY_STATE
f102r2.6	f102r2	f102	P	A	1	2	9	okody	NONE	oko	1	AQABA	DY_RESOLUTION
f102r2.6	f102r2	f102	P	A	1	3	9	qokeody	q	okeo	1	DAQJABA	DY_RESOLUTION
f102r2.6	f102r2	f102	P	A	1	4	9	okeol	NONE	okeol	0	AQJAB	OL_STATE
f102r2.6	f102r2	f102	P	A	1	5	9	dor	d	or	0	BAC	ENTRY_STATE
f102r2.6	f102r2	f102	P	A	1	6	9	chckhy	ch	ckhy	0	KUA	CARRIER_STATE
f102r2.6	f102r2	f102	P	A	1	7	9	oteod	NONE	oteod	0	AQJAB	OTHER
f102v1.12	f102v1	f102	P	A	1	2	10	cheol	che	ol	0	KJAB	OL_STATE
f102v1.20	f102v1	f102	P	A	1	1	9	soiin	s	oiin	0	CAG	ENTRY_STATE
f102v1.20	f102v1	f102	P	A	1	2	9	shey	sh	ey	0	LJA	CARRIER_STATE
f102v1.20	f102v1	f102	P	A	1	3	9	qokeey	q	okeey	0	DAQKA	Q_OUTER_STATE
f102v1.20	f102v1	f102	P	A	1	4	9	qoeeol	q	oeeol	0	DAKAB	OL_STATE
f102v1.20	f102v1	f102	P	A	1	5	9	qokeody	q	okeo	1	DAQJABA	DY_RESOLUTION
f102v1.20	f102v1	f102	P	A	1	6	9	sheody	sh	eo	1	LJABA	DY_RESOLUTION
f102v1.20	f102v1	f102	P	A	1	7	9	qoeteey	q	oeteey	0	DAJQKA	Q_OUTER_STATE
f102v1.20	f102v1	f102	P	A	1	8	9	okeey	NONE	okeey	0	AQKA	OTHER
f102v1.23	f102v1	f102	P	A	1	1	8	ksheody	NONE	ksheo	1	QLJABA	DY_RESOLUTION
f102v1.23	f102v1	f102	P	A	1	2	8	sho	sh	o	0	LA	CARRIER_STATE
f102v1.23	f102v1	f102	P	A	1	3	8	qokey	q	okey	0	DAQJA	Q_OUTER_STATE
f102v1.23	f102v1	f102	P	A	1	4	8	sheody	sh	eo	1	LJABA	DY_RESOLUTION
f102v1.23	f102v1	f102	P	A	1	5	8	qockhey	q	ockhey	0	DAUJA	Q_OUTER_STATE
f102v1.24	f102v1	f102	P	A	1	1	4	ysaiin	NONE	ysaiin	0	ACAG	OTHER
f102v1.24	f102v1	f102	P	A	1	2	4	ckhey	NONE	ckhey	0	UJA	OTHER
f102v1.24	f102v1	f102	P	A	1	3	4	qoor	q	oor	0	DAAC	Q_OUTER_STATE
f102v1.24	f102v1	f102	P	A	1	4	4	cheol	che	ol	0	KJAB	OL_STATE
f102v1.7	f102v1	f102	P	A	1	2	8	ockhey	NONE	ockhey	0	AUJA	OTHER
f102v1.7	f102v1	f102	P	A	1	3	8	pchol	NONE	pchol	0	PKAB	OL_STATE
f102v1.7	f102v1	f102	P	A	1	4	8	doiin	d	oiin	0	BAG	ENTRY_STATE
f102v1.7	f102v1	f102	P	A	1	5	8	shey	sh	ey	0	LJA	CARRIER_STATE
f102v1.7	f102v1	f102	P	A	1	6	8	shockhsy	sh	ockhsy	0	LAUCA	CARRIER_STATE
f102v1.9	f102v1	f102	P	A	1	1	10	teody	t	eo	1	QJABA	DY_RESOLUTION
f102v1.9	f102v1	f102	P	A	1	2	10	ckheey	NONE	ckheey	0	UKA	OTHER
f102v1.9	f102v1	f102	P	A	1	3	10	qokeol	q	okeol	0	DAQJAB	OL_STATE
f102v1.9	f102v1	f102	P	A	1	4	10	sheky	sh	eky	0	LJQA	CARRIER_STATE
f102v1.9	f102v1	f102	P	A	1	5	10	qockheor	q	ockheor	0	DAUJAC	Q_OUTER_STATE
f102v1.9	f102v1	f102	P	A	1	7	10	cheo	che	o	0	KJA	CARRIER_STATE
f102v2.23	f102v2	f102	P	A	1	3	7	shey	sh	ey	0	LJA	CARRIER_STATE
f102v2.23	f102v2	f102	P	A	1	4	7	okey	NONE	okey	0	AQJA	OTHER
f102v2.33	f102v2	f102	P	A	1	1	12	qokeor	q	okeor	0	DAQJAC	Q_OUTER_STATE
f102v2.33	f102v2	f102	P	A	1	2	12	sho	sh	o	0	LA	CARRIER_STATE
f102v2.33	f102v2	f102	P	A	1	3	12	?keeeos	NONE	?keeeos	0	ZQMAC	OTHER
f102v2.33	f102v2	f102	P	A	1	4	12	cheor	che	or	0	KJAC	CARRIER_STATE
f102v2.37	f102v2	f102	P	A	1	1	10	tchor	t	chor	0	QKAC	ENTRY_STATE
f102v2.37	f102v2	f102	P	A	1	3	10	chey	che	y	0	KJA	CARRIER_STATE
f102v2.37	f102v2	f102	P	A	1	4	10	kor	NONE	kor	0	QAC	OTHER
f102v2.37	f102v2	f102	P	A	1	5	10	or	NONE	or	0	AC	OTHER
f102v2.37	f102v2	f102	P	A	1	6	10	cthey	NONE	cthey	0	UJA	OTHER
f102v2.37	f102v2	f102	P	A	1	7	10	qoeeey	q	oeeey	0	DAMA	Q_OUTER_STATE
f102v2.37	f102v2	f102	P	A	1	8	10	qokeey	q	okeey	0	DAQKA	Q_OUTER_STATE
f102v2.39	f102v2	f102	P	A	1	1	4	yotaiin	NONE	yotaiin	0	AAQAG	OTHER
f102v2.39	f102v2	f102	P	A	1	2	4	cheor	che	or	0	KJAC	CARRIER_STATE
f102v2.39	f102v2	f102	P	A	1	3	4	cheekey	che	ekey	0	KKQJA	CARRIER_STATE
f102v2.39	f102v2	f102	P	A	1	4	4	orain	NONE	orain	0	ACAF	OTHER
f103r.10	f103r	f103	S	B	3	1	14	daiin	d	aiin	0	BAG	ENTRY_STATE
f103r.10	f103r	f103	S	B	3	3	14	oain	NONE	oain	0	AAF	OTHER
f103r.10	f103r	f103	S	B	3	4	14	okeol	NONE	okeol	0	AQJAB	OL_STATE
f103r.10	f103r	f103	S	B	3	6	14	okam	NONE	okam	0	AQAB	OTHER
f103r.10	f103r	f103	S	B	3	7	14	chety	che	ty	0	KJQA	CARRIER_STATE
f103r.10	f103r	f103	S	B	3	8	14	shedy	sh	e	1	LJBA	DY_RESOLUTION
f103r.10	f103r	f103	S	B	3	9	14	otaiin	NONE	otaiin	0	AQAG	OTHER
f103r.10	f103r	f103	S	B	3	10	14	shedy	sh	e	1	LJBA	DY_RESOLUTION
f103r.10	f103r	f103	S	B	3	11	14	teolshy	t	eolshy	0	QJABLA	OL_STATE
f103r.10	f103r	f103	S	B	3	12	14	oteedy	NONE	otee	1	AQKBA	DY_RESOLUTION
f103r.12	f103r	f103	S	B	3	1	9	oain	NONE	oain	0	AAF	OTHER
f103r.12	f103r	f103	S	B	3	2	9	shey	sh	ey	0	LJA	CARRIER_STATE
f103r.12	f103r	f103	S	B	3	3	9	shckhy	sh	ckhy	0	LUA	CARRIER_STATE
f103r.12	f103r	f103	S	B	3	4	9	oteey	NONE	oteey	0	AQKA	OTHER
f103r.12	f103r	f103	S	B	3	5	9	qokeol	q	okeol	0	DAQJAB	OL_STATE
f103r.12	f103r	f103	S	B	3	6	9	keedy	NONE	kee	1	QKBA	DY_RESOLUTION
f103r.12	f103r	f103	S	B	3	7	9	shar	sh	ar	0	LAC	AR_REFERENCE
f103r.12	f103r	f103	S	B	3	8	9	aiin	NONE	aiin	0	AG	OTHER
f103r.12	f103r	f103	S	B	3	9	9	otedy	NONE	ote	1	AQJBA	DY_RESOLUTION
f103r.13	f103r	f103	S	B	3	2	12	sheor	sh	eor	0	LJAC	CARRIER_STATE
f103r.13	f103r	f103	S	B	3	3	12	qotedy	q	ote	1	DAQJBA	DY_RESOLUTION
f103r.13	f103r	f103	S	B	3	4	12	okeey	NONE	okeey	0	AQKA	OTHER
f103r.13	f103r	f103	S	B	3	5	12	qokar	q	okar	0	DAQAC	AR_REFERENCE
f103r.13	f103r	f103	S	B	3	6	12	checkhy	che	ckhy	0	KJUA	CARRIER_STATE
f103r.13	f103r	f103	S	B	3	7	12	qokain	q	okain	0	DAQAF	Q_OUTER_STATE
f103r.13	f103r	f103	S	B	3	8	12	chedy	che	dy	0	KJBA	CARRIER_STATE
f103r.13	f103r	f103	S	B	3	9	12	pchdy	NONE	pch	1	PKBA	DY_RESOLUTION
f103r.13	f103r	f103	S	B	3	10	12	tshdy	t	sh	1	QLBA	DY_RESOLUTION
f103r.17	f103r	f103	S	B	3	1	10	sar	s	ar	0	CAC	AR_REFERENCE
f103r.17	f103r	f103	S	B	3	2	10	shey	sh	ey	0	LJA	CARRIER_STATE
f103r.18	f103r	f103	S	B	3	1	9	polchedy	NONE	polche	1	PABKJBA	DY_RESOLUTION
f103r.18	f103r	f103	S	B	3	2	9	qokeol	q	okeol	0	DAQJAB	OL_STATE
f103r.18	f103r	f103	S	B	3	3	9	okain	NONE	okain	0	AQAF	OTHER
f103r.18	f103r	f103	S	B	3	4	9	checthy	che	cthy	0	KJUA	CARRIER_STATE
f103r.19	f103r	f103	S	B	3	1	12	okaiin	NONE	okaiin	0	AQAG	OTHER
f103r.19	f103r	f103	S	B	3	2	12	chey	che	y	0	KJA	CARRIER_STATE
f103r.19	f103r	f103	S	B	3	3	12	qoy	q	oy	0	DAA	Q_OUTER_STATE
f103r.19	f103r	f103	S	B	3	4	12	shey	sh	ey	0	LJA	CARRIER_STATE
f103r.19	f103r	f103	S	B	3	5	12	qokaiin	q	okaiin	0	DAQAG	Q_OUTER_STATE
f103r.19	f103r	f103	S	B	3	6	12	chedy	che	dy	0	KJBA	CARRIER_STATE
f103r.19	f103r	f103	S	B	3	7	12	qokain	q	okain	0	DAQAF	Q_OUTER_STATE
f103r.19	f103r	f103	S	B	3	9	12	lkar	NONE	lkar	0	BQAC	AR_REFERENCE
f103r.19	f103r	f103	S	B	3	11	12	lkldy	NONE	lkl	1	BQBBA	DY_RESOLUTION
f103r.19	f103r	f103	S	B	3	12	12	lr	NONE	lr	0	BC	OTHER
f103r.21	f103r	f103	S	B	3	1	12	pcheam	NONE	pcheam	0	PKJAB	OTHER
f103r.21	f103r	f103	S	B	3	2	12	sokedy	s	oke	1	CAQJBA	DY_RESOLUTION
f103r.21	f103r	f103	S	B	3	3	12	dalkar	d	alkar	0	BABQAC	AR_REFERENCE
f103r.21	f103r	f103	S	B	3	4	12	otal	NONE	otal	0	AQAB	OT_AL_LOCAL
f103r.21	f103r	f103	S	B	3	5	12	qokal	q	okal	0	DAQAB	AL_STATE
f103r.21	f103r	f103	S	B	3	6	12	chepy	che	py	0	KJPA	CARRIER_STATE
f103r.21	f103r	f103	S	B	3	7	12	okedy	NONE	oke	1	AQJBA	DY_RESOLUTION
f103r.21	f103r	f103	S	B	3	8	12	qoky	q	oky	0	DAQA	Q_OUTER_STATE
f103r.21	f103r	f103	S	B	3	9	12	pchedy	NONE	pche	1	PKJBA	DY_RESOLUTION
f103r.21	f103r	f103	S	B	3	10	12	okaly	NONE	okaly	0	AQABA	AL_STATE
f103r.21	f103r	f103	S	B	3	11	12	qokeedy	q	okee	1	DAQKBA	DY_RESOLUTION
f103r.21	f103r	f103	S	B	3	12	12	lor	NONE	lor	0	BAC	OTHER
f103r.22	f103r	f103	S	B	3	1	12	dalshy	d	alshy	0	BABLA	AL_STATE
f103r.22	f103r	f103	S	B	3	2	12	okain	NONE	okain	0	AQAF	OTHER
f103r.22	f103r	f103	S	B	3	3	12	shckhody	sh	ckho	1	LUABA	DY_RESOLUTION
f103r.22	f103r	f103	S	B	3	4	12	shdal	sh	dal	0	LBAB	AL_STATE
f103r.22	f103r	f103	S	B	3	5	12	qokeedy	q	okee	1	DAQKBA	DY_RESOLUTION
f103r.22	f103r	f103	S	B	3	6	12	shedy	sh	e	1	LJBA	DY_RESOLUTION
f103r.22	f103r	f103	S	B	3	7	12	qotar	q	otar	0	DAQAC	OT_AR_LOCAL
f103r.22	f103r	f103	S	B	3	8	12	chcthy	ch	cthy	0	KUA	CARRIER_STATE
f103r.23	f103r	f103	S	B	3	1	5	daiin	d	aiin	0	BAG	ENTRY_STATE
f103r.23	f103r	f103	S	B	3	2	5	sheckhy	sh	eckhy	0	LJUA	CARRIER_STATE
f103r.23	f103r	f103	S	B	3	3	5	lchedy	NONE	lche	1	BKJBA	DY_RESOLUTION
f103r.23	f103r	f103	S	B	3	4	5	chckhy	ch	ckhy	0	KUA	CARRIER_STATE
f103r.23	f103r	f103	S	B	3	5	5	shol	sh	ol	0	LAB	OL_STATE
f103r.24	f103r	f103	S	B	3	1	12	tchoky	t	choky	0	QKAQA	ENTRY_STATE
f103r.24	f103r	f103	S	B	3	2	12	okeal	NONE	okeal	0	AQJAB	AL_STATE
f103r.24	f103r	f103	S	B	3	3	12	shedy	sh	e	1	LJBA	DY_RESOLUTION
f103r.24	f103r	f103	S	B	3	4	12	qokal	q	okal	0	DAQAB	AL_STATE
f103r.24	f103r	f103	S	B	3	5	12	oty	NONE	oty	0	AQA	OTHER
f103r.24	f103r	f103	S	B	3	6	12	opchedy	NONE	opche	1	APKJBA	DY_RESOLUTION
f103r.24	f103r	f103	S	B	3	7	12	qotain	q	otain	0	DAQAF	Q_OUTER_STATE
f103r.24	f103r	f103	S	B	3	8	12	shcthy	sh	cthy	0	LUA	CARRIER_STATE
