rank	feature_family	feature_value	denominator	ha_count	ha_folios	ha_rate_per_1000	hb_count	hb_folios	hb_rate_per_1000	sb_count	sb_folios	sb_rate_per_1000	ob_count	ob_folios	ob_rate_per_1000	sa_count	sa_folios	sa_rate_per_1000	other_count	other_folios	other_rate_per_1000	shared_a_enrichment_log2	shared_other_b_specificity_log2	hb_sb_abs_log2_rate_difference	minimum_target_folio_support	same_hand3_support	hb_hand3_count	hb_hand3_folios	sb_hand3_count	sb_hand3_folios	hb_nonhand3_count	hb_nonhand3_folios	cross_hand_target_support	sa_cross_currier_sensitivity	lofo_min_a_enrichment_log2	lofo_min_other_b_specificity_log2	family_selector_bits	rank_score	formal_function_hint	classification
23	STATE_TRANSITION	DY_RESOLUTION>DY_RESOLUTION	TRANSITION	12	8	4.005126562	88	14	77.904929577	236	12	56.390081068	392	13	101.974538841	1	1	5.791505792	8	4	14.964788732	3.815521679	-0.854695661	0.466273203	12	YES	7	2	219	12	81	12	YES	PRESENT	3.658766355	-1.011450985	6.000000000	6.428129135	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
25	CLOSED_FIELD_CLOSER	ote	FIELD	0	0	0.553097345	12	6	27.173913043	38	12	25.412541254	57	12	33.704572098	0	0	8.620689655	0	0	2.808988764	5.521863425	-0.407403657	0.096681676	6	NO	0	0	38	12	12	6	YES	ABSENT	5.364202902	-0.565064180	4.000000000	6.351610427	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
26	CLOSED_FIELD_CLOSER	che	FIELD	0	0	0.553097345	5	5	11.956521739	18	8	12.211221122	24	11	14.361078546	0	0	8.620689655	0	0	2.808988764	4.434120530	-0.264366345	0.030409720	5	YES	1	1	15	8	4	4	YES	ABSENT	4.145659723	-0.552827152	4.000000000	6.305391296	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
28	CLOSED_FIELD_CLOSER	oke	FIELD	0	0	0.553097345	30	13	66.304347826	56	12	37.293729373	145	12	85.287221571	0	0	8.620689655	0	0	2.808988764	6.075255846	-1.193396528	0.830170403	12	YES	3	2	55	12	27	11	YES	ABSENT	5.580832560	-1.687819814	4.000000000	6.091957989	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
31	STATE_TRANSITION	DY_RESOLUTION>OT_AR_LOCAL	TRANSITION	0	0	0.160205062	5	4	4.841549296	12	9	2.980448259	11	8	2.987789036	0	0	1.930501931	0	0	0.880281690	4.217537686	-0.003548957	0.699939455	4	YES	3	2	11	9	2	2	YES	ABSENT	4.080874279	-0.140212363	6.000000000	5.968409411	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
32	STATE_TRANSITION	AR_REFERENCE>OTHER	TRANSITION	25	16	8.170458186	38	13	33.890845070	92	11	22.055317120	35	12	9.223174851	5	1	21.235521236	5	4	9.683098592	1.432637614	1.257791151	0.619769107	11	YES	5	2	88	11	33	11	YES	PRESENT	1.355328032	1.180481568	6.000000000	5.965506712	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
33	STATE_TRANSITION	OTHER>DY_RESOLUTION	TRANSITION	37	24	12.015379686	44	14	39.172535211	153	12	36.599904626	91	13	23.772408418	1	1	5.791505792	6	4	11.443661972	1.606957651	0.622551817	0.098002612	12	YES	9	2	150	12	35	12	YES	PRESENT	1.494560072	0.510154238	6.000000000	5.880947880	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
34	RECORD_STATE	OT_AR_LOCAL	GROUP	6	5	1.661554192	15	7	11.706948640	48	11	9.987644152	36	11	8.075221239	2	1	8.278145695	1	1	2.192982456	2.587611073	0.306642634	0.229148768	7	YES	6	2	46	11	9	5	YES	PRESENT	2.433088255	0.152119817	3.584962501	5.779679323	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
37	CLOSED_FIELD_CLOSER	e	FIELD	0	0	0.553097345	17	10	38.043478261	75	12	49.834983498	185	13	108.733880422	0	0	8.620689655	1	1	8.426966292	6.103971928	-1.515080479	0.389509695	10	YES	2	1	74	12	15	9	YES	ABSENT	5.874626746	-1.744425661	4.000000000	5.749596292	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
40	STATE_TRANSITION	DY_RESOLUTION>OTHER	TRANSITION	24	18	7.850048062	32	14	28.609154930	125	12	29.923700525	97	13	25.331254871	2	1	9.652509653	10	6	18.485915493	1.865703491	0.175558336	0.064811714	12	YES	7	2	121	12	25	12	YES	PRESENT	1.728064916	0.037919760	6.000000000	5.709295688	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
41	WRAPPER_TRANSITION	NONE>che	TRANSITION	56	25	18.103172060	52	15	46.214788732	217	12	51.859799714	109	13	28.448947779	8	1	32.818532819	19	5	34.330985915	1.352112078	0.699979294	0.166262046	12	YES	9	2	212	12	43	13	YES	PRESENT	1.205355388	0.553222604	5.491853096	5.669400067	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
44	RECORD_STATE	DY_RESOLUTION	GROUP	163	44	41.794478528	295	16	223.187311178	949	12	195.531301483	1168	13	258.517699115	18	1	61.258278146	74	6	108.918128655	2.226015313	-0.402863478	0.190855429	12	YES	51	2	898	12	244	14	YES	PRESENT	2.166792728	-0.462086063	3.584962501	5.428163839	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
45	FIELD_SHAPE	CLOSED|LEN_4PLUS|AR_REFERENCE>DY_RESOLUTION	FIELD	3	3	3.871681416	7	4	16.304347826	29	11	19.471947195	12	9	7.327080891	1	1	25.862068966	1	1	8.426966292	2.074224585	1.153946286	0.256140426	4	NO	0	0	27	11	7	4	YES	PRESENT	1.451430011	0.531151712	5.129283017	5.422028753	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
46	STATE_TRANSITION	ED_MEDIUM>OTHER	TRANSITION	1	1	0.480615187	3	3	3.080985915	21	8	5.126371006	5	4	1.428942582	0	0	1.930501931	0	0	0.880281690	2.680437944	1.108444140	0.734545806	3	NO	0	0	20	8	3	3	YES	ABSENT	2.202651179	0.630657375	6.000000000	5.421609180	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
47	STATE_TRANSITION	ED_MEDIUM>DY_RESOLUTION	TRANSITION	0	0	0.160205062	3	3	3.080985915	27	8	6.556986171	12	9	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.089640765	3	NO	0	0	25	8	3	3	YES	ABSENT	3.799150174	-0.594906372	6.000000000	5.379199186	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
48	CLOSED_FIELD_CLOSER	ee	FIELD	0	0	0.553097345	6	4	14.130434783	17	10	11.551155116	35	12	20.808909730	0	0	8.620689655	0	0	2.808988764	4.384359901	-0.849164250	0.290768729	4	YES	2	1	16	10	4	3	YES	ABSENT	4.145659723	-1.087864428	4.000000000	5.327379481	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
49	FIELD_SHAPE	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	5.129283017	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
50	FIELD_TEMPLATE	DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	4.169925001	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
53	STATE_TRANSITION	CARRIER_STATE>DY_RESOLUTION	TRANSITION	29	23	9.452098686	46	14	40.933098592	128	12	30.639008107	110	13	28.708755521	2	1	9.652509653	16	5	29.049295775	1.696662996	0.093878800	0.417898289	12	YES	6	2	123	12	40	12	YES	PRESENT	1.593797656	-0.008986540	6.000000000	5.282032369	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
54	WRAPPER_TRANSITION	che>ch	TRANSITION	24	13	7.850048062	13	9	11.883802817	36	10	8.702908918	8	6	2.208365809	1	1	5.791505792	7	3	13.204225352	0.148796211	1.978518527	0.449426970	9	YES	5	2	33	10	8	7	YES	PRESENT	0.015427515	1.845149831	5.491853096	5.224529348	FORMAL_PATTERN	SHARED_NOT_ENRICHED
55	STATE_TRANSITION	OTHER>OT_AR_LOCAL	TRANSITION	1	1	0.480615187	3	3	3.080985915	12	6	2.980448259	7	4	1.948558067	0	0	1.930501931	1	1	2.640845070	2.632575185	0.613122404	0.047862759	3	NO	0	0	12	6	3	3	YES	ABSENT	2.217370759	0.197917978	6.000000000	5.221766209	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
58	STATE_TRANSITION	OTHER>AR_REFERENCE	TRANSITION	28	19	9.131688561	24	10	21.566901408	70	12	16.809728183	31	9	8.183943882	8	1	32.818532819	6	4	11.443661972	0.880342834	1.038428239	0.359522518	10	YES	5	1	64	11	19	9	YES	PRESENT	0.785373244	0.943458649	6.000000000	5.198441432	FORMAL_PATTERN	SHARED_NOT_ENRICHED
60	WRAPPER_TRANSITION	NONE>NONE	TRANSITION	411	47	131.848766421	308	14	271.566901408	1005	12	239.747257988	589	13	153.156664069	57	1	222.007722008	94	6	166.373239437	0.862630242	0.646506173	0.179793339	12	YES	57	2	987	12	251	12	YES	PRESENT	0.776282370	0.560158302	5.491853096	5.119679463	FORMAL_PATTERN	SHARED_NOT_ENRICHED
63	STATE_TRANSITION	DY_RESOLUTION>ED_MEDIUM	TRANSITION	0	0	0.160205062	3	3	3.080985915	40	10	9.656652361	12	7	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.648131054	3	NO	0	0	38	10	3	3	YES	ABSENT	3.787613680	-0.553767196	6.000000000	5.099954041	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
64	FIELD_SHAPE	OPEN|LEN_4PLUS|AR_REFERENCE>OTHER	FIELD	2	2	2.765486726	4	3	9.782608696	12	6	8.250825083	4	3	2.637749121	1	1	25.862068966	0	0	2.808988764	1.577004979	1.645231041	0.245680839	3	NO	0	0	10	6	4	3	YES	PRESENT	1.051994638	1.120220700	5.129283017	5.099395601	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
67	STATE_TRANSITION	DY_RESOLUTION>AL_STATE	TRANSITION	3	3	1.121435437	12	10	11.003521127	35	11	8.464473057	72	13	18.836061315	4	1	17.374517375	4	2	7.922535211	2.916073693	-1.154005161	0.378473097	10	YES	2	2	34	10	10	8	YES	PRESENT	2.746869038	-1.323209816	6.000000000	5.032263603	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
72	RECORD_STATE	AR_REFERENCE	GROUP	156	41	40.005112474	131	14	99.320241692	377	12	77.738879736	270	13	59.845132743	43	1	144.039735099	27	6	40.204678363	0.958451936	0.377402401	0.353451455	12	YES	26	2	358	12	105	12	YES	PRESENT	0.881803046	0.300753512	3.584962501	4.859568328	FORMAL_PATTERN	SHARED_NOT_ENRICHED
74	WRAPPER_TRANSITION	che>NONE	TRANSITION	53	22	17.141941685	39	15	34.771126761	182	12	43.514544588	111	13	28.968563263	6	1	25.096525097	19	5	34.330985915	1.020359284	0.263401685	0.323607879	12	YES	3	1	175	12	36	14	YES	PRESENT	0.899370963	0.142413363	5.491853096	4.822396747	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
75	FIELD_SHAPE	CLOSED|LEN_4PLUS|OTHER>DY_RESOLUTION	FIELD	19	15	21.570796460	15	10	33.695652174	64	12	42.574257426	31	12	18.464243845	3	1	60.344827586	4	3	25.280898876	0.643483003	0.867828267	0.337418918	10	YES	3	2	63	12	12	8	YES	PRESENT	0.478193215	0.702538479	5.129283017	4.802033430	FORMAL_PATTERN	SHARED_NOT_ENRICHED
78	WRAPPER_TRANSITION	t>che	TRANSITION	4	3	1.441845562	6	6	5.721830986	14	8	3.457319981	6	4	1.688750325	0	0	1.930501931	3	3	6.161971831	1.261737490	1.033698087	0.726822750	6	YES	1	1	14	8	5	5	YES	ABSENT	1.055290600	0.827251198	5.491853096	4.739379123	FORMAL_PATTERN	B_S_REGISTER_CANDIDATE
79	STATE_TRANSITION	DY_RESOLUTION>OT_AL_LOCAL	TRANSITION	1	1	0.480615187	4	4	3.961267606	10	7	2.503576538	7	5	1.948558067	0	0	1.930501931	1	1	2.640845070	2.381036418	0.361583637	0.661971605	4	YES	2	2	10	7	2	2	YES	ABSENT	1.830347636	-0.189105145	6.000000000	4.733562347	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
81	FIELD_SHAPE	CLOSED|LEN_4PLUS|ENTRY_STATE>DY_RESOLUTION	FIELD	17	12	19.358407080	16	10	35.869565217	49	12	32.673267327	37	13	21.981242673	2	1	43.103448276	7	4	42.134831461	0.755150487	0.571837783	0.134649527	10	YES	5	2	47	11	11	8	YES	PRESENT	0.684690796	0.501378091	5.129283017	4.719095125	FORMAL_PATTERN	SHARED_NOT_ENRICHED
87	FIELD_SHAPE	CLOSED|LEN_2|OTHER>DY_RESOLUTION	FIELD	8	5	9.402654867	11	7	25.000000000	48	12	32.013201320	31	12	18.464243845	0	0	8.620689655	2	2	14.044943820	1.410788026	0.437193913	0.356738859	7	YES	2	1	46	12	9	6	YES	ABSENT	0.949608745	-0.023985368	5.129283017	4.669612510	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
88	FIELD_TEMPLATE	OTHER>DY_RESOLUTION	FIELD	8	5	9.402654867	11	7	25.000000000	48	12	32.013201320	31	12	18.464243845	0	0	8.620689655	2	2	14.044943820	1.410788026	0.437193913	0.356738859	7	YES	2	1	46	12	9	6	YES	ABSENT	0.949608745	-0.023985368	4.169925001	4.669612510	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
89	STATE_TRANSITION	OTHER>OTHER	TRANSITION	204	44	65.523870554	70	14	62.059859155	254	12	60.681926562	111	12	28.968563263	15	1	59.845559846	35	5	62.500000000	-0.110753691	1.066778756	0.032393533	12	YES	11	2	252	12	59	12	YES	PRESENT	-0.343007350	0.834525097	6.000000000	4.640268017	FORMAL_PATTERN	SHARED_NOT_ENRICHED
90	RECORD_STATE	OT_AL_LOCAL	GROUP	6	6	1.661554192	9	7	7.175226586	41	12	8.546128501	42	9	9.402654867	5	1	18.211920530	1	1	2.192982456	2.110491043	-0.390043772	0.252246618	7	YES	4	2	41	12	5	5	YES	PRESENT	1.808277184	-0.692257631	3.584962501	4.594323962	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
93	CLOSED_FIELD_CLOSER	eo	FIELD	2	2	2.765486726	4	3	9.782608696	12	7	8.250825083	6	2	3.810082063	0	0	8.620689655	6	4	36.516853933	1.577004979	1.114716325	0.245680839	3	NO	0	0	12	7	4	3	YES	ABSENT	1.006397771	0.697160300	4.000000000	4.568880884	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
94	FIELD_SHAPE	CLOSED|LEN_2|CARRIER_STATE>DY_RESOLUTION	FIELD	7	7	8.296460177	18	10	40.217391304	31	10	20.792079208	30	10	17.878077374	0	0	8.620689655	3	3	19.662921348	1.325466212	0.217842439	0.951785470	10	YES	2	2	31	10	16	8	YES	ABSENT	1.214944067	0.107320294	5.129283017	4.526847535	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
95	FIELD_TEMPLATE	CARRIER_STATE>DY_RESOLUTION	FIELD	7	7	8.296460177	18	10	40.217391304	31	10	20.792079208	30	10	17.878077374	0	0	8.620689655	3	3	19.662921348	1.325466212	0.217842439	0.951785470	10	YES	2	2	31	10	16	8	YES	ABSENT	1.214944067	0.107320294	4.169925001	4.526847535	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
103	STATE_TRANSITION	DY_RESOLUTION>CARRIER_STATE	TRANSITION	26	17	8.490868311	48	11	42.693661972	94	12	22.532188841	97	13	25.331254871	0	0	1.930501931	5	3	9.683098592	1.408003465	-0.168931080	0.922034445	11	YES	8	1	92	12	40	10	YES	ABSENT	1.266100315	-0.310834230	6.000000000	4.363017664	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
107	FIELD_SHAPE	CLOSED|LEN_2|AR_REFERENCE>DY_RESOLUTION	FIELD	1	1	1.659292035	4	4	9.782608696	17	9	11.551155116	22	9	13.188745604	0	0	8.620689655	2	2	14.044943820	2.559651412	-0.431016215	0.239745988	4	YES	2	2	16	9	2	2	YES	ABSENT	2.277699793	-0.712967834	5.129283017	4.330690299	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
108	FIELD_TEMPLATE	AR_REFERENCE>DY_RESOLUTION	FIELD	1	1	1.659292035	4	4	9.782608696	17	9	11.551155116	22	9	13.188745604	0	0	8.620689655	2	2	14.044943820	2.559651412	-0.431016215	0.239745988	4	YES	2	2	16	9	2	2	YES	ABSENT	2.277699793	-0.712967834	4.169925001	4.330690299	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
110	RECORD_STATE	OTHER	GROUP	970	47	248.082822086	291	16	220.166163142	1086	12	223.743822076	629	13	139.269911504	59	1	197.019867550	128	6	187.865497076	-0.172229081	0.660709156	0.023255087	12	YES	56	2	1060	12	235	14	YES	PRESENT	-0.274369217	0.558569021	3.584962501	4.177292249	FORMAL_PATTERN	SHARED_NOT_ENRICHED
111	CLOSED_FIELD_CLOSER	ykee	FIELD	0	0	0.553097345	3	3	7.608695652	6	6	4.290429043	9	7	5.568581477	0	0	8.620689655	0	0	2.808988764	2.955516602	-0.376187942	0.826527231	3	YES	1	1	6	6	2	2	YES	ABSENT	2.831494276	-0.500210269	4.000000000	4.166065044	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
112	FIELD_SHAPE	CLOSED|LEN_3|ENTRY_STATE>DY_RESOLUTION	FIELD	4	4	4.977876106	6	5	14.130434783	22	11	14.851485149	22	9	13.188745604	1	1	25.862068966	3	3	19.662921348	1.505203628	0.099498502	0.071801351	5	YES	2	1	22	11	4	4	YES	PRESENT	1.176322773	-0.229382353	5.129283017	4.153763956	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
114	FIELD_SHAPE	CLOSED|LEN_4PLUS|CARRIER_STATE>DY_RESOLUTION	FIELD	8	8	9.402654867	8	6	18.478260870	26	11	17.491749175	21	10	12.602579132	0	0	8.620689655	1	1	8.426966292	0.895534497	0.472955553	0.079154414	6	YES	3	1	24	11	5	5	YES	ABSENT	0.548291550	0.125712605	5.129283017	4.136267765	FORMAL_PATTERN	SHARED_NOT_ENRICHED
116	FIELD_SHAPE	OPEN|LEN_1|AR_REFERENCE>AR_REFERENCE	FIELD	3	2	3.871681416	5	5	11.956521739	15	7	10.231023102	15	9	9.085580305	1	1	25.862068966	1	1	8.426966292	1.401918272	0.171299853	0.224847336	5	YES	1	1	14	6	4	4	YES	PRESENT	1.016047941	-0.214570478	5.129283017	4.045756958	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
117	FIELD_TEMPLATE	AR_REFERENCE>OPEN	FIELD	3	2	3.871681416	5	5	11.956521739	15	7	10.231023102	15	9	9.085580305	1	1	25.862068966	1	1	8.426966292	1.401918272	0.171299853	0.224847336	5	YES	1	1	14	6	4	4	YES	PRESENT	1.016047941	-0.214570478	4.169925001	4.045756958	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
118	STATE_TRANSITION	AL_STATE>CARRIER_STATE	TRANSITION	18	15	5.927587312	13	7	11.883802817	57	12	13.710061993	41	11	10.782021304	8	1	32.818532819	5	1	9.683098592	1.003479659	0.140368907	0.206238522	7	YES	4	2	56	12	9	5	YES	PRESENT	0.732664976	-0.130445776	6.000000000	4.040729305	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
119	FIELD_SHAPE	OPEN|LEN_4PLUS|ENTRY_STATE>CARRIER_STATE	FIELD	11	10	12.721238938	4	3	9.782608696	13	8	8.910891089	2	2	1.465416178	0	0	8.620689655	4	3	25.280898876	-0.513597570	2.604259260	0.134649527	3	YES	1	1	13	8	3	2	YES	ABSENT	-1.149639224	1.968217607	5.129283017	4.023336927	FORMAL_PATTERN	SHARED_NOT_ENRICHED
122	FIELD_SHAPE	CLOSED|LEN_2|ENTRY_STATE>DY_RESOLUTION	FIELD	4	3	4.977876106	9	7	20.652173913	18	10	12.211221122	19	10	11.430246190	0	0	8.620689655	7	5	42.134831461	1.294605248	0.095351000	0.758086175	7	YES	3	2	17	9	6	5	YES	ABSENT	1.071523414	-0.127730835	5.129283017	4.010913160	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
123	FIELD_TEMPLATE	ENTRY_STATE>DY_RESOLUTION	FIELD	4	3	4.977876106	9	7	20.652173913	18	10	12.211221122	19	10	11.430246190	0	0	8.620689655	7	5	42.134831461	1.294605248	0.095351000	0.758086175	7	YES	3	2	17	9	6	5	YES	ABSENT	1.071523414	-0.127730835	4.169925001	4.010913160	FORMAL_PATTERN	A_RARE_BS_SHARED_WEAK_SPECIFICITY
124	RECORD_STATE	AL_STATE	GROUP	122	40	31.313905930	70	14	53.247734139	314	12	64.765238880	301	13	66.703539823	66	1	220.198675497	35	5	51.900584795	0.765916662	-0.325043189	0.282499555	12	YES	16	2	310	12	54	12	YES	PRESENT	0.679901761	-0.411058089	3.584962501	4.000063413	FORMAL_PATTERN	SHARED_NOT_ENRICHED
127	FIELD_SHAPE	OPEN|LEN_1|AL_STATE>AL_STATE	FIELD	0	0	0.553097345	3	3	7.608695652	8	4	5.610561056	21	10	12.602579132	0	0	8.620689655	1	1	8.426966292	3.342539725	-1.167502060	0.439504108	3	NO	0	0	8	4	3	3	YES	ABSENT	2.178385239	-2.331656547	5.129283017	3.955285611	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
128	FIELD_TEMPLATE	AL_STATE>OPEN	FIELD	0	0	0.553097345	3	3	7.608695652	8	4	5.610561056	21	10	12.602579132	0	0	8.620689655	1	1	8.426966292	3.342539725	-1.167502060	0.439504108	3	NO	0	0	8	4	3	3	YES	ABSENT	2.178385239	-2.331656547	4.169925001	3.955285611	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
