edition	unit_id	page	physical_folio	star_ordinal	last_open_field_id	last_open_tokens	last_open_hosts	last_open_template	first_body_field_id	first_body_tokens	first_body_hosts	first_body_template	first_body_architecture	first_body_first_cell	reading_role
RF1b	2718be2e4ac01f6a0cd9	f104r	f104	11	RF1b|f104r.36|F02	qotar|chopar|qotaly|qotshead|qotechy|kaiin|okar|qopchar|opam	ot|op|otaly|otshead|otechy|k|ok|opch|opa	2220dc3bd41a8693	RF1b|f104r.37|F01	okaiin|cheodal|qoaiin|okar|oraiin|okar|oteody	ok|d|o|ok|or|ok|eo	d93a79a85d00098b	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	dec7621062ddc0ea76ab	f104r	f104	12	ZL3b|f104r.39|F03	qotair|ofaiino	ot|ofaiino	5ae48c77e9d4742e	ZL3b|f104r.40|F01	olkeeos|olkaiin|oair|qcthy|oiinol|al|ly|oeear|chcthy|olched|qotaiiin	olkeeos|olk|o|cthy|oiinol|al|ly|ee|cthy|olched|otaiiin	40335f5c44b65b98	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	dec7621062ddc0ea76ab	f104r	f104	12	IT2a|f104r.39|F03	qotair|ofaiino	ot|ofaiino	5ae48c77e9d4742e	IT2a|f104r.40|F01	olkeeos|olkaiin|oair|qcthy|oiinol|al|ly|oeear|chcthy|olched|qotaiiin	olkeeos|olk|o|cthy|oiinol|al|ly|ee|cthy|olched|otaiiin	40335f5c44b65b98	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	dec7621062ddc0ea76ab	f104r	f104	12	RF1b|f104r.39|F03	qotair|ofaiino	ot|ofaiino	5ae48c77e9d4742e	RF1b|f104r.40|F01	olkeeos|olkaiin|oair|qcthy|oiinolal|ly|oeear|chcthy|olched|qotaiiin	olkeeos|olk|o|cthy|oiinol|ly|ee|cthy|olched|otaiiin	5c113a827911598c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=OPEN	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	9af3e52fedd781165858	f104r	f104	13	ZL3b|f104r.43|F05	oteey|qokain|oteo|l|dal	eey|ok|eo|l|al	74af66bd758cf415	ZL3b|f104r.44|F01	okcheochy|cheey|qoeedaiin|qokeey|ar|cheol|olkair|qokaiin|otaiin|okam	okcheochy|ey|eed|okeey|ar|l|olk|ok|ot|oka	53d9b113ac8a9ffd	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	9af3e52fedd781165858	f104r	f104	13	IT2a|f104r.43|F05	oteey|qokain|oteol|dal	eey|ok|eol|al	329da3237da4c4be	IT2a|f104r.44|F01	okcheochy|cheey|qoeedaiin|qokeey|ar|cheol|olkair|qokoiin|otaiin|okam	okcheochy|ey|eed|okeey|ar|l|olk|okoiin|ot|oka	51e1e943481e834c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	9af3e52fedd781165858	f104r	f104	13	RF1b|f104r.43|F05	oteey|qokain|oteo|l|dal	eey|ok|eo|l|al	74af66bd758cf415	RF1b|f104r.44|F01	okcheochy|cheey|qoeedaiin|qokeey|ar|cheol|olkair|qokaiin|otaiin|okam	okcheochy|ey|eed|okeey|ar|l|olk|ok|ot|oka	53d9b113ac8a9ffd	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=B3	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	c19fc6a6cac58136174d	f104v	f104	1	ZL3b|f104v.1|F03	ol|ear|aiir|aly|cheodaiin|cheekain|dam	l|e|aiir|aly|d|ek|a	bd1e6f39331eaa47	ZL3b|f104v.2|F01	ychedaiin|qoteed|chockhy|otaiin|ydaiin|qokamdy	yched|eed|ockhy|ot|yd|oka	4a2235bb8d366bfe	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	PRIMARY
IT2a	c19fc6a6cac58136174d	f104v	f104	1	IT2a|f104v.1|F03	ol|ear|aiir|aly|cheodaiin|cheekain|dam	l|e|aiir|aly|d|ek|a	bd1e6f39331eaa47	IT2a|f104v.2|F01	ychedaiin|qoteed|chockhy|otaiin|ydaiin|qokamdy	yched|eed|ockhy|ot|yd|oka	4a2235bb8d366bfe	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	c19fc6a6cac58136174d	f104v	f104	1	RF1b|f104v.1|F03	ol|ear|aiir|aly|cheodaiin|cheekain|dom	l|e|aiir|aly|d|ek|o	bd1e6f39331eaa47	RF1b|f104v.2|F01	ychedaiin|qoteed|chockhy|otaiin|ydaiin|qokamdy	yched|eed|ockhy|ot|yd|oka	4a2235bb8d366bfe	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=1;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	27f6ef1916acea076c71	f104v	f104	2	ZL3b|f104v.6|F04	qotady	a	6f29675a40f14012	ZL3b|f104v.7|F01	o|scheo|lchody	o|cheo|lcho	27b9e2dbd301b7b9	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	27f6ef1916acea076c71	f104v	f104	2	IT2a|f104v.6|F04	qotody	oto	89bec59705b5c549	IT2a|f104v.7|F01	o|scheo|lchody	o|cheo|lcho	27b9e2dbd301b7b9	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	27f6ef1916acea076c71	f104v	f104	2	RF1b|f104v.6|F04	qotady	a	6f29675a40f14012	RF1b|f104v.7|F01	o|scheo|lchody	o|cheo|lcho	27b9e2dbd301b7b9	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	515bdb73d46919d19d88	f104v	f104	3	ZL3b|f104v.8|F05	chedy|qoeky|qoteeo|lo	y|oeky|eeo|lo	b40347e7df6b94b3	ZL3b|f104v.9|F01	ycheo|lcheod|otaiin|qokeedy	ycheo|lcheod|ot|okee	e75d4cee9eb5528f	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	515bdb73d46919d19d88	f104v	f104	3	IT2a|f104v.8|F05	chedy|qoeky|qoteeo|lo	y|oeky|eeo|lo	b40347e7df6b94b3	IT2a|f104v.9|F01	ycheo|lcheod|otaiin|qokeedy	ycheo|lcheod|ot|okee	e75d4cee9eb5528f	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	515bdb73d46919d19d88	f104v	f104	3	RF1b|f104v.8|F04	qotched|y|chedy|qoeky|qoteeo|lo	ched|y|y|oeky|eeo|lo	3eafcdec9408acee	RF1b|f104v.9|F01	ycheo|lcheod|otaiin|qokeedy	ycheo|lcheod|ot|okee	e75d4cee9eb5528f	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	10795b2c68591dbd69a8	f104v	f104	4	ZL3b|f104v.12|F03	chedam	a	92a80487873f4e5a	ZL3b|f104v.13|F01	ycheol|cheody	ycheol|o	2d85fdf9ef13640c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	10795b2c68591dbd69a8	f104v	f104	4	IT2a|f104v.12|F03	chedam	a	92a80487873f4e5a	IT2a|f104v.13|F01	ycheol|cheody	ycheol|o	2d85fdf9ef13640c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	10795b2c68591dbd69a8	f104v	f104	4	RF1b|f104v.12|F03	chedam	a	92a80487873f4e5a	RF1b|f104v.13|F01	ycheol|cheody	ycheol|o	2d85fdf9ef13640c	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=2;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	3b68cf14da5e100ff54a	f104v	f104	5	ZL3b|f104v.15|F03	ram	ra	375f77bc349eff0c	ZL3b|f104v.16|F01	dcheedy	chee	ab361f25ccd5eeab	W=d;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=d;F=NONE;R=0;D=0;DY=1;B3=0	PRIMARY
IT2a	3b68cf14da5e100ff54a	f104v	f104	5	IT2a|f104v.15|F03	ram	ra	375f77bc349eff0c	IT2a|f104v.16|F01	dcheedy	chee	ab361f25ccd5eeab	W=d;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=d;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
RF1b	3b68cf14da5e100ff54a	f104v	f104	5	RF1b|f104v.15|F03	ram	ra	375f77bc349eff0c	RF1b|f104v.16|F01	dcheedy	chee	ab361f25ccd5eeab	W=d;F=NONE;R=0;D=0;DY=1;B3=0;N=1;END=DY	W=d;F=NONE;R=0;D=0;DY=1;B3=0	ALTERNATE_SENSITIVITY
ZL3b	52f88783264e5c664dfe	f104v	f104	6	ZL3b|f104v.19|F03	qokchy|qotched|sho|fchor|ols|aiin|chekal	okchy|ched|o|fchor|ols|aiin|k	7c1effb8d8a4e712	ZL3b|f104v.20|F01	or|sheeo|lcheedy	or|eeo|lchee	e3b9e94e4cd53206	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
IT2a	52f88783264e5c664dfe	f104v	f104	6	IT2a|f104v.19|F03	qokchy|qotched|sho|fchor|ols|aiin|chekal	okchy|ched|o|fchor|ols|aiin|k	7c1effb8d8a4e712	IT2a|f104v.20|F01	or|sheeo|lcheedy	or|eeo|lchee	e3b9e94e4cd53206	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
RF1b	52f88783264e5c664dfe	f104v	f104	6	RF1b|f104v.19|F03	qokchy|qotched|sho|fchor|ols|aiin|chekal	okchy|ched|o|fchor|ols|aiin|k	7c1effb8d8a4e712	RF1b|f104v.20|F01	or|sheeo|lcheedy	or|eeo|lchee	e3b9e94e4cd53206	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0;N=3;END=DY	W=NONE;F=NONE;R=0;D=0;DY=0;B3=0	ALTERNATE_SENSITIVITY
ZL3b	fa269fff9590a81b4d47	f104v	f104	7	ZL3b|f104v.22|F04	qokchd|ls|aiin|qchor|sheor|ytaiin|chey|tal	okchd|ls|aiin|chor|eor|yt|y|al	d2fff45770b9f99f	ZL3b|f104v.23|F01	tchey|qokchey|qochey|qodeey|qodaiin|chodaiin|chckhdy	chey|okchey|chey|odeey|d|d|ckh	80cc9c531ef57d04	W=t;F=NONE;R=0;D=0;DY=0;B3=0;N=4+;END=DY	W=t;F=NONE;R=0;D=0;DY=0;B3=0	PRIMARY
