fold	left_operation	right_operation	complete_4_of_4_hosts	partial_3_of_4_hosts	partial_2_of_4_hosts	singleton_hosts	example_complete_hosts
Band3	ge	l	0	15	495	15593	NONE
Band3	ge	st	2	16	461	15624	be;we
Band3	ge	m	0	5	475	15623	NONE
Band3	ge	ich	0	6	453	15644	NONE
Band3	v	n	33	64	1637	14369	veste;spreche;gange;alle;ergange
Band3	v	e	19	54	1265	14765	ach;dien;sloss;vest;schuld
Band3	v	en	24	59	1192	14828	pott;dien;antvvt;sloss;vest
Band3	v	s	3	29	994	15077	er;schreiben;handeln
Band3	v	t	10	70	730	15293	dien;a;sorg;stee;antwt
Band3	v	er	3	28	606	15466	at;erb;v
Band3	v	r	6	27	453	15617	a;e;ve;sch;vo
Band3	v	et	2	19	407	15675	künd;richt
Band3	v	l	3	10	408	15682	vi;vo;vol
Band3	v	st	4	15	366	15718	e;ve;neme;schreibe
Band3	v	m	2	12	362	15727	no;o
Band3	v	ich	0	9	354	15740	NONE
Band3	be	n	29	38	1584	14452	folhe;gange;schribe;dunke;leibe
Band3	be	e	15	38	1223	14827	d;sloss;sorg;gang;rür
Band3	be	en	13	40	1145	14905	d;sloss;sorg;gang;rür
Band3	be	s	3	16	926	15158	sunder;s;der
Band3	be	t	14	44	664	15381	sorg;hab;stelle;rüre;sehe
Band3	be	er	3	15	540	15545	d;g;sund
Band3	be	r	1	18	392	15692	de
Band3	be	et	5	17	309	15772	rür;g;richt;ger;weis
Band3	be	l	1	6	329	15767	sunder
Band3	be	st	0	19	280	15804	NONE
Band3	be	m	0	8	292	15803	NONE
Band3	be	ich	0	4	277	15822	NONE
Band3	ʒu	n	23	69	1546	14465	spreche;ʒuspreche;schike;finde;stee
Band3	ʒu	e	14	52	1196	14841	gesproch;helff;g;richt;schik
Band3	ʒu	en	10	55	1122	14916	gang;helff;beweis;richt;schik
Band3	ʒu	s	0	27	908	15168	NONE
Band3	ʒu	t	2	45	647	15409	stee;sprech
Band3	ʒu	er	0	12	547	15544	NONE
Band3	ʒu	r	0	9	407	15687	NONE
Band3	ʒu	et	0	14	314	15775	NONE
Band3	ʒu	l	0	8	324	15771	NONE
Band3	ʒu	st	0	17	279	15807	NONE
Band3	ʒu	m	0	1	300	15802	NONE
Band3	ʒu	ich	0	4	275	15824	NONE
Band3	c	n	12	29	1603	14459	ʒeite;ʒuspreche;ʒurichte;ʒollner;ʒewge
Band3	c	e	5	16	1238	14844	ʒeit;ʒured;ʒ;ʒug;ʒwisch
Band3	c	en	4	19	1160	14920	ʒeit;ʒured;ʒwey;ʒwisch
Band3	c	s	1	14	898	15190	ʒolle
Band3	c	t	0	3	689	15411	NONE
Band3	c	er	2	5	529	15567	ʒolln;ʒwey
Band3	c	r	0	7	379	15717	NONE
Band3	c	et	0	2	298	15803	NONE
Band3	c	l	0	7	290	15806	NONE
Band3	c	st	0	2	272	15829	NONE
Band3	c	m	2	4	253	15844	ʒü;ʒu
Band3	c	ich	0	1	242	15860	NONE
Band3	vn	n	8	39	1559	14497	schedlich;pillich;g;billich;wille
Band3	vn	e	9	35	1171	14888	schuld;pillich;g;frid;gnad
Band3	vn	en	5	31	1106	14961	schedlich;stat;pillich;füglich;gutlich
Band3	vn	s	6	20	865	15212	freuntlich;recht;gelimpf;frid;s
Band3	vn	t	1	22	645	15435	schul
Band3	vn	er	3	16	484	15600	sich;d;s
Band3	vn	r	1	13	348	15741	se
Band3	vn	et	0	5	280	15818	NONE
Band3	vn	l	3	11	264	15825	gut;güt;recht
Band3	vn	st	0	6	247	15850	NONE
Band3	vn	m	2	8	232	15861	gehorsa;o
Band3	vn	ich	3	12	207	15881	gutl;s;gütl
Band3	cʒu	n	9	62	1546	14486	gehöre;spreche;kume;hab;schade
Band3	cʒu	e	2	30	1202	14869	g;red
Band3	cʒu	en	3	44	1109	14947	ge;antvvt;red
Band3	cʒu	s	0	10	886	15207	NONE
Band3	cʒu	t	0	20	641	15442	NONE
Band3	cʒu	er	0	5	508	15590	NONE
Band3	cʒu	r	0	10	352	15741	NONE
Band3	cʒu	et	0	4	279	15820	NONE
Band3	cʒu	l	0	9	268	15826	NONE
Band3	cʒu	st	0	7	243	15853	NONE
Band3	cʒu	m	0	0	248	15855	NONE
Band3	cʒu	ich	0	3	223	15877	NONE
Band3	an	n	12	34	1553	14504	ge;d;lige;gesehe;stee
Band3	an	e	9	20	1191	14883	ge;d;treff;genom;gefang
Band3	an	en	8	14	1124	14957	ge;treff;genom;gefang;rür
Band3	an	s	1	8	877	15217	der
Band3	an	t	4	26	619	15454	stee;rüre;neme;gee
Band3	an	er	2	3	496	15602	d;klag
Band3	an	r	2	7	343	15751	de;der
Band3	an	et	2	6	264	15831	ge;rür
Band3	an	l	0	3	268	15832	NONE
Band3	an	st	1	7	232	15863	neme
Band3	an	m	1	6	225	15871	d
Band3	an	ich	0	1	216	15886	NONE
Band3	er	n	14	27	1561	14501	lange;gange;lasse;leng;b
Band3	er	e	7	31	1172	14893	gang;b;bott;lang;weis
Band3	er	en	8	29	1095	14971	wirdig;gang;bott;far;lang
Band3	er	s	1	17	858	15227	tag
Band3	er	t	7	28	616	15452	füre;far;s;lang;klag
Band3	er	er	0	13	480	15610	NONE
Band3	er	r	1	11	335	15756	b
Band3	er	et	1	10	256	15836	weis
Band3	er	l	0	8	255	15840	NONE
Band3	er	st	1	11	222	15869	lang
Band3	er	m	0	1	232	15870	NONE
Band3	er	ich	1	3	206	15893	l
Band3	s	n	10	26	1562	14505	i;tet;eine;ende;tette
Band3	s	e	13	22	1171	14897	ach;ein;i;tet;er
Band3	s	en	9	18	1110	14966	ein;tet;eyt;p;end
Band3	s	s	1	23	846	15233	ein
Band3	s	t	4	21	622	15456	tet;ta;in;ich
Band3	s	er	3	14	474	15612	ein;eg;und
Band3	s	r	4	15	321	15763	ein;l;e;eine
Band3	s	et	1	4	261	15837	t
Band3	s	l	2	10	248	15843	a;e
Band3	s	st	0	6	231	15866	NONE
Band3	s	m	1	10	214	15878	eine
Band3	s	ich	0	4	205	15894	NONE
Band3	ver	n	11	37	1554	14501	falle;gange;schribe;nome;schreib
Band3	ver	e	6	22	1182	14893	gang;künd;schreib;t;nom
Band3	ver	en	10	29	1093	14971	sloss;gang;cʒog;künd;antwt
Band3	ver	s	0	12	866	15225	NONE
Band3	ver	t	2	23	632	15446	b;künde
Band3	ver	er	0	9	484	15610	NONE
Band3	ver	r	0	5	344	15754	NONE
Band3	ver	et	1	11	252	15839	künd
Band3	ver	l	0	2	262	15839	NONE
Band3	ver	st	0	4	230	15869	NONE
Band3	ver	m	0	3	225	15875	NONE
Band3	ver	ich	0	5	201	15897	NONE
Band3	cʒe	n	10	47	1531	14515	spreche;schike;kume;bringe;stelle
Band3	cʒe	e	3	19	1182	14899	schick;red;hilff
Band3	cʒe	en	3	34	1091	14975	schick;red;klag
Band3	cʒe	s	0	7	859	15237	NONE
Band3	cʒe	t	0	16	616	15471	NONE
Band3	cʒe	er	0	5	476	15622	NONE
Band3	cʒe	r	0	7	326	15770	NONE
Band3	cʒe	et	0	3	249	15851	NONE
Band3	cʒe	l	0	6	248	15849	NONE
Band3	cʒe	st	0	5	215	15883	NONE
Band3	cʒe	m	0	0	216	15887	NONE
Band3	cʒe	ich	0	1	195	15907	NONE
Band4	ge	n	61	102	2071	16677	falle;gange;tü;schribe;lasse
Band4	ge	e	24	97	1538	17252	riht;brüd;b;cʒog;werb
Band4	ge	en	32	92	1451	17336	riht;rit;vvart;wes;b
Band4	ge	s	4	41	1312	17554	walt;s;kaufft;mein
Band4	ge	t	33	119	916	17843	kauff;wisʒe;warte;sag;re
Band4	ge	er	3	22	871	18015	brüd;w;mein
Band4	ge	r	4	22	689	18196	meine;ta;sch;brüde
Band4	ge	et	8	45	566	18292	kauff;b;richt;müt;main
Band4	ge	l	0	14	589	18308	NONE
Band4	ge	m	0	9	557	18345	NONE
Band4	ge	st	1	17	539	18354	warte
Band4	ge	ten	6	30	499	18376	be;ra;antw;war;bet
Band4	v	n	39	86	2023	16763	veste;spreche;ver;gange;alle
Band4	v	e	18	68	1470	17355	ach;dien;i;sloss;vest
Band4	v	en	24	64	1402	17421	pott;dien;antvvt;sloss;vest
Band4	v	s	7	33	1192	17679	a;er;va;vater;schreẏben
Band4	v	t	16	80	835	17980	dien;ver;erb;a;schrib
Band4	v	er	3	28	744	18136	at;erb;v
Band4	v	r	7	32	544	18328	a;l;e;ve;sch
Band4	v	et	2	23	474	18412	richt;schreib
Band4	v	l	4	14	465	18428	l;vi;vo;vol
Band4	v	m	2	19	414	18476	no;o
Band4	v	st	3	17	416	18475	e;schreib;ve
Band4	v	ten	4	16	403	18488	ers;s;antvvurt;pot
Band4	be	n	32	60	1974	16845	folhe;gange;dunke;leibe;cʒal
Band4	be	e	17	46	1418	17430	d;sloss;sorg;gang;secʒ
Band4	be	en	18	48	1334	17511	d;cʒal;sloss;sorg;gang
Band4	be	s	3	20	1127	17761	d;s;sund
Band4	be	t	20	44	769	18078	cʒal;sorg;kenne;stelle;rür
Band4	be	er	3	17	669	18222	d;g;sund
Band4	be	r	1	21	484	18405	de
Band4	be	et	6	16	374	18515	rür;g;richt;ger;weis
Band4	be	l	1	7	391	18512	sunder
Band4	be	m	0	11	344	18556	NONE
Band4	be	st	1	15	332	18563	klag
Band4	be	ten	1	14	321	18575	s
Band4	cʒe	n	20	77	1934	16880	spreche;schick;vvisʒe;kume;recht
Band4	cʒe	e	6	41	1382	17482	schick;stund;red;hilff;wiss
Band4	cʒe	en	5	64	1284	17558	schick;recht;red;klag;wiss
Band4	cʒe	s	1	21	1071	17818	mal
Band4	cʒe	t	1	30	745	18135	red
Band4	cʒe	er	0	9	634	18268	NONE
Band4	cʒe	r	0	7	453	18451	NONE
Band4	cʒe	et	0	7	338	18566	NONE
Band4	cʒe	l	1	8	335	18567	l
Band4	cʒe	m	0	1	305	18605	NONE
Band4	cʒe	st	0	9	287	18615	NONE
Band4	cʒe	ten	0	13	268	18630	NONE
Band4	c	n	15	30	2000	16866	ʒeite;ʒurichte;ʒeitlich;ʒewge;ʒurede
Band4	c	e	6	17	1424	17464	ʒeit;ʒugriff;ʒured;ʒoll;ʒ
Band4	c	en	4	23	1345	17539	ʒeit;ʒured;h;ʒwey
Band4	c	s	6	11	1084	17810	ʒugriff;ʒollner;ʒolln;ʒoll;ʒolle
Band4	c	t	2	5	788	18116	ʒiehe;u
Band4	c	er	2	9	636	18264	ʒolln;ʒwey
Band4	c	r	1	8	453	18449	ʒu
Band4	c	et	0	3	344	18564	NONE
Band4	c	l	0	9	332	18570	NONE
Band4	c	m	1	6	293	18611	ʒu
Band4	c	st	1	5	293	18612	ʒeitlich
Band4	c	ten	0	2	280	18629	NONE
Band4	ʒu	n	18	72	1915	16906	spreche;ʒuspreche;schike;finde;stee
Band4	ʒu	e	9	54	1358	17490	helff;g;richt;schik;stund
Band4	ʒu	en	7	50	1286	17568	helff;beweis;richt;schik;red
Band4	ʒu	s	0	27	1059	17825	NONE
Band4	ʒu	t	1	45	712	18153	stee
Band4	ʒu	er	1	13	619	18278	u
Band4	ʒu	r	0	10	444	18457	NONE
Band4	ʒu	et	0	11	327	18573	NONE
Band4	ʒu	l	0	8	329	18574	NONE
Band4	ʒu	m	0	1	302	18608	NONE
Band4	ʒu	st	0	13	276	18622	NONE
Band4	ʒu	ten	0	8	270	18633	NONE
Band4	ver	n	19	58	1950	16884	falle;gange;schribe;nome;valle
Band4	ver	e	10	25	1395	17481	dien;gang;cʒog;künd;schrib
Band4	ver	en	15	39	1294	17563	dien;sloss;schuld;gang;cʒog
Band4	ver	s	2	12	1084	17813	cʒiehen;schreiben
Band4	ver	t	8	32	748	18123	dien;b;schrib;cʒiehe;höre
Band4	ver	er	0	13	624	18274	NONE
Band4	ver	r	0	7	452	18452	NONE
Band4	ver	et	2	15	328	18566	richt;schreib
Band4	ver	l	0	2	338	18571	NONE
Band4	ver	m	0	4	296	18611	NONE
Band4	ver	st	0	7	286	18618	NONE
Band4	ver	ten	2	7	265	18637	s;antvvurt
Band4	cʒu	n	12	80	1920	16899	gehöre;rihte;bringe;hab;schade
Band4	cʒu	e	3	37	1388	17483	mal;g;red
Band4	cʒu	en	4	48	1299	17560	sein;ge;hab;red
Band4	cʒu	s	0	14	1072	17825	NONE
Band4	cʒu	t	0	30	733	18148	NONE
Band4	cʒu	er	1	9	617	18284	einand
Band4	cʒu	r	0	12	429	18470	NONE
Band4	cʒu	et	1	5	327	18578	ge
Band4	cʒu	l	0	8	318	18585	NONE
Band4	cʒu	m	0	0	293	18618	NONE
Band4	cʒu	st	0	7	275	18629	NONE
Band4	cʒu	ten	0	6	262	18643	NONE
Band4	vn	n	16	44	1939	16912	schedlich;freuntlich;pillich;g;cʒimlich
Band4	vn	e	11	31	1367	17502	b;pillich;g;frid;gnad
Band4	vn	en	6	43	1271	17591	schedlich;stat;pillich;billich;gutlich
Band4	vn	s	5	28	1036	17842	willen;freuntlich;fride;frid;s
Band4	vn	t	0	28	742	18141	NONE
Band4	vn	er	6	16	591	18298	sich;d;billich;s;fridlich
Band4	vn	r	1	15	421	18474	se
Band4	vn	et	0	6	324	18581	NONE
Band4	vn	l	1	9	313	18588	güt
Band4	vn	m	2	10	267	18632	gehorsa;o
Band4	vn	st	0	10	265	18636	NONE
Band4	vn	ten	0	6	258	18647	NONE
Band4	an	n	12	41	1937	16921	slahe;ge;d;de;gesehe
Band4	an	e	8	29	1359	17515	ge;d;treff;gefang;rür
Band4	an	en	8	19	1292	17592	ge;d;treff;gefang;rür
Band4	an	s	2	10	1049	17850	d;der
Band4	an	t	6	25	709	18171	rür;stee;rüre;nem;neme
Band4	an	er	2	4	598	18307	d;klag
Band4	an	r	2	12	403	18494	de;der
Band4	an	et	3	6	298	18604	ge;rür;nem
Band4	an	l	0	2	304	18605	NONE
Band4	an	m	1	6	254	18650	ne
Band4	an	st	0	9	247	18655	NONE
Band4	an	ten	0	5	238	18668	NONE
Band4	s	n	14	38	1935	16924	i;tet;eine;ende;tette
Band4	s	e	14	31	1346	17520	ach;ein;i;tet;er
Band4	s	en	11	26	1282	17592	ein;tet;end;ch;tett
Band4	s	s	1	30	1020	17860	ein
Band4	s	t	5	27	718	18161	a;tet;ta;wer;ich
Band4	s	er	3	17	580	18311	ein;eg;und
Band4	s	r	6	18	390	18497	ein;pey;l;e;eine
Band4	s	et	1	3	306	18601	t
Band4	s	l	2	13	285	18611	a;e
Band4	s	m	1	15	241	18654	eine
Band4	s	st	1	6	253	18651	we
Band4	s	ten	2	11	227	18671	tet;ta
Band4	er	n	16	30	1948	16917	lange;gange;lasse;leng;b
Band4	er	e	9	32	1348	17522	für;gang;b;k;var
Band4	er	en	10	28	1273	17600	für;wirdig;gang;b;var
Band4	er	s	0	19	1036	17856	NONE
Band4	er	t	11	24	707	18169	für;b;kenne;var;füre
Band4	er	er	0	16	579	18316	NONE
Band4	er	r	1	15	397	18498	b
Band4	er	et	2	10	290	18609	für;weis
Band4	er	l	0	9	288	18614	NONE
Band4	er	m	0	3	260	18648	NONE
Band4	er	st	1	9	243	18658	lang
Band4	er	ten	2	9	223	18677	s;bot
Band5	ge	n	54	92	1773	14371	sproche;gange;tü;schribe;lasse
Band5	ge	e	27	84	1291	14888	riht;brüd;l;secʒ;b
Band5	ge	en	31	84	1257	14918	riht;rit;wes;b;recht
Band5	ge	s	3	38	1115	15134	s;we;mein
Band5	ge	t	39	91	819	15341	ledig;kauff;rit;wisʒe;warte
Band5	ge	er	3	25	740	15522	brüd;w;mein
Band5	ge	r	4	22	601	15663	meine;sch;we;brüde
Band5	ge	l	0	16	527	15747	NONE
Band5	ge	et	9	40	500	15741	kauff;secʒ;b;richt;müt
Band5	ge	st	3	20	482	15785	warte;be;we
Band5	ge	es	1	17	460	15812	w
Band5	ge	m	0	8	474	15808	NONE
Band5	v	n	42	68	1731	14449	veste;spreche;sproche;ver;gange
Band5	v	e	21	55	1242	14972	ach;dien;i;sloss;vest
Band5	v	en	24	54	1229	14983	dien;antvvt;sloss;vest;schuld
Band5	v	s	6	29	1014	15241	a;er;va;vater;schreẏben
Band5	v	t	13	70	749	15458	ver;erb;a;sorg;schrib
Band5	v	er	3	26	634	15627	at;erb;v
Band5	v	r	6	28	483	15773	a;l;e;ve;sch
Band5	v	l	4	13	419	15854	l;vi;vo;vol
Band5	v	et	2	22	416	15850	künd;richt
Band5	v	st	4	17	383	15886	e;schreib;ve;neme
Band5	v	es	0	9	367	15914	NONE
Band5	v	m	1	20	345	15924	o
Band5	be	n	23	57	1680	14530	leibe;cʒal;de;kume;secʒe
Band5	be	e	9	38	1191	15052	d;dörfft;ger;weis;t
Band5	be	en	11	40	1167	15072	d;sorg;hab;richt;halt
Band5	be	s	4	14	939	15333	d;sunder;s;der
Band5	be	t	12	38	686	15554	sorg;hab;stee;sehe;s
Band5	be	er	2	13	557	15718	d;sund
Band5	be	r	1	16	410	15863	de
Band5	be	l	1	6	336	15947	sunder
Band5	be	et	4	11	323	15952	richt;ger;weis;t
Band5	be	st	1	16	290	15983	klag
Band5	be	es	0	3	278	16009	NONE
Band5	be	m	0	8	269	16013	NONE
Band5	cʒe	n	20	70	1667	14533	spreche;schick;vvisʒe;schike;kume
Band5	cʒe	e	6	35	1182	15067	schick;stund;red;hilff;wiss
Band5	cʒe	en	6	57	1139	15088	schick;recht;red;r;klag
Band5	cʒe	s	1	16	925	15348	mal
Band5	cʒe	t	1	28	676	15585	red
Band5	cʒe	er	0	10	551	15729	NONE
Band5	cʒe	r	0	7	413	15870	NONE
Band5	cʒe	l	1	8	319	15962	l
Band5	cʒe	et	0	6	318	15966	NONE
Band5	cʒe	st	0	10	285	15995	NONE
Band5	cʒe	es	0	6	256	16028	NONE
Band5	cʒe	m	0	1	266	16023	NONE
Band5	ver	n	19	54	1669	14548	gange;schribe;nome;valle;schrib
Band5	ver	e	9	25	1188	15068	dien;gang;künd;schrib;antvvurt
Band5	ver	en	14	36	1144	15096	dien;schuld;gang;künd;hört
Band5	ver	s	2	8	929	15351	cʒiehen;schreiben
Band5	ver	t	9	23	686	15572	vvisʒe;b;schrib;cʒiehe;höre
Band5	ver	er	0	11	544	15735	NONE
Band5	ver	r	0	6	408	15876	NONE
Band5	ver	l	0	2	318	15970	NONE
Band5	ver	et	3	11	307	15969	künd;richt;schreib
Band5	ver	st	0	5	286	15999	NONE
Band5	ver	es	0	3	254	16033	NONE
Band5	ver	m	0	2	256	16032	NONE
Band5	cʒu	n	10	82	1648	14550	spreche;rihte;kume;bringe;hab
Band5	cʒu	e	4	38	1177	15071	mal;g;red;gehör
Band5	cʒu	en	4	53	1140	15093	sein;antvvt;hab;red
Band5	cʒu	s	0	11	925	15354	NONE
Band5	cʒu	t	0	27	672	15591	NONE
Band5	cʒu	er	1	10	538	15741	einand
Band5	cʒu	r	0	12	393	15885	NONE
Band5	cʒu	l	0	8	306	15976	NONE
Band5	cʒu	et	1	5	309	15975	ge
Band5	cʒu	st	0	7	279	16004	NONE
Band5	cʒu	es	0	4	250	16036	NONE
Band5	cʒu	m	0	0	258	16032	NONE
Band5	vn	n	11	40	1671	14568	freuntlich;g;cʒimlich;cʒeitlich;wille
