model	held_folio	events	dy_boundaries	nuisance_bits	model_bits	gain_bits
NEXT_RAW_CHAR3	f16	66	3	15.2554445489	16.1157843547	-0.860339805876
NEXT_RAW_CHAR3	f17	85	2	13.829663072	17.8410657831	-4.01140271112
NEXT_RAW_CHAR3	f18	63	2	18.6529141578	21.8931111897	-3.24019703186
NEXT_RAW_CHAR3	f19	69	2	19.1776760645	25.7752109129	-6.59753484841
NEXT_RAW_CHAR3	f2	89	2	15.3903632726	28.5397220809	-13.1493588083
NEXT_RAW_CHAR3	f20	89	7	39.0976264943	62.9201409739	-23.8225144796
NEXT_RAW_CHAR3	f21	73	1	8.5502160736	7.4248501395	1.1253659341
NEXT_RAW_CHAR3	f22	88	3	21.7379858923	29.9570779125	-8.21909202011
NEXT_RAW_CHAR3	f23	56	2	11.6070122202	13.9593638276	-2.35235160746
NEXT_RAW_CHAR3	f24	60	0	2.69802679317	0.914957230423	1.78306956275
NEXT_RAW_CHAR3	f25	32	0	1.25706511181	0.13328193108	1.12378318073
NEXT_RAW_CHAR3	f26	56	19	45.7803339477	74.8903835885	-29.1100496408
NEXT_RAW_CHAR3	f27	40	0	1.70268160888	0.320872074931	1.38180953395
NEXT_RAW_CHAR3	f28	69	1	9.01883137325	8.22646514605	0.792366227199
NEXT_RAW_CHAR3	f29	53	0	4.01597079068	0.535695567588	3.48027522309
NEXT_RAW_CHAR3	f3	105	0	5.70983651071	4.06218971394	1.64764679676
NEXT_RAW_CHAR3	f30	69	2	11.795983156	20.2022057202	-8.40622256425
NEXT_RAW_CHAR3	f31	33	10	26.0912033058	46.8777146409	-20.7865113351
NEXT_RAW_CHAR3	f32	61	2	14.1063278413	23.5129945742	-9.40666673295
NEXT_RAW_CHAR3	f33	58	12	39.0470072884	55.2421057649	-16.1950984764
NEXT_RAW_CHAR3	f34	101	30	77.2062800854	132.26438504	-55.0581049544
NEXT_RAW_CHAR3	f35	77	1	8.5629790326	10.8286740838	-2.26569505124
NEXT_RAW_CHAR3	f36	54	1	8.68713617484	9.85299388633	-1.16585771148
NEXT_RAW_CHAR3	f37	55	2	10.5149107697	16.0272434537	-5.51233268401
NEXT_RAW_CHAR3	f38	42	1	8.10346709224	11.8270704134	-3.72360332115
NEXT_RAW_CHAR3	f39	98	18	59.2680841052	78.7075123338	-19.4394282287
NEXT_RAW_CHAR3	f4	61	3	18.6860093615	34.4377144741	-15.7517051126
NEXT_RAW_CHAR3	f40	60	8	26.5442576983	35.1282659766	-8.58400827829
NEXT_RAW_CHAR3	f41	27	14	36.2447368194	47.8265960425	-11.5818592231
NEXT_RAW_CHAR3	f42	94	2	14.3941197452	21.7198523668	-7.32573262158
NEXT_RAW_CHAR3	f43	69	31	70.4816163312	124.185950086	-53.7043337551
NEXT_RAW_CHAR3	f44	72	1	11.018882348	8.12978324749	2.88909910049
NEXT_RAW_CHAR3	f45	62	3	17.3208849138	27.8337034356	-10.5128185217
NEXT_RAW_CHAR3	f46	67	14	47.7154261465	71.1956501324	-23.4802239859
NEXT_RAW_CHAR3	f47	75	3	22.039204811	34.4696970367	-12.4304922257
NEXT_RAW_CHAR3	f48	111	28	84.4317695855	121.385884836	-36.9541152505
NEXT_RAW_CHAR3	f49	115	2	16.0312180153	23.7454362078	-7.71421819247
NEXT_RAW_CHAR3	f5	30	1	6.31517306882	7.76286812383	-1.44769505502
NEXT_RAW_CHAR3	f50	70	20	45.4563711674	75.560153686	-30.1037825186
NEXT_RAW_CHAR3	f51	50	9	43.3105297867	65.8221719832	-22.5116421965
NEXT_RAW_CHAR3	f52	38	2	9.70046664184	11.7681294635	-2.06766282164
NEXT_RAW_CHAR3	f53	36	4	20.9900712261	32.4054258772	-11.4153546511
NEXT_RAW_CHAR3	f54	46	0	2.07348792491	0.425691568081	1.64779635683
NEXT_RAW_CHAR3	f55	75	4	30.6266796956	30.2299461051	0.396733590501
NEXT_RAW_CHAR3	f56	63	0	2.42592629637	0.302735086348	2.12319121002
NEXT_RAW_CHAR3	f57	6	1	4.6601602992	10.7039147949	-6.0437544957
NEXT_RAW_CHAR3	f58	248	14	101.31407407	99.6905999599	1.62347410972
NEXT_RAW_CHAR3	f6	58	0	1.89715612095	0.474419441579	1.42273667937
NEXT_RAW_CHAR3	f66	145	46	133.450217374	187.132303842	-53.6820864688
NEXT_RAW_CHAR3	f7	62	2	11.0942556155	16.2101726589	-5.11591704344
NEXT_RAW_CHAR3	f75	303	86	204.092491122	235.83537558	-31.7428844583
NEXT_RAW_CHAR3	f76	409	131	309.661608693	453.603787772	-143.942179079
NEXT_RAW_CHAR3	f77	315	103	198.128588646	322.97668995	-124.848101304
NEXT_RAW_CHAR3	f78	286	103	233.181276529	364.91356717	-131.73229064
NEXT_RAW_CHAR3	f79	367	81	245.08025659	274.215938573	-29.135681983
NEXT_RAW_CHAR3	f8	101	2	13.3867921812	17.603660637	-4.21686845578
NEXT_RAW_CHAR3	f80	358	57	220.08300232	204.441671618	15.6413307021
NEXT_RAW_CHAR3	f81	203	52	133.524357795	195.699863747	-62.175505952
NEXT_RAW_CHAR3	f82	263	72	183.901448345	190.21445542	-6.31300707501
NEXT_RAW_CHAR3	f83	303	90	188.721124187	276.377901495	-87.6567773084
NEXT_RAW_CHAR3	f84	178	66	153.959622962	228.147958396	-74.1883354338
NEXT_RAW_CHAR3	f85	162	48	105.423243884	179.069123791	-73.6458799074
NEXT_RAW_CHAR3	f86	426	61	266.325612545	320.366785872	-54.0411733271
NEXT_RAW_CHAR3	f87	67	7	32.924218848	49.1265997462	-16.2023808982
NEXT_RAW_CHAR3	f88	109	13	43.6554573103	46.0121390621	-2.35668175188
NEXT_RAW_CHAR3	f89	119	16	66.3849798279	103.689585062	-37.3046052345
NEXT_RAW_CHAR3	f9	74	3	17.1330892838	20.3732882593	-3.2401989755
NEXT_RAW_CHAR3	f90	62	3	20.5966153991	21.1583947112	-0.561779312153
NEXT_RAW_CHAR3	f93	110	10	53.8818334379	83.3430994083	-29.4612659704
NEXT_RAW_CHAR3	f94	68	10	39.6599938927	39.4150365869	0.244957305809
NEXT_RAW_CHAR3	f95	174	29	103.388077261	155.293509048	-51.9054317869
NEXT_RAW_CHAR3	f96	63	6	32.6159325596	49.2571117742	-16.6411792146
NEXT_RAW_CHAR3	f99	132	12	61.2985900545	75.3122436664	-14.0136536119
NEXT_PAGE_HOST_CHAR3	f1	39	4	19.9682167326	22.5308120416	-2.56259530899
NEXT_PAGE_HOST_CHAR3	f10	70	2	14.4721826792	17.3376145704	-2.8654318912
NEXT_PAGE_HOST_CHAR3	f100	42	3	16.6312711732	17.9724994241	-1.34122825091
NEXT_PAGE_HOST_CHAR3	f102	112	14	63.7082450915	71.2629578712	-7.5547127797
NEXT_PAGE_HOST_CHAR3	f103	293	64	190.832805566	225.994424402	-35.1616188359
NEXT_PAGE_HOST_CHAR3	f104	331	60	192.745888563	222.228031122	-29.4821425586
NEXT_PAGE_HOST_CHAR3	f105	304	55	186.006028579	234.068402331	-48.0623737513
NEXT_PAGE_HOST_CHAR3	f106	334	66	191.268199773	248.226984843	-56.9587850693
NEXT_PAGE_HOST_CHAR3	f107	392	50	189.819832013	180.258023121	9.56180889222
NEXT_PAGE_HOST_CHAR3	f108	417	109	268.920557634	314.070247969	-45.1496903356
NEXT_PAGE_HOST_CHAR3	f11	31	4	17.8321870766	25.5586485494	-7.72646147275
NEXT_PAGE_HOST_CHAR3	f111	460	83	275.861042628	289.593909565	-13.7328669368
NEXT_PAGE_HOST_CHAR3	f112	333	72	211.180404651	269.856116424	-58.6757117734
NEXT_PAGE_HOST_CHAR3	f113	372	73	215.628707966	242.000677661	-26.371969695
NEXT_PAGE_HOST_CHAR3	f114	348	81	215.87299193	303.098265267	-87.2252733371
NEXT_PAGE_HOST_CHAR3	f115	309	95	226.403161684	278.289722548	-51.8865608645
NEXT_PAGE_HOST_CHAR3	f116	138	20	80.8718726047	93.3057568662	-12.4338842614
NEXT_PAGE_HOST_CHAR3	f13	48	0	3.80139116426	1.92516377239	1.87622739187
NEXT_PAGE_HOST_CHAR3	f14	50	4	25.4570757226	42.5356419346	-17.078566212
NEXT_PAGE_HOST_CHAR3	f15	89	0	5.0608640827	1.13185039675	3.92901368595
NEXT_PAGE_HOST_CHAR3	f16	66	3	15.2554445489	16.4252217389	-1.16977719005
NEXT_PAGE_HOST_CHAR3	f17	85	2	13.829663072	16.5019501077	-2.6722870357
NEXT_PAGE_HOST_CHAR3	f18	63	2	18.6529141578	22.5021307028	-3.84921654495
NEXT_PAGE_HOST_CHAR3	f19	69	2	19.1776760645	22.4814704855	-3.30379442101
NEXT_PAGE_HOST_CHAR3	f2	89	2	15.3903632726	25.5678254781	-10.1774622055
NEXT_PAGE_HOST_CHAR3	f20	89	7	39.0976264943	44.4828544459	-5.3852279516
NEXT_PAGE_HOST_CHAR3	f21	73	1	8.5502160736	9.4318909464	-0.881674872797
NEXT_PAGE_HOST_CHAR3	f22	88	3	21.7379858923	26.4893764076	-4.75139051522
NEXT_PAGE_HOST_CHAR3	f23	56	2	11.6070122202	12.343548399	-0.736536178798
NEXT_PAGE_HOST_CHAR3	f24	60	0	2.69802679317	1.30970873413	1.38831805904
NEXT_PAGE_HOST_CHAR3	f25	32	0	1.25706511181	0.34601051065	0.911054601163
NEXT_PAGE_HOST_CHAR3	f26	56	19	45.7803339477	75.8626895824	-30.0823556347
NEXT_PAGE_HOST_CHAR3	f27	40	0	1.70268160888	0.323298228695	1.37938338019
NEXT_PAGE_HOST_CHAR3	f28	69	1	9.01883137325	6.80518328785	2.21364808541
NEXT_PAGE_HOST_CHAR3	f29	53	0	4.01597079068	0.58218894334	3.43378184734
NEXT_PAGE_HOST_CHAR3	f3	105	0	5.70983651071	2.97714661295	2.73268989775
NEXT_PAGE_HOST_CHAR3	f30	69	2	11.795983156	15.4473771117	-3.65139395574
NEXT_PAGE_HOST_CHAR3	f31	33	10	26.0912033058	36.1793058385	-10.0881025326
NEXT_PAGE_HOST_CHAR3	f32	61	2	14.1063278413	24.3277354515	-10.2214076102
NEXT_PAGE_HOST_CHAR3	f33	58	12	39.0470072884	57.2577722962	-18.2107650078
NEXT_PAGE_HOST_CHAR3	f34	101	30	77.2062800854	124.963264697	-47.7569846115
NEXT_PAGE_HOST_CHAR3	f35	77	1	8.5629790326	5.87496267116	2.68801636145
NEXT_PAGE_HOST_CHAR3	f36	54	1	8.68713617484	8.58287329645	0.104262878397
NEXT_PAGE_HOST_CHAR3	f37	55	2	10.5149107697	16.1277279487	-5.61281717902
NEXT_PAGE_HOST_CHAR3	f38	42	1	8.10346709224	9.87779895396	-1.77433186173
NEXT_PAGE_HOST_CHAR3	f39	98	18	59.2680841052	69.5503081765	-10.2822240714
NEXT_PAGE_HOST_CHAR3	f4	61	3	18.6860093615	24.5090422387	-5.82303287723
NEXT_PAGE_HOST_CHAR3	f40	60	8	26.5442576983	35.9156091352	-9.37135143694
NEXT_PAGE_HOST_CHAR3	f41	27	14	36.2447368194	46.5811017548	-10.3363649354
NEXT_PAGE_HOST_CHAR3	f42	94	2	14.3941197452	18.9817197239	-4.58759997865
NEXT_PAGE_HOST_CHAR3	f43	69	31	70.4816163312	142.60348037	-72.1218640387
NEXT_PAGE_HOST_CHAR3	f44	72	1	11.018882348	8.94864967641	2.07023267158
NEXT_PAGE_HOST_CHAR3	f45	62	3	17.3208849138	22.1799629367	-4.85907802289
NEXT_PAGE_HOST_CHAR3	f46	67	14	47.7154261465	73.0833100273	-25.3678838808
NEXT_PAGE_HOST_CHAR3	f47	75	3	22.039204811	29.0728997063	-7.03369489534
NEXT_PAGE_HOST_CHAR3	f48	111	28	84.4317695855	113.574174128	-29.142404543
NEXT_PAGE_HOST_CHAR3	f49	115	2	16.0312180153	20.0561176437	-4.02489962839
NEXT_PAGE_HOST_CHAR3	f5	30	1	6.31517306882	5.88669099237	0.428482076448
NEXT_PAGE_HOST_CHAR3	f50	70	20	45.4563711674	58.0012428363	-12.5448716689
NEXT_PAGE_HOST_CHAR3	f51	50	9	43.3105297867	61.5246620812	-18.2141322945
NEXT_PAGE_HOST_CHAR3	f52	38	2	9.70046664184	13.9955772207	-4.29511057888
NEXT_PAGE_HOST_CHAR3	f53	36	4	20.9900712261	27.5788706137	-6.58879938759
NEXT_PAGE_HOST_CHAR3	f54	46	0	2.07348792491	0.524153839381	1.54933408553
NEXT_PAGE_HOST_CHAR3	f55	75	4	30.6266796956	34.5279616622	-3.90128196655
NEXT_PAGE_HOST_CHAR3	f56	63	0	2.42592629637	0.552232949112	1.87369334726
NEXT_PAGE_HOST_CHAR3	f57	6	1	4.6601602992	4.6499730447	0.0101872544947
NEXT_PAGE_HOST_CHAR3	f58	248	14	101.31407407	99.3302629314	1.98381113825
NEXT_PAGE_HOST_CHAR3	f6	58	0	1.89715612095	0.800130727872	1.09702539308
NEXT_PAGE_HOST_CHAR3	f66	145	46	133.450217374	161.204818557	-27.7546011837
NEXT_PAGE_HOST_CHAR3	f7	62	2	11.0942556155	13.1945664455	-2.10031083005
NEXT_PAGE_HOST_CHAR3	f75	303	86	204.092491122	251.923030554	-47.8305394316
NEXT_PAGE_HOST_CHAR3	f76	409	131	309.661608693	425.553147223	-115.89153853
NEXT_PAGE_HOST_CHAR3	f77	315	103	198.128588646	302.967375829	-104.838787183
NEXT_PAGE_HOST_CHAR3	f78	286	103	233.181276529	340.376475076	-107.195198546
NEXT_PAGE_HOST_CHAR3	f79	367	81	245.08025659	238.809114413	6.27114217688
NEXT_PAGE_HOST_CHAR3	f8	101	2	13.3867921812	16.5663184567	-3.17952627554
NEXT_PAGE_HOST_CHAR3	f80	358	57	220.08300232	209.016254195	11.0667481249
NEXT_PAGE_HOST_CHAR3	f81	203	52	133.524357795	194.084850448	-60.5604926534
NEXT_PAGE_HOST_CHAR3	f82	263	72	183.901448345	185.41022457	-1.50877622432
NEXT_PAGE_HOST_CHAR3	f83	303	90	188.721124187	256.20363499	-67.4825108029
NEXT_PAGE_HOST_CHAR3	f84	178	66	153.959622962	219.570243064	-65.6106201021
NEXT_PAGE_HOST_CHAR3	f85	162	48	105.423243884	170.314501896	-64.891258012
NEXT_PAGE_HOST_CHAR3	f86	426	61	266.325612545	289.664781528	-23.339168983
NEXT_PAGE_HOST_CHAR3	f87	67	7	32.924218848	51.2228214735	-18.2986026254
NEXT_PAGE_HOST_CHAR3	f88	109	13	43.6554573103	46.8320965452	-3.17663923493
NEXT_PAGE_HOST_CHAR3	f89	119	16	66.3849798279	92.6139407203	-26.2289608924
NEXT_PAGE_HOST_CHAR3	f9	74	3	17.1330892838	16.9922323127	0.140856971172
NEXT_PAGE_HOST_CHAR3	f90	62	3	20.5966153991	19.0894839032	1.50713149587
NEXT_PAGE_HOST_CHAR3	f93	110	10	53.8818334379	74.9499131265	-21.0680796886
NEXT_PAGE_HOST_CHAR3	f94	68	10	39.6599938927	36.3037461719	3.35624772076
NEXT_PAGE_HOST_CHAR3	f95	174	29	103.388077261	127.239293263	-23.851216002
NEXT_PAGE_HOST_CHAR3	f96	63	6	32.6159325596	38.8556435543	-6.23971099468
NEXT_PAGE_HOST_CHAR3	f99	132	12	61.2985900545	73.1032824288	-11.8046923743
PREV_PAGE_HOST_CHAR3	f1	39	4	19.9682167326	23.9245474868	-3.95633075413
PREV_PAGE_HOST_CHAR3	f10	70	2	14.4721826792	14.5049701845	-0.0327875052646
PREV_PAGE_HOST_CHAR3	f100	42	3	16.6312711732	12.6484044927	3.98286668048
PREV_PAGE_HOST_CHAR3	f102	112	14	63.7082450915	53.8988758256	9.80936926585
PREV_PAGE_HOST_CHAR3	f103	293	64	190.832805566	45.57605828	145.256747286
PREV_PAGE_HOST_CHAR3	f104	331	60	192.745888563	66.7616412804	125.984247283
PREV_PAGE_HOST_CHAR3	f105	304	55	186.006028579	99.7182690643	86.287759515
PREV_PAGE_HOST_CHAR3	f106	334	66	191.268199773	90.5760273481	100.692172425
PREV_PAGE_HOST_CHAR3	f107	392	50	189.819832013	59.6961703305	130.123661682
PREV_PAGE_HOST_CHAR3	f108	417	109	268.920557634	60.0579090672	208.862648566
PREV_PAGE_HOST_CHAR3	f11	31	4	17.8321870766	31.0673213349	-13.2351342583
PREV_PAGE_HOST_CHAR3	f111	460	83	275.861042628	78.6994350454	197.161607582
PREV_PAGE_HOST_CHAR3	f112	333	72	211.180404651	52.8091251354	158.371279515
PREV_PAGE_HOST_CHAR3	f113	372	73	215.628707966	96.9085238544	118.720184111
PREV_PAGE_HOST_CHAR3	f114	348	81	215.87299193	110.146696424	105.726295506
PREV_PAGE_HOST_CHAR3	f115	309	95	226.403161684	96.4452262011	129.957935483
PREV_PAGE_HOST_CHAR3	f116	138	20	80.8718726047	21.3093544312	59.5625181735
PREV_PAGE_HOST_CHAR3	f13	48	0	3.80139116426	0.406383257378	3.39500790688
PREV_PAGE_HOST_CHAR3	f14	50	4	25.4570757226	27.0319976192	-1.57492189664
PREV_PAGE_HOST_CHAR3	f15	89	0	5.0608640827	0.379886575281	4.68097750742
PREV_PAGE_HOST_CHAR3	f16	66	3	15.2554445489	14.4057167797	0.84972776916
PREV_PAGE_HOST_CHAR3	f17	85	2	13.829663072	15.0628702268	-1.23320715475
PREV_PAGE_HOST_CHAR3	f18	63	2	18.6529141578	26.2739872834	-7.62107312561
PREV_PAGE_HOST_CHAR3	f19	69	2	19.1776760645	19.6440561702	-0.466380105707
PREV_PAGE_HOST_CHAR3	f2	89	2	15.3903632726	20.7506672113	-5.36030393864
PREV_PAGE_HOST_CHAR3	f20	89	7	39.0976264943	36.1451713767	2.95245511764
PREV_PAGE_HOST_CHAR3	f21	73	1	8.5502160736	6.5346120469	2.0156040267
PREV_PAGE_HOST_CHAR3	f22	88	3	21.7379858923	28.1872723417	-6.44928644941
PREV_PAGE_HOST_CHAR3	f23	56	2	11.6070122202	16.9879615817	-5.38094936155
PREV_PAGE_HOST_CHAR3	f24	60	0	2.69802679317	0.681415938941	2.01661085423
PREV_PAGE_HOST_CHAR3	f25	32	0	1.25706511181	0.740055475839	0.517009635973
PREV_PAGE_HOST_CHAR3	f26	56	19	45.7803339477	20.4159717058	25.3643622419
PREV_PAGE_HOST_CHAR3	f27	40	0	1.70268160888	0.26113010169	1.44155150719
PREV_PAGE_HOST_CHAR3	f28	69	1	9.01883137325	8.20053016698	0.818301206274
PREV_PAGE_HOST_CHAR3	f29	53	0	4.01597079068	4.94552518891	-0.929554398232
PREV_PAGE_HOST_CHAR3	f3	105	0	5.70983651071	1.66606934707	4.04376716363
PREV_PAGE_HOST_CHAR3	f30	69	2	11.795983156	17.1185559002	-5.32257274426
PREV_PAGE_HOST_CHAR3	f31	33	10	26.0912033058	7.1321802303	18.9590230755
PREV_PAGE_HOST_CHAR3	f32	61	2	14.1063278413	17.1468578872	-3.04053004591
PREV_PAGE_HOST_CHAR3	f33	58	12	39.0470072884	38.9634943439	0.083512944579
PREV_PAGE_HOST_CHAR3	f34	101	30	77.2062800854	39.3629273127	37.8433527727
PREV_PAGE_HOST_CHAR3	f35	77	1	8.5629790326	9.26907466813	-0.706095635532
PREV_PAGE_HOST_CHAR3	f36	54	1	8.68713617484	13.4319457504	-4.74480957557
PREV_PAGE_HOST_CHAR3	f37	55	2	10.5149107697	11.2782408111	-0.763330041428
PREV_PAGE_HOST_CHAR3	f38	42	1	8.10346709224	8.44001136392	-0.336544271687
PREV_PAGE_HOST_CHAR3	f39	98	18	59.2680841052	31.131000242	28.1370838632
PREV_PAGE_HOST_CHAR3	f4	61	3	18.6860093615	22.682981248	-3.99697188644
PREV_PAGE_HOST_CHAR3	f40	60	8	26.5442576983	13.1242798868	13.4199778115
PREV_PAGE_HOST_CHAR3	f41	27	14	36.2447368194	16.3169798978	19.9277569216
PREV_PAGE_HOST_CHAR3	f42	94	2	14.3941197452	15.984524813	-1.59040506777
PREV_PAGE_HOST_CHAR3	f43	69	31	70.4816163312	49.7818184876	20.6997978437
PREV_PAGE_HOST_CHAR3	f44	72	1	11.018882348	8.33029606158	2.68858628641
PREV_PAGE_HOST_CHAR3	f45	62	3	17.3208849138	17.4548059758	-0.133921061987
PREV_PAGE_HOST_CHAR3	f46	67	14	47.7154261465	44.1396115215	3.57581462497
PREV_PAGE_HOST_CHAR3	f47	75	3	22.039204811	29.7298056662	-7.69060085517
PREV_PAGE_HOST_CHAR3	f48	111	28	84.4317695855	51.8239680001	32.6078015854
PREV_PAGE_HOST_CHAR3	f49	115	2	16.0312180153	14.352059584	1.67915843125
PREV_PAGE_HOST_CHAR3	f5	30	1	6.31517306882	5.07705546111	1.2381176077
