host	register	wrapper	frame	different_right_pairs	same_right_pairs	different_right_mean_similarity	matched_control_mean_similarity	same_right_mean_similarity	different_minus_control	different_minus_same	same_right_available
ok	OTHER_B	NONE	NONE	197	193	0.265162361099	0.232701345975	0.274065293787	0.0324610151241	-0.00890293268788	1
cpho	HERBAL_A	NONE	NONE	3	0	0.177610079119	0.145201777577	0	0.032408301542	0	0
p	OTHER_B	NONE	NONE	1	0	0.301255230126	0.268969125447	0	0.0322861046786	0	0
ot	STARS_RECIPE_B	q	NONE	200	176	0.259153163892	0.227097898478	0.253438354061	0.0320552654145	0.005714809831	1
olk	OTHER_B	NONE	NONE	174	49	0.303641937324	0.272158198512	0.308552128956	0.0314837388125	-0.00491019163126	1
yshe	OTHER_B	NONE	NONE	3	6	0.36755819483	0.336179109868	0.373557789823	0.0313790849618	-0.00599959499284	1
p	STARS_RECIPE_B	NONE	NONE	1	1	0.298611111111	0.267604088597	0.249291784703	0.0310070225142	0.0493193264086	1
y	STARS_RECIPE_B	NONE	NONE	8	28	0.297944213691	0.266980356764	0.238093526575	0.030963856927	0.0598506871163	1
pch	HERBAL_A	NONE	NONE	2	1	0.216450994488	0.18558915516	0.178217821782	0.0308618393286	0.0382331727062	1
r	OTHER_B	NONE	NONE	63	35	0.28599179505	0.255515253335	0.308965058291	0.0304765417155	-0.022973263241	1
of	HERBAL_B	q	NONE	1	0	0.197183098592	0.166707436399	0	0.0304756621923	0	0
d	HERBAL_B	NONE	O	8	1	0.149497501325	0.119087440626	0.183908045977	0.0304100606987	-0.0344105446518	1
k	STARS_RECIPE_B	che	NONE	11	3	0.293581037178	0.263426238293	0.319406992855	0.030154798885	-0.0258259556764	1
yk	HERBAL_B	NONE	NONE	68	22	0.199426134971	0.169281868758	0.183396649269	0.0301442662135	0.0160294857022	1
alk	STARS_RECIPE_B	NONE	NONE	26	5	0.286535105975	0.256902483131	0.283007803824	0.0296326228435	0.00352730215055	1
k	HERBAL_B	ch	NONE	6	0	0.16761964764	0.13839962687	0	0.0292200207701	0	0
pche	STARS_RECIPE_B	NONE	NONE	4	9	0.295836451043	0.266900579416	0.283513809111	0.0289358716271	0.0123226419325	1
ok	OTHER_B	q	NONE	168	155	0.269949045311	0.24106377524	0.266177442686	0.0288852700702	0.00377160262489	1
oked	STARS_RECIPE_B	q	NONE	9	2	0.287140784138	0.25848053639	0.2339297908	0.0286602477488	0.0532109933383	1
ot	OTHER_A	NONE	NONE	6	1	0.160475566164	0.131899676179	0.137055837563	0.0285758899847	0.0234197286001	1
olk	STARS_RECIPE_B	NONE	NONE	48	19	0.282115632803	0.253974323622	0.276427151231	0.0281413091802	0.00568848157158	1
cph	HERBAL_A	NONE	NONE	7	3	0.165122291748	0.137257116432	0.232391830015	0.0278651753162	-0.0672695382668	1
ar	STARS_RECIPE_B	ch	NONE	4	15	0.299616194295	0.271778460582	0.288711002308	0.0278377337133	0.0109051919873	1
l	STARS_RECIPE_B	NONE	O	94	78	0.264004872076	0.236849443776	0.248370116254	0.0271554282996	0.0156347558217	1
o	STARS_RECIPE_B	NONE	NONE	102	23	0.281890630578	0.255194090827	0.297741351425	0.0266965397509	-0.0158507208462	1
yt	HERBAL_A	NONE	NONE	52	24	0.171743315786	0.145448646479	0.196486286719	0.0262946693071	-0.024742970933	1
d	OTHER_B	che	NONE	37	6	0.301164090614	0.274879877721	0.267471744933	0.0262842128932	0.033692345682	1
or	OTHER_B	q	NONE	7	3	0.335580156425	0.309551736433	0.363061331107	0.0260284199929	-0.0274811746818	1
ok	HERBAL_A	s	NONE	1	0	0.214285714286	0.189210732875	0	0.0250749814111	0	0
ar	OTHER_B	t	NONE	2	9	0.216729525862	0.192246546873	0.225537910404	0.0244829789893	-0.00880838454234	1
of	HERBAL_B	NONE	NONE	4	1	0.202701938455	0.178605502017	0.192771084337	0.0240964364386	0.00993085411796	1
oke	HERBAL_B	q	NONE	11	51	0.163234425996	0.139215285336	0.126539818585	0.0240191406605	0.0366946074109	1
d	HERBAL_A	ch	O	74	78	0.131112549437	0.107390544392	0.17078436674	0.0237220050446	-0.0396718173031	1
d	HERBAL_B	ch	NONE	12	2	0.177247070682	0.153634647978	0.105942376951	0.0236124227034	0.0713046937311	1
cth	HERBAL_A	ch	NONE	1	0	0.166666666667	0.143606661477	0	0.0230600051893	0	0
ch	HERBAL_A	d	NONE	4	0	0.126558511041	0.103939962477	0	0.022618548564	0	0
por	STARS_RECIPE_B	NONE	NONE	4	1	0.273687356778	0.251251929791	0.270676691729	0.022435426987	0.00301066504843	1
cho	HERBAL_A	NONE	O	1	0	0.155844155844	0.133552271483	0	0.0222918843608	0	0
ot	HERBAL_A	q	NONE	8	11	0.201182662754	0.178964301415	0.178578080605	0.0222183613386	0.0226045821485	1
ch	HERBAL_A	t	NONE	1	0	0.173913043478	0.151761123468	0	0.0221519200104	0	0
ar	OTHER_A	NONE	NONE	1	2	0.149700598802	0.127880745697	0.157350299401	0.0218198531052	-0.0076497005988	1
alo	STARS_RECIPE_B	NONE	NONE	1	0	0.299492385787	0.278440075515	0	0.0210523102723	0	0
or	HERBAL_B	NONE	NONE	46	115	0.159795211228	0.138843767419	0.189588701123	0.020951443809	-0.0297934898954	1
olch	STARS_RECIPE_B	NONE	NONE	3	0	0.265795802878	0.244913531267	0	0.0208822716106	0	0
ok	STARS_RECIPE_B	q	NONE	184	192	0.25504552275	0.234163406792	0.260655215458	0.0208821159582	-0.00560969270834	1
lch	OTHER_B	NONE	NONE	2	3	0.368962445113	0.348088604926	0.339575730662	0.0208738401869	0.0293867144515	1
ok	HERBAL_A	ch	NONE	11	7	0.222931729147	0.202089610069	0.17989585073	0.0208421190779	0.0430358784168	1
l	STARS_RECIPE_B	ch	NONE	14	28	0.262463210456	0.24164228382	0.235228213058	0.0208209266357	0.027234997398	1
okee	STARS_RECIPE_B	q	NONE	30	200	0.273517630294	0.252771754292	0.261780551357	0.0207458760019	0.011737078937	1
ot	HERBAL_B	NONE	NONE	116	42	0.193813493125	0.173651692276	0.203766776517	0.0201618008493	-0.00995328339179	1
yt	STARS_RECIPE_B	NONE	NONE	26	14	0.284874542062	0.264753769387	0.279302471528	0.0201207726755	0.00557207053421	1
okeed	OTHER_B	q	NONE	6	6	0.242188031299	0.222394749353	0.349092661785	0.0197932819465	-0.106904630486	1
ak	STARS_RECIPE_B	NONE	NONE	1	0	0.280748663102	0.261230305442	0	0.0195183576596	0	0
yk	OTHER_A	NONE	NONE	5	2	0.12325742216	0.103753884149	0.131791285637	0.0195035380102	-0.0085338634778	1
l	HERBAL_A	ch	O	40	132	0.147818956879	0.1283502225	0.142019878074	0.0194687343796	0.00579907880473	1
o	OTHER_A	NONE	NONE	1	1	0.151960784314	0.132993197279	0.151960784314	0.0189675870348	0	1
ok	STARS_RECIPE_B	NONE	NONE	200	200	0.257532133644	0.238968306836	0.260892709115	0.0185638268078	-0.00336057547068	1
al	STARS_RECIPE_B	ch	NONE	12	21	0.298828807967	0.280393459052	0.287338033842	0.0184353489152	0.0114907741251	1
d	OTHER_B	sh	NONE	5	1	0.20337701887	0.18551807904	0.223938223938	0.0178589398299	-0.0205612050682	1
ot	HERBAL_A	ch	NONE	9	6	0.178364701017	0.160549171968	0.125549150497	0.0178155290491	0.0528155505206	1
d	STARS_RECIPE_B	che	NONE	115	41	0.267926357707	0.250145727243	0.26090507369	0.0177806304645	0.00702128401777	1
olk	OTHER_B	s	NONE	1	0	0.268292682927	0.251012145749	0	0.0172805371778	0	0
eok	STARS_RECIPE_B	sh	NONE	1	0	0.286432160804	0.269837934844	0	0.0165942259596	0	0
ot	OTHER_B	q	NONE	187	174	0.268026067688	0.251447198292	0.275236798651	0.0165788693961	-0.00721073096262	1
d	OTHER_B	ch	O	1	0	0.192612137203	0.176623376623	0	0.0159887605798	0	0
ar	HERBAL_B	NONE	NONE	13	88	0.169401209012	0.153452524924	0.152774878074	0.0159486840875	0.0166263309378	1
e	STARS_RECIPE_B	NONE	OT	26	87	0.261323856891	0.24562137864	0.264887583837	0.0157024782518	-0.00356372694585	1
okch	STARS_RECIPE_B	NONE	NONE	7	3	0.29068330352	0.275250097875	0.256726239034	0.0154332056449	0.0339570644858	1
lshd	STARS_RECIPE_B	NONE	NONE	1	0	0.317610062893	0.302222318825	0	0.0153877440686	0	0
o	STARS_RECIPE_B	ch	NONE	27	42	0.257149729763	0.241852832887	0.273888840618	0.0152968968763	-0.0167391108544	1
kch	HERBAL_A	NONE	NONE	3	0	0.148740315683	0.133584596262	0	0.0151557194204	0	0
oke	STARS_RECIPE_B	q	NONE	48	132	0.282233308067	0.267403732276	0.260879523998	0.0148295757914	0.0213537840689	1
pol	OTHER_A	NONE	NONE	3	0	0.15739238224	0.142574564052	0	0.0148178181886	0	0
aiin	STARS_RECIPE_B	NONE	NONE	20	200	0.294523847103	0.279714715385	0.252745815876	0.0148091317176	0.0417780312266	1
lk	STARS_RECIPE_B	NONE	NONE	175	77	0.270530264643	0.255903773179	0.272763494482	0.0146264914642	-0.00223322983829	1
ok	OTHER_A	NONE	NONE	31	7	0.123704657765	0.1093324191	0.123581843022	0.014372238665	0.000122814742948	1
lkeed	STARS_RECIPE_B	NONE	NONE	5	1	0.280966750808	0.266779606826	0.230547550432	0.0141871439825	0.0504192003758	1
ald	OTHER_A	d	NONE	2	0	0.172932330827	0.159242250287	0	0.01369008054	0	0
eeo	STARS_RECIPE_B	t	NONE	2	3	0.257492746466	0.243866343427	0.264090542875	0.0136264030387	-0.00659779640913	1
ot	STARS_RECIPE_B	NONE	NONE	200	200	0.260311120592	0.247128472021	0.254536892264	0.0131826485714	0.00577422832815	1
al	OTHER_A	d	NONE	15	18	0.145798113375	0.132946333199	0.161122166054	0.012851780176	-0.0153240526791	1
e	STARS_RECIPE_B	sh	NONE	113	186	0.259954849546	0.247660754171	0.261979183095	0.012294095375	-0.00202433354898	1
ot	OTHER_B	NONE	NONE	200	200	0.260852258048	0.248831485878	0.263362133099	0.0120207721694	-0.00250987505128	1
ar	OTHER_A	d	NONE	9	8	0.120143976614	0.108429924332	0.156394876648	0.0117140522812	-0.0362509000346	1
k	STARS_RECIPE_B	ch	NONE	11	2	0.253881369349	0.242185917942	0.220319634703	0.0116954514067	0.0335617346458	1
yk	STARS_RECIPE_B	NONE	NONE	11	4	0.276121150093	0.265082220269	0.277433645993	0.0110389298233	-0.00131249590015	1
ok	HERBAL_B	NONE	NONE	196	154	0.165449605267	0.15444642825	0.169096299098	0.0110031770171	-0.00364669383111	1
ok	HERBAL_A	NONE	NONE	126	159	0.14727537289	0.136430048659	0.173740941164	0.0108453242307	-0.0264655682743	1
ar	STARS_RECIPE_B	NONE	NONE	97	184	0.266796391373	0.255988041618	0.262483098969	0.0108083497542	0.00431329240319	1
o	STARS_RECIPE_B	sh	NONE	8	28	0.271821212838	0.261320836812	0.261564935092	0.0105003760262	0.0102562777459	1
y	STARS_RECIPE_B	d	NONE	1	1	0.292753623188	0.282485875706	0.345323741007	0.0102677474822	-0.0525701178188	1
al	OTHER_A	NONE	NONE	2	3	0.17695496514	0.16668864616	0.145524339645	0.0102663189807	0.0314306254957	1
k	HERBAL_B	NONE	NONE	28	9	0.183198135813	0.172946298827	0.190659378003	0.0102518369857	-0.00746124218972	1
eo	STARS_RECIPE_B	t	NONE	1	1	0.285714285714	0.275953083538	0.285714285714	0.00976120217593	0	1
ar	STARS_RECIPE_B	NONE	OT	2	0	0.27399829497	0.264610340017	0	0.00938795495326	0	0
opor	HERBAL_A	NONE	NONE	1	0	0.141414141414	0.132047646728	0	0.00936649468618	0	0
op	STARS_RECIPE_B	NONE	NONE	21	6	0.260662796593	0.251591768738	0.253315664129	0.00907102785444	0.00734713246397	1
d	STARS_RECIPE_B	sh	NONE	2	0	0.238853503185	0.229890234288	0	0.00896326889638	0	0
ok	HERBAL_A	q	NONE	1	9	0.18085106383	0.172231054584	0.209715392734	0.00862000924579	-0.0288643289047	1
ar	STARS_RECIPE_B	che	NONE	4	15	0.261676812282	0.253088760397	0.261790144012	0.00858805188501	-0.000113331729741	1
e	STARS_RECIPE_B	che	NONE	6	34	0.240846187218	0.232695158098	0.263344722902	0.00815102912086	-0.0224985356832	1
ee	STARS_RECIPE_B	NONE	OT	12	87	0.267179017067	0.259076607103	0.261590415663	0.00810240996416	0.00558860140404	1
old	OTHER_A	NONE	NONE	2	0	0.188785046729	0.181196581197	0	0.00758846553239	0	0
or	OTHER_B	sh	NONE	3	18	0.149946771753	0.142395438859	0.212757325957	0.00755133289414	-0.0628105542039	1
al	OTHER_B	NONE	NONE	10	62	0.278046309345	0.270511225284	0.28426323884	0.00753508406099	-0.00621692949557	1
air	OTHER_A	NONE	NONE	1	1	0.147058823529	0.139565240322	0.147058823529	0.00749358320734	0	1
keeo	STARS_RECIPE_B	NONE	NONE	1	0	0.292517006803	0.285419178129	0	0.00709782867341	0	0
k	OTHER_B	NONE	NONE	78	15	0.271255144322	0.264178418962	0.233179930341	0.0070767253605	0.0380752139812	1
ar	STARS_RECIPE_B	s	NONE	8	26	0.272203667611	0.265482338562	0.283927998038	0.00672132904908	-0.0117243304267	1
lo	STARS_RECIPE_B	NONE	NONE	3	3	0.27326251806	0.266788976252	0.273260518688	0.00647354180798	1.99937222994e-06	1
ed	OTHER_B	NONE	OT	1	0	0.289115646259	0.283488192025	0	0.00562745423373	0	0
kcho	HERBAL_A	NONE	NONE	1	1	0.192771084337	0.187282539078	0.184782608696	0.00548854525952	0.0079884756417	1
ckh	OTHER_B	ch	NONE	3	5	0.245340536463	0.2404870648	0.244467013381	0.00485347166276	0.00087352308152	1
olk	STARS_RECIPE_B	s	NONE	1	0	0.1953125	0.190600522193	0	0.00471197780679	0	0
k	OTHER_B	che	NONE	1	0	0.436305732484	0.431746031746	0	0.00455970073804	0	0
ain	OTHER_A	d	NONE	3	9	0.171551839914	0.1674710839	0.14630352927	0.00408075601375	0.025248310644	1
r	STARS_RECIPE_B	NONE	NONE	94	36	0.25896926147	0.255035586772	0.249546471172	0.00393367469851	0.00942279029831	1
o	STARS_RECIPE_B	che	NONE	56	182	0.261898118367	0.258065295949	0.260505114154	0.00383282241741	0.00139300421276	1
okor	HERBAL_A	q	NONE	6	21	0.138643174334	0.135546767926	0.130879543032	0.00309640640729	0.00776363130147	1
pched	STARS_RECIPE_B	NONE	NONE	4	2	0.280864152629	0.277894610002	0.268563006749	0.00296954262742	0.0123011458805	1
okor	OTHER_A	q	NONE	1	0	0.075	0.0721365958805	0	0.0028634041195	0	0
d	STARS_RECIPE_B	ch	NONE	36	15	0.252485005115	0.249767680408	0.248162629959	0.00271732470684	0.00432237515604	1
or	OTHER_A	NONE	NONE	21	31	0.106509237954	0.103894887005	0.110938232257	0.00261435094842	-0.00442899430316	1
ar	HERBAL_B	d	NONE	2	52	0.124770361298	0.122261578443	0.118247292927	0.00250878285538	0.00652306837116	1
ok	OTHER_A	sh	NONE	1	0	0.0645161290323	0.0621761658031	0	0.00233996322915	0	0
cthod	HERBAL_A	NONE	NONE	4	0	0.14805028305	0.145718331477	0	0.00233195157304	0	0
al	HERBAL_B	NONE	NONE	7	21	0.178472880681	0.176494314532	0.134668161139	0.00197856614829	0.0438047195414	1
yd	HERBAL_A	NONE	NONE	31	22	0.145093608572	0.143124611319	0.190304833423	0.00196899725319	-0.0452112248511	1
ot	HERBAL_A	NONE	NONE	129	56	0.141405217091	0.139488430045	0.156827517134	0.00191678704608	-0.0154223000428	1
pd	OTHER_B	NONE	NONE	2	1	0.207267197987	0.205690720989	0.178913738019	0.00157647699709	0.0283534599674	1
okch	HERBAL_A	NONE	NONE	6	2	0.173466844691	0.171978078486	0.160819865983	0.00148876620448	0.0126469787071	1
e	HERBAL_A	sh	NONE	17	13	0.158180486542	0.156786408546	0.155987542959	0.00139407799603	0.00219294358234	1
ckhe	STARS_RECIPE_B	ch	NONE	1	2	0.287531806616	0.28643810216	0.253813750198	0.00109370445609	0.0337180564179	1
oked	STARS_RECIPE_B	NONE	NONE	4	1	0.295972493999	0.295544686503	0.246648793566	0.000427807495953	0.0493237004336	1
ee	STARS_RECIPE_B	sh	NONE	24	74	0.257174809204	0.25699733937	0.246370920638	0.000177469834571	0.0108038885667	1
lke	STARS_RECIPE_B	NONE	NONE	6	14	0.267661592564	0.267868295405	0.28252305175	-0.000206702841213	-0.0148614591862	1
al	OTHER_B	d	NONE	17	200	0.288231191948	0.288788695515	0.274329386408	-0.000557503566217	0.0139018055403	1
ycheeod	STARS_RECIPE_B	NONE	NONE	1	0	0.203562340967	0.204637602573	0	-0.00107526160582	0	0
opche	STARS_RECIPE_B	NONE	NONE	8	43	0.278837702306	0.280033295406	0.275084006499	-0.00119559310026	0.00375369580693	1
or	STARS_RECIPE_B	NONE	NONE	200	106	0.25126568087	0.252787113701	0.25183987657	-0.00152143283091	-0.000574195700276	1
k	STARS_RECIPE_B	NONE	NONE	149	70	0.264649855571	0.266274550184	0.272288586736	-0.00162469461258	-0.00763873116471	1
opch	STARS_RECIPE_B	q	NONE	4	6	0.267347703345	0.269504025746	0.271707698709	-0.00215632240069	-0.00435999536367	1
opche	STARS_RECIPE_B	q	NONE	10	43	0.274005049353	0.276241445302	0.251961992654	-0.00223639594932	0.0220430566993	1
d	STARS_RECIPE_B	ch	O	10	1	0.273487760766	0.275970564318	0.291666666667	-0.0024828035519	-0.0181789059005	1
f	HERBAL_B	che	NONE	5	0	0.169664902998	0.172298475394	0	-0.00263357239594	0	0
ed	STARS_RECIPE_B	sh	NONE	37	10	0.260732737765	0.263776853968	0.254299208329	-0.00304411620216	0.0064335294365	1
l	STARS_RECIPE_B	NONE	NONE	88	22	0.232688436054	0.235806899396	0.242960550881	-0.00311846334156	-0.0102721148263	1
or	OTHER_B	NONE	NONE	81	115	0.221956378035	0.225221217306	0.248991736563	-0.00326483927102	-0.0270353585271	1
cth	OTHER_B	NONE	NONE	3	2	0.254931879023	0.258366278411	0.212104488595	-0.00343439938813	0.0428273904287	1
eed	STARS_RECIPE_B	NONE	OT	5	1	0.256146153223	0.260301843885	0.27345844504	-0.00415569066144	-0.0173122918168	1
okol	OTHER_A	NONE	NONE	3	13	0.162616613597	0.167191456342	0.168315945054	-0.00457484274539	-0.00569933145748	1
r	HERBAL_A	NONE	NONE	20	54	0.166858020373	0.171443360915	0.183272964677	-0.00458534054149	-0.0164149443034	1
or	OTHER_B	d	NONE	3	9	0.308661647668	0.313380661798	0.248300502085	-0.00471901412996	0.060361145583	1
olt	OTHER_B	NONE	NONE	7	1	0.280071472898	0.284886235807	0.192528735632	-0.00481476290896	0.0875427372656	1
ol	STARS_RECIPE_B	q	OT	3	3	0.219932090996	0.22492261369	0.262882589442	-0.00499052269391	-0.0429504984461	1
d	OTHER_B	sh	O	2	0	0.168965517241	0.174042460271	0	-0.00507694302994	0	0
olk	HERBAL_B	NONE	NONE	2	1	0.114855072464	0.120000778245	0.0666666666667	-0.00514570578167	0.0481884057971	1
cho	HERBAL_A	s	NONE	1	0	0.025641025641	0.03125	0	-0.00560897435897	0	0
cth	HERBAL_A	NONE	NONE	98	23	0.156069110957	0.162154571453	0.190973153416	-0.0060854604961	-0.0349040424598	1
ar	HERBAL_A	d	NONE	16	200	0.150007253128	0.156906438288	0.152428110161	-0.0068991851605	-0.00242085703357	1
ycheod	STARS_RECIPE_B	NONE	NONE	2	1	0.308396619304	0.315310674675	0.253776435045	-0.00691405537123	0.0546201842589	1
yk	HERBAL_A	NONE	NONE	15	6	0.143265186422	0.150292760967	0.130473775197	-0.00702757454475	0.0127914112259	1
pol	STARS_RECIPE_B	NONE	NONE	8	1	0.256361478972	0.263414837352	0.204134366925	-0.0070533583801	0.0522271120469	1
ot	STARS_RECIPE_B	ch	NONE	5	3	0.238350928019	0.247113458484	0.223106220429	-0.00876253046542	0.01524470759	1
ykee	STARS_RECIPE_B	NONE	NONE	6	15	0.264724249966	0.273761739722	0.267225945624	-0.00903748975562	-0.00250169565733	1
ot	HERBAL_B	q	NONE	13	6	0.0924274938451	0.101999376464	0.125783195329	-0.00957188261855	-0.0333557014843	1
yched	STARS_RECIPE_B	NONE	NONE	16	2	0.276716214864	0.286937521126	0.275873015873	-0.0102213062615	0.000843198991225	1
o	OTHER_A	sh	NONE	2	11	0.053375052367	0.0642425933981	0.0691026237509	-0.0108675410311	-0.015727571384	1
l	OTHER_A	NONE	O	16	2	0.116577464257	0.127683518537	0.0899421450823	-0.0111060542799	0.0266353191744	1
or	STARS_RECIPE_B	s	NONE	12	7	0.253105167992	0.26466462112	0.273675157618	-0.011559453128	-0.0205699896257	1
ch	STARS_RECIPE_B	t	NONE	4	2	0.259355767853	0.272535259388	0.235226258188	-0.013179491535	0.0241295096645	1
pcheod	STARS_RECIPE_B	NONE	NONE	1	0	0.249211356467	0.2625	0	-0.0132886435331	0	0
otchd	STARS_RECIPE_B	q	NONE	1	0	0.250803858521	0.264516468043	0	-0.0137126095218	0	0
okeed	OTHER_B	NONE	NONE	1	1	0.254901960784	0.268631214869	0.254901960784	-0.0137292540848	0	1
e	STARS_RECIPE_B	q	OT	4	13	0.237294613373	0.251111677983	0.261038560459	-0.0138170646101	-0.023743947086	1
opched	STARS_RECIPE_B	NONE	NONE	8	3	0.251090019227	0.265515963858	0.252710448785	-0.0144259446307	-0.00162042955757	1
t	HERBAL_B	che	NONE	3	0	0.155659037327	0.170220358852	0	-0.014561321525	0	0
l	HERBAL_B	NONE	O	21	4	0.140092931643	0.155478428079	0.12148228637	-0.0153854964356	0.0186106452734	1
yt	HERBAL_B	NONE	NONE	2	1	0.181311436106	0.196710565076	0.194444444444	-0.0153991289699	-0.013133008338	1
ked	STARS_RECIPE_B	NONE	NONE	1	1	0.205405405405	0.220818872217	0.197142857143	-0.0154134668119	0.00826254826255	1
okeo	HERBAL_A	NONE	NONE	1	0	0.166666666667	0.18238112984	0	-0.0157144631732	0	0
eod	STARS_RECIPE_B	sh	NONE	9	6	0.236734952897	0.25299188655	0.206736404368	-0.0162569336533	0.0299985485292	1
d	STARS_RECIPE_B	NONE	O	17	7	0.24635482773	0.262804840473	0.247359528896	-0.0164500127429	-0.00100470116641	1
