edition	model	held_folio	eligible_records	top1_accuracy	mrr	pairwise_accuracy
IT2a	WRAPPER7	f115	11	0.363636363636	0.666666666667	0.428571428571
IT2a	COMPILER12	f104	15	0.466666666667	0.722222222222	0.500000000000
IT2a	COMPILER12	f105	10	0.600000000000	0.766666666667	0.625000000000
IT2a	COMPILER12	f106	9	0.444444444444	0.722222222222	0.583333333333
IT2a	COMPILER12	f107	10	0.200000000000	0.566666666667	0.375000000000
IT2a	COMPILER12	f112	8	0.750000000000	0.875000000000	0.750000000000
IT2a	COMPILER12	f113	21	0.428571428571	0.694444444444	0.642857142857
IT2a	COMPILER12	f114	15	0.600000000000	0.800000000000	0.666666666667
IT2a	COMPILER12	f115	11	0.363636363636	0.681818181818	0.500000000000
IT2a	EDGE29	f104	15	0.600000000000	0.800000000000	0.666666666667
IT2a	EDGE29	f105	10	0.400000000000	0.666666666667	0.500000000000
IT2a	EDGE29	f106	9	0.444444444444	0.722222222222	0.583333333333
IT2a	EDGE29	f107	10	0.200000000000	0.533333333333	0.250000000000
IT2a	EDGE29	f112	8	0.625000000000	0.812500000000	0.625000000000
IT2a	EDGE29	f113	21	0.428571428571	0.673809523810	0.523809523810
IT2a	EDGE29	f114	15	0.533333333333	0.755555555556	0.555555555556
IT2a	EDGE29	f115	11	0.545454545455	0.772727272727	0.642857142857
IT2a	RAW_CHAR3_HASH32	f104	15	0.266666666667	0.622222222222	0.333333333333
IT2a	RAW_CHAR3_HASH32	f105	10	0.500000000000	0.700000000000	0.500000000000
IT2a	RAW_CHAR3_HASH32	f106	9	0.333333333333	0.629629629630	0.333333333333
IT2a	RAW_CHAR3_HASH32	f107	10	0.300000000000	0.616666666667	0.437500000000
IT2a	RAW_CHAR3_HASH32	f112	8	0.500000000000	0.750000000000	0.500000000000
IT2a	RAW_CHAR3_HASH32	f113	21	0.380952380952	0.654761904762	0.571428571429
IT2a	RAW_CHAR3_HASH32	f114	15	0.400000000000	0.688888888889	0.444444444444
IT2a	RAW_CHAR3_HASH32	f115	11	0.545454545455	0.772727272727	0.642857142857
RF1b	WRAPPER7	f104	14	0.428571428571	0.690476190476	0.500000000000
RF1b	WRAPPER7	f105	10	0.300000000000	0.608333333333	0.444444444444
RF1b	WRAPPER7	f106	7	0.714285714286	0.857142857143	0.800000000000
RF1b	WRAPPER7	f107	10	0.600000000000	0.766666666667	0.625000000000
RF1b	WRAPPER7	f112	8	0.500000000000	0.750000000000	0.500000000000
RF1b	WRAPPER7	f113	19	0.631578947368	0.789473684211	0.676470588235
RF1b	WRAPPER7	f114	17	0.529411764706	0.754901960784	0.550000000000
RF1b	WRAPPER7	f115	14	0.428571428571	0.690476190476	0.500000000000
RF1b	COMPILER12	f104	14	0.428571428571	0.702380952381	0.550000000000
RF1b	COMPILER12	f105	10	0.500000000000	0.725000000000	0.611111111111
RF1b	COMPILER12	f106	7	0.714285714286	0.857142857143	0.800000000000
RF1b	COMPILER12	f107	10	0.400000000000	0.650000000000	0.437500000000
RF1b	COMPILER12	f112	8	0.750000000000	0.875000000000	0.750000000000
RF1b	COMPILER12	f113	19	0.631578947368	0.798245614035	0.735294117647
RF1b	COMPILER12	f114	17	0.529411764706	0.764705882353	0.600000000000
RF1b	COMPILER12	f115	14	0.500000000000	0.738095238095	0.600000000000
RF1b	EDGE29	f104	14	0.428571428571	0.666666666667	0.400000000000
RF1b	EDGE29	f105	10	0.600000000000	0.775000000000	0.666666666667
RF1b	EDGE29	f106	7	0.571428571429	0.761904761905	0.600000000000
RF1b	EDGE29	f107	10	0.400000000000	0.666666666667	0.500000000000
RF1b	EDGE29	f112	8	0.250000000000	0.625000000000	0.250000000000
RF1b	EDGE29	f113	19	0.473684210526	0.705263157895	0.529411764706
RF1b	EDGE29	f114	17	0.470588235294	0.715686274510	0.450000000000
RF1b	EDGE29	f115	14	0.500000000000	0.738095238095	0.600000000000
RF1b	RAW_CHAR3_HASH32	f104	14	0.428571428571	0.702380952381	0.550000000000
RF1b	RAW_CHAR3_HASH32	f105	10	0.500000000000	0.700000000000	0.500000000000
RF1b	RAW_CHAR3_HASH32	f106	7	0.142857142857	0.500000000000	0.100000000000
RF1b	RAW_CHAR3_HASH32	f107	10	0.300000000000	0.583333333333	0.312500000000
RF1b	RAW_CHAR3_HASH32	f112	8	0.625000000000	0.812500000000	0.625000000000
RF1b	RAW_CHAR3_HASH32	f113	19	0.421052631579	0.685964912281	0.558823529412
RF1b	RAW_CHAR3_HASH32	f114	17	0.588235294118	0.784313725490	0.600000000000
RF1b	RAW_CHAR3_HASH32	f115	14	0.357142857143	0.654761904762	0.450000000000
