left_operation	right_operation	selected_folds	semantic_eligible_folds	graph_eligible_folds	null_expected_eligible_folds	graph_excess_eligible_folds	semantic_triplets	semantic_complete_rectangles	graph_triplets	graph_complete_rectangles	mean_left_operation_support	mean_right_operation_support	excess_rank
PREFIX_REPLACE:o>sh	SUFFIX_REPLACE:in>ir	12	12	12	0.02734375	11.97265625	57	12	57	12	46.083333333333336	36.75	17
PREFIX_ADD:che	SUFFIX_REPLACE:chy>ody	12	12	12	0.0283203125	11.9716796875	45	22	45	22	102.83333333333333	26.416666666666668	18
PREFIX_ADD:da	SUFFIX_REPLACE:dy>ol	12	12	12	0.0283203125	11.9716796875	36	12	36	12	28.25	91.16666666666667	19
PREFIX_ADD:qot	SUFFIX_REPLACE:edy>eol	12	12	12	0.0283203125	11.9716796875	45	21	45	21	47.583333333333336	46.25	20
PREFIX_ADD:yt	SUFFIX_REPLACE:dy>edy	12	12	12	0.03125	11.96875	46	22	46	22	33.416666666666664	88.91666666666667	21
PREFIX_ADD:qot	SUFFIX_REPLACE:dy>es	12	12	12	0.033203125	11.966796875	59	21	59	21	47.583333333333336	31.75	22
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:chy>eey	12	12	12	0.0341796875	11.9658203125	44	21	44	21	57.833333333333336	28.25	23
PREFIX_ADD:s	SUFFIX_REPLACE:in>ir	12	12	12	0.03515625	11.96484375	86	24	86	24	70.66666666666667	36.75	24
PREFIX_REPLACE:t>yk	SUFFIX_REPLACE:dy>ody	12	12	12	0.0380859375	11.9619140625	46	45	46	45	33.25	69.91666666666667	25
PREFIX_ADD:ok	SUFFIX_ADD:iin	12	12	12	0.0400390625	11.9599609375	46	12	46	12	71.83333333333333	19.75	26
PREFIX_ADD:ol	SUFFIX_REPLACE:dy>eor	12	12	12	0.0419921875	11.9580078125	69	22	69	22	90.83333333333333	23.916666666666668	27
PREFIX_ADD:t	SUFFIX_REPLACE:dy>eor	12	12	12	0.04296875	11.95703125	48	22	48	22	89.08333333333333	23.916666666666668	28
PREFIX_REPLACE:ol>y	SUFFIX_REPLACE:edy>ees	12	12	12	0.04296875	11.95703125	44	22	44	22	58.25	22.666666666666668	29
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:edy>eey	12	12	12	0.0458984375	11.9541015625	36	24	36	24	34.333333333333336	65.41666666666667	30
PREFIX_REPLACE:d>yk	SUFFIX_REPLACE:dy>eey	12	12	12	0.046875	11.953125	43	20	43	20	32.083333333333336	46.333333333333336	31
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:edy>ody	12	12	12	0.046875	11.953125	36	35	36	35	45.5	59.083333333333336	32
PREFIX_ADD:ok	SUFFIX_REPLACE:hey>hol	12	12	12	0.05078125	11.94921875	36	23	36	23	71.83333333333333	37.916666666666664	33
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:edy>eol	12	12	12	0.052734375	11.947265625	36	36	36	36	45.5	46.25	34
PREFIX_REPLACE:d>ot	SUFFIX_REPLACE:dy>eey	12	12	12	0.0546875	11.9453125	44	32	44	32	49.583333333333336	46.333333333333336	35
PREFIX_ADD:qot	SUFFIX_REPLACE:in>ir	12	12	12	0.056640625	11.943359375	44	12	44	12	47.583333333333336	36.75	36
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:edy>ees	12	12	12	0.05859375	11.94140625	67	33	67	33	70.33333333333333	22.666666666666668	37
PREFIX_ADD:cho	SUFFIX_REPLACE:chy>ody	12	12	12	0.0615234375	11.9384765625	46	22	46	22	96.91666666666667	26.416666666666668	38
PREFIX_ADD:d	SUFFIX_REPLACE:dy>eor	12	12	12	0.0625	11.9375	57	12	57	12	123.58333333333333	23.916666666666668	39
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:dy>ody	12	12	12	0.0634765625	11.9365234375	47	46	47	46	34.333333333333336	69.91666666666667	40
PREFIX_ADD:cho	SUFFIX_REPLACE:chy>eey	12	12	12	0.064453125	11.935546875	45	23	45	23	96.91666666666667	28.25	41
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:edy>ody	12	12	12	0.06640625	11.93359375	36	36	36	36	53.0	59.083333333333336	42
PREFIX_ADD:ol	SUFFIX_REPLACE:edy>eor	12	12	12	0.0732421875	11.9267578125	57	22	57	22	90.83333333333333	31.25	43
PREFIX_REPLACE:l>ok	SUFFIX_REPLACE:dy>edy	12	12	12	0.0732421875	11.9267578125	44	21	44	21	29.333333333333332	88.91666666666667	44
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:edy>eol	12	12	12	0.0751953125	11.9248046875	36	35	36	35	53.0	46.25	45
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:dal>dar	12	12	12	0.0771484375	11.9228515625	47	23	47	23	122.16666666666667	25.333333333333332	46
PREFIX_REPLACE:ch>d	SUFFIX_REPLACE:iin>in	12	12	12	0.0771484375	11.9228515625	42	23	42	23	46.833333333333336	64.66666666666667	47
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:dal>dar	12	12	12	0.0771484375	11.9228515625	47	23	47	23	121.33333333333333	25.333333333333332	48
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:al>chy	12	12	12	0.0771484375	11.9228515625	43	40	43	40	57.833333333333336	43.583333333333336	49
PREFIX_ADD:qok	SUFFIX_ADD:dar	12	12	12	0.0791015625	11.9208984375	103	21	103	21	57.5	25.5	50
PREFIX_REPLACE:k>ot	SUFFIX_REPLACE:edy>eol	12	12	12	0.0791015625	11.9208984375	36	34	36	34	52.083333333333336	46.25	51
PREFIX_ADD:cho	SUFFIX_REPLACE:eey>ody	12	12	12	0.080078125	11.919921875	44	21	44	21	96.91666666666667	36.0	52
PREFIX_ADD:cho	SUFFIX_REPLACE:eey>eol	12	12	12	0.083984375	11.916015625	44	22	44	22	96.91666666666667	42.083333333333336	53
PREFIX_ADD:p	SUFFIX_ADD:ky	12	12	12	0.0849609375	11.9150390625	45	21	45	21	68.16666666666667	29.25	54
PREFIX_ADD:che	SUFFIX_REPLACE:hey>hol	12	12	12	0.087890625	11.912109375	54	12	54	12	102.83333333333333	37.916666666666664	55
PREFIX_ADD:qok	SUFFIX_REPLACE:dy>ody	12	12	12	0.087890625	11.912109375	58	22	58	22	57.5	69.91666666666667	56
PREFIX_ADD:sh	SUFFIX_REPLACE:chy>ey	12	12	12	0.08984375	11.91015625	46	12	46	12	99.83333333333333	33.916666666666664	57
PREFIX_ADD:sh	SUFFIX_REPLACE:in>ir	12	12	12	0.0908203125	11.9091796875	101	12	101	12	99.83333333333333	36.75	58
PREFIX_REPLACE:ch>l	SUFFIX_REPLACE:iin>in	12	12	12	0.0908203125	11.9091796875	66	42	66	42	44.833333333333336	64.66666666666667	59
PREFIX_REPLACE:ol>y	SUFFIX_REPLACE:dy>es	12	12	12	0.0908203125	11.9091796875	44	22	44	22	58.25	31.75	60
PREFIX_ADD:ch	SUFFIX_REPLACE:edy>eos	12	12	12	0.091796875	11.908203125	43	20	43	20	190.91666666666666	20.666666666666668	61
PREFIX_ADD:s	SUFFIX_ADD:iin	12	12	12	0.0927734375	11.9072265625	55	22	55	22	70.66666666666667	19.75	62
PREFIX_ADD:s	SUFFIX_REPLACE:iin>in	12	12	12	0.0947265625	11.9052734375	103	12	103	12	70.66666666666667	64.66666666666667	63
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:chy>or	12	12	12	0.0947265625	11.9052734375	44	21	44	21	57.833333333333336	35.166666666666664	64
PREFIX_REPLACE:l>t	SUFFIX_REPLACE:dy>edy	12	12	12	0.0966796875	11.9033203125	46	23	46	23	33.333333333333336	88.91666666666667	65
PREFIX_ADD:qot	SUFFIX_REPLACE:iin>in	12	12	12	0.0986328125	11.9013671875	55	12	55	12	47.583333333333336	64.66666666666667	66
PREFIX_REPLACE:ok>yk	SUFFIX_REPLACE:edy>eor	12	12	12	0.1005859375	11.8994140625	36	23	36	23	44.0	31.25	67
PREFIX_REPLACE:ch>ot	SUFFIX_ADD:ky	12	12	12	0.103515625	11.896484375	46	12	46	12	64.75	29.25	68
PREFIX_REPLACE:ch>q	SUFFIX_REPLACE:ain>chy	12	12	12	0.1044921875	11.8955078125	45	33	45	33	92.25	32.916666666666664	69
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:chy>eey	12	12	12	0.1044921875	11.8955078125	56	32	56	32	70.33333333333333	28.25	70
PREFIX_ADD:ch	SUFFIX_REPLACE:ain>eol	12	12	12	0.10546875	11.89453125	46	22	46	22	190.91666666666666	22.833333333333332	71
PREFIX_REPLACE:ol>qo	SUFFIX_REPLACE:chy>edy	12	12	12	0.10546875	11.89453125	44	43	44	43	68.91666666666667	30.916666666666668	72
PREFIX_ADD:ot	SUFFIX_REPLACE:edy>eol	12	12	12	0.107421875	11.892578125	45	20	45	20	83.5	46.25	73
PREFIX_ADD:she	SUFFIX_REPLACE:al>dy	12	12	12	0.107421875	11.892578125	51	19	51	19	60.583333333333336	51.75	74
PREFIX_ADD:ch	SUFFIX_ADD:ls	12	12	12	0.1083984375	11.8916015625	43	12	43	12	190.91666666666666	11.916666666666666	75
PREFIX_ADD:qol	SUFFIX_REPLACE:edy>ey	12	12	12	0.109375	11.890625	46	24	46	24	21.583333333333332	109.08333333333333	76
PREFIX_ADD:l	SUFFIX_ADD:ees	12	12	12	0.11328125	11.88671875	44	22	44	22	113.08333333333333	14.083333333333334	77
PREFIX_ADD:s	SUFFIX_ADD:dar	12	12	12	0.1171875	11.8828125	65	12	65	12	70.66666666666667	25.5	78
PREFIX_ADD:d	SUFFIX_REPLACE:edy>eor	12	12	12	0.1181640625	11.8818359375	88	23	88	23	123.58333333333333	31.25	79
PREFIX_ADD:k	SUFFIX_REPLACE:iin>in	12	12	12	0.1181640625	11.8818359375	79	23	79	23	66.5	64.66666666666667	80
PREFIX_REPLACE:k>ot	SUFFIX_REPLACE:edy>ody	12	12	12	0.1181640625	11.8818359375	36	35	36	35	52.083333333333336	59.083333333333336	81
PREFIX_ADD:p	SUFFIX_REPLACE:edy>eol	12	12	12	0.1201171875	11.8798828125	58	12	58	12	68.16666666666667	46.25	82
PREFIX_REPLACE:ch>t	SUFFIX_REPLACE:ol>os	12	12	12	0.1201171875	11.8798828125	36	23	36	23	46.666666666666664	33.666666666666664	83
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:dy>ody	12	12	12	0.12109375	11.87890625	47	45	47	45	45.5	69.91666666666667	84
PREFIX_ADD:ch	SUFFIX_REPLACE:chy>eol	12	12	12	0.1220703125	11.8779296875	59	23	59	23	190.91666666666666	22.583333333333332	85
PREFIX_ADD:p	SUFFIX_REPLACE:in>ir	12	12	12	0.123046875	11.876953125	67	22	67	22	68.16666666666667	36.75	86
PREFIX_ADD:sh	SUFFIX_ADD:kar	12	12	12	0.123046875	11.876953125	70	23	70	23	99.83333333333333	15.0	87
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:edy>eey	12	12	12	0.123046875	11.876953125	36	24	36	24	45.5	65.41666666666667	88
PREFIX_REPLACE:ch>ok	SUFFIX_REPLACE:ol>os	12	12	12	0.1259765625	11.8740234375	36	35	36	35	63.583333333333336	33.666666666666664	89
PREFIX_REPLACE:k>o	SUFFIX_REPLACE:ey>or	12	12	12	0.1259765625	11.8740234375	46	22	46	22	21.0	75.91666666666667	90
PREFIX_ADD:ch	SUFFIX_ADD:oly	12	12	12	0.126953125	11.873046875	45	20	45	20	190.91666666666666	13.0	91
PREFIX_ADD:d	SUFFIX_REPLACE:eey>eor	12	12	12	0.1279296875	11.8720703125	55	23	55	23	123.58333333333333	29.25	92
PREFIX_REPLACE:ch>k	SUFFIX_REPLACE:ol>os	12	12	12	0.1279296875	11.8720703125	36	12	36	12	36.416666666666664	33.666666666666664	93
PREFIX_REPLACE:ch>y	SUFFIX_REPLACE:iin>in	12	12	12	0.1279296875	11.8720703125	55	33	55	33	40.166666666666664	64.66666666666667	94
PREFIX_ADD:d	SUFFIX_ADD:ldy	12	12	12	0.1298828125	11.8701171875	67	41	67	41	123.58333333333333	19.333333333333332	95
PREFIX_ADD:oko	SUFFIX_ADD:dy	12	12	12	0.130859375	11.869140625	53	12	53	12	16.916666666666668	133.0	96
PREFIX_ADD:ol	SUFFIX_REPLACE:dy>eol	12	12	12	0.134765625	11.865234375	82	34	82	34	90.83333333333333	32.666666666666664	97
PREFIX_ADD:ol	SUFFIX_REPLACE:edy>eo	12	12	12	0.1357421875	11.8642578125	89	34	89	34	90.83333333333333	31.333333333333332	98
PREFIX_ADD:yt	SUFFIX_REPLACE:dy>or	12	12	12	0.13671875	11.86328125	46	12	46	12	33.416666666666664	78.66666666666667	99
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:edy>ees	12	12	12	0.138671875	11.861328125	57	12	57	12	114.25	22.666666666666668	100
PREFIX_REPLACE:ot>p	SUFFIX_REPLACE:ol>or	12	12	12	0.138671875	11.861328125	44	24	44	24	24.083333333333332	82.25	101
PREFIX_ADD:sh	SUFFIX_ADD:ldy	12	12	12	0.1396484375	11.8603515625	45	12	45	12	99.83333333333333	19.333333333333332	102
PREFIX_REPLACE:ok>p	SUFFIX_REPLACE:ol>or	12	12	12	0.1396484375	11.8603515625	45	24	45	24	27.833333333333332	82.25	103
PREFIX_ADD:qo	SUFFIX_REPLACE:eo>eol	12	12	12	0.140625	11.859375	65	33	65	33	176.58333333333334	23.75	104
PREFIX_REPLACE:o>sh	SUFFIX_ADD:am	12	12	12	0.140625	11.859375	88	21	88	21	46.083333333333336	41.166666666666664	105
PREFIX_ADD:ol	SUFFIX_REPLACE:ar>eol	12	12	12	0.14453125	11.85546875	46	24	46	24	90.83333333333333	27.833333333333332	106
PREFIX_REPLACE:ch>k	SUFFIX_REPLACE:ody>or	12	12	12	0.146484375	11.853515625	36	23	36	23	36.416666666666664	54.75	107
PREFIX_ADD:s	SUFFIX_REPLACE:hey>hy	12	12	12	0.1474609375	11.8525390625	45	12	45	12	70.66666666666667	62.083333333333336	108
PREFIX_ADD:she	SUFFIX_ADD:dal	12	12	12	0.1474609375	11.8525390625	46	12	46	12	60.583333333333336	23.583333333333332	109
PREFIX_ADD:k	SUFFIX_REPLACE:in>ir	12	12	12	0.1484375	11.8515625	57	12	57	12	66.5	36.75	110
PREFIX_ADD:she	SUFFIX_REPLACE:al>am	12	12	12	0.1484375	11.8515625	64	12	64	12	60.583333333333336	44.666666666666664	111
PREFIX_REPLACE:d>y	SUFFIX_ADD:l	12	12	12	0.1484375	11.8515625	45	24	45	24	28.083333333333332	85.41666666666667	112
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:dy>es	12	12	12	0.150390625	11.849609375	67	33	67	33	70.33333333333333	31.75	113
PREFIX_ADD:so	SUFFIX_REPLACE:edy>ey	12	12	12	0.1513671875	11.8486328125	45	12	45	12	34.25	109.08333333333333	114
PREFIX_REPLACE:ch>qo	SUFFIX_REPLACE:ar>eey	12	12	12	0.1513671875	11.8486328125	44	43	44	43	75.0	39.583333333333336	115
PREFIX_ADD:ok	SUFFIX_REPLACE:dy>ody	12	12	12	0.15234375	11.84765625	46	33	46	33	71.83333333333333	69.91666666666667	116
PREFIX_REPLACE:q>sh	SUFFIX_REPLACE:ey>or	12	12	12	0.1552734375	11.8447265625	55	21	55	21	49.333333333333336	75.91666666666667	117
PREFIX_REPLACE:ol>qo	SUFFIX_REPLACE:ar>edy	12	12	12	0.15625	11.84375	44	32	44	32	68.91666666666667	39.75	118
PREFIX_ADD:t	SUFFIX_REPLACE:dy>eol	12	12	12	0.1572265625	11.8427734375	48	12	48	12	89.08333333333333	32.666666666666664	119
PREFIX_ADD:ch	SUFFIX_REPLACE:ain>edy	12	12	12	0.158203125	11.841796875	56	32	56	32	190.91666666666666	24.0	120
PREFIX_ADD:ok	SUFFIX_ADD:ly	12	12	12	0.1611328125	11.8388671875	44	12	44	12	71.83333333333333	24.583333333333332	121
PREFIX_ADD:sh	SUFFIX_ADD:key	12	12	12	0.1611328125	11.8388671875	58	12	58	12	99.83333333333333	14.166666666666666	122
PREFIX_REPLACE:o>y	SUFFIX_REPLACE:dy>eor	12	12	12	0.1611328125	11.8388671875	57	12	57	12	114.25	23.916666666666668	123
PREFIX_ADD:ch	SUFFIX_ADD:ry	12	12	12	0.1650390625	11.8349609375	44	12	44	12	190.91666666666666	13.916666666666666	124
PREFIX_ADD:y	SUFFIX_REPLACE:chy>ody	12	12	12	0.1650390625	11.8349609375	44	22	44	22	136.75	26.416666666666668	125
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:edy>eey	12	12	12	0.1650390625	11.8349609375	36	35	36	35	53.0	65.41666666666667	126
PREFIX_REPLACE:d>p	SUFFIX_REPLACE:edy>eey	12	12	12	0.166015625	11.833984375	45	23	45	23	27.333333333333332	65.41666666666667	127
PREFIX_REPLACE:qo>y	SUFFIX_REPLACE:edy>ees	12	12	12	0.1669921875	11.8330078125	46	12	46	12	96.16666666666667	22.666666666666668	128
PREFIX_ADD:ot	SUFFIX_REPLACE:dy>ody	12	12	12	0.16796875	11.83203125	55	22	55	22	83.5	69.91666666666667	129
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:eol>ey	12	12	12	0.16796875	11.83203125	36	36	36	36	45.5	46.25	130
PREFIX_ADD:y	SUFFIX_REPLACE:hdy>hor	12	12	12	0.1689453125	11.8310546875	45	44	45	44	136.75	24.5	131
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:chy>edy	12	12	12	0.169921875	11.830078125	54	32	54	32	122.16666666666667	30.916666666666668	132
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:chy>edy	12	12	12	0.169921875	11.830078125	54	32	54	32	121.33333333333333	30.916666666666668	133
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:edy>eo	12	12	12	0.171875	11.828125	65	12	65	12	70.33333333333333	31.333333333333332	134
PREFIX_REPLACE:c>s	SUFFIX_REPLACE:chy>eey	12	12	12	0.1748046875	11.8251953125	54	21	54	21	122.16666666666667	28.25	135
PREFIX_REPLACE:ch>sh	SUFFIX_REPLACE:chy>eey	12	12	12	0.1748046875	11.8251953125	54	21	54	21	121.33333333333333	28.25	136
PREFIX_REPLACE:ot>yt	SUFFIX_REPLACE:edy>ody	12	12	12	0.1748046875	11.8251953125	45	44	45	44	36.083333333333336	59.083333333333336	137
PREFIX_ADD:t	SUFFIX_REPLACE:edy>eol	12	12	12	0.181640625	11.818359375	45	22	45	22	89.08333333333333	46.25	138
PREFIX_REPLACE:k>t	SUFFIX_REPLACE:eol>ol	12	12	12	0.181640625	11.818359375	36	36	36	36	45.5	40.583333333333336	139
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:al>eey	12	12	12	0.18359375	11.81640625	46	33	46	33	70.33333333333333	38.666666666666664	140
PREFIX_REPLACE:yk>yt	SUFFIX_REPLACE:edy>or	12	12	12	0.1845703125	11.8154296875	45	23	45	23	28.833333333333332	63.416666666666664	141
PREFIX_REPLACE:ch>q	SUFFIX_REPLACE:hol>hy	12	9	12	0.1845703125	11.8154296875	27	27	45	33	92.25	40.75	142
PREFIX_ADD:ol	SUFFIX_ADD:m	12	12	12	0.185546875	11.814453125	68	22	68	22	90.83333333333333	20.833333333333332	143
PREFIX_REPLACE:ch>o	SUFFIX_REPLACE:ain>ol	12	12	12	0.185546875	11.814453125	46	24	46	24	73.83333333333333	38.75	144
PREFIX_REPLACE:l>o	SUFFIX_REPLACE:eey>eol	12	12	12	0.185546875	11.814453125	44	32	44	32	62.583333333333336	42.083333333333336	145
PREFIX_REPLACE:ok>yt	SUFFIX_REPLACE:edy>ody	12	12	12	0.185546875	11.814453125	56	46	56	46	34.666666666666664	59.083333333333336	146
PREFIX_ADD:ok	SUFFIX_REPLACE:in>ir	12	12	12	0.1865234375	11.8134765625	56	24	56	24	71.83333333333333	36.75	147
PREFIX_ADD:ch	SUFFIX_ADD:kal	12	12	12	0.1875	11.8125	78	23	78	23	190.91666666666666	14.083333333333334	148
PREFIX_ADD:y	SUFFIX_REPLACE:ain>ody	12	12	12	0.1875	11.8125	55	21	55	21	136.75	22.25	149
PREFIX_REPLACE:k>ok	SUFFIX_REPLACE:dy>ody	12	12	12	0.1875	11.8125	47	46	47	46	53.0	69.91666666666667	150
PREFIX_REPLACE:d>o	SUFFIX_REPLACE:ey>or	12	12	12	0.189453125	11.810546875	45	21	45	21	34.666666666666664	75.91666666666667	151
PREFIX_REPLACE:k>yk	SUFFIX_REPLACE:ey>ody	12	12	12	0.189453125	11.810546875	48	36	48	36	34.333333333333336	73.58333333333333	152
PREFIX_REPLACE:ol>qo	SUFFIX_REPLACE:ar>or	12	12	12	0.1904296875	11.8095703125	45	34	45	34	68.91666666666667	54.916666666666664	153
PREFIX_REPLACE:d>y	SUFFIX_REPLACE:edy>or	12	12	12	0.193359375	11.806640625	36	35	36	35	28.083333333333332	63.416666666666664	154
PREFIX_ADD:y	SUFFIX_REPLACE:ain>eol	12	12	12	0.1943359375	11.8056640625	45	33	45	33	136.75	22.833333333333332	155
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:chy>dy	12	12	12	0.1953125	11.8046875	46	22	46	22	70.33333333333333	36.0	156
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:eey>eol	12	12	12	0.1962890625	11.8037109375	45	43	45	43	55.0	42.083333333333336	157
PREFIX_ADD:ol	SUFFIX_REPLACE:eey>eol	12	12	12	0.197265625	11.802734375	59	46	59	46	90.83333333333333	42.083333333333336	158
PREFIX_ADD:ol	SUFFIX_REPLACE:eol>or	12	12	12	0.1982421875	11.8017578125	45	12	45	12	90.83333333333333	34.0	159
PREFIX_ADD:qot	SUFFIX_ADD:d	12	12	12	0.1982421875	11.8017578125	79	22	79	22	47.583333333333336	44.666666666666664	160
PREFIX_REPLACE:ch>k	SUFFIX_REPLACE:iin>in	12	12	12	0.1982421875	11.8017578125	68	22	68	22	36.416666666666664	64.66666666666667	161
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:eol>ey	12	12	12	0.2001953125	11.7998046875	43	43	43	43	55.0	46.25	162
PREFIX_REPLACE:qo>sh	SUFFIX_REPLACE:chy>ol	12	12	12	0.2001953125	11.7998046875	52	49	52	49	57.833333333333336	44.583333333333336	163
PREFIX_ADD:d	SUFFIX_REPLACE:dy>eol	12	12	12	0.2021484375	11.7978515625	57	12	57	12	123.58333333333333	32.666666666666664	164
PREFIX_ADD:p	SUFFIX_REPLACE:dar>dy	12	12	12	0.2021484375	11.7978515625	57	45	57	45	68.16666666666667	48.166666666666664	165
PREFIX_REPLACE:o>ol	SUFFIX_REPLACE:in>ir	12	12	12	0.2021484375	11.7978515625	58	34	58	34	70.33333333333333	36.75	166
PREFIX_ADD:che	SUFFIX_ADD:aly	12	12	12	0.203125	11.796875	78	21	78	21	102.83333333333333	22.583333333333332	167
PREFIX_ADD:y	SUFFIX_REPLACE:eey>eor	12	12	12	0.205078125	11.794921875	56	34	56	34	136.75	29.25	168
PREFIX_REPLACE:ch>ot	SUFFIX_REPLACE:dar>dy	12	12	12	0.205078125	11.794921875	47	47	47	47	64.75	48.166666666666664	169
PREFIX_ADD:she	SUFFIX_REPLACE:al>edy	12	12	12	0.2060546875	11.7939453125	53	20	53	20	60.583333333333336	41.5	170
PREFIX_ADD:t	SUFFIX_REPLACE:dal>dy	12	12	12	0.2060546875	11.7939453125	45	34	45	34	89.08333333333333	42.416666666666664	171
PREFIX_REPLACE:l>ol	SUFFIX_REPLACE:edy>eol	12	12	12	0.20703125	11.79296875	46	44	46	44	55.0	46.25	172
PREFIX_ADD:k	SUFFIX_REPLACE:dy>eey	12	12	12	0.2109375	11.7890625	68	12	68	12	66.5	46.333333333333336	173
PREFIX_ADD:she	SUFFIX_REPLACE:al>ol	12	12	12	0.2109375	11.7890625	54	21	54	21	60.583333333333336	60.833333333333336	174
PREFIX_REPLACE:k>o	SUFFIX_REPLACE:ey>ol	12	12	12	0.2119140625	11.7880859375	47	12	47	12	21.0	95.08333333333333	175
PREFIX_ADD:ok	SUFFIX_REPLACE:iin>in	12	12	12	0.2138671875	11.7861328125	79	12	79	12	71.83333333333333	64.66666666666667	176
PREFIX_ADD:ot	SUFFIX_ADD:dal	12	12	12	0.21484375	11.78515625	90	12	90	12	83.5	23.583333333333332	177
PREFIX_ADD:l	SUFFIX_REPLACE:eol>ody	12	12	12	0.2158203125	11.7841796875	46	33	46	33	113.08333333333333	33.333333333333336	178
PREFIX_ADD:qo	SUFFIX_REPLACE:ain>edy	12	12	12	0.2158203125	11.7841796875	45	23	45	23	176.58333333333334	24.0	179
PREFIX_ADD:qok	SUFFIX_REPLACE:edy>ol	12	12	12	0.216796875	11.783203125	45	22	45	22	57.5	79.58333333333333	180
PREFIX_ADD:qot	SUFFIX_REPLACE:edy>ol	12	12	12	0.2177734375	11.7822265625	45	32	45	32	47.583333333333336	79.58333333333333	181
PREFIX_REPLACE:ok>yt	SUFFIX_REPLACE:ody>or	12	12	12	0.2177734375	11.7822265625	47	24	47	24	34.666666666666664	54.75	182
