world_view	scope	parser_level	diagnostic	record_end_rows	right_marked_rows	right_marked_record_end_precision	record_end_right_mark_recall	line_end_right_mark_recall	nonend_right_mark_rate	left_operations	right_operations	compatible_pairs	compatible_pair_density	null_mean	inclusive_p	host_types	short_host_mass	recurrent_host_mass	hamming1_edges	hamming1_density	repeated_substitution_classes	delta_vector_pairs	mean_delta_cosine	endpoint	gain_bits	positive_content_folios	content_folios	event_rows	left_register	right_register	panel_hosts	greedy_matched_mean_cosine
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SHORT_HOST_STRUCTURE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8695	0.14000262915735506	0.5563954252662022	818	2.1641834777819977e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	SAME_GROUP_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	547	0.20510983712064462	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	EXTERNAL_CONTEXT_SUBSTITUTION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	547	0.030433168143282046	NA	NA	NA	NA	NA	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NEXT_HOST	6693.140158470965	78	176	12805	NA	NA	NA	NA
CONTROL_Q	ALL_PARTITIONED_REGISTERS	VMANUS_ANNOTATION_ASSISTED	HELD_CONTEXT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WHOLE_LINE	-1573.1069317052265	63	176	87264	NA	NA	NA	NA
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7064447285073469
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7004952182071016
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.701507694844083
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7013585790362528
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7062815765923137
CONTROL_P	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7060276805823308
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7250194797337882
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.723596421424508
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7244539765282983
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7341114337353041
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7300332794728077
CONTROL_P	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7374974386467155
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7599882868188675
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7506697006058566
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7359025171875616
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.7438489260818241
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7348538033726748
CONTROL_Q	REGISTER_PAIR	SURFACE_ONLY	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7662314865922908
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R2	100	0.7235074038592922
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R3	100	0.7132558078800644
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R1	R4	100	0.7274044042239523
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R3	100	0.733668049930819
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R2	R4	100	0.7351527557100127
CONTROL_Q	REGISTER_PAIR	VMANUS_ANNOTATION_ASSISTED	REGISTER_GEOMETRY_ALIGNMENT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	R3	R4	100	0.7399663411297501
