role	rank	formal_feature	log_odds_weight	support	positive_support	physical_folios	selected_model	claim_state	prose_occurrence_total	prose_occurrences_exported
WATER_OR_APPARATUS	3	H2:rk	2.795061578092	3	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	2	2
WATER_OR_APPARATUS	4	H2:^l	2.386814827022	4	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	649	40
WATER_OR_APPARATUS	5	HOST_EXACT:arol	2.386814827022	4	2	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	4	4
STAR_OR_SKY	1	H3:yto	2.780203540670	8	8	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	29	29
STAR_OR_SKY	2	H3:oct	2.353385308092	5	5	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	66	40
STAR_OR_SKY	3	HOST_EXACT:aiin	2.353385308092	5	5	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	746	40
STAR_OR_SKY	4	H3:thy	2.164046178639	4	4	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	197	40
STAR_OR_SKY	5	H3:to$	2.164046178639	4	4	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	22	22
REL_EXPLICIT_ATTACHMENT	1	H3:he$	3.042252289189	3	3	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	563	40
REL_EXPLICIT_ATTACHMENT	2	H3:hor	2.585214097594	5	4	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	202	40
REL_EXPLICIT_ATTACHMENT	3	H3:thy	2.346070204934	4	3	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	197	40
REL_EXPLICIT_ATTACHMENT	4	H3:olc	2.176704847105	6	4	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	120	40
REL_EXPLICIT_ATTACHMENT	5	H2:ec	2.042639775514	3	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	125	40
REL_ENCLOSURE	1	H3:tar	3.148037934408	4	3	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	128	40
REL_ENCLOSURE	2	H2:rd	2.828607163641	3	2	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	2	2
REL_ENCLOSURE	3	H3:hor	2.739798899417	5	3	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	202	40
REL_ENCLOSURE	4	H3:air	2.129904413237	5	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	203	40
REL_ENCLOSURE	5	H3:dai	2.129904413237	5	2	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	386	40
REL_PROXIMITY	1	H2:h$	1.811720211791	10	10	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	238	40
REL_PROXIMITY	2	H3:ch$	1.811720211791	10	10	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	168	40
REL_PROXIMITY	3	H3:aro	1.712385881687	9	9	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	37	37
REL_PROXIMITY	4	H2:ro	1.506361024167	16	15	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	112	40
REL_PROXIMITY	5	H2:lk	1.481242287705	7	7	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	489	40
REL_ARRAY_OR_GROUP	1	HOST_EXACT:okal	2.787018987069	4	3	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	155	40
REL_ARRAY_OR_GROUP	2	H2:rc	2.476347396392	3	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	37	37
REL_ARRAY_OR_GROUP	3	H3:rch	2.476347396392	3	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	37	37
REL_ARRAY_OR_GROUP	4	H2:sh	2.334798712978	7	4	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	611	40
REL_ARRAY_OR_GROUP	5	H3:kal	2.315188265147	9	5	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING	250	40
