role	formal_feature	log_odds_weight	support	positive_support	physical_folios	selected_model	claim_state
FIGURE	H3:als	1.475173650594	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:he$	1.475173650594	3	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lor	1.475173650594	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oty	1.475173650594	3	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:par	1.475173650594	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:aral	1.475173650594	3	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H1:l	1.461384812475	143	35	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ota	1.415990866474	17	6	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:otal	1.383348850890	6	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:tol	1.348444136989	9	3	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:lo	1.334523568812	12	4	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ly$	1.332931565261	18	6	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ly	1.255797872191	19	6	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ta	1.255797872191	19	6	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:tal	1.226173514306	13	4	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:h$	1.211940973975	10	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ch$	1.211940973975	10	3	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:sh	1.198073082199	7	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:kar	1.198073082199	7	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oly	1.198073082199	7	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:al	1.198073082199	7	2	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:hd	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:po	1.184554718469	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:chd	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lol	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lsy	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ola	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:opa	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ory	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:tee	1.184554718469	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ty$	1.184554718469	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:arol	1.184554718469	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:otol	1.184554718469	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:al$	1.183010435021	34	10	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:al	1.175304909456	62	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ara	1.091177310181	11	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ot	1.078409581351	66	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^ot	1.078409581351	66	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ls	1.040959437241	8	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^ol	0.983930030690	27	7	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:kol	0.982827255674	12	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ty	0.958465656925	5	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:air	0.958465656925	5	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:alo	0.958465656925	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:dor	0.958465656925	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oee	0.958465656925	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ols	0.958465656925	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oro	0.958465656925	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:otc	0.958465656925	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:chy	0.954786632239	16	4	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:^o	0.945075294040	219	39	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:te	0.935148750509	24	6	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:aly	0.904456274227	9	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:aro	0.904456274227	9	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:rol	0.904456274227	9	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:la	0.783692610433	10	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ral	0.783692610433	10	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:pa	0.773189888233	6	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:sy	0.773189888233	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ala	0.773189888233	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:olc	0.773189888233	6	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:rai	0.773189888233	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:sy$	0.773189888233	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	LAYER:d	0.719994430596	52	11	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_LEN:4	0.707745979981	84	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:hy$	0.705569700559	24	5	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^op	0.675342555926	11	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^or	0.675342555926	11	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:l$	0.669575595983	75	15	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ro	0.634306680537	16	3	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:do	0.616076243276	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:tc	0.616076243276	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:dal	0.616076243276	7	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:tch	0.616076243276	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_LEN:7	0.599717392104	31	6	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:op	0.577033873126	12	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ol	0.559261240866	75	14	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:hy	0.556505365521	27	5	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	CLOSURE:1	0.554408644377	64	12	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H1:t	0.517134792959	95	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^ok	0.495584007797	61	11	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^al	0.494696241836	18	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:eey	0.479573080262	8	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:ary	0.479573080262	8	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	LAYER:sh	0.479573080262	8	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ck	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ea	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ep	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ha	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:k$	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:kh	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^cp	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^oe	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^oi	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:cha	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:chs	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ckh	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:hee	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ho$	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:hs$	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:kai	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lam	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lda	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ock	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:odc	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:odo	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:yko	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:am	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:okol	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:or	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:otoky	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:yky	0.472359342938	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:yto	0.472359342938	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H1:o	0.457531661822	277	41	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ra	0.431018182533	19	3	12	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ok	0.363667979430	67	11	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:^e	0.358809416467	9	1	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ir	0.358809416467	9	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:oe	0.358809416467	9	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H1:k	0.309454974939	115	18	16	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^ar	0.305835267159	33	5	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:y$	0.270428824304	111	17	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:or$	0.259282597930	22	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:dar	0.250459361961	10	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:yke	0.250459361961	10	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:^d	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:dc	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:hs	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:oa	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:of	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:oi	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:yd	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^of	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:dch	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ees	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:eos	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:iir	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:key	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:koc	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:od$	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oii	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:sho	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:thy	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:to$	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:yky	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ys$	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:okeo	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:oko	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:oky	0.246270281394	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_EXACT:ol	0.246270281394	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	LAYER:t	0.246270281394	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_LEN:5	0.223143551314	74	11	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H1:a	0.204020634682	165	24	17	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ar	0.191324833044	69	10	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ry	0.187211542088	17	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oko	0.187211542088	17	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ry$	0.187211542088	17	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oto	0.157780447878	24	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	HOST_LEN:3	0.152512677823	44	6	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:kee	0.152150679161	11	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ee	0.064538521138	26	3	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ary	0.062131781107	12	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ky$	0.062131781107	12	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:teo	0.062131781107	12	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:cp	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:es	0.060994512703	5	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ph	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H2:ys	0.060994512703	5	0	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^am	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^os	0.060994512703	5	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:^s$	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:cph	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:dai	0.060994512703	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:eor	0.060994512703	5	0	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:hor	0.060994512703	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:ir$	0.060994512703	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:lar	0.060994512703	5	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
FIGURE	H3:oct	0.060994512703	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
