channel	candidate_id	visual_feature	formal_feature	feature_level	aliases	label	n_hard	contact_or_positive_n	gap_or_negative_n	feature_positive	positive_with_feature	negative_with_feature	effect_p_feature_given_positive_minus_negative	feature_value_summary	within_array_signed_effect	informative_arrays	conditional_mutual_information_bits_per_row	raw_mdl_gain_bits	selector_paid_mdl_gain_bits	exact_permutation_worlds	exact_signed_p	exact_cmi_p	conditional_library_max_signed_p	conditional_library_max_cmi_p	cyclic_rotation_worlds	cyclic_rotation_p	length_group_matched_worlds	length_group_matched_signed_p	per_array_contributions	leave_one_array_effects	leave_one_folio_effects	survives_leave_one_array_direction	survives_leave_one_folio_direction	edition_min_mask_jaccard	edition_signed_effects	uncertainty_dependence	obvious_confounds	notes	atlas_row
BFE_ENCLOSURE	759be3b677e4	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_OR_(FAMILY_2GRAM:BA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	20	12	8	0.13461538461538458	present=20	1.0	1	0.16740527490597734	-0.21233875667252633	-8.0578288076169	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	11
BFE_ENCLOSURE	50606ed53da8	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:A)_OR_(SYMBOL_COUNT_GE:6)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	21	14	7	0.33653846153846156	present=21	1.0	1	0.16740527490597734	-0.17136697561622327	-8.016857026560597	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	12
BFE_ENCLOSURE	d3d2498c8a6c	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_1:B)_OR_(FAMILY_1GRAM:F)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	8	3	5	-0.19711538461538464	present=8	-1.0	1	0.16740527490597734	0.7063772743327874	-7.139112776611587	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:-1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:-1.000000:1;f77v:-1.000000:1;f80r:-1.000000:1;f82r:-1.000000:1;f82v:0.000000:0;f83r:-1.000000:1;f83v:-1.000000:1	f77:-1.000000:1;f80:-1.000000:1;f82:0.000000:0;f83:-1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED;POSSIBLE_LENGTH_CONFOUND	Postselected depth-2 exploratory combination.	13
BFE_ENCLOSURE	ef7a5647cf86	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_2:BA)_OR_(FAMILY_1GRAM:K)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	16	11	5	0.30288461538461536	present=16	1.0	1	0.16740527490597734	-2.0196936787301283	-9.865183729674502	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	14
BFE_ENCLOSURE	17df47f9ef47	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_2:BA)_OR_(FAMILY_SUFFIX_2:KA)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	13	8	5	0.11538461538461536	present=13	1.0	1	0.16740527490597734	-1.5867342714540165	-9.43222432239839	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	15
BFE_ENCLOSURE	4944299fff3b	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_2:BA)_OR_(SYMBOL_COUNT_GE:6)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	20	14	6	0.41346153846153844	present=20	1.0	1	0.16740527490597734	-0.3233700690612693	-8.168860120005643	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	16
BFE_ENCLOSURE	01f1f946690d	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(FAMILY_SUFFIX_3:QAB)_OR_(FAMILY_1GRAM:F)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	4	0	4	-0.3076923076923077	present=4	-1.0	1	0.16740527490597734	2.139336681608892	-5.706153369335483	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:-1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:-1.000000:1;f77v:-1.000000:1;f80r:-1.000000:1;f82r:-1.000000:1;f82v:0.000000:0;f83r:-1.000000:1;f83v:-1.000000:1	f77:-1.000000:1;f80:-1.000000:1;f82:0.000000:0;f83:-1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;ONE_POSITIVE_FOLIO;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED;ZERO_POSITIVE_SUPPORT;POSSIBLE_LENGTH_CONFOUND	Postselected depth-2 exploratory combination.	17
BFE_ENCLOSURE	2cc959b66834	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_RF1b:A2)_AND_(FAMILY_1GRAM:B)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	13	6	7	-0.16346153846153844	present=13	1.0	1	0.16740527490597734	-0.5457624903977205	-8.391252541342094	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	18
BFE_ENCLOSURE	71292672419c	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_RF1b:A2)_AND_(SYMBOL_COUNT_GE:5)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	13	7	6	-0.024038461538461564	present=13	1.0	1	0.16740527490597734	-0.8497686772878126	-8.695258728232186	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	19
BFE_ENCLOSURE	14cf9538fe89	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_RF1b:A2)_OR_(FAMILY_1GRAM:J)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	15	8	7	-0.038461538461538436	present=15	1.0	1	0.16740527490597734	-1.4347311780089704	-9.280221228953344	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	20
BFE_ENCLOSURE	a3e5490c6140	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_RF1b:A2)_OR_(SYMBOL_COUNT_GE:6)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	19	12	7	0.21153846153846156	present=19	1.0	1	0.16740527490597734	-1.0603356632274732	-8.905825714171847	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	21
BFE_ENCLOSURE	78609e106295	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_ZL3b:A2)_AND_(FAMILY_1GRAM:B)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	14	7	7	-0.10096153846153844	present=14	1.0	1	0.16740527490597734	-0.6977655838427665	-8.54325563478714	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	22
BFE_ENCLOSURE	aac37fd74878	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_ZL3b:A2)_AND_(SYMBOL_COUNT_GE:5)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	14	8	6	0.038461538461538436	present=14	1.0	1	0.16740527490597734	-0.6977655838427665	-8.54325563478714	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	23
BFE_ENCLOSURE	ec5dca25949e	INDIVIDUAL_BOUNDED_VS_OPEN_OR_COMMUNAL	(MEMBER_TOKEN_ZL3b:A2)_OR_(FAMILY_1GRAM:J)	JOINT_DEPTH2		LIKELY_PAGE_CONFOUND	29	16	13	16	9	7	0.024038461538461564	present=16	1.0	1	0.16740527490597734	-1.2827280845639244	-9.128218135508298	10	0.1	0.1	1.0	1.0	5	0.2	0	1.0	f77r:0.000000:0;f77v:0.000000:0;f80r:0.000000:0;f82r:0.000000:0;f82v:1.000000:1;f83r:0.000000:0;f83v:0.000000:0	f77r:1.000000:1;f77v:1.000000:1;f80r:1.000000:1;f82r:1.000000:1;f82v:0.000000:0;f83r:1.000000:1;f83v:1.000000:1	f77:1.000000:1;f80:1.000000:1;f82:0.000000:0;f83:1.000000:1	1	1		NOT_EVALUATED_POSTSELECTED_JOINT	NO_UNCERTAIN_ROWS	ONE_INFORMATIVE_ARRAY;POSTSELECTED_COMBINATION;EDITION_ROBUSTNESS_NOT_EVALUATED	Postselected depth-2 exploratory combination.	24
