content_folio_id	layout_folio_ordinal	register	hand	source_unit_hash	source_unit_overlap_registers	records	physical_lines	source_groups
F0074	74	R1	S1	U8e22e60a6ea2f5	1	5	14	94
F0075	75	R3	S2	U62ca203225d32e	2	6	18	117
F0076	76	R3	S2	U62ca203225d32e	2	4	14	83
F0077	77	R4	S2	U62ca203225d32e	2	4	10	70
F0078	78	R4	S2	U62ca203225d32e	2	7	20	130
F0079	79	R3	S1	U8135481bbd270d	1	3	8	52
F0080	80	R3	S1	U8135481bbd270d	1	3	11	70
F0081	81	R3	S1	U8135481bbd270d	1	5	11	69
F0082	82	R3	S1	U8135481bbd270d	1	3	11	62
F0083	83	R3	S2	U21d63f5c1a79ec	1	4	10	62
F0084	84	R3	S2	U21d63f5c1a79ec	1	7	22	134
F0085	85	R3	S2	U29836f7be370a4	2	5	18	109
F0086	86	R3	S2	U29836f7be370a4	2	3	10	65
F0087	87	R4	S1	U29836f7be370a4	2	7	20	128
F0088	88	R4	S1	U29836f7be370a4	2	3	7	46
F0089	89	R2	S2	Ud111d257de920c	2	5	15	99
F0090	90	R2	S2	Ud111d257de920c	2	4	10	62
F0091	91	R2	S2	Ud111d257de920c	2	3	9	60
F0092	92	R2	S2	Ud111d257de920c	2	3	7	50
F0093	93	R2	S2	Ud111d257de920c	2	6	18	110
F0094	94	R2	S2	Ud111d257de920c	2	3	9	54
F0095	95	R2	S2	Ud111d257de920c	2	3	7	53
F0096	96	R2	S2	Ud111d257de920c	2	7	19	129
F0097	97	R2	S2	Ud111d257de920c	2	7	20	130
F0098	98	R3	S2	Ud111d257de920c	2	4	10	63
F0099	99	R3	S2	Ud111d257de920c	2	6	18	116
F0100	100	R3	S2	Ud111d257de920c	2	5	10	67
F0101	101	R3	S2	Ud111d257de920c	2	3	9	65
F0102	102	R3	S2	Ud111d257de920c	2	6	21	132
F0103	103	R3	S2	Ud111d257de920c	2	4	14	87
F0104	104	R3	S2	Ud111d257de920c	2	3	9	58
F0105	105	R3	S2	Ud111d257de920c	2	4	11	71
F0106	106	R3	S2	Ud111d257de920c	2	5	16	88
F0107	107	R2	S2	Uc9cd745f0db1b9	1	5	12	80
F0108	108	R2	S2	Uc9cd745f0db1b9	1	4	13	88
F0109	109	R2	S2	Uc9cd745f0db1b9	1	3	11	61
F0110	110	R2	S2	Uc9cd745f0db1b9	1	7	20	119
F0111	111	R2	S2	Uc9cd745f0db1b9	1	6	20	115
F0112	112	R2	S2	Uc9cd745f0db1b9	1	5	13	79
F0113	113	R2	S2	Uc9cd745f0db1b9	1	3	8	58
F0114	114	R2	S2	Uc9cd745f0db1b9	1	4	13	82
F0115	115	R2	S2	Uc9cd745f0db1b9	1	5	14	87
F0116	116	R2	S2	U44d1e518a70948	1	3	10	57
F0117	117	R2	S2	U44d1e518a70948	1	7	16	101
F0118	118	R2	S2	U44d1e518a70948	1	3	10	55
F0119	119	R2	S2	U44d1e518a70948	1	5	13	86
F0120	120	R2	S2	U44d1e518a70948	1	7	21	138
F0121	121	R2	S2	U44d1e518a70948	1	7	24	144
F0122	122	R2	S2	U44d1e518a70948	1	5	13	81
F0123	123	R2	S2	U44d1e518a70948	1	4	13	79
F0124	124	R2	S1	U9a7bc78a217f21	1	4	12	74
F0125	125	R2	S1	U9a7bc78a217f21	1	4	12	80
F0126	126	R2	S1	U9a7bc78a217f21	1	7	16	104
F0127	127	R2	S1	U9a7bc78a217f21	1	6	19	115
F0128	128	R2	S1	U9a7bc78a217f21	1	5	16	100
F0129	129	R2	S1	U9a7bc78a217f21	1	5	13	80
F0130	130	R2	S1	U9a7bc78a217f21	1	6	20	120
F0131	131	R2	S1	U9a7bc78a217f21	1	4	14	86
F0132	132	R2	S2	U7d7592086a0fdf	2	6	18	120
F0133	133	R2	S2	U7d7592086a0fdf	2	3	10	57
F0134	134	R2	S2	U7d7592086a0fdf	2	6	18	112
F0135	135	R3	S1	U7d7592086a0fdf	2	7	20	117
F0136	136	R3	S1	U7d7592086a0fdf	2	6	18	112
F0137	137	R3	S1	U7d7592086a0fdf	2	3	11	60
F0138	138	R4	S1	U18fee0dae3e3a8	1	4	12	77
F0139	139	R4	S1	U18fee0dae3e3a8	1	6	13	79
F0140	140	R4	S1	U18fee0dae3e3a8	1	3	10	55
F0141	141	R4	S1	U18fee0dae3e3a8	1	6	15	96
F0142	142	R4	S1	U18fee0dae3e3a8	1	3	10	64
F0143	143	R4	S1	U18fee0dae3e3a8	1	6	17	119
F0144	144	R4	S1	U18fee0dae3e3a8	1	6	20	127
F0145	145	R4	S1	U18fee0dae3e3a8	1	3	8	53
F0146	146	R4	S1	U18fee0dae3e3a8	1	5	15	91
F0147	147	R4	S1	U18fee0dae3e3a8	1	5	13	87
F0148	148	R4	S1	U18fee0dae3e3a8	1	4	12	74
F0149	149	R4	S1	U18fee0dae3e3a8	1	5	11	78
F0150	150	R4	S2	U1332e0f8ebdc2a	1	4	11	71
F0151	151	R4	S2	U1332e0f8ebdc2a	1	3	10	61
F0152	152	R4	S2	U1332e0f8ebdc2a	1	6	11	73
F0153	153	R4	S2	U1332e0f8ebdc2a	1	5	18	117
F0154	154	R4	S2	U1332e0f8ebdc2a	1	4	13	76
F0155	155	R4	S2	U1332e0f8ebdc2a	1	4	10	63
F0156	156	R4	S2	U1332e0f8ebdc2a	1	3	7	52
F0157	157	R4	S2	U1332e0f8ebdc2a	1	6	13	94
F0158	158	R4	S2	U1332e0f8ebdc2a	1	7	16	113
F0159	159	R4	S2	U1332e0f8ebdc2a	1	4	12	74
F0160	160	R4	S2	U1332e0f8ebdc2a	1	3	9	51
F0161	161	R4	S2	U1332e0f8ebdc2a	1	3	9	62
F0162	162	R4	S2	U1332e0f8ebdc2a	1	5	15	93
F0163	163	R3	S1	Ufeba34a10a95b3	1	4	15	91
F0164	164	R3	S1	Ufeba34a10a95b3	1	6	20	128
F0165	165	R3	S1	Ufeba34a10a95b3	1	5	11	73
F0166	166	R3	S1	Ue8fdbc48ecfd63	1	4	11	77
F0167	167	R3	S1	Ue8fdbc48ecfd63	1	6	15	99
F0168	168	R3	S1	Ue8fdbc48ecfd63	1	4	9	69
F0169	169	R3	S2	Uf7c6d90a2193a4	1	6	17	105
F0170	170	R3	S2	Uf7c6d90a2193a4	1	6	21	126
F0171	171	R3	S1	U8a795a2ba2d52b	1	3	10	65
F0172	172	R3	S1	U8a795a2ba2d52b	1	7	17	111
F0173	173	R3	S1	U8a795a2ba2d52b	1	4	10	65
F0174	174	R3	S2	U695c795010c62c	1	7	17	105
F0175	175	R3	S2	U695c795010c62c	1	7	24	154
