status	corpus_id	held_fold	left_operations	right_operations	pair_cells	compatible_cells	compatible_density	selected_k_left_full_descriptive	selected_k_right_full_descriptive	left_min_class_size	right_min_class_size	block_mdl_bits	in_sample_block_gain_bits	occupied_positive_blocks	blocks
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F10	198	151	29898	40	0.0013378821325841193	1	1	198	151	446.94084566448674	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F11	201	156	31356	55	0.001754050261512948	1	1	201	156	590.2802457706356	0.0	1	1
SCORED	LATIN_MEDICAL_GRAPHEMATIC	F12	200	142	28400	51	0.0017957746478873238	1	1	200	142	546.0917152714854	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F01	213	198	42174	124	0.002940200123298715	1	1	213	198	1229.1382766349054	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F02	212	195	41340	104	0.0025157232704402514	1	1	212	195	1055.54108586881	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F03	212	195	41340	119	0.0028785679729075955	1	1	212	195	1183.514026242104	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F04	212	196	41552	109	0.002623219098960339	1	1	212	196	1099.3348860570043	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F05	212	198	41976	109	0.002596721936344578	1	1	212	198	1100.9407951777716	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F06	212	197	41764	129	0.0030887845991763242	1	1	212	197	1269.194415603923	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F07	213	195	41535	122	0.0029372818105212473	1	1	213	195	1209.601445672206	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F08	213	195	41535	130	0.003129890453834116	1	1	213	195	1276.4863089268	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F09	212	197	41764	108	0.0025859591993104107	1	1	212	197	1091.5552232122038	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F10	212	196	41552	118	0.0028398151713515596	1	1	212	196	1175.9473849716826	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F11	213	193	41109	118	0.0028704176700965725	1	1	213	193	1174.1123335282184	0.0	1	1
SCORED	LATIN_15C_GRAPHEMATIC	F12	213	198	42174	118	0.0027979323753971642	1	1	213	198	1178.4911159819203	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F01	181	118	21358	27	0.001264163311171458	1	1	181	118	306.0711900819668	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F02	182	124	22568	31	0.0013736263736263737	1	1	182	124	346.67117634686076	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F03	178	116	20648	30	0.0014529252227818675	1	1	178	116	333.2268852693232	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F04	179	112	20048	26	0.0012968874700718276	1	1	179	112	293.99714963169595	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F05	174	119	20706	24	0.0011590843233845263	1	1	174	119	275.8480427553667	0.0	1	1
SCORED	LATIN_SCHOLASTIC_GRAPHEMATIC	F06	175	115	20125	17	0.0008447204968944099	1	1	175	115	205.2312337545958	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F01	111	66	7326	18	0.002457002457002457	1	1	111	66	188.40568012363528	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F02	117	52	6084	25	0.00410913872452334	1	1	117	52	240.45930973096017	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F03	124	70	8680	30	0.0034562211981566822	1	1	124	70	295.05125543779315	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F04	117	65	7605	14	0.0018408941485864563	1	1	117	65	153.83329243566118	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F05	121	65	7865	18	0.0022886204704386523	1	1	121	65	190.30266464983248	0.0	1	1
SCORED	IFORAL_1395_1411_GRAPHEMATIC	F06	119	61	7259	25	0.003444000551040088	1	1	119	61	246.9674911752701	0.0	1	1
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F01	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F02	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F03	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F04	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F05	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSUFFICIENT_CLASS_CAPACITY	LATIN_GERMAN_APOTHECARY_LATE15	F06	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
