model	scope	physical_folio	pairs	gain_bits	positive
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f96	2	0.493054019170	1
RAW_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f99	1	-0.246625100329	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f1	1	-0.113248868947	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f10	1	0.117488579012	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f100	1	-0.346243294863	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f13	1	-0.174146160275	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f14	2	-0.151345459073	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f15	6	0.350173363900	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f16	4	-0.159218140961	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f17	3	0.167819781430	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f18	5	-0.360739983305	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f19	3	-0.429016549134	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f2	4	0.135777304663	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f21	2	0.189321684122	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f22	6	-0.728492516534	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f23	2	-0.020995472148	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f24	4	0.142255362701	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f25	2	-0.023573982924	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f28	4	-0.014755747836	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f29	1	-0.392833398893	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f3	2	-0.042958876660	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f30	3	-0.077398252249	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f31	1	0.120937833194	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f32	3	-0.405694441926	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f34	1	-0.462870955660	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f35	9	-0.116082611318	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f36	6	-0.928163376394	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f37	7	0.366123217502	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f38	1	-0.653507841497	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f4	3	-0.348036415357	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f40	1	-0.195413410913	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f42	3	-0.639319220103	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f43	1	-0.216847871237	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f45	2	0.130160162477	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f46	2	-0.088845101605	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f47	5	0.156753551494	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f48	1	0.270285332858	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f5	1	-0.401348803319	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f50	1	-0.129058595172	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f51	1	-0.186278965460	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f52	1	-0.375376563942	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f54	1	0.011410601710	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f55	1	0.076350078499	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f56	5	0.452292069992	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f6	5	-0.009764377093	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f66	3	1.119255948874	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f7	3	0.023050678794	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f75	7	-0.689380039656	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f76	6	0.136785245058	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f77	10	0.536313773455	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f78	9	0.515626020543	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f79	9	-0.034193003537	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f8	2	-0.078167949617	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f80	6	-0.543777399630	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f81	5	-1.263974208794	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f82	5	1.035884340122	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f83	12	-1.165853320394	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f85	1	-0.123963985302	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f86	7	0.903071872888	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f88	1	0.042888097125	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f89	1	0.056756191849	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f9	1	0.038014006804	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f93	5	-0.691786969705	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f94	1	0.182081662454	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f95	5	0.466326453974	1
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f96	2	-0.209865677132	0
HOST_CHAR3	PRIMARY_CONTINUATION_TO_CONTINUATION	f99	1	-0.166640885742	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f1	1	0.109763353126	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f10	1	0.004884839428	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f100	1	-0.034279344781	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f13	1	0.016698961392	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f14	2	-0.135808235596	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f15	6	-0.082036338481	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f16	4	0.222074493591	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f17	3	-0.108890797009	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f18	5	0.011189842539	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f19	3	0.083403348979	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f2	4	-0.060561014399	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f21	2	0.049044023355	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f22	6	0.044370940644	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f23	2	-0.112156395667	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f24	4	-0.082784995549	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f25	2	-0.146067456291	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f28	4	-0.124502507630	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f29	1	0.043734317258	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f3	2	-0.013159514835	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f30	3	0.052574813405	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f31	1	-0.252970476292	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f32	3	0.384352864778	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f34	1	-0.123877427358	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f35	9	-0.052208234998	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f36	6	0.072992115886	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f37	7	-0.080099663005	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f38	1	-0.115962782510	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f4	3	-0.023909326082	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f40	1	-0.096464902407	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f42	3	-0.157156187358	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f43	1	-0.068746574512	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f45	2	-0.102063234490	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f46	2	-0.045900031378	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f47	5	0.356532423810	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f48	1	0.270806266448	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f5	1	0.112032332496	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f50	1	-0.024071897421	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f51	1	0.018611062577	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f52	1	-0.028528704421	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f54	1	0.002871231337	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f55	1	-0.004625479833	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f56	5	0.009817195845	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f6	5	-0.041078535270	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f66	3	-0.198912962838	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f7	3	-0.140718229690	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f75	7	0.794149896964	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f76	6	1.058847761959	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f77	10	0.100752689383	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f78	9	0.250383186101	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f79	9	-0.338475660228	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f8	2	-0.049897762524	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f80	6	0.688813103244	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f81	5	0.569793656647	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f82	5	0.077649405636	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f83	12	-0.379356386198	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f85	1	-0.033372194820	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f86	7	0.137364942115	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f88	1	-0.093268198626	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f89	1	0.053237589956	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f9	1	0.019323372504	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f93	5	-0.452854593719	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f94	1	0.004797455770	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f95	5	-0.087835787542	0
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f96	2	0.125080952857	1
COMPILER12	PRIMARY_CONTINUATION_TO_CONTINUATION	f99	1	0.029217044416	1
