corpus	book_or_ms	record_id	pages	lines	groups	abbreviation_marked_groups	unique_raw_groups	unique_page_hosts	reused_page_host_occurrences	raw_group_identity_set_sha256	raw_char3_set_sha256	page_host_identity_set_sha256	page_host_char3_set_sha256	compiler_signature_set_sha256	marker_and_position_set_sha256	host_plus_compiler_set_sha256
NUREMBERG	Band2	NB_B2_R000011	Rst Nbg-Briefbücher-Nr 2_0005_left.png;Rst Nbg-Briefbücher-Nr 2_0005_right.png	21	155	34	103	93	62	f182085193c9a780042a3f0b744066d4fadea5c0cf599fa5ec8c381ecef69dd9	779dfc203b3965e38d850ff0045f9a7926bfc61b0d74fb003e6219c299ab4333	d4ce9e83c2895765af1aeda23cbb874fd1a45a7f072e0b7dd3c4557f88d2f158	a01687dc58d77e41a73298cc7c47361be0af67aaa7c60058107925148354ebff	a19e500a64b5836f1b924e95f04e8b366f1161d33c8dca5519fdbde27193b35c	d502b934a26c4f6a27f12d5586270840d9008dfb1454b282118f3371b780b0ee	4925aec32a72d56bbd2727d2e6af810b01d9b18c5548e85f715d6831d97b056a
NUREMBERG	Band2	NB_B2_R000012	Rst Nbg-Briefbücher-Nr 2_0005_right.png	25	194	41	130	110	84	d840d06d7b993ae56ba5fa85db81e26b31263500f15bef07fe52d78118efd47e	8d2d5fee3f367671390b55af9117b540264c077eb031a1ff4e3593e714f53a2f	87de6617505dfc4ed515a8348635fb923c9143955bc6d5519955b829a849b95a	e4a4875664b26ea3642ddd0f83db16c9b35f44ebecac4f3a0f1569ed2fc5ea4e	345f00d833062f02a52e8a36b55eadfb600e49afe486c720328c09d3b9d86774	8a3eb525d9ab3525fd5df209368a4f6ace5073b95b07c52ed5dfb1f1530b00ce	1347579f1916df18c32034382fae4739cb3609d77eaf5bf25ed1bef306a29f22
NUREMBERG	Band2	NB_B2_R000013	Rst Nbg-Briefbücher-Nr 2_0005_right.png	5	36	11	32	30	6	1609891c7fbffa56c4960987d2b3227cf3fae4937d75ae19b3ba95ab7264c0a9	55936d17618c0197de9be585c7dcf2354db4a07637aa28456733c6975c4affe5	1662f48a3d4750b8234e639ff2d2fc12d681a437090b171ab5d89cc2068a84b1	20c77f6f0bc3c3990a681a90ae05abae7f6ee04ca16b25618d50628cfca073d2	6d87caf2b987476cea8ec3697f3f9f555b1026c3ef6cf0a424411c165da818d4	78519a36d97ddfb640907b4430b11e1b7eb8442cec6f458470069e047b9200e7	3d573a249d9d30c1db3c7cde03dcba8594ade822e8c7014bcb96eb6bc99854ca
NUREMBERG	Band2	NB_B2_R000014	Rst Nbg-Briefbücher-Nr 2_0006_left.png	38	260	72	132	113	147	30ca44127161d4d0a657c0632cec0b096205c4c12a4dc2faebb8ae63b0299a01	baf8f49e4abc17ecefbc3484e30fd467ad32db13bd7831d670a8f2275ccde667	b3e8fad411d2569d0f619b77923491334840ced27dd721668bf04137401d4566	33196223e98ae4cd40d3d173f64810b79ecbccf2d9d3ac8436ff67734f6ddd85	14fddb8f1cb64e96a3f574cad43de0ecff339527277f3c5520f3cef1d40e8dd3	b04d57374643b25c53ad7bd4e07d5473b66b6f524eeea4d45ddd2c24b5e6b053	9edab2b0a979905f593ee535f1f14d676e097d15b403a30c6d380c71099c48ff
NUREMBERG	Band2	NB_B2_R000015	Rst Nbg-Briefbücher-Nr 2_0006_right.png	23	187	56	126	103	84	a6bdaf4d6762122ef34983b284d61df38a49fa7ea5adb8d075ea9d805a246f58	50492ae38cb2340306fd86e0faf4f1afa6eced88d759eeb425aa8e5e01591146	46a84795a96bd3c0f954fd20c63dffeacf05490acd914ef9d184cd883ba653d1	64e86e643a5ad7fe542b53b8a9aef6ce30ce557e587d589e3eb0eb9a01085ed4	ea0f2f7ccb7974c34c88bf107a1082e053ab14b0bb801cd86ac1bf838838a990	53a6878fb8ff1aaccf31b382335c97d877352ce8656f1cd0b44377151b534cdb	318fb1e76c02a09a2abc2ab4e02cee83abf8b22fac0907a309f59321184687b6
NUREMBERG	Band2	NB_B2_R000016	Rst Nbg-Briefbücher-Nr 2_0006_right.png	14	119	39	94	91	28	8a50b06eeb2f70394756360f4a3f1cb6e5722253ff89a1c064b201869933dfc9	6c12db85f6d43b077d2a6b4fcec1cd1e370e60a85cb45d11f4289b68dab3c5e3	ba6d702177c5f0318a33a6f68b3652c1d2195ef4f4bbd96bd150945a432f5269	8f70df3021a415982105397ab6610091119ebeb5aee7ca6a11195b396fd3a959	7f1c213a4c212c0ed58b88ea62e63ab3a7ebfbb349348c2aedcea49f577dbb24	7e6f323641b999159f28349ff763afee5e7d064f0afb01ed134862a1f8424070	5aac387acc69204eb0282cc4f99b1470c46ed581ae6667dcbefaddfaf3f135c6
NUREMBERG	Band2	NB_B2_R000017	Rst Nbg-Briefbücher-Nr 2_0007_left.png	9	67	23	59	54	13	7f0bf6e162657fef13f255be0b63e6d1ca75d1277bd5a56518923b64dde7a0f1	da37bf4555c4a0c11d1c1f9bb6af41bcad71c4929732e0962a62f722c1347245	66688023ce3b2802d79092e187300350f1bb9b22fd48db878eb484f5ef959650	9d8691855bbd94680051ae4ed98e68913957ea9317dfc9ea2b3ee107732d29f7	f8cd26c1aadf9a5f3ddfbb6f894fe1712ae0834a4987fe5356948a2979da6c8d	e8a03c79279ed7504f1e54bed16341d3195498acb10b3232bf969a106e14b5ee	0dd240c0dbae6c6bfd1e19551a4c0ef5cfb6842b5f800bb3b85af4015d22d776
NUREMBERG	Band2	NB_B2_R000018	Rst Nbg-Briefbücher-Nr 2_0007_left.png	6	47	18	43	43	4	04776947885018a7dc8a7319199c1b3090b5774bbaeb92ea96a21b0c32534705	94629853c6fb7795504b007e38a9a1b398df2928d6ff008758a5b37d5e16498a	f608c75b5dbb319402dee37188b7ae5834fd9bafef96214170e701ec73a3a818	016d61d0c20f3a5c618df0b24fcc25faa2ec72c14590cd8e93fc6c6334ed3f8f	b0bf574b6bef067f518c37f9d3ded6548778d6ff49663d352dea028560309db5	711d283700e8278c44259afdcd2beb80769fd019b15be74f5f24cfb50aacbb7e	69e02aa7dbafb2571151aebf0f7aa36ed87ffa8e8d4ff47d84e5a6c47f767923
NUREMBERG	Band2	NB_B2_R000019	Rst Nbg-Briefbücher-Nr 2_0007_left.png	18	142	48	94	82	60	6ed9c241c21f8d07e1a8be39d4da5fdf6c86722e4edeb773fb1325fe1b93e8b9	6e86ca463d13896d467caf3f89a36dd80d282f115ee41a401d71782eeeab1a8a	ac0af81b62bf74e8378605beb1314798ae0717c4c0e8247928764b7fc0bf0b4d	5fc73666f8cb5a419ecfa1a1ce0b8ce33dfeaed38212b8982df384b8b16e2a12	7400af96d9b04abaa608df8a299a162a67a864c984dfc369aac389b29da5f8ca	ed8d6ca48c23596d10aa07b031b0f3559716037d0a97597354a1241de54912d9	b0bfd31e7f8031f4b4f4cee2992ab4f2cd33269171ddd783def74f6135606c4a
NUREMBERG	Band2	NB_B2_R000020	Rst Nbg-Briefbücher-Nr 2_0007_right.png	27	188	65	109	94	94	d379eac10ae85b99bbdff073bbc1886c6b2edba4bb45f86ed0678c7b34507ec9	5a19393ec0dfb61f54175bcf2519dbd45039cfc88af10315ac568a850674cb3a	775de0d23178ad4edaeae65b2d234bf742cea2145b4d636201516c6fd081cdd4	4290c9342e9e5e969c574b1266ebf0647c71284fb31909a0ef5a20674c60a2c9	036b4e5e141bb734c68fb0dcee48c391fc0bd4b7a2ae7e5067343866a440616a	c988f28f698e9859208db358730293b3039464b50ad60a838a08d668ca7b3744	ce366d5fd75dbaaa487f0eeb2d650f092a0f6209b7a57d8932818323bf802658
NUREMBERG	Band2	NB_B2_R000021	Rst Nbg-Briefbücher-Nr 2_0008_left.png;Rst Nbg-Briefbücher-Nr 2_0008_right.png	83	556	201	221	174	382	4a931f05082cf72f1aa4d0fa63db2f7d35198206421f1ebfb5e2c6902593303a	602177126966ef7251597adfac06fd24d0231cfdebf20d72fe6f37b44b76fb84	375b7a5655e664bbf62960054c813335ffc501d5de4a7cb862c36a90ff90d45d	6f6aeee87a845ff583b100d7bccd748f211c14475b765dc36d40a1d0a2b565ac	e7894b0375bb3c8a21d8ebeeb56f717b91966c403baddcf12c909b5bf994abdf	d785a6e3b4e8f65f0d7cd59411d59ac041f996fadfbd60c7e79ad14fbfe77956	4bddecdbd05e442a39a988990c7ea0e579b458839f69b8688d5cc4d0ba06e8be
NUREMBERG	Band2	NB_B2_R000022	Rst Nbg-Briefbücher-Nr 2_0009_left.png	22	119	42	80	68	51	33fd485cc3d6ced5b4e89ecf4227612fea454c6a2d3d592cfd5d9ca01ab06ab1	ef26817c2576111dba3a5148b6754f6e22de762747565dba2229edd1fc4f297b	ca4ed04c5acc4c4c010e161d8b0ce76681c2a242beb66cf682e88e3e7be0da38	43edc4c870b049ca68e865fd4150686378193a49e0864f758c416683f9d68a25	b4920cfe9991d53dfa0de455184a23c3bc2583c6c6b054135aaafcf732cc09f7	2c25984ef9d1761de678fcf8b769bf97198fbc3b031b4f722516bc0675e81567	fbf95ce0a76e2991a23cadc3b5865a14c726afd9ec9c2331d82214610eca1af2
NUREMBERG	Band2	NB_B2_R000023	Rst Nbg-Briefbücher-Nr 2_0009_left.png	11	80	24	66	60	20	b76e43d431f7d2061186368e002052815d03bedec2260c9a0435c411babdba32	54273bf8d9c5ae7ae5a9ecad33c73cb6e048ad3a94c8bf75d569b8764904f47f	ff40b475e5df31ddb7afc6edab6368d99c251892173c11bf8c3b574a02592072	a8e3eca86962a1658e28eb07a2f967d6b07a5949a4674f657813167bbf5b3b4d	74f3a8e311b00c49296158985ab03d2ba9981eefb3f976d5dc936443c8b45023	26f6e8a29802fd4bddb9fb4cc18dcff9ea74f0acda8f12d145c9ba08cc17d198	88ec98d02acfc1393f9768c026e82eaca858e78d0f50868eb8ea972ffbb360af
NUREMBERG	Band2	NB_B2_R000024	Rst Nbg-Briefbücher-Nr 2_0009_right.png	8	59	12	56	52	7	ddb69fc5924ec4c2f3a01adcc8599bb9d9dd61bcf2d3835b802646d6ab7347d9	7da2d66bf5db72619d405922696708f61b5db2ca177a31ff32cd5375d4f4c3ca	cbf57f0e933193fb7168c8ebe96df436ea1cd5f8e31cb6b2cf859bc47f92a5db	a9af73be376b7b4d3119126d33dea137785a55cb3001b8bffe8d2724357ddb0e	dfab2b2e0f352f71db9116a5dd81472712dcf1981f2eb271f09aa728b792f1fc	2e30f8e68ddb73cb133bfa5a52f1229b4911b4673f385a308b23691a77c73d05	c127db2bad612accac87dc8d1b07d82453145c66cbe6e177f7e0d6ab8d042ba0
NUREMBERG	Band2	NB_B2_R000025	Rst Nbg-Briefbücher-Nr 2_0009_right.png	13	83	11	67	64	19	e57a61c4473e6578c27528c40f26cae5fedd7a0f71413bd644fa9c09989c7292	be4b878e3143c9506e70195a2f04293a8f8cdffe4e843498130b18c91ecbe24c	b3019c6d27ebfdcc39330546432f727acf49910465800c50879bd94bcc36f260	8e6ac7b3f06e15f42152e5bb7c87d2614db790ae23d1ffb3b3c511a5e659b20c	453faf31e21af4a6b2c42cb932b0811eb18c13ffc7fc25be1e991988c098bf6b	2c25984ef9d1761de678fcf8b769bf97198fbc3b031b4f722516bc0675e81567	65d621330325bd6dc579df7e2e1db57c516e6b99e45f13de67ff22c9ed2141f8
NUREMBERG	Band2	NB_B2_R000026	Rst Nbg-Briefbücher-Nr 2_0009_right.png	10	80	23	59	53	27	a4f1a2132d2d4d7393f9ac53c05af39cc79174b769e3f595e26c3f61d3e15818	2b40ee2e4b7434a1ffe97251977c3ca1926dd2bf5cadf256f278d4ee5ff95005	32f180b9cd6a6c1b16526f649700578ccb1717eef17c856941344cc7a3e22841	1185b4e99ef8df306cdd5a2b5588ba8366e5d74ba444c9a32375b80175c12c52	e483c76f3db5de19ad34017f57d857480f520b16ab4f394b563539bb1dd2ee82	1c7f357a931cccd1dbef52d1997ae92a3563e2a6bb8901a329a6da70ff70bd66	eb9f924563f250972d40f314ecfa35dfcc32b7edf6e40fcb61cdbf62a9069209
NUREMBERG	Band2	NB_B2_R000027	Rst Nbg-Briefbücher-Nr 2_0010_left.png	26	183	38	122	115	68	32a42e13ae4e74de3580828b6347eb8806dbe81a1518ce30fa7e2f5fed79b5ea	fb5512148b213a1adba13b1aa999272f5f8a7151da249a563c8272a5e5a5a165	e644ebd85cd0bcdb5fa2e0f6f96cb0896f056b395ff0d6eef309fca0e6c6da6d	41d4a0f690750ffd2624960c21a6adc227da56bdadbe7ed7c9bc5a8256e2fdce	f4274452d7459656e06064ae855b6c2f5077297df32a937b6d284af1be0fa226	1a3fbb0499d159e7cbea0c314f099b87e797babd66a278893cf6a2a094f747a7	c408baf546a3634f6652928c815c58a6d8a5a613f2aed78a73bf2b8463f26f6d
NUREMBERG	Band2	NB_B2_R000028	Rst Nbg-Briefbücher-Nr 2_0010_right.png	14	78	19	66	59	19	adce726e7b79e1ad5ff8916939bcba1dc42495dfc8624bc98e683ca26752537c	d31efbeafd9f64ebd7a1946253fde659c261ea43d66c5cbb85d01b9c64ee2b10	b5c20c1021a153607b65de81cc354808d8c6483488a7973cb7996ab78193104f	cdbf1c739f79ae2ef16e946e4abe614f5e47029afc2cf96d658e32e5e869a062	10cd41a676fb30deec67ffcd3c7ff318f8c394614a7a1b62473fd3c2d9875fad	ed8d6ca48c23596d10aa07b031b0f3559716037d0a97597354a1241de54912d9	1908caa82435e387c79e9b9a0a847756a339283af8a0d8551d40e7e0bde8a5eb
NUREMBERG	Band2	NB_B2_R000029	Rst Nbg-Briefbücher-Nr 2_0010_right.png	30	222	48	111	97	125	77f3efddac2a8715ae9bd20b20ca475f5536b9b03d6888f5d1d5d85f8d933fad	efe80bb3860f9fbc38dec07af700a73452f8181e5fd9f83e58a44af06f86fa45	b6c4dd0601f2e0c5bf194b281da8b6cd0ef49e4a037c2234efd8e0414dedf6ed	af930ec6ab3cf6d8ed95d8a3cf7edab689145378a6dcb83ef5537a8148b4b43a	b340a6f289b84dabde9be05a74488584ec1bebb413740a56283f16cfd1d4b51f	c11732008793eedd63bc197a53e474c513a002d8f63bfccfc8e2b15abcc231ae	b41d749cece335a5757b5d5a09c242d9bc80401b33bf35cbdaf0a0837ca65964
NUREMBERG	Band2	NB_B2_R000030	Rst Nbg-Briefbücher-Nr 2_0011_left.png	5	24	8	23	23	1	549e093c1072c3aef7533dec08450a5dec89d5985bdfee9c296c7498913d6934	c693b2356d144088d10b36ec92095f5232a03924b8186008b6973a2fb65be6f3	16a1112eca1816c55889f79905e4ddae6e60b03fd8f813197fc9d1edf88a4d1a	0111b2ae61cc2830844d233f99bf032e0bb3568d9278da66e8f05241f299bf32	d32efa376fda43bb0a5059ed355fa99ded7ea8bced7955c1465d4ff1d8ec7de7	f4946302b455af024c3c3b13e02c3a26bb494339d16c4cf1cae4069783987ff3	3e1bc5da643a92eab84d810dc8061e6a46e5c24d8461eab46490b539ee1dcbea
NUREMBERG	Band2	NB_B2_R000031	Rst Nbg-Briefbücher-Nr 2_0011_left.png	8	65	15	60	55	10	c0c0cc8bd63f216e177232be50bc274fcbb43bde0d76f509b83340f43e1fb79f	c6c18739929d3ade14e50b0a8dd957c59a34aaa40f19c26fb2d303cdf81bd705	797ddee2d6a141bf6d2a1c131909d88c516b3b5bfacf76a32dd01ae7cb0e839f	4cb13ef7a4eb83890d4d53e6ae72bbbcd80e4bb7d8e91d91035939a41a95c371	236f8b50e25ab5245ecc937d87adeb143da7c5fb1f29d07171ae2c7d9702af0a	a4d61f02fe58dd1d944694df06df651e85b37a82329fcd1e3544f1b204470a89	93e33dc1174e3608d528a4fd838ba144aa16257d00824baa0199d375f8e61a37
NUREMBERG	Band2	NB_B2_R000032	Rst Nbg-Briefbücher-Nr 2_0011_left.png	19	133	12	87	82	51	d7e1990c4880ae9fcf4c642ba3a80cfd268f0d4846784e47e58ef0254bb5a00f	9afab22c78d7604b8c0426d74926f5933c429366d002299add4a5d73f588bdf1	acc83bfd62325ebc50e36b4cec3182c6d1100dfa11ee1a7874d8a920be876ee6	31369a8fb6eb517047b25d9c6773befc49f989eb9c418f4e202e0a2079f5a69a	e99eabd0b4a0c4790f92dfc1e50e15e2502eb5dd77418f6f7ce74a1f552ae62d	1d65d3030e494ba49e61812cf649c1f26da39dfaabd64669d45ce467cba7a02d	559afe683255f7abc8a4a00b1eb10c9c0e6a84574ad0f2c333e44c4850cc4cd0
NUREMBERG	Band2	NB_B2_R000033	Rst Nbg-Briefbücher-Nr 2_0011_right.png	20	131	33	102	95	36	99733fb6071806f983363cdabe2024481b2346d8a506dbe1253f138082f322b3	8276e7fa7d9c4c959e02661f472be251492a049232ef80f14058266f1f9c8a32	8959ae9696786fdd8bcae775ccc2007d510e2b8799e663f2b94c74550ba2fd04	f71c417328bf787a4294fac6ac3a76417911fea9a4b5d4a2d5be70166f4e2d8d	289bc19653804b0aceef0257be294203763e2b6035a4035edcc2184428f74f3a	ed8d6ca48c23596d10aa07b031b0f3559716037d0a97597354a1241de54912d9	1cfdc9a613ca46ffae11972bbdf25e90c90bad500e2883fd0865a4f5c4217afa
NUREMBERG	Band2	NB_B2_R000034	Rst Nbg-Briefbücher-Nr 2_0011_right.png	3	17	5	17	17	0	872b9eceb98585d1357a4698700de739d1371f2dbf1efba93b03298f98f3e9b1	ba30b887dab74bb539f401537a525c7ef5ad88314b0d016f5784735346458090	ccf9e193b483b5747ef429ae89cb4b19ebd08a24b87a696a77bae34568242eba	9500671df84cb7778d881d08874b85956c1f4dc5852a9bd0614769067eb54645	e82c2bac72a89f2a8c852f8d83af1f23ac4bcb3eac11c68b73715eee564b9e9a	f440dd449b989232442a3f97adf53b9439965bb0bfc33e0879128cca2498ad0a	ce8fa1325bff19a113de6807d9fce2466d4218279483045be4b87e3f372f55b1
NUREMBERG	Band2	NB_B2_R000035	Rst Nbg-Briefbücher-Nr 2_0012_left.png	9	66	17	57	54	12	0c164604c0f2f4e6588adc1023617250625b61dfcef809dc7179f6d0498e3d5e	657f1bf66c2de9976ee0bdea2f478bc03e90e5be929fe5184f7e44fa4f049ec5	d6c60ada195346100cff15020e3dd76327175c6a6a8334171483f3d24d7ff11e	4c987f0f8444497609aadc020b87110cb4a9d87f0aa2201a3e7c7813b26b3ed2	5f676aaf1419f0e0c4f816a99b2dd230937050e25f51ebda363f39a89090d3ca	e3866b8b56e2db3d6eedb84bbefabbde6d52f80432e4d5c193a378111a130c19	22c1a37a82ccda7e31e1a18c19a222553f40128f5ba3ada603fde579666cee1a
NUREMBERG	Band2	NB_B2_R000036	Rst Nbg-Briefbücher-Nr 2_0012_left.png	15	118	41	85	76	42	eafcc9e0cfd8e9ac4416aa109bcc98c41a1ea709085047269a54bfeba3226e5c	fe706e43be1df048a7eef8663cd32ba4910c432394ce4920b19c2160fb5ee7c8	b7ed944421334a37558478781324dea4f9cb70c74899ce24103269a66b3a9ef9	e988ff99808756a83ecc1b12989aff19473d4fe3eccd42b92d69b8b5c03d1459	d021aa6c464a6f1175b64a81b349dcb9ad8b119ec7f36ad4fbead27b316d475e	bcf87c4461c1357fe14c7c81ba7a87ac878b1c940d5054cb31f45981c87ea65a	93f45f0602700212185dea810c736767fa89d66e6ffe59d8cd08b42d8bd0c483
NUREMBERG	Band2	NB_B2_R000037	Rst Nbg-Briefbücher-Nr 2_0012_right.png	9	77	17	63	57	20	fff395080ce1d1ab8a26643cd9cab7ee401525727f3f79ac68ed1abcf71f3033	01d4491fd03978326a7b6190af5f461fdcaa21843e1d3a98b458474e9ba4bf1c	17b9aa261913c1e4cbe72563443e889e2fba77cbdd39e5d36c80420ef6d2c7da	1a930ca1f9b49d4b5a1ecdb58b38e7a86f62a7f16201e1f14f65685c6f05f6e4	2fbf6e11ec1805f56200d2f244b1834d7a354581b7e4b08ba1c5d1c6fce154c1	1dd5547954dfd7593e07c86d46a0cc23c11ef8496c901d266a08418837da66ff	a53f78ef71af61ae783cba8a85946be8aa80d1d9968f7c8385f19e48edf0de7b
