control_id	breakdown	value	scored_events	gain_bits	gain_bits_per_event
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0013	8	2.598054033084	0.324756754135
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0014	15	-3.019691765451	-0.201312784363
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0015	16	1.473390876420	0.092086929776
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0016	12	-4.885524651812	-0.407127054318
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0017	5	-1.494846662860	-0.298969332572
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0018	18	-0.140225327011	-0.007790295945
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0019	7	-0.484918648278	-0.069274092611
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0029	17	-3.223008725511	-0.189588748559
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0030	12	-2.213459914991	-0.184454992916
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0031	18	3.963575123245	0.220198617958
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0032	10	-0.307592013718	-0.030759201372
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0033	1	-0.012104931839	-0.012104931839
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0034	16	6.904816584456	0.431551036529
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0035	20	2.239014242331	0.111950712117
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0036	23	0.943208488692	0.041009064726
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0037	22	-1.390582442089	-0.063208292822
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0038	8	0.166458718427	0.020807339803
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0039	17	5.283638894485	0.310802287911
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0040	10	-0.646825886481	-0.064682588648
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0064	25	5.383862616495	0.215354504660
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0065	6	0.227043599401	0.037840599900
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0066	8	-0.452120088197	-0.056515011025
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0067	9	0.327504949080	0.036389438787
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0068	14	0.622428728367	0.044459194883
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0069	22	0.441771179168	0.020080508144
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0070	11	0.407469697047	0.037042699732
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0071	22	-0.979587861188	-0.044526720963
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0072	16	0.129524465183	0.008095279074
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0073	37	-0.561775707080	-0.015183127218
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S1:F0074	19	1.988318049370	0.104648318388
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0000	2	1.057131348080	0.528565674040
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0001	21	0.777573726647	0.037027320317
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0002	19	-1.419029484962	-0.074685762366
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0003	3	-0.011800583824	-0.003933527941
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0004	14	0.176883613738	0.012634543838
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0005	11	-2.567972169686	-0.233452015426
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0006	5	-0.306632938343	-0.061326587669
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0007	20	3.141894479102	0.157094723955
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0008	9	-1.977352372673	-0.219705819186
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0052	21	-1.431463458624	-0.068164926601
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0053	6	-0.620913028775	-0.103485504796
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0054	9	-0.741935476317	-0.082437275146
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0055	11	0.352887822753	0.032080711159
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0056	24	-0.049647126686	-0.002068630279
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0057	23	-2.368321982889	-0.102970520995
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0058	29	-0.238133471437	-0.008211499015
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0059	15	0.361089448694	0.024072629913
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0060	15	-2.187612450996	-0.145840830066
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0061	19	-3.312129376010	-0.174322598737
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0062	20	-1.428362931181	-0.071418146559
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R1:S2:F0063	9	4.269912278253	0.474434697584
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0020	29	-0.436699124698	-0.015058590507
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0021	19	-3.686098959647	-0.194005208402
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0022	4	-0.044037296741	-0.011009324185
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0023	14	0.630530489880	0.045037892134
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0024	4	2.736376558181	0.684094139545
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0025	20	-1.427997280044	-0.071399864002
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0026	11	-2.762854460505	-0.251168587319
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0027	16	-3.059425041286	-0.191214065080
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0028	32	8.080407098509	0.252512721828
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0124	17	-2.472570166415	-0.145445303907
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0125	20	-1.399476690116	-0.069973834506
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0126	18	0.591196602327	0.032844255685
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0127	21	5.605404503629	0.266924023982
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0128	19	0.686577197088	0.036135641952
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0129	7	-0.428266464566	-0.061180923509
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0130	27	0.398605812356	0.014763178235
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S1:F0131	13	-1.018612986042	-0.078354845080
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0041	14	-0.259044119651	-0.018503151404
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0042	15	-3.665365619753	-0.244357707984
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0043	19	2.306674741853	0.121403933782
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0044	12	-1.490708193729	-0.124225682811
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0045	13	3.203774724281	0.246444209560
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0046	21	1.085190157658	0.051675721793
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0047	12	0.274418887475	0.022868240623
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0048	30	-3.153620217594	-0.105120673920
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0049	21	4.236300906354	0.201728614588
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0050	4	-0.083714941152	-0.020928735288
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0051	14	0.135781927389	0.009698709099
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0089	12	-1.091485182970	-0.090957098581
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0090	13	0.547126134955	0.042086625766
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0091	11	0.240767351824	0.021887941075
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0092	7	-1.097925266419	-0.156846466631
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0093	18	2.956727902435	0.164262661246
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0094	10	-0.527860472615	-0.052786047262
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0095	12	-0.193412455953	-0.016117704663
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0096	30	-0.050383910173	-0.001679463672
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0097	39	-2.860503169332	-0.073346235111
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0107	14	0.279417903085	0.019958421649
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0108	32	-0.349029069465	-0.010907158421
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0109	18	0.556177840348	0.030898768908
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0110	35	1.231027324296	0.035172209266
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0111	24	-3.351055434179	-0.139627309757
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0112	19	-0.959280863508	-0.050488466500
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0113	14	-1.201133009943	-0.085795214996
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0114	17	-1.343721503394	-0.079042441376
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0115	13	-0.203692980513	-0.015668690809
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0116	15	-0.868775154280	-0.057918343619
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0117	30	1.570747884817	0.052358262827
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0118	9	0.723754217296	0.080417135255
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0119	28	-2.491000772365	-0.088964313299
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0120	49	-4.408596269422	-0.089971352437
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0121	33	3.067916414974	0.092967164090
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0122	25	-3.841685985224	-0.153667439409
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0123	17	-0.289065136750	-0.017003831574
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0132	33	-1.612611078765	-0.048867002387
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0133	10	-0.658091033664	-0.065809103366
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R2:S2:F0134	22	-1.134251771114	-0.051556898687
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0079	10	1.135829875228	0.113582987523
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0080	14	-0.659132080333	-0.047080862881
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0081	16	-0.775752387285	-0.048484524205
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0082	11	-0.068976545948	-0.006270595086
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0135	20	2.875326614685	0.143766330734
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0136	22	-0.950683725215	-0.043212896601
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0137	8	0.326757703381	0.040844712923
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0163	19	-2.861263250877	-0.150592802678
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0164	24	2.502436454028	0.104268185585
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0165	13	3.031664219826	0.233204939987
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0166	13	-1.197766489905	-0.092135883839
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0167	14	-1.713308416663	-0.122379172619
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0168	8	2.866476991657	0.358309623957
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0171	9	-1.362234015920	-0.151359335102
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0172	25	-0.395290386785	-0.015811615471
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S1:F0173	1	-0.025150206085	-0.025150206085
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0075	21	2.549505549894	0.121405026185
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0076	16	0.149202029210	0.009325126826
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0083	17	0.849403567388	0.049964915729
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0084	23	0.446529338752	0.019414319076
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0085	19	-0.205229158222	-0.010801534643
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0086	18	-0.498543140215	-0.027696841123
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0098	15	-0.942232139049	-0.062815475937
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0099	23	-1.307123627980	-0.056831462086
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0100	15	0.537943154576	0.035862876972
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0101	15	-0.843746195961	-0.056249746397
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0102	22	3.211786673275	0.145990303331
ARBITRARY_LOCAL_CODEBOOK	FOLD	F:ARBITRARY_LOCAL_CODEBOOK:CONTROL_P:R3:S2:F0103	15	-1.400748000890	-0.093383200059
