evaluation	pre_context	representation	scope	boundaries	dy_boundaries	right_events	base_bits	boundary_bits	pre_bits	pre_boundary_bits	boundary_gain_vs_base	pre_gain_vs_base	joint_gain_vs_pre	joint_gain_vs_boundary	joint_gain_per_event_vs_pre
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	ALL	7409	1298	35286	70958.0011037	70303.7262127	71775.964435	73101.256094	654.274890985	-817.963331322	-1325.29165895	-2797.52988125	-0.0375585688076
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	HERBAL_A	2070	68	9679	21070.6659379	20890.2123655	21617.6827802	22067.8317103	180.453572436	-547.016842266	-450.148930099	-1177.6193448	-0.0465077931707
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	HERBAL_B	640	147	2913	5828.58919589	5812.51814776	5916.86011904	6032.79841165	16.071048127	-88.2709231565	-115.938292604	-220.280263887	-0.0398003064207
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	OTHER_A	386	34	1879	3818.48240709	3757.40032904	3820.88974048	3851.92608443	61.08207805	-2.40733338897	-31.0363439526	-94.5257553916	-0.0165174794851
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	OTHER_B	2146	587	9923	18914.5093944	18660.6201278	18764.4921554	19045.9387103	253.8892666	150.017239	-281.44655491	-385.318582509	-0.0283630509835
LEAVE_REGISTER_OUT	SUFFIX_1	RESIDUAL_ROOT	STARS_RECIPE_B	2167	462	10892	21325.7541684	21182.9752426	21656.0396399	22102.7611773	142.778925771	-330.285471511	-446.721537379	-919.785934661	-0.041013729102
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	ALL	7409	1298	29206	60734.4623217	60066.150594	60972.6205104	61827.3672258	668.311727684	-238.158188724	-854.746715442	-1761.21663185	-0.0292661341999
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	HERBAL_A	2070	68	8452	17744.3557372	17502.226174	17883.6167232	18138.4532059	242.129563179	-139.260985981	-254.836482725	-636.227031885	-0.0301510272982
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	HERBAL_B	640	147	2341	5138.68597154	5115.61058405	5214.28657205	5302.08406107	23.0753874877	-75.6006005094	-87.7974890216	-186.473477019	-0.0375042669891
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	OTHER_A	386	34	1617	3417.71311002	3371.9938904	3444.10510201	3475.57895428	45.7192196176	-26.3919919886	-31.473852271	-103.585063877	-0.0194643489617
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	OTHER_B	2146	587	8203	16511.1178189	16291.933162	16361.9976671	16554.3211886	219.184656855	149.120151718	-192.323521486	-262.388026623	-0.0234455103603
LEAVE_FOLIO_OUT	SUFFIX_1	PAGE_HOST	STARS_RECIPE_B	2167	462	8593	17922.5896841	17784.3867835	18068.614446	18356.929816	138.202900543	-146.024761963	-288.315369939	-572.543032445	-0.0335523530709
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	ALL	7409	1298	29206	63912.8120584	63358.0900744	64804.8097974	65943.0843197	554.72198404	-891.997739024	-1138.2745223	-2584.99424537	-0.0389739958331
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	HERBAL_A	2070	68	8452	19540.5078838	19379.4590797	20126.9069234	20535.6776234	161.04880414	-586.399039639	-408.770699968	-1156.21854375	-0.0483637837161
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	HERBAL_B	640	147	2341	5181.7407172	5185.34674549	5257.52674006	5358.28908537	-3.60602829075	-75.7860228593	-100.762345313	-172.942339881	-0.0430424371264
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	OTHER_A	386	34	1617	3450.02523999	3396.64224575	3487.01016373	3526.44519643	53.3829942456	-36.9849237423	-39.4350326954	-129.802950683	-0.0243877753219
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	OTHER_B	2146	587	8203	17120.1581153	16899.5996817	17015.6578991	17288.5806214	220.558433567	104.50021621	-272.922722296	-388.980939653	-0.0332710864679
LEAVE_REGISTER_OUT	SUFFIX_1	PAGE_HOST	STARS_RECIPE_B	2167	462	8593	18620.3801021	18497.0423217	18917.7080711	19234.0917931	123.337780378	-297.327968992	-316.383722029	-737.049471399	-0.0368187736563
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	ALL	7409	1298	45048	80718.0111961	80080.5662768	80511.0880499	82034.6076171	637.444919224	206.923146125	-1523.5195672	-1954.0413403	-0.0338199158055
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	HERBAL_A	2070	68	12000	23540.7110648	23379.2312419	23738.918666	24181.6917089	161.479822863	-198.207601232	-442.773042822	-802.460466917	-0.0368977535685
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	HERBAL_B	640	147	3764	6919.91538873	6912.738331	6958.94725725	7112.00475048	7.17705772887	-39.0318685272	-153.057493221	-199.266419477	-0.0406635210471
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	OTHER_A	386	34	2375	4651.16715514	4623.44607712	4780.89609863	4873.69846623	27.721078018	-129.728943499	-92.8023675977	-250.252389115	-0.0390746810938
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	OTHER_B	2146	587	13104	21515.1453743	21179.2527512	21051.8224624	21372.9723256	335.892623106	463.322911926	-321.14986315	-193.71957433	-0.0245077734394
LEAVE_FOLIO_OUT	SUFFIX_2	RAW_SURFACE	STARS_RECIPE_B	2167	462	13805	24091.0722131	23985.8978756	23980.5035656	24494.240366	105.174337508	110.568647457	-513.736800413	-508.342490464	-0.0372138211092
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	ALL	7409	1298	45048	85563.4157457	85051.0223502	86642.54401	88659.102889	512.393395439	-1079.12826434	-2016.55887903	-3608.08053881	-0.044764670552
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	HERBAL_A	2070	68	12000	26297.1702704	26272.9515288	27462.2712751	28128.7526428	24.2187415439	-1165.10100474	-666.4813677	-1855.80111398	-0.055540113975
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	HERBAL_B	640	147	3764	7007.50981986	7023.38823998	7087.18475374	7277.31768238	-15.8784201173	-79.6749338834	-190.13292864	-253.929442406	-0.0505135304568
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	OTHER_A	386	34	2375	4682.22769462	4643.75036429	4828.78304122	4924.98339004	38.4773303305	-146.555346601	-96.2003488247	-281.233025756	-0.0405054100314
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	OTHER_B	2146	587	13104	22532.6521037	22132.8097819	22154.0087263	22560.1736917	399.842321772	378.643377343	-406.164965351	-427.363909781	-0.0309954949139
LEAVE_REGISTER_OUT	SUFFIX_2	RAW_SURFACE	STARS_RECIPE_B	2167	462	13805	25043.8558571	24978.1224352	25110.2962136	25767.8754821	65.7334219084	-66.4403564595	-657.579268512	-789.75304688	-0.0476334131483
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	ALL	7409	1298	35286	67372.9412771	66701.2781229	68241.8528467	69326.7438613	671.663154148	-868.911569638	-1084.89101461	-2625.4657384	-0.0307456502469
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	HERBAL_A	2070	68	9679	19066.4241735	18836.1173134	19253.4335714	19542.3707063	230.306860122	-187.00939786	-288.937134886	-706.253392868	-0.0298519614512
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	HERBAL_B	640	147	2913	5771.41702979	5735.63010761	5943.72088865	6047.28981023	35.7869221776	-172.303858864	-103.568921581	-311.659702623	-0.0355540410509
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	OTHER_A	386	34	1879	3787.7625742	3735.37422265	3872.26008694	3933.3252701	52.3883515547	-84.4975127436	-61.0651831511	-197.951047449	-0.0324987669777
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	OTHER_B	2146	587	9923	18243.0135753	18000.911239	18339.804347	18582.6724658	242.102336278	-96.7907716983	-242.868118787	-581.761226763	-0.024475271469
LEAVE_FOLIO_OUT	SUFFIX_2	RESIDUAL_ROOT	STARS_RECIPE_B	2167	462	10892	20504.3239243	20393.2452403	20832.6339528	21221.085609	111.078684016	-328.310028473	-388.451656208	-827.840368697	-0.0356639419949
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	ALL	7409	1298	35286	70958.0011037	70303.7262127	72816.6215044	74173.2472012	654.274890985	-1858.62040069	-1356.62569678	-3869.52098845	-0.0384465707868
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	HERBAL_A	2070	68	9679	21070.6659379	20890.2123655	21958.9717269	22362.4857211	180.453572436	-888.305788986	-403.5139942	-1472.27335562	-0.04168963676
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	HERBAL_B	640	147	2913	5828.58919589	5812.51814776	5996.93644064	6115.50269725	16.071048127	-168.347244754	-118.566256603	-302.984549484	-0.040702456781
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	OTHER_A	386	34	1879	3818.48240709	3757.40032904	3915.11639682	3967.67905703	61.08207805	-96.6339897258	-52.5626602116	-210.278727987	-0.0279737414644
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	OTHER_B	2146	587	9923	18914.5093944	18660.6201278	19126.4301022	19477.9215731	253.8892666	-211.920707808	-351.49147088	-817.301445288	-0.0354218956847
LEAVE_REGISTER_OUT	SUFFIX_2	RESIDUAL_ROOT	STARS_RECIPE_B	2167	462	10892	21325.7541684	21182.9752426	21819.1668378	22249.6581527	142.778925771	-493.412669412	-430.491314888	-1066.68291007	-0.0395236242093
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	ALL	7409	1298	29206	60734.4623217	60066.150594	61764.0770572	62627.3082939	668.311727684	-1029.6147355	-863.231236725	-2561.15769991	-0.0295566403042
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	HERBAL_A	2070	68	8452	17744.3557372	17502.226174	18032.9224326	18257.8534767	242.129563179	-288.566695446	-224.931044097	-755.627302722	-0.026612759595
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	HERBAL_B	640	147	2341	5138.68597154	5115.61058405	5324.08980132	5421.79323831	23.0753874877	-185.403829784	-97.7034369861	-306.182654258	-0.0417357697506
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	OTHER_A	386	34	1617	3417.71311002	3371.9938904	3507.36111098	3559.11840418	45.7192196176	-89.6480009594	-51.7572932014	-187.124513778	-0.0320082209038
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	OTHER_B	2146	587	8203	16511.1178189	16291.933162	16617.1548661	16835.6701395	219.184656855	-106.037047274	-218.515273328	-543.736977457	-0.0266384582869
LEAVE_FOLIO_OUT	SUFFIX_2	PAGE_HOST	STARS_RECIPE_B	2167	462	8593	17922.5896841	17784.3867835	18282.5488461	18552.8730352	138.202900543	-359.959162033	-270.324189113	-768.486251689	-0.0314586511245
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	ALL	7409	1298	29206	63912.8120584	63358.0900744	65637.8097545	66727.5496953	554.72198404	-1724.99769605	-1089.73994083	-3369.45962091	-0.037312194098
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	HERBAL_A	2070	68	8452	19540.5078838	19379.4590797	20348.4055447	20683.9402163	161.04880414	-807.897660857	-335.534671594	-1304.48113659	-0.0396988489818
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	HERBAL_B	640	147	2341	5181.7407172	5185.34674549	5361.69761941	5477.98399376	-3.60602829075	-179.95690221	-116.286374354	-292.637248273	-0.0496738036539
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	OTHER_A	386	34	1617	3450.02523999	3396.64224575	3545.63523635	3593.42617267	53.3829942456	-95.6099963551	-47.7909363219	-196.783926923	-0.0295553100321
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	OTHER_B	2146	587	8203	17120.1581153	16899.5996817	17318.2033541	17573.5084857	220.558433567	-198.045238771	-255.305131691	-673.908804028	-0.031123385553
LEAVE_REGISTER_OUT	SUFFIX_2	PAGE_HOST	STARS_RECIPE_B	2167	462	8593	18620.3801021	18497.0423217	19063.868	19398.6908268	123.337780378	-443.487897854	-334.822826865	-901.648505097	-0.0389646022187
