locus	page	physical_folio	group_index	group_count	token	annotation_certainty	object_tags	relation_tags	final_member	is_locus_final
f100v.8	f100v	f100	1	1	dchdy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f100v.9	f100v	f100	1	1	dalsy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102r1.2	f102r1	f102	1	1	otodeeodor	UNHEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C1	1
f102r2.21	f102r2	f102	1	1	koldarod	UNHEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B1	1
f102v1.16	f102v1	f102	1	1	ypcholdy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v1.18	f102v1	f102	1	1	opchdard	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	B1	1
f102v1.3	f102v1	f102	1	1	okeody	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v1.6	f102v1	f102	1	1	opchytcy	HEDGED	LABEL;PLANT	REL_PROXIMITY	Kc	1
f102v2.1	f102v2	f102	1	1	porshols	UNHEDGED	LABEL	REL_ARRAY_OR_GROUP	C2	1
f102v2.10	f102v2	f102	1	1	okody	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v2.11	f102v2	f102	1	1	cheor	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	C1	1
f102v2.12	f102v2	f102	1	1	okoroeey	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v2.13	f102v2	f102	1	1	opchy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v2.14	f102v2	f102	1	1	sarol	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	B2	1
f102v2.15	f102v2	f102	1	1	olrodar	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	C1	1
f102v2.27	f102v2	f102	1	1	okeeoraiin	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	G1	1
f102v2.28	f102v2	f102	1	1	okockhy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v2.3	f102v2	f102	1	1	oror	HEDGED	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C1	1
f102v2.5	f102v2	f102	1	1	sachy	UNHEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f102v2.8	f102v2	f102	1	1	otory	HEDGED	LABEL;PLANT	REL_PROXIMITY	A2	1
f57v.7	f57v	f57	1	1	oparairdly	UNHEDGED	FIGURE;LABEL	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f57v.9	f57v	f57	1	1	otardaly	UNHEDGED	FIGURE;LABEL	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f65r.1	f65r	f65	1	3	otaim	HEDGED	LABEL;PLANT	REL_PROXIMITY	B3	0
f65r.1	f65r	f65	2	3	dam	HEDGED	LABEL;PLANT	REL_PROXIMITY	B3	0
f65r.1	f65r	f65	3	3	alam	HEDGED	LABEL;PLANT	REL_PROXIMITY	B3	1
f67r1.12	f67r1	f67	1	1	sosaiir	UNHEDGED	LABEL	REL_ENCLOSURE	G3	1
f67r1.13	f67r1	f67	1	2	oteey	UNHEDGED	LABEL	REL_ENCLOSURE	A2	0
f67r1.13	f67r1	f67	2	2	dar	UNHEDGED	LABEL	REL_ENCLOSURE	C1	1
f67r1.15	f67r1	f67	1	1	sheosam	UNHEDGED	LABEL	REL_ENCLOSURE	B3	1
f67r1.16	f67r1	f67	1	1	ykeeody	UNHEDGED	LABEL	REL_ENCLOSURE	A2	1
f67r1.17	f67r1	f67	1	2	okeol	UNHEDGED	LABEL	REL_ENCLOSURE	B2	0
f67r1.17	f67r1	f67	2	2	sal	UNHEDGED	LABEL	REL_ENCLOSURE	B2	1
f67r1.18	f67r1	f67	1	2	okeey	UNHEDGED	LABEL	REL_ENCLOSURE	A2	0
f67r1.18	f67r1	f67	2	2	sar	UNHEDGED	LABEL	REL_ENCLOSURE	C1	1
f67r1.19	f67r1	f67	1	1	dalary	UNHEDGED	LABEL	REL_ENCLOSURE	A2	1
f67r1.8	f67r1	f67	1	1	otaldy	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE	A2	1
f67r1.9	f67r1	f67	1	1	otoky	UNHEDGED	LABEL	REL_ENCLOSURE	A2	1
f67r2.19	f67r2	f67	1	4	ydchos	UNHEDGED	STAR_OR_SKY		C2	0
f67r2.19	f67r2	f67	2	4	ain	UNHEDGED	STAR_OR_SKY		F1	0
f67r2.19	f67r2	f67	3	4	ar	UNHEDGED	STAR_OR_SKY		C1	0
f67r2.19	f67r2	f67	4	4	amy	UNHEDGED	STAR_OR_SKY		A2	1
f67r2.20	f67r2	f67	1	2	chocfhy	UNHEDGED	STAR_OR_SKY		A2	0
f67r2.20	f67r2	f67	2	2	saral	UNHEDGED	STAR_OR_SKY		B2	1
f67r2.22	f67r2	f67	1	1	okal	HEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	B2	1
f67r2.26	f67r2	f67	1	3	yteoor	UNHEDGED	STAR_OR_SKY		C1	0
f67r2.26	f67r2	f67	2	3	yto	UNHEDGED	STAR_OR_SKY		A1	0
f67r2.26	f67r2	f67	3	3	ykor	UNHEDGED	STAR_OR_SKY		C1	1
f67r2.29	f67r2	f67	1	2	ytody	UNHEDGED	STAR_OR_SKY		A2	0
f67r2.29	f67r2	f67	2	2	saiin	UNHEDGED	STAR_OR_SKY		G1	1
f67r2.30	f67r2	f67	1	2	ochol	UNHEDGED	STAR_OR_SKY		B2	0
f67r2.30	f67r2	f67	2	2	olol	UNHEDGED	STAR_OR_SKY		B2	1
f67r2.31	f67r2	f67	1	1	opcholdy	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	A2	1
f67r2.36	f67r2	f67	1	3	ytor	UNHEDGED	STAR_OR_SKY		C1	0
f67r2.36	f67r2	f67	2	3	daiin	UNHEDGED	STAR_OR_SKY		G1	0
f67r2.36	f67r2	f67	3	3	or	UNHEDGED	STAR_OR_SKY		C1	1
f67r2.37	f67r2	f67	1	1	ytoaiin	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	G1	1
f67r2.38	f67r2	f67	1	2	otoldos	UNHEDGED	STAR_OR_SKY		C2	0
f67r2.38	f67r2	f67	2	2	octhole	UNHEDGED	STAR_OR_SKY		J1	1
f67r2.39	f67r2	f67	1	3	sor	UNHEDGED	STAR_OR_SKY		C1	0
f67r2.39	f67r2	f67	2	3	chedaiin	UNHEDGED	STAR_OR_SKY		G1	0
f67r2.39	f67r2	f67	3	3	dy	UNHEDGED	STAR_OR_SKY		A2	1
f67r2.41	f67r2	f67	1	2	ytoeopchey	UNHEDGED	STAR_OR_SKY		A2	0
f67r2.41	f67r2	f67	2	2	chekody	UNHEDGED	STAR_OR_SKY		A2	1
f67r2.44	f67r2	f67	1	3	ofydy	UNHEDGED	STAR_OR_SKY	REL_PROXIMITY	A2	0
f67r2.44	f67r2	f67	2	3	sheody	UNHEDGED	STAR_OR_SKY	REL_PROXIMITY	A2	0
f67r2.44	f67r2	f67	3	3	aiin	UNHEDGED	STAR_OR_SKY	REL_PROXIMITY	G1	1
f67r2.45	f67r2	f67	1	3	ycheody	UNHEDGED	STAR_OR_SKY		A2	0
f67r2.45	f67r2	f67	2	3	es	UNHEDGED	STAR_OR_SKY		C2	0
f67r2.45	f67r2	f67	3	3	odaiiin	UNHEDGED	STAR_OR_SKY		H1	1
f67r2.46	f67r2	f67	1	2	yekees	UNHEDGED	STAR_OR_SKY		C2	0
f67r2.46	f67r2	f67	2	2	oraly	UNHEDGED	STAR_OR_SKY		A2	1
f67r2.47	f67r2	f67	1	1	yfain	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	F1	1
f67r2.48	f67r2	f67	1	3	todaiin	HEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	G1	0
f67r2.48	f67r2	f67	2	3	dain	HEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	F1	0
f67r2.48	f67r2	f67	3	3	dy	HEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f67r2.52	f67r2	f67	1	1	qotoear	UNHEDGED	LABEL;STAR_OR_SKY		C1	1
f67r2.55	f67r2	f67	1	1	ytodal	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	B2	1
f67r2.56	f67r2	f67	1	2	tol	HEDGED	LABEL;STAR_OR_SKY		B2	0
f67r2.56	f67r2	f67	2	2	daiin	HEDGED	LABEL;STAR_OR_SKY		G1	1
f67r2.60	f67r2	f67	1	1	octhys	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	C2	1
f67r2.61	f67r2	f67	1	1	ytokar	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	C1	1
f67r2.62	f67r2	f67	1	1	otolor	UNHEDGED	LABEL;STAR_OR_SKY		C1	1
f67r2.64	f67r2	f67	1	2	s	UNHEDGED	LABEL;PLANT;STAR_OR_SKY		C2	0
f67r2.64	f67r2	f67	2	2	air	UNHEDGED	LABEL;PLANT;STAR_OR_SKY		F3	1
f67r2.66	f67r2	f67	1	1	cpheey	UNHEDGED	LABEL;PLANT;STAR_OR_SKY		A2	1
f67r2.70	f67r2	f67	1	1	osar	HEDGED	LABEL;PLANT;STAR_OR_SKY		C1	1
f67v1.1	f67v1	f67	1	1	damamm	UNHEDGED	LABEL	REL_PROXIMITY	B3	1
f67v1.10	f67v1	f67	1	1	kochardy	UNHEDGED	LABEL		A2	1
f67v1.11	f67v1	f67	1	1	ochodare	UNHEDGED	LABEL		J1	1
f67v1.2	f67v1	f67	1	1	dairkal	UNHEDGED	LABEL		B2	1
f67v1.3	f67v1	f67	1	2	okal	UNHEDGED	LABEL		B2	0
f67v1.3	f67v1	f67	2	2	ary	UNHEDGED	LABEL		A2	1
f67v1.7	f67v1	f67	1	1	ykeodar	UNHEDGED	LABEL	REL_PROXIMITY	C1	1
f67v1.9	f67v1	f67	1	1	ockhosam	UNHEDGED	LABEL		B3	1
f67v2.19	f67v2	f67	1	2	soaiin	UNHEDGED	LABEL	REL_PROXIMITY	G1	0
f67v2.19	f67v2	f67	2	2	dalam	UNHEDGED	LABEL	REL_PROXIMITY	B3	1
f67v2.2	f67v2	f67	1	1	otararain	UNHEDGED	LABEL	REL_ENCLOSURE	F1	1
f68r1.10	f68r1	f68	1	1	otcheody	HEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.11	f68r1	f68	1	1	okoaly	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.13	f68r1	f68	1	1	octhey	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.15	f68r1	f68	1	1	otydy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.17	f68r1	f68	1	1	cphocthy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.18	f68r1	f68	1	1	ytchody	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.19	f68r1	f68	1	1	otys	HEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C2	1
f68r1.20	f68r1	f68	1	1	olor	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	C1	1
f68r1.21	f68r1	f68	1	1	ockhy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.22	f68r1	f68	1	1	ofcheor	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C1	1
f68r1.24	f68r1	f68	1	1	otykchs	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C2	1
f68r1.25	f68r1	f68	1	1	otol	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B2	1
f68r1.26	f68r1	f68	1	1	otor	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C1	1
f68r1.27	f68r1	f68	1	1	oiinar	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	C1	1
f68r1.28	f68r1	f68	1	1	okoldy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	A2	1
f68r1.29	f68r1	f68	1	1	ykchdy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.31	f68r1	f68	1	1	ocphy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.32	f68r1	f68	1	1	okeeodal	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B2	1
f68r1.33	f68r1	f68	1	1	okshor	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	C1	1
f68r1.35	f68r1	f68	1	1	otochedy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.36	f68r1	f68	1	1	dolchedy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r1.5	f68r1	f68	1	1	yky	UNHEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f68r1.6	f68r1	f68	1	1	dary	UNHEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f68r1.7	f68r1	f68	1	1	chkchykoly	UNHEDGED	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	A2	1
f68r1.9	f68r1	f68	1	1	odchecthy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r2.10	f68r2	f68	1	1	ochory	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	A2	1
f68r2.11	f68r2	f68	1	1	shdar	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	C1	1
f68r2.12	f68r2	f68	1	1	dchol	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	B2	1
f68r2.13	f68r2	f68	1	1	todaraiily	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	A2	1
f68r2.14	f68r2	f68	1	1	olcheesey	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	A2	1
f68r2.15	f68r2	f68	1	1	okchor	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	C1	1
f68r2.16	f68r2	f68	1	1	oteool	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	B2	1
f68r2.19	f68r2	f68	1	1	cholar	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	C1	1
f68r2.20	f68r2	f68	1	1	dcheoldy	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	A2	1
f68r2.24	f68r2	f68	1	1	otcheodar	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	C1	1
f68r2.25	f68r2	f68	1	2	odair	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	F3	0
f68r2.25	f68r2	f68	2	2	chol	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	B2	1
f68r2.26	f68r2	f68	1	1	opocphor	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C1	1
f68r2.27	f68r2	f68	1	1	otoshol	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	B2	1
f68r2.28	f68r2	f68	1	1	chodar	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	C1	1
f68r2.8	f68r2	f68	1	1	cheorol	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	B2	1
f68r2.9	f68r2	f68	1	1	odaiin	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	G1	1
f68r3.12	f68r3	f68	1	1	oalcheol	HEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B2	1
f68r3.13	f68r3	f68	1	1	okos	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	C2	1
f68r3.17	f68r3	f68	1	1	okolchy	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f68r3.18	f68r3	f68	1	2	o	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A1	0
f68r3.18	f68r3	f68	2	2	cthyd	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B1	1
f68r3.20	f68r3	f68	1	1	darall	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	B2	1
f68v2.10	f68v2	f68	1	2	socths	UNHEDGED	STAR_OR_SKY		C2	0
f68v2.10	f68v2	f68	2	2	chety	UNHEDGED	STAR_OR_SKY		A2	1
f68v2.12	f68v2	f68	1	2	yteody	UNHEDGED	STAR_OR_SKY		A2	0
f68v2.12	f68v2	f68	2	2	chetey	UNHEDGED	STAR_OR_SKY		A2	1
f68v2.14	f68v2	f68	1	2	otchdy	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	A2	0
f68v2.14	f68v2	f68	2	2	chetal	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	B2	1
f68v2.16	f68v2	f68	1	2	dchedal	UNHEDGED	STAR_OR_SKY		B2	0
f68v2.16	f68v2	f68	2	2	daiin	UNHEDGED	STAR_OR_SKY		G1	1
f68v2.17	f68v2	f68	1	2	ykeeepol	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	B2	0
f68v2.17	f68v2	f68	2	2	ypchy	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	A2	1
f68v2.7	f68v2	f68	1	2	otey	UNHEDGED	STAR_OR_SKY		A2	0
f68v2.7	f68v2	f68	2	2	dalar	UNHEDGED	STAR_OR_SKY		C1	1
f68v2.8	f68v2	f68	1	2	otosey	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	A2	0
f68v2.8	f68v2	f68	2	2	sary	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	A2	1
f68v3.16	f68v3	f68	1	1	opcholdg	UNHEDGED	LABEL	REL_ENCLOSURE	B4	1
f69r.21	f69r	f69	1	2	chodchy	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.21	f69r	f69	2	2	chotal	UNHEDGED	PLANT	REL_PROXIMITY	B2	1
f69r.22	f69r	f69	1	3	okeo	UNHEDGED	PLANT	REL_PROXIMITY	A1	0
f69r.22	f69r	f69	2	3	sho	UNHEDGED	PLANT	REL_PROXIMITY	A1	0
f69r.22	f69r	f69	3	3	qotam	UNHEDGED	PLANT	REL_PROXIMITY	B3	1
f69r.23	f69r	f69	1	2	okeodar	UNHEDGED	PLANT	REL_PROXIMITY	C1	0
f69r.23	f69r	f69	2	2	oteody	UNHEDGED	PLANT	REL_PROXIMITY	A2	1
f69r.25	f69r	f69	1	3	ykeey	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.25	f69r	f69	2	3	dal	UNHEDGED	PLANT	REL_PROXIMITY	B2	0
f69r.25	f69r	f69	3	3	oky	UNHEDGED	PLANT	REL_PROXIMITY	A2	1
f69r.26	f69r	f69	1	4	doly	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.26	f69r	f69	2	4	dal	UNHEDGED	PLANT	REL_PROXIMITY	B2	0
f69r.26	f69r	f69	3	4	dar	UNHEDGED	PLANT	REL_PROXIMITY	C1	0
f69r.26	f69r	f69	4	4	chyky	UNHEDGED	PLANT	REL_PROXIMITY	A2	1
f69r.28	f69r	f69	1	2	ykechody	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.28	f69r	f69	2	2	otar	UNHEDGED	PLANT	REL_PROXIMITY	C1	1
f69r.29	f69r	f69	1	3	dary	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.29	f69r	f69	2	3	dar	UNHEDGED	PLANT	REL_PROXIMITY	C1	0
f69r.29	f69r	f69	3	3	aloly	UNHEDGED	PLANT	REL_PROXIMITY	A2	1
f69r.34	f69r	f69	1	3	sol	UNHEDGED	PLANT	REL_PROXIMITY	B2	0
f69r.34	f69r	f69	2	3	aiir	UNHEDGED	PLANT	REL_PROXIMITY	G3	0
f69r.34	f69r	f69	3	3	okeytam	UNHEDGED	PLANT	REL_PROXIMITY	B3	1
f69r.36	f69r	f69	1	3	docheeo	UNHEDGED	PLANT	REL_PROXIMITY	A1	0
f69r.36	f69r	f69	2	3	kody	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.36	f69r	f69	3	3	sar	UNHEDGED	PLANT	REL_PROXIMITY	C1	1
f69r.40	f69r	f69	1	3	okody	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.40	f69r	f69	2	3	cheody	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.40	f69r	f69	3	3	sar	UNHEDGED	PLANT	REL_PROXIMITY	C1	1
f69r.42	f69r	f69	1	3	dkochy	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.42	f69r	f69	2	3	cthody	UNHEDGED	PLANT	REL_PROXIMITY	A2	0
f69r.42	f69r	f69	3	3	dy	UNHEDGED	PLANT	REL_PROXIMITY	A2	1
f69r.44	f69r	f69	1	1	y	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A2	1
f69r.45	f69r	f69	1	1	d	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B1	1
f69r.46	f69r	f69	1	1	o	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	A1	1
f69r.47	f69r	f69	1	1	l	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	B2	1
f69r.48	f69r	f69	1	1	s	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	C2	1
f69v.10	f69v	f69	1	1	ytody	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.11	f69v	f69	1	1	okody	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.12	f69v	f69	1	1	otody	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.14	f69v	f69	1	1	okeod	UNHEDGED	LABEL;STAR_OR_SKY		B1	1
f69v.16	f69v	f69	1	1	oteol	UNHEDGED	LABEL;STAR_OR_SKY		B2	1
f69v.17	f69v	f69	1	1	ykeydy	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.18	f69v	f69	1	1	okeod	UNHEDGED	LABEL;STAR_OR_SKY		B1	1
f69v.19	f69v	f69	1	1	saral	UNHEDGED	LABEL;STAR_OR_SKY		B2	1
f69v.20	f69v	f69	1	1	saiir	UNHEDGED	LABEL;STAR_OR_SKY		G3	1
f69v.21	f69v	f69	1	1	okolar	UNHEDGED	LABEL;STAR_OR_SKY		C1	1
f69v.22	f69v	f69	1	1	ykeody	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.23	f69v	f69	1	1	sarydy	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.24	f69v	f69	1	1	otchy	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.28	f69v	f69	1	1	okodchy	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.29	f69v	f69	1	1	okeody	UNHEDGED	LABEL;STAR_OR_SKY		A2	1
f69v.31	f69v	f69	1	2	oar	UNHEDGED	LABEL;STAR_OR_SKY		C1	0
f69v.31	f69v	f69	2	2	alys	UNHEDGED	LABEL;STAR_OR_SKY		C2	1
