core	locus	physical_folio	token	object_tags	relation_tags	certainty	description
air	f67r2.64	f67	air	LABEL;PLANT;STAR_OR_SKY		UNHEDGED	"Circle of 8 labels around central star/flower. || Transcribed clockwise from 08:30 after the ""dotted tail"" emanating from the central ""star"". At 09:00."
al	f67r1.17	f67	sal	LABEL	REL_ENCLOSURE	UNHEDGED	Radial labels in circle sectors. || At 09:00.
al	f67r2.18	f67	dal	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 10:30, line 3. Grove's T3.3.
al	f69r.25	f69	dal	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 11:30."
al	f69r.26	f69	dal	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 00:00."
al	f69r.39	f69	al	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 07:00."
al	f70v1.3	f70	sal	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 00:30. Kluge's 07A. Star/nymph at 00:00? <!S??> = star, 7 points
al	f75v.31	f75	dal	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Two-line labels near the ten nymphs in the top pond. || Label L7, line 2.
al	f75v.32	f75	daldy	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Two-line labels near the ten nymphs in the top pond. || Label L8, line 1.
ar	f67r1.13	f67	dar	LABEL	REL_ENCLOSURE	UNHEDGED	Radial labels in circle sectors. || At 05:00.
ar	f67r1.18	f67	sar	LABEL	REL_ENCLOSURE	UNHEDGED	Radial labels in circle sectors. || At 10:00.
ar	f67r2.19	f67	ar	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 11:30, line 1. Grove's T4.1.
ar	f67r2.24	f67	ar	STAR_OR_SKY	REL_PROXIMITY	UNHEDGED	Text lines in sectors with moons. || Sector at 00:30, line 2. Grove's T5.2. The gallows has half of a hook at the end of the horz arm, so it is halfway between @f and @z.
ar	f68v2.9	f68	ar	STAR_OR_SKY		UNHEDGED	Radial titles, outwards from points of big central star. || From star point at 02:30. Grove's S3.
ar	f69r.26	f69	dar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 00:00."
ar	f69r.29	f69	dar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 01:30."
ar	f69r.30	f69	ar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || Transcribed clockwise from decorated wedge at 02:00. Here is the approximate correspondence between radial lines (""E1.NN"") and sectors in the outer text ring (""X1.NN""). However many radial lines are aligned with a sector boundary. E1.1 X1.2 E1.2 X1.3 E1.3 X1.3 E1.4 X1.4 E1.5 X1.5 E1.6 X1.6 E1.7 X1.6 E1.8 X1.7 E1.9 X1.8 E1.10 X1.9 E1.11 X1.9 E1.12 X1.10 E1.13 X1.10 E1.14 X1.11 E1.15 X1.11 E1.16 X1.12 E1.17 X1.13 E1.18 X1.13 E1.19 X1.14 E1.20 X1.15 E1.21 X1.15 E1.22 X1.16 At 02:30."
ar	f69r.35	f69	ar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 05:30."
ar	f69r.36	f69	sar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 05:45."
ar	f69r.40	f69	sar	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 07:30."
ar	f69v.4	f69	sar	LABEL;STAR_OR_SKY		UNHEDGED	"Radial labels extending outwards from ""logs"" around star. || Log at 09:30, short. Grove's X.14."
ar	f70r1.6	f70	dar	LABEL	REL_PROXIMITY	UNHEDGED	"Radial labels between ""mushrooms"". || At 00:00. Grove's Y.9."
ar	f70v1.2	f70	tar	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 11:00. Kluge's 06A. Star/nymph at 10:30? <!S??> = star, 7 points
ar	f71v.11	f71	ar	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 09:30. Grove's #1. Kluge's 15A. Star/nymph at 09:00?
ar	f71v.2	f71	char	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 10:30. Grove's #2. Kluge's 06A. Star/nymph at 10:00?
ar	f73r.30	f73	ar	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || Label at 08:30. Grove's #9. Star/nymph at 08:30?
eol	f73v.7	f73	sheol	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outermost) || Label at 10:45. Grove's #16. Star/nymph at 10:30?
kar	f73r.31	f73	kar	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || Label at 09:15. Grove's #10. Star/nymph at 09:30?
o	f68r3.18	f68	o	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	Labels on stars in sectors. || Sector 07:00, star at 06:45, near border. Grove's L11.
o	f69r.22	f69	sho	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 10:00."
o	f69r.40	f69	cheody	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 07:30."
o	f69r.46	f69	o	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	Letter labels on central disk sectors, between star arms. || At 01:00.
o	f70v2.6	f70	ody	FIGURE;LABEL;STAR_OR_SKY	REL_ARRAY_OR_GROUP	HEDGED	Labels in star/nymph band 1 (outer). || Label at 11:45. Grove's #2. Kluge's 15A. ??? The words are actually two lines, should they be two entries? Star/nymph at 11:30?
o	f76r.18	f76	o	LABEL		UNHEDGED	letter labels || <f76r.K1.13;F> bogus label deleted -JS
o	f89r2.19	f89	cheody	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	Labels on row of plants 3. || plant <f89r2>[3,3] light roots, dark leaf East of plant <f89r2>[3,3], below leaf of plant <f89r2>[3,4]. Latham's m2.4. Kluge's 43A in <f89v>. Grove's X.2.
o	f89v2.12	f89	chody	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	Labels in row of plants 2 (middle). || There are 4 labels and 3 plants. We assume that the first label is attached to the container at left. Was previously called <f89v2.m> plant <f89v2>[2,1] - dark roots, leaf East of plant <f89v2>[2,1], below leaf. Latham's m.2. Grove's m.2.
odal	f70r1.18	f70	chodal	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	HEDGED	Radial labels inside central circle, between star arms. || At 05:30. Grove's X.4. Gabriel's Y1.2?
odal	f72v1.10	f72	odal	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outermost) || Label at 01:45. Grove's #9. Star/nymph at 01:30?
okaiin	f72r3.12	f72	okaiin	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outermost) || Label at 08:00. Grove's #12. Star/nymph at 08:00?
okaiin	f83v.35	f83	okaiin	FIGURE;LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	"Non-nymph labels in Southeast figure. || Label below ""tub"". This label may be attached to the nymph."
okaiin	f88v.14	f88	okaiin	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2 (middle). || plant <f88v>[2,3] - multiple light roots, large dark leaves. East of plant <f88v>[2,3]. Kluge's 19A.
okaiin	f89r1.14	f89	okaiin	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2 (middle). || plant <f89r1>[2,3] - large striped root - mostly dark Above plant <f89r1>[2,3]. Kluge's 29A.
okain	f77v.1	f77	okain	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	HEDGED	"Labels near nymphs. || Rene's readings for labels 2-5 in ""outg.txt"" (<e77v.L2;R>--<e77v.L5;R>) were scrambled. Label in top margin, near Northwest nymph. Grove's #1. May be associated with the left ""Y""-tube."
okain	f82v.41	f82	okain	FIGURE;LABEL;WATER_OR_APPARATUS	REL_PROXIMITY	HEDGED	Labels of nymphs at bottom of page. || nymph? - in a barrel Label above nymphs 1 (in barrel) and 2.
okain	f89r2.29	f89	okain	LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Labels associated with container 4 (bottom) || East of container, near tapering part of body, line 1. Latham's b.0. Grove's X.10 word 1. EVMT's <e89r2.L15> word 1.
okal	f67r2.22	f67	okal	LABEL;STAR_OR_SKY	REL_PROXIMITY	HEDGED	Circle of seven labels above some of the moons. || Moon at 11:30, red; the Sun? The first @o was retraced in dark ink.
okal	f67v1.3	f67	okal	LABEL		UNHEDGED	Band of framed labels around the diagram. || At 11:30, sector 3 of top half.
okal	f68r1.3	f68	chokal	PLANT	REL_OVERLAP_OR_CONTACT	HEDGED	Paragraph at top of page. || There is a wide gap were the text runs into the diagram. &CHKh; = a @C ligd to an @H a platf gallows @K ligd to an @h. The first @r in @'ror' is misshapen, looking like &164; but with longer descending stem. Assumed accident.
okal	f72r2.11	f72	okal	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	HEDGED	Labels in star/nymph band 1 (outermost band inside diagram). || Label at 01:15. Grove's #5. Kluge's 14A. Star/nymph at 01:00?
okal	f72r2.27	f72	okaldy	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (inner). || Label at 03:30. Grove's #5. Kluge's 05A. Star/nymph at 03:30?
okal	f72r2.9	f72	okal	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	HEDGED	Labels in star/nymph band 1 (outermost band inside diagram). || Label at 00:00. Grove's #3. Kluge's 12A. Star/nymph at 11:45?
okal	f72v3.18	f72	okaldy	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outermost) || Label at 09:00. Grove's #18. Star/nymph at 09:00?
okal	f73v.27	f73	okal	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || At 02:45. Grove's #4. Star/nymph at 02:30?
okal	f75v.20	f75	dokal	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Two-line labels near the ten nymphs in the top pond. || Label L2, line 1.
okal	f75v.25	f75	qokal	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Two-line labels near the ten nymphs in the top pond. || Label L4, line 2.
okal	f82r.36	f82	okal	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Labels near nymphs at bottom of page. || Top row, between nymph 2 and waterfall. Grove's #7.
okeey	f67r1.18	f67	okeey	LABEL	REL_ENCLOSURE	UNHEDGED	Radial labels in circle sectors. || At 10:00.
okeey	f68r1.3	f68	okeey	PLANT	REL_OVERLAP_OR_CONTACT	HEDGED	Paragraph at top of page. || There is a wide gap were the text runs into the diagram. &CHKh; = a @C ligd to an @H a platf gallows @K ligd to an @h. The first @r in @'ror' is misshapen, looking like &164; but with longer descending stem. Assumed accident.
okeey	f72r1.16	f72	okeey	FIGURE;LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	HEDGED	Labels on star/nymph band 2 (inner). || Label at 06:00. Kluge's 04A. Grove's #4. Star/nymph at 05:00?
okeey	f72r2.12	f72	okeey	FIGURE;LABEL;STAR_OR_SKY	REL_ENCLOSURE	HEDGED	Labels in star/nymph band 1 (outermost band inside diagram). || Label at 02:00. Grove's #6. Kluge's 15A. Star/nymph at 02:00?
okeey	f72v1.25	f72	okeey	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || Label at 11:45. Grove's #3. Star/nymph at 11:30?
okeey	f75v.51	f75	okeey	LABEL;WATER_OR_APPARATUS	REL_PROXIMITY	HEDGED	Labels above the lower pond. || Line 1, label 2. May be words 3 and 4 of <f75v.P3.24>. May be two labels.
okey	f72v3.5	f72	okey	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outermost) || Label at 00:00. Grove's #5. Star/nymph at 00:00?
okol	f68r1.28	f68	okoldy	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Labels on 29 stars. || Label on star at 07:15 - nearest to center. Seven points, no core.
okol	f69r.27	f69	qokol	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 00:30."
okol	f82v.44	f82	okol	FIGURE;LABEL;WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	Labels of nymphs at bottom of page. || Label next to nymph 3 (in barrel). This label may be attached to the East end of the upper channel.
okol	f88r.15	f88	okol	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2 (middle) || plant <f88r>[2,3] - Blotchy flower. East of plant <f88r>[2,3]. Kluge's 08A.
oky	f69r.25	f69	oky	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 11:30."
oky	f70v2.19	f70	okydy	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 08:00. Grove's #15. Kluge's 28A. Star/nymph at 07:45?
oky	f70v2.6	f70	oky	FIGURE;LABEL;STAR_OR_SKY	REL_ARRAY_OR_GROUP	HEDGED	Labels in star/nymph band 1 (outer). || Label at 11:45. Grove's #2. Kluge's 15A. ??? The words are actually two lines, should they be two entries? Star/nymph at 11:30?
oky	f72v3.22	f72	oky	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || Label at 11:45. Grove's #3. Star/nymph at 11:30?
oky	f73r.26	f73	oky	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || At 03:30. Grove's #5. Star/nymph at 03:00?
oky	f99r.23	f99	choky	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2. || plant <f99r>[2,4] - diagonal bands East of plant <f99r>[2,4], at top.
oky	f99r.24	f99	oky	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2. || plant <f99r>[2,5] - dark, spikes East of plant <f99r>[2,5], at top, between stem and root spikes.
oky	f99r.4	f99	oky	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 1 (top). || plant <f99r>[1,2] - dark Near top edge, West of plant <f99r>[1,3].
ol	f67r2.14	f67	oldy	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 09:30, line 2. Grove's T2.2.
ol	f67r2.56	f67	tol	LABEL;STAR_OR_SKY		HEDGED	Circle of 12 labels under the moons. || Moon at 01:30, red. The @t gallows has a longish serif on the right leg. Assumed accident.
ol	f68r2.25	f68	chol	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	UNHEDGED	Labels on 25 stars inside diagram. || Label on star at 04:00, distance 0.6. Seven points, blank core. Merged with <f68r2.S1.19;R>, <f68r2.S1.19;V>
ol	f69r.34	f69	sol	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 05:00."
ol	f89r1.12	f89	chol	LABEL;PLANT	REL_PROXIMITY	HEDGED	Labels in row of plants 2 (middle). || There are 4 labels alternating with 3 plants. We assume that the first one refers to the container at left. plant <f89r1>[2,1] - large striped root, dark leaf East of plant <f89r1>[2,1]. <f89r1.L2.1;L> was part of Latham's L2.1. <f89r1.L2.1;K> was part of Kluge's 27A.
ol	f89r2.10	f89	shol	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	Labels in row of plants 2. || There are three labels and two plants. We assume that the first label is attached to the container in the left margin. plant <f89r2>[2,1] large, dark roots, dark flower Above plant <f89r2>[2,1]. Latham's m1.2. Kluge's 38A in <f89v>. Grove's X.15.
ol	f99v.4	f99	oldy	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 1 (top). || plant <f99v>[1,2] - light, S-shaped stem Between plants <f99v>[1,2] and <f99v>[1,3], neat top.
olaiin	f82r.44	f82	olaiin	FIGURE;LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Labels near nymphs at bottom of page. || Bottom row, below nymph 6. Grove's #1.
olaiin	f89v1.23	f89	olaiin	LABEL;PLANT	REL_ENCLOSURE;REL_OVERLAP_OR_CONTACT;REL_PROXIMITY	HEDGED	Labels in row of plants 2 (bottom). || plant <f89v1>[2,2] - large light roots, dark shading?, dark inside flower East of plant <f89v1>[2,2], below flower. Amlost runs into leaf of plant <f89v1>[2,3].
or	f102v2.11	f102	cheor	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in plant row 2. || leaf <f102v2>[2,2] comb-shaped leaf with knob-shaped fingers East of leaf <f102v2>[2,2], near stalk. Grove's 3.
or	f67r2.36	f67	or	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 04:30, line 2. Grove's T9.2.
or	f67r2.39	f67	sor	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 05:30, line 2. Grove's T10.2.
or	f99v.28	f99	chor	LABEL;PLANT	REL_PROXIMITY	HEDGED	Labels in row of plants 3. || plant <f99v>[3,2] - dark, beagle-shaped Between plants <f99v>[3,2] and <f99v>[3,2], near top, above root of <f99v>[3,2]. ??? Split into two labels?
os	f100v.13	f100	chos	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in plant row 3. || plant <f100v>[3,4] - very large dark leaf, light roots. East of plant <f100v>[3,4], top of stem. Kluge's 43A. Grove's L3.13.
os	f88v.13	f88	cheosdy	LABEL;PLANT;STAR_OR_SKY	REL_PROXIMITY	UNHEDGED	Labels in row of plants 2 (middle). || plant <f88v>[2,2] - alternating light and dark roots, dark star-shaped leaf. East of plant <f88v>[2,2]. Kluge's 18A.
otaiin	f71v.7	f71	otaiin	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 03:45. Grove's #7. Kluge's 11A. Star/nymph at 03:15?
otaiin	f72r1.9	f72	otaiin	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 06:00. Grove's #8. Kluge's 13A. Star/nymph at 05:15?
otal	f67r1.8	f67	otaldy	LABEL;STAR_OR_SKY	REL_ENCLOSURE	UNHEDGED	Radial labels in circle sectors. || At 00:00. This sector is just clockwise of the decorated square marker in text ring 2, and follows a sector with a star on a pedestal.
otal	f69r.21	f69	chotal	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 09:15."
otal	f70v1.16	f70	otal	FIGURE;LABEL;STAR_OR_SKY		UNHEDGED	Labels in star/nymph band 2 (inner). || Label at 06:30. Kluge's 04A.
otal	f72r2.23	f72	otal	FIGURE;LABEL;STAR_OR_SKY		UNHEDGED	Labels in star/nymph band 1 (inner). || Label at 11:00. Kluge's 01A. Grove's #1. Star/nymph at 10:30.
otal	f73r.28	f73	otal	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 2 (inner). || At 06:30. Grove's #7. Star/nymph at 06:00?
otal	f75v.50	f75	otal	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	HEDGED	"Labels above the lower pond. || In some transcriptions, including the EVMT files, these labels were entered as part of lines <f75v.P3.24> through <f75v.P3.32>. These labels are delimited by a narrow channel on the left and separated by nymph heads ""<!hd>"" intruding from the pond below. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Line 1, label 1. May be words 1 and 2 of <f75v.P3.24>. May be two separate labels."
otal	f88r.12	f88	otaldy	LABEL	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Labels associated with container 2 (middle). || Label West of container, near top. Kluge's 05A.
otal	f99v.27	f99	otal	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 3. || plant <f99v>[3,1] - light Between plants <f99v>[3,1] and <f99v>[3,2], near top.
oty	f68r1.15	f68	otydy	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	UNHEDGED	Labels on 29 stars. || Label on star at 10:15 - mid-radius. Six points, blank core.
oty	f70v2.5	f70	oty	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || There really are 19 stars and 19 labels in this band. Label at 11:30. Grove's #1. Kluge's 14A. Star/nymph at 11:00?
oty	f70v2.7	f70	oty	FIGURE;LABEL;STAR_OR_SKY	REL_ARRAY_OR_GROUP	HEDGED	Labels in star/nymph band 1 (outer). || Label at 00:15. Grove's #3. Kluge's 16A. ??? The words are actually two lines, should be two entries? Star/nymph at 00:00?
oty	f75v.28	f75	oty	FIGURE;LABEL;WATER_OR_APPARATUS	REL_ARRAY_OR_GROUP;REL_PROXIMITY	UNHEDGED	Two-line labels near the ten nymphs in the top pond. || Label L6, line 1.
s	f67r2.64	f67	s	LABEL;PLANT;STAR_OR_SKY		UNHEDGED	"Circle of 8 labels around central star/flower. || Transcribed clockwise from 08:30 after the ""dotted tail"" emanating from the central ""star"". At 09:00."
s	f69r.48	f69	s	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	Letter labels on central disk sectors, between star arms. || At 04:30.
s	f76r.14	f76	s	LABEL		UNHEDGED	letter labels
s	f76r.37	f76	s	LABEL	REL_PROXIMITY	UNHEDGED	letter labels || Bogus label <f76r.K1.26;F> deleted [JS]. Noticeably above the baseline:
s	f76r.4	f76	s	LABEL		UNHEDGED	"letter labels || The text on this page is a sequence of paragraphs, some of which have one-letter labels at the left margin. This text unit contains the labels only; the text proper is unit f76r.P1. Entry entry ""f76.L1.n"" is the label for line ""f76.R1.n""."
s	f89r1.12	f89	ches	LABEL;PLANT	REL_PROXIMITY	HEDGED	Labels in row of plants 2 (middle). || There are 4 labels alternating with 3 plants. We assume that the first one refers to the container at left. plant <f89r1>[2,1] - large striped root, dark leaf East of plant <f89r1>[2,1]. <f89r1.L2.1;L> was part of Latham's L2.1. <f89r1.L2.1;K> was part of Kluge's 27A.
y	f67r2.39	f67	dy	STAR_OR_SKY		UNHEDGED	Text lines in sectors with moons. || Sector at 05:30, line 2. Grove's T10.2.
y	f67r2.48	f67	dy	STAR_OR_SKY	REL_ENCLOSURE;REL_PROXIMITY	HEDGED	Text lines in sectors with moons. || It may be that lines 1-11 and 27-32 constitute a single paragraph with two lines and half, and ditto for lines 12-26. However, the 08:30 sector has four lines, whereas 07:30 has three and 09:30 has two. Also, within each sector the baselines are straight, so there is a change o baseline direction as we go from one sector to the next. Therefore the reading order used below (by sector) is probably the correct one. Sector at 08:30, line 1. Grove's T1.1.
y	f68v2.9	f68	shy	STAR_OR_SKY		UNHEDGED	Radial titles, outwards from points of big central star. || From star point at 02:30. Grove's S3.
y	f69r.42	f69	dy	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 08:45."
y	f69r.44	f69	y	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	UNHEDGED	Letter labels on central disk sectors, between star arms. || At 10:30.
y	f69v.25	f69	dy	LABEL;STAR_OR_SKY		UNHEDGED	"Radial labels extending outwards from ""logs"" around star. || Log at 06:00, long. Grove's Y.10."
y	f69v.5	f69	dy	LABEL;STAR_OR_SKY		UNHEDGED	"Radial labels extending outwards from ""logs"" around star. || Log at 10:00, long. Grove's Y.14."
y	f70v1.2	f70	dy	FIGURE;LABEL;STAR_OR_SKY		HEDGED	Labels in star/nymph band 1 (outer). || Label at 11:00. Kluge's 06A. Star/nymph at 10:30? <!S??> = star, 7 points
y	f89r2.10	f89	dy	LABEL;PLANT	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	HEDGED	Labels in row of plants 2. || There are three labels and two plants. We assume that the first label is attached to the container in the left margin. plant <f89r2>[2,1] large, dark roots, dark flower Above plant <f89r2>[2,1]. Latham's m1.2. Kluge's 38A in <f89v>. Grove's X.15.
y	f99v.3	f99	chy	LABEL;PLANT	REL_PROXIMITY	UNHEDGED	Labels in row of plants 1 (top). || plant <f99v>[1,1] - light Between plants <f99v>[1,1] and <f99v>[1,2], under stem of the latter. Label broken by stem of plant <f99v>[1,2].
ykeey	f69r.25	f69	ykeey	PLANT	REL_PROXIMITY	UNHEDGED	"Radial lines between ""flower stalks"" || At 11:30."
ykeey	f69v.7	f69	ykeey	LABEL;STAR_OR_SKY		UNHEDGED	"Radial labels extending outwards from ""logs"" around star. || Log at 11:00, long. Grove's Y.1."
