collection_id	recipe_id	recipe_ordinal	element_ordinal	role	parent_instruction_ordinal	token_count	relative_element_position	concept_id	editor_english_label	annotation_flags
b4	b4.1	1	28	INGREDIENT	6	1	0.500000000	Q67731470	cut of fish	NONE
b4	b4.1	1	29	INSTRUCTION	0	6	0.517857143	NONE	NONE	NONE
b4	b4.1	1	30	INGREDIENT	7	1	0.535714286	Q67731470	cut of fish	NONE
b4	b4.1	1	31	TOOL	7	1	0.553571429	Q20181361	spit	NONE
b4	b4.1	1	32	INSTRUCTION	0	3	0.571428571	NONE	NONE	NONE
b4	b4.1	1	33	INGREDIENT	8	2	0.589285714	Q107246700	pea stock	NONE
b4	b4.1	1	34	INSTRUCTION	0	5	0.607142857	NONE	NONE	NONE
b4	b4.1	1	35	TOOL	9	1	0.625000000	Q1317634	cauldron	NONE
b4	b4.1	1	36	INSTRUCTION	0	5	0.642857143	NONE	NONE	NONE
b4	b4.1	1	37	INGREDIENT	10	1	0.660714286	Q67731470	cut of fish	NONE
b4	b4.1	1	38	INSTRUCTION	0	13	0.678571429	NONE	NONE	NONE
b4	b4.1	1	39	INSTRUCTION	0	12	0.696428571	NONE	NONE	NONE
b4	b4.1	1	40	TOOL	12	1	0.714285714	Q153988	bowl	NONE
b4	b4.1	1	41	INSTRUCTION	0	2	0.732142857	NONE	NONE	NONE
b4	b4.1	1	42	INGREDIENT	13	1	0.750000000	Q184357	almond	NONE
b4	b4.1	1	43	INSTRUCTION	0	6	0.767857143	NONE	NONE	NONE
b4	b4.1	1	44	INSTRUCTION	0	4	0.785714286	NONE	NONE	NONE
b4	b4.1	1	45	INGREDIENT	15	1	0.803571429	Q67731470	cut of fish	NONE
b4	b4.1	1	46	INSTRUCTION	0	10	0.821428571	NONE	NONE	NONE
b4	b4.1	1	47	INGREDIENT	16	1	0.839285714	Q15622897	clove	NONE
b4	b4.1	1	48	INSTRUCTION	0	7	0.857142857	NONE	NONE	NONE
b4	b4.1	1	49	INGREDIENT	17	1	0.875000000	Q10978	grape	NONE
b4	b4.1	1	50	INSTRUCTION	0	5	0.892857143	NONE	NONE	NONE
b4	b4.1	1	51	INSTRUCTION	0	12	0.910714286	NONE	NONE	NONE
b4	b4.1	1	52	INGREDIENT	19	2	0.928571429	Q107262744	southern wine	NONE
b4	b4.1	1	53	INGREDIENT	19	1	0.946428571	Q57656231	unrefined cane sugar	NONE
b4	b4.1	1	54	INGREDIENT	19	1	0.964285714	Q42527	spice	NONE
b4	b4.1	1	55	SERVINGTIP	0	5	0.982142857	NONE	NONE	dietetics
b4	b4.1	1	56	CLOSER	0	3	1.000000000	NONE	NONE	NONE
b4	b4.2	2	1	TITLE	0	4	0.043478261	NONE	Fish roast as partridge	NONE
b4	b4.2	2	2	DISH	0	1	0.086956522	Q899561	roast	NONE
b4	b4.2	2	3	INGREDIENT	0	1	0.130434783	Q26106	partridge	analogy
b4	b4.2	2	4	INSTRUCTION	0	22	0.173913043	NONE	NONE	NONE
b4	b4.2	2	5	TOOL	1	19	0.217391304	Q1323569	skewer	NONE
b4	b4.2	2	6	INGREDIENT	1	1	0.260869565	Q26106	partridge	analogy
b4	b4.2	2	7	INGREDIENT	1	1	0.304347826	Q26106	partridge	analogy
b4	b4.2	2	8	INSTRUCTION	0	2	0.347826087	NONE	NONE	NONE
b4	b4.2	2	9	INGREDIENT	2	1	0.391304348	Q600396	fish	NONE
b4	b4.2	2	10	INSTRUCTION	0	9	0.434782609	NONE	NONE	NONE
b4	b4.2	2	11	INGREDIENT	3	1	0.478260870	Q11801583	fish bone	exclusion
b4	b4.2	2	12	INGREDIENT	3	1	0.521739130	Q5454665	fish scale	exclusion
b4	b4.2	2	13	INSTRUCTION	0	7	0.565217391	NONE	NONE	NONE
b4	b4.2	2	14	INGREDIENT	4	1	0.608695652	Q67731470	cut of fish	NONE
b4	b4.2	2	15	INSTRUCTION	0	3	0.652173913	NONE	NONE	NONE
b4	b4.2	2	16	INGREDIENT	5	1	0.695652174	Q42527	spice	NONE
b4	b4.2	2	17	INSTRUCTION	0	14	0.739130435	NONE	NONE	NONE
b4	b4.2	2	18	TOOL	6	8	0.782608696	Q63436240	casserole	NONE
b4	b4.2	2	19	INGREDIENT	6	1	0.826086957	Q26106	partridge	analogy
b4	b4.2	2	20	INSTRUCTION	0	2	0.869565217	NONE	NONE	NONE
b4	b4.2	2	21	INSTRUCTION	0	5	0.913043478	NONE	NONE	NONE
b4	b4.2	2	22	INGREDIENT	8	2	0.956521739	Q67773148	northern pike filet	NONE
b4	b4.2	2	23	CLOSER	0	3	1.000000000	NONE	NONE	NONE
b4	b4.3	3	1	TITLE	0	4	0.033333333	NONE	Fish roast as venison	NONE
b4	b4.3	3	2	DISH	0	1	0.066666667	Q899561	roast	NONE
b4	b4.3	3	3	INGREDIENT	0	1	0.100000000	Q65244403	roe-deer meat	analogy
b4	b4.3	3	4	INSTRUCTION	0	6	0.133333333	NONE	NONE	NONE
b4	b4.3	3	5	INGREDIENT	1	1	0.166666667	Q600396	fish	NONE
b4	b4.3	3	6	INSTRUCTION	0	8	0.200000000	NONE	NONE	NONE
b4	b4.3	3	7	INGREDIENT	2	1	0.233333333	Q11801583	fish bone	exclusion
b4	b4.3	3	8	INGREDIENT	2	1	0.266666667	Q5454665	fish scale	exclusion
b4	b4.3	3	9	INSTRUCTION	0	5	0.300000000	NONE	NONE	NONE
b4	b4.3	3	10	INGREDIENT	3	1	0.333333333	Q67731470	cut of fish	NONE
b4	b4.3	3	11	INSTRUCTION	0	5	0.366666667	NONE	NONE	NONE
b4	b4.3	3	12	INGREDIENT	4	1	0.400000000	Q7802	bread	NONE
b4	b4.3	3	13	INSTRUCTION	0	3	0.433333333	NONE	NONE	NONE
b4	b4.3	3	14	INGREDIENT	5	1	0.466666667	Q42527	spice	NONE
b4	b4.3	3	15	INSTRUCTION	0	14	0.500000000	NONE	NONE	NONE
b4	b4.3	3	16	TOOL	6	1	0.533333333	Q32489	knife	NONE
b4	b4.3	3	17	TOOL	6	1	0.566666667	Q1762308	sideboard	NONE
b4	b4.3	3	18	INGREDIENT	6	1	0.600000000	Q65244403	roe-deer meat	analogy
b4	b4.3	3	19	DISH	6	1	0.633333333	Q899561	roast	analogy
b4	b4.3	3	20	INSTRUCTION	0	5	0.666666667	NONE	NONE	NONE
b4	b4.3	3	21	TOOL	7	1	0.700000000	Q127666	pan	NONE
b4	b4.3	3	22	INSTRUCTION	0	3	0.733333333	NONE	NONE	NONE
b4	b4.3	3	23	INSTRUCTION	0	3	0.766666667	NONE	NONE	NONE
b4	b4.3	3	24	TOOL	9	1	0.800000000	Q20181361	spit	NONE
b4	b4.3	3	25	INSTRUCTION	0	3	0.833333333	NONE	NONE	NONE
b4	b4.3	3	26	INSTRUCTION	0	5	0.866666667	NONE	NONE	NONE
b4	b4.3	3	27	INGREDIENT	11	2	0.900000000	Q67773148	northern pike filet	NONE
b4	b4.3	3	28	CLOSER	0	9	0.933333333	NONE	NONE	NONE
b4	b4.3	3	29	INGREDIENT	0	1	0.966666667	Q65244403	roe-deer meat	analogy
b4	b4.3	3	30	DISH	0	1	1.000000000	Q899561	roast	analogy
b4	b4.4	4	1	TITLE	0	4	0.083333333	NONE	Roast chicken, white	NONE
b4	b4.4	4	2	INGREDIENT	0	1	0.166666667	Q864693	chicken	NONE
b4	b4.4	4	3	INSTRUCTION	0	6	0.250000000	NONE	NONE	NONE
b4	b4.4	4	4	INGREDIENT	1	4	0.333333333	Q796758	egg white	NONE
b4	b4.4	4	5	INSTRUCTION	0	4	0.416666667	NONE	NONE	NONE
b4	b4.4	4	6	INSTRUCTION	0	5	0.500000000	NONE	NONE	NONE
b4	b4.4	4	7	INGREDIENT	3	1	0.583333333	Q36465	flour	NONE
b4	b4.4	4	8	INSTRUCTION	0	3	0.666666667	NONE	NONE	NONE
b4	b4.4	4	9	INSTRUCTION	0	6	0.750000000	NONE	NONE	NONE
b4	b4.4	4	10	TOOL	5	1	0.833333333	Q177257	ember	NONE
b4	b4.4	4	11	INSTRUCTION	0	12	0.916666667	NONE	NONE	NONE
b4	b4.4	4	12	INGREDIENT	6	1	1.000000000	Q745361	stuffing	NONE
b4	b4.5	5	1	TITLE	0	3	0.090909091	NONE	Roast chicken, red	NONE
b4	b4.5	5	2	INGREDIENT	0	1	0.181818182	Q864693	chicken	NONE
b4	b4.5	5	3	INSTRUCTION	0	6	0.272727273	NONE	NONE	NONE
b4	b4.5	5	4	INGREDIENT	1	1	0.363636364	Q15260613	chicken egg	NONE
b4	b4.5	5	5	INGREDIENT	1	1	0.454545455	Q25434	saffron	NONE
b4	b4.5	5	6	INGREDIENT	1	1	0.545454545	Q36465	flour	NONE
b4	b4.5	5	7	REF	0	5	0.636363636	NONE	NONE	NONE
b4	b4.5	5	8	INSTRUCTION	0	2	0.727272727	NONE	NONE	NONE
b4	b4.5	5	9	INGREDIENT	2	1	0.818181818	Q42527	spice	NONE
b4	b4.5	5	10	INSTRUCTION	0	10	0.909090909	NONE	NONE	NONE
b4	b4.5	5	11	INGREDIENT	3	1	1.000000000	Q745361	stuffing	NONE
b4	b4.6	6	1	TITLE	0	3	0.083333333	NONE	Roast chicken, green	NONE
b4	b4.6	6	2	INSTRUCTION	0	2	0.166666667	NONE	NONE	NONE
b4	b4.6	6	3	INGREDIENT	1	1	0.250000000	Q25284	parsley	NONE
b4	b4.6	6	4	INSTRUCTION	0	8	0.333333333	NONE	NONE	NONE
b4	b4.6	6	5	INGREDIENT	2	1	0.416666667	Q15260613	chicken egg	NONE
b4	b4.6	6	6	INGREDIENT	2	1	0.500000000	Q25434	saffron	NONE
b4	b4.6	6	7	INGREDIENT	2	1	0.583333333	Q36465	flour	NONE
b4	b4.6	6	8	INSTRUCTION	0	2	0.666666667	NONE	NONE	NONE
b4	b4.6	6	9	INGREDIENT	3	1	0.750000000	Q42527	spice	NONE
b4	b4.6	6	10	INSTRUCTION	0	5	0.833333333	NONE	NONE	NONE
b4	b4.6	6	11	TOOL	4	1	0.916666667	Q2621157	cheesecloth	NONE
b4	b4.6	6	12	REF	0	5	1.000000000	NONE	NONE	NONE
b4	b4.7	7	1	TITLE	0	3	0.029411765	NONE	Roast chicken, black	NONE
b4	b4.7	7	2	INGREDIENT	0	1	0.058823529	Q864693	chicken	NONE
b4	b4.7	7	3	ALTERNATIVE	0	42	0.088235294	NONE	NONE	NONE
b4	b4.7	7	4	INSTRUCTION	0	2	0.117647059	NONE	NONE	NONE
b4	b4.7	7	5	INGREDIENT	1	1	0.147058824	Q1468150	gingerbread for sauce	NONE
b4	b4.7	7	6	INSTRUCTION	0	3	0.176470588	NONE	NONE	NONE
b4	b4.7	7	7	INSTRUCTION	0	5	0.205882353	NONE	NONE	NONE
b4	b4.7	7	8	TOOL	3	1	0.235294118	Q45778	mortar	NONE
b4	b4.7	7	9	INSTRUCTION	0	3	0.264705882	NONE	NONE	NONE
b4	b4.7	7	10	KITCHENTIP	0	26	0.294117647	NONE	NONE	NONE
b4	b4.7	7	11	ALTERNATIVE	0	7	0.323529412	NONE	NONE	NONE
b4	b4.7	7	12	INGREDIENT	0	1	0.352941176	Q1468150	gingerbread for sauce	NONE
b4	b4.7	7	13	INGREDIENT	0	1	0.382352941	Q10987	honey	NONE
b4	b4.7	7	14	INGREDIENT	0	2	0.411764706	Q2249305	wheat flour	NONE
b4	b4.7	7	15	TOOL	0	1	0.441176471	Q127666	pan	NONE
b4	b4.7	7	16	TIME	0	5	0.470588235	NONE	NONE	NONE
b4	b4.7	7	17	INSTRUCTION	0	6	0.500000000	NONE	NONE	NONE
b4	b4.7	7	18	TOOL	5	1	0.529411765	Q2621157	cheesecloth	NONE
b4	b4.7	7	19	INGREDIENT	5	1	0.558823529	Q15260613	chicken egg	NONE
b4	b4.7	7	20	INSTRUCTION	0	3	0.588235294	NONE	NONE	NONE
b4	b4.7	7	21	INGREDIENT	6	1	0.617647059	Q864693	chicken	NONE
b4	b4.7	7	22	INSTRUCTION	0	12	0.647058824	NONE	NONE	NONE
b4	b4.7	7	23	TIME	7	5	0.676470588	NONE	NONE	NONE
b4	b4.7	7	24	INGREDIENT	7	1	0.705882353	Q15622897	clove	NONE
b4	b4.7	7	25	INSTRUCTION	0	5	0.735294118	NONE	NONE	NONE
b4	b4.7	7	26	INGREDIENT	8	1	0.764705882	Q1090	silver	NONE
b4	b4.7	7	27	INGREDIENT	8	1	0.794117647	Q15622897	clove	NONE
b4	b4.7	7	28	INSTRUCTION	0	5	0.823529412	NONE	NONE	NONE
b4	b4.7	7	29	INGREDIENT	9	1	0.852941176	Q897	gold	NONE
b4	b4.7	7	30	INGREDIENT	9	1	0.882352941	Q15622897	clove	NONE
b4	b4.7	7	31	INSTRUCTION	0	8	0.911764706	NONE	NONE	NONE
b4	b4.7	7	32	INGREDIENT	10	1	0.941176471	Q1090	silver	NONE
b4	b4.7	7	33	INGREDIENT	10	1	0.970588235	Q15622897	clove	NONE
b4	b4.7	7	34	INGREDIENT	10	1	1.000000000	Q897	gold	NONE
b4	b4.9	8	1	TITLE	0	6	0.020408163	NONE	Veal roast	NONE
b4	b4.9	8	2	DISH	0	1	0.040816327	Q899561	roast	NONE
b4	b4.9	8	3	INGREDIENT	0	1	0.061224490	Q957434	veal	NONE
b4	b4.9	8	4	INSTRUCTION	0	6	0.081632653	NONE	NONE	NONE
b4	b4.9	8	5	INGREDIENT	1	4	0.102040816	Q957434	veal	NONE
b4	b4.9	8	6	INSTRUCTION	0	3	0.122448980	NONE	NONE	NONE
b4	b4.9	8	7	INSTRUCTION	0	10	0.142857143	NONE	NONE	NONE
b4	b4.9	8	8	INGREDIENT	3	1	0.163265306	Q107246442	calf blood	NONE
b4	b4.9	8	9	INSTRUCTION	0	10	0.183673469	NONE	NONE	NONE
b4	b4.9	8	10	INGREDIENT	4	2	0.204081633	Q3893120	rye bread	NONE
b4	b4.9	8	11	INSTRUCTION	0	3	0.224489796	NONE	NONE	NONE
b4	b4.9	8	12	INSTRUCTION	0	4	0.244897959	NONE	NONE	NONE
b4	b4.9	8	13	INGREDIENT	6	1	0.265306122	Q15260613	chicken egg	NONE
b4	b4.9	8	14	INSTRUCTION	0	7	0.285714286	NONE	NONE	NONE
b4	b4.9	8	15	INGREDIENT	7	1	0.306122449	Q7802	bread	NONE
b4	b4.9	8	16	INSTRUCTION	0	4	0.326530612	NONE	NONE	NONE
b4	b4.9	8	17	INSTRUCTION	0	3	0.346938776	NONE	NONE	NONE
b4	b4.9	8	18	INGREDIENT	9	1	0.367346939	Q42527	spice	NONE
b4	b4.9	8	19	INSTRUCTION	0	5	0.387755102	NONE	NONE	NONE
b4	b4.9	8	20	INGREDIENT	10	1	0.408163265	Q15622897	clove	NONE
b4	b4.9	8	21	INSTRUCTION	0	8	0.428571429	NONE	NONE	NONE
b4	b4.9	8	22	INGREDIENT	11	1	0.448979592	Q107261757	veal sausage meat	NONE
b4	b4.9	8	23	INSTRUCTION	0	5	0.469387755	NONE	NONE	NONE
b4	b4.9	8	24	DISH	12	1	0.489795918	Q899561	roast	NONE
b4	b4.9	8	25	INSTRUCTION	0	4	0.510204082	NONE	NONE	NONE
b4	b4.9	8	26	TOOL	13	1	0.530612245	Q1317634	cauldron	NONE
b4	b4.9	8	27	INSTRUCTION	0	6	0.551020408	NONE	NONE	NONE
b4	b4.9	8	28	INGREDIENT	14	1	0.571428571	Q3075310	stock	NONE
b4	b4.9	8	29	INSTRUCTION	0	7	0.591836735	NONE	NONE	NONE
b4	b4.9	8	30	ALTERNATIVE	15	6	0.612244898	NONE	NONE	NONE
b4	b4.9	8	31	TOOL	15	1	0.632653061	Q177257	ember	NONE
b4	b4.9	8	32	TOOL	15	1	0.653061224	Q177257	ember	NONE
b4	b4.9	8	33	INSTRUCTION	0	3	0.673469388	NONE	NONE	NONE
b4	b4.9	8	34	DISH	16	1	0.693877551	Q899561	roast	NONE
b4	b4.9	8	35	INSTRUCTION	0	4	0.714285714	NONE	NONE	NONE
b4	b4.9	8	36	INSTRUCTION	0	10	0.734693878	NONE	NONE	NONE
b4	b4.9	8	37	INSTRUCTION	0	16	0.755102041	NONE	NONE	NONE
b4	b4.9	8	38	INSTRUCTION	0	10	0.775510204	NONE	NONE	NONE
b4	b4.9	8	39	INSTRUCTION	0	4	0.795918367	NONE	NONE	NONE
b4	b4.9	8	40	INSTRUCTION	0	4	0.816326531	NONE	NONE	NONE
b4	b4.9	8	41	INGREDIENT	22	1	0.836734694	Q11106	bacon	NONE
b4	b4.9	8	42	INSTRUCTION	0	5	0.857142857	NONE	NONE	NONE
b4	b4.9	8	43	INSTRUCTION	0	3	0.877551020	NONE	NONE	NONE
b4	b4.9	8	44	INSTRUCTION	0	4	0.897959184	NONE	NONE	NONE
b4	b4.9	8	45	INGREDIENT	25	1	0.918367347	Q15622897	clove	NONE
b4	b4.9	8	46	INSTRUCTION	0	5	0.938775510	NONE	NONE	NONE
b4	b4.9	8	47	INGREDIENT	26	1	0.959183673	Q282	wine	NONE
b4	b4.9	8	48	INSTRUCTION	0	5	0.979591837	NONE	NONE	NONE
b4	b4.9	8	49	DISH	27	1	1.000000000	Q178359	sauce	NONE
b4	b4.10	9	1	TITLE	0	5	0.062500000	NONE	Saddle of veal	NONE
b4	b4.10	9	2	INGREDIENT	0	1	0.125000000	Q957434	veal	NONE
b4	b4.10	9	3	DISH	0	1	0.187500000	Q899561	roast	NONE
b4	b4.10	9	4	INSTRUCTION	0	10	0.250000000	NONE	NONE	NONE
b4	b4.10	9	5	INGREDIENT	1	5	0.312500000	Q65239275	saddle of veal	NONE
b4	b4.10	9	6	INSTRUCTION	0	8	0.375000000	NONE	NONE	NONE
b4	b4.10	9	7	INSTRUCTION	0	4	0.437500000	NONE	NONE	NONE
b4	b4.10	9	8	INGREDIENT	3	1	0.500000000	Q15622897	clove	NONE
b4	b4.10	9	9	INSTRUCTION	0	5	0.562500000	NONE	NONE	NONE
b4	b4.10	9	10	INGREDIENT	4	2	0.625000000	Q28165	cinnamon	NONE
b4	b4.10	9	11	INSTRUCTION	0	3	0.687500000	NONE	NONE	NONE
b4	b4.10	9	12	INSTRUCTION	0	6	0.750000000	NONE	NONE	NONE
b4	b4.10	9	13	INGREDIENT	6	1	0.812500000	Q15622897	clove	NONE
b4	b4.10	9	14	CLOSER	0	5	0.875000000	NONE	NONE	NONE
b4	b4.10	9	15	SERVINGTIP	0	6	0.937500000	NONE	NONE	dietetics
b4	b4.10	9	16	DISH	0	1	1.000000000	Q178359	sauce	NONE
b4	b4.11	10	1	TITLE	0	5	0.052631579	NONE	Veal offal sausage	NONE
b4	b4.11	10	2	DISH	0	1	0.105263158	Q899561	roast	NONE
b4	b4.11	10	3	INGREDIENT	0	1	0.157894737	Q107246444	calf hindgut	NONE
b4	b4.11	10	4	INSTRUCTION	0	6	0.210526316	NONE	NONE	NONE
b4	b4.11	10	5	INGREDIENT	1	4	0.263157895	Q107246444	calf hindgut	NONE
b4	b4.11	10	6	INSTRUCTION	0	4	0.315789474	NONE	NONE	NONE
b4	b4.11	10	7	INSTRUCTION	0	6	0.368421053	NONE	NONE	NONE
b4	b4.11	10	8	INGREDIENT	3	1	0.421052632	Q107246461	cattle lung	NONE
b4	b4.11	10	9	INGREDIENT	3	1	0.473684211	Q11106	bacon	NONE
b4	b4.11	10	10	INSTRUCTION	0	1	0.526315789	NONE	NONE	NONE
b4	b4.11	10	11	INGREDIENT	4	1	0.578947368	Q42527	spice	NONE
b4	b4.11	10	12	INSTRUCTION	0	1	0.631578947	NONE	NONE	NONE
b4	b4.11	10	13	INSTRUCTION	0	5	0.684210526	NONE	NONE	NONE
b4	b4.11	10	14	INGREDIENT	6	1	0.736842105	Q107246444	calf hindgut	NONE
b4	b4.11	10	15	INSTRUCTION	0	2	0.789473684	NONE	NONE	NONE
b4	b4.11	10	16	DISH	7	1	0.842105263	Q131419	sausage	NONE
b4	b4.11	10	17	INSTRUCTION	0	1	0.894736842	NONE	NONE	NONE
b4	b4.11	10	18	INSTRUCTION	0	4	0.947368421	NONE	NONE	NONE
b4	b4.11	10	19	INGREDIENT	9	1	1.000000000	Q7802	bread	NONE
b4	b4.12	11	1	TITLE	0	4	0.014492754	NONE	Pike, stuffed with pike	NONE
b4	b4.12	11	2	INGREDIENT	0	1	0.028985507	Q83363026	northern pike	NONE
b4	b4.12	11	3	INSTRUCTION	0	9	0.043478261	NONE	NONE	NONE
b4	b4.12	11	4	INGREDIENT	1	1	0.057971014	Q83363026	northern pike	NONE
b4	b4.12	11	5	INSTRUCTION	0	9	0.072463768	NONE	NONE	NONE
b4	b4.12	11	6	INGREDIENT	2	1	0.086956522	Q107246654	northern pike head	exclusion
b4	b4.12	11	7	INSTRUCTION	0	3	0.101449275	NONE	NONE	NONE
b4	b4.12	11	8	TOOL	3	1	0.115942029	Q32489	knife	NONE
b4	b4.12	11	9	INSTRUCTION	0	7	0.130434783	NONE	NONE	NONE
b4	b4.12	11	10	INGREDIENT	4	1	0.144927536	Q83363026	northern pike	NONE
b4	b4.12	11	11	INSTRUCTION	0	6	0.159420290	NONE	NONE	NONE
b4	b4.12	11	12	INGREDIENT	5	1	0.173913043	Q107246656	northern pike skin	NONE
b4	b4.12	11	13	INSTRUCTION	0	4	0.188405797	NONE	NONE	NONE
b4	b4.12	11	14	INGREDIENT	6	1	0.202898551	Q107246656	northern pike skin	NONE
b4	b4.12	11	15	INSTRUCTION	0	28	0.217391304	NONE	NONE	NONE
b4	b4.12	11	16	INGREDIENT	7	1	0.231884058	Q83363026	northern pike	NONE
b4	b4.12	11	17	INGREDIENT	7	1	0.246376812	Q4162555	fish fin	NONE
b4	b4.12	11	18	INGREDIENT	7	1	0.260869565	Q107304832	northern pike tail	NONE
b4	b4.12	11	19	INGREDIENT	7	1	0.275362319	Q107246656	northern pike skin	NONE
b4	b4.12	11	20	TOOL	7	1	0.289855072	Q32489	knife	NONE
b4	b4.12	11	21	INGREDIENT	0	1	0.304347826	Q83363026	northern pike	NONE
b4	b4.12	11	22	INSTRUCTION	0	4	0.318840580	NONE	NONE	NONE
b4	b4.12	11	23	INGREDIENT	8	1	0.333333333	Q83363026	northern pike	NONE
b4	b4.12	11	24	INSTRUCTION	0	3	0.347826087	NONE	NONE	NONE
b4	b4.12	11	25	INGREDIENT	9	1	0.362318841	Q83363026	northern pike	NONE
b4	b4.12	11	26	INSTRUCTION	0	5	0.376811594	NONE	NONE	NONE
b4	b4.12	11	27	INGREDIENT	10	1	0.391304348	Q11801583	fish bone	exclusion
b4	b4.12	11	28	INSTRUCTION	0	4	0.405797101	NONE	NONE	NONE
b4	b4.12	11	29	INGREDIENT	11	1	0.420289855	Q107246656	northern pike skin	NONE
b4	b4.12	11	30	INSTRUCTION	0	4	0.434782609	NONE	NONE	NONE
b4	b4.12	11	31	INGREDIENT	12	1	0.449275362	Q83363026	northern pike	NONE
b4	b4.12	11	32	INSTRUCTION	0	9	0.463768116	NONE	NONE	NONE
b4	b4.12	11	33	INGREDIENT	13	1	0.478260870	Q600396	fish	NONE
b4	b4.12	11	34	INSTRUCTION	0	6	0.492753623	NONE	NONE	NONE
b4	b4.12	11	35	INGREDIENT	14	1	0.507246377	Q42527	spice	NONE
b4	b4.12	11	36	INSTRUCTION	0	6	0.521739130	NONE	NONE	NONE
b4	b4.12	11	37	INGREDIENT	15	1	0.536231884	Q137931	hyssop	NONE
b4	b4.12	11	38	INGREDIENT	15	1	0.550724638	Q828427	pellitory	NONE
b4	b4.12	11	39	INGREDIENT	15	1	0.565217391	Q79106872	southernwood	NONE
b4	b4.12	11	40	INSTRUCTION	0	8	0.579710145	NONE	NONE	NONE
b4	b4.12	11	41	INGREDIENT	16	1	0.594202899	Q1111359	common sage	NONE
b4	b4.12	11	42	INGREDIENT	16	1	0.608695652	Q25284	parsley	NONE
b4	b4.12	11	43	INSTRUCTION	0	5	0.623188406	NONE	NONE	NONE
b4	b4.12	11	44	INGREDIENT	17	1	0.637681159	Q600396	fish	NONE
b4	b4.12	11	45	INSTRUCTION	0	6	0.652173913	NONE	NONE	NONE
b4	b4.12	11	46	INGREDIENT	18	1	0.666666667	Q107246656	northern pike skin	NONE
b4	b4.12	11	47	NAME	0	2	0.681159420	NONE	NONE	NONE
b4	b4.12	11	48	INGREDIENT	0	1	0.695652174	Q83363026	northern pike	NONE
b4	b4.12	11	49	ALTERNATIVE	0	17	0.710144928	NONE	NONE	NONE
b4	b4.12	11	50	INSTRUCTION	0	8	0.724637681	NONE	NONE	NONE
b4	b4.12	11	51	INGREDIENT	19	1	0.739130435	Q15260613	chicken egg	NONE
b4	b4.12	11	52	INSTRUCTION	0	9	0.753623188	NONE	NONE	NONE
b4	b4.12	11	53	INGREDIENT	20	1	0.768115942	Q89	apple	NONE
b4	b4.12	11	54	INSTRUCTION	0	5	0.782608696	NONE	NONE	NONE
b4	b4.12	11	55	INGREDIENT	21	1	0.797101449	Q107246654	northern pike head	NONE
b4	b4.12	11	56	INSTRUCTION	0	10	0.811594203	NONE	NONE	NONE
b4	b4.12	11	57	TOOL	22	1	0.826086957	Q1391831	thread	NONE
b4	b4.12	11	58	INGREDIENT	22	1	0.840579710	Q83363026	northern pike	NONE
