physical_folio	model	events	d_events	gain_bits	gain_bits_per_event
f80	CELL_BOTH	2	0	-0.010370889113	-0.005185444557
f80	CELL_LINE_START	2	0	-0.015285060773	-0.007642530386
f80	CELL_PREV_DY	2	0	0.004636443873	0.002318221937
f81	CELL	2	1	0.000000000000	0.000000000000
f81	CELL_BOTH	2	1	-0.132264741335	-0.066132370668
f81	CELL_LINE_START	2	1	-0.131069944729	-0.065534972365
f81	CELL_PREV_DY	2	1	-0.000089315533	-0.000044657766
f82	CELL	1	0	0.000000000000	0.000000000000
f82	CELL_BOTH	1	0	-0.056787431110	-0.056787431110
f82	CELL_LINE_START	1	0	-0.058799918282	-0.058799918282
f82	CELL_PREV_DY	1	0	0.002269638600	0.002269638600
f85	CELL	1	0	0.000000000000	0.000000000000
f85	CELL_BOTH	1	0	0.039588940948	0.039588940948
f85	CELL_LINE_START	1	0	0.036365964802	0.036365964802
f85	CELL_PREV_DY	1	0	0.002706361022	0.002706361022
f86	CELL	5	2	0.000000000000	0.000000000000
f86	CELL_BOTH	5	2	0.026973753085	0.005394750617
f86	CELL_LINE_START	5	2	0.088176020591	0.017635204118
f86	CELL_PREV_DY	5	2	-0.064108439371	-0.012821687874
f94	CELL	1	1	0.000000000000	0.000000000000
f94	CELL_BOTH	1	1	0.053770355440	0.053770355440
f94	CELL_LINE_START	1	1	0.056141315900	0.056141315900
f94	CELL_PREV_DY	1	1	-0.003051770747	-0.003051770747
f95	CELL	2	0	0.000000000000	0.000000000000
f95	CELL_BOTH	2	0	-0.005107369841	-0.002553684920
f95	CELL_LINE_START	2	0	-0.010804475920	-0.005402237960
f95	CELL_PREV_DY	2	0	0.005365182105	0.002682591052
