view	book	representation	queries	mrr	top1	top10
GENERATED_DIPLOMATIC_SAMPLED	Band5	COMPILER_SIGNATURE	1091	0.14189047838537497	97	265
GENERATED_DIPLOMATIC_SAMPLED	Band5	PAGE_HOST_CHAR3	1091	0.5646020313308344	482	871
GENERATED_DIPLOMATIC_SAMPLED	Band5	RAW_CHAR3	1091	0.5776716223497794	493	877
REAL_DIPLOMATIC	ALL	COMPILER_SIGNATURE	3172	0.16265747961392552	301	936
REAL_DIPLOMATIC	ALL	PAGE_HOST_CHAR3	3172	0.5692323359055941	1411	2566
REAL_DIPLOMATIC	ALL	RAW_CHAR3	3172	0.5804604383307382	1443	2595
REAL_DIPLOMATIC	Band2	COMPILER_SIGNATURE	464	0.1503265587880317	37	134
REAL_DIPLOMATIC	Band2	PAGE_HOST_CHAR3	464	0.5693837330981407	209	369
REAL_DIPLOMATIC	Band2	RAW_CHAR3	464	0.5729167688005133	211	371
REAL_DIPLOMATIC	Band3	COMPILER_SIGNATURE	1062	0.12684094619372416	74	253
REAL_DIPLOMATIC	Band3	PAGE_HOST_CHAR3	1062	0.5060882885247614	405	799
REAL_DIPLOMATIC	Band3	RAW_CHAR3	1062	0.5236044063448245	427	818
REAL_DIPLOMATIC	Band4	COMPILER_SIGNATURE	555	0.21249803041553916	68	215
REAL_DIPLOMATIC	Band4	PAGE_HOST_CHAR3	555	0.6641515242771604	302	499
REAL_DIPLOMATIC	Band4	RAW_CHAR3	555	0.6748386939239751	306	501
REAL_DIPLOMATIC	Band5	COMPILER_SIGNATURE	1091	0.17741201679135407	122	334
REAL_DIPLOMATIC	Band5	PAGE_HOST_CHAR3	1091	0.5823474417487563	495	899
REAL_DIPLOMATIC	Band5	RAW_CHAR3	1091	0.5910025435340595	499	905
