pair_id	arm	cut_ordinal	locus	group_index	surface	original_display_cut_offset	effective_display_cut_offset	original_offset_state	replacement_rule	localizer_a_full_x	localizer_b_full_x	absolute_delta_px	localizer_a_confidence	localizer_b_confidence	reconciliation_state	review_variant_count	localizer_a_crop_sha256	localizer_b_crop_sha256	provenance
G5P003	TARGET	1	f37v.1	3	qotoldy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1390	1420	30	LOW	LOW	AGREE_WITHIN_50PX	1	b9e4c1aeac505dfc7e7467c0612995f341c0226a1269cfbb8f1f4081b76ac4ca	45ff30b80d97061ed1d89b73f6ca2b0d9ad2f14181d9686c3091e30ceb5aeb3e	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P003	TARGET	2	f37v.1	3	qotoldy	5	5	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1540	1540	0	LOW	LOW	AGREE_WITHIN_50PX	1	19a4d592f0e0769d96d1e17c37da5aa2016e64fce66c1e298296469fff32d1fc	d55db353f43c5a97392ef4aed6cd39a6b3da8433297a8a31b2bdbb0a9a60ae77	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P004	CONTROL	1	f43r.3	8	yteedy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1245	1040	205	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	6a2e67ae744d7ec0e68b4599ea19a227dc1c6e96e7538cb6e9ab5c768e131128	604accdc9b31c7f239bf872cc5494f35ce3a21e4f47c261843aa502b2c9e0f21	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P004	CONTROL	2	f43r.3	8	yteedy	4	4	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1390	1135	255	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	18f8d987de3cfc54c4e829276bc65b3fa4f0cd954a38ffa92bfa7260f67c110d	412e9c68d4567ef0bee55c92f9516542839ad841e594bb2597f9f45191523af8	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P004	TARGET	1	f43r.3	11	qotydy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1790	1530	260	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	b8bee662107924843d93c1766736994d0bd9bb9818fbc95252896f3ec960199c	9a43b6d8d37ca141cd2912843ae70baad2fd85e1514777b981648978c152b84d	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P004	TARGET	2	f43r.3	11	qotydy	4	4	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1925	1620	305	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	0f7784fffd7ed233954718adc73be1668864f859f9b1ff8311bfd78978f29b81	bc5d9d6f5b7a9e7df219ac7e58efea8e0df61b45b36a9e80eecfd58f1e3860c7	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P005	CONTROL	1	f58v.38	7	okor	2	2	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2100	2170	70	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	f2af44b50803dbc875c9d257260595660bdaf73bbbeecef639bb7b54891237b4	32b92f58052f9db080625ac913114cff538e231caa750fcbb018efa7f02bb1c2	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P005	TARGET	1	f58v.38	9	sydy	2	2	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2525	2525	0	MEDIUM	MEDIUM	AGREE_WITHIN_50PX	1	87d954534f0a1e9f09b84f8affb51d0b2aac39e8fa14ebdd704dd87989381960	5a11e0d61c0e294f732022fda05909bcd9ce3c9e012c6086fb72bf95594a7051	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P006	CONTROL	1	f81v.20	7	ltedy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2015	2015	0	LOW	LOW	AGREE_WITHIN_50PX	1	06308e2f279b81f0cc2ad6d21861a6b0d9363b0edebb2017695db9863fec6bb2	a8ded9659680b2acb17ae377b004712b027a484703ab07732b7d522d98d76f1a	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P006	CONTROL	2	f81v.20	7	ltedy	3	3	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2135	2090	45	LOW	LOW	AGREE_WITHIN_50PX	1	d3af576c701334dd83e1164ea89d0061b6c407b25c397ec0f1b08cdf4f72c156	ecb3adc2df28902d7a338419073b40ec60473dddc348b25018e433084b3453c6	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P006	TARGET	1	f81v.20	6	qoldy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1810	1800	10	LOW	LOW	AGREE_WITHIN_50PX	1	ea0bbfa944ee5c7ea3c1134d945ad2405dd51f58e7c5d67c8695b5a6472bb98c	3b7a17b22c74dc121bb2f305f37d3edcc26bbe5ec4319dfca5a47f86db3dcc2c	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P006	TARGET	2	f81v.20	6	qoldy	3	3	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1930	1885	45	LOW	LOW	AGREE_WITHIN_50PX	1	9c0cfbf6b6e9bd3d2d7bf95c780149a90d3dcdfb620b69349ddad0caae1b21ef	f3ec38830da99d79c2b1afb68690989f773e23bedae31af552fb3fc0975da887	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P007	CONTROL	1	f82v.13	7	chckhdy	1	2	INSIDE_ONE_STA_SIGN_REPLACED	NEAREST_INTERNAL_STA_BOUNDARY_FOLLOWING_K1_CH	2030	2000	30	LOW	LOW	AGREE_WITHIN_50PX	1	dfbc2f5bfd2aa5b1d00a92986b097a01b4452d9efbf7498806a8966f6a695598	76ba930c8e6a9697170f3df81b797eef35f63e035963b20ecdd31fedf47a0a38	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P007	CONTROL	2	f82v.13	7	chckhdy	5	5	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2170	2140	30	LOW	LOW	AGREE_WITHIN_50PX	1	8d27f5ebd6a5621f555fd305ce14b820f76ea016b00e0f22bb7602c17f97ff35	bcc7a8433854fad666882f112eb312a580fbe088e67e648b7cd4ee6d0ddd32ff	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P007	TARGET	1	f82v.13	8	qokoldy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2370	2290	80	LOW	LOW	DISAGREE_RETAIN_BOTH_VARIANTS	2	dda1d7108670dece68ad0484559940a790cd135abfc21a4fc576c89c5ff5cd42	ed45bedc0f4edcb1954bb93f8d754c4cda2a4b16283ac14809115dcfadd256b2	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P007	TARGET	2	f82v.13	8	qokoldy	5	5	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	2510	2460	50	LOW	LOW	AGREE_WITHIN_50PX	1	55d903f4c867b3816f496350fe9ee8373c20556fe138a0e43d342fc2d4c4bebb	afa468f6f4efa614574ffe43c0b3415908826d253d1f8429ed64716ff838bda4	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P008	CONTROL	1	f83v.3	7	qokaiin	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1750	1750	0	LOW	LOW	AGREE_WITHIN_50PX	1	b49aec2b9a31ba4735c6540102af0e053e85dd352c69eaf5314a0199a2e45acb	f2c4c41c508e6c2b1c7e1ee5c11c98f5bf92acd4bd5f1645cb52d19d0ae88b3e	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P008	CONTROL	2	f83v.3	7	qokaiin	5	4	INSIDE_ONE_STA_SIGN_REPLACED	NEAREST_INTERNAL_STA_BOUNDARY_PRECEDING_G1_IIN	1900	1875	25	LOW	LOW	AGREE_WITHIN_50PX	1	35e5facbcb7131819a48d46f0fe4bbfee89b9d243a2f1b496814271ec0e52fba	25f39ff03ba2a10ca2e4bd310c590ac40af92635a88579a4089ce528f8db5f9f	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P008	TARGET	1	f83v.3	6	qotaldy	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1505	1490	15	LOW	LOW	AGREE_WITHIN_50PX	1	b11fa03cc4df5d84f7800d1ab97234a3bc6e98ec318f71f6466205fb8e555c86	b53532fb2f35787c91d505ca95fcfd541dc84d05268d6bc2a3d18bef8e896510	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P008	TARGET	2	f83v.3	6	qotaldy	5	5	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1660	1620	40	LOW	LOW	AGREE_WITHIN_50PX	1	c69dadfef6a7cf1be2ba719043f3bc06d918654c2d05658096955de05fb2053f	94e63e0b8ac1cd9cf9cf0edb9ee761231908d8c77b9bdb87dcf8a1cf736fb0a8	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P009	CONTROL	1	f93v.4	4	qokchol	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1115	1110	5	LOW	LOW	AGREE_WITHIN_50PX	1	7b50e6d654f72a7355e7af27d70c9bf2d8c227de82db6b98d189a46eda291667	0ae57873c95196bb31d3f4b88b01a5aa560e4ee80cd53efbd17da1f38d9c9647	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P009	CONTROL	2	f93v.4	4	qokchol	5	5	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1275	1250	25	LOW	LOW	AGREE_WITHIN_50PX	1	a6509ece1d54f844fa8f46b046d7ce365edfe04fdcd11fc5719ec46945976a4e	57638ac0979b29d5cd61fcbef9d13e41d35d6605b787ee9005b2889484b411a6	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P009	TARGET	1	f93v.4	5	qokchody	1	1	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1365	1350	15	LOW	LOW	AGREE_WITHIN_50PX	1	4b74490281eae4c494fa5bcb21417db931e993a6383c1636ef2e5643ff72ec68	2166ef2cfadc62a22a2da366aadd21108713d0a745def6af594b2dfdee346245	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
G5P009	TARGET	2	f93v.4	5	qokchody	6	6	AT_STA_SIGN_BOUNDARY	NONE_ORIGINAL_OFFSET_ALREADY_AT_STA_BOUNDARY	1520	1510	10	LOW	LOW	AGREE_WITHIN_50PX	1	6a65bacd6c23cc9608ab4c2d71683c65c23b92fe142bd7308513d9cfcf5da3f8	66fdaf440484c45a874fdd2d16fe35b53bb9b469ffb816f13c71cf73cc76fe2c	AI_DIRECT_VISUAL_OBSERVATION_LOCALIZATION_ONLY
