rank	feature_family	feature_value	denominator	ha_count	ha_folios	ha_rate_per_1000	hb_count	hb_folios	hb_rate_per_1000	sb_count	sb_folios	sb_rate_per_1000	ob_count	ob_folios	ob_rate_per_1000	sa_count	sa_folios	sa_rate_per_1000	other_count	other_folios	other_rate_per_1000	shared_a_enrichment_log2	shared_other_b_specificity_log2	hb_sb_abs_log2_rate_difference	minimum_target_folio_support	same_hand3_support	hb_hand3_count	hb_hand3_folios	sb_hand3_count	sb_hand3_folios	hb_nonhand3_count	hb_nonhand3_folios	cross_hand_target_support	sa_cross_currier_sensitivity	lofo_min_a_enrichment_log2	lofo_min_other_b_specificity_log2	family_selector_bits	rank_score	formal_function_hint	classification
25	CLOSED_FIELD_CLOSER	ote	FIELD	0	0	0.553097345	12	6	27.173913043	38	12	25.412541254	57	12	33.704572098	0	0	8.620689655	0	0	2.808988764	5.521863425	-0.407403657	0.096681676	6	NO	0	0	38	12	12	6	YES	ABSENT	5.364202902	-0.565064180	4.000000000	6.351610427	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
26	CLOSED_FIELD_CLOSER	che	FIELD	0	0	0.553097345	5	5	11.956521739	18	8	12.211221122	24	11	14.361078546	0	0	8.620689655	0	0	2.808988764	4.434120530	-0.264366345	0.030409720	5	YES	1	1	15	8	4	4	YES	ABSENT	4.145659723	-0.552827152	4.000000000	6.305391296	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
27	WRAPPER_CORE	q|otar	GROUP	0	0	0.127811861	4	4	3.398791541	15	9	3.191927512	14	9	3.207964602	0	0	1.655629139	0	0	0.730994152	4.642334259	-0.007230334	0.090593991	4	YES	2	2	15	9	2	2	YES	ABSENT	4.338960378	-0.310604215	6.357552005	6.269400766	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
28	CLOSED_FIELD_CLOSER	oke	FIELD	0	0	0.553097345	30	13	66.304347826	56	12	37.293729373	145	12	85.287221571	0	0	8.620689655	0	0	2.808988764	6.075255846	-1.193396528	0.830170403	12	YES	3	2	55	12	27	11	YES	ABSENT	5.580832560	-1.687819814	4.000000000	6.091957989	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
29	CORE	che	GROUP	0	0	0.127811861	5	5	4.154078550	18	8	3.809719934	24	11	5.420353982	0	0	1.655629139	0	0	0.730994152	4.897591314	-0.508702127	0.124843552	5	YES	1	1	15	8	4	4	YES	ABSENT	4.558007594	-0.848285847	6.209453366	6.013838597	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
30	CORE	ote	GROUP	0	0	0.127811861	12	6	9.441087613	38	12	7.928336079	57	12	12.721238938	0	0	1.655629139	0	0	0.730994152	5.954924489	-0.682149159	0.251934949	6	NO	0	0	38	12	12	6	YES	ABSENT	5.819204640	-0.817869009	6.209453366	5.999238289	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
31	STATE_TRANSITION	DY_RESOLUTION>OT_AR_LOCAL	TRANSITION	0	0	0.160205062	5	4	4.841549296	12	9	2.980448259	11	8	2.987789036	0	0	1.930501931	0	0	0.880281690	4.217537686	-0.003548957	0.699939455	4	YES	3	2	11	9	2	2	YES	ABSENT	4.080874279	-0.140212363	6.000000000	5.968409411	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
37	CLOSED_FIELD_CLOSER	e	FIELD	0	0	0.553097345	17	10	38.043478261	75	12	49.834983498	185	13	108.733880422	0	0	8.620689655	1	1	8.426966292	6.103971928	-1.515080479	0.389509695	10	YES	2	1	74	12	15	9	YES	ABSENT	5.874626746	-1.744425661	4.000000000	5.749596292	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
38	CORE	oke	GROUP	0	0	0.127811861	30	13	23.036253776	56	12	11.635090610	145	12	32.190265487	0	0	1.655629139	0	0	0.730994152	6.508316911	-1.468142029	0.985423675	12	YES	3	2	55	12	27	11	YES	ABSENT	5.991671836	-1.984787105	6.209453366	5.739585851	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
39	WRAPPER_CORE	ch|dy	GROUP	1	1	0.383435583	33	10	25.302114804	22	10	4.633443163	22	12	4.977876106	1	1	4.966887417	1	1	2.192982456	3.595028544	-0.103445649	2.449101394	10	YES	13	2	21	10	20	8	YES	PRESENT	3.440538418	-0.257935775	6.357552005	5.726463817	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
43	WRAPPER_CORE	NONE|okar	GROUP	1	1	0.383435583	15	7	11.706948640	18	7	3.809719934	17	8	3.871681416	3	1	11.589403974	1	1	2.192982456	3.312628814	-0.023275300	1.619608244	7	YES	4	1	18	7	11	6	YES	PRESENT	2.871698501	-0.464205613	6.357552005	5.479549391	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
44	RECORD_STATE	DY_RESOLUTION	GROUP	163	44	41.794478528	295	16	223.187311178	949	12	195.531301483	1168	13	258.517699115	18	1	61.258278146	74	6	108.918128655	2.226015313	-0.402863478	0.190855429	12	YES	51	2	898	12	244	14	YES	PRESENT	2.166792728	-0.462086063	3.584962501	5.428163839	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
45	FIELD_SHAPE	CLOSED|LEN_4PLUS|AR_REFERENCE>DY_RESOLUTION	FIELD	3	3	3.871681416	7	4	16.304347826	29	11	19.471947195	12	9	7.327080891	1	1	25.862068966	1	1	8.426966292	2.074224585	1.153946286	0.256140426	4	NO	0	0	27	11	7	4	YES	PRESENT	1.451430011	0.531151712	5.129283017	5.422028753	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
46	STATE_TRANSITION	ED_MEDIUM>OTHER	TRANSITION	1	1	0.480615187	3	3	3.080985915	21	8	5.126371006	5	4	1.428942582	0	0	1.930501931	0	0	0.880281690	2.680437944	1.108444140	0.734545806	3	NO	0	0	20	8	3	3	YES	ABSENT	2.202651179	0.630657375	6.000000000	5.421609180	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
47	STATE_TRANSITION	ED_MEDIUM>DY_RESOLUTION	TRANSITION	0	0	0.160205062	3	3	3.080985915	27	8	6.556986171	12	9	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.089640765	3	NO	0	0	25	8	3	3	YES	ABSENT	3.799150174	-0.594906372	6.000000000	5.379199186	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
48	CLOSED_FIELD_CLOSER	ee	FIELD	0	0	0.553097345	6	4	14.130434783	17	10	11.551155116	35	12	20.808909730	0	0	8.620689655	0	0	2.808988764	4.384359901	-0.849164250	0.290768729	4	YES	2	1	16	10	4	3	YES	ABSENT	4.145659723	-1.087864428	4.000000000	5.327379481	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
49	FIELD_SHAPE	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	5.129283017	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
50	FIELD_TEMPLATE	DY_RESOLUTION	FIELD	36	22	40.376106195	134	15	292.391304348	333	12	220.132013201	575	13	337.338804220	2	1	43.103448276	14	4	81.460674157	2.446795276	-0.615829314	0.409531439	12	YES	15	2	310	12	119	13	YES	PRESENT	2.367965354	-0.694659236	4.169925001	5.326639961	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
51	WRAPPER_CORE	q|oke	GROUP	0	0	0.127811861	17	9	13.217522659	39	12	8.134266886	115	12	25.553097345	0	0	1.655629139	0	0	0.730994152	5.991918697	-1.651413942	0.700367568	9	YES	1	1	38	12	16	8	YES	ABSENT	5.569845171	-2.073487468	6.357552005	5.320330369	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
55	STATE_TRANSITION	OTHER>OT_AR_LOCAL	TRANSITION	1	1	0.480615187	3	3	3.080985915	12	6	2.980448259	7	4	1.948558067	0	0	1.930501931	1	1	2.640845070	2.632575185	0.613122404	0.047862759	3	NO	0	0	12	6	3	3	YES	ABSENT	2.217370759	0.197917978	6.000000000	5.221766209	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
56	WRAPPER_CORE	t|che	GROUP	0	0	0.127811861	3	3	2.643504532	9	6	1.956342669	12	7	2.765486726	0	0	1.655629139	0	0	0.730994152	3.936065462	-0.499374325	0.434292708	3	YES	1	1	7	6	2	2	YES	ABSENT	3.503559810	-0.931879977	6.357552005	5.219544783	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
57	CORE	kain	GROUP	0	0	0.127811861	4	3	3.398791541	12	6	2.574135091	17	7	3.871681416	0	0	1.655629139	0	0	0.730994152	4.331994138	-0.588872476	0.400934111	3	YES	2	1	12	6	2	2	YES	ABSENT	4.084244399	-0.836622215	6.209453366	5.210660468	MIXED_NONCLOSURE_HOST_CANDIDATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
59	WRAPPER_CORE	q|okal	GROUP	0	0	0.127811861	7	6	5.664652568	24	9	5.045304778	66	13	14.712389381	2	1	8.278145695	1	1	2.192982456	5.302847793	-1.544018240	0.167046051	6	YES	3	2	24	9	4	4	YES	PRESENT	5.008076075	-1.838789958	6.357552005	5.179813656	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
61	CORE	otam	GROUP	3	3	0.894683027	5	4	4.154078550	15	11	3.191927512	6	2	1.438053097	0	0	1.655629139	1	1	2.192982456	1.834979337	1.150310943	0.380100608	4	NO	0	0	15	11	5	4	YES	ABSENT	1.651250850	0.966582456	6.209453366	5.117168071	PREDOMINANT_OTHER	B_S_ENRICHED_HAND_CONFOUNDED
62	CORE	okar	GROUP	3	3	0.894683027	25	8	19.259818731	41	10	8.546128501	64	13	14.269911504	9	1	31.456953642	3	2	5.116959064	3.255822458	-0.739633473	1.172251210	8	YES	8	2	40	10	17	6	YES	PRESENT	3.071539081	-0.923916850	6.209453366	5.099988381	PREDOMINANT_AR_REFERENCE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
63	STATE_TRANSITION	DY_RESOLUTION>ED_MEDIUM	TRANSITION	0	0	0.160205062	3	3	3.080985915	40	10	9.656652361	12	7	3.247596778	0	0	1.930501931	0	0	0.880281690	4.265400444	-0.075980431	1.648131054	3	NO	0	0	38	10	3	3	YES	ABSENT	3.787613680	-0.553767196	6.000000000	5.099954041	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
64	FIELD_SHAPE	OPEN|LEN_4PLUS|AR_REFERENCE>OTHER	FIELD	2	2	2.765486726	4	3	9.782608696	12	6	8.250825083	4	3	2.637749121	1	1	25.862068966	0	0	2.808988764	1.577004979	1.645231041	0.245680839	3	NO	0	0	10	6	4	3	YES	PRESENT	1.051994638	1.120220700	5.129283017	5.099395601	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
67	STATE_TRANSITION	DY_RESOLUTION>AL_STATE	TRANSITION	3	3	1.121435437	12	10	11.003521127	35	11	8.464473057	72	13	18.836061315	4	1	17.374517375	4	2	7.922535211	2.916073693	-1.154005161	0.378473097	10	YES	2	2	34	10	10	8	YES	PRESENT	2.746869038	-1.323209816	6.000000000	5.032263603	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
69	CORE	okain	GROUP	3	3	0.894683027	15	6	11.706948640	90	10	18.636738056	125	11	27.765486726	1	1	4.966887417	0	0	0.730994152	3.709844636	-1.245927593	0.670784277	6	YES	4	1	89	10	11	5	YES	PRESENT	3.371448231	-1.584323999	6.209453366	4.935879827	MIXED_NONCLOSURE_HOST_CANDIDATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
71	CORE	e	GROUP	6	4	1.661554192	18	10	13.972809668	77	12	15.959637562	185	13	41.039823009	0	0	1.655629139	3	3	5.116959064	3.072016896	-1.554402360	0.191805740	10	YES	2	1	76	12	16	9	YES	ABSENT	2.854021971	-1.772397285	6.209453366	4.881143284	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
76	WRAPPER_CORE	NONE|okee	GROUP	0	0	0.127811861	3	3	2.643504532	23	10	4.839373970	20	7	4.535398230	0	0	1.655629139	1	1	2.192982456	4.370358170	-0.778777432	0.872368630	3	YES	1	1	23	10	2	2	YES	ABSENT	3.974847980	-1.174287623	6.357552005	4.785038253	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
80	CORE	ok	GROUP	1	1	0.383435583	3	3	2.643504532	5	3	1.132619440	1	1	0.331858407	0	0	1.655629139	1	1	2.192982456	1.562607067	1.771023469	1.222788603	3	NO	0	0	5	3	3	3	YES	ABSENT	0.596849402	0.805265804	6.209453366	4.722236234	MIXED_NONCLOSURE_HOST_CANDIDATE	B_S_ENRICHED_HAND_CONFOUNDED
84	CORE	okal	GROUP	7	6	1.917177914	18	12	13.972809668	46	10	9.575782537	76	13	16.924778761	6	1	21.523178808	2	2	3.654970760	2.320406164	-0.821674681	0.545159854	10	YES	5	2	46	10	13	10	YES	PRESENT	1.995515481	-1.146565364	6.209453366	4.685583175	PREDOMINANT_AL_STATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
90	RECORD_STATE	OT_AL_LOCAL	GROUP	6	6	1.661554192	9	7	7.175226586	41	12	8.546128501	42	9	9.402654867	5	1	18.211920530	1	1	2.192982456	2.110491043	-0.390043772	0.252246618	7	YES	4	2	41	12	5	5	YES	PRESENT	1.808277184	-0.692257631	3.584962501	4.594323962	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
92	WRAPPER_CORE	q|okar	GROUP	1	1	0.383435583	9	6	7.175226586	20	9	4.221581549	47	12	10.508849558	5	1	18.211920530	2	1	3.654970760	3.460727453	-1.315749253	0.765240808	6	YES	4	2	19	9	5	4	YES	PRESENT	3.295748505	-1.480728201	6.357552005	4.569712718	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
93	CLOSED_FIELD_CLOSER	eo	FIELD	2	2	2.765486726	4	3	9.782608696	12	7	8.250825083	6	2	3.810082063	0	0	8.620689655	6	4	36.516853933	1.577004979	1.114716325	0.245680839	3	NO	0	0	12	7	4	3	YES	ABSENT	1.006397771	0.697160300	4.000000000	4.568880884	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
96	CORE	oteo	GROUP	3	3	0.894683027	3	2	2.643504532	14	9	2.985996705	4	3	0.995575221	0	0	1.655629139	2	2	3.654970760	1.563003248	1.408849571	0.175760774	2	NO	0	0	13	9	3	2	YES	ABSENT	0.492129713	0.337976036	6.209453366	4.468934933	PREDOMINANT_CLOSURE_HOST	B_S_ENRICHED_HAND_CONFOUNDED
97	WRAPPER_CORE	q|okaiin	GROUP	6	4	1.661554192	12	6	9.441087613	64	10	13.282537068	65	11	14.491150442	2	1	8.278145695	1	1	2.192982456	2.506419720	-0.618147161	0.492505766	6	YES	6	2	64	10	6	4	YES	PRESENT	2.014728062	-1.109838819	6.357552005	4.449374597	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
98	WRAPPER_CORE	NONE|otam	GROUP	2	2	0.639059305	5	4	4.154078550	10	8	2.162273476	5	2	1.216814159	0	0	1.655629139	1	1	2.192982456	1.758527277	0.829440155	0.941979495	4	NO	0	0	10	8	5	4	YES	ABSENT	1.580284329	0.651197207	6.357552005	4.438905779	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
99	CORE	ee	GROUP	1	1	0.383435583	6	4	4.909365559	18	10	3.809719934	35	12	7.853982301	0	0	1.655629139	0	0	0.730994152	3.312628814	-1.043739403	0.365851652	4	YES	2	1	17	10	4	3	YES	ABSENT	3.088416916	-1.267951300	6.209453366	4.407891680	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
100	WRAPPER_CORE	NONE|ykee	GROUP	0	0	0.127811861	3	3	2.643504532	6	6	1.338550247	8	7	1.880530973	0	0	1.655629139	0	0	0.730994152	3.388577667	-0.490468772	0.981780503	3	YES	1	1	6	6	2	2	YES	ABSENT	3.258054328	-0.620992111	6.357552005	4.407218643	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
101	CORE	otal	GROUP	5	5	1.405930470	8	6	6.419939577	36	12	7.516474465	40	9	8.960176991	3	1	11.589403974	1	1	2.192982456	2.191034471	-0.480967511	0.227496418	6	YES	3	1	36	12	5	5	YES	PRESENT	1.808277184	-0.863724797	6.209453366	4.403673673	PREDOMINANT_OT_AL_LOCAL	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
103	STATE_TRANSITION	DY_RESOLUTION>CARRIER_STATE	TRANSITION	26	17	8.490868311	48	11	42.693661972	94	12	22.532188841	97	13	25.331254871	0	0	1.930501931	5	3	9.683098592	1.408003465	-0.168931080	0.922034445	11	YES	8	1	92	12	40	10	YES	ABSENT	1.266100315	-0.310834230	6.000000000	4.363017664	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
107	FIELD_SHAPE	CLOSED|LEN_2|AR_REFERENCE>DY_RESOLUTION	FIELD	1	1	1.659292035	4	4	9.782608696	17	9	11.551155116	22	9	13.188745604	0	0	8.620689655	2	2	14.044943820	2.559651412	-0.431016215	0.239745988	4	YES	2	2	16	9	2	2	YES	ABSENT	2.277699793	-0.712967834	5.129283017	4.330690299	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
108	FIELD_TEMPLATE	AR_REFERENCE>DY_RESOLUTION	FIELD	1	1	1.659292035	4	4	9.782608696	17	9	11.551155116	22	9	13.188745604	0	0	8.620689655	2	2	14.044943820	2.559651412	-0.431016215	0.239745988	4	YES	2	2	16	9	2	2	YES	ABSENT	2.277699793	-0.712967834	4.169925001	4.330690299	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
109	CORE	ykee	GROUP	0	0	0.127811861	3	3	2.643504532	6	6	1.338550247	9	7	2.101769912	0	0	1.655629139	0	0	0.730994152	3.388577667	-0.650933444	0.981780503	3	YES	1	1	6	6	2	2	YES	ABSENT	3.258054328	-0.781456783	6.209453366	4.246753971	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
111	CLOSED_FIELD_CLOSER	ykee	FIELD	0	0	0.553097345	3	3	7.608695652	6	6	4.290429043	9	7	5.568581477	0	0	8.620689655	0	0	2.808988764	2.955516602	-0.376187942	0.826527231	3	YES	1	1	6	6	2	2	YES	ABSENT	2.831494276	-0.500210269	4.000000000	4.166065044	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
113	WRAPPER_CORE	NONE|oke	GROUP	0	0	0.127811861	13	9	10.196374622	13	4	2.780065898	29	8	6.526548673	0	0	1.655629139	0	0	0.730994152	4.443025451	-1.231201196	1.874865299	4	YES	2	2	13	4	11	7	YES	ABSENT	3.542364435	-2.131862212	6.357552005	4.153294249	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
120	WRAPPER_CORE	sh|e	GROUP	6	4	1.661554192	13	9	10.196374622	61	12	12.664744646	156	13	34.623893805	0	0	1.655629139	2	2	3.654970760	2.617451032	-1.763711694	0.312761704	9	YES	2	1	60	12	11	8	YES	ABSENT	2.388358399	-1.992804328	6.357552005	4.019286581	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
125	WRAPPER_CORE	NONE|kain	GROUP	0	0	0.127811861	3	3	2.643504532	6	5	1.338550247	11	6	2.544247788	0	0	1.655629139	0	0	0.730994152	3.388577667	-0.926567887	0.981780503	3	YES	1	1	6	5	2	2	YES	ABSENT	3.006241887	-1.308903666	6.357552005	3.971119528	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
126	WRAPPER_CORE	NONE|ke	GROUP	0	0	0.127811861	6	6	4.909365559	6	3	1.338550247	8	6	1.880530973	0	0	1.655629139	0	0	0.730994152	3.388577667	-0.490468772	1.874865299	3	YES	1	1	6	3	5	5	YES	ABSENT	2.622104504	-1.256941935	6.357552005	3.960676245	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
127	FIELD_SHAPE	OPEN|LEN_1|AL_STATE>AL_STATE	FIELD	0	0	0.553097345	3	3	7.608695652	8	4	5.610561056	21	10	12.602579132	0	0	8.620689655	1	1	8.426966292	3.342539725	-1.167502060	0.439504108	3	NO	0	0	8	4	3	3	YES	ABSENT	2.178385239	-2.331656547	5.129283017	3.955285611	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
128	FIELD_TEMPLATE	AL_STATE>OPEN	FIELD	0	0	0.553097345	3	3	7.608695652	8	4	5.610561056	21	10	12.602579132	0	0	8.620689655	1	1	8.426966292	3.342539725	-1.167502060	0.439504108	3	NO	0	0	8	4	3	3	YES	ABSENT	2.178385239	-2.331656547	4.169925001	3.955285611	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
130	STATE_TRANSITION	AL_STATE>DY_RESOLUTION	TRANSITION	5	5	1.762255687	9	7	8.362676056	55	10	13.233190272	63	11	16.497791634	5	1	21.235521236	2	1	4.401408451	2.246541417	-0.980236337	0.662124326	7	YES	2	2	55	10	7	5	YES	PRESENT	1.837573486	-1.389204268	6.000000000	3.935242917	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
131	WRAPPER_TRANSITION	NONE>q	TRANSITION	70	38	22.588913810	54	15	47.975352113	305	12	72.842155460	274	13	71.317225253	13	1	52.123552124	31	5	55.457746479	1.086678495	-0.571957178	0.602480218	12	YES	16	2	292	12	38	13	YES	PRESENT	0.982814462	-0.675821210	5.491853096	3.913920926	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
133	FIELD_TEMPLATE	OTHER>OTHER>DY_RESOLUTION	FIELD	2	2	2.765486726	4	4	9.782608696	9	4	6.270627063	6	5	3.810082063	0	0	8.620689655	1	1	8.426966292	1.181076303	0.718787648	0.641609515	4	NO	0	0	8	4	4	4	YES	ABSENT	0.788239234	0.325950580	4.169925001	3.900987288	FORMAL_PATTERN	B_S_ENRICHED_HAND_CONFOUNDED
