edition	page	physical_folio	field_id	record_scope	line_depth	field_index	predicted_role_like	supported_abstract_role_like	p_opener	p_operation	p_ingredient	p_tool	p_closer	claim_state
ZL3b	f104r	f104	ZL3b|f104r.3|F06	BODY	2	6	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000142861	0.756171537	0.176017100	0.030091916	0.037576585	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.4|F01	BODY	3	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000074371	0.695970422	0.166209929	0.028756129	0.108989149	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.4|F02	BODY	3	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000003751	0.027009270	0.779260682	0.162502802	0.031223495	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.4|F03	BODY	3	3	CLOSER	RECORD_CLOSER_LIKE	0.000010746	0.394187831	0.021280026	0.003469637	0.581051760	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.34|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.326530879	0.337283232	0.319422657	0.016753113	0.000010119	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.34|F02	OPEN	0	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.007611049	0.050372210	0.873251749	0.068750784	0.000014207	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.34|F03	OPEN	0	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.004528839	0.983847252	0.009885377	0.000715366	0.001023166	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.34|F04	OPEN	0	4	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000771867	0.804836637	0.144847283	0.013049466	0.036494747	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.35|F01	BODY	1	1	CLOSER	RECORD_CLOSER_LIKE	0.000026412	0.481955523	0.000356112	0.000026386	0.517635567	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.36|F01	OPEN	0	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.098711813	0.051275883	0.801786759	0.048223688	0.000001856	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.36|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.038219026	0.961488987	0.000257568	0.000013255	0.000021164	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.37|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.007844278	0.990534015	0.001351364	0.000090442	0.000179900	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.37|F02	BODY	1	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.002536523	0.834318023	0.146035127	0.013483763	0.003626563	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.38|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000394262	0.902710709	0.036762329	0.003445738	0.056686963	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.38|F02	BODY	2	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000007989	0.029947417	0.715675404	0.086197459	0.168171731	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.39|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.433541319	0.549454644	0.016181343	0.000817616	0.000005078	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.39|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.122030246	0.869592182	0.007889046	0.000473325	0.000015201	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.39|F03	OPEN	0	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.031986127	0.430287784	0.494851545	0.042822807	0.000051738	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.40|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.003551955	0.996248022	0.000088329	0.000006140	0.000105553	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.41|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.001498503	0.995881839	0.001533079	0.000132430	0.000954150	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.41|F02	BODY	2	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000766714	0.812131055	0.156479824	0.017471606	0.013150802	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.42|F01	BODY	3	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000134129	0.345649153	0.509823157	0.063738831	0.080654730	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.42|F02	BODY	3	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000005544	0.028578933	0.722632323	0.100609654	0.148173546	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.43|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.456207165	0.476311408	0.064152620	0.003322291	0.000006516	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.43|F02	OPEN	0	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.019509375	0.049794981	0.862362416	0.068329013	0.000004216	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.43|F03	OPEN	0	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.003507766	0.046139030	0.866891691	0.083445204	0.000016309	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.43|F04	OPEN	0	4	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000674360	0.042464110	0.860800018	0.095968814	0.000092698	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.43|F05	OPEN	0	5	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000956089	0.981257890	0.011121892	0.001024606	0.005639522	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.44|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000110824	0.962089829	0.000179647	0.000014848	0.037604853	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.45|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000015856	0.585526500	0.000063751	0.000005168	0.414388724	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.5|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.461852589	0.463159645	0.070187583	0.004796879	0.000003304	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.5|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.149445514	0.850013751	0.000505851	0.000031585	0.000003299	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.5|F03	OPEN	0	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.021258483	0.043798804	0.846768383	0.088172959	0.000001371	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.6|F01	BODY	1	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.056776623	0.399378452	0.492619839	0.051212581	0.000012504	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.6|F02	BODY	1	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.028844494	0.959717063	0.010421587	0.000993468	0.000023389	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.6|F03	BODY	1	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.002089124	0.038979312	0.841914405	0.117011098	0.000006061	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.6|F04	BODY	1	4	INGREDIENT	SHORT_ARGUMENT_LIKE	0.006358160	0.388248549	0.533317235	0.072000452	0.000075604	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.6|F05	BODY	1	5	INGREDIENT	SHORT_ARGUMENT_LIKE	0.003110661	0.379519750	0.539226311	0.077985399	0.000157878	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.7|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.002161267	0.950261193	0.041499565	0.005567565	0.000510410	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.7|F02	BODY	2	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000774791	0.361739638	0.548115078	0.088510689	0.000859805	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.7|F03	BODY	2	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000483853	0.981830586	0.013013971	0.001824240	0.002847350	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.8|F01	BODY	3	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000203664	0.343916725	0.553380771	0.096196320	0.006302521	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.8|F02	BODY	3	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000015388	0.029957877	0.807453993	0.159873176	0.002699567	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.8|F03	BODY	3	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000008094	0.028930473	0.801414986	0.160916623	0.008729824	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.8|F04	BODY	3	4	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000021771	0.833750195	0.000758983	0.000102970	0.165366080	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.9|F01	BODY	4	1	CLOSER	RECORD_CLOSER_LIKE	0.000010555	0.446713018	0.006790124	0.001020888	0.545465416	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.10|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.126184845	0.873694737	0.000107244	0.000003907	0.000009267	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.10|F02	OPEN	0	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.017619711	0.455430433	0.491569216	0.035101173	0.000279467	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.11|F01	BODY	1	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.001185885	0.424251438	0.518585091	0.044509134	0.011468452	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.11|F02	BODY	1	2	CLOSER	RECORD_CLOSER_LIKE	0.000036927	0.397285606	0.001588249	0.000113200	0.600976019	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.12|F01	OPEN	0	1	OPENER	UNRESOLVED_EDGE_CLASS	0.420600761	0.280596123	0.281932530	0.016866439	0.000004147	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.12|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.085441973	0.914289342	0.000248459	0.000013225	0.000007002	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.13|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.031826909	0.966758427	0.001302846	0.000087356	0.000024462	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.13|F02	BODY	1	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.002067617	0.043106605	0.858995141	0.095813593	0.000017045	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.13|F03	BODY	1	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.003580035	0.407475452	0.529081497	0.059443518	0.000419498	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.14|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000583734	0.997989168	0.000179476	0.000015587	0.001232036	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.15|F01	BODY	3	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000500366	0.799925977	0.159848298	0.019183552	0.020541808	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.15|F02	BODY	3	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000098413	0.331123602	0.503074652	0.066960542	0.098742791	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.15|F03	BODY	3	3	CLOSER	RECORD_CLOSER_LIKE	0.000021162	0.282953879	0.062156145	0.007658679	0.647210135	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.16|F01	OPEN	0	1	OPENER	UNRESOLVED_EDGE_CLASS	0.422640770	0.277270366	0.282606068	0.017479041	0.000003754	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.16|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.123257146	0.875558241	0.001113528	0.000063949	0.000007136	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.16|F03	OPEN	0	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.010149826	0.045859525	0.860290615	0.083696058	0.000003977	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.17|F01	BODY	1	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.003025767	0.043191016	0.857961578	0.095811591	0.000010048	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.17|F02	BODY	1	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000933482	0.040604070	0.851770743	0.106661007	0.000030697	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.17|F03	BODY	1	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.002525360	0.953818105	0.038503606	0.004147098	0.001005831	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.17|F04	BODY	1	4	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000651094	0.381112429	0.543179881	0.071638954	0.003417643	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.17|F05	BODY	1	5	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000227099	0.363484618	0.542644192	0.074813596	0.018830496	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.18|F01	BODY	2	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000012364	0.032317665	0.820554587	0.128571576	0.018543808	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.18|F02	BODY	2	2	CLOSER	RECORD_CLOSER_LIKE	0.000016974	0.413637392	0.005701714	0.000666924	0.579976995	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.19|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.345751018	0.652260463	0.001896707	0.000087694	0.000004118	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.19|F02	OPEN	0	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.104394115	0.892627650	0.002803625	0.000161506	0.000013105	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.20|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.043202082	0.816596950	0.129724832	0.010405246	0.000070890	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.20|F02	BODY	1	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.009557293	0.952225042	0.034890099	0.003055697	0.000271870	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.20|F03	BODY	1	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.002081720	0.984616073	0.010972969	0.001022629	0.001306608	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.21|F01	BODY	2	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000079963	0.037324590	0.847632681	0.113637871	0.001324895	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.21|F02	BODY	2	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000197818	0.716280890	0.145937491	0.016911435	0.120672367	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.21|F03	BODY	2	3	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000005544	0.028578933	0.722632323	0.100609654	0.148173546	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.22|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.399635372	0.594951014	0.005144922	0.000265017	0.000003674	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.22|F02	OPEN	0	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.171664731	0.382439795	0.415011375	0.030874634	0.000009464	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.22|F03	OPEN	0	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.056391596	0.933791844	0.009128626	0.000664591	0.000023343	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.23|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.022301913	0.940491228	0.034136044	0.002993286	0.000077529	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.23|F02	BODY	1	2	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.007410221	0.952246385	0.036499466	0.003588842	0.000255087	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.23|F03	BODY	1	3	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.002101299	0.984555322	0.011335264	0.001163533	0.000844582	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.24|F01	BODY	2	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000410285	0.996909674	0.000358616	0.000034423	0.002287002	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.24|F02	BODY	2	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000034653	0.034342789	0.834727181	0.128079576	0.002815801	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.25|F01	BODY	3	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.000042768	0.929698807	0.000104368	0.000010192	0.070143864	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.26|F01	BODY	4	1	CLOSER	RECORD_CLOSER_LIKE	0.000018325	0.359975866	0.017398161	0.002135355	0.620472292	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.27|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.158239289	0.841695988	0.000057381	0.000002087	0.000005255	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.28|F01	BODY	1	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.012764453	0.987198186	0.000010452	0.000000475	0.000026433	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.29|F01	BODY	2	1	INGREDIENT	SHORT_ARGUMENT_LIKE	0.004541909	0.434804493	0.514920300	0.044742073	0.000991226	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.29|F02	BODY	2	2	INGREDIENT	SHORT_ARGUMENT_LIKE	0.000088438	0.040636793	0.861990457	0.093245046	0.004039266	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.29|F03	BODY	2	3	CLOSER	RECORD_CLOSER_LIKE	0.000032624	0.368602558	0.004434228	0.000365660	0.626564931	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
ZL3b	f104r	f104	ZL3b|f104r.30|F01	OPEN	0	1	OPERATION	INSTRUCTION_CLAUSE_LIKE	0.290163425	0.709445454	0.000371469	0.000016630	0.000003023	EXPLORATORY_CROSS_CORPUS_ROLE_LIKE_PROJECTION
