corpus	book_or_ms	record_id	expanded_diplomatic_record	regularized_addressee	regularized_content	regularized_other_sections
NUREMBERG	Band3	NB_B3_R000572	Regenſburg Lıeben frewnde / Es ıſt etwas cʒwitracht cʒwiſchen Criſtan VVolcʒhofer vnſerm Burger vnd kathreın ſeiner elıchen hawſfrawn / daʒ ſie nicht als wol miteinander ſünderlıch leben als wir gern ſehen / vnd cʒü der cʒeit / nicht beyeinander ge ſein mügen / Nu haben wir cʒwiſchen Jn beredt / daʒ ſie ein Jare / Jr yetweders das leipgeding das ſie beÿ ew haben / halbes einnemen vnd haben ſol / . Davon Rogamus /daʒ Jr / daſſelb leipgeding was des vervallen ſeÿ / vnd auch das Jar hinfür / Jr yetwederm halbes raichen vnd geben wöllet / wenn dann Jr yedes ſeinen teil an ew vorder / . Datum ferıa . ṽ . ante Andree Apoſtolj /	Regensburg	Lieben freunde, es ist etwas czwitracht czwischen Cristan Wolczhofer, unserm burger, und Kathrein, seiner elichen hawsfrawn, daz sie nicht als wol miteinander leben, als wir gern sehen, und sünderlich czü der czeit nicht beyeinander sein. Nu haben wir czwischen in beredt, daz sie ein jare ir yetweders das leipgeding, das sie bey ew haben, halbes einnemen und haben sol. Davon rogamus, daz ir dasselb leipgeding, was des vervallen sey, und auch das jar hinfür ir yetwederm halbes raichen und geben wöllet, wenn dann ir yedes seinen teil an ew vorder. Datum feria v ante Andree apostoli.	NONE
NUREMBERG	Band3	NB_B3_R000574	vnd an Meincʒ Lieben frewnde / Vns hat fürgelegt Peter Keſſler / vnſer Burger / wie Jm der Cʒollner beÿ ew nicht gelawben wolt / daʒ er vnſer Burger wer / er brecht Jm dann des einen briefe von vns / das vor nicht gewönlıch geweſen ıſt / . Rogamus / daʒ Jr durh vnſern willen den Cʒollner vnterweiſen wöllet / daʒ er es halt / vnd die vnſern beleiben laʒʒ als das beÿ ew herkumen ıſt / . vnd ſünderlıch dem egenanten vnſerm Burger ſein gelt / als er Jm von des Cʒolles wegen geſecʒt hat wıder gebe / . Das wöllen etc .	Meincz	Lieben freunde, uns hat fürgelegt Peter Kessler, unser burger, wie im der czollner bey ew nicht gelawben wolt, daz er unser burger wer, er brecht im dann des einen briefe von uns, das vor nicht gewönlich gewesen ist. Rogamus, daz ir durh unsern willen den czollner unterweisen wöllet, daz er es halt und die unsern beleiben lazz, als das bey ew herkumen ist, und sünderlich dem egenanten unserm burger sein gelt, als er im von des czolles wegen geseczt hat, wider gebe. Das wöllen etc.	NONE
NUREMBERG	Band3	NB_B3_R000575	Schencken von Lÿmpurg Edler her / Es iſt der ~ Habeltʒheimer entvvichen / von geltſchuld wegen / vnd das verkünden wir ew / ob Jr cʒu vnſerm gnedigen herren dem Römiſchen künig kömt / daʒ Jr das ſeinen gnaden cʒe ſagen wiſʒet / vnd ob es euch gut dewchte / daʒ Jr den fürſten / vnd herren / die cʒu der Müntʒ gehören / ein manung tet / daʒ ſie cʒeſamen kömen / oder Jr Reͣte dartʒu ſchickten / daʒ man gedecht / vvie man die Müntʒ nu beſtellt / als des ein groſʒ notdurft wer / vvann des gelts cʒevvenig / vnd vaſt gepreͣch daran iſt / Als das ewr gnade ſelber wol waiſʒ / vnd verſteet / Datum feria . ṽ . ante Andree / ixo	Schencken von Lympurg	Edler her, es ist der Habelczheimer entwichen von geltschuld wegen und das verkünden wir ew, ob ir czu unserm gnedigen herren, dem römischen künig, kömt, daz ir das seinen gnaden cze sagen wiszet; und ob es euch gut dewchte, daz ir den fürsten und herren, die czu der müncz gehören, ein manung tet, daz sie czesamen kömen oder ir reͣte darczu schickten, daz man gedecht wie man die müncz nu bestellt, als des ein grosz notdurft wer, wann des gelts czewenig und vast gepreͣch daran ist, als das ewr gnade selber wol waisz und versteet. Datum feria v ante Andree ixo.	NONE
NUREMBERG	Band3	NB_B3_R000576	Sulcʒbach Lıeben freunde / wir haben vernomen	Sulczbach	Lieben freunde, wir haben vernomen.	NONE
NUREMBERG	Band3	NB_B3_R000577	Vlrich von Eglofſtein von Peter Haller Mein dinſt beuoꝛ Lieber Vlrich / Als Jch ew nehſt von heiſʒ vvegen des Rats verſchraib / daʒ Jr kürcʒlichen in drein tagen herein kumen ſolt ſein Jr vvann dem Rate niht füglich wer / daʒ Jr ſein diener vnd alſo dortauſſen bleıben wolt / vnd alſo ſagt mir der bote / den Jch darümb cʒu euch ſant / daʒ Jr Jm müntlich cʒu antvvurt geben het / Jr vvölt Jn drein tagen vnuercʒogenlichen hereinkumen / daſſelb Jch auch alſo dem Rate ſagt der des biſʒ her von ew gevvart hat / Aber ſeitenmaln vnd Jr aber biſʒ her niht kumen ſeit / So hat mir der Rate andervveit beuolhen daʒ Jch euch andervveit verſchreiben ſülle / Si vvöllen ewr fürbaʒ niht lenger vvarten do mügt Jr ew wol nachrichten / datum ſabbato poſt Lucie	Ulrich von Eglofstein Von Peter Haller	Mein dinst bevor. Lieber Ulrich, als ich ew nehst von heisz wegen des rats verschraib, daz ir in drein tagen herein kumen solt, wann dem rate niht füglich wer, daz ir ir diener sein und also dortaussen bleiben wolt; und also sagt mir der bote, den ich darümb czu euch sant, daz ir im müntlich czu antwurt geben het, ir wölt in drein tagen unverczogenlichen hereinkumen, dasselb ich auch also dem rate sagt, der des bisz her von ew gewart hat aber seitenmaln und ir bisz her niht kumen seit. So hat mir der rate aber bevolhen, daz ich euch anderweit verschreiben sülle, si wöllen ewr fürbaz niht lenger warten, do mügt ir ew wol nachrichten. Datum sabbato post Lucie.	NONE
NUREMBERG	Band3	NB_B3_R000578	Hercʒog Ernſten Burger vnd Gnedıger herre / . Als vnſer kauflewte yecʒunden cʒü ewrer durchlewhtıkeit kumen / vnd mit ewrn gnaden reden werden / von ſölichen freyheıten vnſern gnedıgen herren vnd gnaden / die wir von ewrn vordern ſelıger gedechtnüʒʒ in ewrn landen von ewrn gnaden durh vnſerr wılligen dınſt wıllen vnd herſcheften haben . Alſo Rogamus daʒ Jr die vnſern gütlichen verhören vnd gnedıklıchen von ew vertigen wöllet / Als etc vnd das etc Hercʒog Albrecht ſımiliter .	Herczog Ernsten	Gnediger herre, als unser burger und kauflewte yeczunden czü ewrer durchlewhtikeit kumen und mit ewrn gnaden reden werden von sölichen freyheiten und gnaden, die wir von ewrn vordern unsern gnedigen herren seliger gedechtnüzz in ewrn landen und herscheften haben. Also rogamus, daz ir von ewrn gnaden durh unserr willigen dinst willen die unsern gütlichen verhören und gnediklichen von ew vertigen wöllet, als etc. Und das etc.	similiter=Herczog Albrecht similiter.
NUREMBERG	Band3	NB_B3_R000579	Jörgen Byſchof cʒü Paſſaw / Kancʒler Gnedıger herre / vns haben vnſer Burger vnd kawflewte vvol geſagt vaſt fürderlıch vnd vnd cʒevviſſen getan / wie Jr Jn gar gnedıklich beholffen geweſen ſeit / vnd ew gar gnedıklich gen Jn g beweıſet habt / als ſie vnſern dann an ewr gnad braht haben / von den freyheiten / als vvir in vnſerr gnedıgen herren von Öſterreich landen vnd herſcheften / von iren vordern ſelıger gedechtnüʒʒ haben / Sölic derſelben ewrer fürdrung / wir ewrn gnaden mit gancʒem fleiʒʒe danken vnd bitten ewr hochwirdıkeit / daʒ Jr durch vnſerr wılligen dienſt willen / ew diſelben ſache beuolhen ſein laſſen / vnd den vnſern darynne fürbas aber gnedıklıchen beholffen ſein vvöllet / Als etc . vnd das etc	Jörgen, byschof czü Passaw, kanczler	Gnediger herre, uns haben unser burger und kawflewte wol gesagt und czewissen getan, wie ir in vast fürderlich und beholffen gewesen seit und ew gar gnediklich gen in beweiset habt, als sie dann an ewr gnad braht haben von unsern freyheiten in unserr gnedigen herren von Österreich landen und herscheften, derselben ewrer fürdrung wir ewrn gnaden mit ganczem fleizze danken; und bitten ewr hochwirdikeit, daz ir durch unserr willigen dienst willen ew diselben sache bevolhen sein lassen und den unsern darynne fürbas aber gnediklichen beholffen sein wöllet, als etc. Und das etc.	NONE
NUREMBERG	Band3	NB_B3_R000580	hern Hartman von Potendorf / Öberſten Marſchalk cʒü Öſterreich Edler herre /. Als vnſer Burger vnd kauflewte an ew bringen werden / von vnſern freÿheiten in vnſerr gnedıgen herren von Öſterreich landen vnd herſcheften / Alſo Rogamus / daʒ Jr durch vnſerr dienſt wıllen / den ſelben vnſern Burgern vnd kawflewten / darynnen / gen vnſern gnedigen herren von Öſterrich / fürderlich vnd beholffen ſein wöllet / . vnd ew darynne gütlıchen vnd gnedıklıchen beweiſen / Als etc / vnd das etc Datum Sabbato poſt Lucie / ıxo hern Otten von Meyſſaw ſımiliter	Hern Hartman von Potendorf, öbersten marschalk czü Österreich	Edler herre, als unser burger und kauflewte an ew bringen werden von unsern freyheiten in unserr gnedigen herren von Österreich landen und herscheften. Also rogamus, daz ir durch unserr dienst willen den selben unsern burgern und kawflewten darynnen gen unsern gnedigen herren von Österrich fürderlich und beholffen sein wöllet und ew darynne gütlichen und gnediklichen beweisen, als etc. Und das etc. Datum sabbato post Lucie ixo.	similiter=Hern Otten von Meyssaw similiter.
NUREMBERG	Band3	NB_B3_R000581	hern frıdrichen von flednitʒ / haubtman cʒu Steÿr / hern vlrichen von vveiſprıach kamermeiſter / vnd hern Burkharten von Rabenſtein hofmeiſter Rittern / vnſers gnedigen herren hertʒogen frıdrich von Öſterreıch detur Lieben herren / Es iſt vor etlıchen cʒeiten einer genant VVernher Newmeÿr / von ſeiner vntat vvegen / beÿ vns cʒu vancknüſſe kumen / vnd haben Jn ſein freunde / mit bete auſʒ der venknüſʒe braht / vnd cʒu Jm geſworn / vnd v̈ber das beklagt ſich derſelb wernher er Newmeÿr / von vns / daran vns cʒemal vngütlichen tüt / vnd nemlich haben vns / die ~ vnſern geſagt / daʒ er cʒu ew auch komen ſeÿ / vnd vil rede getrıben hab / Nu ſchicken vvir ewr Erberkeit hierÿnne beſloſʒen ein abſchrift / eins briefs / den er / vnd ſein freund von ſeinen wegen / geben / vnd beſigelt haben / darJnne Jr wol vindet / vvie ſich der - ſelb wernher Newmeÿr verpunden / vnd leiplich cʒu got / vnd den heiligen / geſworn hat vnd ſein frewnde mit Jm / vnd Rogamus / daʒ Jr das von vns gütlichen vernemen / vnd ew an Jn nicht keren / noch Jm ichtes wider vns glauben wöllet / Sunder vns vvo Jr ~ des rede hört / darÿnne verantvvurten / Als etc / das wöllen etc / dann dewht den egenanten wernher Newmeÿr / daʒ er ʒu vns / oder ~ den vnſern icht ʒeſprechen het / darv̈mb wollen wir Jm / oder ſeinem ſcheinboten mit ſeinem völlen gewalte / ob er ʒu vns ʒeſprechen het gern eins frewntlichen rechten ſein / oder von den ~ vnſern / ob er ʒu Jn ʒuſprechen het frewntlichs rechten helffen / alles an den ſteten / da es dann pıllichen ſein ſol / datum vt Supra $	Hern Fridrichen von Flednicz, haubtman czu Steyr, hern Ulrichen von Weispriach, kamermeister, und hern Burkharten von Rabenstein, hofmeister, rittern, unsers gnedigen herren, herczogen Fridrich von Österreich detur	Lieben herren, es ist vor etlichen czeiten einer, genant Wernher Newmeyr, von seiner untat wegen bey uns czu vancknüsse kumen und haben in sein freunde mit bete ausz der venknüsze braht und czu im gesworn; und über das beklagt sich derselb Wernher Newmeyr von uns, daran er uns czemal ungütlichen tüt; und nemlich haben uns die unsern gesagt, daz er czu ew auch komen sey und vil rede getriben hab. Nu schicken wir ewr erberkeit hierynne besloszen ein abschrift eins briefs, den er und sein freund von seinen wegen geben und besigelt haben, darinne ir wol vindet, wie sich derselb Wernher Newmeyr verpunden und leiplich czu got und den heiligen gesworn hat und sein frewnde mit im. Und rogamus, daz ir das von uns gütlichen vernemen und ew an in nicht keren noch im ichtes wider uns glauben wöllet, sunder uns, wo ir des rede hört, darynne verantwurten, als etc. Das wöllen etc. Dann dewht den egenanten Wernher Newmeyr, daz er zu uns oder den unsern icht zesprechen het, darümb wollen wir im oder seinem scheinboten mit seinem völlen gewalte, ob er zu uns zesprechen het, gern eins frewntlichen rechten sein oder von den unsern, ob er zu in zusprechen het, frewntlichs rechten helffen, alles an den steten, da es dann pillichen sein sol. Datum ut supra.	NONE
NUREMBERG	Band3	NB_B3_R000582	do mugt Jr wol cʒugreiffen Chuncʒen Swarʒemberger vnſerm dıener Vnſer freuntſchaft beuoꝛ / Lıeber Swarcʒemberger / Als du vns verſchriben h deinen brief den du vns yecʒunden geſant haſt haben wir wol vernomen / vnd als du ſchreibſt / vvie du ange = mutet ſeiſt worden cʒu reiten auf leute die niht verlantfridet ſein etc Laſʒen vvir dich wiſʒen / daʒ des lantfrids vnd auch vnſer maynung iſt dem daʒ die ~ die man von landfrid s wegen d yecʒund cʒu dinſt geſchıkt hat / cʒu landwere lıgen vnd das land beſchirmen ſüllen / Alſo ob yman in dem lande cʒugriff das landt herein cʒiehen wolt das / oder daʒ ſuſt yeman darẏnne cʒugriff oder beſched tun vvolt tet daʒ Jr das weren ſüllt alſuerre Jr mügt / vnd iſt des landfrıds noch vnſer maynung niht / daʒ Jr auf ſüſt auf n yemanden reẏten ſüllt noch ichts nemen vveder vihe noch ſüſt ıchts anders / der niht verlantfridt ſeẏ / da vviſʒ dich nach cʒurihten eʒ vvern dann offen Rauber oder ſüſt ſchedlich vnd vnd vnendlich leute da vviſʒ dich nach cʒurihten	Chunczen Swarzemberger, unserm diener	Unser freuntschaft bevor. Lieber Swarczemberger, deinen brief, den du uns yeczunden gesant hast, haben wir wol vernomen und als du schreibst wie du angemutet seist worden czu reiten auf leute, die niht verlantfridet sein etc. Laszen wir dich wiszen, daz des lantfrids und auch unser maynung ist, daz die, die man dem landfrid yeczund czu dinst geschikt hat, czu landwere ligen und das land beschirmen süllen. Also ob yman in das landt herein cziehen wolt oder daz sust yeman darynne czugriff, daz ir das weren süllt, alsverre ir mügt; und ist des landfrids noch unser maynung niht, daz ir süst auf yemanden reyten süllt noch ichts nemen, weder vihe noch süst ichts anders, der niht verlantfridt sey, ez wern dann offen rauber oder süst schedlich und unendlich leute da wisz dich nach czurihten	NONE
NUREMBERG	Band3	NB_B3_R000583	. C . Swarcʒemberger vnſerm diener Lieber	Chuncz Swarczemberger, unserm diener	Lieber.	NONE
NUREMBERG	Band3	NB_B3_R000584	Chuncʒen Swarcʒemberger Vnſer freuntſchaft beuor Lıeber Swarcʒemberger / deinen brief den du vns yecʒunden geſant haſt haben vvir wol vernomen / vnd als du ſchreibſt / vvie du angemutet ſeiſt worden cʒu reẏten auf lewte die niht verlandfridt ſein etc Laſʒ vvir dich vviſſen / daʒ die vnſern ~ dıe auff als ſy uns geſagt haben dem landfride gevveſen ſein von vo verſtanden haben daʒ des lantfrids . maynung ſeẏ / vnd auch vnſer maynung iſt daʒ die ~ dẏ man dem lanfrid dıe ſtraſʒe oder die ſtraſʒ yecʒunden cʒu dinſte geſchıkt hat cʒu landwere ligen vnd das land beſchirmen ſüllen / Alſo ob yemanden darynne raubt oder cʒugri rewplich cʒugriff die daʒ Jr das weren ſüllen alſuerre ſie mügen / vnd daʒ man ſuſt auf reyten noch ʒu yemand greiffen ſülle der niht verlandfridt ſey nyemanden reyten / noch der niht verlandfridt ſey reyten / noch ichts nemen ſülle weder vihe noch ichts anders noch yemanden ich dheinen cʒugriff tun ſülle der niht verlantfrid eʒ vvern dann offen ſtraſʒ rober oder ſchedlich vnd vnd vnendlich leute da vviſʒ dich nach cʒu richten vnd halt den brief in geheim vnd cʒeig den ſüſt nyemanden / dan daʒ du dich darnach cʒu rıhten vviſʒt datum	Chunczen Swarczemberger	Unser freuntschaft bevor. Lieber Swarczemberger, deinen brief, den du uns yeczunden gesant hast, haben wir wol vernomen; und als du schreibst, wie du angemutet seist worden czu reyten auf lewte, die niht verlandfridt sein etc. Lasz wir dich wissen, daz die unsern, die auff dem landfride gewesen sein, verstanden haben als sy uns gesagt haben, daz des lantfrids maynung sey, daz die, dy man dem lanfrid yeczunden czu dinste geschikt hat, czu landwere ligen und die strasz beschirmen süllen. Also ob yemanden darynne rewplich czugriff oder die strasze beschedigen wolt, daz die das weren süllen alsverre sie mügen und daz man sust auf nyemanden reyten noch zu yemand greiffen sülle, der niht verlandfridt sey, ez wern dann offen strasz rober oder schedlich und unendlich leute und das ist auch also unser maynung; und halt den brief in geheim und czeig den süst nyemanden, dan daz du dich darnach czu rihten wiszt. Datum.	NONE
NUREMBERG	Band3	NB_B3_R000585	Vlrich vom Eglolfſtein Lıeber vlrich / Als Jr vns verſchriben habt / haben wir ewrn brief vvol vernomen / vnd wert Jr beÿ vns belıben vnd het geſworn vnd getan als ander vnſer diener / . So heten vvir ew gerne beÿ vns geſehen vnd gehabt / . Aber nu Jr des ʒü diſen cʒeiten nicht getün mügt / . So danken wir ew fruntlichen / vnd haben vnſern Loſungern empfolhen / daʒ ſie ew den vergangen ſold ewren knecht von ewrn wegen richten ſüllen vnd beſtellen vnd Jr mügt ewr ding fürbas anderſwo wol ſchıcken ſo Jr peſt mügt / vvan vns nicht füglich gew wer / daʒ J vvir ewr lenger warten ſolten / als ew das Peter Haller vnſer Ratgeſell vormals von vnſern wegen auch geſchrıben hat / . Datum ferıa ıııj̃ . ante Thome Apoſtolı .	Ulrich vom Eglolfstein	Lieber Ulrich, als ir uns verschriben habt, haben wir ewrn brief wol vernomen; und wert ir bey uns beliben und het gesworn und getan als ander unser diener, so heten wir ew gerne bey uns gesehen und gehabt. Aber nu ir des zü disen czeiten nicht getün mügt, so danken wir ew fruntlichen und haben unsern losungern empfolhen, daz sie den vergangen sold ewren knecht von ewrn wegen richten süllen und ir mügt ewr ding fürbas anderswo wol schicken und bestellen, so ir pest mügt, wan uns nicht füglich wer, daz wir ewr lenger warten solten, als ew das Peter Haller, unser ratgesell, vormals von unsern wegen auch geschriben hat. Datum feria iiii ante Thome apostoli.	NONE
NUREMBERG	Band3	NB_B3_R000586	Hern Albrecht vom Veſtemberg Ritter Lıeber her Albrecht / Als Jr vns verſchrıben habt / von Wölflein s Glacʒ vnſers Burgers wegen vmb einen Rock den ewr vetter ſelig an ein Gotshaws geſchıckt wir willen den hab / Alſo haben durh ewrn denſelben v egenanten vnſern Burger daran geweiſet daʒ er dem Gocʒhaws denſelben rock volgen laſʒen ſol / wan vvo wir ewrer erberkeıt lıeb vnd fruntſchaft beweiſen möhten / das teten wir allcʒeit gerne vnd getrawen ew vvol / Jr ſeyt dem vnſern auch fürderlich daʒ er ſeiner ſchulde entrichtet werde / Datum ferıa ıj̃ . poſt Lucie /	Hern Albrecht vom Vestemberg, ritter	Lieber her Albrecht, als ir uns verschriben habt von Wölflein Glacz, unsers burgers, wegen umb einen rock, den ewr vetter selig an ein gotshaws geschickt hab. Also haben wir durh ewrn willen den egenanten, unsern burger, daran geweiset, daz er dem goczhaws denselben rock volgen laszen sol; wan wo wir ewrer erberkeit lieb und fruntschaft beweisen möhten, das teten wir allczeit gerne und getrawen ew wol, ir seyt dem unsern auch fürderlich, daz er seiner schulde entrichtet werde. Datum feria ii post Lucie.	NONE
NUREMBERG	Band3	NB_B3_R000587	Chuncʒen von Lonerſtat / Lıeber Conrad / Als Jr vns verſchrıben habt von der handlung wegen / als des Rumels vnſers Burgers arm man cʒevanknüʒʒ kumen was / haben wir ewrn brief vvol vernomen wan vnd dunkt vns daʒ das etwas vngelimppflich gehalndelt ſeÿ /. dann als Jr ſelber ſchreibt / ſo het ſich ſo vil nicht verloffen / darvmb man ſölıch heftıkeıt treiben ſolt / Dann wie dem ſeÿ /. Nu Jr vns des bitet / ſo vvöllen wir das durch ewrn wıllen varen laʒʒen vnd keinen vnvvıllen darvmb cʒü ew haben vnd getrawen ew vvol was die vnſern antreff / daʒ Jr das fürbas beſcheıdenlıch haben wöllet / . Datum vt supra .	Chunczen von Lonerstat	Lieber Conrad, als ir uns verschriben habt von der handlung wegen, als des Rumels, unsers burgers, arm man czevanknüzz kumen was, haben wir ewrn brief wol vernomen und dunkt uns, daz das etwas ungelimppflich gehandelt sey. Wan als ir selber schreibt, so het sich so vil nicht verloffen darumb man sölich heftikeit treiben solt dann wie dem sey. Nu ir uns des bitet, so wöllen wir das durch ewrn willen varen lazzen und keinen unwillen darumb czü ew haben und getrawen ew wol, was die unsern antreff, daz ir das fürbas bescheidenlich haben wöllet. Datum ut supra.	NONE
NUREMBERG	Band3	NB_B3_R000588	Sweinfürt Lieben frewnde / Als Jr vns verſchriben habt von weigel Graſers vnſers Burgers vvegen haben wir ewrn brief vvol vernomen / vnd auch die quıtancʒen die er ew be als vns Jr ſıgelt het / die Jr Jm wıder geſant habt /. vnd dewht vns / Jr het ew müglıch an derſelben quitancʒen benügen laſſen / Doch ſo haben vvir Jn durch ewrn vvillen / daran geweiſet / daʒ er auf Oberſten gen vvinſheim kumen oder ſeınen vollen gewalt dahin ſchıcken wil / vnd ſich von ew vor dem Rate doſelbſt cʒü vvinſheim an fruntlıchen rechten benügen laſſen / vnd er wil die von winſheim darvmb auch gerne bitten / . Datum ferıa ıııj̃ . Ante Thome Apoſtolı	Sweinfürt	Lieben freunde, als ir uns verschriben habt von Weigel Grasers, unsers burgers, wegen, haben wir ewrn brief wol vernomen und auch die quitanczen, die er ew besigelt het, die ir im wider gesant habt, und als uns dewht, het ir ew müglich an derselben quitanczen benügen lassen. Doch so haben wir in durch ewrn willen daran geweiset, daz er gen Winsheim kumen oder seinen vollen gewalt dahin schicken wil und sich von ew vor dem rate doselbst czü Winsheim an fruntlichen rechten benügen lassen, und er wil die von Winsheim darumb auch gerne bitten. Datum feria iiii ante Thome apostoli.	NONE
NUREMBERG	Band3	NB_B3_R000589	Burgermeiſter her Herdegen Valtʒner / vnd her Hans Tetʒel / ferıa iııj̃ . ante Thome // Apoſtolı / Anno ixo .		Burgermeister her Herdegen Valczner und her Hans Teczel, feria iiii ante Thome apostoli anno ixo.	NONE
NUREMBERG	Band3	NB_B3_R000590	Byſchof von Bamberg / von Mertein Haller vnd Albrecht Ebner / Gnediger her / Als vns ewr gnade verſchriben hat / von der vvegen / die von den der herren vnd Steten wegen / von lantfrıds wegen cʒü Cʒeil lıgen / haben wir ewrn brief wol vernomen / vnd wiſſen anders nicht / dann daʒ der Rate her cʒü Nuremberg man auf die Jren gevertiget vnd den beuolhen haben / als man von dem lantf dem an den andern lantfrıd davon geſchıeden ıſt / . Het ewr gnad aber darüber ıht geprechens das würdt / Jr an den Hawbtman vnd die andern deʒ lantfrids bringen wan vns das ſünderlıch niht beuolhen ıſt / vnd vvo wir ewrn gnaden gedıenen möhten / das wern vvir willig vnd teten das allcʒeit gerne / datum ferıa ṽ . Ante Thome Apoſtolı . ıxo . vnter Mertein Hallers Jnſıgel	Byschof von Bamberg Von Mertein Haller und Albrecht Ebner	Gnediger her, als uns ewr gnade verschriben hat von der wegen, die von den herren und steten von lantfrids wegen czü Czeil ligen, haben wir ewrn brief wol vernomen und wissen anders nicht, dann daz der rate her czü Nuremberg die iren gevertiget und den bevolhen haben, als man auf dem lantfrid davon geschieden ist, und mainen, daz an den unsern kein geprech sey. Het ewr gnad aber an den andern iht geprechens, das würdt ir an den hawbtman und die andern dez lantfrids bringen, wan uns das sünderlich niht bevolhen ist; und wo wir ewrn gnaden gedienen möhten, das wern wir willig und teten das allczeit gerne. Datum feria v ante Thome apostoli ixo. Unter Mertein Hallers insigel.	NONE
NUREMBERG	Band3	NB_B3_R000591	Bẏſchoff cʒu VVircʒburg Gnediger herre / Vns hat fürgelegt / Gerhart cʒollner vnſer lieber Burger / vvie daʒ Jm popp hödlein von Staffelſtein ſein Armman geſagt hab / daʒ her Eyring Hödlein ſein pruder cʒu heẏtingſfelt von tods wegen abgangen ſeẏ / vnd etwieuil habe gelaſſen hab / der Er nehſter erb ſeẏ / darein Jm ewr hochwirdıkeit ein verpote vnd bekümerung gelegt hab / Rogamus / daʒ Jr dem egenanten ~ vnſers burgers Armenmann dieſelben habe darcʒu Er dann recht hat / durch vnſern wıllen onhinder nüſſe volgen laſſen wöllet / Als etc / das wollen etc datum in vigıliam / beati Thome Apoſtolı / Anno . ixo /	Byschoff czu Wirczburg	Gnediger herre, uns hat fürgelegt Gerhart Czollner, unser lieber burger, wie daz im Popp Hödlein von Staffelstein, sein armman, gesagt hab, daz her Eyring Hödlein, sein pruder, czu Heytingsfelt von tods wegen abgangen sey und etwievil habe gelassen hab, der er nehster erb sey; darein im ewr hochwirdikeit ein verpote und bekümerung gelegt hab. Rogamus, daz ir dem egenanten unsers burgers armenmann dieselben habe, darczu er dann recht hat, durch unsern willen on hindernüsse volgen lassen wöllet, als etc. Das wollen etc. Datum in vigiliam beati Thome apostoli anno ixo.	NONE
NUREMBERG	Band3	NB_B3_R000592	Künigk Gnediger herre / Als vns ewr durchleuhtikeit verſchriben / vnd abſchrift geſant hat / ewrs briefs / als Jr vnſerm herren hertʒogen fridrich von Öſterreich verſchrıben habt / vnd er ewrn küniglichen gnaden geantvvurt hat / von des guts wegen / als der von Flednicʒ vnd der von weiſpriach / den vnſern aufgehalten haben / von ſchulde wegen als ſie mainen die Jn ewr gnade beleib / dancken wir ewrer durchleuhtikeit / diemütigklichen derſelben botſchaft / vnd verſchreibens vnd haben das den vnſern die es antriffet cʒevviſʒen getan / vnd ſie ewrn künigklichen brief / vnd auch die abſchrift hören laſʒen / vnd die ſind des cʒemal vaſt erſchrocken / vnd klagen vns Jr ſcheden / vnd verdürpnüſſe / vvan Jr etlicher mit dem leibe beheftet iſt / vnd dartʒu alles ſein gut do lıgend hat / vnd entſitʒen ſich dannach darvnter auf künftige einvelle ſcheden / vnd verdürpnüſſe / vnd haben wir vnd die vnſern / in den dingen nach got nÿemant / den vvir anrüffen dann ewr gnade / vnd Rogamus / daʒ Jr ewr gnade dartʒu vvenden geruchet / daʒ das abgetragen / vnd fürkumen werde / vnd vns / vnd die vnſern darÿnne gnediklichen fürſehen wöllet / vnd vvas auch Hans Mawrer vnſer diener / darvmb / cʒu diſem mal / an ewr gnade werbe / des geruchet Jm cʒuglauben / vnd wöllet ewrn künigklıchen gnaden vns / vnd die vnſern darÿnne / als gnedigklichen beuolhen ſein laſʒen / als wir cʒu denſelben ewrn gnaden / gantʒ getrawen haben / vnd das auch cʒu allencʒeiten vmb ewr durchleuhtikeit willigklichen / vnd gern verdienen wöllen / Scriptum Jn vıgilia Natiuitatis Christi / Anno etc ixo / $	Künigk	Gnediger herre, als uns ewr durchleuhtikeit verschriben und abschrift gesant hat ewrs briefs, als ir unserm herren herczogen Fridrich von Österreich verschriben habt, und er ewrn küniglichen gnaden geantwurt hat von des guts wegen, als der von Flednicz und der von Weispriach den unsern aufgehalten haben von schulde wegen, als sie mainen, die in ewr gnade beleib. Dancken wir ewrer durchleuhtikeit diemütigklichen derselben botschaft und verschreibens und haben das den unsern, die es antriffet, czewiszen getan und sie ewrn künigklichen brief und auch die abschrift hören laszen; und die sind des czemal vast erschrocken und klagen uns ir scheden und verdürpnüsse, wan ir etlicher mit dem leibe beheftet ist und darczu alles sein gut do ligend hat; und entsiczen sich dannach darunter auf künftige einvelle, scheden und verdürpnüsse und haben wir und die unsern in den dingen nach got nyemant, den wir anrüffen, dann ewr gnade. Und rogamus, daz ir ewr gnade darczu wenden geruchet, daz das abgetragen und fürkumen werde und uns und die unsern darynne gnediklichen fürsehen wöllet; und was auch Hans Mawrer, unser diener, darumb czu disem mal an ewr gnade werbe, des geruchet im czuglauben; und wöllet ewrn künigklichen gnaden uns und die unsern darynne als gnedigklichen bevolhen sein laszen, als wir czu denselben ewrn gnaden gancz getrawen haben und das auch czu allenczeiten umb ewr durchleuhtikeit willigklichen und gern verdienen wöllen. Scriptum in vigilia nativitatis Christi anno etc ixo.	NONE
