model	block_size	language	seed	total_bits	bits_per_symbol	gap_vs_matched_null_bits	gap_vs_global_null_bits	key_bits	payload_bits	fixed_bits	decoder_hash	cpu_exact
BLOCK_LANGUAGE	3	middle_french	16101	827604.2880706174	4.258888701707547	-34210.17085744534	234220.9944137995	28421.322375803076	649388.3527902546	149794.61290455973	b2cd22e2837c8dffc655b4614523ae733e49eb8249f181ba0f34221f1fbe531a	True
BLOCK_LANGUAGE	3	old_italian_tuscan	16101	807784.2979517949	4.156894145611427	-54030.16097626777	214401.00429497706	28421.322375803076	629568.3626714322	149794.61290455973	5016e3b04b2a401fbb3f138c3965d7c98a5b0e56d196a659f575fe90d748b4c6	True
BLOCK_LANGUAGE	3	medieval_czech	16101	859715.2951745273	4.424133381232001	-2099.1637535353657	266332.00151770946	28421.322375803076	681499.3598941646	149794.61290455973	2104e5e9a085d1b03dd987eb6aac0b7524696702730c68f7a03e21e5296ffb0e	True
BLOCK_LANGUAGE	3	old_hungarian	16101	854440.3556984374	4.396988306634474	-7374.103229625267	261057.06204161956	28421.322375803076	676224.4204180747	149794.61290455973	c2265b2859a73f922f1099ac66a480884dc6e2b35bd68fa8a3221db0575205b8	True
MATCHED_BLOCK_NULL	4	_	0	894491.3193051313	4.603092357635348	0.0	301108.02564831346	62461.69528692663	682235.011113645	149794.61290455973	57dfb5ee9d1f09352a1337e5b34cb3307e6ddac461276665c9fd89384636b769	True
BLOCK_LANGUAGE	4	latin	16101	844081.6109235175	4.343681742468854	-50409.70838161383	250698.31726669963	75796.98480549372	618490.0132134641	149794.61290455973	341dcae14dc9201877708de299589586ec44899651adae53799edf79f5d07357	True
BLOCK_LANGUAGE	4	middle_high_german	16101	882065.5287124921	4.539148683191433	-12425.790592639241	288682.2350556742	75796.98480549372	656473.9310024387	149794.61290455973	5de4d4ebdcef67548802966165f3347ed0f43dd2a132bceebacc2d22767530f0	True
BLOCK_LANGUAGE	4	middle_french	16101	837358.8004191923	4.309085858767792	-57132.51888593903	243975.50676237443	75796.98480549372	611767.2027091389	149794.61290455973	64e74b840dd52cd064d8317939001ffa73dcb3c5828ba5772b37c5e266ae6a6b	True
BLOCK_LANGUAGE	4	old_italian_tuscan	16101	820218.3473979115	4.22088032048492	-74272.97190721985	226835.0537410936	75796.98480549372	594626.749687858	149794.61290455973	2d47179d619bff34b89b53fcd9e8211d0692f0186099b94275153164eb96af88	True
BLOCK_LANGUAGE	4	medieval_czech	16101	856482.7843038486	4.40749873563661	-38008.5350012827	263099.49064703076	75796.98480549372	630891.1865937952	149794.61290455973	abf062a97fde67f4aab5769769ef57cc4923c3524e730968e25301409f02ea9e	True
BLOCK_LANGUAGE	4	old_hungarian	16101	854254.5317920707	4.396032048496689	-40236.78751306061	260871.23813525285	75796.98480549372	628662.9340820173	149794.61290455973	64f9a5980363851d8a047f084dfb8f99a0e34f40f1951ba900b6fa711d077c48	True
BLOCK_LANGUAGE	3	old_italian_tuscan	16102	807380.7312597331	4.154817373354465	-54433.72766832961	213997.43760291522	28421.322375803076	629164.7959793704	149794.61290455973	0324d79a0f36f6049623d80ead30f098d058b2377ce8b959b71702d4f7d25f6e	True
BLOCK_LANGUAGE	3	old_italian_tuscan	16103	813647.8076109252	4.187068028709398	-48166.651317137526	220264.5139541073	28421.322375803076	635431.8723305624	149794.61290455973	83f7c79356ba1da824c0997c2a5e322a451eb99eccd6db062798ee487fcaf842	True
