representation	page	physical_folio	groups	page_gain_vs_wrapper
RESIDUAL_HOST	f46r	f46	40	1.63013313333
RESIDUAL_HOST	f46v	f46	40	0.886047191797
RESIDUAL_HOST	f47r	f47	37	-0.165022539209
RESIDUAL_HOST	f47v	f47	55	-0.627896262899
RESIDUAL_HOST	f48r	f48	50	-1.20610697381
RESIDUAL_HOST	f48v	f48	82	-1.35684259069
RESIDUAL_HOST	f49r	f49	63	-0.898963044326
RESIDUAL_HOST	f49v	f49	90	-0.230945117815
RESIDUAL_HOST	f5r	f5	12	-0.0105676382926
RESIDUAL_HOST	f5v	f5	26	0.109743849321
RESIDUAL_HOST	f50r	f50	41	4.82236540114
RESIDUAL_HOST	f50v	f50	41	-0.213165194075
RESIDUAL_HOST	f51r	f51	25	-0.0101428798933
RESIDUAL_HOST	f51v	f51	36	-0.286880330606
RESIDUAL_HOST	f52r	f52	24	0.0819198913144
RESIDUAL_HOST	f52v	f52	25	-0.268058852901
RESIDUAL_HOST	f53r	f53	20	-0.0366840156495
RESIDUAL_HOST	f53v	f53	30	-0.507257835268
RESIDUAL_HOST	f54r	f54	32	0.77837797751
RESIDUAL_HOST	f54v	f54	26	-0.256976647832
RESIDUAL_HOST	f55r	f55	54	-0.618489882548
RESIDUAL_HOST	f55v	f55	39	4.74422055456
RESIDUAL_HOST	f56r	f56	38	-0.358227909778
RESIDUAL_HOST	f56v	f56	48	-0.37576380833
RESIDUAL_HOST	f57r	f57	7	0
RESIDUAL_HOST	f58r	f58	174	22.0769074133
RESIDUAL_HOST	f58v	f58	127	12.5732323988
RESIDUAL_HOST	f6r	f6	43	-0.200291956961
RESIDUAL_HOST	f6v	f6	37	-0.425199170984
RESIDUAL_HOST	f66r	f66	159	15.4264838552
RESIDUAL_HOST	f66v	f66	18	-0.0100996700223
RESIDUAL_HOST	f7r	f7	39	-0.419673281829
RESIDUAL_HOST	f7v	f7	37	-0.325841498048
RESIDUAL_HOST	f75r	f75	209	-2.41126177332
RESIDUAL_HOST	f75v	f75	178	-6.01750911069
RESIDUAL_HOST	f76r	f76	248	-10.42561088
RESIDUAL_HOST	f76v	f76	242	-4.97369880629
RESIDUAL_HOST	f77r	f77	193	2.25763501417
RESIDUAL_HOST	f77v	f77	197	-8.4780921568
RESIDUAL_HOST	f78r	f78	140	0.669469449109
RESIDUAL_HOST	f78v	f78	206	-4.26582930796
RESIDUAL_HOST	f79r	f79	187	7.55741280067
RESIDUAL_HOST	f79v	f79	252	-9.10437293524
RESIDUAL_HOST	f8r	f8	51	-0.409912044318
RESIDUAL_HOST	f8v	f8	78	0.532598279504
RESIDUAL_HOST	f80r	f80	198	4.56937889967
RESIDUAL_HOST	f80v	f80	221	2.79824928385
RESIDUAL_HOST	f81r	f81	131	-0.873246399389
RESIDUAL_HOST	f81v	f81	115	-3.81983705811
RESIDUAL_HOST	f82r	f82	119	-3.3988444893
RESIDUAL_HOST	f82v	f82	195	-3.40230608741
RESIDUAL_HOST	f83r	f83	211	-5.9811982732
RESIDUAL_HOST	f83v	f83	163	-4.91965339116
RESIDUAL_HOST	f84v	f84	228	3.92110817878
RESIDUAL_HOST	f85r1	f85	151	3.35326744052
RESIDUAL_HOST	f85r2	f85	60	0.0886256521033
RESIDUAL_HOST	f86v3	f86	122	1.15262240379
RESIDUAL_HOST	f86v4	f86	3	0
RESIDUAL_HOST	f86v5	f86	212	50.1986691301
RESIDUAL_HOST	f86v6	f86	179	13.3402806448
RESIDUAL_HOST	f87r	f87	56	2.34013022057
RESIDUAL_HOST	f87v	f87	34	0.39887243595
RESIDUAL_HOST	f88r	f88	73	1.83564882475
RESIDUAL_HOST	f88v	f88	62	1.07740382256
RESIDUAL_HOST	f89r1	f89	55	2.57375683084
RESIDUAL_HOST	f89r2	f89	14	0.0750887244721
RESIDUAL_HOST	f89v1	f89	56	-0.412633925971
RESIDUAL_HOST	f89v2	f89	21	0.0199654118463
RESIDUAL_HOST	f9r	f9	38	2.49198002614
RESIDUAL_HOST	f9v	f9	50	-0.843610418087
RESIDUAL_HOST	f90r1	f90	28	-0.272566887437
RESIDUAL_HOST	f90r2	f90	25	-0.177089724688
RESIDUAL_HOST	f90v1	f90	12	0.00600170581572
RESIDUAL_HOST	f90v2	f90	18	-0.0309060528546
RESIDUAL_HOST	f93r	f93	115	3.9228160438
RESIDUAL_HOST	f93v	f93	31	-0.321322300081
RESIDUAL_HOST	f94r	f94	20	-0.142036326094
RESIDUAL_HOST	f94v	f94	66	7.82423065771
RESIDUAL_HOST	f95r1	f95	68	0.382498341183
RESIDUAL_HOST	f95r2	f95	60	0.202546034929
RESIDUAL_HOST	f95v1	f95	53	5.08216519099
RESIDUAL_HOST	f95v2	f95	26	-0.0417817665334
RESIDUAL_HOST	f96r	f96	55	0.306644481764
RESIDUAL_HOST	f96v	f96	26	0.456840649685
RESIDUAL_HOST	f99r	f99	104	7.37022766538
RESIDUAL_HOST	f99v	f99	68	6.84065562061
PAGE_HOST	f1r	f1	33	-0.461464565299
PAGE_HOST	f1v	f1	24	0.129746118964
PAGE_HOST	f10r	f10	51	-0.727181202501
PAGE_HOST	f10v	f10	35	0.643085078895
PAGE_HOST	f100r	f100	22	0.0311259868131
PAGE_HOST	f100v	f100	31	0.617902409818
PAGE_HOST	f101r	f101	1	0
PAGE_HOST	f102r1	f102	68	3.00789786785
PAGE_HOST	f102r2	f102	29	0.0852948115114
PAGE_HOST	f102v1	f102	29	1.30945018519
PAGE_HOST	f102v2	f102	17	0.0854797709519
PAGE_HOST	f103r	f103	195	4.0064776945
PAGE_HOST	f103v	f103	163	-0.024235015105
PAGE_HOST	f104r	f104	205	-7.8261834742
PAGE_HOST	f104v	f104	197	-7.61212562515
PAGE_HOST	f105r	f105	173	0.51041890303
PAGE_HOST	f105v	f105	189	-4.71363916821
PAGE_HOST	f106r	f106	243	-1.46973266563
PAGE_HOST	f106v	f106	169	7.31931617439
PAGE_HOST	f107r	f107	203	-5.12965870688
PAGE_HOST	f107v	f107	271	3.52310355075
PAGE_HOST	f108r	f108	259	8.26044392339
PAGE_HOST	f108v	f108	232	-2.09861459886
PAGE_HOST	f11r	f11	19	-0.129449872545
PAGE_HOST	f11v	f11	22	-0.0765291321604
PAGE_HOST	f111r	f111	274	-0.7634380668
PAGE_HOST	f111v	f111	271	4.73309285215
PAGE_HOST	f112r	f112	199	-2.33237508455
PAGE_HOST	f112v	f112	209	-1.58948644482
PAGE_HOST	f113r	f113	216	-4.15739080127
PAGE_HOST	f113v	f113	238	-4.9157584083
PAGE_HOST	f114r	f114	201	14.3545543226
PAGE_HOST	f114v	f114	209	4.24420797522
PAGE_HOST	f115r	f115	182	-6.47917071675
PAGE_HOST	f115v	f115	190	-1.19626989414
PAGE_HOST	f116r	f116	167	5.27405595918
PAGE_HOST	f13r	f13	26	0.403549820653
PAGE_HOST	f13v	f13	34	0.488131606718
PAGE_HOST	f14r	f14	37	-0.0667792728919
PAGE_HOST	f14v	f14	27	0.253130201313
PAGE_HOST	f15r	f15	73	-1.30271295735
PAGE_HOST	f15v	f15	41	1.0507932461
PAGE_HOST	f16r	f16	37	2.5922594337
PAGE_HOST	f16v	f16	48	-0.330701887288
PAGE_HOST	f17r	f17	24	-0.267406480416
PAGE_HOST	f17v	f17	87	0.380654259602
PAGE_HOST	f18r	f18	36	0.223189456663
PAGE_HOST	f18v	f18	42	0.26951289664
PAGE_HOST	f19r	f19	49	0.938273108087
PAGE_HOST	f19v	f19	37	-0.663191362603
PAGE_HOST	f2r	f2	73	3.91336667097
PAGE_HOST	f2v	f2	33	1.99940624187
PAGE_HOST	f20r	f20	53	0.608232582232
PAGE_HOST	f20v	f20	56	-0.552380932974
PAGE_HOST	f21r	f21	45	-0.659891305464
PAGE_HOST	f21v	f21	46	-0.589867398005
PAGE_HOST	f22r	f22	54	-0.788211423502
PAGE_HOST	f22v	f22	58	0.196465408679
PAGE_HOST	f23r	f23	22	-0.145739959855
PAGE_HOST	f23v	f23	46	5.89002645004
PAGE_HOST	f24r	f24	46	3.16258721621
PAGE_HOST	f24v	f24	34	-0.360603620065
PAGE_HOST	f25r	f25	18	0.303170212206
PAGE_HOST	f25v	f25	23	-0.18911145453
PAGE_HOST	f26r	f26	33	0.316707705001
PAGE_HOST	f26v	f26	33	-0.27141392718
PAGE_HOST	f27r	f27	45	2.25186235279
PAGE_HOST	f27v	f27	7	0.00795175104032
PAGE_HOST	f28r	f28	48	-0.71251136306
PAGE_HOST	f28v	f28	35	0.0977526404219
PAGE_HOST	f29r	f29	35	0.0929693241649
PAGE_HOST	f29v	f29	35	-0.133132440462
PAGE_HOST	f3r	f3	84	3.34307901457
PAGE_HOST	f3v	f3	53	-0.66529892723
PAGE_HOST	f30r	f30	55	-0.773893510386
PAGE_HOST	f30v	f30	33	-0.454457566983
PAGE_HOST	f31r	f31	33	0.222774287434
PAGE_HOST	f31v	f31	14	-0.0472048842351
PAGE_HOST	f32r	f32	48	-0.288837884478
PAGE_HOST	f32v	f32	33	-0.358823817493
PAGE_HOST	f33r	f33	22	0.0998398580966
PAGE_HOST	f33v	f33	52	-0.237701114758
PAGE_HOST	f34r	f34	76	-1.36194091556
PAGE_HOST	f34v	f34	41	1.17443306551
PAGE_HOST	f35r	f35	55	1.37160822956
PAGE_HOST	f35v	f35	50	0.303283718494
PAGE_HOST	f36r	f36	38	-0.379644578318
PAGE_HOST	f36v	f36	37	-0.61051229409
PAGE_HOST	f37r	f37	25	-0.263362331079
PAGE_HOST	f37v	f37	56	-1.07292808708
PAGE_HOST	f38r	f38	17	-0.127629144309
PAGE_HOST	f38v	f38	35	0.74546424455
PAGE_HOST	f39r	f39	46	-0.44677945676
PAGE_HOST	f39v	f39	72	0.961917576818
PAGE_HOST	f4r	f4	44	-0.188932808328
PAGE_HOST	f4v	f4	38	-0.621660071071
PAGE_HOST	f40r	f40	30	0.0668756853043
PAGE_HOST	f40v	f40	48	-0.495091614068
PAGE_HOST	f41r	f41	20	0.0695969098268
PAGE_HOST	f41v	f41	17	-0.128869165085
PAGE_HOST	f42r	f42	63	0.457996632218
PAGE_HOST	f42v	f42	56	1.20954890552
PAGE_HOST	f43r	f43	32	-0.309524599083
PAGE_HOST	f43v	f43	49	-0.59396062496
PAGE_HOST	f44r	f44	39	-0.46768756479
PAGE_HOST	f44v	f44	55	0.252045541085
PAGE_HOST	f45r	f45	46	-0.470038843173
PAGE_HOST	f45v	f45	30	-0.170757281932
PAGE_HOST	f46r	f46	40	0.0132644968652
PAGE_HOST	f46v	f46	40	1.63360426917
PAGE_HOST	f47r	f47	37	-0.0130225305949
PAGE_HOST	f47v	f47	55	-0.688556049494
PAGE_HOST	f48r	f48	50	-0.253000816419
PAGE_HOST	f48v	f48	82	-1.19219421535
PAGE_HOST	f49r	f49	63	-0.878630063969
PAGE_HOST	f49v	f49	90	4.01588909782
PAGE_HOST	f5r	f5	12	-0.01471260013
PAGE_HOST	f5v	f5	26	0.10997313625
PAGE_HOST	f50r	f50	41	4.35359497294
PAGE_HOST	f50v	f50	41	-0.506324101665
PAGE_HOST	f51r	f51	25	-0.0280130969668
PAGE_HOST	f51v	f51	36	-0.386389898438
PAGE_HOST	f52r	f52	24	0.0606981304216
PAGE_HOST	f52v	f52	25	-0.160719539536
PAGE_HOST	f53r	f53	20	-0.0392651899449
PAGE_HOST	f53v	f53	30	-0.507638337951
PAGE_HOST	f54r	f54	32	0.690026834519
PAGE_HOST	f54v	f54	26	-0.105254602024
PAGE_HOST	f55r	f55	54	-0.133917439959
PAGE_HOST	f55v	f55	39	1.25371547624
PAGE_HOST	f56r	f56	38	0.0724312444652
PAGE_HOST	f56v	f56	48	-0.170927049086
PAGE_HOST	f57r	f57	7	0
PAGE_HOST	f58r	f58	174	19.6576629524
PAGE_HOST	f58v	f58	127	9.15913807365
PAGE_HOST	f6r	f6	43	-0.46187540201
PAGE_HOST	f6v	f6	37	-0.446369610771
PAGE_HOST	f66r	f66	159	17.065810534
PAGE_HOST	f66v	f66	18	-0.0238973317159
PAGE_HOST	f7r	f7	39	-0.531482867425
PAGE_HOST	f7v	f7	37	-0.334106458422
PAGE_HOST	f75r	f75	209	-0.290058343538
PAGE_HOST	f75v	f75	178	-7.06377440683
PAGE_HOST	f76r	f76	248	-1.84462786992
PAGE_HOST	f76v	f76	242	1.50852044483
PAGE_HOST	f77r	f77	193	1.55636809451
PAGE_HOST	f77v	f77	197	-10.5898238036
PAGE_HOST	f78r	f78	140	2.00135146803
PAGE_HOST	f78v	f78	206	-2.67617448644
PAGE_HOST	f79r	f79	187	7.56834787697
PAGE_HOST	f79v	f79	252	-6.95065949498
PAGE_HOST	f8r	f8	51	-0.374215277717
PAGE_HOST	f8v	f8	78	-0.765911781748
PAGE_HOST	f80r	f80	198	3.18113940351
PAGE_HOST	f80v	f80	221	0.00761456921208
PAGE_HOST	f81r	f81	131	-0.289836682136
PAGE_HOST	f81v	f81	115	-2.89961101666
PAGE_HOST	f82r	f82	119	-2.81002761665
PAGE_HOST	f82v	f82	195	-5.19953041731
PAGE_HOST	f83r	f83	211	-0.735209996204
PAGE_HOST	f83v	f83	163	-0.505823370515
PAGE_HOST	f84v	f84	228	8.29010460434
PAGE_HOST	f85r1	f85	151	-0.35261834819
PAGE_HOST	f85r2	f85	60	2.2539515455
PAGE_HOST	f86v3	f86	122	1.69578686467
PAGE_HOST	f86v4	f86	3	0
PAGE_HOST	f86v5	f86	212	48.9325931426
PAGE_HOST	f86v6	f86	179	6.64681999337
PAGE_HOST	f87r	f87	56	1.10623827428
PAGE_HOST	f87v	f87	34	-0.494307967682
PAGE_HOST	f88r	f88	73	0.834406275797
PAGE_HOST	f88v	f88	62	0.478119932895
PAGE_HOST	f89r1	f89	55	2.82254902125
PAGE_HOST	f89r2	f89	14	0.042512806429
PAGE_HOST	f89v1	f89	56	1.84833888379
PAGE_HOST	f89v2	f89	21	-0.0361826523482
PAGE_HOST	f9r	f9	38	2.44930855486
PAGE_HOST	f9v	f9	50	-0.796323515381
PAGE_HOST	f90r1	f90	28	-0.273479292302
PAGE_HOST	f90r2	f90	25	-0.178390430453
PAGE_HOST	f90v1	f90	12	-0.000210847825263
PAGE_HOST	f90v2	f90	18	-0.0037281117374
PAGE_HOST	f93r	f93	115	7.89280986161
PAGE_HOST	f93v	f93	31	-0.397529593483
PAGE_HOST	f94r	f94	20	-0.117277802907
PAGE_HOST	f94v	f94	66	4.05631269808
PAGE_HOST	f95r1	f95	68	0.365860809585
PAGE_HOST	f95r2	f95	60	0.278177015758
PAGE_HOST	f95v1	f95	53	3.28325843813
PAGE_HOST	f95v2	f95	26	0.618423279863
PAGE_HOST	f96r	f96	55	-0.584961423262
PAGE_HOST	f96v	f96	26	0.716308277115
PAGE_HOST	f99r	f99	104	7.10593015996
PAGE_HOST	f99v	f99	68	7.25268330517
COMPILER_ONLY	f1r	f1	33	0.333943618875
COMPILER_ONLY	f1v	f1	24	0.00512421947377
COMPILER_ONLY	f10r	f10	51	-0.40420293103
COMPILER_ONLY	f10v	f10	35	-0.0427006303222
COMPILER_ONLY	f100r	f100	22	0.0241935811739
COMPILER_ONLY	f100v	f100	31	0.675085902575
COMPILER_ONLY	f101r	f101	1	0
COMPILER_ONLY	f102r1	f102	68	-0.369051416781
COMPILER_ONLY	f102r2	f102	29	0.150881466579
COMPILER_ONLY	f102v1	f102	29	0.246884290622
COMPILER_ONLY	f102v2	f102	17	0.00975349923441
COMPILER_ONLY	f103r	f103	195	-1.26888830619
COMPILER_ONLY	f103v	f103	163	-0.706035762281
COMPILER_ONLY	f104r	f104	205	-0.549102514298
COMPILER_ONLY	f104v	f104	197	-1.31466889582
COMPILER_ONLY	f105r	f105	173	-1.96796742142
COMPILER_ONLY	f105v	f105	189	14.4637497874
COMPILER_ONLY	f106r	f106	243	-4.09485349507
COMPILER_ONLY	f106v	f106	169	-1.32246599604
COMPILER_ONLY	f107r	f107	203	-0.538038184247
COMPILER_ONLY	f107v	f107	271	6.34038130907
COMPILER_ONLY	f108r	f108	259	2.72991101522
COMPILER_ONLY	f108v	f108	232	-2.92174210721
COMPILER_ONLY	f11r	f11	19	0.011495243255
COMPILER_ONLY	f11v	f11	22	-0.231395714336
COMPILER_ONLY	f111r	f111	274	3.95683632562
COMPILER_ONLY	f111v	f111	271	24.3881277769
COMPILER_ONLY	f112r	f112	199	-3.8909847921
COMPILER_ONLY	f112v	f112	209	-2.9433617373
COMPILER_ONLY	f113r	f113	216	0.29173342078
COMPILER_ONLY	f113v	f113	238	0.437886268087
COMPILER_ONLY	f114r	f114	201	3.60896019567
COMPILER_ONLY	f114v	f114	209	-5.32136198405
COMPILER_ONLY	f115r	f115	182	4.485923534
COMPILER_ONLY	f115v	f115	190	2.48475341169
COMPILER_ONLY	f116r	f116	167	4.36204310845
COMPILER_ONLY	f13r	f13	26	0.335056625631
COMPILER_ONLY	f13v	f13	34	0.279927099305
COMPILER_ONLY	f14r	f14	37	-0.159070207554
COMPILER_ONLY	f14v	f14	27	-0.197554149415
COMPILER_ONLY	f15r	f15	73	0.3324752191
COMPILER_ONLY	f15v	f15	41	0.0688348473602
COMPILER_ONLY	f16r	f16	37	-0.413036893695
COMPILER_ONLY	f16v	f16	48	-0.491091181346
COMPILER_ONLY	f17r	f17	24	-0.0984986047498
COMPILER_ONLY	f17v	f17	87	0.760800468478
COMPILER_ONLY	f18r	f18	36	-0.114479948208
COMPILER_ONLY	f18v	f18	42	-0.129566400077
COMPILER_ONLY	f19r	f19	49	-0.324873207237
COMPILER_ONLY	f19v	f19	37	0.665407055198
COMPILER_ONLY	f2r	f2	73	0.0804623423757
COMPILER_ONLY	f2v	f2	33	-0.0854778337775
COMPILER_ONLY	f20r	f20	53	0.974053228971
COMPILER_ONLY	f20v	f20	56	-0.295272868351
COMPILER_ONLY	f21r	f21	45	0.608343868943
COMPILER_ONLY	f21v	f21	46	1.35980205294
COMPILER_ONLY	f22r	f22	54	0.23711401335
COMPILER_ONLY	f22v	f22	58	-0.790117130424
COMPILER_ONLY	f23r	f23	22	-0.0701293104177
COMPILER_ONLY	f23v	f23	46	-0.226972994547
COMPILER_ONLY	f24r	f24	46	1.82912687432
COMPILER_ONLY	f24v	f24	34	0.15308905712
COMPILER_ONLY	f25r	f25	18	-0.126170638117
COMPILER_ONLY	f25v	f25	23	-0.00685577980555
COMPILER_ONLY	f26r	f26	33	0.228876611699
COMPILER_ONLY	f26v	f26	33	-0.137000346529
COMPILER_ONLY	f27r	f27	45	-0.0125352264541
COMPILER_ONLY	f27v	f27	7	0.00753064978588
COMPILER_ONLY	f28r	f28	48	-0.00994954330485
COMPILER_ONLY	f28v	f28	35	-0.172298251133
COMPILER_ONLY	f29r	f29	35	-0.0125710876843
COMPILER_ONLY	f29v	f29	35	-0.264726287214
COMPILER_ONLY	f3r	f3	84	11.0883174999
COMPILER_ONLY	f3v	f3	53	4.1115620197
COMPILER_ONLY	f30r	f30	55	0.232451696856
COMPILER_ONLY	f30v	f30	33	0.38110086875
COMPILER_ONLY	f31r	f31	33	-0.143125568113
COMPILER_ONLY	f31v	f31	14	0.0509268584837
COMPILER_ONLY	f32r	f32	48	0.720593662501
COMPILER_ONLY	f32v	f32	33	0.111442881769
COMPILER_ONLY	f33r	f33	22	-0.134768852835
COMPILER_ONLY	f33v	f33	52	-1.04631527789
COMPILER_ONLY	f34r	f34	76	1.07144845241
COMPILER_ONLY	f34v	f34	41	-0.356161181108
COMPILER_ONLY	f35r	f35	55	2.03400939467
COMPILER_ONLY	f35v	f35	50	0.154775451606
COMPILER_ONLY	f36r	f36	38	-0.243807902091
COMPILER_ONLY	f36v	f36	37	-0.129895193753
COMPILER_ONLY	f37r	f37	25	-0.0470671728114
COMPILER_ONLY	f37v	f37	56	-0.10876713635
COMPILER_ONLY	f38r	f38	17	-0.0288902260093
COMPILER_ONLY	f38v	f38	35	-0.185437481452
COMPILER_ONLY	f39r	f39	46	-0.847684034856
COMPILER_ONLY	f39v	f39	72	-0.455652471844
COMPILER_ONLY	f4r	f4	44	-0.370372039347
COMPILER_ONLY	f4v	f4	38	6.10600909543
COMPILER_ONLY	f40r	f40	30	0.4016588728
COMPILER_ONLY	f40v	f40	48	1.13956663341
COMPILER_ONLY	f41r	f41	20	0.367209723769
COMPILER_ONLY	f41v	f41	17	0.114934160618
COMPILER_ONLY	f42r	f42	63	-0.0314640270127
COMPILER_ONLY	f42v	f42	56	-0.0518472338411
COMPILER_ONLY	f43r	f43	32	0.0462892130831
COMPILER_ONLY	f43v	f43	49	-0.124216923497
COMPILER_ONLY	f44r	f44	39	0.154990746968
COMPILER_ONLY	f44v	f44	55	-0.33078652861
COMPILER_ONLY	f45r	f45	46	0.32667997564
COMPILER_ONLY	f45v	f45	30	-0.0343484757807
COMPILER_ONLY	f46r	f46	40	0.102383486638
COMPILER_ONLY	f46v	f46	40	-0.586945997087
COMPILER_ONLY	f47r	f47	37	-0.458898692614
COMPILER_ONLY	f47v	f47	55	-0.525314119066
COMPILER_ONLY	f48r	f48	50	-0.159114329915
COMPILER_ONLY	f48v	f48	82	0.23517008352
COMPILER_ONLY	f49r	f49	63	0.496771344676
COMPILER_ONLY	f49v	f49	90	0.343951041134
COMPILER_ONLY	f5r	f5	12	0.0445200275154
COMPILER_ONLY	f5v	f5	26	0.643200936412
COMPILER_ONLY	f50r	f50	41	-0.17719190946
COMPILER_ONLY	f50v	f50	41	0.128056756018
COMPILER_ONLY	f51r	f51	25	1.72584579702
COMPILER_ONLY	f51v	f51	36	0.0831916721372
COMPILER_ONLY	f52r	f52	24	0.490372122254
