source_record_id	locus	page	physical_folio	descriptor_tokens	zl3b_forms	it2a_forms	rf1b_forms	all_reading_surface_agreement	all_reading_family_agreement	formal_use	semantic_role	provenance
STOLFI_BEST_1420	f101v.13	f101v	f101	dark;flower;light;root;stem	oraeep	or?	ora|cphy	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1437	f101v.14	f101v	f101	around;dark;leaf;light	dytolg	dytoly	dytolg	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1445	f101v.18	f101v	f101	dark;leaf;light;root;stem	olaran	olaran	olaran	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1422	f101v.2	f101v	f101	dark;flower;leaf;light;root;stem	otaldy	otaldy	otaldy	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1423	f101v.3	f101v	f101	conical;dark;flower;leaf;light;root;stem	otol	otal	otal	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1429	f101v.6	f101v	f101	dark;leaf;light;root;stem	orar	orar	orar	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1431	f101v.7	f101v	f101	dark;leaf;light;root;stem	otarar	otorar	otarar	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1433	f101v.8	f101v	f101	dark;flower;leaf;root;stem	otoly	otala	otoly	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1435	f101v.9	f101v	f101	dark;leaf;light;root;stem	soraly	soraly	soraly	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1510	f102v1.17	f102v1	f102	cone;funnel;like;mousetail;root;squatting	loralody	loralody	losalody	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1498	f102v1.2	f102v1	f102	dark;leaf;light;root;stem	okeody	ykeody	okeody	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1504	f102v1.5	f102v1	f102	half;leaf;lobate;potato;root;striped;vertically	ypary	ypory	ypary	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1486	f102v2.16	f102v2	f102	chestnut;cypres;like;tuber	tod?	tod?	tod?	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1457	f102v2.24	f102v2	f102	container	okolky	otolky	okolky	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1488	f102v2.25	f102v2	f102	big;horned;leaf;light;root;serrated;small;stem	osain	oran	osain	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1490	f102v2.26	f102v2	f102	dark;light;root;stem	aiky	oika	aiky	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1496	f102v2.29	f102v2	f102	crossed;leaf;mousetail;root;round;serrated	os	e???ddy	os	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1462	f102v2.4	f102v2	f102	leaf;lobed;oblong	chor	eeor	chor	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1468	f102v2.7	f102v2	f102	dark;edge;leaf;light;shaped;short;wing	okol	otol	otol	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1472	f102v2.9	f102v2	f102	fingered;leaf;many;oblong	ok?	ok??	ok?	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1051	f88r.2	f88r	f88	coloured;light;root;twig	osal	oral	osal	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1127	f88v.30	f88v	f88	coloured;dark;leaf;light;mostly;multiple;root	dararda?	dararda	darardam	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1163	f89r1.26	f89r1	f89	coloured;dark;flower;head;light;root	sydarary	sydarary	sydarary	1	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1267	f89v1.22	f89v1	f89	dark;flower;large;light;root	otorshos	otor|chos	otor|shos	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1210	f89v2.2	f89v2	f89	dark;faded;leaf;root	okam	okam	okail	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1216	f89v2.5	f89v2	f89	leaf;light;root	sheol	sheol	sheal	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1291	f99r.12	f99r	f99	dark	okolo	okolo	okalo	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1297	f99r.14	f99r	f99	bulb;light	otoldy	otoldy	otaldy	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1282	f99r.35	f99r	f99	light	dar	dor	dar	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1277	f99r.36	f99r	f99	light;stripe	chockhia	chockhhy	chockhhy	0	0	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1300	f99r.39	f99r	f99	light	sory	rory	sary	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1299	f99r.9	f99r	f99	striped	ralol	salol	salol	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1327	f99v.17	f99v	f99	dark	sary	sory	sary	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
STOLFI_BEST_1326	f99v.18	f99v	f99	light	saiino	saiino	saiiro	0	1	THREE_READING_AVERAGE_PRIMARY;EDITION_SENSITIVITIES_RETAINED	UNASSIGNED	EXISTING_HUMAN_ANNOTATION_ARCHIVE
