locus	next_locus	page	physical_folio	section	currier	hand	first_paragraph_start	primary_continuation_pair	source_line_number	source_group_count	source_member_count	last_field_group_count	last_field_host_length	last_field_raw_length	target_first_field_group_count	selection
f17v.7	f17v.8	f17v	f17	H	A	1	0	1	7	7	20	7	20	26	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f17v.8	f17v.9	f17v	f17	H	A	1	0	1	8	6	21	6	14	26	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f17v.21	f17v.22	f17v	f17	H	A	1	0	1	21	7	25	7	25	34	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18r.5	f18r.6	f18r	f18	H	A	1	1	0	5	6	20	6	18	30	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18r.6	f18r.7	f18r	f18	H	A	1	0	1	6	8	26	8	26	32	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18r.9	f18r.10	f18r	f18	H	A	1	0	1	9	4	18	4	13	24	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18v.6	f18v.7	f18v	f18	H	A	1	0	1	6	8	26	8	19	31	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18v.7	f18v.8	f18v	f18	H	A	1	0	1	7	8	28	8	23	32	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f18v.8	f18v.9	f18v	f18	H	A	1	0	1	8	7	25	7	23	28	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f19r.3	f19r.4	f19r	f19	H	A	1	0	1	3	6	21	6	15	26	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f19r.10	f19r.11	f19r	f19	H	A	1	0	1	10	5	19	5	18	26	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f19r.11	f19r.12	f19r	f19	H	A	1	0	1	11	4	19	1	5	5	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f2r.11	f2r.12	f2r	f2	H	A	1	0	1	11	9	31	9	25	41	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f2r.12	f2r.13	f2r	f2	H	A	1	0	1	12	11	34	11	30	43	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f2v.3	f2v.4	f2v	f2	H	A	1	0	1	3	8	28	3	9	18	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f2v.7	f2v.8	f2v	f2	H	A	1	0	1	7	7	29	7	24	42	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f20r.9	f20r.10	f20r	f20	H	A	1	1	0	9	6	33	4	19	28	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f21v.2	f21v.3	f21v	f21	H	A	1	0	1	2	8	35	5	17	27	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f21v.3	f21v.4	f21v	f21	H	A	1	0	1	3	9	34	9	25	44	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.3	f22v.4	f22v	f22	H	A	1	0	1	3	7	30	7	30	36	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.7	f22v.8	f22v	f22	H	A	1	0	1	7	4	17	4	16	21	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.10	f22v.11	f22v	f22	H	A	1	0	1	10	5	15	5	14	18	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.11	f22v.12	f22v	f22	H	A	1	0	1	11	3	10	3	4	12	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.12	f22v.13	f22v	f22	H	A	1	0	1	12	3	9	3	13	14	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f22v.15	f22v.16	f22v	f22	H	A	1	0	1	15	5	17	5	18	24	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f23v.6	f23v.7	f23v	f23	H	A	1	1	0	6	7	28	7	25	35	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f23v.7	f23v.8	f23v	f23	H	A	1	0	1	7	9	28	9	24	36	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f23v.8	f23v.9	f23v	f23	H	A	1	0	1	8	9	31	9	20	35	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f24r.7	f24r.8	f24r	f24	H	A	1	0	1	7	6	22	6	15	26	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f24r.14	f24r.15	f24r	f24	H	A	1	0	1	14	5	15	5	10	20	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f24r.15	f24r.16	f24r	f24	H	A	1	0	1	15	5	14	5	16	19	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f24v.7	f24v.8	f24v	f24	H	A	1	0	1	7	4	16	4	14	17	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f25r.4	f25r.5	f25r	f25	H	A	1	0	1	4	8	29	8	31	44	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f25r.5	f25r.6	f25r	f25	H	A	1	0	1	5	7	28	7	21	45	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f27r.1	f27r.2	f27r	f27	H	A	1	1	0	1	7	27	7	16	35	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f28r.3	f28r.4	f28r	f28	H	A	1	0	1	3	7	29	7	23	41	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f28r.7	f28r.8	f28r	f28	H	A	1	0	1	7	8	30	3	7	11	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f28r.8	f28r.9	f28r	f28	H	A	1	0	1	8	8	31	8	32	42	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f28v.4	f28v.5	f28v	f28	H	A	1	1	0	4	10	34	10	25	44	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f28v.5	f28v.6	f28v	f28	H	A	1	0	1	5	8	32	8	25	46	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f29r.3	f29r.4	f29r	f29	H	A	1	0	1	3	7	28	7	22	37	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f29v.5	f29v.6	f29v	f29	H	A	1	1	0	5	6	20	6	15	28	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f3r.2	f3r.3	f3r	f3	H	A	1	0	1	2	5	20	5	15	24	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f3v.11	f3v.12	f3v	f3	H	A	1	0	1	11	6	20	6	16	31	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f30r.5	f30r.6	f30r	f30	H	A	1	0	1	5	6	29	6	24	37	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f30r.6	f30r.7	f30r	f30	H	A	1	0	1	6	9	28	9	21	36	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f30r.9	f30r.10	f30r	f30	H	A	1	0	1	9	7	27	7	19	38	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f31r.8	f31r.9	f31r	f31	H	B	2	0	1	8	7	33	2	5	12	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f32r.2	f32r.3	f32r	f32	H	A	1	0	1	2	7	30	7	27	36	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f32r.15	f32r.16	f32r	f32	H	A	1	0	1	15	4	15	4	12	18	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f32r.16	f32r.17	f32r	f32	H	A	1	0	1	16	3	12	3	6	14	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f34r.3	f34r.4	f34r	f34	H	B	2	0	1	3	11	45	1	2	3	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35r.6	f35r.7	f35r	f35	H	A	1	0	1	6	4	13	4	10	20	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35r.12	f35r.13	f35r	f35	H	A	1	0	1	12	8	29	1	3	10	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35r.13	f35r.14	f35r	f35	H	A	1	0	1	13	7	30	7	31	42	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35r.14	f35r.15	f35r	f35	H	A	1	0	1	14	8	29	8	24	41	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35v.3	f35v.4	f35v	f35	H	A	1	0	1	3	4	15	4	12	20	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35v.4	f35v.5	f35v	f35	H	A	1	0	1	4	4	14	4	15	19	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35v.13	f35v.14	f35v	f35	H	A	1	0	1	13	5	13	5	8	15	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35v.14	f35v.15	f35v	f35	H	A	1	0	1	14	4	13	4	9	17	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f35v.20	f35v.21	f35v	f35	H	A	1	0	1	20	5	15	5	11	21	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36r.7	f36r.8	f36r	f36	H	A	1	0	1	7	7	29	7	27	32	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36r.8	f36r.9	f36r	f36	H	A	1	0	1	8	4	13	4	17	19	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36v.10	f36v.11	f36v	f36	H	A	1	0	1	10	3	15	3	18	20	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36v.11	f36v.12	f36v	f36	H	A	1	0	1	11	3	12	3	11	15	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36v.12	f36v.13	f36v	f36	H	A	1	0	1	12	4	12	4	10	14	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f36v.13	f36v.14	f36v	f36	H	A	1	0	1	13	4	11	4	10	14	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37r.5	f37r.6	f37r	f37	H	A	1	0	1	5	5	23	5	20	26	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37r.6	f37r.7	f37r	f37	H	A	1	0	1	6	6	26	2	8	10	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.4	f37v.5	f37v	f37	H	A	1	0	1	4	4	17	4	17	21	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.5	f37v.6	f37v	f37	H	A	1	0	1	5	4	17	4	15	20	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.6	f37v.7	f37v	f37	H	A	1	0	1	6	4	16	4	16	19	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.14	f37v.15	f37v	f37	H	A	1	1	0	14	3	14	3	12	21	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.15	f37v.16	f37v	f37	H	A	1	0	1	15	4	14	4	15	21	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f37v.16	f37v.17	f37v	f37	H	A	1	0	1	16	3	13	3	8	18	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f38v.5	f38v.6	f38v	f38	H	A	1	0	1	5	7	27	2	2	10	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f4r.3	f4r.4	f4r	f4	H	A	1	0	1	3	7	24	7	19	36	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f4r.7	f4r.8	f4r	f4	H	A	1	0	1	7	4	14	4	15	22	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f4r.12	f4r.13	f4r	f4	H	A	1	0	1	12	3	9	3	12	17	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f4v.1	f4v.2	f4v	f4	H	A	1	1	0	1	6	27	6	30	34	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f40v.18	f40v.19	f40v	f40	H	B	2	0	1	18	8	32	8	27	39	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f42r.13	f42r.14	f42r	f42	H	A	1	0	1	13	9	28	9	18	36	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f42v.2	f42v.3	f42v	f42	H	A	1	0	1	2	10	32	10	33	42	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f42v.15	f42v.16	f42v	f42	H	A	1	0	1	15	3	12	3	9	14	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f43v.7	f43v.8	f43v	f43	H	B	2	0	1	7	10	43	5	13	22	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f45r.6	f45r.7	f45r	f45	H	A	1	0	1	6	8	36	4	13	18	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f45r.10	f45r.11	f45r	f45	H	A	1	0	1	10	9	33	3	7	13	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f46v.11	f46v.12	f46v	f46	H	B	2	0	1	11	5	23	3	9	15	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f46v.12	f46v.13	f46v	f46	H	B	2	0	1	12	5	17	5	12	23	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47r.3	f47r.4	f47r	f47	H	A	1	0	1	3	8	24	8	19	35	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.1	f47v.2	f47v	f47	H	A	1	1	0	1	6	26	6	23	32	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.2	f47v.3	f47v	f47	H	A	1	0	1	2	7	26	2	7	10	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.3	f47v.4	f47v	f47	H	A	1	0	1	3	7	26	7	20	33	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.4	f47v.5	f47v	f47	H	A	1	0	1	4	7	23	7	20	30	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.5	f47v.6	f47v	f47	H	A	1	0	1	5	7	22	3	5	9	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f47v.7	f47v.8	f47v	f47	H	A	1	1	0	7	3	12	3	12	18	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f48v.9	f48v.10	f48v	f48	H	B	5	0	1	9	12	52	2	4	9	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f5v.5	f5v.6	f5v	f5	H	A	1	0	1	5	8	34	8	23	45	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f50r.2	f50r.3	f50r	f50	H	B	2	0	1	2	12	42	9	23	32	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f51v.2	f51v.3	f51v	f51	H	A	1	0	1	2	8	31	6	19	29	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f52v.7	f52v.8	f52v	f52	H	A	1	1	0	7	4	15	4	21	23	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f52v.11	f52v.12	f52v	f52	H	A	1	0	1	11	5	17	5	14	24	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f54v.11	f54v.12	f54v	f54	H	A	1	0	1	11	3	12	3	9	16	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f55r.12	f55r.13	f55r	f55	H	B	2	0	1	12	10	31	10	23	45	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f56r.7	f56r.8	f56r	f56	H	A	1	0	1	7	5	18	5	15	22	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f56r.12	f56r.13	f56r	f56	H	A	1	0	1	12	4	14	4	14	18	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f56r.18	f56r.19	f56r	f56	H	A	1	0	1	18	4	19	4	16	23	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f56v.13	f56v.14	f56v	f56	H	A	1	0	1	13	6	19	6	18	26	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f56v.14	f56v.15	f56v	f56	H	A	1	0	1	14	6	22	6	13	28	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f6r.6	f6r.7	f6r	f6	H	A	1	0	1	6	7	21	7	20	31	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f6r.7	f6r.8	f6r	f6	H	A	1	0	1	7	7	19	7	11	27	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f6v.7	f6v.8	f6v	f6	H	A	1	0	1	7	5	17	5	20	23	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f6v.8	f6v.9	f6v	f6	H	A	1	0	1	8	4	17	4	16	20	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f6v.20	f6v.21	f6v	f6	H	A	1	0	1	20	4	17	4	15	21	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f66r.76	f66r.77	f66r	f66	T	B	5	0	1	76	9	42	5	18	28	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f66r.77	f66r.78	f66r	f66	T	B	5	0	1	77	10	44	2	4	7	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f66r.80	f66r.81	f66r	f66	T	B	5	0	1	80	9	37	4	14	20	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f7r.3	f7r.4	f7r	f7	H	A	1	0	1	3	6	26	6	23	38	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f7r.4	f7r.5	f7r	f7	H	A	1	0	1	4	7	27	7	27	36	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f7r.7	f7r.8	f7r	f7	H	A	1	0	1	7	8	30	2	4	11	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f7v.1	f7v.2	f7v	f7	H	A	1	1	0	1	8	36	5	21	27	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.9	f75r.10	f75r	f75	B	B	2	0	1	9	9	40	1	2	3	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.17	f75r.18	f75r	f75	B	B	2	0	1	17	9	38	1	3	5	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.47	f75r.48	f75r	f75	B	B	2	1	0	47	2	8	2	6	9	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.50	f75r.51	f75r	f75	B	B	2	0	1	50	1	4	1	5	5	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.51	f75r.52	f75r	f75	B	B	2	0	1	51	1	4	1	4	5	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75r.52	f75r.53	f75r	f75	B	B	2	0	1	52	1	5	1	2	5	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75v.45	f75v.46	f75v	f75	B	B	2	0	1	45	12	50	6	23	28	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f75v.69	f75v.70	f75v	f75	B	B	2	0	1	69	5	24	2	2	7	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.13	f76v.14	f76v	f76	B	B	2	0	1	13	11	48	1	2	2	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.14	f76v.15	f76v	f76	B	B	2	0	1	14	10	49	1	2	5	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.30	f76v.31	f76v	f76	B	B	2	0	1	30	11	41	1	4	4	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.31	f76v.32	f76v	f76	B	B	2	0	1	31	10	40	2	3	10	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.32	f76v.33	f76v	f76	B	B	2	0	1	32	10	39	2	3	7	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f76v.40	f76v.41	f76v	f76	B	B	2	0	1	40	11	37	3	7	10	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.19	f77r.20	f77r	f77	B	B	2	0	1	19	9	42	4	9	20	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.20	f77r.21	f77r	f77	B	B	2	0	1	20	8	41	1	5	8	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.21	f77r.22	f77r	f77	B	B	2	0	1	21	8	39	4	14	23	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.26	f77r.27	f77r	f77	B	B	2	0	1	26	6	31	1	5	6	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.27	f77r.28	f77r	f77	B	B	2	0	1	27	6	32	1	1	6	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.28	f77r.29	f77r	f77	B	B	2	0	1	28	6	27	2	4	6	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.38	f77r.39	f77r	f77	B	B	2	1	0	38	9	35	1	1	3	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77r.39	f77r.40	f77r	f77	B	B	2	0	1	39	7	28	1	1	5	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77v.12	f77v.13	f77v	f77	B	B	2	0	1	12	11	46	4	5	15	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77v.16	f77v.17	f77v	f77	B	B	2	1	0	16	8	36	1	3	4	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77v.17	f77v.18	f77v	f77	B	B	2	0	1	17	7	32	3	13	15	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f77v.18	f77v.19	f77v	f77	B	B	2	0	1	18	7	31	4	11	17	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78r.8	f78r.9	f78r	f78	B	B	2	0	1	8	8	38	1	3	4	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78r.11	f78r.12	f78r	f78	B	B	2	0	1	11	8	35	2	6	7	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78r.31	f78r.32	f78r	f78	B	B	2	0	1	31	8	38	1	3	5	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.11	f78v.12	f78v	f78	B	B	2	0	1	11	10	34	10	22	43	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.18	f78v.19	f78v	f78	B	B	2	0	1	18	9	34	1	2	3	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.24	f78v.25	f78v	f78	B	B	2	0	1	24	9	33	2	3	8	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.25	f78v.26	f78v	f78	B	B	2	0	1	25	9	35	3	4	8	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.26	f78v.27	f78v	f78	B	B	2	0	1	26	9	35	1	2	6	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f78v.27	f78v.28	f78v	f78	B	B	2	0	1	27	11	33	11	21	39	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79r.7	f79r.8	f79r	f79	B	B	2	1	0	7	10	41	9	16	39	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79r.8	f79r.9	f79r	f79	B	B	2	0	1	8	9	39	4	13	20	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79r.16	f79r.17	f79r	f79	B	B	2	0	1	16	9	35	5	12	24	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79r.17	f79r.18	f79r	f79	B	B	2	0	1	17	11	34	11	28	43	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79r.24	f79r.25	f79r	f79	B	B	2	0	1	24	8	40	4	9	17	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79v.12	f79v.13	f79v	f79	B	B	2	1	0	12	8	43	1	3	3	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
