locus	page	physical_folio	section	currier	hand	group_index	token	residual_host	page_host	wrapper	inner_d	local_frame	right_family	b3	record_state	compiler_signature	annotation_certainty	tags
f100v.13	f100v	f100	P	A	1	1	chos	os	os	ch	0	NONE	NONE	0	CARRIER_STATE	ch|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f100v.2	f100v	f100	P	A	1	1	chols	ols	ols	ch	0	NONE	NONE	0	OL_STATE	ch|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f100v.3	f100v	f100	P	A	1	1	opchor	opchor	opchor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f100v.6	f100v	f100	P	A	1	1	ykchochdy	ykchoch	ykchoch	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f100v.7	f100v	f100	P	A	1	1	ykchdy	ykch	ykch	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f100v.8	f100v	f100	P	A	1	1	dchdy	ch	ch	d	0	NONE	NONE	0	DY_RESOLUTION	d|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f100v.9	f100v	f100	P	A	1	1	dalsy	alsy	alsy	d	0	NONE	NONE	0	AL_STATE	d|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f102r1.2	f102r1	f102	P	A	1	1	otodeeodor	otodeeodor	otodeeodor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY
f102r2.21	f102r2	f102	P	A	1	1	koldarod	koldarod	koldarod	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY
f102v1.16	f102v1	f102	P	A	1	1	ypcholdy	ypchol	ypchol	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f102v1.18	f102v1	f102	P	A	1	1	opchdard	opchdard	opchdard	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f102v1.3	f102v1	f102	P	A	1	1	okeody	okeo	okeo	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f102v1.6	f102v1	f102	P	A	1	1	opchytcy	opchytcy	opchytcy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_PROXIMITY
f102v2.1	f102v2	f102	P	A	1	1	porshols	porshols	porshols	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ARRAY_OR_GROUP
f102v2.10	f102v2	f102	P	A	1	1	okody	oko	oko	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.11	f102v2	f102	P	A	1	1	cheor	or	or	che	0	NONE	NONE	0	CARRIER_STATE	che|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.12	f102v2	f102	P	A	1	1	okoroeey	okoroeey	okoroeey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.13	f102v2	f102	P	A	1	1	opchy	opchy	opchy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.14	f102v2	f102	P	A	1	1	sarol	arol	arol	s	0	NONE	NONE	0	AR_REFERENCE	s|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.15	f102v2	f102	P	A	1	1	olrodar	olrodar	olrod	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.27	f102v2	f102	P	A	1	1	okeeoraiin	okeeoraiin	okeeor	NONE	0	NONE	aiin	0	OTHER	NONE|D0|NONE|aiin|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.28	f102v2	f102	P	A	1	1	okockhy	okockhy	okockhy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.3	f102v2	f102	P	A	1	1	oror	oror	oror	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY
f102v2.5	f102v2	f102	P	A	1	1	sachy	achy	achy	s	0	NONE	NONE	0	ENTRY_STATE	s|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f102v2.8	f102v2	f102	P	A	1	1	otory	otory	otory	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_PROXIMITY
f57v.7	f57v	f57	C		1	1	oparairdly	oparairdly	oparairdly	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	FIGURE;REL_ENCLOSURE;REL_PROXIMITY
f57v.9	f57v	f57	C		1	1	otardaly	otardaly	otardaly	NONE	0	NONE	NONE	0	OT_AR_LOCAL	NONE|D0|NONE|NONE|DY0|B30|OT_AR_LOCAL	UNHEDGED	FIGURE;REL_ENCLOSURE;REL_PROXIMITY
f65r.1	f65r	f65	H		3	1	otaim	otaim	otai	NONE	0	NONE	NONE	1	OTHER	NONE|D0|NONE|NONE|DY0|B31|OTHER	HEDGED	PLANT;REL_PROXIMITY
f65r.1	f65r	f65	H		3	2	dam	am	a	d	0	NONE	NONE	1	ENTRY_STATE	d|D0|NONE|NONE|DY0|B31|ENTRY_STATE	HEDGED	PLANT;REL_PROXIMITY
f65r.1	f65r	f65	H		3	3	alam	alam	ala	NONE	0	NONE	NONE	1	AL_STATE	NONE|D0|NONE|NONE|DY0|B31|AL_STATE	HEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	1	teeodaiin	eeodaiin	eeod	t	0	NONE	aiin	0	ENTRY_STATE	t|D0|NONE|aiin|DY0|B30|ENTRY_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	2	shey	ey	ey	sh	0	NONE	NONE	0	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	3	epairody	epairo	epairo	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	4	osaiin	osaiin	os	NONE	0	NONE	aiin	0	OTHER	NONE|D0|NONE|aiin|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	5	yteeoey	yteeoey	yteeoey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	6	shey	ey	ey	sh	0	NONE	NONE	0	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.1	f67r1	f67	A		4	7	epaiin	epaiin	ep	NONE	0	NONE	aiin	0	OTHER	NONE|D0|NONE|aiin|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f67r1.12	f67r1	f67	A		4	1	sosaiir	osaiir	osaiir	s	0	NONE	NONE	0	ENTRY_STATE	s|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	REL_ENCLOSURE
f67r1.13	f67r1	f67	A		4	1	oteey	oteey	eey	NONE	0	OT	NONE	0	OTHER	NONE|D0|OT|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE
f67r1.13	f67r1	f67	A		4	2	dar	ar	ar	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE
f67r1.15	f67r1	f67	A		4	1	sheosam	eosam	eosa	sh	0	NONE	NONE	1	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B31|CARRIER_STATE	UNHEDGED	REL_ENCLOSURE
f67r1.16	f67r1	f67	A		4	1	ykeeody	ykeeo	ykeeo	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_ENCLOSURE
f67r1.17	f67r1	f67	A		4	1	okeol	okeol	okeol	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE
f67r1.17	f67r1	f67	A		4	2	sal	al	al	s	0	NONE	NONE	0	AL_STATE	s|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	REL_ENCLOSURE
f67r1.18	f67r1	f67	A		4	1	okeey	okeey	okeey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE
f67r1.18	f67r1	f67	A		4	2	sar	ar	ar	s	0	NONE	NONE	0	AR_REFERENCE	s|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE
f67r1.19	f67r1	f67	A		4	1	dalary	alary	alary	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE
f67r1.8	f67r1	f67	A		4	1	otaldy	otal	ot	NONE	0	NONE	al	0	DY_RESOLUTION	NONE|D0|NONE|al|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_ENCLOSURE;STAR_OR_SKY
f67r1.9	f67r1	f67	A		4	1	otoky	otoky	otoky	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE
f67r2.14	f67r2	f67	A		4	2	doiin	oiin	oiin	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.14	f67r2	f67	A		4	3	oldy	ol	l	NONE	0	O	NONE	0	DY_RESOLUTION	NONE|D0|O|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	STAR_OR_SKY
f67r2.18	f67r2	f67	A		4	2	daiin	aiin	aiin	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.18	f67r2	f67	A		4	3	dal	al	al	d	0	NONE	NONE	0	AL_STATE	d|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	STAR_OR_SKY
f67r2.19	f67r2	f67	A		4	1	ydchos	ydchos	ydchos	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.19	f67r2	f67	A		4	2	ain	ain	ain	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.19	f67r2	f67	A		4	3	ar	ar	ar	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	STAR_OR_SKY
f67r2.19	f67r2	f67	A		4	4	amy	amy	amy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.20	f67r2	f67	A		4	1	chocfhy	ocfhy	ocfhy	ch	0	NONE	NONE	0	CARRIER_STATE	ch|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f67r2.20	f67r2	f67	A		4	2	saral	aral	ar	s	0	NONE	al	0	AR_REFERENCE	s|D0|NONE|al|DY0|B30|AR_REFERENCE	UNHEDGED	STAR_OR_SKY
f67r2.21	f67r2	f67	A		4	2	am	am	a	NONE	0	NONE	NONE	1	OTHER	NONE|D0|NONE|NONE|DY0|B31|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.22	f67r2	f67	A		4	1	okal	okal	ok	NONE	0	NONE	al	0	AL_STATE	NONE|D0|NONE|al|DY0|B30|AL_STATE	HEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.24	f67r2	f67	A		4	1	sodar	odar	d	s	0	O	ar	0	AR_REFERENCE	s|D0|O|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.24	f67r2	f67	A		4	3	ar	ar	ar	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.26	f67r2	f67	A		4	1	yteoor	yteoor	yteoor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.26	f67r2	f67	A		4	2	yto	yto	yto	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.26	f67r2	f67	A		4	3	ykor	ykor	ykor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.29	f67r2	f67	A		4	1	ytody	yto	yto	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	STAR_OR_SKY
f67r2.29	f67r2	f67	A		4	2	saiin	aiin	aiin	s	0	NONE	NONE	0	ENTRY_STATE	s|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.30	f67r2	f67	A		4	1	ochol	ochol	chol	NONE	0	O	NONE	0	OL_STATE	NONE|D0|O|NONE|DY0|B30|OL_STATE	UNHEDGED	STAR_OR_SKY
f67r2.30	f67r2	f67	A		4	2	olol	olol	olol	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	STAR_OR_SKY
f67r2.31	f67r2	f67	A		4	1	opcholdy	opchol	opchol	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.36	f67r2	f67	A		4	1	ytor	ytor	ytor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.36	f67r2	f67	A		4	2	daiin	aiin	aiin	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.36	f67r2	f67	A		4	3	or	or	or	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.37	f67r2	f67	A		4	1	ytoaiin	ytoaiin	yto	NONE	0	NONE	aiin	0	OTHER	NONE|D0|NONE|aiin|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.38	f67r2	f67	A		4	1	otoldos	otoldos	otoldos	NONE	0	NONE	NONE	0	OT_OL_LOCAL	NONE|D0|NONE|NONE|DY0|B30|OT_OL_LOCAL	UNHEDGED	STAR_OR_SKY
f67r2.38	f67r2	f67	A		4	2	octhole	octhole	octhole	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	STAR_OR_SKY
f67r2.39	f67r2	f67	A		4	1	sor	or	or	s	0	NONE	NONE	0	ENTRY_STATE	s|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.39	f67r2	f67	A		4	2	chedaiin	daiin	d	che	0	NONE	aiin	0	CARRIER_STATE	che|D0|NONE|aiin|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f67r2.39	f67r2	f67	A		4	3	dy	y	y	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f67r2.40	f67r2	f67	A		4	1	yteos	yteos	yteos	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.40	f67r2	f67	A		4	2	oiin	oiin	oiin	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.41	f67r2	f67	A		4	1	ytoeopchey	ytoeopchey	ytoeopchey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.41	f67r2	f67	A		4	2	chekody	ko	ko	che	0	NONE	NONE	0	DY_RESOLUTION	che|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	STAR_OR_SKY
f67r2.44	f67r2	f67	A		4	1	ofydy	ofy	ofy	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.44	f67r2	f67	A		4	2	sheody	eo	eo	sh	0	NONE	NONE	0	DY_RESOLUTION	sh|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.44	f67r2	f67	A		4	3	aiin	aiin	aiin	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.45	f67r2	f67	A		4	1	ycheody	ycheo	ycheo	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	STAR_OR_SKY
f67r2.45	f67r2	f67	A		4	2	es	es	es	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.45	f67r2	f67	A		4	3	odaiiin	odaiiin	odaiiin	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.46	f67r2	f67	A		4	1	yekees	yekees	yekees	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f67r2.46	f67r2	f67	A		4	2	oraly	oraly	oraly	NONE	0	NONE	NONE	0	AL_STATE	NONE|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	STAR_OR_SKY
f67r2.47	f67r2	f67	A		4	1	yfain	yfain	yf	NONE	0	NONE	ain	0	OTHER	NONE|D0|NONE|ain|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.48	f67r2	f67	A		4	1	todaiin	odaiin	d	t	0	O	aiin	0	ENTRY_STATE	t|D0|O|aiin|DY0|B30|ENTRY_STATE	HEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f67r2.48	f67r2	f67	A		4	2	dain	ain	ain	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	HEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f67r2.48	f67r2	f67	A		4	3	dy	y	y	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	HEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f67r2.52	f67r2	f67	A		4	1	qotoear	otoear	otoe	q	0	NONE	ar	0	AR_REFERENCE	q|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	STAR_OR_SKY
f67r2.55	f67r2	f67	A		4	1	ytodal	ytodal	ytod	NONE	0	NONE	al	0	AL_STATE	NONE|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.56	f67r2	f67	A		4	1	tol	ol	l	t	0	O	NONE	0	OL_STATE	t|D0|O|NONE|DY0|B30|OL_STATE	HEDGED	STAR_OR_SKY
f67r2.56	f67r2	f67	A		4	2	daiin	aiin	aiin	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	HEDGED	STAR_OR_SKY
f67r2.60	f67r2	f67	A		4	1	octhys	octhys	octhys	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.61	f67r2	f67	A		4	1	ytokar	ytokar	ytok	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f67r2.62	f67r2	f67	A		4	1	otolor	otolor	otolor	NONE	0	NONE	NONE	0	OT_OL_LOCAL	NONE|D0|NONE|NONE|DY0|B30|OT_OL_LOCAL	UNHEDGED	STAR_OR_SKY
f67r2.64	f67r2	f67	A		4	1	s	s	s	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;STAR_OR_SKY
f67r2.64	f67r2	f67	A		4	2	air	air	air	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;STAR_OR_SKY
f67r2.66	f67r2	f67	A		4	1	cpheey	cpheey	cpheey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;STAR_OR_SKY
f67r2.70	f67r2	f67	A		4	1	osar	osar	os	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	HEDGED	PLANT;STAR_OR_SKY
f67v1.1	f67v1	f67	A		4	1	damamm	amamm	amam	d	0	NONE	NONE	1	ENTRY_STATE	d|D0|NONE|NONE|DY0|B31|ENTRY_STATE	UNHEDGED	REL_PROXIMITY
f67v1.10	f67v1	f67	A		4	1	kochardy	kochar	koch	NONE	0	NONE	ar	0	DY_RESOLUTION	NONE|D0|NONE|ar|DY1|B30|DY_RESOLUTION	UNHEDGED	NONE
f67v1.11	f67v1	f67	A		4	1	ochodare	ochodare	ochodare	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	NONE
f67v1.2	f67v1	f67	A		4	1	dairkal	airkal	airk	d	0	NONE	al	0	AL_STATE	d|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	NONE
