page	locus	kind	grammar_scope	code	coverage_state	consensus_group_count	family_expression	first_family	last_family	line_left_boundary	line_right_boundary	gdt229_field_count	gdt229_semantic_scaffold_coverage	gdt239_label_dossier_coverage	label_prefix	label_residual	semantic_value
f82r	f82r.11	P	CONFIRMED_PROSE	@P0	STRICT_EXACT_FAMILY	8	QABKBA|DAQJBA|DAPAB|DAQJBAC|KAPKJBA|DAQAB|KJBA|QAB	QABKBA	QAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.12	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.13	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	QKJAB|ABKJBA|DAQKBA|DAQJBA|KJBAC|KKA|BKJA|CABACAB	QKJAB	CABACAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.14	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	C|ABKA|DAQAB|KJA|DAQAF|BMBA|DAQKA|DAQAG|ABKJBA	C	ABKJBA	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.15	P	CONFIRMED_PROSE	+P0	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.16	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.17	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	BLJBA|DAQKA|KJBA|DAQMA|DAQJBA|BQKBA|DAQKBA|CABKJA	BLJBA	CABKJA	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.18	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	10	PABKJB|AQAF|LJBA|LJBA|BAB|KJBAC|DAQKA|AQKA|BCACAG|ACA	PABKJB	ACA	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.19	P	CONFIRMED_PROSE	+Pr	STRICT_EXACT_FAMILY	5	AQAF|KAC|AQAF|DAQKBA|BKA	AQAF	BKA	LINE_START	LINE_END	2	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.20	P	CONFIRMED_PROSE	*P0	STRICT_EXACT_FAMILY	9	PACABLA|DAQJBA|TAB|LJBA|LJAB|QMBA|BQAG|LJBA|DABA	PACABLA	DABA	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.21	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	10	BAG|KJAQA|BQJBA|CABLJA|BAG|KJA|DAB|KJBA|DAQKA|BAB	BAG	BAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.22	P	CONFIRMED_PROSE	+P0	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.23	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	KKA|DUJA|DAQKA|BKKA|BAG|KJA|DAQMBA|BKJBA|BAC	KKA	BAC	LINE_START	LINE_END	3	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.24	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.25	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.26	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	QLJA|DAQKBA|KJAB|BKJBAC|KJC|AG|AQKA|DAQAG|AQJA	QLJA	AQJA	LINE_START	LINE_END	2	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.27	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	8	PKJBA|CLJAB|BABBA|DAQKBA|CLJBA|DAQKBA|DAQKBA|BAKJBA	PKJBA	BAKJBA	LINE_START	LINE_END	7	1	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.28	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.29	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.30	P	CONFIRMED_PROSE	+P0	STRICT_EXACT_FAMILY	9	DAQKA|CAG|KJAB|DAQKA|LJBA|DAQKA|BLJBA|DAQKBA|CAB	DAQKA	CAB	LINE_START	LINE_END	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.31	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.32	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.33	P	CONFIRMED_PROSE	+P0	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	0	NOT_LABEL_OR_UNJOINED	NOT_LABEL_OR_UNJOINED	UNASSIGNED
f82r	f82r.34	L	DIAGNOSTIC_NONPROSE	@Ln	STRICT_EXACT_FAMILY	1	AQAC	AQAC	AQAC	LINE_START	LINE_END	0	0	1	AQAC	EMPTY	UNASSIGNED
f82r	f82r.35	L	DIAGNOSTIC_NONPROSE	@Lt	STRICT_EXACT_FAMILY	1	BACAB	BACAB	BACAB	LINE_START	LINE_END	0	0	1	NONE	BACAB	UNASSIGNED
f82r	f82r.36	L	DIAGNOSTIC_NONPROSE	@Ln	STRICT_EXACT_FAMILY	1	AQAB	AQAB	AQAB	LINE_START	LINE_END	0	0	1	AQAB	EMPTY	UNASSIGNED
f82r	f82r.37	L	DIAGNOSTIC_NONPROSE	@Ln	STRICT_EXACT_FAMILY	1	AQABBA	AQABBA	AQABBA	LINE_START	LINE_END	0	0	1	AQAB	BA	UNASSIGNED
f82r	f82r.38	L	DIAGNOSTIC_NONPROSE	@Lt	STRICT_EXACT_FAMILY	1	BACACA	BACACA	BACACA	LINE_START	LINE_END	0	0	1	NONE	BACACA	UNASSIGNED
f82r	f82r.39	L	DIAGNOSTIC_NONPROSE	+Ln	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	1	AQA	FABA	UNASSIGNED
f82r	f82r.40	L	DIAGNOSTIC_NONPROSE	*Ln	STRICT_EXACT_FAMILY	1	CACACB	CACACB	CACACB	LINE_START	LINE_END	0	0	1	NONE	CACACB	UNASSIGNED
f82r	f82r.41	L	DIAGNOSTIC_NONPROSE	=Ln	EXACT_FAMILY_WITH_ALTERNATIVE	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNRESOLVED	0	0	1	ABQA	QA	UNASSIGNED
f82r	f82r.42	L	DIAGNOSTIC_NONPROSE	=Ln	STRICT_EXACT_FAMILY	1	CAQABA	CAQABA	CAQABA	LINE_START	LINE_END	0	0	1	NONE	CAQABA	UNASSIGNED
f82r	f82r.43	L	DIAGNOSTIC_NONPROSE	=Ln	STRICT_EXACT_FAMILY	1	BABAB	BABAB	BABAB	LINE_START	LINE_END	0	0	1	NONE	BABAB	UNASSIGNED
f82r	f82r.44	L	DIAGNOSTIC_NONPROSE	=Ln	STRICT_EXACT_FAMILY	1	ABAG	ABAG	ABAG	LINE_START	LINE_END	0	0	1	NONE	ABAG	UNASSIGNED
f82r	f82r.45	L	DIAGNOSTIC_NONPROSE	=Ln	STRICT_EXACT_FAMILY	1	AQKAC	AQKAC	AQKAC	LINE_START	LINE_END	0	0	1	NONE	AQKAC	UNASSIGNED
