page	paragraph_id	locus	line_field_ordinal	field_group_count	source_tokens	page_hosts	line_field_end	missing_before_min	missing_before_max	missing_after_min	missing_after_max	feasible_coordinates	predicted_five_way_classes	predicted_abstract_classes	robust_abstract_role_like	robust_under_missingness	semantic_value
f82r	P2	f82r.11	1	1	kolchdy	kolch	DY	0	0	4	40	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.11	2	1	qokedy	oke	DY	0	0	4	40	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.11	3	3	qopol|qotedor|chopchedy	opol|otedor|opche	DY	0	0	4	40	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.11	4	3	qotal|chedy|kam	ot|y|ka	LINE_END	0	0	4	40	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.13	1	2	tcheol|olchedy	cheol|olche	DY	1	9	3	31	261	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.13	2	1	qokeedy	okee	DY	1	9	3	31	261	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.13	3	1	qotedy	e	DY	1	9	3	31	261	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.13	4	3	chedar|cheey|lchey	d|ey|lchey	LINE_END	1	9	3	31	261	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.17	1	1	dshedy	she	DY	4	40	0	0	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.17	2	4	qoteey|chedy|qokeeey|qokedy	eey|y|okeeey|oke	DY	4	40	0	0	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.17	3	1	lteedy	ltee	DY	4	40	0	0	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.17	4	1	qokeedy	okee	DY	4	40	0	0	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.18	1	3	polched|otain|shedy	polched|ot|e	DY	4	40	0	0	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.18	2	1	shedy	e	DY	4	40	0	0	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P2	f82r.18	3	3	dal|chedar|qokeey	al|d|okeey	LINE_END	4	40	0	0	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.19	1	4	okain|char|okain|qokeedy	ok|ar|ok|okee	DY	4	40	0	0	37	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P2	f82r.19	2	1	lchy	lchy	LINE_END	4	40	0	0	37	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.20	1	2	posalshy|qokedy	posalshy|oke	DY	0	0	8	75	68	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.20	2	2	cphal|shedy	cph|e	DY	0	0	8	75	68	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.21	1	3	daiin|cheoky|lkedy	aiin|oky|lke	DY	0	0	8	75	68	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P3	f82r.21	2	6	daiin|chey|qol|chedy|qokeey|dal	aiin|y|l|y|okeey|al	LINE_END	0	0	8	75	68	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P3	f82r.23	1	7	cheey|qcthey|qokeey|lcheey|daiin|chey|qokeeedy	ey|cthey|okeey|lcheey|aiin|y|okeee	DY	1	9	7	66	540	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P3	f82r.23	2	1	lchedy	lche	DY	1	9	7	66	540	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.23	3	1	lar	l	LINE_END	1	9	7	66	540	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.26	1	2	tshey|qokeedy	shey|okee	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.26	2	7	cheal|lchedar|ches|aiin|oteey|qokaiin|okey	al|lched|s|aiin|eey|ok|okey	LINE_END	3	30	5	45	1148	OPERATION	INSTRUCTION_CLAUSE_LIKE	INSTRUCTION_CLAUSE_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	1	1	pchedy	pche	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	2	2	rsheal|daldy	rshe|al	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	3	1	qokeedy	okee	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	4	1	rshedy	rshe	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	5	1	qoteedy	ee	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	6	1	qokeedy	okee	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.27	7	1	lochedy	loche	DY	3	30	5	45	1148	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
f82r	P3	f82r.30	1	1	qoteey	eey	LINE_END	5	49	3	26	1080	INGREDIENT	SHORT_ARGUMENT_LIKE	SHORT_ARGUMENT_LIKE	1	UNASSIGNED
