mode	held	events	training_events	source_seen_events	source_seen_fraction	unigram_bits	nuisance_bits	host_bits	community_bits	unigram_top1	unigram_top5	nuisance_top1	nuisance_top5	host_top1	host_top5	community_top1	community_top5	host_gain_vs_nuisance_bits	community_gain_vs_nuisance_bits	host_gain_vs_community_bits	claim_state
HELD_FOLIO	f111	460	12007	424	0.921739130435	3471.814033598655	3645.805991826573	3881.130526287497	4079.974780373688	37	117	40	117	42	123	30	114	-235.324534460924	-434.168788547116	198.844254086191	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f112	333	12134	312	0.936936936937	2390.572864551085	2468.929255711005	2701.579358768290	2747.271626405543	19	84	16	84	16	83	20	83	-232.650103057285	-278.342370694538	45.692267637252	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f113	372	12095	333	0.895161290323	3031.352696609182	3237.291421603277	3538.264992116756	3789.648954582101	8	66	28	90	19	74	21	73	-300.973570513479	-552.357532978824	251.383962465345	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f114	348	12119	314	0.902298850575	2724.092328528834	2916.299118219677	3202.867977484208	3323.894702605778	15	68	18	91	23	74	19	73	-286.568859264531	-407.595584386101	121.026725121570	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f115	309	12158	268	0.867313915858	2687.380225749779	2837.385411785734	3104.393390712125	3322.882228434155	7	44	6	44	6	40	10	46	-267.007978926391	-485.496816648422	218.488837722030	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f116	138	12329	130	0.942028985507	964.367216105096	1007.500369956652	1077.562753587220	1129.644995482421	13	38	9	38	13	38	11	41	-70.062383630568	-122.144625525769	52.082241895201	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f13	48	12419	41	0.854166666667	400.040269795327	414.494047900879	447.613452762149	478.067476027210	7	14	4	15	4	15	1	14	-33.119404861270	-63.573428126331	30.454023265061	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f14	50	12417	44	0.880000000000	393.364537961408	410.602614933938	435.786302738377	487.127794726960	8	16	4	17	5	15	6	18	-25.183687804439	-76.525179793022	51.341491988583	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f15	89	12378	86	0.966292134831	634.647142820482	655.605446025329	723.650595426485	724.568116794071	8	27	9	36	4	27	5	33	-68.045149401156	-68.962670768742	0.917521367586	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f16	66	12401	57	0.863636363636	518.258803858410	523.333065726834	584.712606143258	601.301953662457	8	18	3	24	3	19	5	20	-61.379540416424	-77.968887935622	16.589347519199	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f17	85	12382	79	0.929411764706	633.533375418574	624.646986879577	717.836657422964	744.494276342491	5	21	10	30	9	24	10	29	-93.189670543386	-119.847289462914	26.657618919528	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f18	63	12404	58	0.920634920635	525.406733463401	541.790045775052	579.659319949695	631.090246343009	3	9	4	13	1	13	2	13	-37.869274174643	-89.300200567957	51.430926393314	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f19	69	12398	62	0.898550724638	543.902039588290	560.314350344325	620.568666309991	674.052305441516	8	18	3	24	2	18	2	23	-60.254315965666	-113.737955097191	53.483639131525	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f2	89	12378	81	0.910112359551	667.252441780474	667.518404266908	732.443683491881	743.240264346276	8	28	10	35	6	32	11	29	-64.925279224973	-75.721860079368	10.796580854395	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f20	89	12378	84	0.943820224719	622.306113689191	611.898930247567	666.284094075723	690.598073612321	9	23	9	28	8	24	9	23	-54.385163828156	-78.699143364754	24.313979536598	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f21	73	12394	65	0.890410958904	575.753371516895	603.417045886790	673.471258203086	714.147245494015	4	21	6	23	3	21	6	21	-70.054212316296	-110.730199607225	40.675987290929	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f22	88	12379	79	0.897727272727	683.906509058129	681.537471384499	738.136570531606	791.902025526387	8	25	3	29	5	24	6	27	-56.599099147108	-110.364554141888	53.765454994781	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f23	56	12411	52	0.928571428571	438.243403443588	452.303664712893	525.714374389938	538.151233943619	2	15	5	20	3	15	3	16	-73.410709677046	-85.847569230726	12.436859553680	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f24	60	12407	55	0.916666666667	458.872339436082	461.383831259643	517.581901221019	526.228299730620	1	10	7	12	2	9	6	11	-56.198069961376	-64.844468470977	8.646398509601	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f25	32	12435	32	1.000000000000	225.627562699339	213.864802997701	229.824276549761	236.439148811666	0	12	2	11	2	10	2	12	-15.959473552059	-22.574345813964	6.614872261905	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f26	56	12411	52	0.928571428571	433.944263092012	454.004296289951	508.738758550155	497.203694137512	4	10	4	13	5	12	3	9	-54.734462260204	-43.199397847561	-11.535064412643	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f27	40	12427	36	0.900000000000	291.517674835881	303.832391756928	347.220067952852	352.020977100789	8	11	1	11	1	8	2	11	-43.387676195924	-48.188585343861	4.800909147937	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f28	69	12398	65	0.942028985507	500.351404421064	480.866987234900	540.658548140561	551.563985249934	5	17	6	22	4	19	5	20	-59.791560905661	-70.696998015035	10.905437109374	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f29	53	12414	51	0.962264150943	354.971926009815	337.957051396572	361.105031572740	360.033007990042	8	18	5	22	4	17	4	21	-23.147980176167	-22.075956593470	-1.072023582697	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f3	105	12362	89	0.847619047619	868.313894507306	922.501825739124	1010.030740751353	1076.955833640595	0	15	11	24	5	24	9	23	-87.528915012229	-154.454007901471	66.925092889242	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f30	69	12398	63	0.913043478261	573.051001858774	598.369455942639	649.722852235863	703.270721304043	4	13	4	19	4	16	2	15	-51.353396293224	-104.901265361403	53.547869068180	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f31	33	12434	30	0.909090909091	266.731184098406	297.466881291537	320.975293520846	343.122830111749	1	4	1	5	2	5	0	5	-23.508412229309	-45.655948820212	22.147536590903	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f32	61	12406	60	0.983606557377	457.183838931728	457.033086115617	507.621347238030	526.862916398459	5	19	7	22	4	17	8	21	-50.588261122413	-69.829830282842	19.241569160428	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f33	58	12409	57	0.982758620690	366.772613468177	366.239957732758	397.162170561464	384.944204039385	6	23	6	22	5	19	5	25	-30.922212828705	-18.704246306627	-12.217966522078	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f34	101	12366	94	0.930693069307	787.181050520774	830.777086654895	919.269192603807	959.878425657796	8	17	8	22	8	19	3	18	-88.492105948912	-129.101339002900	40.609233053989	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f35	77	12390	75	0.974025974026	541.515080820756	536.747421274392	592.276038209173	611.672490305246	5	24	4	25	7	28	4	22	-55.528616934781	-74.925069030854	19.396452096073	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f36	54	12413	48	0.888888888889	426.058110894156	452.254667779167	506.328860562443	525.866490506662	6	17	5	17	2	17	3	16	-54.074192783275	-73.611822727494	19.537629944219	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f37	55	12412	47	0.854545454545	428.354164222194	449.899338294623	476.108095591058	527.095112366199	4	24	3	24	6	22	3	23	-26.208757296435	-77.195774071575	50.987016775141	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f38	42	12425	40	0.952380952381	313.165949819963	315.453423767214	348.512239024076	344.400927895366	0	12	1	11	0	10	1	13	-33.058815256862	-28.947504128152	-4.111311128710	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f39	98	12369	94	0.959183673469	685.232410436282	723.802625008864	773.634077462146	811.032667184632	7	30	8	31	6	31	6	35	-49.831452453282	-87.230042175768	37.398589722486	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f4	61	12406	55	0.901639344262	464.163089140109	482.218856968701	535.886754148912	566.710403998139	4	20	5	22	3	18	4	18	-53.667897180211	-84.491547029439	30.823649849228	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f40	60	12407	58	0.966666666667	414.106099715967	411.000458308749	437.295302427949	464.785707234762	2	21	1	21	2	21	10	21	-26.294844119200	-53.785248926013	27.490404806813	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f41	27	12440	20	0.740740740741	251.851128501912	270.589566835468	279.801200556885	321.967333138172	1	2	0	2	1	4	0	1	-9.211633721417	-51.377766302704	42.166132581287	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f42	94	12373	91	0.968085106383	697.941923295989	707.954686915988	807.678567284610	805.975208216594	6	32	7	30	3	27	8	28	-99.723880368621	-98.020521300606	-1.703359068016	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f43	69	12398	62	0.898550724638	534.661250333704	574.757845925396	631.726360064976	654.225910034188	7	15	6	18	4	14	0	13	-56.968514139579	-79.468064108792	22.499549969213	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f44	72	12395	61	0.847222222222	613.235614058279	653.225560467682	696.050732310206	783.926797521621	2	14	5	15	3	12	4	13	-42.825171842524	-130.701237053940	87.876065211415	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f45	62	12405	59	0.951612903226	490.076535613810	503.843757829226	566.771815758668	568.135647055860	5	13	2	14	2	10	3	13	-62.928057929442	-64.291889226635	1.363831297192	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f46	67	12400	66	0.985074626866	455.690949214395	461.862997118736	503.038495485349	491.742962539772	9	17	7	18	5	14	6	16	-41.175498366613	-29.879965421036	-11.295532945577	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f47	75	12392	71	0.946666666667	524.667935732300	518.406929524958	590.621992891597	584.410402653613	8	28	9	32	4	26	9	29	-72.215063366639	-66.003473128655	-6.211590237984	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f48	111	12356	103	0.927927927928	901.255101643534	936.560900988349	1037.145867852168	1087.411917924292	6	28	6	27	3	23	12	25	-100.584966863819	-150.851016935943	50.266050072124	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f49	115	12352	100	0.869565217391	930.098553053300	995.935429617436	1084.812084284536	1163.858744939193	7	26	9	32	7	32	8	31	-88.876654667101	-167.923315321758	79.046660654657	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f5	30	12437	29	0.966666666667	229.269575819322	234.566972616048	265.442028540228	273.502209405105	0	8	2	9	2	6	1	8	-30.875055924180	-38.935236789057	8.060180864877	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f50	70	12397	69	0.985714285714	535.742097608417	545.210554864343	598.595752665591	612.348674258565	3	13	3	14	2	11	5	14	-53.385197801248	-67.138119394222	13.752921592974	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f51	50	12417	48	0.960000000000	404.246000178679	412.016559087180	450.703914499856	457.753253555093	2	7	1	8	1	7	3	7	-38.687355412676	-45.736694467913	7.049339055237	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f52	38	12429	33	0.868421052632	314.428841458560	332.966438601391	372.835738807766	391.502496175553	2	5	1	9	1	6	3	7	-39.869300206375	-58.536057574162	18.666757367787	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f53	36	12431	31	0.861111111111	309.926552360796	335.437818465883	364.874494807353	383.948902594275	2	7	3	7	4	6	2	6	-29.436676341470	-48.511084128392	19.074407786922	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f54	46	12421	45	0.978260869565	307.818867606667	293.538172594061	330.812724799835	318.601338633705	1	14	9	19	2	18	9	15	-37.274552205774	-25.063166039645	-12.211386166130	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f55	75	12392	69	0.920000000000	474.701246971509	488.407361725857	531.065567181609	529.442407770915	6	34	6	33	9	31	6	33	-42.658205455751	-41.035046045057	-1.623159410694	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f56	63	12404	62	0.984126984127	501.095913174130	492.692448893010	537.739266261629	561.619575799820	3	17	8	18	2	17	2	16	-45.046817368620	-68.927126906811	23.880309538191	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f57	6	12461	6	1.000000000000	60.230790925690	66.299257059388	70.009815357707	72.476885101657	0	0	0	0	0	0	0	0	-3.710558298319	-6.177628042270	2.467069743950	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f58	248	12219	208	0.838709677419	2008.641653605267	2252.441811652900	2423.453657232051	2619.613438684467	13	62	13	64	12	53	13	57	-171.011845579152	-367.171627031568	196.159781452416	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f6	58	12409	54	0.931034482759	444.890866276470	459.973179622364	497.026224367023	537.934069508132	2	12	4	20	2	16	2	16	-37.053044744659	-77.960889885768	40.907845141109	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f66	145	12322	131	0.903448275862	1241.991658579370	1297.812031935204	1433.102173165104	1480.297690648457	4	23	5	22	8	19	9	22	-135.290141229900	-182.485658713253	47.195517483353	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f7	62	12405	54	0.870967741935	501.727241796803	525.635431538340	580.571207835718	614.062690209148	5	13	4	14	2	16	2	13	-54.935776297377	-88.427258670808	33.491482373431	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f75	303	12164	293	0.966996699670	1969.333515937184	1928.876611709979	2044.095828273090	2062.602058604521	25	104	36	115	37	124	33	115	-115.219216563112	-133.725446894542	18.506230331431	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f76	409	12058	381	0.931540342298	2945.452455918025	3021.211591733712	3226.312728004286	3397.453901835440	40	98	22	111	29	115	18	106	-205.101136270574	-376.242310101728	171.141173831154	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f77	315	12152	306	0.971428571429	2116.631104210281	2116.314853192754	2296.692020830086	2349.798332860842	28	93	31	124	35	120	37	108	-180.377167637332	-233.483479668088	53.106312030756	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f78	286	12181	276	0.965034965035	2027.617928221901	2021.732278257828	2231.569895623471	2313.190480855271	17	80	17	91	23	85	20	83	-209.837617365642	-291.458202597443	81.620585231801	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f79	367	12100	351	0.956403269755	2598.151519889584	2671.508697537282	2899.456297681507	2984.792054589435	21	123	40	119	42	118	32	121	-227.947600144225	-313.283357052153	85.335756907928	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f8	101	12366	88	0.871287128713	820.065253602508	898.362155765764	982.405856439623	1051.904580304863	4	21	6	24	3	28	8	24	-84.043700673859	-153.542424539099	69.498723865240	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f80	358	12109	337	0.941340782123	2570.530201265511	2636.668888446499	2886.932766802068	2928.258758307279	25	123	41	120	35	104	31	115	-250.263878355569	-291.589869860780	41.325991505211	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f81	203	12264	197	0.970443349754	1304.309653509412	1306.729781990025	1437.766044277539	1456.376205649200	18	77	11	87	17	81	18	79	-131.036262287514	-149.646423659176	18.610161371661	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f82	263	12204	249	0.946768060837	1872.279924134519	1911.067146196233	2090.434699899908	2164.017619182238	24	85	29	88	33	78	32	83	-179.367553703675	-252.950472986005	73.582919282330	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f83	303	12164	293	0.966996699670	2099.439681949466	2130.055205230283	2315.509171638751	2401.178647446152	24	87	32	107	29	109	30	93	-185.453966408468	-271.123442215869	85.669475807401	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f85	162	12305	149	0.919753086420	1239.727765787249	1291.244468271085	1456.325629506361	1457.093412698988	9	37	12	36	9	33	13	39	-165.081161235277	-165.848944427904	0.767783192627	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f86	426	12041	398	0.934272300469	3280.453318639223	3465.059102752401	3800.333284933342	3952.325778471461	26	93	27	93	26	101	16	102	-335.274182180942	-487.266675719060	151.992493538119	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f87	67	12400	52	0.776119402985	641.668159850788	731.054755271238	798.826243454847	877.575376159897	1	5	4	9	2	9	4	9	-67.771488183610	-146.520620888659	78.749132705050	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f88	109	12358	103	0.944954128440	832.790503776835	844.381066473856	960.828643078357	956.641676716076	5	19	11	28	2	22	4	28	-116.447576604500	-112.260610242220	-4.186966362280	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f89	119	12348	107	0.899159663866	922.560391211988	947.235841121528	1026.913755730985	1090.245503075793	8	28	6	27	3	21	3	28	-79.677914609457	-143.009661954264	63.331747344808	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f9	74	12393	68	0.918918918919	562.567299913441	576.585160137052	629.136583610590	677.887126144706	9	25	9	30	10	26	9	25	-52.551423473538	-101.301966007654	48.750542534116	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f90	62	12405	56	0.903225806452	512.830798829798	555.028459219436	603.931178719135	659.635917950149	0	11	4	12	1	11	4	9	-48.902719499699	-104.607458730713	55.704739231013	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f93	110	12357	97	0.881818181818	949.295595981235	1014.142945169591	1116.594195795941	1206.038643929655	1	16	9	15	4	18	7	15	-102.451250626350	-191.895698760064	89.444448133714	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f94	68	12399	65	0.955882352941	511.826815648798	514.114043165536	575.607262760092	571.023820647395	8	19	7	18	8	16	3	21	-61.493219594556	-56.909777481859	-4.583442112697	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f95	174	12293	167	0.959770114943	1205.245467915168	1234.701479292421	1337.568972762240	1325.385653865929	25	67	25	69	19	55	27	64	-102.867493469819	-90.684174573508	-12.183318896311	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f96	63	12404	52	0.825396825397	602.817095105816	647.489139615221	686.973622604581	768.430633143136	0	5	3	11	2	11	2	11	-39.484482989359	-120.941493527915	81.457010538556	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_FOLIO	f99	132	12335	121	0.916666666667	1159.808114483947	1237.262910965358	1370.311456304651	1467.710379006836	3	20	8	26	7	23	8	23	-133.048545339293	-230.447468041477	97.398922702184	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	B	2600	9867	2462	0.946923076923	18529.801513182891	18554.008994602766	20015.774561647700	20761.458279656337	200	762	200	801	252	734	215	794	-1461.765567044935	-2207.449285053572	745.683718008637	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	C	146	12321	130	0.890410958904	1152.304185663760	1185.832866626169	1305.776732000787	1354.896571759783	11	34	5	34	12	34	10	33	-119.943865374618	-169.063705133614	49.119839758996	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	H	4123	8344	3645	0.884065001213	33184.642109536937	33712.856832148544	36902.496512372782	39866.223888533925	121	799	326	1063	233	865	203	922	-3189.639680224238	-6153.367056385381	2963.727376161143	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	P	514	11953	471	0.916342412451	4238.724886376865	4301.001493122490	4767.683797465374	4920.312124802303	19	95	36	119	18	91	22	112	-466.682304342884	-619.310631679813	152.628327336929	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	S	4279	8188	3807	0.889693853704	33432.211549477870	34137.627061588391	37095.140141966236	39725.511400297670	172	935	234	944	287	980	224	999	-2957.513080377845	-5587.884338709278	2630.371258331434	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_SECTION	T	805	11662	749	0.930434782609	6155.060791114936	6237.082720531970	6849.777231426089	7014.566159121158	51	196	55	197	52	186	41	199	-612.694510894119	-777.483438589188	164.788927695069	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
HELD_HAND	1	3575	8892	3081	0.861818181818	29764.142544658884	30602.288016354516	33543.647173871475	36474.919198291318	37	594	37	788	116	664	110	706	-2941.359157516959	-5872.631181936802	2931.272024419843	OPAQUE_IDENTITY_HELD_CONTEXT_NO_LEXEME_OR_MEANING
